"geneID"	"pathwayID"	"pathwayName"	"pdbID"
"YKR089C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YLL058W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YLR056W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YLR142W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YLR164W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YLR372W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YML082W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YMR165C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YMR220W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YMR278W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YNL280C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YNL316C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YNR034W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YNR041C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YOL056W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YOR125C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YOR175C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YOR311C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YPL172C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YPL273W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YPR139C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YBR166C"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YCL009C"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YCL040W"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YCR073W-A"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YDL021W"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YER086W"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YGL001C"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YGL012W"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YJR130C"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YKL181W"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YLL058W"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YLR056W"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YLR100W"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YLR142W"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YLR164W"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YML082W"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YMR015C"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YMR084W"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YMR220W"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YMR278W"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YNL280C"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YNL316C"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YNR034W"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YOL056W"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YOR221C"	"sce01130"	"Biosynthesis of antibiotics"	NA
"YCL040W"	"sce01200"	"Carbon metabolism"	NA
"YCR073W-A"	"sce01200"	"Carbon metabolism"	NA
"YDL021W"	"sce01200"	"Carbon metabolism"	NA
"YER086W"	"sce01200"	"Carbon metabolism"	NA
"YFL053W"	"sce01200"	"Carbon metabolism"	NA
"YKL181W"	"sce01200"	"Carbon metabolism"	NA
"YLR164W"	"sce01200"	"Carbon metabolism"	NA
"YNR034W"	"sce01200"	"Carbon metabolism"	NA
"YOL056W"	"sce01200"	"Carbon metabolism"	NA
"YCL009C"	"sce01210"	"2-Oxocarboxylic acid metabolism"	NA
"YGL009C"	"sce01210"	"2-Oxocarboxylic acid metabolism"	NA
"YBR159W"	"sce01212"	"Fatty acid metabolism"	NA
"YCR034W"	"sce01212"	"Fatty acid metabolism"	NA
"YDL015C"	"sce01212"	"Fatty acid metabolism"	NA
"YER015W"	"sce01212"	"Fatty acid metabolism"	NA
"YGL055W"	"sce01212"	"Fatty acid metabolism"	NA
"YHR067W"	"sce01212"	"Fatty acid metabolism"	NA
"YJL097W"	"sce01212"	"Fatty acid metabolism"	NA
"YJL196C"	"sce01212"	"Fatty acid metabolism"	NA
"YLR372W"	"sce01212"	"Fatty acid metabolism"	NA
"YOR221C"	"sce01212"	"Fatty acid metabolism"	NA
"YCL009C"	"sce01230"	"Biosynthesis of amino acids"	NA
"YDL021W"	"sce01230"	"Biosynthesis of amino acids"	NA
"YER086W"	"sce01230"	"Biosynthesis of amino acids"	NA
"YGL009C"	"sce01230"	"Biosynthesis of amino acids"	NA
"YHR025W"	"sce01230"	"Biosynthesis of amino acids"	NA
"YJR130C"	"sce01230"	"Biosynthesis of amino acids"	NA
"YKL181W"	"sce01230"	"Biosynthesis of amino acids"	NA
"YLL058W"	"sce01230"	"Biosynthesis of amino acids"	NA
"YML082W"	"sce01230"	"Biosynthesis of amino acids"	NA
"YNL316C"	"sce01230"	"Biosynthesis of amino acids"	NA
"YOL056W"	"sce01230"	"Biosynthesis of amino acids"	NA
"YDR011W"	"sce02010"	"ABC transporters"	NA
"YKL188C"	"sce02010"	"ABC transporters"	NA
"YPL147W"	"sce02010"	"ABC transporters"	NA
"ICR1"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"NME1"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"Q0020"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"Q0158"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"RDN18-1"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"RDN18-2"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"RDN25-1"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"RDN25-2"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"RDN37-1"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"RDN37-2"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"RDN5-1"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"RDN5-2"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"RDN5-3"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"RDN5-4"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"RDN5-5"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"RDN5-6"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"YDR478W"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"YGL019W"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"YLR145W"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"YNL163C"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"snR17a"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"snR17b"	"sce03008"	"Ribosome biogenesis in eukaryotes"	NA
"ICR1"	"sce03010"	"Ribosome"	NA
"Q0020"	"sce03010"	"Ribosome"	NA
"Q0158"	"sce03010"	"Ribosome"	NA
"RDN18-1"	"sce03010"	"Ribosome"	NA
"RDN18-2"	"sce03010"	"Ribosome"	NA
"RDN25-1"	"sce03010"	"Ribosome"	NA
"RDN25-2"	"sce03010"	"Ribosome"	NA
"RDN37-1"	"sce03010"	"Ribosome"	NA
"RDN37-2"	"sce03010"	"Ribosome"	NA
"RDN5-1"	"sce03010"	"Ribosome"	NA
"RDN5-2"	"sce03010"	"Ribosome"	NA
"RDN5-3"	"sce03010"	"Ribosome"	NA
"RDN5-4"	"sce03010"	"Ribosome"	NA
"RDN5-5"	"sce03010"	"Ribosome"	NA
"RDN5-6"	"sce03010"	"Ribosome"	NA
"YDR471W"	"sce03010"	"Ribosome"	NA
"YER102W"	"sce03010"	"Ribosome"	NA
"YFL034C-A"	"sce03010"	"Ribosome"	NA
"YJL136C"	"sce03010"	"Ribosome"	NA
"YLL045C"	"sce03010"	"Ribosome"	NA
"YLR333C"	"sce03010"	"Ribosome"	NA
"YMR121C"	"sce03010"	"Ribosome"	NA
"YNL096C"	"sce03010"	"Ribosome"	NA
"YNL302C"	"sce03010"	"Ribosome"	NA
"YOR312C"	"sce03010"	"Ribosome"	NA
"LSR1"	"sce03013"	"RNA transport"	NA
"YDR335W"	"sce03013"	"RNA transport"	NA
"YER107C"	"sce03013"	"RNA transport"	NA
"YER168C"	"sce03013"	"RNA transport"	NA
"YGR083C"	"sce03013"	"RNA transport"	NA
"YJL138C"	"sce03013"	"RNA transport"	NA
"YKL205W"	"sce03013"	"RNA transport"	NA
"YLR192C"	"sce03013"	"RNA transport"	NA
"YML031W"	"sce03013"	"RNA transport"	NA
"YML091C"	"sce03013"	"RNA transport"	NA
"YML103C"	"sce03013"	"RNA transport"	NA
"YNL139C"	"sce03013"	"RNA transport"	NA
"YNL253W"	"sce03013"	"RNA transport"	NA
"YOR260W"	"sce03013"	"RNA transport"	NA
"YPR080W"	"sce03013"	"RNA transport"	NA
"YPR163C"	"sce03013"	"RNA transport"	NA
"snR14"	"sce03013"	"RNA transport"	NA
"snR17a"	"sce03013"	"RNA transport"	NA
"snR17b"	"sce03013"	"RNA transport"	NA
"snR19"	"sce03013"	"RNA transport"	NA
"snR6"	"sce03013"	"RNA transport"	NA
"snR7-L"	"sce03013"	"RNA transport"	NA
"snR7-S"	"sce03013"	"RNA transport"	NA
"YAL043C"	"sce03015"	"mRNA surveillance pathway"	NA
"YDR195W"	"sce03015"	"mRNA surveillance pathway"	NA
"YGL190C"	"sce03015"	"mRNA surveillance pathway"	NA
"YGR156W"	"sce03015"	"mRNA surveillance pathway"	NA
"YOR179C"	"sce03015"	"mRNA surveillance pathway"	NA
"YFL028C"	"sce03018"	"RNA degradation"	NA
"YLR187W"	"sce03018"	"RNA degradation"	NA
"YNL278W"	"sce03018"	"RNA degradation"	NA
"YCR042C"	"sce03022"	"Basal transcription factors"	NA
"YDL108W"	"sce03022"	"Basal transcription factors"	NA
"YGL112C"	"sce03022"	"Basal transcription factors"	NA
"YML015C"	"sce03022"	"Basal transcription factors"	NA
"YML098W"	"sce03022"	"Basal transcription factors"	NA
"YML114C"	"sce03022"	"Basal transcription factors"	NA
"YPL011C"	"sce03022"	"Basal transcription factors"	NA
"YBR278W"	"sce03030"	"DNA replication"	NA
"YDR121W"	"sce03030"	"DNA replication"	NA
"YJL065C"	"sce03030"	"DNA replication"	NA
"YJR006W"	"sce03030"	"DNA replication"	NA
"YJR043C"	"sce03030"	"DNA replication"	NA
"YKL113C"	"sce03030"	"DNA replication"	NA
"LSR1"	"sce03040"	"Spliceosome"	NA
"YKL074C"	"sce03040"	"Spliceosome"	NA
"YNL139C"	"sce03040"	"Spliceosome"	NA
"YNL253W"	"sce03040"	"Spliceosome"	NA
"snR14"	"sce03040"	"Spliceosome"	NA
"snR19"	"sce03040"	"Spliceosome"	NA
"snR6"	"sce03040"	"Spliceosome"	NA
"snR7-L"	"sce03040"	"Spliceosome"	NA
"snR7-S"	"sce03040"	"Spliceosome"	NA
"YBR173C"	"sce03050"	"Proteasome"	NA
"YER154W"	"sce03060"	"Protein export"	NA
"YJR010C-A"	"sce03060"	"Protein export"	NA
"YLR066W"	"sce03060"	"Protein export"	NA
"YML055W"	"sce03060"	"Protein export"	NA
"YPL094C"	"sce03060"	"Protein export"	NA
"YPL210C"	"sce03060"	"Protein export"	NA
"YAL015C"	"sce03410"	"Base excision repair"	NA
"YBL019W"	"sce03410"	"Base excision repair"	NA
"YBR278W"	"sce03410"	"Base excision repair"	NA
"YDR121W"	"sce03410"	"Base excision repair"	NA
"YJL065C"	"sce03410"	"Base excision repair"	NA
"YJR006W"	"sce03410"	"Base excision repair"	NA
"YJR043C"	"sce03410"	"Base excision repair"	NA
"YKL113C"	"sce03410"	"Base excision repair"	NA
"YBR278W"	"sce03420"	"Nucleotide excision repair"	NA
"YDL108W"	"sce03420"	"Nucleotide excision repair"	NA
"YDR030C"	"sce03420"	"Nucleotide excision repair"	NA
"YDR121W"	"sce03420"	"Nucleotide excision repair"	NA
"YJL065C"	"sce03420"	"Nucleotide excision repair"	NA
"YJR006W"	"sce03420"	"Nucleotide excision repair"	NA
"YJR043C"	"sce03420"	"Nucleotide excision repair"	NA
"YJR006W"	"sce03430"	"Mismatch repair"	NA
"YJR043C"	"sce03430"	"Mismatch repair"	NA
"YPL164C"	"sce03430"	"Mismatch repair"	NA
"YBL088C"	"sce03440"	"Homologous recombination"	NA
"YBR073W"	"sce03440"	"Homologous recombination"	NA
"YDL059C"	"sce03440"	"Homologous recombination"	NA
"YDR076W"	"sce03440"	"Homologous recombination"	NA
"YDR369C"	"sce03440"	"Homologous recombination"	NA
"YJR006W"	"sce03440"	"Homologous recombination"	NA
"YJR043C"	"sce03440"	"Homologous recombination"	NA
"YCR014C"	"sce03450"	"Non-homologous end-joining"	NA
"YDR369C"	"sce03450"	"Non-homologous end-joining"	NA
"YKL113C"	"sce03450"	"Non-homologous end-joining"	NA
"YLR265C"	"sce03450"	"Non-homologous end-joining"	NA
"YCL027W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YCR073C"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YDR144C"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YDR389W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YDR461W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YDR480W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YER075C"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YGL089C"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YGR014W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YGR023W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YGR032W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YIL015W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YJL157C"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YJR086W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YKL178C"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YLR079W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YLR305C"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YLR332W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YLR342W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YLR425W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YLR452C"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YMR172W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YMR199W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YMR306W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YNL145W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YNL167C"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YOL100W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YOR127W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YOR208W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YPL049C"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YPL187W"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YPL256C"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YPR075C"	"sce04011"	"MAPK signaling pathway - yeast"	NA
"YBR029C"	"sce04070"	"Phosphatidylinositol signaling system"	NA
"YDR315C"	"sce04070"	"Phosphatidylinositol signaling system"	NA
"YJR110W"	"sce04070"	"Phosphatidylinositol signaling system"	NA
"YLR305C"	"sce04070"	"Phosphatidylinositol signaling system"	NA
"YOL065C"	"sce04070"	"Phosphatidylinositol signaling system"	NA
"YPL268W"	"sce04070"	"Phosphatidylinositol signaling system"	NA
"YPR113W"	"sce04070"	"Phosphatidylinositol signaling system"	NA
"YAL040C"	"sce04111"	"Cell cycle - yeast"	NA
"YBL084C"	"sce04111"	"Cell cycle - yeast"	NA
"YBR136W"	"sce04111"	"Cell cycle - yeast"	NA
"YCL061C"	"sce04111"	"Cell cycle - yeast"	NA
"YDL028C"	"sce04111"	"Cell cycle - yeast"	NA
"YDR110W"	"sce04111"	"Cell cycle - yeast"	NA
"YDR118W"	"sce04111"	"Cell cycle - yeast"	NA
"YDR260C"	"sce04111"	"Cell cycle - yeast"	NA
"YDR451C"	"sce04111"	"Cell cycle - yeast"	NA
"YER173W"	"sce04111"	"Cell cycle - yeast"	NA
"YFL029C"	"sce04111"	"Cell cycle - yeast"	NA
"YGL190C"	"sce04111"	"Cell cycle - yeast"	NA
"YHR152W"	"sce04111"	"Cell cycle - yeast"	NA
"YIL046W"	"sce04111"	"Cell cycle - yeast"	NA
"YJL076W"	"sce04111"	"Cell cycle - yeast"	NA
"YJL157C"	"sce04111"	"Cell cycle - yeast"	NA
"YJR053W"	"sce04111"	"Cell cycle - yeast"	NA
"YJR090C"	"sce04111"	"Cell cycle - yeast"	NA
"YLR079W"	"sce04111"	"Cell cycle - yeast"	NA
"YLR272C"	"sce04111"	"Cell cycle - yeast"	NA
"YLR288C"	"sce04111"	"Cell cycle - yeast"	NA
"YMR055C"	"sce04111"	"Cell cycle - yeast"	NA
"YMR199W"	"sce04111"	"Cell cycle - yeast"	NA
"YNL172W"	"sce04111"	"Cell cycle - yeast"	NA
"YOR083W"	"sce04111"	"Cell cycle - yeast"	NA
"YOR249C"	"sce04111"	"Cell cycle - yeast"	NA
"YPL194W"	"sce04111"	"Cell cycle - yeast"	NA
"YPL256C"	"sce04111"	"Cell cycle - yeast"	NA
"YAL040C"	"sce04113"	"Meiosis - yeast"	NA
"YBL084C"	"sce04113"	"Meiosis - yeast"	NA
"YBR045C"	"sce04113"	"Meiosis - yeast"	NA
"YBR136W"	"sce04113"	"Meiosis - yeast"	NA
"YDL035C"	"sce04113"	"Meiosis - yeast"	NA
"YDL138W"	"sce04113"	"Meiosis - yeast"	NA
"YDL194W"	"sce04113"	"Meiosis - yeast"	NA
"YDL245C"	"sce04113"	"Meiosis - yeast"	NA
"YDR118W"	"sce04113"	"Meiosis - yeast"	NA
"YDR260C"	"sce04113"	"Meiosis - yeast"	NA
"YDR310C"	"sce04113"	"Meiosis - yeast"	NA
"YDR342C"	"sce04113"	"Meiosis - yeast"	NA
"YDR343C"	"sce04113"	"Meiosis - yeast"	NA
"YDR345C"	"sce04113"	"Meiosis - yeast"	NA
"YEL069C"	"sce04113"	"Meiosis - yeast"	NA
"YER173W"	"sce04113"	"Meiosis - yeast"	NA
"YFL011W"	"sce04113"	"Meiosis - yeast"	NA
"YGR225W"	"sce04113"	"Meiosis - yeast"	NA
"YHL022C"	"sce04113"	"Meiosis - yeast"	NA
"YHR092C"	"sce04113"	"Meiosis - yeast"	NA
"YHR094C"	"sce04113"	"Meiosis - yeast"	NA
"YHR096C"	"sce04113"	"Meiosis - yeast"	NA
"YHR152W"	"sce04113"	"Meiosis - yeast"	NA
"YJL005W"	"sce04113"	"Meiosis - yeast"	NA
"YJL106W"	"sce04113"	"Meiosis - yeast"	NA
"YJL214W"	"sce04113"	"Meiosis - yeast"	NA
"YJL219W"	"sce04113"	"Meiosis - yeast"	NA
"YJR094C"	"sce04113"	"Meiosis - yeast"	NA
"YJR158W"	"sce04113"	"Meiosis - yeast"	NA
"YLR079W"	"sce04113"	"Meiosis - yeast"	NA
"YLR081W"	"sce04113"	"Meiosis - yeast"	NA
"YLR263W"	"sce04113"	"Meiosis - yeast"	NA
"YLR288C"	"sce04113"	"Meiosis - yeast"	NA
"YMR011W"	"sce04113"	"Meiosis - yeast"	NA
"YNL172W"	"sce04113"	"Meiosis - yeast"	NA
"YNR072W"	"sce04113"	"Meiosis - yeast"	NA
"YOL156W"	"sce04113"	"Meiosis - yeast"	NA
"YOR073W"	"sce04113"	"Meiosis - yeast"	NA
"YOR249C"	"sce04113"	"Meiosis - yeast"	NA
"YOR313C"	"sce04113"	"Meiosis - yeast"	NA
"YPL194W"	"sce04113"	"Meiosis - yeast"	NA
"YPL256C"	"sce04113"	"Meiosis - yeast"	NA
"YPR007C"	"sce04113"	"Meiosis - yeast"	NA
"YBL084C"	"sce04120"	"Ubiquitin mediated proteolysis"	NA
"YDR030C"	"sce04120"	"Ubiquitin mediated proteolysis"	NA
"YDR118W"	"sce04120"	"Ubiquitin mediated proteolysis"	NA
"YDR260C"	"sce04120"	"Ubiquitin mediated proteolysis"	NA
"YGL141W"	"sce04120"	"Ubiquitin mediated proteolysis"	NA
"YIL046W"	"sce04120"	"Ubiquitin mediated proteolysis"	NA
"YJR090C"	"sce04120"	"Ubiquitin mediated proteolysis"	NA
"YKL010C"	"sce04120"	"Ubiquitin mediated proteolysis"	NA
"YNL172W"	"sce04120"	"Ubiquitin mediated proteolysis"	NA
"YOR249C"	"sce04120"	"Ubiquitin mediated proteolysis"	NA
"YPR180W"	"sce04120"	"Ubiquitin mediated proteolysis"	NA
"YNL119W"	"sce04122"	"Sulfur relay system"	NA
"YAL014C"	"sce04130"	"SNARE interactions in vesicular transport"	NA
"YDR498C"	"sce04130"	"SNARE interactions in vesicular transport"	NA
"YGL098W"	"sce04130"	"SNARE interactions in vesicular transport"	NA
"YIL004C"	"sce04130"	"SNARE interactions in vesicular transport"	NA
"YKL006C-A"	"sce04130"	"SNARE interactions in vesicular transport"	NA
"YDL149W"	"sce04136"	"Autophagy - other"	NA
"YFR021W"	"sce04136"	"Autophagy - other"	NA
"YGL180W"	"sce04136"	"Autophagy - other"	NA
"YHR186C"	"sce04136"	"Autophagy - other"	NA
"YNL223W"	"sce04136"	"Autophagy - other"	NA
"YPL100W"	"sce04136"	"Autophagy - other"	NA
"YAL002W"	"sce04138"	"Autophagy - yeast"	NA
"YBR128C"	"sce04138"	"Autophagy - yeast"	NA
"YCL038C"	"sce04138"	"Autophagy - yeast"	NA
"YCR068W"	"sce04138"	"Autophagy - yeast"	NA
"YDL077C"	"sce04138"	"Autophagy - yeast"	NA
"YDL149W"	"sce04138"	"Autophagy - yeast"	NA
"YDR022C"	"sce04138"	"Autophagy - yeast"	NA
"YDR080W"	"sce04138"	"Autophagy - yeast"	NA
"YDR495C"	"sce04138"	"Autophagy - yeast"	NA
"YFR021W"	"sce04138"	"Autophagy - yeast"	NA
"YGL095C"	"sce04138"	"Autophagy - yeast"	NA
"YGL180W"	"sce04138"	"Autophagy - yeast"	NA
"YHR186C"	"sce04138"	"Autophagy - yeast"	NA
"YHR205W"	"sce04138"	"Autophagy - yeast"	NA
"YJL178C"	"sce04138"	"Autophagy - yeast"	NA
"YJR065C"	"sce04138"	"Autophagy - yeast"	NA
"YJR110W"	"sce04138"	"Autophagy - yeast"	NA
"YKL048C"	"sce04138"	"Autophagy - yeast"	NA
"YLR396C"	"sce04138"	"Autophagy - yeast"	NA
"YMR231W"	"sce04138"	"Autophagy - yeast"	NA
"YMR296C"	"sce04138"	"Autophagy - yeast"	NA
"YNL101W"	"sce04138"	"Autophagy - yeast"	NA
"YNL223W"	"sce04138"	"Autophagy - yeast"	NA
"YPL100W"	"sce04138"	"Autophagy - yeast"	NA
"YPR040W"	"sce04138"	"Autophagy - yeast"	NA
"YAL010C"	"sce04139"	"Mitophagy - yeast"	NA
"YCR079W"	"sce04139"	"Mitophagy - yeast"	NA
"YGL019W"	"sce04139"	"Mitophagy - yeast"	NA
"YGL180W"	"sce04139"	"Mitophagy - yeast"	NA
"YGL219C"	"sce04139"	"Mitophagy - yeast"	NA
"YIL098C"	"sce04139"	"Mitophagy - yeast"	NA
"YLR356W"	"sce04139"	"Mitophagy - yeast"	NA
"YOR330C"	"sce04139"	"Mitophagy - yeast"	NA
"YAL058W"	"sce04141"	"Protein processing in endoplasmic reticulum"	NA
"YBL058W"	"sce04141"	"Protein processing in endoplasmic reticulum"	NA
"YBR201W"	"sce04141"	"Protein processing in endoplasmic reticulum"	NA
"YDR411C"	"sce04141"	"Protein processing in endoplasmic reticulum"	NA
"YIL016W"	"sce04141"	"Protein processing in endoplasmic reticulum"	NA
"YLR057W"	"sce04141"	"Protein processing in endoplasmic reticulum"	NA
"YML013W"	"sce04141"	"Protein processing in endoplasmic reticulum"	NA
"YOR336W"	"sce04141"	"Protein processing in endoplasmic reticulum"	NA
"YPL094C"	"sce04141"	"Protein processing in endoplasmic reticulum"	NA
"YBL037W"	"sce04144"	"Endocytosis"	NA
"YGL095C"	"sce04144"	"Endocytosis"	NA
"YHR012W"	"sce04144"	"Endocytosis"	NA
"YIL062C"	"sce04144"	"Endocytosis"	NA
"YJL036W"	"sce04144"	"Endocytosis"	NA
"YJL154C"	"sce04144"	"Endocytosis"	NA
"YKR031C"	"sce04144"	"Endocytosis"	NA
"YLR370C"	"sce04144"	"Endocytosis"	NA
"YNR035C"	"sce04144"	"Endocytosis"	NA
"YOL062C"	"sce04144"	"Endocytosis"	NA
"YAL058W"	"sce04145"	"Phagosome"	NA
"YDR488C"	"sce04145"	"Phagosome"	NA
"YPR079W"	"sce04145"	"Phagosome"	NA
"YDL065C"	"sce04146"	"Peroxisome"	NA
"YDR265W"	"sce04146"	"Peroxisome"	NA
"YDR329C"	"sce04146"	"Peroxisome"	NA
"YER015W"	"sce04146"	"Peroxisome"	NA
"YER024W"	"sce04146"	"Peroxisome"	NA
"YGL067W"	"sce04146"	"Peroxisome"	NA
"YJL210W"	"sce04146"	"Peroxisome"	NA
"YKL188C"	"sce04146"	"Peroxisome"	NA
"YLR251W"	"sce04146"	"Peroxisome"	NA
"YPL147W"	"sce04146"	"Peroxisome"	NA
"YDL035C"	"sce04213"	"Longevity regulating pathway - multiple species"	NA
"YDR191W"	"sce04213"	"Longevity regulating pathway - multiple species"	NA
"YHR186C"	"sce04213"	"Longevity regulating pathway - multiple species"	NA
"YHR205W"	"sce04213"	"Longevity regulating pathway - multiple species"	NA
"YJL005W"	"sce04213"	"Longevity regulating pathway - multiple species"	NA
"YOR373W"	"sce04392"	"Hippo signaling pathway - multiple species"	NA
"YPL268W"	"sce04933"	"AGE-RAGE signaling pathway in diabetic complications"	NA
