"UniProtKB_ac"	"iso_id"	"uniprot_seq_length"	"coordinate_id"	"provider"	"from"	"to"	"template"	"qmean"	"qmean_norm"	"url"	"mapid"	"id_mapping"	"chain"	"chain_new"	"id_mapping_chain"	"pident"	"mismatch"	"qstart2"	"qend2"	"sstart2"	"send2"	"Resolution"	"Coverage"	"pdb_length"	"locus"
"P35189"	""	244	"5a9b22e775daaa6eb64f0e5a"	"PDB"	1	137	"3qrl"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P35189.pdb?from=1&to=137&template=3qrl&provider=pdb"	"1_137_3qrl_5a9b22e775daaa6eb64f0e5a"	"P35189@3qrl"	"A"	"A"	"P35189@3qrl@A"	100	0	1	137	1	137	1.7	0.557377049180328	136	"YPL129W"
"P09620"	""	729	"5a9b083f75daaa7f43badb87"	"PDB"	23	505	"1ac5"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P09620.pdb?from=23&to=505&template=1ac5&provider=pdb"	"23_505_1ac5_5a9b083f75daaa7f43badb87"	"P09620@1ac5"	"A"	"A"	"P09620@1ac5@A"	100	0	1	483	23	505	2.4	0.661179698216735	482	"YGL203C"
"P32368"	""	623	"5a9afc0775daaa51666acee2"	"PDB"	1	504	"3lwt"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P32368.pdb?from=1&to=504&template=3lwt&provider=pdb"	"1_504_3lwt_5a9afc0775daaa51666acee2"	"P32368@3lwt"	"X"	"X"	"P32368@3lwt@X"	100	0	2	457	1	456	1.956	0.730337078651685	455	"YKL212W"
"P17967"	""	522	"5a9b16ef75daaa4a6780b15f"	"PDB"	23	522	"2b5e"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P17967.pdb?from=23&to=522&template=2b5e&provider=pdb"	"23_522_2b5e_5a9b16ef75daaa4a6780b15f"	"P17967@2b5e"	"A"	"A"	"P17967@2b5e@A"	100	0	2	483	23	504	2.4	0.921455938697318	481	"YCL043C"
"P03882"	""	235	"5a9b23cd75daaa78fd299a3b"	"PDB"	1	235	"5a0m"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P03882.pdb?from=1&to=235&template=5a0m&provider=pdb"	"1_235_5a0m_5a9b23cd75daaa78fd299a3b"	"P03882@5a0m"	"A;B"	"A"	"P03882@5a0m@A"	100	0	1	224	3	226	2.9	0.948936170212766	223	"Q0160"
"P11484"	""	613	"5a9b160e75daaa409d7ff70a"	"PDB"	1	384	"3gl1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P11484.pdb?from=1&to=384&template=3gl1&provider=pdb"	"1_384_3gl1_5a9b160e75daaa409d7ff70a"	"P11484@3gl1"	"A;B"	"A"	"P11484@3gl1@A"	100	0	1	383	2	384	1.92	0.623164763458401	382	"YDL229W"
"P23833"	""	295	"5a9b1e6975daaa3242435639"	"PDB"	96	295	"2b7j"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P23833.pdb?from=96&to=295&template=2b7j&provider=pdb"	"96_295_2b7j_5a9b1e6975daaa3242435639"	"P23833@2b7j"	"A;B;C;D"	"B"	"P23833@2b7j@B"	100	0	1	181	113	293	2.3	0.610169491525424	180	"YBR037C"
"P23833"	""	295	"5a9b1e6975daaa3242435639"	"PDB"	96	295	"2b7j"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P23833.pdb?from=96&to=295&template=2b7j&provider=pdb"	"96_295_2b7j_5a9b1e6975daaa3242435639"	"P23833@2b7j"	"A;B;C;D"	"D"	"P23833@2b7j@D"	100	0	1	181	113	293	2.3	0.610169491525424	180	"YBR037C"
"Q03529"	""	384	"5a9b1a8875daaa7bcbf736a0"	"PDB"	96	384	"4zr1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q03529.pdb?from=96&to=384&template=4zr1&provider=pdb"	"96_384_4zr1_5a9b1a8875daaa7bcbf736a0"	"Q03529@4zr1"	"A;B"	"A"	"Q03529@4zr1@A"	100	0	1	268	117	384	2.6008	0.6953125	267	"YMR272C"
"Q03529"	""	384	"5a9b1a8875daaa7bcbf736a0"	"PDB"	96	384	"4zr1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q03529.pdb?from=96&to=384&template=4zr1&provider=pdb"	"96_384_4zr1_5a9b1a8875daaa7bcbf736a0"	"Q03529@4zr1"	"A;B"	"B"	"Q03529@4zr1@B"	100	0	1	268	117	384	2.6008	0.6953125	267	"YMR272C"
"Q06245"	""	871	"5af2918f02efd062dea2c3eb"	"PDB"	1	871	"5yfp"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q06245.pdb?from=1&to=871&template=5yfp&provider=pdb"	"1_871_5yfp_5af2918f02efd062dea2c3eb"	"Q06245@5yfp"	"E"	"E"	"Q06245@5yfp@E"	100	0	463	776	554	867	4.4	0.359357060849598	313	"YLR166C"
"P07560"	""	215	"5a9b1cc975daaa1aa1432ebd"	"PDB"	1	213	"3cph"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P07560.pdb?from=1&to=213&template=3cph&provider=pdb"	"1_213_3cph_5a9b1cc975daaa1aa1432ebd"	"P07560@3cph"	"A"	"A"	"P07560@3cph@A"	100	0	1	175	20	194	2.9	0.809302325581395	174	"YFL005W"
"P32499"	""	720	"5a9b089d75daaa054ca0aaf5"	"PDB"	1	51	"1un0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P32499.pdb?from=1&to=51&template=1un0&provider=pdb"	"1_51_1un0_5a9b089d75daaa054ca0aaf5"	"P32499@1un0"	"C;D"	"C"	"P32499@1un0@C"	100	0	1	16	36	51	2.6	0.0208333333333333	15	"YLR335W"
"P32499"	""	720	"5a9b089d75daaa054ca0aaf5"	"PDB"	1	51	"1un0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P32499.pdb?from=1&to=51&template=1un0&provider=pdb"	"1_51_1un0_5a9b089d75daaa054ca0aaf5"	"P32499@1un0"	"C;D"	"D"	"P32499@1un0@D"	100	0	1	16	36	51	2.6	0.0208333333333333	15	"YLR335W"
"P12385"	""	437	"5a9b24a175daaa05ad59021f"	"PDB"	140	421	"4crm"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P12385.pdb?from=140&to=421&template=4crm&provider=pdb"	"140_421_4crm_5a9b24a175daaa05ad59021f"	"P12385@4crm"	"X"	"X"	"P12385@4crm@X"	100	0	1	282	140	421	8.75	0.643020594965675	281	"YBR143C"
"P36124"	""	751	"5a9b2be075daaa6fad4bb865"	"PDB"	116	184	"5tdr"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P36124.pdb?from=116&to=184&template=5tdr&provider=pdb"	"116_184_5tdr_5a9b2be075daaa6fad4bb865"	"P36124@5tdr"	"A"	"A"	"P36124@5tdr@A"	100	0	2	70	116	184	1.42	0.0905459387483356	68	"YKR029C"
"P04802"	""	557	"5b20b2b902efd01d611a1367"	"PDB"	68	557	"1asy"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P04802.pdb?from=68&to=557&template=1asy&provider=pdb"	"68_557_1asy_5b20b2b902efd01d611a1367"	"P04802@1asy"	"A;B"	"A"	"P04802@1asy@A"	100	0	1	490	68	557	2.9	0.877917414721723	489	"YLL018C"
"P04802"	""	557	"5b20b2b902efd01d611a1367"	"PDB"	68	557	"1asy"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P04802.pdb?from=68&to=557&template=1asy&provider=pdb"	"68_557_1asy_5b20b2b902efd01d611a1367"	"P04802@1asy"	"A;B"	"B"	"P04802@1asy@B"	100	0	1	490	68	557	2.9	0.877917414721723	489	"YLL018C"
"Q12118"	""	346	"5af291b002efd063f4de05e0"	"PDB"	93	229	"5lyp"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12118.pdb?from=93&to=229&template=5lyp&provider=pdb"	"93_229_5lyp_5af291b002efd063f4de05e0"	"Q12118@5lyp"	"A"	"A"	"Q12118@5lyp@A"	100	0	2	137	93	228	1.55	0.390173410404624	135	"YOR007C"
"Q12118"	""	346	"5a9b241875daaa7ee0c71d60"	"PDB"	1	72	"3zdm"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12118.pdb?from=1&to=72&template=3zdm&provider=pdb"	"1_72_3zdm_5a9b241875daaa7ee0c71d60"	"Q12118@3zdm"	"A;B;D;E"	"A"	"Q12118@3zdm@A"	100	0	1	69	2	70	1.803	0.196531791907514	68	"YOR007C"
"Q12386"	""	881	"5a9b0a1375daaa1a47817830"	"PDB"	248	881	"4am6"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12386.pdb?from=248&to=881&template=4am6&provider=pdb"	"248_881_4am6_5a9b0a1375daaa1a47817830"	"Q12386@4am6"	"A;B"	"A"	"Q12386@4am6@A"	100	0	1	623	259	881	2.7	0.706015891032917	622	"YOR141C"
"Q12386"	""	881	"5a9b0a1375daaa1a47817830"	"PDB"	248	881	"4am6"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12386.pdb?from=248&to=881&template=4am6&provider=pdb"	"248_881_4am6_5a9b0a1375daaa1a47817830"	"Q12386@4am6"	"A;B"	"B"	"Q12386@4am6@B"	100	0	1	623	259	881	2.7	0.706015891032917	622	"YOR141C"
"P40073"	""	367	"5a9b25a975daaa15b4e625e7"	"PDB"	298	367	"2vkn"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40073.pdb?from=298&to=367&template=2vkn&provider=pdb"	"298_367_2vkn_5a9b25a975daaa15b4e625e7"	"P40073@2vkn"	"A"	"A"	"P40073@2vkn@A"	100	0	1	66	299	364	2.05	0.177111716621253	65	"YER118C"
"P08518"	""	1224	"5af28ab202efd0399089c316"	"PDB"	1	1224	"5vvr"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P08518.pdb?from=1&to=1224&template=5vvr&provider=pdb"	"1_1224_5vvr_5af28ab202efd0399089c316"	"P08518@5vvr"	"B"	"B"	"P08518@5vvr@B"	100	0	1	1207	18	1224	5.8	0.985294117647059	1206	"YOR151C"
"P35207"	""	1287	"5a9b208a75daaa4cc89a9a5a"	"PDB"	835	1085	"4a4k"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P35207.pdb?from=835&to=1085&template=4a4k&provider=pdb"	"835_1085_4a4k_5a9b208a75daaa4cc89a9a5a"	"P35207@4a4k"	"A;C;E;G;I"	"A"	"P35207@4a4k@A"	100	0	1	246	837	1082	3.25	0.19036519036519	245	"YLR398C"
"P35207"	""	1287	"5a9b208a75daaa4cc89a9a5a"	"PDB"	835	1085	"4a4k"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P35207.pdb?from=835&to=1085&template=4a4k&provider=pdb"	"835_1085_4a4k_5a9b208a75daaa4cc89a9a5a"	"P35207@4a4k"	"A;C;E;G;I"	"G"	"P35207@4a4k@G"	100	0	1	246	837	1082	3.25	0.19036519036519	245	"YLR398C"
"Q08831"	""	523	"5a9b204675daaa4cc89a9100"	"PDB"	436	523	"2f8k"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q08831.pdb?from=436&to=523&template=2f8k&provider=pdb"	"436_523_2f8k_5a9b204675daaa4cc89a9100"	"Q08831@2f8k"	"A"	"A"	"Q08831@2f8k@A"	100	0	1	84	440	523	2	0.158699808795411	83	"YOR359W"
"P38241"	""	364	"5af28dc102efd04b6fdc4e52"	"PDB"	1	364	"6bk8"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38241.pdb?from=1&to=364&template=6bk8&provider=pdb"	"1_364_6bk8_5af28dc102efd04b6fdc4e52"	"P38241@6bk8"	"F"	"F"	"P38241@6bk8@F"	100	0	1	145	3	147	3.3	0.395604395604396	144	"YBR065C"
"P36116"	""	164	"5a9b1d1675daaa1fc50ea405"	"PDB"	2	30	"2c5i"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P36116.pdb?from=2&to=30&template=2c5i&provider=pdb"	"2_30_2c5i_5a9b1d1675daaa1fc50ea405"	"P36116@2c5i"	"P"	"P"	"P36116@2c5i@P"	100	0	1	23	8	30	2.3	0.134146341463415	22	"YKR020W"
"Q04477"	""	213	"5a9b1e5c75daaa3242435453"	"PDB"	155	213	"5t6j"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q04477.pdb?from=155&to=213&template=5t6j&provider=pdb"	"155_213_5t6j_5a9b1e5c75daaa3242435453"	"Q04477@5t6j"	"A"	"A"	"Q04477@5t6j@A"	100	0	1	59	155	213	1.752	0.272300469483568	58	"YMR117C"
"Q08204"	""	1093	"5a9b214175daaa5901b8e516"	"PDB"	304	363	"3htk"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q08204.pdb?from=304&to=363&template=3htk&provider=pdb"	"304_363_3htk_5a9b214175daaa5901b8e516"	"Q08204@3htk"	"A;B"	"B"	"Q08204@3htk@B"	100	0	1	73	739	811	2.31	0.0658737419945105	72	"YOL034W"
"Q08204"	""	1093	"5a9b214175daaa5901b8e516"	"PDB"	304	363	"3htk"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q08204.pdb?from=304&to=363&template=3htk&provider=pdb"	"304_363_3htk_5a9b214175daaa5901b8e516"	"Q08204@3htk"	"A;B"	"A"	"Q08204@3htk@A"	100	0	1	60	304	363	2.31	0.0539798719121683	59	"YOL034W"
"P00445"	""	154	"5a9b19ad75daaa71aac414f8"	"PDB"	1	154	"1f1g"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00445.pdb?from=1&to=154&template=1f1g&provider=pdb"	"1_154_1f1g_5a9b19ad75daaa71aac414f8"	"P00445@1f1g"	"A;B;C;D;E;F"	"A"	"P00445@1f1g@A"	100	0	1	153	2	154	1.35	0.987012987012987	152	"YJR104C"
"P00445"	""	154	"5a9b19ad75daaa71aac414f8"	"PDB"	1	154	"1f1g"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00445.pdb?from=1&to=154&template=1f1g&provider=pdb"	"1_154_1f1g_5a9b19ad75daaa71aac414f8"	"P00445@1f1g"	"A;B;C;D;E;F"	"B"	"P00445@1f1g@B"	100	0	1	153	2	154	1.35	0.987012987012987	152	"YJR104C"
"P00445"	""	154	"5a9b19ad75daaa71aac414f8"	"PDB"	1	154	"1f1g"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00445.pdb?from=1&to=154&template=1f1g&provider=pdb"	"1_154_1f1g_5a9b19ad75daaa71aac414f8"	"P00445@1f1g"	"A;B;C;D;E;F"	"C"	"P00445@1f1g@C"	100	0	1	153	2	154	1.35	0.987012987012987	152	"YJR104C"
"P00445"	""	154	"5a9b19ad75daaa71aac414f8"	"PDB"	1	154	"1f1g"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00445.pdb?from=1&to=154&template=1f1g&provider=pdb"	"1_154_1f1g_5a9b19ad75daaa71aac414f8"	"P00445@1f1g"	"A;B;C;D;E;F"	"D"	"P00445@1f1g@D"	100	0	1	153	2	154	1.35	0.987012987012987	152	"YJR104C"
"P00445"	""	154	"5a9b19ad75daaa71aac414f8"	"PDB"	1	154	"1f1g"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00445.pdb?from=1&to=154&template=1f1g&provider=pdb"	"1_154_1f1g_5a9b19ad75daaa71aac414f8"	"P00445@1f1g"	"A;B;C;D;E;F"	"E"	"P00445@1f1g@E"	100	0	1	153	2	154	1.35	0.987012987012987	152	"YJR104C"
"P00445"	""	154	"5a9b19ad75daaa71aac414f8"	"PDB"	1	154	"1f1g"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00445.pdb?from=1&to=154&template=1f1g&provider=pdb"	"1_154_1f1g_5a9b19ad75daaa71aac414f8"	"P00445@1f1g"	"A;B;C;D;E;F"	"F"	"P00445@1f1g@F"	100	0	1	153	2	154	1.35	0.987012987012987	152	"YJR104C"
"P04386"	""	881	"5a9b09a075daaa1521d96df6"	"PDB"	1	65	"1d66"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P04386.pdb?from=1&to=65&template=1d66&provider=pdb"	"1_65_1d66_5a9b09a075daaa1521d96df6"	"P04386@1d66"	"A;B"	"A"	"P04386@1d66@A"	100	0	1	57	8	64	2.7	0.0635641316685585	56	"YPL248C"
"P04386"	""	881	"5a9b09a075daaa1521d96df6"	"PDB"	1	65	"1d66"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P04386.pdb?from=1&to=65&template=1d66&provider=pdb"	"1_65_1d66_5a9b09a075daaa1521d96df6"	"P04386@1d66"	"A;B"	"B"	"P04386@1d66@B"	100	0	1	57	8	64	2.7	0.0635641316685585	56	"YPL248C"
"P47025"	""	714	"5a9b25ec75daaa1aa742f66f"	"PDB"	122	171	"2pqn"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P47025.pdb?from=122&to=171&template=2pqn&provider=pdb"	"122_171_2pqn_5a9b25ec75daaa1aa742f66f"	"P47025@2pqn"	"B"	"B"	"P47025@2pqn@B"	100	0	1	20	145	164	2.15	0.0266106442577031	19	"YJL112W"
"P38115"	""	344	"5a9b141e75daaa247d3ca93b"	"PDB"	1	344	"4ijc"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38115.pdb?from=1&to=344&template=4ijc&provider=pdb"	"1_344_4ijc_5a9b141e75daaa247d3ca93b"	"P38115@4ijc"	"A;B"	"A"	"P38115@4ijc@A"	100	0	1	330	15	344	2.1	0.956395348837209	329	"YBR149W"
"P38115"	""	344	"5a9b141e75daaa247d3ca93b"	"PDB"	1	344	"4ijc"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38115.pdb?from=1&to=344&template=4ijc&provider=pdb"	"1_344_4ijc_5a9b141e75daaa247d3ca93b"	"P38115@4ijc"	"A;B"	"B"	"P38115@4ijc@B"	100	0	1	330	15	344	2.1	0.956395348837209	329	"YBR149W"
"Q08962"	""	181	"5b20b39b02efd020e0c0e2fa"	"PDB"	1	181	"6elz-l-bundle2"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q08962.pdb?from=1&to=181&template=6elz&provider=pdb"	"1_181_6elz_5b20b39b02efd020e0c0e2fa"	"Q08962@6elz"	"l"	"l"	"Q08962@6elz@l"	100	0	1	174	1	174	3.3	0.955801104972376	173	"YPL211W"
"P32917"	""	917	"5a9b1b9875daaa0a9ff3c639"	"PDB"	583	787	"4f2h"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P32917.pdb?from=583&to=787&template=4f2h&provider=pdb"	"583_787_4f2h_5a9b1b9875daaa0a9ff3c639"	"P32917@4f2h"	"A"	"A"	"P32917@4f2h@A"	100	0	1	191	584	774	3.192	0.207197382769902	190	"YDR103W"
"P35184"	""	431	"5b20b16c02efd019cc941c0e"	"PDB"	53	431	"4zox"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P35184.pdb?from=53&to=431&template=4zox&provider=pdb"	"53_431_4zox_5b20b16c02efd019cc941c0e"	"P35184@4zox"	"A"	"A"	"P35184@4zox@A"	100	0	1	379	53	431	1.6	0.877030162412993	378	"YIR012W"
"P53131"	""	767	"5a9af8d275daaa2514ab79de"	"PDB"	1	767	"3kx2"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P53131.pdb?from=1&to=767&template=3kx2&provider=pdb"	"1_767_3kx2_5a9af8d275daaa2514ab79de"	"P53131@3kx2"	"A;B"	"A"	"P53131@3kx2@A"	100	0	1	755	1	755	2.2	0.983050847457627	754	"YGL120C"
"P53131"	""	767	"5a9af8d275daaa2514ab79de"	"PDB"	1	767	"3kx2"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P53131.pdb?from=1&to=767&template=3kx2&provider=pdb"	"1_767_3kx2_5a9af8d275daaa2514ab79de"	"P53131@3kx2"	"A;B"	"B"	"P53131@3kx2@B"	100	0	1	755	1	755	2.2	0.983050847457627	754	"YGL120C"
"Q99176"	""	213	"5a9b09b475daaa1521d970c6"	"PDB"	132	213	"2f66"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q99176.pdb?from=132&to=213&template=2f66&provider=pdb"	"132_213_2f66_5a9b09b475daaa1521d970c6"	"Q99176@2f66"	"C;F"	"C"	"Q99176@2f66@C"	100	0	1	65	142	206	2.8	0.300469483568075	64	"YLR119W"
"P32340"	""	513	"5a9b1be775daaa105e266d9d"	"PDB"	24	513	"4g6h"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P32340.pdb?from=24&to=513&template=4g6h&provider=pdb"	"24_513_4g6h_5a9b1be775daaa105e266d9d"	"P32340@4g6h"	"A;B"	"A"	"P32340@4g6h@A"	100	0	1	472	42	513	2.262	0.91812865497076	471	"YML120C"
"P32340"	""	513	"5a9b1be775daaa105e266d9d"	"PDB"	24	513	"4g6h"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P32340.pdb?from=24&to=513&template=4g6h&provider=pdb"	"24_513_4g6h_5a9b1be775daaa105e266d9d"	"P32340@4g6h"	"A;B"	"B"	"P32340@4g6h@B"	100	0	1	472	42	513	2.262	0.91812865497076	471	"YML120C"
"P38353"	""	490	"5a9b0f5f75daaa62ade414eb"	"PDB"	1	490	"2ww9"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38353.pdb?from=1&to=490&template=2ww9&provider=pdb"	"1_490_2ww9_5a9b0f5f75daaa62ade414eb"	"P38353@2ww9"	"A"	"A"	"P38353@2ww9@A"	100	0	1	490	1	490	8.6	0.997959183673469	489	"YBR283C"
"Q12400"	""	293	"5a9b200975daaa47f2aee1a9"	"PDB"	84	276	"4jwj"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12400.pdb?from=84&to=276&template=4jwj&provider=pdb"	"84_276_4jwj_5a9b200975daaa47f2aee1a9"	"Q12400@4jwj"	"A;B"	"A"	"Q12400@4jwj@A"	100	0	3	193	84	274	1.76	0.648464163822526	190	"YOL093W"
"Q12400"	""	293	"5a9b200975daaa47f2aee1a9"	"PDB"	84	276	"4jwj"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12400.pdb?from=84&to=276&template=4jwj&provider=pdb"	"84_276_4jwj_5a9b200975daaa47f2aee1a9"	"Q12400@4jwj"	"A;B"	"B"	"Q12400@4jwj@B"	100	0	3	193	84	274	1.76	0.648464163822526	190	"YOL093W"
"P32790"	""	1244	"5b20b00d02efd015cdad7c4f"	"PDB"	653	724	"3idw"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P32790.pdb?from=653&to=724&template=3idw&provider=pdb"	"653_724_3idw_5b20b00d02efd015cdad7c4f"	"P32790@3idw"	"A"	"A"	"P32790@3idw@A"	100	0	1	66	654	719	1.85	0.0522508038585209	65	"YBL007C"
"P17555"	""	526	"5b20b32302efd01e70dab0b6"	"PDB"	369	526	"1k4z"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P17555.pdb?from=369&to=526&template=1k4z&provider=pdb"	"369_526_1k4z_5b20b32302efd01e70dab0b6"	"P17555@1k4z"	"A;B"	"A"	"P17555@1k4z@A"	100	0	2	157	369	524	2.3	0.29467680608365	155	"YNL138W"
"P17555"	""	526	"5b20b32302efd01e70dab0b6"	"PDB"	369	526	"1k4z"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P17555.pdb?from=369&to=526&template=1k4z&provider=pdb"	"369_526_1k4z_5b20b32302efd01e70dab0b6"	"P17555@1k4z"	"A;B"	"B"	"P17555@1k4z@B"	100	0	2	157	369	524	2.3	0.29467680608365	155	"YNL138W"
"P06701"	""	978	"5a9b26dd75daaa25837c72e5"	"PDB"	840	978	"3zco"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P06701.pdb?from=840&to=978&template=3zco&provider=pdb"	"840_978_3zco_5a9b26dd75daaa25837c72e5"	"P06701@3zco"	"A"	"A"	"P06701@3zco@A"	100	0	1	127	849	975	2.7	0.128834355828221	126	"YLR442C"
"P06701"	""	978	"5a9afbeb75daaa51666aca90"	"PDB"	456	481	"3owt"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P06701.pdb?from=456&to=481&template=3owt&provider=pdb"	"456_481_3owt_5a9afbeb75daaa51666aca90"	"P06701@3owt"	"C"	"C"	"P06701@3owt@C"	100	0	1	20	461	480	2	0.0194274028629857	19	"YLR442C"
"P25344"	""	346	"5a9aff4b75daaa7c72872390"	"PDB"	27	108	"1uqv"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P25344.pdb?from=27&to=108&template=1uqv&provider=pdb"	"27_108_1uqv_5a9aff4b75daaa7c72872390"	"P25344@1uqv"	"A"	"A"	"P25344@1uqv@A"	100	0	4	85	27	108	NA	0.234104046242775	81	"YCL032W"
"Q03067"	""	99	"5a9afa0d75daaa3a231997cf"	"PDB"	1	99	"3mhs"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q03067.pdb?from=1&to=99&template=3mhs&provider=pdb"	"1_99_3mhs_5a9afa0d75daaa3a231997cf"	"Q03067@3mhs"	"C"	"C"	"Q03067@3mhs@C"	100	0	1	93	3	95	1.89	0.929292929292929	92	"YPL047W"
"Q06677"	""	668	"5b20b22f02efd01bd9b495f1"	"PDB"	137	183	"1pgy"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q06677.pdb?from=137&to=183&template=1pgy&provider=pdb"	"137_183_1pgy_5b20b22f02efd01bd9b495f1"	"Q06677@1pgy"	"A"	"A"	"Q06677@1pgy@A"	100	0	1	47	137	183	NA	0.0688622754491018	46	"YDR320C"
"P08153"	""	709	"5a9afa4575daaa3a2319a173"	"PDB"	532	578	"1ncs"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P08153.pdb?from=532&to=578&template=1ncs&provider=pdb"	"532_578_1ncs_5a9afa4575daaa3a2319a173"	"P08153@1ncs"	"A"	"A"	"P08153@1ncs@A"	100	0	1	47	532	578	NA	0.0648801128349788	46	"YDR146C"
"P08153"	""	709	"5a9b156f75daaa3556d8b939"	"PDB"	577	608	"1zfd"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P08153.pdb?from=577&to=608&template=1zfd&provider=pdb"	"577_608_1zfd_5a9b156f75daaa3556d8b939"	"P08153@1zfd"	"A"	"A"	"P08153@1zfd@A"	100	0	1	32	577	608	NA	0.0437235543018336	31	"YDR146C"
"Q12104"	""	458	"5b20b39e02efd020e0c0e398"	"PDB"	312	458	"4pqz"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12104.pdb?from=312&to=458&template=4pqz&provider=pdb"	"312_458_4pqz_5b20b39e02efd020e0c0e398"	"Q12104@4pqz"	"A"	"A"	"Q12104@4pqz@A"	100	0	1	136	323	458	2.3	0.294759825327511	135	"YOR166C"
"P25623"	""	870	"5a9b1bbe75daaa105e266847"	"PDB"	566	870	"3g9h"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P25623.pdb?from=566&to=870&template=3g9h&provider=pdb"	"566_870_3g9h_5a9b1bbe75daaa105e266847"	"P25623@3g9h"	"A"	"A"	"P25623@3g9h@A"	100	0	1	262	609	870	2.8	0.3	261	"YCR030C"
"P25623"	""	870	"5a9b1a1c75daaa769d37d3ea"	"PDB"	1	264	"3g9g"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P25623.pdb?from=1&to=264&template=3g9g&provider=pdb"	"1_264_3g9g_5a9b1a1c75daaa769d37d3ea"	"P25623@3g9g"	"A"	"A"	"P25623@3g9g@A"	100	0	1	250	1	250	2.4	0.286206896551724	249	"YCR030C"
