"geneID"	"pathwayID"	"pathwayName"
"YBL011W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YBL033C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YBL068W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YBR002C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YBR003W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YBR019C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YBR029C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YBR115C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YBR117C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YBR145W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YBR159W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YBR166C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YBR176W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YBR196C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YBR213W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YBR221C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YBR248C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YBR249C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YBR256C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YBR263W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YCL009C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YCL018W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YCL030C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YCL040W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YCL064C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YCR005C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YCR012W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YCR034W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YCR053W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YCR073W-A"	"sce01110"	"Biosynthesis of secondary metabolites"
"YCR105W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDL015C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDL021W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDL022W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDL045C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDL052C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDL055C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDL066W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDL078C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDL080C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDL166C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDL168W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDL171C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDL193W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDL205C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR007W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR019C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR035W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR044W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR047W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR050C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR127W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR148C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR158W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR178W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR226W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR232W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR236C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR248C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR256C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR284C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR321W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR354W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR399W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR408C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR487C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR502C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR503C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR516C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YDR538W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YEL011W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YEL046C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YER003C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YER014W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YER023W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YER026C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YER052C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YER055C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YER065C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YER069W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YER073W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YER086W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YER090W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YER091C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YER099C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YER141W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YER170W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YER178W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YFL018C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YFL030W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YFL045C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YFR025C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YFR053C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YFR055W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGL009C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGL026C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGL040C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGL148W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGL184C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGL202W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGL205W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGL234W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGL245W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGL253W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGL256W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGR012W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGR043C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGR061C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGR087C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGR088W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGR124W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGR157W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGR170W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGR175C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGR192C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGR205W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGR240C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGR244C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGR248W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGR254W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGR255C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YGR256W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YHL011C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YHR007C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YHR018C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YHR025W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YHR063C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YHR072W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YHR123W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YHR137W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YHR163W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YHR174W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YHR183W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YHR190W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YHR208W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YHR216W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YIL020C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YIL116W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YIL125W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YIL145C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YIL155C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YIL160C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YIR031C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YIR034C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YJL045W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YJL052W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YJL071W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YJL088W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YJL097W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YJL121C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YJL167W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YJL196C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YJR009C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YJR016C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YJR019C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YJR073C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YJR130C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YJR139C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YJR148W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YKL060C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YKL067W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YKL085W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YKL106W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YKL127W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YKL141W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YKL148C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YKL152C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YKL181W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YKL184W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YKL211C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YKR031C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YKR067W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YKR069W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YKR089C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YKR097W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLL041C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLL058W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLL062C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR027C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR028C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR044C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR056W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR058C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR134W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR142W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR153C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR155C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR157C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR158C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR160C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR164W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR174W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR180W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR209C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR303W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR304C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR354C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR355C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR359W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR372W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR377C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR432W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR438W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR446W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YLR450W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YML008C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YML035C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YML056C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YML075C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YML082W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YML110C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YML126C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR062C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR083W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR099C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR101C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR105C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR108W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR110C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR118C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR120C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR165C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR169C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR170C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR189W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR205C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR207C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR208W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR220W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR250W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR278W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR300C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR303C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR318C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YMR323W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YNL009W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YNL037C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YNL071W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YNL104C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YNL117W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YNL169C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YNL241C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YNL274C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YNL277W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YNL280C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YNL316C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YNR001C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YNR016C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YNR034W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YNR041C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YNR043W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YNR050C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOL033W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOL056W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOL058W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOL059W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOL061W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOL086C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOL096C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOL126C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOL140W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOL143C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOR095C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOR108W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOR125C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOR128C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOR136W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOR142W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOR175C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOR176W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOR202W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOR274W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOR278W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOR311C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOR323C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOR347C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOR374W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YOR393W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YPL017C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YPL028W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YPL061W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YPL069C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YPL111W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YPL117C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YPL172C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YPL262W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YPL273W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YPL281C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YPR001W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YPR006C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YPR060C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YPR074C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YPR139C"	"sce01110"	"Biosynthesis of secondary metabolites"
"YPR145W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YPR160W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YPR184W"	"sce01110"	"Biosynthesis of secondary metabolites"
"YAL012W"	"sce01130"	"Biosynthesis of antibiotics"
"YAL038W"	"sce01130"	"Biosynthesis of antibiotics"
"YAL044C"	"sce01130"	"Biosynthesis of antibiotics"
"YAL054C"	"sce01130"	"Biosynthesis of antibiotics"
"YAR015W"	"sce01130"	"Biosynthesis of antibiotics"
"YBL068W"	"sce01130"	"Biosynthesis of antibiotics"
"YBR019C"	"sce01130"	"Biosynthesis of antibiotics"
"YBR115C"	"sce01130"	"Biosynthesis of antibiotics"
"YBR117C"	"sce01130"	"Biosynthesis of antibiotics"
"YBR145W"	"sce01130"	"Biosynthesis of antibiotics"
"YBR166C"	"sce01130"	"Biosynthesis of antibiotics"
"YBR196C"	"sce01130"	"Biosynthesis of antibiotics"
"YBR221C"	"sce01130"	"Biosynthesis of antibiotics"
"YBR249C"	"sce01130"	"Biosynthesis of antibiotics"
"YBR263W"	"sce01130"	"Biosynthesis of antibiotics"
"YCL009C"	"sce01130"	"Biosynthesis of antibiotics"
"YCL040W"	"sce01130"	"Biosynthesis of antibiotics"
"YCL064C"	"sce01130"	"Biosynthesis of antibiotics"
"YCR005C"	"sce01130"	"Biosynthesis of antibiotics"
"YCR012W"	"sce01130"	"Biosynthesis of antibiotics"
"YCR073W-A"	"sce01130"	"Biosynthesis of antibiotics"
"YCR105W"	"sce01130"	"Biosynthesis of antibiotics"
"YDL021W"	"sce01130"	"Biosynthesis of antibiotics"
"YDL066W"	"sce01130"	"Biosynthesis of antibiotics"
"YDL078C"	"sce01130"	"Biosynthesis of antibiotics"
"YDL080C"	"sce01130"	"Biosynthesis of antibiotics"
"YDL090C"	"sce01130"	"Biosynthesis of antibiotics"
"YDL103C"	"sce01130"	"Biosynthesis of antibiotics"
"YDL131W"	"sce01130"	"Biosynthesis of antibiotics"
"YDL166C"	"sce01130"	"Biosynthesis of antibiotics"
"YDL168W"	"sce01130"	"Biosynthesis of antibiotics"
"YDL171C"	"sce01130"	"Biosynthesis of antibiotics"
"YDL182W"	"sce01130"	"Biosynthesis of antibiotics"
"YDR007W"	"sce01130"	"Biosynthesis of antibiotics"
"YDR019C"	"sce01130"	"Biosynthesis of antibiotics"
"YDR035W"	"sce01130"	"Biosynthesis of antibiotics"
"YDR050C"	"sce01130"	"Biosynthesis of antibiotics"
"YDR127W"	"sce01130"	"Biosynthesis of antibiotics"
"YDR148C"	"sce01130"	"Biosynthesis of antibiotics"
"YDR158W"	"sce01130"	"Biosynthesis of antibiotics"
"YDR178W"	"sce01130"	"Biosynthesis of antibiotics"
"YDR226W"	"sce01130"	"Biosynthesis of antibiotics"
"YDR234W"	"sce01130"	"Biosynthesis of antibiotics"
"YDR248C"	"sce01130"	"Biosynthesis of antibiotics"
"YDR256C"	"sce01130"	"Biosynthesis of antibiotics"
"YDR287W"	"sce01130"	"Biosynthesis of antibiotics"
"YDR300C"	"sce01130"	"Biosynthesis of antibiotics"
"YDR354W"	"sce01130"	"Biosynthesis of antibiotics"
"YDR408C"	"sce01130"	"Biosynthesis of antibiotics"
"YDR410C"	"sce01130"	"Biosynthesis of antibiotics"
"YDR516C"	"sce01130"	"Biosynthesis of antibiotics"
"YEL046C"	"sce01130"	"Biosynthesis of antibiotics"
"YEL058W"	"sce01130"	"Biosynthesis of antibiotics"
"YER003C"	"sce01130"	"Biosynthesis of antibiotics"
"YER023W"	"sce01130"	"Biosynthesis of antibiotics"
"YER052C"	"sce01130"	"Biosynthesis of antibiotics"
"YER069W"	"sce01130"	"Biosynthesis of antibiotics"
"YER073W"	"sce01130"	"Biosynthesis of antibiotics"
"YER081W"	"sce01130"	"Biosynthesis of antibiotics"
"YER086W"	"sce01130"	"Biosynthesis of antibiotics"
"YER090W"	"sce01130"	"Biosynthesis of antibiotics"
"YER099C"	"sce01130"	"Biosynthesis of antibiotics"
"YER170W"	"sce01130"	"Biosynthesis of antibiotics"
"YER178W"	"sce01130"	"Biosynthesis of antibiotics"
"YFL018C"	"sce01130"	"Biosynthesis of antibiotics"
"YFL030W"	"sce01130"	"Biosynthesis of antibiotics"
"YFL045C"	"sce01130"	"Biosynthesis of antibiotics"
"YFR053C"	"sce01130"	"Biosynthesis of antibiotics"
"YGL001C"	"sce01130"	"Biosynthesis of antibiotics"
"YGL012W"	"sce01130"	"Biosynthesis of antibiotics"
"YGL026C"	"sce01130"	"Biosynthesis of antibiotics"
"YGL148W"	"sce01130"	"Biosynthesis of antibiotics"
"YGL202W"	"sce01130"	"Biosynthesis of antibiotics"
"YGL234W"	"sce01130"	"Biosynthesis of antibiotics"
"YGL253W"	"sce01130"	"Biosynthesis of antibiotics"
"YGL256W"	"sce01130"	"Biosynthesis of antibiotics"
"YGR012W"	"sce01130"	"Biosynthesis of antibiotics"
"YGR043C"	"sce01130"	"Biosynthesis of antibiotics"
"YGR060W"	"sce01130"	"Biosynthesis of antibiotics"
"YGR061C"	"sce01130"	"Biosynthesis of antibiotics"
"YGR087C"	"sce01130"	"Biosynthesis of antibiotics"
"YGR088W"	"sce01130"	"Biosynthesis of antibiotics"
"YGR155W"	"sce01130"	"Biosynthesis of antibiotics"
"YGR175C"	"sce01130"	"Biosynthesis of antibiotics"
"YGR192C"	"sce01130"	"Biosynthesis of antibiotics"
"YGR205W"	"sce01130"	"Biosynthesis of antibiotics"
"YGR208W"	"sce01130"	"Biosynthesis of antibiotics"
"YGR240C"	"sce01130"	"Biosynthesis of antibiotics"
"YGR244C"	"sce01130"	"Biosynthesis of antibiotics"
"YGR248W"	"sce01130"	"Biosynthesis of antibiotics"
"YGR254W"	"sce01130"	"Biosynthesis of antibiotics"
"YGR256W"	"sce01130"	"Biosynthesis of antibiotics"
"YHL011C"	"sce01130"	"Biosynthesis of antibiotics"
"YHL012W"	"sce01130"	"Biosynthesis of antibiotics"
"YHR007C"	"sce01130"	"Biosynthesis of antibiotics"
"YHR018C"	"sce01130"	"Biosynthesis of antibiotics"
"YHR033W"	"sce01130"	"Biosynthesis of antibiotics"
"YHR046C"	"sce01130"	"Biosynthesis of antibiotics"
"YHR072W"	"sce01130"	"Biosynthesis of antibiotics"
"YHR137W"	"sce01130"	"Biosynthesis of antibiotics"
"YHR163W"	"sce01130"	"Biosynthesis of antibiotics"
"YHR174W"	"sce01130"	"Biosynthesis of antibiotics"
"YHR183W"	"sce01130"	"Biosynthesis of antibiotics"
"YHR190W"	"sce01130"	"Biosynthesis of antibiotics"
"YHR208W"	"sce01130"	"Biosynthesis of antibiotics"
"YIL074C"	"sce01130"	"Biosynthesis of antibiotics"
"YIL094C"	"sce01130"	"Biosynthesis of antibiotics"
"YIL116W"	"sce01130"	"Biosynthesis of antibiotics"
"YIL125W"	"sce01130"	"Biosynthesis of antibiotics"
"YIL160C"	"sce01130"	"Biosynthesis of antibiotics"
"YIR034C"	"sce01130"	"Biosynthesis of antibiotics"
"YJL045W"	"sce01130"	"Biosynthesis of antibiotics"
"YJL052W"	"sce01130"	"Biosynthesis of antibiotics"
"YJL071W"	"sce01130"	"Biosynthesis of antibiotics"
"YJL088W"	"sce01130"	"Biosynthesis of antibiotics"
"YJL121C"	"sce01130"	"Biosynthesis of antibiotics"
"YJL153C"	"sce01130"	"Biosynthesis of antibiotics"
"YJL167W"	"sce01130"	"Biosynthesis of antibiotics"
"YJL200C"	"sce01130"	"Biosynthesis of antibiotics"
"YJR009C"	"sce01130"	"Biosynthesis of antibiotics"
"YJR010W"	"sce01130"	"Biosynthesis of antibiotics"
"YJR016C"	"sce01130"	"Biosynthesis of antibiotics"
"YJR117W"	"sce01130"	"Biosynthesis of antibiotics"
"YJR130C"	"sce01130"	"Biosynthesis of antibiotics"
"YJR139C"	"sce01130"	"Biosynthesis of antibiotics"
"YJR148W"	"sce01130"	"Biosynthesis of antibiotics"
"YKL019W"	"sce01130"	"Biosynthesis of antibiotics"
"YKL035W"	"sce01130"	"Biosynthesis of antibiotics"
"YKL055C"	"sce01130"	"Biosynthesis of antibiotics"
"YKL060C"	"sce01130"	"Biosynthesis of antibiotics"
"YKL067W"	"sce01130"	"Biosynthesis of antibiotics"
"YKL085W"	"sce01130"	"Biosynthesis of antibiotics"
"YKL104C"	"sce01130"	"Biosynthesis of antibiotics"
"YKL106W"	"sce01130"	"Biosynthesis of antibiotics"
"YKL127W"	"sce01130"	"Biosynthesis of antibiotics"
"YKL141W"	"sce01130"	"Biosynthesis of antibiotics"
