,OG,sce
2075,OG2629,YLR142W
2076,OG2630,YGL233W
2077,OG2631,YDL104C
2078,OG2632,YGR200C
2079,OG2633,YHR082C
2080,OG2634,YJL062W
2081,OG2635,YEL051W
2082,OG2636,YMR158W
2083,OG2637,YAR035W
2084,OG2638,YJL204C
2085,OG2639,YLR283W
2086,OG2640,YJL046W
2087,OG2641,YBR171W
2088,OG2642,YJL128C
2089,OG2643,YMR076C
2090,OG2644,YBR039W
2091,OG2645,YJR073C
2092,OG2646,YNR030W
2093,OG2647,YHR063C
2094,OG2648,YJL106W
2095,OG2649,YML060W
2096,OG2650,YDR416W
2097,OG2651,YGR012W
2098,OG2652,YNL289W
2099,OG2653,YGR002C
2100,OG2654,YJR057W
2101,OG2655,YOR202W
2102,OG2656,YKR014C
2103,OG2657,YBL020W
2104,OG2659,YER157W
2105,OG2660,YJL203W
2106,OG2661,YIL104C
2107,OG2662,YMR024W
2108,OG2663,YOL135C
2109,OG2664,YFR009W
2110,OG2665,YMR080C
2111,OG2666,YIL057C
2112,OG2666, YER067W
2113,OG2667,YCL031C
2114,OG2668,YOR005C
2115,OG2669,YGR261C
2116,OG2670,YDL212W
2117,OG2671,YDR105C
2118,OG2672,YDR198C
2119,OG2673,YMR092C
2120,OG2674,YLR178C
2121,OG2674, YLR179C
2122,OG2675,YPL050C
2123,OG2676,YMR221C
2124,OG2677,YNL037C
2125,OG2678,YMR208W
2126,OG2679,YDL167C
2127,OG2680,YGL136C
2128,OG2681,YKL045W
2129,OG2682,YDL090C
2130,OG2683,YLR429W
2131,OG2684,YOR125C
2132,OG2685,YOL003C
2133,OG2686,YML105C
2134,OG2687,YJR131W
2135,OG2688,YOR245C
2136,OG2689,YJL039C
2137,OG2690,YOL147C
2138,OG2691,YLR127C
2139,OG2692,YKL021C
2140,OG2693,YPL244C
2141,OG2694,YNR017W
2142,OG2695,YNR021W
2143,OG2696,YER094C
2144,OG2697,YGL241W
2145,OG2698,YGR009C
2146,OG2699,YDR397C
2147,OG2700,YGL095C
2148,OG2701,YDR298C
2149,OG2702,YJL024C
2150,OG2703,YMR079W
2151,OG2704,YLL041C
2152,OG2705,YJL126W
2153,OG2706,YER021W
2154,OG2707,YDR117C
2155,OG2708,YMR214W
2156,OG2710,YML127W
2157,OG2711,YPL040C
2158,OG2712,YLR200W
2159,OG2713,YGR046W
2160,OG2714,YHR051W
2161,OG2715,YMR071C
2162,OG2716,YDR132C
2163,OG2717,YBR037C
2164,OG2718,YMR034C
2165,OG2719,YMR313C
2166,OG2720,YIL140W
2167,OG2721,YOR303W
2168,OG2722,YNL320W
2169,OG2723,YOR132W
2170,OG2724,YLR215C
2171,OG2725,YPL178W
2172,OG2726,YGR278W
2173,OG2727,YDR150W
2174,OG2728,YMR075W
2175,OG2729,YGL216W
2176,OG2730,YOR286W
2177,OG2730, YOR285W
2178,OG2731,YBR154C
2179,OG2732,YMR097C
2180,OG2733,YER029C
2181,OG2734,YER019W
2182,OG2735,YDL108W
2183,OG2736,YER155C
2184,OG2737,YCR072C
2185,OG2738,YOR067C
2186,OG2739,YDL135C
2187,OG2740,YDR226W
2188,OG2741,YDR272W
2189,OG2741, YOR040W
2190,OG2742,YPR156C
2191,OG2742, YGR138C
2192,OG2743,YLR066W
2193,OG2744,YNL251C
2194,OG2745,YKL033W
2195,OG2746,YIL094C
2196,OG2747,YOR262W
2197,OG2748,YGL064C
2198,OG2749,YJR075W
2199,OG2750,YJL069C
2200,OG2751,YOR358W
2201,OG2752,YOR323C
2202,OG2753,YFL027C
2203,OG2754,YCR009C
2204,OG2755,YMR311C
2205,OG2756,YLR191W
2206,OG2757,YGL225W
2207,OG2758,YGL018C
2208,OG2759,YGL073W
2209,OG2760,YGR141W
2210,OG2760, YPR157W
2211,OG2761,YBR271W
2212,OG2762,YLR195C
2213,OG2763,YOR301W
2214,OG2764,YKL138C
2215,OG2765,YBL071W-A
2216,OG2766,YMR131C
2217,OG2767,YGL212W
2218,OG2768,YLR005W
2219,OG2769,YMR012W
2220,OG2770,YBR261C
2221,OG2771,YFR002W
2222,OG2772,YOL010W
2223,OG2773,YPR100W
2224,OG2774,YGR267C
2225,OG2775,YDL033C
2226,OG2776,YOR033C
2227,OG2777,YPR176C
2228,OG2778,YDL087C
2229,OG2779,YPR051W
2230,OG2780,YHR030C
2231,OG2781,YPR154W
2232,OG2781, YGR136W
2233,OG2782,YHR075C
2234,OG2783,YGR255C
2235,OG2784,YMR295C
2236,OG2784, YGR273C
2237,OG2785,YJR099W
2238,OG2786,YDL057W
2239,OG2787,YDR071C
2240,OG2788,YJR069C
2241,OG2789,YMR077C
2242,OG2790,YOR334W
2243,OG2791,YLR107W
2244,OG2792,YOL148C
2245,OG2793,YLR105C
2246,OG2794,YKL152C
2247,OG2795,YCR059C
2248,OG2796,YGR235C
2249,OG2797,YFL005W
2250,OG2798,YIR012W
2251,OG2799,YDR498C
2252,OG2800,YPL002C
2253,OG2801,YKL101W
2254,OG2802,YDR180W
2255,OG2803,YPL045W
2256,OG2804,YNL240C
2257,OG2805,YKR029C
2258,OG2806,YKL053C-A
2259,OG2806, YKL052C
2260,OG2807,YER178W
2261,OG2808,YIL124W
2262,OG2809,YPL150W
2263,OG2810,YNL138W
2264,OG2811,YPR097W
2265,OG2812,YNL292W
2266,OG2813,YLR085C
2267,OG2814,YDR121W
2268,OG2815,YFR003C
2269,OG2816,YNL124W
2270,OG2817,YMR115W
2271,OG2817, YKL133C
2272,OG2818,YLR362W
2273,OG2819,YGR109W-B
2274,OG2819, YIL082W-A
2275,OG2819, YGR109W-A
2276,OG2820,YPR036W
2277,OG2821,YMR010W
2278,OG2822,YDR245W
2279,OG2823,YDR244W
2280,OG2824,YHR004C
2281,OG2825,YMR314W
2282,OG2826,YCR035C
2283,OG2827,YDR228C
2284,OG2828,YOR210W
2285,OG2829,YLR335W
2286,OG2830,YDL207W
2287,OG2831,YDR432W
2288,OG2832,YNL082W
2289,OG2833,YJR001W
2290,OG2834,YLR114C
2291,OG2835,YPR021C
2292,OG2836,YPL252C
2293,OG2837,YKL001C
2294,OG2838,YPL209C
2295,OG2839,YJR068W
2296,OG2840,YMR035W
2297,OG2841,YPR160W
2298,OG2842,YDR084C
2299,OG2843,YBR147W
2300,OG2843, YOL092W
2301,OG2844,YKL082C
2302,OG2845,YFL017C
2303,OG2846,YLR405W
2304,OG2847,YPR110C
2305,OG2848,YER007C-A
2306,OG2849,YNL197C
2307,OG2849, YDL224C
2308,OG2850,YDL113C
2309,OG2851,YKL103C
2310,OG2852,YDL103C
2311,OG2853,YBL084C
2312,OG2854,YMR062C
2313,OG2855,YBL052C
2314,OG2856,YKL144C
2315,OG2857,YPL152W
2316,OG2858,YJL104W
2317,OG2859,YGR282C
2318,OG2860,YER087W
2319,OG2861,YDR419W
2320,OG2862,YKR095W
2321,OG2863,YNL035C
2322,OG2864,YOL033W
2323,OG2865,YDR003W
2324,OG2865, YBR005W
2325,OG2866,YJL036W
2326,OG2867,YEL007W
2327,OG2868,YML004C
2328,OG2869,YBR002C
2329,OG2870,YMR280C
2330,OG2871,YPR167C
2331,OG2872,YLR459W
2332,OG2873,YOL146W
2333,OG2874,YAR003W
2334,OG2875,YMR047C
2335,OG2875, YKL068W
2336,OG2876,YKR087C
2337,OG2877,YDL235C
2338,OG2878,YGR246C
2339,OG2879,YDR142C
2340,OG2880,YFL034W
2341,OG2881,YKL056C
2342,OG2882,YBR176W
2343,OG2883,YMR078C
2344,OG2884,YCR090C
2345,OG2885,YBR231C
2346,OG2886,YDL111C
2347,OG2887,YDR101C
2348,OG2888,YBL066C
2349,OG2889,YGL116W
2350,OG2890,YOR257W
2351,OG2891,YCL055W
2352,OG2892,YIL030C
2353,OG2893,YBR056W
2354,OG2894,YOR307C
2355,OG2895,YDR473C
2356,OG2896,YHR132W-A
2357,OG2897,YGL045W
2358,OG2898,YLR071C
2359,OG2899,YLR375W
2360,OG2900,YIL063C
2361,OG2901,YOR002W
2362,OG2902,YJR097W
2363,OG2903,YOL096C
2364,OG2904,YLR004C
2365,OG2905,YGR074W
2366,OG2906,YPR060C
2367,OG2907,YKR016W
2368,OG2908,YDR194C
2369,OG2909,YDR160W
2370,OG2910,YPL215W
2371,OG2910, YPL216W
2372,OG2911,YMR100W
2373,OG2912,YOL052C
2374,OG2913,YGL047W
2375,OG2914,YIL019W
2376,OG2915,YNL260C
2377,OG2916,YGL080W
2378,OG2917,YOR298C-A
2379,OG2918,YCR077C
2380,OG2919,YBR046C
2381,OG2920,YGR276C
2382,OG2921,YGR062C
2383,OG2922,YJR113C
2384,OG2923,YDR398W
2385,OG2924,YNL129W
2386,OG2925,YJR054W
2387,OG2926,YOR212W
2388,OG2927,YMR260C
2389,OG2928,YML080W
2390,OG2929,YGR163W
2391,OG2930,YCL018W
2392,OG2931,YML121W
2393,OG2932,YPR085C
2394,OG2933,YCL014W
2395,OG2934,YAL039C
2396,OG2935,YPL083C
2397,OG2936,YPL111W
2398,OG2937,YDR412W
2399,OG2938,YAL020C
2400,OG2939,YLR244C
2401,OG2940,YGR048W
2402,OG2941,YDR330W
2403,OG2942,YAL036C
2404,OG2943,YGL231C
2405,OG2944,YDR166C
2406,OG2945,YPR107C
2407,OG2946,YNL010W
2408,OG2947,YJR060W
2409,OG2948,YIL075C
2410,OG2949,YJL081C
2411,OG2950,YHR169W
2412,OG2951,YDR429C
2413,OG2953,YFR050C
2414,OG2954,YDL161W
2415,OG2954, YLR206W
2416,OG2955,YGR099W
2417,OG2956,YER026C
2418,OG2957,YFR021W
2419,OG2958,YNL022C
2420,OG2959,YML064C
2421,OG2960,YOR176W
2422,OG2961,YMR171C
2423,OG2962,YOR254C
2424,OG2963,YDR470C
2425,OG2964,YOR260W
2426,OG2965,YLR201C
2427,OG2966,YDR316W
2428,OG2967,YJL091C
2429,OG2968,YHL011C
2430,OG2969,YDL213C
2431,OG2970,YCR036W
2432,OG2971,YOR165W
2433,OG2972,YKL051W
2434,OG2973,YLL050C
2435,OG2973, YLL051C
2436,OG2974,YIL061C
2437,OG2975,YMR240C
2438,OG2976,YOR289W
2439,OG2977,YML130C
2440,OG2978,YPL126W
2441,OG2979,YDR481C
2442,OG2980,YOR077W
2443,OG2981,YKL179C
2444,OG2982,YIL070C
2445,OG2983,YLR361C
2446,OG2984,YDR304C
2447,OG2985,YPL030W
2448,OG2986,YEL009C
2449,OG2987,YDR257C
2450,OG2988,YDR337W
2451,OG2989,YER031C
2452,OG2989, YGL210W
2453,OG2990,YOR149C
2454,OG2991,YDL056W
2455,OG2992,YDR267C
2456,OG2993,YER144C
2457,OG2993, YDR069C
2458,OG2994,YLL035W
2459,OG2995,YHL031C
2460,OG2996,YOL094C
2461,OG2997,YIL153W
2462,OG2998,YLR207W
2463,OG2999,YGL065C
2464,OG3000,YPL227C
2465,OG3001,YBR213W
2466,OG3002,YOR224C
2467,OG3003,YNR038W
2468,OG3004,YDL209C
2469,OG3005,YFR011C
2470,OG3006,YNL277W
2471,OG3007,YFL034C-B
2472,OG3008,YKL088W
2473,OG3010,YDL051W
2474,OG3011,YMR227C
2475,OG3012,YHL029C
2476,OG3013,YNR020C
2477,OG3014,YHR172W
2478,OG3015,YNL185C
2479,OG3016,YDL217C
2480,OG3017,YML014W
2481,OG3018,YFR025C
2482,OG3019,YHR097C
2483,OG3019, YDR348C
2484,OG3020,YPR004C
2485,OG3021,YCR034W
2486,OG3022,YDR496C
2487,OG3023,YPL147W
2488,OG3024,YBR026C
2489,OG3025,YGR277C
2490,OG3026,YNL181W
2491,OG3027,YML099C
2492,OG3028,YIL042C
2493,OG3029,YBR185C
2494,OG3030,YJR024C
2495,OG3031,YMR223W
2496,OG3032,YHR132C
2497,OG3033,YGR014W
2498,OG3034,YPL013C
2499,OG3035,YPL010W
2500,OG3036,YGR270W
2501,OG3037,YDR045C
2502,OG3038,YLR126C
2503,OG3039,YFL038C
2504,OG3040,YER122C
2505,OG3041,YDR173C
2506,OG3042,YDL120W
2507,OG3043,YDR408C
2508,OG3044,YDR167W
2509,OG3045,YHR045W
2510,OG3046,YLR248W
2511,OG3047,YDR036C
2512,OG3048,YPL059W
2513,OG3049,YPR135W
2514,OG3050,YLR193C
2515,OG3051,YOL133W
2516,OG3052,YBR289W
2517,OG3053,YNL201C
2518,OG3054,YLR087C
2519,OG3055,YBR102C
2520,OG3056,YNL094W
2521,OG3057,YIL096C
2522,OG3058,YDL112W
2523,OG3059,YNL242W
2524,OG3060,YBL059C-A
2525,OG3062,YBR003W
2526,OG3063,YKL067W
2527,OG3064,YOL073C
2528,OG3065,YDR354W
2529,OG3066,YIR026C
2530,OG3067,YDR414C
2531,OG3068,YDR392W
2532,OG3069,YML110C
2533,OG3070,YBR082C
2534,OG3070, YDR059C
2535,OG3071,YDR359C
2536,OG3072,YMR166C
2537,OG3073,YDR452W
2538,OG3074,YDL045C
2539,OG3075,YML021C
2540,OG3076,YGR149W
2541,OG3077,YJL143W
2542,OG3078,YKR051W
2543,OG3079,YJR067C
2544,OG3080,YJL140W
2545,OG3081,YPR098C
2546,OG3082,YIL008W
2547,OG3083,YKR068C
2548,OG3084,YFL013C
2549,OG3085,YDR322W
2550,OG3086,YBR279W
2551,OG3087,YIL004C
2552,OG3088,YPL181W
2553,OG3089,YBR043C
2554,OG3090,YBR034C
2555,OG3091,YIL039W
2556,OG3092,YER072W
2557,OG3093,YBL013W
2558,OG3094,YBR095C
2559,OG3095,YPR118W
2560,OG3096,YOR252W
2561,OG3097,YER027C
2562,OG3097, YGL208W
2563,OG3098,YOR175C
2564,OG3099,YPL143W
2565,OG3099, YOR234C
2566,OG3100,YIL155C
2567,OG3101,YGL169W
2568,OG3102,YLR436C
2569,OG3103,YFR006W
2570,OG3104,YNL048W
2571,OG3105,YPR180W
2572,OG3106,YHL023C
2573,OG3107,YJR062C
2574,OG3108,YKL211C
2575,OG3109,YER139C
2576,OG3110,YEL012W
2577,OG3111,YJL056C
2578,OG3112,YDR284C
2579,OG3113,YJL065C
2580,OG3114,YOR143C
2581,OG3115,YEL058W
2582,OG3116,YOR239W
2583,OG3117,YGR158C
2584,OG3118,YPL218W
2585,OG3119,YDL105W
2586,OG3120,YHR025W
2587,OG3121,YNL200C
2588,OG3122,YKL188C
2589,OG3123,YLR098C
2590,OG3123, YOR337W
2591,OG3124,YKL160W
2592,OG3125,YDR517W
2593,OG3126,YKR065C
2594,OG3127,YLR306W
2595,OG3128,YGR036C
2596,OG3129,YDR189W
2597,OG3130,YMR137C
2598,OG3131,YIL022W
2599,OG3132,YKL092C
2600,OG3132, YKL091C
2601,OG3133,YER093C
2602,OG3134,YDL193W
2603,OG3135,YHR088W
2604,OG3136,YPR179C
2605,OG3137,YOL093W
2606,OG3138,YJL035C
2607,OG3139,YDL072C
2608,OG3140,YNL284C
2609,OG3141,YGL097W
2610,OG3142,YKR025W
2611,OG3143,YLR059C
2612,OG3144,YBR133C
2613,OG3145,YER120W
2614,OG3146,YJR098C
2615,OG3147,YHL024W
2616,OG3148,YKL119C
2617,OG3149,YER168C
2618,OG3150,YOR091W
2619,OG3151,YGR194C
2620,OG3152,YMR149W
2621,OG3153,YBR146W
2622,OG3154,YIR011C
2623,OG3155,YFR052W
2624,OG3156,YBR123C
2625,OG3157,YJR134C
2626,OG3158,YGR215W
2627,OG3159,YOR281C
2628,OG3160,YJR063W
2629,OG3161,YPR155C
2630,OG3162,YIL138C
2631,OG3162, YNL079C
2632,OG3163,YBR193C
2633,OG3164,YKL178C
2634,OG3165,YBR053C
2635,OG3166,YML095C
2636,OG3167,YOR052C
2637,OG3168,YIL044C
2638,OG3169,YBR074W
2639,OG3170,YPL153C
2640,OG3171,YJL178C
2641,OG3172,YOL022C
2642,OG3173,YMR060C
2643,OG3174,YOL071W
2644,OG3175,YJL154C
2645,OG3176,YBR282W
2646,OG3177,YGR031W
2647,OG3178,YGR038W
2648,OG3178, YLR350W
2649,OG3179,YBR192W
2650,OG3180,YDR174W
2651,OG3181,YNR006W
2652,OG3182,YDL074C
2653,OG3183,YJL176C
2654,OG3184,YMR286W
2655,OG3185,YHR008C
2656,OG3186,YCR028C-A
2657,OG3187,YNL099C
2658,OG3188,YGL160W
2659,OG3189,YOR340C
2660,OG3190,YNR003C
2661,OG3191,YNR040W
2662,OG3192,YNL151C
2663,OG3193,YMR129W
2664,OG3194,YCL039W
2665,OG3195,YPR016C
2666,OG3196,YPR113W
2667,OG3197,YAR018C
2668,OG3198,YOL076W
2669,OG3199,YGR104C
2670,OG3200,YKL019W
2671,OG3201,YMR150C
2672,OG3202,YOR124C
2673,OG3203,YER151C
2674,OG3205,YER005W
2675,OG3206,YLR352W
2676,OG3207,YLR209C
2677,OG3208,YDR529C
2678,OG3209,YBL035C
2679,OG3210,YNR036C
2680,OG3211,YLR262C
2681,OG3212,YKL116C
2682,OG3213,YHR011W
2683,OG3214,YJL153C
2684,OG3215,YKL058W
2685,OG3216,YHR084W
2686,OG3217,YPR144C
2687,OG3218,YDR523C
2688,OG3219,YGL030W
2689,OG3220,YLL006W
2690,OG3221,YIR029W
2691,OG3222,YKL170W
2692,OG3223,YLL036C
2693,OG3224,YJL179W
2694,OG3225,YCR032W
2695,OG3226,YPL031C
2696,OG3227,YDL156W
2697,OG3228,YBL051C
2698,OG3229,YPL151C
2699,OG3230,YOR022C
2700,OG3231,YPR056W
2701,OG3232,YFL046W
2702,OG3233,YFL026W
2703,OG3234,YMR228W
2704,OG3235,YLR006C
2705,OG3236,YJR142W
2706,OG3237,YPL046C
2707,OG3238,YGR186W
2708,OG3239,YJL049W
2709,OG3240,YPL097W
2710,OG3241,YJL068C
2711,OG3242,YBL082C
2712,OG3243,YJR100C
2713,OG3244,YLR047C
2714,OG3245,YCR079W
2715,OG3246,YPL199C
2716,OG3247,YGL130W
2717,OG3248,YGR271C-A
2718,OG3249,YJR088C
2719,OG3250,YNL148C
2720,OG3251,YBL021C
2721,OG3252,YDL236W
2722,OG3253,YGL248W
2723,OG3254,YPL067C
2724,OG3255,YMR211W
2725,OG3256,YAR050W
2726,OG3256, YAL063C
2727,OG3256, YHR211W
2728,OG3257,YGR167W
2729,OG3258,YLR240W
2730,OG3259,YOR216C
2731,OG3260,YLR192C
2732,OG3261,YKL154W
2733,OG3262,YDR361C
2734,OG3263,YCR023C
2735,OG3264,YIR005W
2736,OG3265,YOR043W
2737,OG3266,YOR087W
2738,OG3267,YGL017W
2739,OG3268,YKR085C
2740,OG3269,YJR144W
2741,OG3270,YIL007C
2742,OG3271,YDR104C
2743,OG3272,YPL169C
2744,OG3273,YIL043C
2745,OG3274,YLL032C
2746,OG3275,YER050C
2747,OG3276,YAL046C
2748,OG3277,YPR161C
2749,OG3278,YLR427W
2750,OG3281,YMR200W
2751,OG3282,YGL129C
2752,OG3283,YDR489W
2753,OG3284,YDL100C
2754,OG3285,YHR050W
2755,OG3286,YHR201C
2756,OG3287,YJR085C
2757,OG3288,YIR035C
2758,OG3288, YIR036C
2759,OG3289,YDR145W
2760,OG3290,YDR254W
2761,OG3291,YGR152C
2762,OG3292,YKL087C
2763,OG3293,YLR418C
2764,OG3294,YGR193C
2765,OG3295,YJR112W
2766,OG3296,YPL225W
2767,OG3297,YDL183C
2768,OG3298,YBR111C
2769,OG3299,YDR214W
2770,OG3300,YPL051W
2771,OG3301,YJR140C
2772,OG3302,YHR143W-A
2773,OG3303,YLR212C
2774,OG3304,YIR027C
2775,OG3305,YLR014C
2776,OG3306,YBL057C
2777,OG3307,YJL072C
2778,OG3308,YGL200C
2779,OG3309,YDR472W
2780,OG3310,YGR110W
2781,OG3311,YBR237W
2782,OG3312,YOL142W
2783,OG3313,YBR265W
2784,OG3314,YOL009C
2785,OG3315,YPL210C
2786,OG3316,YOR007C
2787,OG3317,YGL070C
2788,OG3318,YMR074C
2789,OG3319,YEL038W
2790,OG3320,YHR151C
2791,OG3321,YPR168W
2792,OG3322,YML067C
2793,OG3323,YOL043C
2794,OG3323, YAL015C
2795,OG3324,YLR417W
2796,OG3326,YOL034W
2797,OG3327,YNL110C
2798,OG3328,YJL030W
2799,OG3329,YPR011C
2800,OG3330,YPR178W
2801,OG3331,YLR001C
2802,OG3332,YOR025W
2803,OG3333,YER075C
2804,OG3335,YLR281C
2805,OG3336,YFL030W
2806,OG3337,YCR026C
2807,OG3338,YGR123C
2808,OG3339,YDR462W
2809,OG3340,YML094W
2810,OG3341,YPR025C
2811,OG3342,YJR042W
2812,OG3343,YPL157W
2813,OG3344,YNL025C
2814,OG3345,YLR003C
2815,OG3346,YEL064C
2816,OG3347,YLR116W
2817,OG3348,YNR032W
2818,OG3349,YJL025W
2819,OG3350,YBR246W
2820,OG3351,YBR158W
2821,OG3352,YOR154W
2822,OG3353,YER009W
2823,OG3354,YPR131C
2824,OG3355,YDL199C
2825,OG3356,YOR006C
2826,OG3357,YOR122C
2827,OG3358,YOR004W
2828,OG3359,YLR022C
2829,OG3360,YLL011W
2830,OG3362,YPL042C
2831,OG3363,YMR292W
2832,OG3364,YCR003W
2833,OG3365,YDL006W
2834,OG3366,YJR116W
2835,OG3367,YPL128C
2836,OG3368,YDR306C
2837,OG3370,YCL033C
2838,OG3371,YDR333C
2839,OG3372,YML002W
2840,OG3372, YML003W
2841,OG3373,YLR421C
2842,OG3374,YMR028W
2843,OG3375,YKL049C
2844,OG3376,YPL084W
2845,OG3377,YNL003C
2846,OG3378,YLR295C
2847,OG3379,YKR082W
2848,OG3380,YDR362C
2849,OG3381,YPL183C
2850,OG3382,YML076C
2851,OG3383,YJR119C
2852,OG3384,YBR288C
2853,OG3385,YKL074C
2854,OG3386,YBR204C
2855,OG3387,YPL207W
2856,OG3388,YLR318W
2857,OG3389,YNR052C
2858,OG3390,YKL095W
2859,OG3391,YJR005W
2860,OG3392,YJL063C
2861,OG3393,YDR536W
2862,OG3394,YMR289W
2863,OG3395,YHR116W
2864,OG3396,YML104C
2865,OG3397,YPR023C
2866,OG3398,YDL010W
2867,OG3398, YBR014C
2868,OG3399,YHR181W
2869,OG3400,YNL113W
2870,OG3401,YBR220C
2871,OG3402,YHR141C
2872,OG3402, YNL162W
2873,OG3403,YFR032C-A
2874,OG3404,YOL102C
2875,OG3404, YOL101C
2876,OG3406,YMR026C
2877,OG3407,YCR019W
2878,OG3408,YER020W
2879,OG3409,YBL037W
2880,OG3410,YOR051C
2881,OG3411,YOR017W
2882,OG3412,YJL156C
2883,OG3413,YNL316C
2884,OG3414,YOL032W
2885,OG3415,YKR088C
2886,OG3416,YER183C
2887,OG3417,YJL011C
2888,OG3418,YHR124W
2889,OG3419,YBR267W
2890,OG3420,YOL132W
2891,OG3421,YGR055W
2892,OG3422,YJL055W
2893,OG3423,YOR159C
2894,OG3424,YKL077W
2895,OG3425,YFL014W
2896,OG3426,YDL216C
2897,OG3427,YIL062C
2898,OG3428,YLR435W
2899,OG3429,YAL044C
2900,OG3430,YKL114C
2901,OG3431,YJL125C
2902,OG3432,YIL106W
2903,OG3433,YOR035C
2904,OG3434,YKR083C
2905,OG3435,YMR005W
2906,OG3436,YOR112W
2907,OG3437,YCR066W
2908,OG3438,YCL057W
2909,OG3439,YMR139W
2910,OG3440,YAL034W-A
2911,OG3441,YNL191W
2912,OG3442,YDL045W-A
2913,OG3443,YGR208W
2914,OG3444,YPR031W
2915,OG3445,YKL184W
2916,OG3446,YGL111W
2917,OG3447,YOR037W
2918,OG3448,YNR032C-A
2919,OG3449,YOR283W
2920,OG3450,YDR242W
2921,OG3451,YGL133W
2922,OG3452,YOL001W
2923,OG3453,YJR034W
2924,OG3454,YLR147C
2925,OG3455,YML052W
2926,OG3456,YOL144W
2927,OG3457,YDR005C
2928,OG3458,YGL067W
2929,OG3459,YBL001C
2930,OG3460,YPL172C
2931,OG3461,YLR026C
2932,OG3462,YBR247C
2933,OG3463,YLR149C
2934,OG3464,YGR165W
2935,OG3465,YGL174W
2936,OG3466,YER007W
2937,OG3467,YOR100C
2938,OG3468,YKL139W
2939,OG3469,YDR026C
2940,OG3470,YGR205W
2941,OG3471,YGR021W
2942,OG3472,YOR057W
2943,OG3474,YGR150C
2944,OG3475,YGR171C
2945,OG3476,YMR013C
2946,OG3477,YPL246C
2947,OG3478,YOR127W
2948,OG3478, YDR379W
2949,OG3479,YML012W
2950,OG3480,YDL128W
2951,OG3481,YFR010W
2952,OG3482,YBR103W
2953,OG3482, YBR104W
2954,OG3483,YPL003W
2955,OG3484,YBR042C
2956,OG3484, YDR018C
2957,OG3485,YIL068C
2958,OG3486,YNR046W
2959,OG3487,YPL132W
2960,OG3488,YGL037C
2961,OG3489,YPL236C
2962,OG3490,YJL054W
2963,OG3491,YKL005C
2964,OG3492,YGL058W
2965,OG3493,YPL015C
2966,OG3494,YOR267C
2967,OG3496,YLR312W-A
2968,OG3497,YMR244C-A
2969,OG3498,YKR070W
2970,OG3499,YPR026W
2971,OG3500,YER046W
2972,OG3501,YJL006C
2973,OG3502,YNR035C
2974,OG3504,YMR127C
2975,OG3505,YGL187C
2976,OG3506,YMR250W
2977,OG3506, YMR251W
2978,OG3507,YAR008W
2979,OG3508,YHR205W
2980,OG3509,YFR047C
2981,OG3510,YJL031C
2982,OG3511,YNL111C
2983,OG3512,YJL041W
2984,OG3513,YMR209C
2985,OG3514,YDR161W
2986,OG3515,YLR268W
2987,OG3516,YER118C
2988,OG3517,YGR128C
2989,OG3519,YDR140W
2990,OG3520,YDR511W
2991,OG3521,YGR257C
2992,OG3522,YJR013W
2993,OG3523,YOR269W
2994,OG3524,YPL239W
2995,OG3525,YKL106W
2996,OG3526,YBR109C
2997,OG3527,YMR106C
2998,OG3528,YPL254W
2999,OG3529,YJR041C
3000,OG3530,YER142C
3001,OG3531,YOR155C
3002,OG3532,YOR223W
3003,OG3533,YMR188C
3004,OG3534,YNR037C
3005,OG3535,YCR051W
3006,OG3536,YDR484W
3007,OG3537,YDR013W
3008,OG3538,YMR275C
3009,OG3538, YML111W
3010,OG3539,YJR101W
3011,OG3540,YBL058W
3012,OG3541,YKL175W
3013,OG3542,YCR033W
3014,OG3543,YFL017W-A
3015,OG3544,YER010C
3016,OG3545,YOR287C
3017,OG3546,YHR026W
3018,OG3547,YGL153W
3019,OG3548,YKR003W
3020,OG3548, YHR001W
3021,OG3549,YGR195W
3022,OG3550,YOL013C
3023,OG3551,YLR100W
3024,OG3552,YLR104W
3025,OG3553,YGL016W
3026,OG3554,YLR309C
3027,OG3555,YPL098C
3028,OG3556,YGL141W
3029,OG3557,YGL184C
3030,OG3558,YHR021C
3031,OG3558, YKL156W
3032,OG3559,YLR090W
3033,OG3560,YGL122C
3034,OG3561,YEL062W
3035,OG3562,YER156C
3036,OG3563,YPL072W
3037,OG3564,YDR175C
3038,OG3565,YOL057W
3039,OG3566,YAL058W
3040,OG3567,YJL116C
3041,OG3567, YKR042W
3042,OG3568,YMR014W
3043,OG3569,YDR061W
3044,OG3571,YPL179W
3045,OG3572,YDR116C
3046,OG3573,YDL133W
3047,OG3574,YPR063C
3048,OG3575,YEL024W
3049,OG3576,YNL294C
3050,OG3577,YGR147C
3051,OG3578,YHR171W
3052,OG3579,YDL202W
3053,OG3580,YPL196W
3054,OG3581,YPL214C
3055,OG3582,YGL115W
3056,OG3583,YDR043C
3057,OG3583, YBR066C
3058,OG3584,YOL149W
3059,OG3585,YLL018C-A
3060,OG3586,YMR268C
3061,OG3587,YLR097C
3062,OG3588,YOL125W
3063,OG3589,YDL046W
3064,OG3590,YJR093C
3065,OG3591,YMR312W
3066,OG3592,YFR001W
3067,OG3593,YNL073W
3068,OG3594,YGR037C
3069,OG3595,YML088W
3070,OG3596,YOR251C
3071,OG3597,YPL188W
3072,OG3598,YLR323C
3073,OG3599,YLR316C
3074,OG3600,YOR118W
