	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041743_Candida_hawaiiana
1739	OG0001739	YIL043C	augustus_masked-flattened_line_14-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.86&CDS=1-849
1740	OG0001740	YIL044C	augustus_masked-flattened_line_46-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.57&CDS=1-1215
1741	OG0001741	YIL046W	augustus_masked-flattened_line_34-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.155&CDS=1-2058
1742	OG0001742	YIL047C	augustus_masked-flattened_line_66-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.40&CDS=1-2877
1743	OG0001743	YIL048W	snap_masked-flattened_line_66-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.6&CDS=1-3408
1744	OG0001744	YIL049W	genemark-flattened_line_30-processed-gene-1.69-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.69&CDS=1-2055
1745	OG0001745	YIL061C	augustus_masked-flattened_line_14-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.70&CDS=1-1035
1746	OG0001746	YIL062C	augustus_masked-flattened_line_12-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.32&CDS=1-465
1747	OG0001747	YIL063C	augustus_masked-flattened_line_2-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.62&CDS=1-1170
1748	OG0001748	YIL064W	augustus_masked-flattened_line_2-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.86&CDS=1-732
1749	OG0001749	YIL065C	augustus_masked-flattened_line_30-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.95&CDS=1-1281
1750	OG0001750	YIL068C	snap_masked-flattened_line_0-processed-gene-4.33-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.33&CDS=1-2502
1751	OG0001751	YIL070C	augustus_masked-flattened_line_24-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.135&CDS=1-783
1752	OG0001752	YIL075C	augustus_masked-flattened_line_14-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.8&CDS=1-2898
1753	OG0001753	YIL083C	augustus_masked-flattened_line_34-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.203&CDS=1-1014
1754	OG0001754	YIL084C	maker-flattened_line_20-augustus-gene-3.165-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-3.165&CDS=1-1008
1755	OG0001755	YIL090W	augustus_masked-flattened_line_34-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.213&CDS=1-1344
1756	OG0001756	YIL091C	augustus_masked-flattened_line_34-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.177&CDS=1-2163
1757	OG0001757	YIL093C	augustus_masked-flattened_line_6-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.1&CDS=1-783
1758	OG0001758	YIL094C	augustus_masked-flattened_line_12-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.72&CDS=1-1125
1759	OG0001759	YIL096C	augustus_masked-flattened_line_34-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.200&CDS=1-942
1760	OG0001760	YIL097W	augustus_masked-flattened_line_34-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.166&CDS=1-1464
1761	OG0001761	YIL098C	augustus_masked-flattened_line_22-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.121&CDS=1-402
1762	OG0001762	YIL099W	augustus_masked-flattened_line_18-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.30&CDS=1-1524
1763	OG0001763	YIL101C	augustus_masked-flattened_line_52-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.3&CDS=1-1671
1764	OG0001764	YIL103W	augustus_masked-flattened_line_52-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.24&CDS=1-1269
1765	OG0001765	YIL104C	augustus_masked-flattened_line_52-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.5&CDS=1-1461
1766	OG0001766	YIL106W	augustus_masked-flattened_line_48-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.87&CDS=1-1770
1767	OG0001767	YIL108W	augustus_masked-flattened_line_16-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-4.63&CDS=1-2148
1768	OG0001768	YIL115C	augustus_masked-flattened_line_0-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.73&CDS=1-4125
1769	OG0001769	YIL116W	genemark-flattened_line_4-processed-gene-6.78-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.78&CDS=1-1185
1770	OG0001770	YIL118W	augustus_masked-flattened_line_8-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.37&CDS=1-666
1771	OG0001771	YIL124W	augustus_masked-flattened_line_30-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.92&CDS=1-864
1772	OG0001772	YIL125W	augustus_masked-flattened_line_30-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.111&CDS=1-2991
1773	OG0001773	YIL127C	augustus_masked-flattened_line_6-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.46&CDS=1-576
1774	OG0001774	YIL128W	augustus_masked-flattened_line_6-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.64&CDS=1-3165
1775	OG0001775	YIL129C	snap_masked-flattened_line_6-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.80&CDS=1-8301
1776	OG0001776	YIL137C	augustus_masked-flattened_line_16-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.46&CDS=1-2787
1777	OG0001777	YIL140W	augustus_masked-flattened_line_2-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.75&CDS=1-2529
1778	OG0001778	YIL142W	augustus_masked-flattened_line_8-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.75&CDS=1-1578
1779	OG0001779	YIL143C	augustus_masked-flattened_line_38-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.108&CDS=1-2571
1780	OG0001780	YIL144W	augustus_masked-flattened_line_38-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.135&CDS=1-1908
1781	OG0001781	YIL145C	augustus_masked-flattened_line_38-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.138&CDS=1-924
1782	OG0001782	YIL147C	augustus_masked-flattened_line_0-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.29&CDS=1-3531
1783	OG0001783	YIL150C	augustus_masked-flattened_line_6-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.79&CDS=1-1749
1784	OG0001784	YIL153W	genemark-flattened_line_16-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.46&CDS=1-1281
1785	OG0001785	YIL155C	augustus_masked-flattened_line_2-processed-gene-9.134-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.134&CDS=1-1944
1786	OG0001786	YIL156W-B	augustus_masked-flattened_line_6-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.130&CDS=1-219
1787	OG0001787	YIL157C	augustus_masked-flattened_line_22-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.13&CDS=1-567
1788	OG0001788	YIL160C	augustus_masked-flattened_line_8-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-6.75&CDS=1-1251
1789	OG0001789	YIL166C	augustus_masked-flattened_line_46-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.4&CDS=1-1656
1790	OG0001790	YIR002C	augustus_masked-flattened_line_10-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.76&CDS=1-3099
1791	OG0001791	YIR005W	augustus_masked-flattened_line_2-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.107&CDS=1-789
1792	OG0001792	YIR006C	augustus_masked-flattened_line_22-processed-gene-2.219-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.219&CDS=1-4524
1793	OG0001793	YIR007W	augustus_masked-flattened_line_8-processed-gene-6.80-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-6.80&CDS=1-2763
1794	OG0001794	YIR008C	augustus_masked-flattened_line_8-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-6.106&CDS=1-1407
1795	OG0001795	YIR011C	augustus_masked-flattened_line_2-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.18&CDS=1-951
1796	OG0001796	YIR012W	augustus_masked-flattened_line_8-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-6.107&CDS=1-1260
1797	OG0001797	YIR015W	augustus_masked-flattened_line_32-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.165&CDS=1-387
1798	OG0001798	YIR022W	augustus_masked-flattened_line_0-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.9&CDS=1-498
1799	OG0001799	YIR023W	augustus_masked-flattened_line_20-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.74&CDS=1-3558
1800	OG0001800	YIR026C	augustus_masked-flattened_line_16-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.115&CDS=1-972
1801	OG0001801	YIR027C	augustus_masked-flattened_line_8-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.17&CDS=1-1971
1802	OG0001802	YIR029W	augustus_masked-flattened_line_68-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.7&CDS=1-1014
1803	OG0001803	YIR030C	augustus_masked-flattened_line_10-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.60&CDS=1-684
1804	OG0001804	YIR032C	augustus_masked-flattened_line_14-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.20&CDS=1-642
1805	OG0001805	YIR034C	augustus_masked-flattened_line_14-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-4.117&CDS=1-1101
1806	OG0001806	YJL001W	snap_masked-flattened_line_30-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.23&CDS=1-651
1807	OG0001807	YJL002C	augustus_masked-flattened_line_30-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.119&CDS=1-1422
1808	OG0001808	YJL003W	augustus_masked-flattened_line_32-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.43&CDS=1-852
1809	OG0001809	YJL004C	augustus_masked-flattened_line_14-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.78&CDS=1-561
1810	OG0001810	YJL005W	augustus_masked-flattened_line_34-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.211&CDS=1-5919
1811	OG0001811	YJL006C	augustus_masked-flattened_line_2-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.91&CDS=1-1107
1812	OG0001812	YJL008C	augustus_masked-flattened_line_64-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.33&CDS=1-1665
1813	OG0001813	YJL010C	augustus_masked-flattened_line_42-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.84&CDS=1-2124
1814	OG0001814	YJL011C	augustus_masked-flattened_line_6-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.83&CDS=1-507
1815	OG0001815	YJL012C	augustus_masked-flattened_line_40-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.92&CDS=1-2148
1816	OG0001816	YJL013C	augustus_masked-flattened_line_40-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.121&CDS=1-1599
1817	OG0001817	YJL014W	augustus_masked-flattened_line_40-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.90&CDS=1-1578
1818	OG0001818	YJL020C	augustus_masked-flattened_line_2-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.71&CDS=1-3303
1819	OG0001819	YJL024C	augustus_masked-flattened_line_16-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-4.41&CDS=1-513
1820	OG0001820	YJL025W	snap_masked-flattened_line_14-processed-gene-4.57-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-4.57&CDS=1-1437
1821	OG0001821	YJL026W	augustus_masked-flattened_line_10-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.81&CDS=1-1323
1822	OG0001822	YJL029C	augustus_masked-flattened_line_64-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.45&CDS=1-2388
1823	OG0001823	YJL030W	genemark-flattened_line_2-processed-gene-4.163-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.163&CDS=1-612
1824	OG0001824	YJL033W	maker-flattened_line_16-augustus-gene-2.79-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-2.79&CDS=1-3024
1825	OG0001825	YJL035C	augustus_masked-flattened_line_0-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.37&CDS=1-837
1826	OG0001826	YJL036W	augustus_masked-flattened_line_0-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.13&CDS=1-2019
1827	OG0001827	YJL041W	augustus_masked-flattened_line_22-processed-gene-2.189-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.189&CDS=1-2754
1828	OG0001828	YJL046W	augustus_masked-flattened_line_4-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.69&CDS=1-1374
1829	OG0001829	YJL049W	augustus_masked-flattened_line_12-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-5.126&CDS=1-1380
1830	OG0001830	YJL050W	augustus_masked-flattened_line_0-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.3&CDS=1-3165
1831	OG0001831	YJL053W	augustus_masked-flattened_line_18-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.59&CDS=1-1005
1832	OG0001832	YJL054W	augustus_masked-flattened_line_12-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.47&CDS=1-1368
1833	OG0001833	YJL055W	augustus_masked-flattened_line_14-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.75&CDS=1-672
1834	OG0001834	YJL057C	snap_masked-flattened_line_24-processed-gene-2.13-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.13&CDS=1-2136
1835	OG0001835	YJL060W	augustus_masked-flattened_line_0-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.73&CDS=1-1293
1836	OG0001836	YJL062W	snap_masked-flattened_line_0-processed-gene-2.29-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.29&CDS=1-1677
1837	OG0001837	YJL062W-A	augustus_masked-flattened_line_28-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.61&CDS=1-258
1838	OG0001838	YJL063C	snap_masked-flattened_line_36-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.27&CDS=1-738
1839	OG0001839	YJL066C	augustus_masked-flattened_line_14-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.77&CDS=1-993
1840	OG0001840	YJL068C	augustus_masked-flattened_line_36-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.128&CDS=1-864
1841	OG0001841	YJL069C	augustus_masked-flattened_line_28-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.62&CDS=1-1632
1842	OG0001842	YJL072C	genemark-flattened_line_0-processed-gene-2.101-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.101&CDS=1-651
1843	OG0001843	YJL074C	maker-flattened_line_16-augustus-gene-4.145-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-4.145&CDS=1-5349
1844	OG0001844	YJL080C	augustus_masked-flattened_line_40-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.74&CDS=1-3506
1845	OG0001845	YJL081C	genemark-flattened_line_42-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.74&CDS=1-3231
1846	OG0001846	YJL085W	augustus_masked-flattened_line_46-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.43&CDS=1-1812
1847	OG0001847	YJL087C	augustus_masked-flattened_line_46-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.10&CDS=1-2529
1848	OG0001848	YJL088W	augustus_masked-flattened_line_4-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.56&CDS=1-1014
1849	OG0001849	YJL090C	genemark-flattened_line_34-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.116&CDS=1-2055
1850	OG0001850	YJL091C	augustus_masked-flattened_line_10-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.91&CDS=1-1452
1851	OG0001851	YJL093C	maker-flattened_line_4-augustus-gene-7.0-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-7.0&CDS=1-2712
1852	OG0001852	YJL094C	augustus_masked-flattened_line_4-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.82&CDS=1-2259
1853	OG0001853	YJL096W	augustus_masked-flattened_line_12-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.89&CDS=1-477
1854	OG0001854	YJL100W	genemark-flattened_line_2-processed-gene-9.33-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-9.33&CDS=1-1869
1855	OG0001855	YJL101C	augustus_masked-flattened_line_6-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.55&CDS=1-2265
1856	OG0001856	YJL102W	augustus_masked-flattened_line_0-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.4&CDS=1-2541
1857	OG0001857	YJL104W	augustus_masked-flattened_line_14-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.71&CDS=1-360
1858	OG0001858	YJL106W	augustus_masked-flattened_line_42-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.136&CDS=1-1407
1859	OG0001859	YJL108C	maker-flattened_line_40-augustus-gene-0.124-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.124&CDS=1-3879
1860	OG0001860	YJL109C	maker-flattened_line_42-snap-gene-0.145-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-0.145&CDS=1-6066
1861	OG0001861	YJL111W	augustus_masked-flattened_line_10-processed-gene-5.160-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-5.160&CDS=1-1620
1862	OG0001862	YJL115W	augustus_masked-flattened_line_20-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.65&CDS=1-774
1863	OG0001863	YJL121C	augustus_masked-flattened_line_10-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.64&CDS=1-702
1864	OG0001864	YJL122W	augustus_masked-flattened_line_10-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.81&CDS=1-504
1865	OG0001865	YJL123C	augustus_masked-flattened_line_12-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.97&CDS=1-1368
1866	OG0001866	YJL125C	augustus_masked-flattened_line_12-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.51&CDS=1-1119
1867	OG0001867	YJL126W	genemark-flattened_line_12-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.52&CDS=1-1194
1868	OG0001868	YJL127C	augustus_masked-flattened_line_20-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.93&CDS=1-2463
1869	OG0001869	YJL130C	augustus_masked-flattened_line_20-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.67&CDS=1-6621
1870	OG0001870	YJL131C	genemark-flattened_line_6-processed-gene-2.68-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.68&CDS=1-1233
1871	OG0001871	YJL140W	augustus_masked-flattened_line_2-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.69&CDS=1-573
1872	OG0001872	YJL141C	genemark-flattened_line_2-processed-gene-2.21-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.21&CDS=1-2055
1873	OG0001873	YJL143W	augustus_masked-flattened_line_2-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.67&CDS=1-456
1874	OG0001874	YJL145W	augustus_masked-flattened_line_0-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.69&CDS=1-1011
1875	OG0001875	YJL148W	augustus_masked-flattened_line_0-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.6&CDS=1-657
1876	OG0001876	YJL153C	augustus_masked-flattened_line_2-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.85&CDS=1-1551
1877	OG0001877	YJL154C	augustus_masked-flattened_line_42-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.95&CDS=1-2709
1878	OG0001878	YJL156C	augustus_masked-flattened_line_6-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.109&CDS=1-2361
1879	OG0001879	YJL163C	augustus_masked-flattened_line_6-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.140&CDS=1-1710
1880	OG0001880	YJL166W	augustus_masked-flattened_line_2-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.80&CDS=1-282
1881	OG0001881	YJL167W	augustus_masked-flattened_line_2-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.58&CDS=1-1050
1882	OG0001882	YJL168C	augustus_masked-flattened_line_20-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.18&CDS=1-2094
1883	OG0001883	YJL171C	augustus_masked-flattened_line_8-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.95&CDS=1-1143
1884	OG0001884	YJL176C	augustus_masked-flattened_line_2-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.59&CDS=1-2352
1885	OG0001885	YJL179W	augustus_masked-flattened_line_0-processed-gene-9.246-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.246&CDS=1-357
1886	OG0001886	YJL180C	augustus_masked-flattened_line_0-processed-gene-9.204-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.204&CDS=1-1044
1887	OG0001887	YJL183W	genemark-flattened_line_0-processed-gene-9.107-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.107&CDS=1-1260
1888	OG0001888	YJL187C	augustus_masked-flattened_line_14-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.66&CDS=1-2805
1889	OG0001889	YJL189W	genemark-flattened_line_2-processed-gene-6.92-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.92&CDS=1-150
1890	OG0001890	YJL194W	augustus_masked-flattened_line_8-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.118&CDS=1-1473
1891	OG0001891	YJL197W	augustus_masked-flattened_line_14-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.65&CDS=1-3798
1892	OG0001892	YJL201W	genemark-flattened_line_8-processed-gene-4.142-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.142&CDS=1-1719
1893	OG0001893	YJL204C	augustus_masked-flattened_line_10-processed-gene-5.162-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-5.162&CDS=1-2568
1894	OG0001894	YJL207C	snap_masked-flattened_line_38-processed-gene-0.193-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.193&CDS=1-6399
1895	OG0001895	YJL208C	augustus_masked-flattened_line_64-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.42&CDS=1-984
1896	OG0001896	YJL218W	augustus_masked-flattened_line_4-processed-gene-7.13-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.13&CDS=1-675
1897	OG0001897	YJR001W	augustus_masked-flattened_line_12-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.67&CDS=1-1761
1898	OG0001898	YJR002W	augustus_masked-flattened_line_8-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.96&CDS=1-1941
1899	OG0001899	YJR003C	augustus_masked-flattened_line_14-processed-gene-4.137-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-4.137&CDS=1-1419
1900	OG0001900	YJR005W	augustus_masked-flattened_line_56-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.113&CDS=1-2073
1901	OG0001901	YJR006W	augustus_masked-flattened_line_6-processed-gene-6.157-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.157&CDS=1-1401
1902	OG0001902	YJR007W	augustus_masked-flattened_line_56-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.95&CDS=1-900
