	OrthologID	Saccharomyces_cerevisiae	yHAB147_Kazachstania_taianensis
1310	OG0001310	YER107C	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.28&CDS=1-1089
1311	OG0001311	YER110C	genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.131-mRNA-1_1&gene=genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.131&CDS=1-3345
1312	OG0001312	YER112W	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.10&CDS=1-594
1313	OG0001313	YER113C	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.31&CDS=1-1935
1314	OG0001314	YER118C	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.33&CDS=1-1485
1315	OG0001315	YER119C	augustus_masked-NODE_9_length_388119_cov_51.2998_ID_17-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_9_length_388119_cov_51.2998_ID_17-processed-gene-2.14&CDS=1-1329
1316	OG0001316	YER120W	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.13&CDS=1-777
1317	OG0001317	YER122C	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.36&CDS=1-1485
1318	OG0001318	YER124C	augustus_masked-NODE_39_length_112502_cov_56.693_ID_77-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_39_length_112502_cov_56.693_ID_77-processed-gene-0.26&CDS=1-1533
1319	OG0001319	YER125W	augustus_masked-NODE_39_length_112502_cov_56.693_ID_77-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_39_length_112502_cov_56.693_ID_77-processed-gene-0.10&CDS=1-2424
1320	OG0001320	YER126C	augustus_masked-NODE_39_length_112502_cov_56.693_ID_77-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_39_length_112502_cov_56.693_ID_77-processed-gene-0.27&CDS=1-783
1321	OG0001321	YER127W	augustus_masked-NODE_39_length_112502_cov_56.693_ID_77-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_39_length_112502_cov_56.693_ID_77-processed-gene-0.11&CDS=1-1014
1322	OG0001322	YER128W	augustus_masked-NODE_39_length_112502_cov_56.693_ID_77-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_39_length_112502_cov_56.693_ID_77-processed-gene-0.12&CDS=1-645
1323	OG0001323	YER130C	augustus_masked-NODE_99_length_19948_cov_52.8898_ID_197-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_99_length_19948_cov_52.8898_ID_197-processed-gene-0.2&CDS=1-1230
1324	OG0001324	YER134C	augustus_masked-NODE_39_length_112502_cov_56.693_ID_77-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_39_length_112502_cov_56.693_ID_77-processed-gene-0.17&CDS=1-531
1325	OG0001325	YER136W	augustus_masked-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.61&CDS=1-1380
1326	OG0001326	YER137C	snap_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.31&CDS=1-525
1327	OG0001327	YER139C	augustus_masked-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.60&CDS=1-582
1328	OG0001328	YER140W	augustus_masked-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.73&CDS=1-1398
1329	OG0001329	YER141W	genemark-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.20&CDS=1-1548
1330	OG0001330	YER142C	augustus_masked-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.59&CDS=1-828
1331	OG0001331	YER143W	augustus_masked-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.71&CDS=1-1146
1332	OG0001332	YER145C	genemark-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.2&CDS=1-1245
1333	OG0001333	YER146W	augustus_masked-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.70&CDS=1-258
1334	OG0001334	YER147C	augustus_masked-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.57&CDS=1-1899
1335	OG0001335	YER148W	augustus_masked-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.69&CDS=1-765
1336	OG0001336	YER149C	augustus_masked-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.56&CDS=1-1296
1337	OG0001337	YER151C	genemark-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.21&CDS=1-2637
1338	OG0001338	YER152C	genemark-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.20&CDS=1-1344
1339	OG0001339	YER153C	augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.91&CDS=1-945
1340	OG0001340	YER154W	augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.107&CDS=1-1170
1341	OG0001341	YER155C	augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.90&CDS=1-5919
1342	OG0001342	YER156C	augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.89&CDS=1-1029
1343	OG0001343	YER157W	augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.106&CDS=1-2382
1344	OG0001344	YER158C	augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.88&CDS=1-2028
1345	OG0001345	YER159C	augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.87&CDS=1-432
1346	OG0001346	YER162C	augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.86&CDS=1-3966
1347	OG0001347	YER164W	augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.105&CDS=1-4557
1348	OG0001348	YER165W	augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.104&CDS=1-1776
1349	OG0001349	YER168C	augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.85&CDS=1-1740
1350	OG0001350	YER169W	maker-NODE_37_length_119349_cov_51.1943_ID_73-snap-gene-0.42-mRNA-1_1&gene=maker-NODE_37_length_119349_cov_51.1943_ID_73-snap-gene-0.42&CDS=1-2814
1351	OG0001351	YER171W	maker-NODE_37_length_119349_cov_51.1943_ID_73-snap-gene-0.41-mRNA-1_1&gene=maker-NODE_37_length_119349_cov_51.1943_ID_73-snap-gene-0.41&CDS=1-2943
1352	OG0001352	YER172C	augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.84&CDS=1-6516
1353	OG0001353	YER173W	augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.98&CDS=1-2238
1354	OG0001354	YER175C	augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.82&CDS=1-936
1355	OG0001355	YER178W	augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.96&CDS=1-1284
1356	OG0001356	YER179W	augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.95&CDS=1-1005
1357	OG0001357	YER180C	snap_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_37_length_119349_cov_51.1943_ID_73-processed-gene-0.50&CDS=1-795
1358	OG0001358	YER182W	augustus_masked-NODE_5_length_452406_cov_49.1731_ID_9-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-NODE_5_length_452406_cov_49.1731_ID_9-processed-gene-3.126&CDS=1-747
1359	OG0001359	YER183C	augustus_masked-NODE_5_length_452406_cov_49.1731_ID_9-processed-gene-3.160-mRNA-1_1&gene=augustus_masked-NODE_5_length_452406_cov_49.1731_ID_9-processed-gene-3.160&CDS=1-672
1360	OG0001360	YFL001W	augustus_masked-NODE_66_length_67494_cov_53.9163_ID_131-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_66_length_67494_cov_53.9163_ID_131-processed-gene-0.23&CDS=1-1350
1361	OG0001361	YFL002C	augustus_masked-NODE_41_length_105317_cov_49.3291_ID_81-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_41_length_105317_cov_49.3291_ID_81-processed-gene-0.156&CDS=1-1860
1362	OG0001362	YFL003C	genemark-NODE_94_length_25034_cov_51.1957_ID_187-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_94_length_25034_cov_51.1957_ID_187-processed-gene-0.9&CDS=1-2076
1363	OG0001363	YFL004W	augustus_masked-NODE_94_length_25034_cov_51.1957_ID_187-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_94_length_25034_cov_51.1957_ID_187-processed-gene-0.12&CDS=1-2571
1364	OG0001364	YFL005W	genemark-NODE_66_length_67494_cov_53.9163_ID_131-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_66_length_67494_cov_53.9163_ID_131-processed-gene-0.63&CDS=1-624
1365	OG0001365	YFL007W	augustus_masked-NODE_66_length_67494_cov_53.9163_ID_131-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_66_length_67494_cov_53.9163_ID_131-processed-gene-0.33&CDS=1-5877
1366	OG0001366	YFL008W	snap_masked-NODE_29_length_141942_cov_48.375_ID_57-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_29_length_141942_cov_48.375_ID_57-processed-gene-0.51&CDS=1-3684
1367	OG0001367	YFL009W	augustus_masked-NODE_34_length_125862_cov_52.3629_ID_67-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_34_length_125862_cov_52.3629_ID_67-processed-gene-0.39&CDS=1-2139
1368	OG0001368	YFL010C	augustus_masked-NODE_41_length_105317_cov_49.3291_ID_81-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_41_length_105317_cov_49.3291_ID_81-processed-gene-0.122&CDS=1-516
1369	OG0001369	YFL013C	snap_masked-NODE_34_length_125862_cov_52.3629_ID_67-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_34_length_125862_cov_52.3629_ID_67-processed-gene-0.6&CDS=1-1950
1370	OG0001370	YFL014W	augustus_masked-NODE_34_length_125862_cov_52.3629_ID_67-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_34_length_125862_cov_52.3629_ID_67-processed-gene-0.61&CDS=1-360
1371	OG0001371	YFL016C	augustus_masked-NODE_34_length_125862_cov_52.3629_ID_67-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_34_length_125862_cov_52.3629_ID_67-processed-gene-0.41&CDS=1-1542
1372	OG0001372	YFL017C	augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.88&CDS=1-486
1373	OG0001373	YFL017W-A	augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.62&CDS=1-228
1374	OG0001374	YFL018C	augustus_masked-NODE_41_length_105317_cov_49.3291_ID_81-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-NODE_41_length_105317_cov_49.3291_ID_81-processed-gene-0.153&CDS=1-1527
1375	OG0001375	YFL022C	augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.86&CDS=1-1500
1376	OG0001376	YFL023W	augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.60&CDS=1-3672
1377	OG0001377	YFL024C	augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.85&CDS=1-2541
1378	OG0001378	YFL025C	augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.84&CDS=1-3072
1379	OG0001379	YFL026W	augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.59&CDS=1-1350
1380	OG0001380	YFL027C	augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.83&CDS=1-1533
1381	OG0001381	YFL028C	augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.82&CDS=1-843
1382	OG0001382	YFL029C	augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.81&CDS=1-1113
1383	OG0001383	YFL031W	snap_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.97&CDS=1-702
1384	OG0001384	YFL034C-B	augustus_masked-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-1.126&CDS=1-948
1385	OG0001385	YFL034W	augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_33_length_127725_cov_53.4273_ID_65-processed-gene-0.56&CDS=1-3243
1386	OG0001386	YFL036W	genemark-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-1.41&CDS=1-3870
1387	OG0001387	YFL037W	augustus_masked-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-1.146&CDS=1-1377
1388	OG0001388	YFL038C	augustus_masked-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-1.128&CDS=1-627
1389	OG0001389	YFL039C	augustus_masked-NODE_41_length_105317_cov_49.3291_ID_81-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_41_length_105317_cov_49.3291_ID_81-processed-gene-0.146&CDS=1-1125
1390	OG0001390	YFL041W	augustus_masked-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-1.149&CDS=1-1926
1391	OG0001391	YFL042C	augustus_masked-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-1.130&CDS=1-2400
1392	OG0001392	YFL044C	augustus_masked-NODE_41_length_105317_cov_49.3291_ID_81-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_41_length_105317_cov_49.3291_ID_81-processed-gene-0.143&CDS=1-861
1393	OG0001393	YFL045C	augustus_masked-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-1.131&CDS=1-762
1394	OG0001394	YFL047W	maker-NODE_17_length_204173_cov_50.8345_ID_33-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_17_length_204173_cov_50.8345_ID_33-augustus-gene-1.1&CDS=1-2778
1395	OG0001395	YFL048C	genemark-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-1.27&CDS=1-1311
1396	OG0001396	YFL049W	augustus_masked-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-1.153&CDS=1-1638
1397	OG0001397	YFR002W	genemark-NODE_66_length_67494_cov_53.9163_ID_131-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_66_length_67494_cov_53.9163_ID_131-processed-gene-0.53&CDS=1-2712
1398	OG0001398	YFR004W	augustus_masked-NODE_66_length_67494_cov_53.9163_ID_131-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_66_length_67494_cov_53.9163_ID_131-processed-gene-0.27&CDS=1-921
1399	OG0001399	YFR005C	snap_masked-NODE_66_length_67494_cov_53.9163_ID_131-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_66_length_67494_cov_53.9163_ID_131-processed-gene-0.16&CDS=1-1269
1400	OG0001400	YFR006W	augustus_masked-NODE_66_length_67494_cov_53.9163_ID_131-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_66_length_67494_cov_53.9163_ID_131-processed-gene-0.28&CDS=1-1503
1401	OG0001401	YFR007W	genemark-NODE_94_length_25034_cov_51.1957_ID_187-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_94_length_25034_cov_51.1957_ID_187-processed-gene-0.4&CDS=1-1038
1402	OG0001402	YFR009W	augustus_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.178&CDS=1-2256
1403	OG0001403	YFR010W	augustus_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.179&CDS=1-1500
1404	OG0001404	YFR011C	augustus_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.214-mRNA-1_1&gene=augustus_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.214&CDS=1-450
1405	OG0001405	YFR013W	augustus_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.209-mRNA-1_1&gene=augustus_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.209&CDS=1-2556
1406	OG0001406	YFR017C	augustus_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.177&CDS=1-747
1407	OG0001407	YFR018C	augustus_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.176&CDS=1-1002
1408	OG0001408	YFR019W	genemark-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.67&CDS=1-6450
1409	OG0001409	YFR027W	augustus_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.210-mRNA-1_1&gene=augustus_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.210&CDS=1-771
1410	OG0001410	YFR028C	genemark-NODE_28_length_166888_cov_52.9802_ID_55-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_28_length_166888_cov_52.9802_ID_55-processed-gene-0.23&CDS=1-1545
1411	OG0001411	YFR029W	augustus_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-NODE_21_length_190094_cov_51.4208_ID_41-processed-gene-0.180&CDS=1-1809
1412	OG0001412	YFR030W	augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-3.148&CDS=1-3003
1413	OG0001413	YFR031C	genemark-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-3.33-mRNA-1_1&gene=genemark-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-3.33&CDS=1-3510
1414	OG0001414	YFR032C	snap_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-3.89-mRNA-1_1&gene=snap_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-3.89&CDS=1-987
1415	OG0001415	YFR032C-A	maker-NODE_6_length_412999_cov_51.6042_ID_11-augustus-gene-3.0-mRNA-1_1&gene=maker-NODE_6_length_412999_cov_51.6042_ID_11-augustus-gene-3.0&CDS=1-501
1416	OG0001416	YFR034C	genemark-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-3.30-mRNA-1_1&gene=genemark-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-3.30&CDS=1-1470
1417	OG0001417	YFR038W	augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-3.147&CDS=1-2505
1418	OG0001418	YFR039C	snap_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.63&CDS=1-1008
1419	OG0001419	YFR041C	augustus_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.100&CDS=1-819
1420	OG0001420	YFR042W	augustus_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.84&CDS=1-624
1421	OG0001421	YFR043C	snap_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.65&CDS=1-690
1422	OG0001422	YFR044C	augustus_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.102&CDS=1-1494
1423	OG0001423	YFR045W	genemark-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.13&CDS=1-1005
1424	OG0001424	YFR046C	snap_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.67&CDS=1-1179
1425	OG0001425	YFR047C	augustus_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.104&CDS=1-885
1426	OG0001426	YFR048W	augustus_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.87&CDS=1-1620
1427	OG0001427	YFR049W	augustus_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.89&CDS=1-441
1428	OG0001428	YFR050C	genemark-NODE_15_length_232496_cov_50.2277_ID_29-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_15_length_232496_cov_50.2277_ID_29-processed-gene-0.39&CDS=1-795
1429	OG0001429	YFR051C	augustus_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_53_length_79654_cov_47.3453_ID_105-processed-gene-0.107&CDS=1-1683
