	OrthologID	Candida_glabrata	Saccharomyces_cerevisiae
1782	OG0001782	snap_masked-CR380953-processed-gene-7.137-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-7.137&CDS=1-813	YLR243W
1783	OG0001783	snap_masked-CR380953-processed-gene-7.119-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-7.119&CDS=1-384	YLR242C
1784	OG0001784	snap_masked-CR380953-processed-gene-8.2-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.2&CDS=1-2382	YLR241W
1785	OG0001785	snap_masked-CR380953-processed-gene-8.3-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.3&CDS=1-2667	YLR240W
1786	OG0001786	augustus_masked-CR380953-processed-gene-8.148-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-8.148&CDS=1-1353	YDR195W
1787	OG0001787	snap_masked-CR380953-processed-gene-8.1-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.1&CDS=1-969	YLR239C
1788	OG0001788	snap_masked-CR380953-processed-gene-8.41-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.41&CDS=1-1950	YLR234W
1789	OG0001789	snap_masked-CR380953-processed-gene-8.42-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.42&CDS=1-681	YIL118W
1790	OG0001790	augustus_masked-CR380953-processed-gene-8.155-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-8.155&CDS=1-2790	YIL119C
1791	OG0001791	snap_masked-CR380953-processed-gene-8.43-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.43&CDS=1-1746	YIL121W
1792	OG0001792	snap_masked-CR380953-processed-gene-8.44-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.44&CDS=1-1575	YIL122W
1793	OG0001793	snap_masked-CR380953-processed-gene-8.46-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.46&CDS=1-882	YIL124W
1794	OG0001794	snap_masked-CR380953-processed-gene-8.47-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.47&CDS=1-3033	YIL125W
1795	OG0001795	snap_masked-CR380953-processed-gene-8.8-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.8&CDS=1-606	YIL127C
1796	OG0001796	snap_masked-CR380953-processed-gene-8.50-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.50&CDS=1-3060	YIL128W
1797	OG0001797	snap_masked-CR380953-processed-gene-8.9-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.9&CDS=1-6999	YIL129C
1798	OG0001798	snap_masked-CR380953-processed-gene-8.52-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.52&CDS=1-867	YIL134W
1799	OG0001799	snap_masked-CR380953-processed-gene-8.12-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.12&CDS=1-1101	YOL018C
1800	OG0001800	augustus_masked-CR380953-processed-gene-8.201-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-8.201&CDS=1-1770	YOL019W
1801	OG0001801	snap_masked-CR380953-processed-gene-8.13-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.13&CDS=1-1083	YPL203W
1802	OG0001802	augustus_masked-CR380953-processed-gene-8.203-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-8.203&CDS=1-1467	YPL201C
1803	OG0001803	snap_masked-CR380953-processed-gene-8.15-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.15&CDS=1-813	YPL196W
1804	OG0001804	snap_masked-CR380953-processed-gene-8.16-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.16&CDS=1-2760	YPL195W
1805	OG0001805	augustus_masked-CR380953-processed-gene-8.164-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-8.164&CDS=1-1731	YPL194W
1806	OG0001806	augustus_masked-CR380953-processed-gene-8.165-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-8.165&CDS=1-1137	YPL193W
1807	OG0001807	snap_masked-CR380953-processed-gene-8.59-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.59&CDS=1-183	YPL189C-A
1808	OG0001808	snap_masked-CR380953-processed-gene-8.20-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.20&CDS=1-2301	YGR196C
1809	OG0001809	snap_masked-CR380953-processed-gene-8.60-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.60&CDS=1-738	YGR195W
1810	OG0001810	snap_masked-CR380953-processed-gene-8.21-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.21&CDS=1-1746	YGR194C
1811	OG0001811	augustus_masked-CR380953-processed-gene-8.169-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-8.169&CDS=1-1287	YGR193C
1812	OG0001812	snap_masked-CR380953-processed-gene-8.24-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.24&CDS=1-1356	YGR189C
1813	OG0001813	snap_masked-CR380953-processed-gene-8.61-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.61&CDS=1-4224	YOR191W
1814	OG0001814	snap_masked-CR380953-processed-gene-8.64-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.64&CDS=1-3624	YOR188W
1815	OG0001815	snap_masked-CR380953-processed-gene-8.65-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.65&CDS=1-1296	YOR187W
1816	OG0001816	snap_masked-CR380953-processed-gene-8.25-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.25&CDS=1-1164	YLR291C
1817	OG0001817	snap_masked-CR380953-processed-gene-8.67-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.67&CDS=1-1185	YOR184W
1818	OG0001818	snap_masked-CR380953-processed-gene-8.68-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.68&CDS=1-1920	YOR181W
1819	OG0001819	snap_masked-CR380953-processed-gene-8.27-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.27&CDS=1-4269	YLR278C
1820	OG0001820	augustus_masked-CR380953-processed-gene-8.176-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-8.176&CDS=1-2157	YPR175W
1821	OG0001821	snap_masked-CR380953-processed-gene-8.69-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.69&CDS=1-960	YPR176C
1822	OG0001822	augustus_masked-CR380953-processed-gene-8.177-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-8.177&CDS=1-1392	YPR178W
1823	OG0001823	snap_masked-CR380953-processed-gene-8.70-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.70&CDS=1-1932	YPR179C
1824	OG0001824	snap_masked-CR380953-processed-gene-8.30-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.30&CDS=1-1008	YPR180W
1825	OG0001825	snap_masked-CR380953-processed-gene-8.31-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.31&CDS=1-258	YPR182W
1826	OG0001826	snap_masked-CR380953-processed-gene-8.32-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.32&CDS=1-795	YPR183W
1827	OG0001827	snap_masked-CR380953-processed-gene-8.33-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.33&CDS=1-4584	YPR184W
1828	OG0001828	snap_masked-CR380953-processed-gene-8.34-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.34&CDS=1-1980	YPR185W
1829	OG0001829	snap_masked-CR380953-processed-gene-8.72-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.72&CDS=1-1182	YPR186C
1830	OG0001830	snap_masked-CR380953-processed-gene-8.35-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.35&CDS=1-477	YPR187W
1831	OG0001831	snap_masked-CR380953-processed-gene-8.73-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.73&CDS=1-477	YPR188C
1832	OG0001832	snap_masked-CR380953-processed-gene-8.36-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.36&CDS=1-4233	YPR189W
1833	OG0001833	snap_masked-CR380953-processed-gene-8.74-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.74&CDS=1-1998	YPR190C
1834	OG0001834	snap_masked-CR380953-processed-gene-8.37-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.37&CDS=1-1092	YPR191W
1835	OG0001835	snap_masked-CR380953-processed-gene-8.38-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-8.38&CDS=1-384	YDR529C
1836	OG0001836	augustus_masked-CR380954-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-0.13&CDS=1-1224	YLR459W
1837	OG0001837	augustus_masked-CR380954-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-0.1&CDS=1-1011	YLR457C
1838	OG0001838	snap_masked-CR380954-processed-gene-0.81-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-0.81&CDS=1-960	YLR455W
1839	OG0001839	snap_masked-CR380954-processed-gene-0.82-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-0.82&CDS=1-7905	YLR454W
1840	OG0001840	augustus_masked-CR380954-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-0.2&CDS=1-2715	YLR452C
1841	OG0001841	snap_masked-CR380954-processed-gene-0.83-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-0.83&CDS=1-2820	YLR451W
1842	OG0001842	snap_masked-CR380954-processed-gene-0.68-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-0.68&CDS=1-1206	YJR124C
1843	OG0001843	snap_masked-CR380954-processed-gene-0.85-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-0.85&CDS=1-675	YJR123W
1844	OG0001844	augustus_masked-CR380954-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-0.20&CDS=1-1491	YJR122W
1845	OG0001845	snap_masked-CR380954-processed-gene-0.87-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-0.87&CDS=1-1521	YJR121W
1846	OG0001846	snap_masked-CR380954-processed-gene-0.69-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-0.69&CDS=1-2211	YJR119C
1847	OG0001847	augustus_masked-CR380954-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-0.5&CDS=1-492	YJR118C
1848	OG0001848	snap_masked-CR380954-processed-gene-0.88-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-0.88&CDS=1-846	YJR116W
1849	OG0001849	snap_masked-CR380954-processed-gene-0.71-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-0.71&CDS=1-1359	YPL255W
1850	OG0001850	snap_masked-CR380954-processed-gene-0.72-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-0.72&CDS=1-1353	YPL254W
1851	OG0001851	snap_masked-CR380954-processed-gene-0.90-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-0.90&CDS=1-501	YPL252C
1852	OG0001852	snap_masked-CR380954-processed-gene-0.94-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-0.94&CDS=1-1539	YPL247C
1853	OG0001853	augustus_masked-CR380954-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-0.29&CDS=1-798	YPL246C
1854	OG0001854	snap_masked-CR380954-processed-gene-0.74-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-0.74&CDS=1-1308	YPL245W
1855	OG0001855	snap_masked-CR380954-processed-gene-0.95-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-0.95&CDS=1-1086	YPL244C
1856	OG0001856	snap_masked-CR380954-processed-gene-0.75-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-0.75&CDS=1-1788	YPL243W
1857	OG0001857	snap_masked-CR380954-processed-gene-1.4-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.4&CDS=1-4425	YPL242C
1858	OG0001858	augustus_masked-CR380954-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-1.56&CDS=1-942	YPL241C
1859	OG0001859	snap_masked-CR380954-processed-gene-1.0-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.0&CDS=1-744	YPL239W
1860	OG0001860	snap_masked-CR380954-processed-gene-1.1-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.1&CDS=1-744	YPL237W
1861	OG0001861	snap_masked-CR380954-processed-gene-1.6-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.6&CDS=1-1197	YPL236C
1862	OG0001862	snap_masked-CR380954-processed-gene-1.2-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.2&CDS=1-1428	YPL235W
1863	OG0001863	augustus_masked-CR380954-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-1.54&CDS=1-1032	YDR279W
1864	OG0001864	snap_masked-CR380954-processed-gene-1.7-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.7&CDS=1-1083	YDR282C
1865	OG0001865	augustus_masked-CR380954-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-1.75&CDS=1-918	YDR288W
1866	OG0001866	snap_masked-CR380954-processed-gene-1.28-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.28&CDS=1-885	YDR287W
1867	OG0001867	snap_masked-CR380954-processed-gene-1.8-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.8&CDS=1-360	YDR286C
1868	OG0001868	snap_masked-CR380954-processed-gene-1.29-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.29&CDS=1-2457	YDR285W
1869	OG0001869	snap_masked-CR380954-processed-gene-1.9-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.9&CDS=1-891	YDR284C
1870	OG0001870	snap_masked-CR380954-processed-gene-1.10-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.10&CDS=1-4944	YDR283C
1871	OG0001871	augustus_masked-CR380954-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-1.78&CDS=1-1176	YDR289C
1872	OG0001872	snap_masked-CR380954-processed-gene-1.11-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.11&CDS=1-3282	YDR291W
1873	OG0001873	snap_masked-CR380954-processed-gene-1.31-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.31&CDS=1-1815	YDR292C
1874	OG0001874	snap_masked-CR380954-processed-gene-1.32-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.32&CDS=1-3972	YDR293C
1875	OG0001875	snap_masked-CR380954-processed-gene-1.33-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.33&CDS=1-1695	YDR294C
1876	OG0001876	augustus_masked-CR380954-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-1.82&CDS=1-2142	YDR295C
1877	OG0001877	snap_masked-CR380954-processed-gene-1.12-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.12&CDS=1-603	YDR296W
1878	OG0001878	snap_masked-CR380954-processed-gene-1.13-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.13&CDS=1-1020	YDR297W
1879	OG0001879	snap_masked-CR380954-processed-gene-1.35-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.35&CDS=1-621	YDR298C
1880	OG0001880	snap_masked-CR380954-processed-gene-1.14-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.14&CDS=1-1566	YDR299W
1881	OG0001881	snap_masked-CR380954-processed-gene-1.15-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.15&CDS=1-4083	YDR301W
1882	OG0001882	snap_masked-CR380954-processed-gene-1.16-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.16&CDS=1-651	YDR302W
1883	OG0001883	augustus_masked-CR380954-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-1.85&CDS=1-2382	YDR303C
1884	OG0001884	snap_masked-CR380954-processed-gene-1.38-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.38&CDS=1-615	YDR304C
1885	OG0001885	snap_masked-CR380954-processed-gene-1.17-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.17&CDS=1-1113	YDR531W
1886	OG0001886	snap_masked-CR380954-processed-gene-1.39-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.39&CDS=1-1077	YDR532C
1887	OG0001887	snap_masked-CR380954-processed-gene-1.40-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.40&CDS=1-1281	YDR527W
1888	OG0001888	snap_masked-CR380954-processed-gene-1.41-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.41&CDS=1-222	YDR525W-A
1889	OG0001889	snap_masked-CR380954-processed-gene-1.18-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.18&CDS=1-1047	YDR524C
1890	OG0001890	snap_masked-CR380954-processed-gene-1.19-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.19&CDS=1-1563	YDR523C
1891	OG0001891	snap_masked-CR380954-processed-gene-1.21-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.21&CDS=1-2097	YDR520C
1892	OG0001892	snap_masked-CR380954-processed-gene-1.42-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.42&CDS=1-408	YDR519W
1893	OG0001893	snap_masked-CR380954-processed-gene-1.22-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.22&CDS=1-1212	YJR062C
1894	OG0001894	snap_masked-CR380954-processed-gene-1.46-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.46&CDS=1-1329	YJR060W
1895	OG0001895	snap_masked-CR380954-processed-gene-1.23-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.23&CDS=1-441	YJR058C
1896	OG0001896	augustus_masked-CR380954-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-1.95&CDS=1-660	YJR057W
1897	OG0001897	snap_masked-CR380954-processed-gene-1.24-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.24&CDS=1-612	YJR056C
1898	OG0001898	augustus_masked-CR380954-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-1.74&CDS=1-1428	YHR089C
1899	OG0001899	snap_masked-CR380954-processed-gene-1.49-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.49&CDS=1-882	YHR088W
1900	OG0001900	snap_masked-CR380954-processed-gene-1.50-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.50&CDS=1-387	YHR087W
1901	OG0001901	augustus_masked-CR380954-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-2.42&CDS=1-1647	YHR086W
1902	OG0001902	snap_masked-CR380954-processed-gene-2.79-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.79&CDS=1-993	YHR083W
1903	OG0001903	snap_masked-CR380954-processed-gene-2.80-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.80&CDS=1-591	YMR269W
1904	OG0001904	snap_masked-CR380954-processed-gene-2.81-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.81&CDS=1-1143	YMR268C
1905	OG0001905	snap_masked-CR380954-processed-gene-2.99-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.99&CDS=1-879	YMR267W
1906	OG0001906	snap_masked-CR380954-processed-gene-2.100-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.100&CDS=1-2754	YMR266W
1907	OG0001907	snap_masked-CR380954-processed-gene-2.82-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.82&CDS=1-1407	YMR265C
1908	OG0001908	augustus_masked-CR380954-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-2.64&CDS=1-1131	YMR263W
1909	OG0001909	snap_masked-CR380954-processed-gene-2.103-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.103&CDS=1-894	YMR262W
1910	OG0001910	snap_masked-CR380954-processed-gene-2.84-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.84&CDS=1-459	YMR260C
1911	OG0001911	snap_masked-CR380954-processed-gene-2.85-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.85&CDS=1-4248	YMR259C
1912	OG0001912	augustus_masked-CR380954-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-2.51&CDS=1-1653	YMR258C
1913	OG0001913	snap_masked-CR380954-processed-gene-2.87-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.87&CDS=1-2406	YMR257C
1914	OG0001914	snap_masked-CR380954-processed-gene-2.88-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.88&CDS=1-183	YMR256C
1915	OG0001915	snap_masked-CR380954-processed-gene-2.90-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.90&CDS=1-321	YMR252C
1916	OG0001916	snap_masked-CR380954-processed-gene-2.105-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.105&CDS=1-1779	YMR250W
1917	OG0001917	snap_masked-CR380954-processed-gene-2.106-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.106&CDS=1-1218	YOL052C
1918	OG0001918	snap_masked-CR380954-processed-gene-2.91-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.91&CDS=1-4632	YMR247C
1919	OG0001919	snap_masked-CR380954-processed-gene-2.107-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.107&CDS=1-801	YKR060W
1920	OG0001920	snap_masked-CR380954-processed-gene-2.92-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.92&CDS=1-669	YLR165C
1921	OG0001921	snap_masked-CR380954-processed-gene-2.93-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.93&CDS=1-1395	YLR163C
1922	OG0001922	snap_masked-CR380954-processed-gene-2.109-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.109&CDS=1-3657	YJL074C
1923	OG0001923	snap_masked-CR380954-processed-gene-2.95-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.95&CDS=1-1968	YJL073W
1924	OG0001924	snap_masked-CR380954-processed-gene-2.110-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.110&CDS=1-645	YJL072C
1925	OG0001925	snap_masked-CR380954-processed-gene-2.96-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.96&CDS=1-1698	YJL071W
1926	OG0001926	snap_masked-CR380954-processed-gene-2.111-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.111&CDS=1-2601	YJL070C
1927	OG0001927	snap_masked-CR380954-processed-gene-2.112-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.112&CDS=1-1830	YJL069C
1928	OG0001928	snap_masked-CR380954-processed-gene-2.114-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.114&CDS=1-1767	YGL095C
1929	OG0001929	snap_masked-CR380954-processed-gene-2.115-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.115&CDS=1-3279	YGL094C
1930	OG0001930	snap_masked-CR380954-processed-gene-2.98-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.98&CDS=1-2223	YGL093W
1931	OG0001931	snap_masked-CR380954-processed-gene-3.88-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.88&CDS=1-3849	YGL092W
1932	OG0001932	snap_masked-CR380954-processed-gene-3.91-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.91&CDS=1-1002	YGL091C
1933	OG0001933	snap_masked-CR380954-processed-gene-3.89-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.89&CDS=1-1107	YGL090W
1934	OG0001934	snap_masked-CR380954-processed-gene-3.93-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.93&CDS=1-417	YGL087C
1935	OG0001935	augustus_masked-CR380954-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-3.48&CDS=1-2385	YGL085W
1936	OG0001936	snap_masked-CR380954-processed-gene-3.113-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.113&CDS=1-1722	YGL084C
1937	OG0001937	snap_masked-CR380954-processed-gene-3.95-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.95&CDS=1-2349	YGL083W
1938	OG0001938	snap_masked-CR380954-processed-gene-3.96-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.96&CDS=1-2388	YPL190C
1939	OG0001939	snap_masked-CR380954-processed-gene-3.98-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.98&CDS=1-405	YGL080W
1940	OG0001940	snap_masked-CR380954-processed-gene-3.99-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.99&CDS=1-609	YGL079W
1941	OG0001941	snap_masked-CR380954-processed-gene-3.114-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.114&CDS=1-1620	YGL078C
1942	OG0001942	snap_masked-CR380954-processed-gene-3.115-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.115&CDS=1-1668	YGL077C
1943	OG0001943	snap_masked-CR380954-processed-gene-3.100-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.100&CDS=1-2118	YGL073W
1944	OG0001944	snap_masked-CR380954-processed-gene-3.117-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.117&CDS=1-366	YGL070C
1945	OG0001945	snap_masked-CR380954-processed-gene-3.102-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.102&CDS=1-528	YGL068W
1946	OG0001946	snap_masked-CR380954-processed-gene-3.118-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.118&CDS=1-1485	YPL204W
1947	OG0001947	augustus_masked-CR380954-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-3.61&CDS=1-2442	YLR250W
1948	OG0001948	snap_masked-CR380954-processed-gene-3.119-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.119&CDS=1-1440	YNL011C
1949	OG0001949	snap_masked-CR380954-processed-gene-3.105-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.105&CDS=1-723	YNL010W
1950	OG0001950	snap_masked-CR380954-processed-gene-3.107-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.107&CDS=1-1422	YLR175W
1951	OG0001951	snap_masked-CR380954-processed-gene-3.120-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.120&CDS=1-1047	YNL007C
1952	OG0001952	snap_masked-CR380954-processed-gene-3.108-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.108&CDS=1-909	YNL006W
1953	OG0001953	snap_masked-CR380954-processed-gene-3.121-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.121&CDS=1-3063	YLR176C
1954	OG0001954	snap_masked-CR380954-processed-gene-3.109-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.109&CDS=1-951	YNL002C
1955	OG0001955	snap_masked-CR380954-processed-gene-3.110-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.110&CDS=1-1095	YCL018W
1956	OG0001956	augustus_masked-CR380954-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-3.80&CDS=1-1482	YCL017C
1957	OG0001957	augustus_masked-CR380954-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-3.68&CDS=1-846	YNL003C
1958	OG0001958	snap_masked-CR380954-processed-gene-3.111-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.111&CDS=1-1104	YNL005C
1959	OG0001959	snap_masked-CR380954-processed-gene-3.125-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.125&CDS=1-900	YCL009C
1960	OG0001960	snap_masked-CR380954-processed-gene-3.126-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.126&CDS=1-1404	YCL008C
