	OrthologID	Ascoidea_rubescens	Saccharomyces_cerevisiae
1171	OG0001171	maker-scaffold_10-snap-gene-3.48-mRNA-1_1&gene=maker-scaffold_10-snap-gene-3.48&CDS=1-3009	YPR022C
1172	OG0001172	augustus_masked-scaffold_10-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-3.76&CDS=1-2304	YGL044C
1173	OG0001173	genemark-scaffold_10-processed-gene-4.77-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.77&CDS=1-2718	YGL178W
1174	OG0001174	genemark-scaffold_10-processed-gene-4.79-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.79&CDS=1-411	YOL012C
1175	OG0001175	augustus_masked-scaffold_10-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-4.42&CDS=1-1035	YDL090C
1176	OG0001176	genemark-scaffold_10-processed-gene-4.84-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.84&CDS=1-699	YBL102W
1177	OG0001177	genemark-scaffold_10-processed-gene-4.122-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.122&CDS=1-1464	YOL067C
1178	OG0001178	genemark-scaffold_10-processed-gene-4.85-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.85&CDS=1-2709	YJL019W
1179	OG0001179	genemark-scaffold_10-processed-gene-4.123-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.123&CDS=1-2490	YBL086C
1180	OG0001180	genemark-scaffold_10-processed-gene-4.86-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.86&CDS=1-1209	YOL064C
1181	OG0001181	snap_masked-scaffold_10-processed-gene-4.188-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.188&CDS=1-2883	YLR382C
1182	OG0001182	augustus_masked-scaffold_10-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-4.11&CDS=1-3273	YKL073W
1183	OG0001183	genemark-scaffold_10-processed-gene-4.125-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.125&CDS=1-975	YGR262C
1184	OG0001184	genemark-scaffold_10-processed-gene-4.89-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.89&CDS=1-483	YOR103C
1185	OG0001185	genemark-scaffold_10-processed-gene-4.126-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.126&CDS=1-1107	YJL088W
1186	OG0001186	genemark-scaffold_10-processed-gene-4.127-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.127&CDS=1-1962	YDR536W
1187	OG0001187	maker-scaffold_10-snap-gene-4.70-mRNA-1_1&gene=maker-scaffold_10-snap-gene-4.70&CDS=1-2526	YLR127C
1188	OG0001188	genemark-scaffold_10-processed-gene-4.97-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.97&CDS=1-636	YDL201W
1189	OG0001189	snap_masked-scaffold_10-processed-gene-4.195-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-4.195&CDS=1-1878	YLR234W
1190	OG0001190	maker-scaffold_10-snap-gene-4.72-mRNA-1_1&gene=maker-scaffold_10-snap-gene-4.72&CDS=1-6174	YDR141C
1191	OG0001191	augustus_masked-scaffold_10-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-4.25&CDS=1-7449	YLL018C
1192	OG0001192	genemark-scaffold_10-processed-gene-4.104-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.104&CDS=1-2358	YDR109C
1193	OG0001193	genemark-scaffold_10-processed-gene-4.134-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.134&CDS=1-4200	YLR084C
1194	OG0001194	genemark-scaffold_10-processed-gene-4.108-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.108&CDS=1-1398	YOR272W
1195	OG0001195	genemark-scaffold_10-processed-gene-4.109-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.109&CDS=1-2703	YDR108W
1196	OG0001196	maker-scaffold_10-snap-gene-4.67-mRNA-1_1&gene=maker-scaffold_10-snap-gene-4.67&CDS=1-996	YER179W
1197	OG0001197	genemark-scaffold_10-processed-gene-4.137-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.137&CDS=1-1248	YDR105C
1198	OG0001198	genemark-scaffold_10-processed-gene-4.112-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.112&CDS=1-1110	YJR148W
1199	OG0001199	genemark-scaffold_10-processed-gene-4.138-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.138&CDS=1-2958	YLR129W
1200	OG0001200	genemark-scaffold_10-processed-gene-4.114-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.114&CDS=1-675	YER170W
1201	OG0001201	genemark-scaffold_10-processed-gene-4.139-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-4.139&CDS=1-5160	YGL173C
1202	OG0001202	genemark-scaffold_11-processed-gene-0.66-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.66&CDS=1-2829	YBR179C
1203	OG0001203	genemark-scaffold_11-processed-gene-0.84-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.84&CDS=1-1710	YMR313C
1204	OG0001204	genemark-scaffold_11-processed-gene-0.69-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.69&CDS=1-3606	YBL105C
1205	OG0001205	genemark-scaffold_11-processed-gene-0.85-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.85&CDS=1-3084	YMR288W
1206	OG0001206	genemark-scaffold_11-processed-gene-0.70-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.70&CDS=1-2019	YHR188C
1207	OG0001207	augustus_masked-scaffold_11-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-0.34&CDS=1-1758	YGR284C
1208	OG0001208	genemark-scaffold_11-processed-gene-0.86-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.86&CDS=1-1302	YGR285C
1209	OG0001209	genemark-scaffold_11-processed-gene-0.74-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.74&CDS=1-3594	YJL197W
1210	OG0001210	snap_masked-scaffold_11-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-0.22&CDS=1-2244	YJL012C
1211	OG0001211	genemark-scaffold_11-processed-gene-0.90-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.90&CDS=1-636	YMR311C
1212	OG0001212	genemark-scaffold_11-processed-gene-0.76-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.76&CDS=1-819	YMR314W
1213	OG0001213	genemark-scaffold_11-processed-gene-0.78-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.78&CDS=1-1935	YPL054W
1214	OG0001214	genemark-scaffold_11-processed-gene-0.92-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.92&CDS=1-873	YMR312W
1215	OG0001215	genemark-scaffold_11-processed-gene-0.79-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.79&CDS=1-855	YGL224C
1216	OG0001216	genemark-scaffold_11-processed-gene-0.80-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.80&CDS=1-4026	YKL215C
1217	OG0001217	genemark-scaffold_11-processed-gene-0.93-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.93&CDS=1-900	YFR041C
1218	OG0001218	genemark-scaffold_11-processed-gene-0.81-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.81&CDS=1-873	YGL232W
1219	OG0001219	snap_masked-scaffold_11-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-0.28&CDS=1-1443	YFR044C
1220	OG0001220	genemark-scaffold_11-processed-gene-1.78-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-1.78&CDS=1-2868	YLR166C
1221	OG0001221	genemark-scaffold_11-processed-gene-1.101-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-1.101&CDS=1-1269	YDL105W
1222	OG0001222	genemark-scaffold_11-processed-gene-1.83-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-1.83&CDS=1-1200	YPL101W
1223	OG0001223	genemark-scaffold_11-processed-gene-1.103-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-1.103&CDS=1-540	YLR168C
1224	OG0001224	snap_masked-scaffold_11-processed-gene-1.33-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-1.33&CDS=1-1257	YGR286C
1225	OG0001225	augustus_masked-scaffold_11-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-1.53&CDS=1-4845	YDR204W
1226	OG0001226	genemark-scaffold_11-processed-gene-1.105-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-1.105&CDS=1-1038	YLR239C
1227	OG0001227	augustus_masked-scaffold_11-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-1.68&CDS=1-1596	YDR182W
1228	OG0001228	genemark-scaffold_11-processed-gene-1.93-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-1.93&CDS=1-1560	YCR098C
1229	OG0001229	snap_masked-scaffold_11-processed-gene-1.38-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-1.38&CDS=1-2574	YDR188W
1230	OG0001230	augustus_masked-scaffold_11-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-1.57&CDS=1-6255	YLR246W
1231	OG0001231	genemark-scaffold_11-processed-gene-1.111-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-1.111&CDS=1-957	YLR165C
1232	OG0001232	genemark-scaffold_11-processed-gene-1.97-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-1.97&CDS=1-876	YDR175C
1233	OG0001233	maker-scaffold_11-snap-gene-1.6-mRNA-1_1&gene=maker-scaffold_11-snap-gene-1.6&CDS=1-1125	YDR174W
1234	OG0001234	augustus_masked-scaffold_11-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-1.60&CDS=1-6834	YGL156W
1235	OG0001235	genemark-scaffold_11-processed-gene-2.73-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.73&CDS=1-5136	YMR162C
1236	OG0001236	genemark-scaffold_11-processed-gene-2.71-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.71&CDS=1-426	YPR073C
1237	OG0001237	genemark-scaffold_11-processed-gene-2.88-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.88&CDS=1-867	YHR088W
1238	OG0001238	maker-scaffold_11-snap-gene-2.1-mRNA-1_1&gene=maker-scaffold_11-snap-gene-2.1&CDS=1-3378	YHR073W
1239	OG0001239	genemark-scaffold_11-processed-gene-2.76-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.76&CDS=1-1308	YGL143C
1240	OG0001240	genemark-scaffold_11-processed-gene-2.91-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.91&CDS=1-663	YMR077C
1241	OG0001241	snap_masked-scaffold_11-processed-gene-2.23-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.23&CDS=1-687	YLR178C
1242	OG0001242	genemark-scaffold_11-processed-gene-2.95-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.95&CDS=1-2949	YML020W
1243	OG0001243	snap_masked-scaffold_11-processed-gene-2.26-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.26&CDS=1-2868	YDL106C
1244	OG0001244	augustus_masked-scaffold_11-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-2.46&CDS=1-2286	YMR171C
1245	OG0001245	genemark-scaffold_11-processed-gene-2.80-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.80&CDS=1-1533	YGR046W
1246	OG0001246	genemark-scaffold_11-processed-gene-2.98-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.98&CDS=1-1356	YGL065C
1247	OG0001247	genemark-scaffold_11-processed-gene-2.81-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.81&CDS=1-4938	YLR014C
1248	OG0001248	genemark-scaffold_11-processed-gene-2.83-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.83&CDS=1-1653	YOR216C
1249	OG0001249	genemark-scaffold_11-processed-gene-2.103-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-2.103&CDS=1-5961	YGR170W
1250	OG0001250	snap_masked-scaffold_11-processed-gene-2.34-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.34&CDS=1-1080	YKL011C
1251	OG0001251	maker-scaffold_11-snap-gene-3.40-mRNA-1_1&gene=maker-scaffold_11-snap-gene-3.40&CDS=1-339	YGR181W
1252	OG0001252	genemark-scaffold_11-processed-gene-3.45-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.45&CDS=1-2232	YDR456W
1253	OG0001253	genemark-scaffold_11-processed-gene-3.63-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.63&CDS=1-834	YJR101W
1254	OG0001254	genemark-scaffold_11-processed-gene-3.64-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.64&CDS=1-1764	YML057W
1255	OG0001255	genemark-scaffold_11-processed-gene-3.65-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.65&CDS=1-462	YJR104C
1256	OG0001256	genemark-scaffold_11-processed-gene-3.48-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.48&CDS=1-936	YIL096C
1257	OG0001257	genemark-scaffold_11-processed-gene-3.70-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.70&CDS=1-1710	YMR063W
1258	OG0001258	genemark-scaffold_11-processed-gene-3.52-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.52&CDS=1-717	YBR164C
1259	OG0001259	maker-scaffold_11-snap-gene-3.38-mRNA-1_1&gene=maker-scaffold_11-snap-gene-3.38&CDS=1-4401	YPL115C
1260	OG0001260	genemark-scaffold_11-processed-gene-3.71-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.71&CDS=1-2202	YGL022W
1261	OG0001261	genemark-scaffold_11-processed-gene-3.55-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.55&CDS=1-2370	YPL116W
1262	OG0001262	genemark-scaffold_11-processed-gene-3.56-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.56&CDS=1-615	YJR069C
1263	OG0001263	genemark-scaffold_11-processed-gene-3.57-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.57&CDS=1-1530	YGR202C
1264	OG0001264	genemark-scaffold_11-processed-gene-3.75-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.75&CDS=1-1179	YGR247W
1265	OG0001265	genemark-scaffold_11-processed-gene-3.58-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.58&CDS=1-834	YLR126C
1266	OG0001266	genemark-scaffold_11-processed-gene-3.76-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.76&CDS=1-1509	YHR070W
1267	OG0001267	genemark-scaffold_11-processed-gene-3.60-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.60&CDS=1-1074	YHR069C
1268	OG0001268	genemark-scaffold_11-processed-gene-3.77-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.77&CDS=1-2769	YGR261C
1269	OG0001269	maker-scaffold_11-snap-gene-3.39-mRNA-1_1&gene=maker-scaffold_11-snap-gene-3.39&CDS=1-3087	YGR188C
1270	OG0001270	genemark-scaffold_11-processed-gene-4.168-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-4.168&CDS=1-327	YGR203W
1271	OG0001271	genemark-scaffold_11-processed-gene-4.167-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-4.167&CDS=1-1686	YJL014W
1272	OG0001272	genemark-scaffold_11-processed-gene-4.208-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-4.208&CDS=1-1074	YFR043C
1273	OG0001273	genemark-scaffold_11-processed-gene-4.177-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-4.177&CDS=1-1272	YGR187C
1274	OG0001274	genemark-scaffold_11-processed-gene-4.214-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-4.214&CDS=1-4527	YKL101W
1275	OG0001275	snap_masked-scaffold_11-processed-gene-4.15-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-4.15&CDS=1-3099	YGL167C
1276	OG0001276	genemark-scaffold_11-processed-gene-4.217-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-4.217&CDS=1-1260	YBL032W
1277	OG0001277	genemark-scaffold_11-processed-gene-4.182-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-4.182&CDS=1-279	YKL053C-A
1278	OG0001278	genemark-scaffold_11-processed-gene-4.184-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-4.184&CDS=1-1161	YDR411C
1279	OG0001279	maker-scaffold_11-snap-gene-4.154-mRNA-1_1&gene=maker-scaffold_11-snap-gene-4.154&CDS=1-2226	YPL109C
1280	OG0001280	snap_masked-scaffold_11-processed-gene-4.21-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-4.21&CDS=1-3927	YOR195W
1281	OG0001281	snap_masked-scaffold_11-processed-gene-4.22-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-4.22&CDS=1-2046	YMR220W
1282	OG0001282	genemark-scaffold_11-processed-gene-4.224-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-4.224&CDS=1-1818	YHR005C-A
1283	OG0001283	genemark-scaffold_11-processed-gene-4.190-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-4.190&CDS=1-2376	YCR088W
1284	OG0001284	genemark-scaffold_11-processed-gene-4.225-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-4.225&CDS=1-1611	YMR297W
1285	OG0001285	genemark-scaffold_11-processed-gene-4.191-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-4.191&CDS=1-1584	YOR198C
1286	OG0001286	genemark-scaffold_11-processed-gene-4.226-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-4.226&CDS=1-1254	YGR244C
1287	OG0001287	maker-scaffold_11-snap-gene-4.155-mRNA-1_1&gene=maker-scaffold_11-snap-gene-4.155&CDS=1-243	YGR183C
1288	OG0001288	genemark-scaffold_11-processed-gene-4.230-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-4.230&CDS=1-756	YGR195W
1289	OG0001289	augustus_masked-scaffold_11-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-4.113&CDS=1-5448	YDR301W
1290	OG0001290	maker-scaffold_11-augustus-gene-4.80-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-4.80&CDS=1-1587	YGR251W
1291	OG0001291	genemark-scaffold_11-processed-gene-4.202-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-4.202&CDS=1-1299	YDL097C
1292	OG0001292	snap_masked-scaffold_11-processed-gene-4.37-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-4.37&CDS=1-2523	YMR154C
1293	OG0001293	snap_masked-scaffold_11-processed-gene-4.68-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-4.68&CDS=1-1056	YLR059C
1294	OG0001294	snap_masked-scaffold_11-processed-gene-4.69-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-4.69&CDS=1-1710	YKL144C
1295	OG0001295	genemark-scaffold_11-processed-gene-4.235-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-4.235&CDS=1-936	YDL119C
1296	OG0001296	maker-scaffold_11-snap-gene-4.157-mRNA-1_1&gene=maker-scaffold_11-snap-gene-4.157&CDS=1-1332	YLR242C
1297	OG0001297	genemark-scaffold_11-processed-gene-4.205-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-4.205&CDS=1-840	YDR007W
1298	OG0001298	augustus_masked-scaffold_11-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-4.142&CDS=1-2907	YNL085W
1299	OG0001299	genemark-scaffold_12-processed-gene-0.2-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.2&CDS=1-417	YGL087C
1300	OG0001300	genemark-scaffold_12-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.12&CDS=1-1800	YNR038W
1301	OG0001301	maker-scaffold_12-snap-gene-0.34-mRNA-1_1&gene=maker-scaffold_12-snap-gene-0.34&CDS=1-2745	YPR054W
1302	OG0001302	genemark-scaffold_12-processed-gene-0.14-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.14&CDS=1-2007	YHR202W
1303	OG0001303	augustus_masked-scaffold_12-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-0.48&CDS=1-5112	YJR138W
1304	OG0001304	snap_masked-scaffold_12-processed-gene-0.81-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-0.81&CDS=1-4110	YKL188C
1305	OG0001305	snap_masked-scaffold_12-processed-gene-0.82-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-0.82&CDS=1-15840	YLL021W
1306	OG0001306	genemark-scaffold_12-processed-gene-0.17-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.17&CDS=1-996	YJR142W
1307	OG0001307	augustus_masked-scaffold_12-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-0.49&CDS=1-516	YHR175W
1308	OG0001308	maker-scaffold_12-snap-gene-0.35-mRNA-1_1&gene=maker-scaffold_12-snap-gene-0.35&CDS=1-3657	YKL092C
1309	OG0001309	augustus_masked-scaffold_12-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-0.51&CDS=1-3678	YOR209C
1310	OG0001310	genemark-scaffold_12-processed-gene-0.11-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-0.11&CDS=1-2337	YPL043W
1311	OG0001311	genemark-scaffold_12-processed-gene-1.3-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.3&CDS=1-1590	YHL016C
1312	OG0001312	augustus_masked-scaffold_12-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-1.67&CDS=1-3912	YGR053C
1313	OG0001313	genemark-scaffold_12-processed-gene-1.15-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.15&CDS=1-2025	YGR052W
1314	OG0001314	genemark-scaffold_12-processed-gene-1.16-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.16&CDS=1-3927	YNL132W
1315	OG0001315	genemark-scaffold_12-processed-gene-1.5-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.5&CDS=1-3327	YHR124W
1316	OG0001316	augustus_masked-scaffold_12-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-1.84&CDS=1-1416	YLR163C
1317	OG0001317	augustus_masked-scaffold_12-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-1.73&CDS=1-3861	YGR042W
1318	OG0001318	maker-scaffold_12-snap-gene-1.29-mRNA-1_1&gene=maker-scaffold_12-snap-gene-1.29&CDS=1-210	YLL009C
1319	OG0001319	genemark-scaffold_12-processed-gene-1.19-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.19&CDS=1-2415	YLR403W
1320	OG0001320	genemark-scaffold_12-processed-gene-1.20-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.20&CDS=1-5865	YPL214C
1321	OG0001321	augustus_masked-scaffold_12-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-1.93&CDS=1-366	YFL014W
1322	OG0001322	augustus_masked-scaffold_12-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-1.79&CDS=1-597	YKL094W
1323	OG0001323	snap_masked-scaffold_12-processed-gene-2.84-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-2.84&CDS=1-3804	YBL063W
1324	OG0001324	genemark-scaffold_12-processed-gene-2.4-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.4&CDS=1-945	YDL114W
1325	OG0001325	genemark-scaffold_12-processed-gene-2.7-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.7&CDS=1-930	YDL047W
1326	OG0001326	genemark-scaffold_12-processed-gene-2.24-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.24&CDS=1-1116	YGR026W
1327	OG0001327	augustus_masked-scaffold_12-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-2.59&CDS=1-5109	YLL048C
1328	OG0001328	snap_masked-scaffold_12-processed-gene-2.96-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-2.96&CDS=1-1080	YFR007W
1329	OG0001329	snap_masked-scaffold_12-processed-gene-2.113-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-2.113&CDS=1-1851	YFR006W
1330	OG0001330	genemark-scaffold_12-processed-gene-2.14-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.14&CDS=1-1236	YDL128W
1331	OG0001331	genemark-scaffold_12-processed-gene-2.30-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.30&CDS=1-1326	YER061C
1332	OG0001332	genemark-scaffold_12-processed-gene-2.16-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.16&CDS=1-1629	YMR210W
1333	OG0001333	genemark-scaffold_12-processed-gene-2.32-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.32&CDS=1-780	YGR033C
1334	OG0001334	snap_masked-scaffold_12-processed-gene-3.70-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-3.70&CDS=1-3222	YFL013C
1335	OG0001335	genemark-scaffold_12-processed-gene-3.2-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.2&CDS=1-1485	YPR001W
1336	OG0001336	genemark-scaffold_12-processed-gene-3.16-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.16&CDS=1-2784	YMR302C
1337	OG0001337	genemark-scaffold_12-processed-gene-3.3-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.3&CDS=1-1722	YNL138W
1338	OG0001338	genemark-scaffold_12-processed-gene-3.4-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.4&CDS=1-1218	YDL226C
1339	OG0001339	genemark-scaffold_12-processed-gene-3.17-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.17&CDS=1-1107	YNL229C
1340	OG0001340	maker-scaffold_12-snap-gene-3.63-mRNA-1_1&gene=maker-scaffold_12-snap-gene-3.63&CDS=1-882	YPR183W
1341	OG0001341	maker-scaffold_12-snap-gene-3.64-mRNA-1_1&gene=maker-scaffold_12-snap-gene-3.64&CDS=1-8058	YIL129C
1342	OG0001342	genemark-scaffold_12-processed-gene-3.21-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.21&CDS=1-2265	YPL020C
1343	OG0001343	genemark-scaffold_12-processed-gene-3.22-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.22&CDS=1-2091	YLR055C
1344	OG0001344	genemark-scaffold_12-processed-gene-3.5-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.5&CDS=1-2265	YNL059C
1345	OG0001345	genemark-scaffold_12-processed-gene-3.23-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.23&CDS=1-1980	YNL061W
1346	OG0001346	genemark-scaffold_12-processed-gene-3.6-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.6&CDS=1-1452	YNL062C
1347	OG0001347	genemark-scaffold_12-processed-gene-3.24-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.24&CDS=1-960	YNL063W
