	OrthologID	Metschnikowia_bicuspidata	Saccharomyces_cerevisiae
1187	OG0001187	genemark-scaffold_1-processed-gene-44.69-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-44.69&CDS=1-1686	YLR044C
1188	OG0001188	genemark-scaffold_1-processed-gene-44.70-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-44.70&CDS=1-2268	YMR301C
1189	OG0001189	genemark-scaffold_1-processed-gene-44.87-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-44.87&CDS=1-2787	YIL137C
1190	OG0001190	snap_masked-scaffold_1-processed-gene-44.12-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-44.12&CDS=1-1443	YPL204W
1191	OG0001191	augustus_masked-scaffold_1-processed-gene-44.57-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-44.57&CDS=1-1413	YPL212C
1192	OG0001192	genemark-scaffold_1-processed-gene-44.73-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-44.73&CDS=1-543	YPL211W
1193	OG0001193	genemark-scaffold_1-processed-gene-44.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-44.89&CDS=1-1464	YGL129C
1194	OG0001194	genemark-scaffold_1-processed-gene-44.74-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-44.74&CDS=1-1635	YGL064C
1195	OG0001195	genemark-scaffold_1-processed-gene-44.75-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-44.75&CDS=1-1287	YGL067W
1196	OG0001196	genemark-scaffold_1-processed-gene-44.76-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-44.76&CDS=1-1128	YPL206C
1197	OG0001197	genemark-scaffold_1-processed-gene-44.77-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-44.77&CDS=1-966	YAL032C
1198	OG0001198	genemark-scaffold_1-processed-gene-45.40-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-45.40&CDS=1-972	YPL215W
1199	OG0001199	genemark-scaffold_1-processed-gene-45.42-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-45.42&CDS=1-2004	YPL210C
1200	OG0001200	genemark-scaffold_1-processed-gene-45.60-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-45.60&CDS=1-1152	YDR019C
1201	OG0001201	augustus_masked-scaffold_1-processed-gene-45.5-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-45.5&CDS=1-9738	YBL088C
1202	OG0001202	genemark-scaffold_1-processed-gene-45.47-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-45.47&CDS=1-1875	YPL184C
1203	OG0001203	genemark-scaffold_1-processed-gene-45.62-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-45.62&CDS=1-756	YGL098W
1204	OG0001204	genemark-scaffold_1-processed-gene-45.49-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-45.49&CDS=1-501	YER116C
1205	OG0001205	genemark-scaffold_1-processed-gene-45.50-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-45.50&CDS=1-759	YNL305C
1206	OG0001206	genemark-scaffold_1-processed-gene-45.64-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-45.64&CDS=1-1302	YDL007W
1207	OG0001207	genemark-scaffold_1-processed-gene-45.51-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-45.51&CDS=1-2160	YDR496C
1208	OG0001208	genemark-scaffold_1-processed-gene-45.52-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-45.52&CDS=1-3729	YGL156W
1209	OG0001209	maker-scaffold_1-augustus-gene-45.32-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-45.32&CDS=1-2880	YDR211W
1210	OG0001210	genemark-scaffold_1-processed-gene-45.55-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-45.55&CDS=1-1476	YGR175C
1211	OG0001211	genemark-scaffold_1-processed-gene-45.56-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-45.56&CDS=1-1239	YDL128W
1212	OG0001212	genemark-scaffold_1-processed-gene-45.67-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-45.67&CDS=1-1662	YDR212W
1213	OG0001213	genemark-scaffold_1-processed-gene-45.58-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-45.58&CDS=1-1308	YER061C
1214	OG0001214	augustus_masked-scaffold_1-processed-gene-45.18-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-45.18&CDS=1-2517	YDL149W
1215	OG0001215	snap_masked-scaffold_1-processed-gene-45.94-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-45.94&CDS=1-2442	YDL148C
1216	OG0001216	genemark-scaffold_1-processed-gene-45.71-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-45.71&CDS=1-687	YGR232W
1217	OG0001217	genemark-scaffold_1-processed-gene-46.66-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-46.66&CDS=1-834	YDL193W
1218	OG0001218	genemark-scaffold_1-processed-gene-46.71-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-46.71&CDS=1-594	YDL135C
1219	OG0001219	genemark-scaffold_1-processed-gene-46.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-46.91&CDS=1-2688	YJL092W
1220	OG0001220	augustus_masked-scaffold_1-processed-gene-46.43-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-46.43&CDS=1-1788	YHR151C
1221	OG0001221	genemark-scaffold_1-processed-gene-46.73-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-46.73&CDS=1-906	YGR231C
1222	OG0001222	snap_masked-scaffold_1-processed-gene-46.7-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-46.7&CDS=1-891	YCL009C
1223	OG0001223	genemark-scaffold_1-processed-gene-46.76-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-46.76&CDS=1-1731	YBR200W
1224	OG0001224	genemark-scaffold_1-processed-gene-46.78-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-46.78&CDS=1-1155	YLR105C
1225	OG0001225	genemark-scaffold_1-processed-gene-46.79-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-46.79&CDS=1-465	YER159C
1226	OG0001226	genemark-scaffold_1-processed-gene-46.80-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-46.80&CDS=1-2253	YDR109C
1227	OG0001227	augustus_masked-scaffold_1-processed-gene-46.51-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-46.51&CDS=1-3345	YBR162C
1228	OG0001228	genemark-scaffold_1-processed-gene-46.85-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-46.85&CDS=1-1011	YDL134C
1229	OG0001229	snap_masked-scaffold_1-processed-gene-46.22-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-46.22&CDS=1-2520	YDL185W
1230	OG0001230	maker-scaffold_1-snap-gene-46.36-mRNA-1_1&gene=maker-scaffold_1-snap-gene-46.36&CDS=1-1512	YDL183C
1231	OG0001231	genemark-scaffold_1-processed-gene-46.90-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-46.90&CDS=1-1155	YDL133W
1232	OG0001232	augustus_masked-scaffold_1-processed-gene-47.6-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-47.6&CDS=1-4284	YEL040W
1233	OG0001233	maker-scaffold_1-augustus-gene-47.68-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-47.68&CDS=1-5265	YDL145C
1234	OG0001234	genemark-scaffold_1-processed-gene-47.81-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-47.81&CDS=1-1719	YBR170C
1235	OG0001235	genemark-scaffold_1-processed-gene-47.82-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-47.82&CDS=1-2076	YPL106C
1236	OG0001236	maker-scaffold_1-snap-gene-47.1-mRNA-1_1&gene=maker-scaffold_1-snap-gene-47.1&CDS=1-2253	YMR216C
1237	OG0001237	genemark-scaffold_1-processed-gene-47.95-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-47.95&CDS=1-1644	YPL086C
1238	OG0001238	genemark-scaffold_1-processed-gene-47.84-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-47.84&CDS=1-867	YBR185C
1239	OG0001239	snap_masked-scaffold_1-processed-gene-47.59-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-47.59&CDS=1-1767	YMR013C
1240	OG0001240	genemark-scaffold_1-processed-gene-47.97-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-47.97&CDS=1-3195	YPL195W
1241	OG0001241	genemark-scaffold_1-processed-gene-47.98-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-47.98&CDS=1-2160	YIL108W
1242	OG0001242	augustus_masked-scaffold_1-processed-gene-47.16-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-47.16&CDS=1-1839	YBR223C
1243	OG0001243	genemark-scaffold_1-processed-gene-47.88-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-47.88&CDS=1-4350	YJL074C
1244	OG0001244	genemark-scaffold_1-processed-gene-47.100-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-47.100&CDS=1-1374	YDR023W
1245	OG0001245	maker-scaffold_1-snap-gene-47.2-mRNA-1_1&gene=maker-scaffold_1-snap-gene-47.2&CDS=1-1389	YDR030C
1246	OG0001246	genemark-scaffold_1-processed-gene-47.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-47.91&CDS=1-1035	YNL231C
1247	OG0001247	snap_masked-scaffold_1-processed-gene-48.1-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-48.1&CDS=1-909	YNL232W
1248	OG0001248	maker-scaffold_1-snap-gene-48.68-mRNA-1_1&gene=maker-scaffold_1-snap-gene-48.68&CDS=1-3342	YNL233W
1249	OG0001249	genemark-scaffold_1-processed-gene-48.73-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.73&CDS=1-1167	YNL234W
1250	OG0001250	genemark-scaffold_1-processed-gene-48.74-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.74&CDS=1-750	YGL123W
1251	OG0001251	genemark-scaffold_1-processed-gene-48.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.89&CDS=1-1530	YGL122C
1252	OG0001252	genemark-scaffold_1-processed-gene-48.75-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.75&CDS=1-1578	YIL142W
1253	OG0001253	genemark-scaffold_1-processed-gene-48.90-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.90&CDS=1-1668	YLL018C
1254	OG0001254	genemark-scaffold_1-processed-gene-48.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.91&CDS=1-1470	YOL049W
1255	OG0001255	genemark-scaffold_1-processed-gene-48.92-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.92&CDS=1-1188	YOL031C
1256	OG0001256	genemark-scaffold_1-processed-gene-48.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.93&CDS=1-447	YKR074W
1257	OG0001257	genemark-scaffold_1-processed-gene-48.96-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.96&CDS=1-843	YNL284C
1258	OG0001258	genemark-scaffold_1-processed-gene-48.99-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.99&CDS=1-2202	YHR072W
1259	OG0001259	genemark-scaffold_1-processed-gene-48.78-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.78&CDS=1-3540	YGR090W
1260	OG0001260	genemark-scaffold_1-processed-gene-48.80-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.80&CDS=1-999	YPR110C
1261	OG0001261	genemark-scaffold_1-processed-gene-48.100-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.100&CDS=1-636	YDL018C
1262	OG0001262	genemark-scaffold_1-processed-gene-48.101-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.101&CDS=1-951	YGR165W
1263	OG0001263	genemark-scaffold_1-processed-gene-48.81-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.81&CDS=1-1755	YDL017W
1264	OG0001264	snap_masked-scaffold_1-processed-gene-48.13-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-48.13&CDS=1-960	YKR081C
1265	OG0001265	genemark-scaffold_1-processed-gene-48.83-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.83&CDS=1-3468	YKR082W
1266	OG0001266	genemark-scaffold_1-processed-gene-48.103-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.103&CDS=1-309	YKR083C
1267	OG0001267	maker-scaffold_1-augustus-gene-48.110-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-48.110&CDS=1-1119	YOR074C
1268	OG0001268	snap_masked-scaffold_1-processed-gene-48.16-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-48.16&CDS=1-4290	YIL031W
1269	OG0001269	genemark-scaffold_1-processed-gene-48.86-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.86&CDS=1-1395	YBL098W
1270	OG0001270	genemark-scaffold_1-processed-gene-48.87-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-48.87&CDS=1-1257	YIL022W
1271	OG0001271	genemark-scaffold_1-processed-gene-49.3-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-49.3&CDS=1-1350	YER122C
1272	OG0001272	maker-scaffold_1-augustus-gene-49.1-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-49.1&CDS=1-1851	YBR026C
1273	OG0001273	genemark-scaffold_1-processed-gene-49.7-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-49.7&CDS=1-1968	YIR027C
1274	OG0001274	genemark-scaffold_1-processed-gene-49.8-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-49.8&CDS=1-474	YDR512C
1275	OG0001275	augustus_masked-scaffold_1-processed-gene-49.58-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-49.58&CDS=1-666	YIL118W
1276	OG0001276	snap_masked-scaffold_1-processed-gene-49.73-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-49.73&CDS=1-1929	YDR398W
1277	OG0001277	genemark-scaffold_1-processed-gene-49.10-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-49.10&CDS=1-1584	YOR149C
1278	OG0001278	genemark-scaffold_1-processed-gene-49.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-49.27&CDS=1-1233	YDR394W
1279	OG0001279	genemark-scaffold_1-processed-gene-49.12-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-49.12&CDS=1-2772	YGR100W
1280	OG0001280	snap_masked-scaffold_1-processed-gene-49.77-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-49.77&CDS=1-2385	YHR204W
1281	OG0001281	genemark-scaffold_1-processed-gene-49.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-49.14&CDS=1-1113	YJR148W
1282	OG0001282	genemark-scaffold_1-processed-gene-49.29-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-49.29&CDS=1-1020	YKL189W
1283	OG0001283	snap_masked-scaffold_1-processed-gene-49.79-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-49.79&CDS=1-1638	YLR417W
1284	OG0001284	snap_masked-scaffold_1-processed-gene-49.80-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-49.80&CDS=1-2175	YHL016C
1285	OG0001285	snap_masked-scaffold_1-processed-gene-49.81-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-49.81&CDS=1-5463	YBR208C
1286	OG0001286	augustus_masked-scaffold_1-processed-gene-49.62-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-49.62&CDS=1-1584	YPR007C
1287	OG0001287	genemark-scaffold_1-processed-gene-49.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-49.19&CDS=1-576	YDL046W
1288	OG0001288	genemark-scaffold_1-processed-gene-49.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-49.31&CDS=1-2916	YGR125W
1289	OG0001289	genemark-scaffold_1-processed-gene-49.22-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-49.22&CDS=1-2286	YAR014C
1290	OG0001290	genemark-scaffold_1-processed-gene-49.23-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-49.23&CDS=1-2790	YBR017C
1291	OG0001291	genemark-scaffold_1-processed-gene-49.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-49.24&CDS=1-3462	YJR109C
1292	OG0001292	genemark-scaffold_1-processed-gene-49.33-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-49.33&CDS=1-876	YBL050W
1293	OG0001293	genemark-scaffold_1-processed-gene-49.25-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-49.25&CDS=1-588	YJR112W
1294	OG0001294	genemark-scaffold_1-processed-gene-49.34-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-49.34&CDS=1-930	YDR337W
1295	OG0001295	snap_masked-scaffold_1-processed-gene-50.56-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-50.56&CDS=1-1641	YKR034W
1296	OG0001296	genemark-scaffold_1-processed-gene-50.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-50.24&CDS=1-984	YBR141C
1297	OG0001297	genemark-scaffold_1-processed-gene-50.8-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-50.8&CDS=1-2460	YBR142W
1298	OG0001298	genemark-scaffold_1-processed-gene-50.25-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-50.25&CDS=1-1308	YBR143C
1299	OG0001299	genemark-scaffold_1-processed-gene-50.9-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-50.9&CDS=1-3273	YOL145C
1300	OG0001300	genemark-scaffold_1-processed-gene-50.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-50.26&CDS=1-522	YOL146W
1301	OG0001301	genemark-scaffold_1-processed-gene-50.10-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-50.10&CDS=1-744	YBR261C
1302	OG0001302	genemark-scaffold_1-processed-gene-50.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-50.11&CDS=1-1359	YKL027W
1303	OG0001303	genemark-scaffold_1-processed-gene-50.12-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-50.12&CDS=1-630	YGR147C
1304	OG0001304	snap_masked-scaffold_1-processed-gene-50.74-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-50.74&CDS=1-1146	YHR002W
1305	OG0001305	genemark-scaffold_1-processed-gene-50.15-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-50.15&CDS=1-1890	YJR053W
1306	OG0001306	genemark-scaffold_1-processed-gene-50.16-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-50.16&CDS=1-1089	YML048W
1307	OG0001307	genemark-scaffold_1-processed-gene-50.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-50.17&CDS=1-2301	YER091C
1308	OG0001308	genemark-scaffold_1-processed-gene-50.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-50.18&CDS=1-1089	YBL058W
1309	OG0001309	genemark-scaffold_1-processed-gene-50.20-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-50.20&CDS=1-1446	YER090W
1310	OG0001310	genemark-scaffold_1-processed-gene-51.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.89&CDS=1-1584	YBL054W
1311	OG0001311	genemark-scaffold_1-processed-gene-51.92-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.92&CDS=1-633	YBL057C
1312	OG0001312	genemark-scaffold_1-processed-gene-51.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.91&CDS=1-1251	YGR229C
1313	OG0001313	snap_masked-scaffold_1-processed-gene-51.4-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-51.4&CDS=1-1338	YGR227W
1314	OG0001314	genemark-scaffold_1-processed-gene-51.95-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.95&CDS=1-1827	YGR225W
1315	OG0001315	genemark-scaffold_1-processed-gene-51.96-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.96&CDS=1-1035	YGR163W
1316	OG0001316	genemark-scaffold_1-processed-gene-51.99-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.99&CDS=1-678	YER004W
1317	OG0001317	genemark-scaffold_1-processed-gene-51.101-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.101&CDS=1-1767	YMR120C
1318	OG0001318	genemark-scaffold_1-processed-gene-51.102-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.102&CDS=1-1992	YOR254C
1319	OG0001319	genemark-scaffold_1-processed-gene-51.121-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.121&CDS=1-522	YOR253W
1320	OG0001320	genemark-scaffold_1-processed-gene-51.103-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.103&CDS=1-450	YPL170W
1321	OG0001321	genemark-scaffold_1-processed-gene-51.104-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.104&CDS=1-1797	YPL169C
1322	OG0001322	augustus_masked-scaffold_1-processed-gene-51.60-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-51.60&CDS=1-1305	YPL175W
1323	OG0001323	snap_masked-scaffold_1-processed-gene-51.36-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-51.36&CDS=1-2625	YPL174C
1324	OG0001324	genemark-scaffold_1-processed-gene-51.123-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.123&CDS=1-1320	YOR259C
1325	OG0001325	genemark-scaffold_1-processed-gene-51.108-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.108&CDS=1-1428	YOR260W
1326	OG0001326	genemark-scaffold_1-processed-gene-51.124-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.124&CDS=1-717	YJR056C
1327	OG0001327	augustus_masked-scaffold_1-processed-gene-51.63-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-51.63&CDS=1-2454	YLR268W
1328	OG0001328	genemark-scaffold_1-processed-gene-51.125-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.125&CDS=1-738	YHR038W
1329	OG0001329	genemark-scaffold_1-processed-gene-51.126-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.126&CDS=1-1098	YHR085W
1330	OG0001330	genemark-scaffold_1-processed-gene-51.111-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.111&CDS=1-1374	YHR036W
1331	OG0001331	genemark-scaffold_1-processed-gene-51.112-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.112&CDS=1-1998	YOR273C
1332	OG0001332	augustus_masked-scaffold_1-processed-gene-51.82-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-51.82&CDS=1-2886	YBR281C
1333	OG0001333	augustus_masked-scaffold_1-processed-gene-51.67-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-51.67&CDS=1-1818	YJL100W
1334	OG0001334	augustus_masked-scaffold_1-processed-gene-51.84-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-51.84&CDS=1-975	YEL029C
1335	OG0001335	genemark-scaffold_1-processed-gene-51.114-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.114&CDS=1-762	YFL031W
1336	OG0001336	augustus_masked-scaffold_1-processed-gene-51.85-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-51.85&CDS=1-4632	YPL167C
1337	OG0001337	genemark-scaffold_1-processed-gene-51.115-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.115&CDS=1-1740	YJL128C
1338	OG0001338	genemark-scaffold_1-processed-gene-51.116-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-51.116&CDS=1-1023	YNR035C
1339	OG0001339	snap_masked-scaffold_1-processed-gene-51.44-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-51.44&CDS=1-522	YNR036C
1340	OG0001340	maker-scaffold_1-augustus-gene-52.4-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-52.4&CDS=1-2823	YHR142W
1341	OG0001341	augustus_masked-scaffold_1-processed-gene-52.80-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-52.80&CDS=1-6972	YOR087W
1342	OG0001342	maker-scaffold_1-augustus-gene-52.1-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-52.1&CDS=1-3444	YOR069W
1343	OG0001343	augustus_masked-scaffold_1-processed-gene-52.109-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-52.109&CDS=1-4110	YBR173C
1344	OG0001344	genemark-scaffold_1-processed-gene-52.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-52.19&CDS=1-963	YDL014W
1345	OG0001345	genemark-scaffold_1-processed-gene-52.21-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-52.21&CDS=1-1944	YIL155C
1346	OG0001346	augustus_masked-scaffold_1-processed-gene-52.112-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-52.112&CDS=1-2256	YPR131C
1347	OG0001347	genemark-scaffold_1-processed-gene-52.48-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-52.48&CDS=1-2643	YPR135W
1348	OG0001348	snap_masked-scaffold_1-processed-gene-52.158-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-52.158&CDS=1-1014	YER095W
1349	OG0001349	snap_masked-scaffold_1-processed-gene-52.159-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-52.159&CDS=1-2754	YBL066C
1350	OG0001350	snap_masked-scaffold_1-processed-gene-52.161-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-52.161&CDS=1-2820	YGL201C
1351	OG0001351	genemark-scaffold_1-processed-gene-52.28-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-52.28&CDS=1-900	YLR208W
1352	OG0001352	snap_masked-scaffold_1-processed-gene-52.194-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-52.194&CDS=1-930	YLR209C
1353	OG0001353	maker-scaffold_1-augustus-gene-52.6-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-52.6&CDS=1-1860	YDR268W
1354	OG0001354	genemark-scaffold_1-processed-gene-52.29-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-52.29&CDS=1-1164	YDR267C
1355	OG0001355	genemark-scaffold_1-processed-gene-52.55-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-52.55&CDS=1-960	YDR353W
1356	OG0001356	genemark-scaffold_1-processed-gene-52.30-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-52.30&CDS=1-462	YJR104C
1357	OG0001357	genemark-scaffold_1-processed-gene-52.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-52.31&CDS=1-1950	YDR311W
1358	OG0001358	genemark-scaffold_1-processed-gene-52.32-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-52.32&CDS=1-894	YHR088W
1359	OG0001359	snap_masked-scaffold_1-processed-gene-52.170-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-52.170&CDS=1-3696	YDR335W
1360	OG0001360	snap_masked-scaffold_1-processed-gene-52.202-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-52.202&CDS=1-1047	YIL110W
1361	OG0001361	snap_masked-scaffold_1-processed-gene-52.171-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-52.171&CDS=1-2922	YIL107C
1362	OG0001362	snap_masked-scaffold_1-processed-gene-52.173-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-52.173&CDS=1-1551	YDR034C
1363	OG0001363	augustus_masked-scaffold_1-processed-gene-52.122-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-52.122&CDS=1-3162	YML070W
