	OrthologID	Saccharomyces_cerevisiae	yHAB143_Kazachstania_siamensis
1823	OG0001823	YHL004W	augustus_masked-NODE_90_length_38886_cov_15.0083_ID_179-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_90_length_38886_cov_15.0083_ID_179-processed-gene-0.48&CDS=1-1155
1824	OG0001824	YHL008C	augustus_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.171&CDS=1-2097
1825	OG0001825	YHL009C	augustus_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.137&CDS=1-1227
1826	OG0001826	YHL010C	augustus_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.138&CDS=1-1908
1827	OG0001827	YHL011C	augustus_masked-NODE_6_length_218814_cov_14.6454_ID_11-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_6_length_218814_cov_14.6454_ID_11-processed-gene-0.63&CDS=1-960
1828	OG0001828	YHL013C	augustus_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.140&CDS=1-873
1829	OG0001829	YHL014C	augustus_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.141&CDS=1-1107
1830	OG0001830	YHL015W	augustus_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.174&CDS=1-357
1831	OG0001831	YHL016C	augustus_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.142&CDS=1-2214
1832	OG0001832	YHL018W	genemark-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.50&CDS=1-363
1833	OG0001833	YHL019C	augustus_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.144&CDS=1-1680
1834	OG0001834	YHL020C	genemark-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.22&CDS=1-1293
1835	OG0001835	YHL021C	augustus_masked-NODE_55_length_71145_cov_14.8727_ID_109-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_55_length_71145_cov_14.8727_ID_109-processed-gene-0.62&CDS=1-1389
1836	OG0001836	YHL022C	snap_masked-NODE_55_length_71145_cov_14.8727_ID_109-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_55_length_71145_cov_14.8727_ID_109-processed-gene-0.24&CDS=1-1089
1837	OG0001837	YHL023C	augustus_masked-NODE_92_length_37887_cov_15.649_ID_183-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_92_length_37887_cov_15.649_ID_183-processed-gene-0.3&CDS=1-2760
1838	OG0001838	YHL024W	maker-NODE_13_length_172444_cov_15.0082_ID_25-snap-gene-0.150-mRNA-1_1&gene=maker-NODE_13_length_172444_cov_15.0082_ID_25-snap-gene-0.150&CDS=1-1287
1839	OG0001839	YHL025W	snap_masked-NODE_92_length_37887_cov_15.649_ID_183-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_92_length_37887_cov_15.649_ID_183-processed-gene-0.30&CDS=1-1173
1840	OG0001840	YHL026C	augustus_masked-NODE_92_length_37887_cov_15.649_ID_183-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_92_length_37887_cov_15.649_ID_183-processed-gene-0.10&CDS=1-828
1841	OG0001841	YHL027W	augustus_masked-NODE_92_length_37887_cov_15.649_ID_183-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_92_length_37887_cov_15.649_ID_183-processed-gene-0.0&CDS=1-1734
1842	OG0001842	YHL029C	augustus_masked-NODE_92_length_37887_cov_15.649_ID_183-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_92_length_37887_cov_15.649_ID_183-processed-gene-0.9&CDS=1-2067
1843	OG0001843	YHL030W	augustus_masked-NODE_89_length_39340_cov_18.4173_ID_177-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_89_length_39340_cov_18.4173_ID_177-processed-gene-0.27&CDS=1-5646
1844	OG0001844	YHL031C	augustus_masked-NODE_89_length_39340_cov_18.4173_ID_177-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_89_length_39340_cov_18.4173_ID_177-processed-gene-0.17&CDS=1-672
1845	OG0001845	YHL032C	augustus_masked-NODE_89_length_39340_cov_18.4173_ID_177-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_89_length_39340_cov_18.4173_ID_177-processed-gene-0.18&CDS=1-2010
1846	OG0001846	YHL034C	augustus_masked-NODE_89_length_39340_cov_18.4173_ID_177-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_89_length_39340_cov_18.4173_ID_177-processed-gene-0.20&CDS=1-912
1847	OG0001847	YHL038C	snap_masked-NODE_89_length_39340_cov_18.4173_ID_177-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_89_length_39340_cov_18.4173_ID_177-processed-gene-0.6&CDS=1-1815
1848	OG0001848	YHL039W	augustus_masked-NODE_89_length_39340_cov_18.4173_ID_177-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_89_length_39340_cov_18.4173_ID_177-processed-gene-0.29&CDS=1-1713
1849	OG0001849	YHL040C	augustus_masked-NODE_89_length_39340_cov_18.4173_ID_177-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_89_length_39340_cov_18.4173_ID_177-processed-gene-0.22&CDS=1-1995
1850	OG0001850	YHR001W-A	augustus_masked-NODE_6_length_218814_cov_14.6454_ID_11-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_6_length_218814_cov_14.6454_ID_11-processed-gene-0.69&CDS=1-228
1851	OG0001851	YHR002W	augustus_masked-NODE_141_length_12910_cov_25.853_ID_281-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_141_length_12910_cov_25.853_ID_281-processed-gene-0.10&CDS=1-984
1852	OG0001852	YHR004C	snap_masked-NODE_141_length_12910_cov_25.853_ID_281-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_141_length_12910_cov_25.853_ID_281-processed-gene-0.2&CDS=1-1350
1853	OG0001853	YHR005C	augustus_masked-NODE_68_length_55897_cov_15.1004_ID_135-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_68_length_55897_cov_15.1004_ID_135-processed-gene-0.17&CDS=1-1386
1854	OG0001854	YHR005C-A	augustus_masked-NODE_68_length_55897_cov_15.1004_ID_135-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_68_length_55897_cov_15.1004_ID_135-processed-gene-0.18&CDS=1-282
1855	OG0001855	YHR007C	augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.110&CDS=1-1587
1856	OG0001856	YHR008C	augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.109&CDS=1-705
1857	OG0001857	YHR009C	augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.108&CDS=1-1149
1858	OG0001858	YHR011W	augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.134&CDS=1-2085
1859	OG0001859	YHR013C	augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_41_length_94332_cov_15.0299_ID_81-processed-gene-0.107&CDS=1-726
1860	OG0001860	YHR017W	augustus_masked-NODE_108_length_29628_cov_14.5397_ID_215-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_108_length_29628_cov_14.5397_ID_215-processed-gene-0.3&CDS=1-1164
1861	OG0001861	YHR018C	augustus_masked-NODE_108_length_29628_cov_14.5397_ID_215-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_108_length_29628_cov_14.5397_ID_215-processed-gene-0.11&CDS=1-1389
1862	OG0001862	YHR019C	augustus_masked-NODE_108_length_29628_cov_14.5397_ID_215-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_108_length_29628_cov_14.5397_ID_215-processed-gene-0.12&CDS=1-1665
1863	OG0001863	YHR020W	augustus_masked-NODE_108_length_29628_cov_14.5397_ID_215-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_108_length_29628_cov_14.5397_ID_215-processed-gene-0.4&CDS=1-2028
1864	OG0001864	YHR022C	augustus_masked-NODE_54_length_72570_cov_16.2819_ID_107-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_54_length_72570_cov_16.2819_ID_107-processed-gene-0.15&CDS=1-897
1865	OG0001865	YHR023W	augustus_masked-NODE_54_length_72570_cov_16.2819_ID_107-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_54_length_72570_cov_16.2819_ID_107-processed-gene-0.32&CDS=1-5601
1866	OG0001866	YHR024C	augustus_masked-NODE_54_length_72570_cov_16.2819_ID_107-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_54_length_72570_cov_16.2819_ID_107-processed-gene-0.14&CDS=1-1428
1867	OG0001867	YHR025W	augustus_masked-NODE_54_length_72570_cov_16.2819_ID_107-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_54_length_72570_cov_16.2819_ID_107-processed-gene-0.31&CDS=1-1107
1868	OG0001868	YHR026W	augustus_masked-NODE_54_length_72570_cov_16.2819_ID_107-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_54_length_72570_cov_16.2819_ID_107-processed-gene-0.30&CDS=1-657
1869	OG0001869	YHR027C	augustus_masked-NODE_54_length_72570_cov_16.2819_ID_107-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_54_length_72570_cov_16.2819_ID_107-processed-gene-0.13&CDS=1-2985
1870	OG0001870	YHR028C	augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-1.144&CDS=1-2589
1871	OG0001871	YHR029C	augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-1.145&CDS=1-879
1872	OG0001872	YHR030C	augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-1.146&CDS=1-1416
1873	OG0001873	YHR032W	augustus_masked-NODE_21_length_129772_cov_14.491_ID_41-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_21_length_129772_cov_14.491_ID_41-processed-gene-0.100&CDS=1-1842
1874	OG0001874	YHR034C	augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-0.102&CDS=1-981
1875	OG0001875	YHR036W	augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-0.116&CDS=1-1092
1876	OG0001876	YHR037W	augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-0.115&CDS=1-2415
1877	OG0001877	YHR039C	augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-0.100&CDS=1-1827
1878	OG0001878	YHR040W	genemark-NODE_162_length_9201_cov_15.8977_ID_323-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_162_length_9201_cov_15.8977_ID_323-processed-gene-0.7&CDS=1-1221
1879	OG0001879	YHR041C	snap_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-0.60&CDS=1-873
1880	OG0001880	YHR045W	augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-0.113&CDS=1-1704
1881	OG0001881	YHR046C	augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-0.96&CDS=1-879
1882	OG0001882	YHR048W	augustus_masked-NODE_21_length_129772_cov_14.491_ID_41-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_21_length_129772_cov_14.491_ID_41-processed-gene-0.67&CDS=1-1602
1883	OG0001883	YHR049W	augustus_masked-NODE_21_length_129772_cov_14.491_ID_41-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_21_length_129772_cov_14.491_ID_41-processed-gene-0.68&CDS=1-723
1884	OG0001884	YHR050W	augustus_masked-NODE_21_length_129772_cov_14.491_ID_41-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_21_length_129772_cov_14.491_ID_41-processed-gene-0.69&CDS=1-1761
1885	OG0001885	YHR051W	genemark-NODE_21_length_129772_cov_14.491_ID_41-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_21_length_129772_cov_14.491_ID_41-processed-gene-0.127&CDS=1-444
1886	OG0001886	YHR052W	augustus_masked-NODE_21_length_129772_cov_14.491_ID_41-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_21_length_129772_cov_14.491_ID_41-processed-gene-0.71&CDS=1-1077
1887	OG0001887	YHR058C	augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.41&CDS=1-870
1888	OG0001888	YHR059W	augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.31&CDS=1-351
1889	OG0001889	YHR060W	augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.32&CDS=1-441
1890	OG0001890	YHR062C	augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.43&CDS=1-873
1891	OG0001891	YHR063C	augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.45&CDS=1-1137
1892	OG0001892	YHR064C	augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.47&CDS=1-1614
1893	OG0001893	YHR065C	augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.48&CDS=1-2430
1894	OG0001894	YHR067W	augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.34&CDS=1-795
1895	OG0001895	YHR068W	augustus_masked-NODE_50_length_75985_cov_16.1389_ID_99-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_50_length_75985_cov_16.1389_ID_99-processed-gene-0.46&CDS=1-1176
1896	OG0001896	YHR069C	augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.49&CDS=1-1110
1897	OG0001897	YHR070W	augustus_masked-NODE_50_length_75985_cov_16.1389_ID_99-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_50_length_75985_cov_16.1389_ID_99-processed-gene-0.48&CDS=1-1434
1898	OG0001898	YHR071W	augustus_masked-NODE_50_length_75985_cov_16.1389_ID_99-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_50_length_75985_cov_16.1389_ID_99-processed-gene-0.49&CDS=1-726
1899	OG0001899	YHR072W	augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.24&CDS=1-2202
1900	OG0001900	YHR072W-A	snap_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_17_length_143620_cov_14.972_ID_33-processed-gene-0.66&CDS=1-180
1901	OG0001901	YHR073W	augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.25&CDS=1-2922
1902	OG0001902	YHR074W	augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.26&CDS=1-2142
1903	OG0001903	YHR075C	augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.35&CDS=1-2139
1904	OG0001904	YHR076W	genemark-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.3&CDS=1-1173
1905	OG0001905	YHR077C	maker-NODE_66_length_56428_cov_14.0454_ID_131-augustus-gene-0.20-mRNA-1_1&gene=maker-NODE_66_length_56428_cov_14.0454_ID_131-augustus-gene-0.20&CDS=1-3225
1906	OG0001906	YHR078W	augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.28&CDS=1-1362
1907	OG0001907	YHR079C	snap_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.58&CDS=1-3225
1908	OG0001908	YHR081W	augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.29&CDS=1-507
1909	OG0001909	YHR082C	augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.39&CDS=1-3156
1910	OG0001910	YHR087W	maker-NODE_66_length_56428_cov_14.0454_ID_131-augustus-gene-0.19-mRNA-1_1&gene=maker-NODE_66_length_56428_cov_14.0454_ID_131-augustus-gene-0.19&CDS=1-795
1911	OG0001911	YHR088W	augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.32&CDS=1-882
1912	OG0001912	YHR089C	augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.40&CDS=1-594
1913	OG0001913	YHR090C	augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.41&CDS=1-840
1914	OG0001914	YHR098C	augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_66_length_56428_cov_14.0454_ID_131-processed-gene-0.44&CDS=1-2844
1915	OG0001915	YHR099W	augustus_masked-NODE_75_length_50185_cov_14.8442_ID_149-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_75_length_50185_cov_14.8442_ID_149-processed-gene-0.53&CDS=1-11160
1916	OG0001916	YHR100C	genemark-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.196-mRNA-1_1&gene=genemark-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.196&CDS=1-555
1917	OG0001917	YHR101C	snap_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.44&CDS=1-894
1918	OG0001918	YHR102W	augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.151&CDS=1-3600
1919	OG0001919	YHR103W	augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.150&CDS=1-2547
1920	OG0001920	YHR104W	augustus_masked-NODE_71_length_53270_cov_15.3091_ID_141-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_71_length_53270_cov_15.3091_ID_141-processed-gene-0.38&CDS=1-978
1921	OG0001921	YHR105W	augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.149&CDS=1-582
1922	OG0001922	YHR107C	augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.120&CDS=1-1272
1923	OG0001923	YHR108W	augustus_masked-NODE_75_length_50185_cov_14.8442_ID_149-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_75_length_50185_cov_14.8442_ID_149-processed-gene-0.49&CDS=1-1779
1924	OG0001924	YHR110W	genemark-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.192-mRNA-1_1&gene=genemark-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.192&CDS=1-639
1925	OG0001925	YHR111W	augustus_masked-NODE_75_length_50185_cov_14.8442_ID_149-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_75_length_50185_cov_14.8442_ID_149-processed-gene-0.48&CDS=1-1308
1926	OG0001926	YHR112C	augustus_masked-NODE_75_length_50185_cov_14.8442_ID_149-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_75_length_50185_cov_14.8442_ID_149-processed-gene-0.38&CDS=1-1137
1927	OG0001927	YHR113W	augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.119&CDS=1-1422
1928	OG0001928	YHR114W	augustus_masked-NODE_105_length_31262_cov_14.3228_ID_209-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_105_length_31262_cov_14.3228_ID_209-processed-gene-0.46&CDS=1-1926
1929	OG0001929	YHR115C	augustus_masked-NODE_105_length_31262_cov_14.3228_ID_209-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_105_length_31262_cov_14.3228_ID_209-processed-gene-0.52&CDS=1-1356
1930	OG0001930	YHR118C	augustus_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.13&CDS=1-1332
1931	OG0001931	YHR120W	augustus_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.25&CDS=1-6366
1932	OG0001932	YHR121W	augustus_masked-NODE_18_length_143512_cov_15.324_ID_35-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_18_length_143512_cov_15.324_ID_35-processed-gene-0.85&CDS=1-570
1933	OG0001933	YHR122W	augustus_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.24&CDS=1-702
1934	OG0001934	YHR124W	snap_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.89&CDS=1-1914
1935	OG0001935	YHR127W	snap_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.87&CDS=1-1071
1936	OG0001936	YHR128W	genemark-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.50&CDS=1-648
1937	OG0001937	YHR129C	augustus_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.10&CDS=1-1161
1938	OG0001938	YHR132C	genemark-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.36&CDS=1-1275
1939	OG0001939	YHR132W-A	augustus_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.19&CDS=1-417
1940	OG0001940	YHR134W	augustus_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.18&CDS=1-798
1941	OG0001941	YHR137W	augustus_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_64_length_57635_cov_15.1815_ID_127-processed-gene-0.17&CDS=1-1590
