	OrthologID	Saccharomyces_cerevisiae	Tortispora_caseinolytica
1237	OG0001237	YGL205W	snap_masked-scaffold_1-processed-gene-28.19-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.19&CDS=1-2064
1238	OG0001238	YGL206C	snap_masked-scaffold_3-processed-gene-19.3-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-19.3&CDS=1-5013
1239	OG0001239	YGL207W	snap_masked-scaffold_2-processed-gene-16.35-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.35&CDS=1-2973
1240	OG0001240	YGL211W	augustus_masked-scaffold_2-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.124&CDS=1-4716
1241	OG0001241	YGL220W	maker-scaffold_2-snap-gene-26.1-mRNA-1_1&gene=maker-scaffold_2-snap-gene-26.1&CDS=1-258
1242	OG0001242	YGL221C	snap_masked-scaffold_2-processed-gene-26.21-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-26.21&CDS=1-840
1243	OG0001243	YGL225W	snap_masked-scaffold_1-processed-gene-3.21-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.21&CDS=1-999
1244	OG0001244	YGL233W	snap_masked-scaffold_2-processed-gene-11.37-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.37&CDS=1-2508
1245	OG0001245	YGL234W	snap_masked-scaffold_1-processed-gene-26.88-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-26.88&CDS=1-2343
1246	OG0001246	YGL236C	snap_masked-scaffold_1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.38&CDS=1-1956
1247	OG0001247	YGL237C	snap_masked-scaffold_3-processed-gene-12.138-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.138&CDS=1-918
1248	OG0001248	YGL238W	snap_masked-scaffold_1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.18&CDS=1-2850
1249	OG0001249	YGL240W	snap_masked-scaffold_2-processed-gene-8.74-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.74&CDS=1-573
1250	OG0001250	YGL242C	snap_masked-scaffold_1-processed-gene-30.73-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-30.73&CDS=1-531
1251	OG0001251	YGL243W	snap_masked-scaffold_1-processed-gene-30.104-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-30.104&CDS=1-1029
1252	OG0001252	YGL244W	snap_masked-scaffold_2-processed-gene-24.65-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.65&CDS=1-1599
1253	OG0001253	YGL245W	snap_masked-scaffold_2-processed-gene-27.95-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-27.95&CDS=1-2103
1254	OG0001254	YGL247W	snap_masked-scaffold_1-processed-gene-12.87-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.87&CDS=1-987
1255	OG0001255	YGL248W	snap_masked-scaffold_1-processed-gene-5.22-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.22&CDS=1-1041
1256	OG0001256	YGL252C	snap_masked-scaffold_3-processed-gene-24.86-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-24.86&CDS=1-1734
1257	OG0001257	YGL256W	augustus_masked-scaffold_2-processed-gene-13.14-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.14&CDS=1-1458
1258	OG0001258	YGR001C	snap_masked-scaffold_2-processed-gene-30.124-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-30.124&CDS=1-702
1259	OG0001259	YGR002C	snap_masked-scaffold_3-processed-gene-25.76-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-25.76&CDS=1-1212
1260	OG0001260	YGR005C	snap_masked-scaffold_3-processed-gene-6.110-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.110&CDS=1-894
1261	OG0001261	YGR007W	snap_masked-scaffold_3-processed-gene-25.112-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-25.112&CDS=1-1068
1262	OG0001262	YGR009C	snap_masked-scaffold_2-processed-gene-0.51-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.51&CDS=1-1356
1263	OG0001263	YGR012W	snap_masked-scaffold_2-processed-gene-4.74-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.74&CDS=1-1110
1264	OG0001264	YGR014W	snap_masked-scaffold_2-processed-gene-23.117-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.117&CDS=1-2184
1265	OG0001265	YGR017W	genemark-scaffold_1-processed-gene-28.137-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-28.137&CDS=1-831
1266	OG0001266	YGR019W	snap_masked-scaffold_2-processed-gene-13.145-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.145&CDS=1-1455
1267	OG0001267	YGR020C	snap_masked-scaffold_1-processed-gene-23.29-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.29&CDS=1-366
1268	OG0001268	YGR021W	genemark-scaffold_2-processed-gene-13.87-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.87&CDS=1-897
1269	OG0001269	YGR024C	augustus_masked-scaffold_1-processed-gene-18.5-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-18.5&CDS=1-792
1270	OG0001270	YGR028W	augustus_masked-scaffold_2-processed-gene-23.10-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-23.10&CDS=1-1599
1271	OG0001271	YGR029W	snap_masked-scaffold_2-processed-gene-20.61-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.61&CDS=1-567
1272	OG0001272	YGR031W	augustus_masked-scaffold_1-processed-gene-22.31-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-22.31&CDS=1-843
1273	OG0001273	YGR033C	snap_masked-scaffold_2-processed-gene-23.115-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.115&CDS=1-672
1274	OG0001274	YGR036C	snap_masked-scaffold_3-processed-gene-22.137-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-22.137&CDS=1-633
1275	OG0001275	YGR037C	augustus_masked-scaffold_1-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.1&CDS=1-2061
1276	OG0001276	YGR044C	genemark-scaffold_2-processed-gene-29.101-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-29.101&CDS=1-1182
1277	OG0001277	YGR046W	augustus_masked-scaffold_1-processed-gene-7.19-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.19&CDS=1-1218
1278	OG0001278	YGR047C	snap_masked-scaffold_2-processed-gene-9.75-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.75&CDS=1-3114
1279	OG0001279	YGR048W	maker-scaffold_1-augustus-gene-16.59-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-16.59&CDS=1-1083
1280	OG0001280	YGR055W	snap_masked-scaffold_3-processed-gene-25.92-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-25.92&CDS=1-1449
1281	OG0001281	YGR058W	snap_masked-scaffold_2-processed-gene-7.15-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.15&CDS=1-864
1282	OG0001282	YGR060W	snap_masked-scaffold_3-processed-gene-2.24-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.24&CDS=1-900
1283	OG0001283	YGR061C	augustus_masked-scaffold_1-processed-gene-16.69-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.69&CDS=1-5235
1284	OG0001284	YGR062C	augustus_masked-scaffold_1-processed-gene-20.136-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-20.136&CDS=1-843
1285	OG0001285	YGR066C	snap_masked-scaffold_1-processed-gene-17.49-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.49&CDS=1-765
1286	OG0001286	YGR074W	genemark-scaffold_1-processed-gene-2.173-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.173&CDS=1-312
1287	OG0001287	YGR078C	augustus_masked-scaffold_2-processed-gene-8.18-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.18&CDS=1-609
1288	OG0001288	YGR080W	maker-scaffold_1-snap-gene-13.50-mRNA-1_1&gene=maker-scaffold_1-snap-gene-13.50&CDS=1-966
1289	OG0001289	YGR082W	snap_masked-scaffold_3-processed-gene-10.43-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.43&CDS=1-489
1290	OG0001290	YGR083C	snap_masked-scaffold_2-processed-gene-19.85-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-19.85&CDS=1-1224
1291	OG0001291	YGR086C	snap_masked-scaffold_2-processed-gene-11.20-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.20&CDS=1-957
1292	OG0001292	YGR090W	snap_masked-scaffold_3-processed-gene-20.5-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-20.5&CDS=1-3285
1293	OG0001293	YGR091W	genemark-scaffold_2-processed-gene-28.81-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-28.81&CDS=1-1209
1294	OG0001294	YGR093W	snap_masked-scaffold_3-processed-gene-24.66-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-24.66&CDS=1-1221
1295	OG0001295	YGR094W	snap_masked-scaffold_1-processed-gene-26.70-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-26.70&CDS=1-3141
1296	OG0001296	YGR095C	augustus_masked-scaffold_3-processed-gene-13.18-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.18&CDS=1-651
1297	OG0001297	YGR096W	snap_masked-scaffold_3-processed-gene-22.126-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-22.126&CDS=1-906
1298	OG0001298	YGR098C	augustus_masked-scaffold_1-processed-gene-28.83-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-28.83&CDS=1-6024
1299	OG0001299	YGR099W	snap_masked-scaffold_1-processed-gene-4.15-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.15&CDS=1-2553
1300	OG0001300	YGR101W	snap_masked-scaffold_2-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.24&CDS=1-990
1301	OG0001301	YGR103W	snap_masked-scaffold_2-processed-gene-15.6-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-15.6&CDS=1-1932
1302	OG0001302	YGR105W	maker-scaffold_2-snap-gene-15.122-mRNA-1_1&gene=maker-scaffold_2-snap-gene-15.122&CDS=1-222
1303	OG0001303	YGR110W	snap_masked-scaffold_3-processed-gene-9.131-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.131&CDS=1-1284
1304	OG0001304	YGR112W	snap_masked-scaffold_2-processed-gene-10.137-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.137&CDS=1-903
1305	OG0001305	YGR113W	augustus_masked-scaffold_3-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.92&CDS=1-999
1306	OG0001306	YGR116W	snap_masked-scaffold_3-processed-gene-14.83-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.83&CDS=1-4260
1307	OG0001307	YGR119C	snap_masked-scaffold_2-processed-gene-25.24-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.24&CDS=1-1053
1308	OG0001308	YGR123C	snap_masked-scaffold_3-processed-gene-14.82-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.82&CDS=1-1434
1309	OG0001309	YGR125W	snap_masked-scaffold_2-processed-gene-25.35-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.35&CDS=1-3174
1310	OG0001310	YGR127W	augustus_masked-scaffold_1-processed-gene-19.136-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-19.136&CDS=1-894
1311	OG0001311	YGR128C	maker-scaffold_3-snap-gene-11.57-mRNA-1_1&gene=maker-scaffold_3-snap-gene-11.57&CDS=1-2538
1312	OG0001312	YGR135W	augustus_masked-scaffold_3-processed-gene-16.106-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.106&CDS=1-1635
1313	OG0001313	YGR145W	snap_masked-scaffold_1-processed-gene-16.25-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-16.25&CDS=1-1404
1314	OG0001314	YGR147C	augustus_masked-scaffold_3-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.74&CDS=1-567
1315	OG0001315	YGR149W	snap_masked-scaffold_3-processed-gene-8.64-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.64&CDS=1-1215
1316	OG0001316	YGR150C	snap_masked-scaffold_2-processed-gene-8.102-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.102&CDS=1-1914
1317	OG0001317	YGR155W	snap_masked-scaffold_3-processed-gene-1.37-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.37&CDS=1-1473
1318	OG0001318	YGR157W	snap_masked-scaffold_3-processed-gene-8.66-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.66&CDS=1-2712
1319	OG0001319	YGR158C	snap_masked-scaffold_3-processed-gene-8.65-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.65&CDS=1-798
1320	OG0001320	YGR159C	snap_masked-scaffold_1-processed-gene-21.17-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-21.17&CDS=1-1524
1321	OG0001321	YGR163W	snap_masked-scaffold_2-processed-gene-12.75-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.75&CDS=1-954
1322	OG0001322	YGR165W	maker-scaffold_1-snap-gene-29.91-mRNA-1_1&gene=maker-scaffold_1-snap-gene-29.91&CDS=1-933
1323	OG0001323	YGR167W	snap_masked-scaffold_3-processed-gene-16.102-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-16.102&CDS=1-615
1324	OG0001324	YGR170W	snap_masked-scaffold_1-processed-gene-1.53-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.53&CDS=1-3138
1325	OG0001325	YGR171C	snap_masked-scaffold_1-processed-gene-9.36-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.36&CDS=1-1623
1326	OG0001326	YGR172C	snap_masked-scaffold_3-processed-gene-3.27-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.27&CDS=1-663
1327	OG0001327	YGR174C	snap_masked-scaffold_3-processed-gene-5.144-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.144&CDS=1-621
1328	OG0001328	YGR175C	snap_masked-scaffold_3-processed-gene-25.123-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-25.123&CDS=1-1371
1329	OG0001329	YGR178C	snap_masked-scaffold_3-processed-gene-25.107-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-25.107&CDS=1-1983
1330	OG0001330	YGR181W	snap_masked-scaffold_2-processed-gene-15.16-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-15.16&CDS=1-276
1331	OG0001331	YGR185C	maker-scaffold_2-augustus-gene-26.104-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-26.104&CDS=1-2802
1332	OG0001332	YGR186W	snap_masked-scaffold_1-processed-gene-12.55-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.55&CDS=1-1566
1333	OG0001333	YGR187C	genemark-scaffold_1-processed-gene-12.30-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.30&CDS=1-2337
1334	OG0001334	YGR188C	snap_masked-scaffold_3-processed-gene-11.117-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.117&CDS=1-2469
1335	OG0001335	YGR193C	snap_masked-scaffold_2-processed-gene-4.92-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.92&CDS=1-1251
1336	OG0001336	YGR194C	snap_masked-scaffold_1-processed-gene-28.18-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.18&CDS=1-1689
1337	OG0001337	YGR195W	augustus_masked-scaffold_1-processed-gene-25.45-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-25.45&CDS=1-1047
1338	OG0001338	YGR200C	snap_masked-scaffold_3-processed-gene-5.126-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.126&CDS=1-2166
1339	OG0001339	YGR202C	snap_masked-scaffold_2-processed-gene-13.114-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.114&CDS=1-1092
1340	OG0001340	YGR203W	augustus_masked-scaffold_1-processed-gene-11.10-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.10&CDS=1-414
1341	OG0001341	YGR204W	maker-scaffold_1-augustus-gene-11.53-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-11.53&CDS=1-3609
1342	OG0001342	YGR205W	snap_masked-scaffold_2-processed-gene-26.14-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-26.14&CDS=1-846
1343	OG0001343	YGR207C	snap_masked-scaffold_2-processed-gene-10.145-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.145&CDS=1-771
1344	OG0001344	YGR208W	snap_masked-scaffold_2-processed-gene-13.133-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.133&CDS=1-858
1345	OG0001345	YGR210C	augustus_masked-scaffold_1-processed-gene-23.153-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-23.153&CDS=1-2856
1346	OG0001346	YGR211W	snap_masked-scaffold_1-processed-gene-15.82-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.82&CDS=1-1329
1347	OG0001347	YGR215W	snap_masked-scaffold_2-processed-gene-25.43-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.43&CDS=1-294
1348	OG0001348	YGR216C	snap_masked-scaffold_1-processed-gene-29.17-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.17&CDS=1-2010
1349	OG0001349	YGR217W	snap_masked-scaffold_2-processed-gene-25.53-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.53&CDS=1-6009
1350	OG0001350	YGR218W	snap_masked-scaffold_1-processed-gene-3.8-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.8&CDS=1-3243
1351	OG0001351	YGR220C	snap_masked-scaffold_1-processed-gene-3.34-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.34&CDS=1-786
1352	OG0001352	YGR223C	snap_masked-scaffold_2-processed-gene-14.99-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.99&CDS=1-1095
1353	OG0001353	YGR225W	snap_masked-scaffold_1-processed-gene-12.83-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.83&CDS=1-1308
1354	OG0001354	YGR227W	augustus_masked-scaffold_3-processed-gene-13.31-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.31&CDS=1-1329
1355	OG0001355	YGR233C	snap_masked-scaffold_1-processed-gene-3.35-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.35&CDS=1-3063
1356	OG0001356	YGR235C	snap_masked-scaffold_1-processed-gene-2.83-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.83&CDS=1-615
1357	OG0001357	YGR244C	augustus_masked-scaffold_1-processed-gene-13.59-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.59&CDS=1-1383
1358	OG0001358	YGR246C	snap_masked-scaffold_1-processed-gene-23.27-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.27&CDS=1-1578
1359	OG0001359	YGR252W	maker-scaffold_2-snap-gene-6.108-mRNA-1_1&gene=maker-scaffold_2-snap-gene-6.108&CDS=1-1461
1360	OG0001360	YGR253C	snap_masked-scaffold_3-processed-gene-5.148-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.148&CDS=1-753
1361	OG0001361	YGR254W	snap_masked-scaffold_1-processed-gene-25.60-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-25.60&CDS=1-1317
1362	OG0001362	YGR255C	snap_masked-scaffold_1-processed-gene-27.64-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.64&CDS=1-1380
1363	OG0001363	YGR257C	snap_masked-scaffold_1-processed-gene-2.120-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.120&CDS=1-1113
1364	OG0001364	YGR261C	snap_masked-scaffold_2-processed-gene-30.143-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-30.143&CDS=1-2427
1365	OG0001365	YGR262C	snap_masked-scaffold_1-processed-gene-16.5-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-16.5&CDS=1-654
1366	OG0001366	YGR264C	maker-scaffold_2-snap-gene-12.109-mRNA-1_1&gene=maker-scaffold_2-snap-gene-12.109&CDS=1-2928
1367	OG0001367	YGR266W	snap_masked-scaffold_3-processed-gene-1.53-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.53&CDS=1-1878
1368	OG0001368	YGR267C	snap_masked-scaffold_2-processed-gene-22.40-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.40&CDS=1-762
1369	OG0001369	YGR270W	augustus_masked-scaffold_1-processed-gene-30.172-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-30.172&CDS=1-5223
1370	OG0001370	YGR271C-A	snap_masked-scaffold_1-processed-gene-22.97-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-22.97&CDS=1-567
1371	OG0001371	YGR274C	snap_masked-scaffold_2-processed-gene-22.2-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.2&CDS=1-2967
1372	OG0001372	YGR276C	snap_masked-scaffold_3-processed-gene-12.140-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.140&CDS=1-1743
1373	OG0001373	YGR277C	snap_masked-scaffold_2-processed-gene-4.96-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.96&CDS=1-1122
1374	OG0001374	YGR278W	snap_masked-scaffold_1-processed-gene-28.43-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.43&CDS=1-1716
1375	OG0001375	YGR280C	snap_masked-scaffold_3-processed-gene-21.124-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-21.124&CDS=1-768
1376	OG0001376	YGR282C	maker-scaffold_1-snap-gene-5.57-mRNA-1_1&gene=maker-scaffold_1-snap-gene-5.57&CDS=1-5742
1377	OG0001377	YGR284C	snap_masked-scaffold_1-processed-gene-18.143-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-18.143&CDS=1-936
1378	OG0001378	YGR285C	snap_masked-scaffold_1-processed-gene-15.71-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.71&CDS=1-1278
1379	OG0001379	YHL002W	snap_masked-scaffold_2-processed-gene-29.44-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-29.44&CDS=1-1812
1380	OG0001380	YHL004W	snap_masked-scaffold_1-processed-gene-29.36-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.36&CDS=1-1128
1381	OG0001381	YHL010C	genemark-scaffold_2-processed-gene-26.75-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-26.75&CDS=1-5628
1382	OG0001382	YHL011C	maker-scaffold_3-augustus-gene-2.53-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.53&CDS=1-1827
1383	OG0001383	YHL015W	augustus_masked-scaffold_3-processed-gene-20.91-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-20.91&CDS=1-393
1384	OG0001384	YHL016C	snap_masked-scaffold_4-processed-gene-2.104-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.104&CDS=1-2016
1385	OG0001385	YHL020C	snap_masked-scaffold_2-processed-gene-5.160-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.160&CDS=1-1161
1386	OG0001386	YHL021C	augustus_masked-scaffold_3-processed-gene-10.114-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.114&CDS=1-1209
1387	OG0001387	YHL022C	genemark-scaffold_3-processed-gene-18.75-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-18.75&CDS=1-972
1388	OG0001388	YHL023C	augustus_masked-scaffold_3-processed-gene-12.17-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.17&CDS=1-3117
1389	OG0001389	YHL027W	snap_masked-scaffold_3-processed-gene-21.122-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-21.122&CDS=1-1887
1390	OG0001390	YHL028W	snap_masked-scaffold_3-processed-gene-2.16-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.16&CDS=1-1332
1391	OG0001391	YHL029C	snap_masked-scaffold_2-processed-gene-18.128-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.128&CDS=1-1398
1392	OG0001392	YHL030W	genemark-scaffold_1-processed-gene-27.150-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-27.150&CDS=1-5235
1393	OG0001393	YHL031C	snap_masked-scaffold_2-processed-gene-20.59-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.59&CDS=1-636
1394	OG0001394	YHL032C	snap_masked-scaffold_1-processed-gene-19.43-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.43&CDS=1-1539
1395	OG0001395	YHR002W	genemark-scaffold_3-processed-gene-7.150-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.150&CDS=1-1023
1396	OG0001396	YHR004C	snap_masked-scaffold_3-processed-gene-25.69-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-25.69&CDS=1-1071
1397	OG0001397	YHR005C-A	snap_masked-scaffold_3-processed-gene-19.54-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-19.54&CDS=1-279
1398	OG0001398	YHR007C	maker-scaffold_3-augustus-gene-24.4-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-24.4&CDS=1-2883
1399	OG0001399	YHR008C	snap_masked-scaffold_1-processed-gene-20.116-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.116&CDS=1-708
1400	OG0001400	YHR009C	snap_masked-scaffold_3-processed-gene-25.88-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-25.88&CDS=1-1302
1401	OG0001401	YHR011W	snap_masked-scaffold_2-processed-gene-7.27-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.27&CDS=1-1293
1402	OG0001402	YHR012W	augustus_masked-scaffold_1-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.106&CDS=1-564
1403	OG0001403	YHR013C	snap_masked-scaffold_1-processed-gene-3.38-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.38&CDS=1-513
1404	OG0001404	YHR016C	snap_masked-scaffold_3-processed-gene-13.68-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-13.68&CDS=1-1413
1405	OG0001405	YHR018C	snap_masked-scaffold_1-processed-gene-1.96-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.96&CDS=1-1395
1406	OG0001406	YHR019C	snap_masked-scaffold_3-processed-gene-1.38-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.38&CDS=1-1662
1407	OG0001407	YHR020W	snap_masked-scaffold_3-processed-gene-14.87-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.87&CDS=1-1686
