	OrthologID	Eremothecium_gossypii	Saccharomyces_cerevisiae
1773	OG0001773	genemark-AE016817-processed-gene-11.45-mRNA-1_1&gene=genemark-AE016817-processed-gene-11.45&CDS=1-1563	YMR131C
1774	OG0001774	augustus_masked-AE016817-processed-gene-11.169-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.169&CDS=1-615	YMR132C
1775	OG0001775	augustus_masked-AE016817-processed-gene-11.143-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.143&CDS=1-837	YMR133W
1776	OG0001776	augustus_masked-AE016817-processed-gene-11.144-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.144&CDS=1-708	YMR134W
1777	OG0001777	augustus_masked-AE016817-processed-gene-11.171-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.171&CDS=1-1131	YMR135C
1778	OG0001778	snap_masked-AE016817-processed-gene-11.114-mRNA-1_1&gene=snap_masked-AE016817-processed-gene-11.114&CDS=1-1719	YMR137C
1779	OG0001779	augustus_masked-AE016817-processed-gene-11.147-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.147&CDS=1-1140	YMR139W
1780	OG0001780	augustus_masked-AE016817-processed-gene-11.149-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.149&CDS=1-1428	YMR140W
1781	OG0001781	augustus_masked-AE016817-processed-gene-11.150-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.150&CDS=1-312	YDL081C
1782	OG0001782	snap_masked-AE016817-processed-gene-11.90-mRNA-1_1&gene=snap_masked-AE016817-processed-gene-11.90&CDS=1-1218	YMR144W
1783	OG0001783	augustus_masked-AE016817-processed-gene-11.174-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.174&CDS=1-1314	YDL084W
1784	OG0001784	augustus_masked-AE016817-processed-gene-11.177-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.177&CDS=1-1038	YMR146C
1785	OG0001785	augustus_masked-AE016817-processed-gene-11.178-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.178&CDS=1-816	YDL086W
1786	OG0001786	snap_masked-AE016817-processed-gene-11.91-mRNA-1_1&gene=snap_masked-AE016817-processed-gene-11.91&CDS=1-807	YPL034W
1787	OG0001787	genemark-AE016817-processed-gene-11.28-mRNA-1_1&gene=genemark-AE016817-processed-gene-11.28&CDS=1-1053	YMR148W
1788	OG0001788	snap_masked-AE016817-processed-gene-11.93-mRNA-1_1&gene=snap_masked-AE016817-processed-gene-11.93&CDS=1-834	YMR149W
1789	OG0001789	augustus_masked-AE016817-processed-gene-11.179-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.179&CDS=1-582	YMR150C
1790	OG0001790	snap_masked-AE016817-processed-gene-11.122-mRNA-1_1&gene=snap_masked-AE016817-processed-gene-11.122&CDS=1-1122	YPL033C
1791	OG0001791	genemark-AE016817-processed-gene-11.30-mRNA-1_1&gene=genemark-AE016817-processed-gene-11.30&CDS=1-879	YDL087C
1792	OG0001792	snap_masked-AE016817-processed-gene-11.95-mRNA-1_1&gene=snap_masked-AE016817-processed-gene-11.95&CDS=1-1287	YDL088C
1793	OG0001793	augustus_masked-AE016817-processed-gene-11.181-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.181&CDS=1-1767	YDL089W
1794	OG0001794	augustus_masked-AE016817-processed-gene-11.182-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.182&CDS=1-2082	YMR154C
1795	OG0001795	augustus_masked-AE016817-processed-gene-11.156-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.156&CDS=1-1254	YDL090C
1796	OG0001796	augustus_masked-AE016817-processed-gene-11.157-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.157&CDS=1-1260	YDL091C
1797	OG0001797	augustus_masked-AE016817-processed-gene-11.183-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.183&CDS=1-408	YDL092W
1798	OG0001798	snap_masked-AE016817-processed-gene-11.98-mRNA-1_1&gene=snap_masked-AE016817-processed-gene-11.98&CDS=1-1491	YMR155W
1799	OG0001799	augustus_masked-AE016817-processed-gene-11.159-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.159&CDS=1-1254	YDL097C
1800	OG0001800	augustus_masked-AE016817-processed-gene-11.160-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.160&CDS=1-579	YDL098C
1801	OG0001801	augustus_masked-AE016817-processed-gene-11.185-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.185&CDS=1-663	YMR157C
1802	OG0001802	augustus_masked-AE016817-processed-gene-11.161-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.161&CDS=1-465	YMR158W
1803	OG0001803	snap_masked-AE016817-processed-gene-11.128-mRNA-1_1&gene=snap_masked-AE016817-processed-gene-11.128&CDS=1-909	YDL099W
1804	OG0001804	augustus_masked-AE016817-processed-gene-11.162-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-11.162&CDS=1-1047	YDL100C
1805	OG0001805	augustus_masked-AE016817-processed-gene-12.54-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.54&CDS=1-960	YML004C
1806	OG0001806	augustus_masked-AE016817-processed-gene-12.52-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.52&CDS=1-1494	YNR012W
1807	OG0001807	augustus_masked-AE016817-processed-gene-12.53-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.53&CDS=1-6432	YDL171C
1808	OG0001808	augustus_masked-AE016817-processed-gene-12.57-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.57&CDS=1-2967	YDR325W
1809	OG0001809	augustus_masked-AE016817-processed-gene-12.77-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.77&CDS=1-3402	YHR079C
1810	OG0001810	augustus_masked-AE016817-processed-gene-12.78-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.78&CDS=1-273	YHR079C-A
1811	OG0001811	maker-AE016817-augustus-gene-12.4-mRNA-1_1&gene=maker-AE016817-augustus-gene-12.4&CDS=1-2286	YDR328C
1812	OG0001812	snap_masked-AE016817-processed-gene-12.12-mRNA-1_1&gene=snap_masked-AE016817-processed-gene-12.12&CDS=1-399	YHR081W
1813	OG0001813	augustus_masked-AE016817-processed-gene-12.59-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.59&CDS=1-1425	YDR330W
1814	OG0001814	genemark-AE016817-processed-gene-12.101-mRNA-1_1&gene=genemark-AE016817-processed-gene-12.101&CDS=1-1197	YDR331W
1815	OG0001815	augustus_masked-AE016817-processed-gene-12.82-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.82&CDS=1-2670	YHR082C
1816	OG0001816	genemark-AE016817-processed-gene-12.102-mRNA-1_1&gene=genemark-AE016817-processed-gene-12.102&CDS=1-2043	YDR332W
1817	OG0001817	snap_masked-AE016817-processed-gene-12.17-mRNA-1_1&gene=snap_masked-AE016817-processed-gene-12.17&CDS=1-930	YHR083W
1818	OG0001818	genemark-AE016817-processed-gene-12.104-mRNA-1_1&gene=genemark-AE016817-processed-gene-12.104&CDS=1-2139	YHR084W
1819	OG0001819	augustus_masked-AE016817-processed-gene-12.83-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.83&CDS=1-2097	YDR333C
1820	OG0001820	augustus_masked-AE016817-processed-gene-12.62-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.62&CDS=1-1014	YHR085W
1821	OG0001821	augustus_masked-AE016817-processed-gene-12.63-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.63&CDS=1-1698	YHR086W
1822	OG0001822	augustus_masked-AE016817-processed-gene-12.64-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.64&CDS=1-4458	YDR334W
1823	OG0001823	augustus_masked-AE016817-processed-gene-12.65-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.65&CDS=1-2529	YDL040C
1824	OG0001824	augustus_masked-AE016817-processed-gene-12.85-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.85&CDS=1-1137	YDL022W
1825	OG0001825	augustus_masked-AE016817-processed-gene-12.66-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.66&CDS=1-1980	YOL060C
1826	OG0001826	maker-AE016817-snap-gene-12.92-mRNA-1_1&gene=maker-AE016817-snap-gene-12.92&CDS=1-1308	YOL061W
1827	OG0001827	augustus_masked-AE016817-processed-gene-12.68-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.68&CDS=1-1365	YOL062C
1828	OG0001828	augustus_masked-AE016817-processed-gene-12.69-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.69&CDS=1-1173	YDL029W
1829	OG0001829	augustus_masked-AE016817-processed-gene-12.87-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.87&CDS=1-2457	YDL028C
1830	OG0001830	augustus_masked-AE016817-processed-gene-12.70-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.70&CDS=1-1533	YKR041W
1831	OG0001831	genemark-AE016817-processed-gene-12.132-mRNA-1_1&gene=genemark-AE016817-processed-gene-12.132&CDS=1-828	YJL115W
1832	OG0001832	augustus_masked-AE016817-processed-gene-12.89-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.89&CDS=1-804	YKR043C
1833	OG0001833	augustus_masked-AE016817-processed-gene-12.72-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.72&CDS=1-1341	YKR044W
1834	OG0001834	augustus_masked-AE016817-processed-gene-12.90-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.90&CDS=1-894	YJL117W
1835	OG0001835	augustus_masked-AE016817-processed-gene-12.91-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.91&CDS=1-651	YKR045C
1836	OG0001836	augustus_masked-AE016817-processed-gene-12.73-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.73&CDS=1-1065	YJR153W
1837	OG0001837	augustus_masked-AE016817-processed-gene-12.74-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-12.74&CDS=1-558	YKR065C
1838	OG0001838	snap_masked-AE016817-processed-gene-12.32-mRNA-1_1&gene=snap_masked-AE016817-processed-gene-12.32&CDS=1-1803	YOL063C
1839	OG0001839	snap_masked-AE016817-processed-gene-12.33-mRNA-1_1&gene=snap_masked-AE016817-processed-gene-12.33&CDS=1-1470	YGR260W
1840	OG0001840	augustus_masked-AE016817-processed-gene-13.177-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.177&CDS=1-4557	YHR186C
1841	OG0001841	augustus_masked-AE016817-processed-gene-13.175-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.175&CDS=1-888	YHR187W
1842	OG0001842	augustus_masked-AE016817-processed-gene-13.178-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.178&CDS=1-1944	YHR188C
1843	OG0001843	augustus_masked-AE016817-processed-gene-13.176-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.176&CDS=1-2868	YMR288W
1844	OG0001844	augustus_masked-AE016817-processed-gene-13.179-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.179&CDS=1-2343	YGR261C
1845	OG0001845	augustus_masked-AE016817-processed-gene-13.180-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.180&CDS=1-4710	YNR055C
1846	OG0001846	augustus_masked-AE016817-processed-gene-13.181-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.181&CDS=1-894	YLR003C
1847	OG0001847	augustus_masked-AE016817-processed-gene-13.218-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.218&CDS=1-2091	YJR005W
1848	OG0001848	augustus_masked-AE016817-processed-gene-13.219-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.219&CDS=1-2139	YLR006C
1849	OG0001849	augustus_masked-AE016817-processed-gene-13.182-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.182&CDS=1-843	YLR007W
1850	OG0001850	augustus_masked-AE016817-processed-gene-13.220-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.220&CDS=1-474	YLR008C
1851	OG0001851	augustus_masked-AE016817-processed-gene-13.183-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.183&CDS=1-534	YLR009W
1852	OG0001852	augustus_masked-AE016817-processed-gene-13.184-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.184&CDS=1-897	YAL025C
1853	OG0001853	genemark-AE016817-processed-gene-13.53-mRNA-1_1&gene=genemark-AE016817-processed-gene-13.53&CDS=1-1356	YOR323C
1854	OG0001854	snap_masked-AE016817-processed-gene-13.144-mRNA-1_1&gene=snap_masked-AE016817-processed-gene-13.144&CDS=1-762	YAL027W
1855	OG0001855	augustus_masked-AE016817-processed-gene-13.225-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.225&CDS=1-3393	YOR330C
1856	OG0001856	maker-AE016817-augustus-gene-13.253-mRNA-1_1&gene=maker-AE016817-augustus-gene-13.253&CDS=1-1875	YOR334W
1857	OG0001857	augustus_masked-AE016817-processed-gene-13.189-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.189&CDS=1-2181	YAL031C
1858	OG0001858	augustus_masked-AE016817-processed-gene-13.190-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.190&CDS=1-1329	YAL032C
1859	OG0001859	augustus_masked-AE016817-processed-gene-13.226-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.226&CDS=1-501	YAL033W
1860	OG0001860	augustus_masked-AE016817-processed-gene-13.227-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.227&CDS=1-2868	YOR335C
1861	OG0001861	augustus_masked-AE016817-processed-gene-13.191-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.191&CDS=1-3879	YOR336W
1862	OG0001862	genemark-AE016817-processed-gene-13.18-mRNA-1_1&gene=genemark-AE016817-processed-gene-13.18&CDS=1-972	YOR338W
1863	OG0001863	augustus_masked-AE016817-processed-gene-13.228-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.228&CDS=1-849	YAL034W-A
1864	OG0001864	augustus_masked-AE016817-processed-gene-13.193-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.193&CDS=1-1503	YAL038W
1865	OG0001865	snap_masked-AE016817-processed-gene-13.151-mRNA-1_1&gene=snap_masked-AE016817-processed-gene-13.151&CDS=1-2481	YOR346W
1866	OG0001866	genemark-AE016817-processed-gene-13.20-mRNA-1_1&gene=genemark-AE016817-processed-gene-13.20&CDS=1-762	YOR344C
1867	OG0001867	augustus_masked-AE016817-processed-gene-13.195-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.195&CDS=1-897	YAL037W
1868	OG0001868	augustus_masked-AE016817-processed-gene-13.196-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.196&CDS=1-2880	YAL035W
1869	OG0001869	augustus_masked-AE016817-processed-gene-13.230-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.230&CDS=1-4920	YOR341W
1870	OG0001870	augustus_masked-AE016817-processed-gene-13.198-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.198&CDS=1-876	YOR340C
1871	OG0001871	augustus_masked-AE016817-processed-gene-13.199-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.199&CDS=1-3063	YOR349W
1872	OG0001872	augustus_masked-AE016817-processed-gene-13.231-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.231&CDS=1-1425	YOR351C
1873	OG0001873	augustus_masked-AE016817-processed-gene-13.200-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.200&CDS=1-966	YOR352W
1874	OG0001874	genemark-AE016817-processed-gene-13.65-mRNA-1_1&gene=genemark-AE016817-processed-gene-13.65&CDS=1-2220	YOR353C
1875	OG0001875	augustus_masked-AE016817-processed-gene-13.201-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.201&CDS=1-843	YAL039C
1876	OG0001876	augustus_masked-AE016817-processed-gene-13.233-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.233&CDS=1-2010	YOR354C
1877	OG0001877	augustus_masked-AE016817-processed-gene-13.202-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.202&CDS=1-1374	YAL040C
1878	OG0001878	augustus_masked-AE016817-processed-gene-13.204-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.204&CDS=1-1404	YOR355W
1879	OG0001879	augustus_masked-AE016817-processed-gene-13.205-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.205&CDS=1-1953	YOR356W
1880	OG0001880	maker-AE016817-augustus-gene-13.258-mRNA-1_1&gene=maker-AE016817-augustus-gene-13.258&CDS=1-3522	YAL041W
1881	OG0001881	augustus_masked-AE016817-processed-gene-13.236-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.236&CDS=1-489	YOR357C
1882	OG0001882	augustus_masked-AE016817-processed-gene-13.206-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.206&CDS=1-435	YOR358W
1883	OG0001883	augustus_masked-AE016817-processed-gene-13.207-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.207&CDS=1-2271	YAL043C
1884	OG0001884	augustus_masked-AE016817-processed-gene-13.208-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.208&CDS=1-1470	YOR359W
1885	OG0001885	augustus_masked-AE016817-processed-gene-13.237-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.237&CDS=1-1440	YOR360C
1886	OG0001886	augustus_masked-AE016817-processed-gene-13.209-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.209&CDS=1-507	YAL044C
1887	OG0001887	augustus_masked-AE016817-processed-gene-13.238-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.238&CDS=1-354	YAL044W-A
1888	OG0001888	augustus_masked-AE016817-processed-gene-13.210-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.210&CDS=1-288	YAL046C
1889	OG0001889	augustus_masked-AE016817-processed-gene-13.239-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.239&CDS=1-2208	YOR361C
1890	OG0001890	augustus_masked-AE016817-processed-gene-13.211-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.211&CDS=1-2385	YAL047C
1891	OG0001891	maker-AE016817-augustus-gene-13.259-mRNA-1_1&gene=maker-AE016817-augustus-gene-13.259&CDS=1-837	YOR362C
1892	OG0001892	augustus_masked-AE016817-processed-gene-13.212-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.212&CDS=1-1983	YAL048C
1893	OG0001893	augustus_masked-AE016817-processed-gene-13.213-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.213&CDS=1-702	YAL049C
1894	OG0001894	augustus_masked-AE016817-processed-gene-13.215-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.215&CDS=1-1167	YOR368W
1895	OG0001895	augustus_masked-AE016817-processed-gene-13.246-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.246&CDS=1-414	YOR369C
1896	OG0001896	augustus_masked-AE016817-processed-gene-13.247-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.247&CDS=1-1800	YOR370C
1897	OG0001897	augustus_masked-AE016817-processed-gene-13.249-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.249&CDS=1-1383	YOR372C
1898	OG0001898	snap_masked-AE016817-processed-gene-13.132-mRNA-1_1&gene=snap_masked-AE016817-processed-gene-13.132&CDS=1-2253	YOR373W
1899	OG0001899	augustus_masked-AE016817-processed-gene-13.251-mRNA-1_1&gene=augustus_masked-AE016817-processed-gene-13.251&CDS=1-528	YAL059W
1900	OG0001900	augustus_masked-AE016818-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.1&CDS=1-1620	YAL013W
1901	OG0001901	augustus_masked-AE016818-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.25&CDS=1-426	YOL040C
1902	OG0001902	augustus_masked-AE016818-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.2&CDS=1-315	YOL039W
1903	OG0001903	augustus_masked-AE016818-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.3&CDS=1-1179	YAL012W
1904	OG0001904	augustus_masked-AE016818-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.4&CDS=1-1149	YOL031C
1905	OG0001905	augustus_masked-AE016818-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.26&CDS=1-5277	YOL034W
1906	OG0001906	augustus_masked-AE016818-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.5&CDS=1-2064	YAL011W
1907	OG0001907	augustus_masked-AE016818-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.27&CDS=1-1395	YAL010C
1908	OG0001908	augustus_masked-AE016818-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.6&CDS=1-807	YAL009W
1909	OG0001909	snap_masked-AE016818-processed-gene-0.56-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-0.56&CDS=1-1890	YOR014W
1910	OG0001910	snap_masked-AE016818-processed-gene-0.57-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-0.57&CDS=1-453	YAL008W
1911	OG0001911	augustus_masked-AE016818-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.8&CDS=1-627	YPR107C
1912	OG0001912	augustus_masked-AE016818-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.28&CDS=1-1026	YPR106W
1913	OG0001913	augustus_masked-AE016818-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.10&CDS=1-2487	YPR105C
1914	OG0001914	augustus_masked-AE016818-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.11&CDS=1-3402	YPR104C
1915	OG0001915	augustus_masked-AE016818-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.29&CDS=1-855	YPR103W
1916	OG0001916	augustus_masked-AE016818-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.30&CDS=1-591	YPR101W
1917	OG0001917	snap_masked-AE016818-processed-gene-0.63-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-0.63&CDS=1-912	YGR084C
1918	OG0001918	genemark-AE016818-processed-gene-0.116-mRNA-1_1&gene=genemark-AE016818-processed-gene-0.116&CDS=1-1812	YGR083C
1919	OG0001919	augustus_masked-AE016818-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.31&CDS=1-426	YPR100W
1920	OG0001920	snap_masked-AE016818-processed-gene-0.65-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-0.65&CDS=1-2958	YPR097W
1921	OG0001921	augustus_masked-AE016818-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.32&CDS=1-564	YGR081C
1922	OG0001922	augustus_masked-AE016818-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.15&CDS=1-543	YGR082W
1923	OG0001923	augustus_masked-AE016818-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.33&CDS=1-486	YPR098C
1924	OG0001924	augustus_masked-AE016818-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.16&CDS=1-2064	YKR038C
1925	OG0001925	augustus_masked-AE016818-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.17&CDS=1-2145	YJL112W
1926	OG0001926	augustus_masked-AE016818-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.34&CDS=1-330	YMR244C-A
1927	OG0001927	augustus_masked-AE016818-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.35&CDS=1-984	YMR244W
1928	OG0001928	genemark-AE016818-processed-gene-0.122-mRNA-1_1&gene=genemark-AE016818-processed-gene-0.122&CDS=1-612	YMR114C
1929	OG0001929	augustus_masked-AE016818-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.36&CDS=1-1218	YMR113W
1930	OG0001930	maker-AE016818-augustus-gene-0.45-mRNA-1_1&gene=maker-AE016818-augustus-gene-0.45&CDS=1-1533	YMR111C
1931	OG0001931	augustus_masked-AE016818-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.37&CDS=1-837	YKL130C
1932	OG0001932	maker-AE016818-snap-gene-0.152-mRNA-1_1&gene=maker-AE016818-snap-gene-0.152&CDS=1-3885	YMR109W
1933	OG0001933	snap_masked-AE016818-processed-gene-0.91-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-0.91&CDS=1-2709	YMR108W
1934	OG0001934	augustus_masked-AE016818-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.40&CDS=1-327	YMR107W
1935	OG0001935	genemark-AE016818-processed-gene-0.126-mRNA-1_1&gene=genemark-AE016818-processed-gene-0.126&CDS=1-2853	YGL167C
1936	OG0001936	augustus_masked-AE016818-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.41&CDS=1-1206	YGL169W
1937	OG0001937	augustus_masked-AE016818-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.22&CDS=1-2685	YGL163C
1938	OG0001938	augustus_masked-AE016818-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-0.23&CDS=1-1317	YGL164C
1939	OG0001939	augustus_masked-AE016818-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.14&CDS=1-1632	YGL166W
1940	OG0001940	augustus_masked-AE016818-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.16&CDS=1-555	YFR008W
1941	OG0001941	augustus_masked-AE016818-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.10&CDS=1-1887	YPR007C
1942	OG0001942	augustus_masked-AE016818-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.17&CDS=1-1653	YKR008W
1943	OG0001943	augustus_masked-AE016818-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.18&CDS=1-417	YKR007W
1944	OG0001944	augustus_masked-AE016818-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.11&CDS=1-741	YKR006C
1945	OG0001945	augustus_masked-AE016818-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.13&CDS=1-1089	YKR004C
1946	OG0001946	augustus_masked-AE016818-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.37&CDS=1-1347	YHR001W
1947	OG0001947	augustus_masked-AE016818-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.38&CDS=1-1875	YGR054W
1948	OG0001948	augustus_masked-AE016818-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.19&CDS=1-657	YGR053C
1949	OG0001949	augustus_masked-AE016818-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-1.39&CDS=1-1437	YGR052W
