	OrthologID	Hanseniaspora_valbyensis	Saccharomyces_cerevisiae
1386	OG0001386	snap_masked-scaffold_2-processed-gene-2.30-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.30&CDS=1-885	YGR172C
1387	OG0001387	snap_masked-scaffold_2-processed-gene-2.31-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.31&CDS=1-1629	YJR006W
1388	OG0001388	augustus_masked-scaffold_2-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.91&CDS=1-1689	YGR171C
1389	OG0001389	maker-scaffold_2-augustus-gene-2.102-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-2.102&CDS=1-300	YKL053C-A
1390	OG0001390	augustus_masked-scaffold_2-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.73&CDS=1-681	YKL054C
1391	OG0001391	maker-scaffold_2-snap-gene-2.1-mRNA-1_1&gene=maker-scaffold_2-snap-gene-2.1&CDS=1-1329	YKL056C
1392	OG0001392	augustus_masked-scaffold_2-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.96&CDS=1-2136	YMR036C
1393	OG0001393	maker-scaffold_2-snap-gene-3.47-mRNA-1_1&gene=maker-scaffold_2-snap-gene-3.47&CDS=1-3801	YKL064W
1394	OG0001394	augustus_masked-scaffold_2-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.7&CDS=1-852	YMR038C
1395	OG0001395	augustus_masked-scaffold_2-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.10&CDS=1-909	YMR039C
1396	OG0001396	augustus_masked-scaffold_2-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.8&CDS=1-1047	YMR041C
1397	OG0001397	augustus_masked-scaffold_2-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.12&CDS=1-447	YKL067W
1398	OG0001398	snap_masked-scaffold_2-processed-gene-3.87-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.87&CDS=1-909	YMR043W
1399	OG0001399	augustus_masked-scaffold_2-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.35&CDS=1-1200	YKL094W
1400	OG0001400	augustus_masked-scaffold_2-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.16&CDS=1-1203	YKL113C
1401	OG0001401	augustus_masked-scaffold_2-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.17&CDS=1-1080	YKL114C
1402	OG0001402	augustus_masked-scaffold_2-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.36&CDS=1-744	YKL096W
1403	OG0001403	augustus_masked-scaffold_2-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.38&CDS=1-933	YMR079W
1404	OG0001404	augustus_masked-scaffold_2-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.20&CDS=1-2715	YMR078C
1405	OG0001405	augustus_masked-scaffold_2-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.21&CDS=1-1110	YHL009C
1406	OG0001406	maker-scaffold_2-augustus-gene-3.1-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-3.1&CDS=1-5094	YKL090W
1407	OG0001407	augustus_masked-scaffold_2-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.24&CDS=1-726	YKL009W
1408	OG0001408	augustus_masked-scaffold_2-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.40&CDS=1-540	YHL006C
1409	OG0001409	snap_masked-scaffold_2-processed-gene-3.93-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.93&CDS=1-1626	YHL004W
1410	OG0001410	snap_masked-scaffold_2-processed-gene-3.79-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.79&CDS=1-372	YBL001C
1411	OG0001411	augustus_masked-scaffold_2-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.27&CDS=1-2241	YKL089W
1412	OG0001412	snap_masked-scaffold_2-processed-gene-3.95-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.95&CDS=1-369	YKL003C
1413	OG0001413	augustus_masked-scaffold_2-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.28&CDS=1-672	YKL002W
1414	OG0001414	maker-scaffold_2-augustus-gene-3.4-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-3.4&CDS=1-687	YKL001C
1415	OG0001415	augustus_masked-scaffold_2-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.29&CDS=1-2091	YKR001C
1416	OG0001416	augustus_masked-scaffold_2-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.30&CDS=1-1977	YKR002W
1417	OG0001417	augustus_masked-scaffold_2-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.46&CDS=1-939	YKR006C
1418	OG0001418	maker-scaffold_2-snap-gene-4.0-mRNA-1_1&gene=maker-scaffold_2-snap-gene-4.0&CDS=1-2229	YKR008W
1419	OG0001419	snap_masked-scaffold_2-processed-gene-4.12-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.12&CDS=1-1485	YKL124W
1420	OG0001420	snap_masked-scaffold_2-processed-gene-4.13-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.13&CDS=1-2265	YKL125W
1421	OG0001421	augustus_masked-scaffold_2-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.58&CDS=1-951	YKL051W
1422	OG0001422	augustus_masked-scaffold_2-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.62&CDS=1-666	YKL049C
1423	OG0001423	snap_masked-scaffold_2-processed-gene-4.17-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.17&CDS=1-1845	YGR065C
1424	OG0001424	snap_masked-scaffold_2-processed-gene-4.31-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.31&CDS=1-1071	YDL076C
1425	OG0001425	augustus_masked-scaffold_2-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.67&CDS=1-1122	YLR405W
1426	OG0001426	augustus_masked-scaffold_2-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.68&CDS=1-1881	YDL074C
1427	OG0001427	augustus_masked-scaffold_2-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.69&CDS=1-2631	YLR403W
1428	OG0001428	maker-scaffold_2-snap-gene-4.5-mRNA-1_1&gene=maker-scaffold_2-snap-gene-4.5&CDS=1-1968	YLR399C
1429	OG0001429	augustus_masked-scaffold_2-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.52&CDS=1-543	YDL072C
1430	OG0001430	augustus_masked-scaffold_2-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.53&CDS=1-2319	YLR397C
1431	OG0001431	snap_masked-scaffold_2-processed-gene-4.37-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.37&CDS=1-180	YDL067C
1432	OG0001432	augustus_masked-scaffold_2-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.55&CDS=1-219	YLR395C
1433	OG0001433	snap_masked-scaffold_2-processed-gene-4.24-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.24&CDS=1-1269	YDL066W
1434	OG0001434	augustus_masked-scaffold_2-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.46&CDS=1-1083	YKL060C
1435	OG0001435	augustus_masked-scaffold_2-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.47&CDS=1-1545	YMR023C
1436	OG0001436	augustus_masked-scaffold_2-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.48&CDS=1-1311	YKL047W
1437	OG0001437	snap_masked-scaffold_2-processed-gene-5.7-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.7&CDS=1-1350	YKL046C
1438	OG0001438	maker-scaffold_2-snap-gene-5.37-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.37&CDS=1-1575	YML056C
1439	OG0001439	snap_masked-scaffold_2-processed-gene-5.9-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.9&CDS=1-1035	YJR129C
1440	OG0001440	snap_masked-scaffold_2-processed-gene-5.23-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.23&CDS=1-1305	YLR418C
1441	OG0001441	augustus_masked-scaffold_2-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.55&CDS=1-4473	YLR419W
1442	OG0001442	augustus_masked-scaffold_2-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.66&CDS=1-1728	YGR178C
1443	OG0001443	snap_masked-scaffold_2-processed-gene-5.27-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.27&CDS=1-687	YGR167W
1444	OG0001444	snap_masked-scaffold_2-processed-gene-5.30-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.30&CDS=1-1023	YMR021C
1445	OG0001445	maker-scaffold_2-snap-gene-5.33-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.33&CDS=1-3396	YLR410W
1446	OG0001446	augustus_masked-scaffold_2-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.74&CDS=1-1299	YKL181W
1447	OG0001447	augustus_masked-scaffold_2-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.60&CDS=1-891	YLR412W
1448	OG0001448	augustus_masked-scaffold_2-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.75&CDS=1-6150	YKL182W
1449	OG0001449	augustus_masked-scaffold_2-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.63&CDS=1-459	YGR174C
1450	OG0001450	augustus_masked-scaffold_2-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.4&CDS=1-1548	YJL024C
1451	OG0001451	snap_masked-scaffold_2-processed-gene-6.54-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.54&CDS=1-333	YGR181W
1452	OG0001452	augustus_masked-scaffold_2-processed-gene-6.5-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.5&CDS=1-5574	YGR184C
1453	OG0001453	augustus_masked-scaffold_2-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.6&CDS=1-2052	YGR186W
1454	OG0001454	augustus_masked-scaffold_2-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.24&CDS=1-1200	YGR187C
1455	OG0001455	snap_masked-scaffold_2-processed-gene-6.60-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.60&CDS=1-708	YHR200W
1456	OG0001456	augustus_masked-scaffold_2-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.10&CDS=1-5163	YJR138W
1457	OG0001457	maker-scaffold_2-snap-gene-6.111-mRNA-1_1&gene=maker-scaffold_2-snap-gene-6.111&CDS=1-1938	YHR202W
1458	OG0001458	snap_masked-scaffold_2-processed-gene-6.83-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.83&CDS=1-2286	YHR204W
1459	OG0001459	snap_masked-scaffold_2-processed-gene-6.66-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.66&CDS=1-1206	YHR208W
1460	OG0001460	augustus_masked-scaffold_2-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.33&CDS=1-762	YHR192W
1461	OG0001461	augustus_masked-scaffold_2-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.13&CDS=1-465	YHR191C
1462	OG0001462	snap_masked-scaffold_2-processed-gene-6.91-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.91&CDS=1-1584	YKL103C
1463	OG0001463	snap_masked-scaffold_2-processed-gene-6.92-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.92&CDS=1-2784	YKL073W
1464	OG0001464	snap_masked-scaffold_2-processed-gene-6.93-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.93&CDS=1-903	YMR099C
1465	OG0001465	augustus_masked-scaffold_2-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.15&CDS=1-375	YKL192C
1466	OG0001466	augustus_masked-scaffold_2-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.16&CDS=1-2109	YKL104C
1467	OG0001467	snap_masked-scaffold_2-processed-gene-6.94-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.94&CDS=1-1065	YMR088C
1468	OG0001468	snap_masked-scaffold_2-processed-gene-6.95-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.95&CDS=1-2799	YMR089C
1469	OG0001469	augustus_masked-scaffold_2-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.41&CDS=1-1440	YMR091C
1470	OG0001470	snap_masked-scaffold_2-processed-gene-6.71-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.71&CDS=1-399	YKL099C
1471	OG0001471	augustus_masked-scaffold_2-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.42&CDS=1-801	YHR147C
1472	OG0001472	augustus_masked-scaffold_2-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.19&CDS=1-543	YHR148W
1473	OG0001473	augustus_masked-scaffold_2-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.46&CDS=1-345	YGR215W
1474	OG0001474	snap_masked-scaffold_2-processed-gene-6.73-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.73&CDS=1-921	YGR280C
1475	OG0001475	snap_masked-scaffold_2-processed-gene-6.105-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.105&CDS=1-1689	YMR307W
1476	OG0001476	snap_masked-scaffold_2-processed-gene-6.75-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.75&CDS=1-828	YMR305C
1477	OG0001477	snap_masked-scaffold_2-processed-gene-6.109-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.109&CDS=1-1278	YGR278W
1478	OG0001478	augustus_masked-scaffold_2-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.23&CDS=1-873	YGR277C
1479	OG0001479	snap_masked-scaffold_20-processed-gene-0.93-mRNA-1_1&gene=snap_masked-scaffold_20-processed-gene-0.93&CDS=1-1008	YHR104W
1480	OG0001480	snap_masked-scaffold_20-processed-gene-0.96-mRNA-1_1&gene=snap_masked-scaffold_20-processed-gene-0.96&CDS=1-2025	YPL222W
1481	OG0001481	augustus_masked-scaffold_20-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.0&CDS=1-2097	YMR172W
1482	OG0001482	augustus_masked-scaffold_20-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.26&CDS=1-1389	YGL138C
1483	OG0001483	snap_masked-scaffold_20-processed-gene-0.73-mRNA-1_1&gene=snap_masked-scaffold_20-processed-gene-0.73&CDS=1-2610	YGL137W
1484	OG0001484	augustus_masked-scaffold_20-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.27&CDS=1-828	YGL136C
1485	OG0001485	snap_masked-scaffold_20-processed-gene-0.77-mRNA-1_1&gene=snap_masked-scaffold_20-processed-gene-0.77&CDS=1-567	YPL218W
1486	OG0001486	augustus_masked-scaffold_20-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.29&CDS=1-1773	YPL228W
1487	OG0001487	snap_masked-scaffold_20-processed-gene-0.101-mRNA-1_1&gene=snap_masked-scaffold_20-processed-gene-0.101&CDS=1-5649	YPL231W
1488	OG0001488	maker-scaffold_20-augustus-gene-0.47-mRNA-1_1&gene=maker-scaffold_20-augustus-gene-0.47&CDS=1-2664	YMR185W
1489	OG0001489	snap_masked-scaffold_20-processed-gene-0.81-mRNA-1_1&gene=snap_masked-scaffold_20-processed-gene-0.81&CDS=1-2121	YMR186W
1490	OG0001490	augustus_masked-scaffold_20-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.33&CDS=1-2460	YOR168W
1491	OG0001491	augustus_masked-scaffold_20-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.13&CDS=1-2448	YOR165W
1492	OG0001492	maker-scaffold_20-snap-gene-0.65-mRNA-1_1&gene=maker-scaffold_20-snap-gene-0.65&CDS=1-867	YOR164C
1493	OG0001493	snap_masked-scaffold_20-processed-gene-0.85-mRNA-1_1&gene=snap_masked-scaffold_20-processed-gene-0.85&CDS=1-441	YMR002W
1494	OG0001494	maker-scaffold_20-snap-gene-0.66-mRNA-1_1&gene=maker-scaffold_20-snap-gene-0.66&CDS=1-2328	YOL006C
1495	OG0001495	snap_masked-scaffold_20-processed-gene-0.114-mRNA-1_1&gene=snap_masked-scaffold_20-processed-gene-0.114&CDS=1-357	YOL005C
1496	OG0001496	augustus_masked-scaffold_20-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.18&CDS=1-4590	YOL004W
1497	OG0001497	snap_masked-scaffold_20-processed-gene-0.115-mRNA-1_1&gene=snap_masked-scaffold_20-processed-gene-0.115&CDS=1-2199	YOL002C
1498	OG0001498	augustus_masked-scaffold_20-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.45&CDS=1-1749	YOR002W
1499	OG0001499	augustus_masked-scaffold_20-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.21&CDS=1-3333	YEL061C
1500	OG0001500	genemark-scaffold_200-processed-gene-0.4-mRNA-1_1&gene=genemark-scaffold_200-processed-gene-0.4&CDS=1-657	YDR002W
1501	OG0001501	genemark-scaffold_202-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_202-processed-gene-0.3&CDS=1-2259	YGL014W
1502	OG0001502	maker-scaffold_203-snap-gene-0.3-mRNA-1_1&gene=maker-scaffold_203-snap-gene-0.3&CDS=1-4206	YDL171C
1503	OG0001503	genemark-scaffold_204-processed-gene-0.2-mRNA-1_1&gene=genemark-scaffold_204-processed-gene-0.2&CDS=1-1137	YOL061W
1504	OG0001504	genemark-scaffold_205-processed-gene-0.0-mRNA-1_1&gene=genemark-scaffold_205-processed-gene-0.0&CDS=1-654	YDR391C
1505	OG0001505	augustus_masked-scaffold_205-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scaffold_205-processed-gene-0.5&CDS=1-819	YDL156W
1506	OG0001506	augustus_masked-scaffold_207-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scaffold_207-processed-gene-0.6&CDS=1-381	YLR100W
1507	OG0001507	genemark-scaffold_207-processed-gene-0.4-mRNA-1_1&gene=genemark-scaffold_207-processed-gene-0.4&CDS=1-1947	YDR129C
1508	OG0001508	maker-scaffold_208-snap-gene-0.7-mRNA-1_1&gene=maker-scaffold_208-snap-gene-0.7&CDS=1-1158	YBR074W
1509	OG0001509	maker-scaffold_209-augustus-gene-0.3-mRNA-1_1&gene=maker-scaffold_209-augustus-gene-0.3&CDS=1-3396	YOL090W
1510	OG0001510	genemark-scaffold_21-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.8&CDS=1-1698	YGR227W
1511	OG0001511	genemark-scaffold_21-processed-gene-0.36-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.36&CDS=1-1845	YGR229C
1512	OG0001512	genemark-scaffold_21-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.9&CDS=1-1593	YHR151C
1513	OG0001513	genemark-scaffold_21-processed-gene-0.37-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.37&CDS=1-1410	YHR150W
1514	OG0001514	genemark-scaffold_21-processed-gene-0.38-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.38&CDS=1-3468	YMR308C
1515	OG0001515	augustus_masked-scaffold_21-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scaffold_21-processed-gene-0.95&CDS=1-288	YLR438C-A
1516	OG0001516	genemark-scaffold_21-processed-gene-0.10-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.10&CDS=1-810	YLR439W
1517	OG0001517	genemark-scaffold_21-processed-gene-0.41-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.41&CDS=1-768	YLR441C
1518	OG0001518	genemark-scaffold_21-processed-gene-0.14-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.14&CDS=1-834	YML064C
1519	OG0001519	genemark-scaffold_21-processed-gene-0.16-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.16&CDS=1-1797	YML070W
1520	OG0001520	genemark-scaffold_21-processed-gene-0.17-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.17&CDS=1-1938	YML069W
1521	OG0001521	genemark-scaffold_21-processed-gene-0.45-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.45&CDS=1-1092	YML067C
1522	OG0001522	genemark-scaffold_21-processed-gene-0.46-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.46&CDS=1-1089	YLR447C
1523	OG0001523	genemark-scaffold_21-processed-gene-0.47-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.47&CDS=1-4797	YML072C
1524	OG0001524	genemark-scaffold_21-processed-gene-0.48-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.48&CDS=1-1590	YML071C
1525	OG0001525	genemark-scaffold_21-processed-gene-0.18-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.18&CDS=1-522	YML073C
1526	OG0001526	genemark-scaffold_21-processed-gene-0.20-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.20&CDS=1-3129	YML075C
1527	OG0001527	genemark-scaffold_21-processed-gene-0.49-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.49&CDS=1-537	YML077W
1528	OG0001528	genemark-scaffold_21-processed-gene-0.50-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.50&CDS=1-1170	YJR125C
1529	OG0001529	genemark-scaffold_21-processed-gene-0.51-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.51&CDS=1-2613	YJR126C
1530	OG0001530	genemark-scaffold_21-processed-gene-0.52-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.52&CDS=1-2043	YJR130C
1531	OG0001531	genemark-scaffold_21-processed-gene-0.24-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.24&CDS=1-1359	YML080W
1532	OG0001532	genemark-scaffold_21-processed-gene-0.25-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.25&CDS=1-924	YML009C
1533	OG0001533	genemark-scaffold_21-processed-gene-0.26-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.26&CDS=1-1305	YLR380W
1534	OG0001534	genemark-scaffold_21-processed-gene-0.53-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.53&CDS=1-2637	YLR382C
1535	OG0001535	genemark-scaffold_21-processed-gene-0.54-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.54&CDS=1-1458	YLR378C
1536	OG0001536	genemark-scaffold_21-processed-gene-0.55-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.55&CDS=1-1776	YDL054C
1537	OG0001537	genemark-scaffold_21-processed-gene-0.27-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.27&CDS=1-3561	YGR258C
1538	OG0001538	genemark-scaffold_21-processed-gene-0.28-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.28&CDS=1-717	YHR185C
1539	OG0001539	genemark-scaffold_21-processed-gene-0.29-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.29&CDS=1-1479	YHR183W
1540	OG0001540	genemark-scaffold_21-processed-gene-0.30-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.30&CDS=1-1128	YGR257C
1541	OG0001541	genemark-scaffold_21-processed-gene-0.31-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.31&CDS=1-1500	YBR139W
1542	OG0001542	genemark-scaffold_21-processed-gene-0.32-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.32&CDS=1-1257	YNL206C
1543	OG0001543	genemark-scaffold_21-processed-gene-0.57-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.57&CDS=1-1299	YNL207W
1544	OG0001544	genemark-scaffold_21-processed-gene-0.59-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.59&CDS=1-1839	YNL209W
1545	OG0001545	genemark-scaffold_21-processed-gene-0.60-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.60&CDS=1-1602	YDL230W
1546	OG0001546	augustus_masked-scaffold_21-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scaffold_21-processed-gene-0.89&CDS=1-1626	YNL065W
1547	OG0001547	genemark-scaffold_21-processed-gene-0.61-mRNA-1_1&gene=genemark-scaffold_21-processed-gene-0.61&CDS=1-3576	YDL231C
1548	OG0001548	augustus_masked-scaffold_210-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scaffold_210-processed-gene-0.3&CDS=1-888	YLR262C
1549	OG0001549	genemark-scaffold_211-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_211-processed-gene-0.1&CDS=1-921	YJL068C
1550	OG0001550	genemark-scaffold_212-processed-gene-0.7-mRNA-1_1&gene=genemark-scaffold_212-processed-gene-0.7&CDS=1-924	YJL063C
1551	OG0001551	genemark-scaffold_212-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_212-processed-gene-0.5&CDS=1-303	YJL062W-A
1552	OG0001552	genemark-scaffold_213-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_213-processed-gene-0.6&CDS=1-1857	YAR007C
1553	OG0001553	genemark-scaffold_214-processed-gene-0.4-mRNA-1_1&gene=genemark-scaffold_214-processed-gene-0.4&CDS=1-648	YJR057W
1554	OG0001554	augustus_masked-scaffold_215-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scaffold_215-processed-gene-0.10&CDS=1-453	YBR282W
1555	OG0001555	genemark-scaffold_215-processed-gene-0.4-mRNA-1_1&gene=genemark-scaffold_215-processed-gene-0.4&CDS=1-1995	YJL069C
1556	OG0001556	genemark-scaffold_216-processed-gene-0.2-mRNA-1_1&gene=genemark-scaffold_216-processed-gene-0.2&CDS=1-2442	YGR237C
1557	OG0001557	augustus_masked-scaffold_217-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scaffold_217-processed-gene-0.2&CDS=1-933	YDR190C
