	OrthologID	Saccharomyces_arboricola	Saccharomyces_cerevisiae
2271	OG0002271	genemark-NC_026180.1-processed-gene-5.92-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-5.92&CDS=1-933	YJR077C
2272	OG0002272	snap_masked-NC_026180.1-processed-gene-5.136-mRNA-1_1&gene=snap_masked-NC_026180.1-processed-gene-5.136&CDS=1-1326	YJR078W
2273	OG0002273	augustus_masked-NC_026180.1-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-NC_026180.1-processed-gene-5.41&CDS=1-2478	YJR080C
2274	OG0002274	genemark-NC_026180.1-processed-gene-5.72-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-5.72&CDS=1-1269	YJR084W
2275	OG0002275	genemark-NC_026180.1-processed-gene-5.96-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-5.96&CDS=1-315	YJR085C
2276	OG0002276	genemark-NC_026180.1-processed-gene-5.73-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-5.73&CDS=1-321	YJR086W
2277	OG0002277	genemark-NC_026180.1-processed-gene-5.97-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-5.97&CDS=1-876	YJR088C
2278	OG0002278	genemark-NC_026180.1-processed-gene-5.74-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-5.74&CDS=1-2817	YJR089W
2279	OG0002279	genemark-NC_026180.1-processed-gene-5.98-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-5.98&CDS=1-3441	YJR090C
2280	OG0002280	genemark-NC_026180.1-processed-gene-5.99-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-5.99&CDS=1-3291	YJR091C
2281	OG0002281	genemark-NC_026180.1-processed-gene-5.75-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-5.75&CDS=1-4227	YJR092W
2282	OG0002282	genemark-NC_026180.1-processed-gene-5.100-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-5.100&CDS=1-978	YJR093C
2283	OG0002283	genemark-NC_026180.1-processed-gene-5.101-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-5.101&CDS=1-1086	YJR094C
2284	OG0002284	genemark-NC_026180.1-processed-gene-5.77-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-5.77&CDS=1-966	YJR095W
2285	OG0002285	maker-NC_026180.1-augustus-gene-5.108-mRNA-1_1&gene=maker-NC_026180.1-augustus-gene-5.108&CDS=1-1326	YJR096W
2286	OG0002286	genemark-NC_026180.1-processed-gene-6.50-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.50&CDS=1-1956	YJR098C
2287	OG0002287	genemark-NC_026180.1-processed-gene-6.47-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.47&CDS=1-714	YJR099W
2288	OG0002288	genemark-NC_026180.1-processed-gene-6.51-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.51&CDS=1-969	YJR100C
2289	OG0002289	genemark-NC_026180.1-processed-gene-6.48-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.48&CDS=1-798	YJR101W
2290	OG0002290	genemark-NC_026180.1-processed-gene-6.52-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.52&CDS=1-606	YJR102C
2291	OG0002291	genemark-NC_026180.1-processed-gene-6.53-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.53&CDS=1-462	YJR104C
2292	OG0002292	genemark-NC_026180.1-processed-gene-6.54-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.54&CDS=1-4359	YJR106W
2293	OG0002293	genemark-NC_026180.1-processed-gene-6.77-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.77&CDS=1-3354	YJR109C
2294	OG0002294	genemark-NC_026180.1-processed-gene-6.55-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.55&CDS=1-2061	YJR110W
2295	OG0002295	genemark-NC_026180.1-processed-gene-6.78-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.78&CDS=1-849	YJR111C
2296	OG0002296	genemark-NC_026180.1-processed-gene-6.56-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.56&CDS=1-603	YJR112W
2297	OG0002297	maker-NC_026180.1-snap-gene-6.98-mRNA-1_1&gene=maker-NC_026180.1-snap-gene-6.98&CDS=1-336	YJR112W-A
2298	OG0002298	genemark-NC_026180.1-processed-gene-6.79-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.79&CDS=1-630	YJR113C
2299	OG0002299	augustus_masked-NC_026180.1-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-NC_026180.1-processed-gene-6.10&CDS=1-282	YJR115W
2300	OG0002300	augustus_masked-NC_026180.1-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-NC_026180.1-processed-gene-6.11&CDS=1-837	YJR116W
2301	OG0002301	genemark-NC_026180.1-processed-gene-6.58-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.58&CDS=1-1359	YJR117W
2302	OG0002302	snap_masked-NC_026180.1-processed-gene-6.146-mRNA-1_1&gene=snap_masked-NC_026180.1-processed-gene-6.146&CDS=1-585	YJR118C
2303	OG0002303	genemark-NC_026180.1-processed-gene-6.81-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.81&CDS=1-2193	YJR119C
2304	OG0002304	maker-NC_026180.1-snap-gene-6.99-mRNA-1_1&gene=maker-NC_026180.1-snap-gene-6.99&CDS=1-357	YJR120W
2305	OG0002305	genemark-NC_026180.1-processed-gene-6.59-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.59&CDS=1-1533	YJR121W
2306	OG0002306	genemark-NC_026180.1-processed-gene-6.60-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.60&CDS=1-1491	YJR122W
2307	OG0002307	genemark-NC_026180.1-processed-gene-6.61-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.61&CDS=1-675	YJR123W
2308	OG0002308	snap_masked-NC_026180.1-processed-gene-6.148-mRNA-1_1&gene=snap_masked-NC_026180.1-processed-gene-6.148&CDS=1-1383	YJR124C
2309	OG0002309	genemark-NC_026180.1-processed-gene-6.83-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.83&CDS=1-1224	YJR125C
2310	OG0002310	maker-NC_026180.1-augustus-gene-6.107-mRNA-1_1&gene=maker-NC_026180.1-augustus-gene-6.107&CDS=1-6213	YJR127C
2311	OG0002311	genemark-NC_026180.1-processed-gene-6.85-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.85&CDS=1-1053	YJR129C
2312	OG0002312	genemark-NC_026180.1-processed-gene-6.86-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.86&CDS=1-1917	YJR130C
2313	OG0002313	maker-NC_026180.1-augustus-gene-6.104-mRNA-1_1&gene=maker-NC_026180.1-augustus-gene-6.104&CDS=1-4797	YJR132W
2314	OG0002314	genemark-NC_026180.1-processed-gene-6.64-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.64&CDS=1-627	YJR133W
2315	OG0002315	augustus_masked-NC_026180.1-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-NC_026180.1-processed-gene-6.38&CDS=1-2928	YJR134C
2316	OG0002316	snap_masked-NC_026180.1-processed-gene-6.129-mRNA-1_1&gene=snap_masked-NC_026180.1-processed-gene-6.129&CDS=1-261	YJR135W-A
2317	OG0002317	augustus_masked-NC_026180.1-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-NC_026180.1-processed-gene-6.39&CDS=1-5697	YJR137C
2318	OG0002318	genemark-NC_026180.1-processed-gene-6.65-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.65&CDS=1-4740	YJR138W
2319	OG0002319	genemark-NC_026180.1-processed-gene-6.91-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.91&CDS=1-1077	YJR139C
2320	OG0002320	genemark-NC_026180.1-processed-gene-6.92-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.92&CDS=1-4944	YJR140C
2321	OG0002321	genemark-NC_026180.1-processed-gene-6.66-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.66&CDS=1-1044	YJR141W
2322	OG0002322	genemark-NC_026180.1-processed-gene-6.67-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.67&CDS=1-1026	YJR142W
2323	OG0002323	genemark-NC_026180.1-processed-gene-6.93-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.93&CDS=1-2286	YJR143C
2324	OG0002324	genemark-NC_026180.1-processed-gene-6.68-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.68&CDS=1-804	YJR144W
2325	OG0002325	genemark-NC_026180.1-processed-gene-6.69-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.69&CDS=1-1161	YJR147W
2326	OG0002326	augustus_masked-NC_026180.1-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-NC_026180.1-processed-gene-6.24&CDS=1-1173	YJR149W
2327	OG0002327	genemark-NC_026180.1-processed-gene-6.72-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.72&CDS=1-1629	YJR152W
2328	OG0002328	genemark-NC_026180.1-processed-gene-6.73-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.73&CDS=1-1083	YJR153W
2329	OG0002329	genemark-NC_026180.1-processed-gene-6.76-mRNA-1_1&gene=genemark-NC_026180.1-processed-gene-6.76&CDS=1-1035	YJR154W
2330	OG0002330	augustus_masked-NC_026181.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-0.49&CDS=1-540	YKL218C
2331	OG0002331	genemark-NC_026181.1-processed-gene-0.8-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-0.8&CDS=1-1860	YKL217W
2332	OG0002332	genemark-NC_026181.1-processed-gene-0.9-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-0.9&CDS=1-942	YKL216W
2333	OG0002333	genemark-NC_026181.1-processed-gene-0.22-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-0.22&CDS=1-3867	YKL215C
2334	OG0002334	genemark-NC_026181.1-processed-gene-0.23-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-0.23&CDS=1-606	YKL214C
2335	OG0002335	genemark-NC_026181.1-processed-gene-0.24-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-0.24&CDS=1-2151	YKL213C
2336	OG0002336	genemark-NC_026181.1-processed-gene-0.10-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-0.10&CDS=1-1869	YKL212W
2337	OG0002337	genemark-NC_026181.1-processed-gene-0.25-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-0.25&CDS=1-1452	YKL211C
2338	OG0002338	genemark-NC_026181.1-processed-gene-0.11-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-0.11&CDS=1-3075	YKL210W
2339	OG0002339	genemark-NC_026181.1-processed-gene-0.26-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-0.26&CDS=1-3876	YKL209C
2340	OG0002340	maker-NC_026181.1-snap-gene-0.0-mRNA-1_1&gene=maker-NC_026181.1-snap-gene-0.0&CDS=1-1572	YKL207W
2341	OG0002341	genemark-NC_026181.1-processed-gene-0.27-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-0.27&CDS=1-801	YKL206C
2342	OG0002342	genemark-NC_026181.1-processed-gene-0.14-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-0.14&CDS=1-3288	YKL205W
2343	OG0002343	genemark-NC_026181.1-processed-gene-0.15-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-0.15&CDS=1-1899	YKL204W
2344	OG0002344	snap_masked-NC_026181.1-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-0.88&CDS=1-3219	YKL201C
2345	OG0002345	snap_masked-NC_026181.1-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-0.89&CDS=1-2079	YKL198C
2346	OG0002346	snap_masked-NC_026181.1-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-0.90&CDS=1-3132	YKL197C
2347	OG0002347	genemark-NC_026181.1-processed-gene-0.30-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-0.30&CDS=1-600	YKL196C
2348	OG0002348	genemark-NC_026181.1-processed-gene-0.16-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-0.16&CDS=1-1098	YKL195W
2349	OG0002349	augustus_masked-NC_026181.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-0.60&CDS=1-2565	YKL194C
2350	OG0002350	maker-NC_026181.1-augustus-gene-0.3-mRNA-1_1&gene=maker-NC_026181.1-augustus-gene-0.3&CDS=1-2100	YKL191W
2351	OG0002351	genemark-NC_026181.1-processed-gene-0.18-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-0.18&CDS=1-1197	YKL189W
2352	OG0002352	genemark-NC_026181.1-processed-gene-0.34-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-0.34&CDS=1-2544	YKL188C
2353	OG0002353	augustus_masked-NC_026181.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-0.62&CDS=1-2217	YKL187C
2354	OG0002354	genemark-NC_026181.1-processed-gene-0.36-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-0.36&CDS=1-555	YKL186C
2355	OG0002355	genemark-NC_026181.1-processed-gene-0.19-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-0.19&CDS=1-1824	YKL185W
2356	OG0002356	snap_masked-NC_026181.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-0.74&CDS=1-1398	YKL184W
2357	OG0002357	augustus_masked-NC_026181.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-0.48&CDS=1-927	YKL183W
2358	OG0002358	genemark-NC_026181.1-processed-gene-1.44-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.44&CDS=1-6150	YKL182W
2359	OG0002359	genemark-NC_026181.1-processed-gene-1.45-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.45&CDS=1-1281	YKL181W
2360	OG0002360	genemark-NC_026181.1-processed-gene-1.47-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.47&CDS=1-2031	YKL179C
2361	OG0002361	genemark-NC_026181.1-processed-gene-1.48-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.48&CDS=1-1410	YKL178C
2362	OG0002362	genemark-NC_026181.1-processed-gene-1.67-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.67&CDS=1-2499	YKL176C
2363	OG0002363	genemark-NC_026181.1-processed-gene-1.49-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.49&CDS=1-1491	YKL175W
2364	OG0002364	genemark-NC_026181.1-processed-gene-1.68-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.68&CDS=1-1854	YKL174C
2365	OG0002365	augustus_masked-NC_026181.1-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-1.120&CDS=1-4254	YKL173W
2366	OG0002366	augustus_masked-NC_026181.1-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-1.121&CDS=1-2784	YKL171W
2367	OG0002367	genemark-NC_026181.1-processed-gene-1.53-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.53&CDS=1-414	YKL170W
2368	OG0002368	genemark-NC_026181.1-processed-gene-1.69-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.69&CDS=1-2163	YKL168C
2369	OG0002369	genemark-NC_026181.1-processed-gene-1.70-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.70&CDS=1-399	YKL167C
2370	OG0002370	maker-NC_026181.1-snap-gene-1.97-mRNA-1_1&gene=maker-NC_026181.1-snap-gene-1.97&CDS=1-2925	YKL165C
2371	OG0002371	snap_masked-NC_026181.1-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-1.31&CDS=1-1182	YKL162C
2372	OG0002372	augustus_masked-NC_026181.1-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-1.142&CDS=1-1437	YKL161C
2373	OG0002373	genemark-NC_026181.1-processed-gene-1.55-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.55&CDS=1-438	YKL160W
2374	OG0002374	genemark-NC_026181.1-processed-gene-1.75-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.75&CDS=1-651	YKL159C
2375	OG0002375	genemark-NC_026181.1-processed-gene-1.76-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.76&CDS=1-1887	YKL155C
2376	OG0002376	genemark-NC_026181.1-processed-gene-1.57-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.57&CDS=1-732	YKL154W
2377	OG0002377	genemark-NC_026181.1-processed-gene-1.77-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.77&CDS=1-741	YKL152C
2378	OG0002378	augustus_masked-NC_026181.1-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-1.128&CDS=1-3492	YKL146W
2379	OG0002379	genemark-NC_026181.1-processed-gene-1.80-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.80&CDS=1-639	YKL144C
2380	OG0002380	genemark-NC_026181.1-processed-gene-1.61-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.61&CDS=1-1386	YKL143W
2381	OG0002381	genemark-NC_026181.1-processed-gene-1.62-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.62&CDS=1-657	YKL142W
2382	OG0002382	genemark-NC_026181.1-processed-gene-1.63-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.63&CDS=1-594	YKL141W
2383	OG0002383	genemark-NC_026181.1-processed-gene-1.64-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.64&CDS=1-1536	YKL140W
2384	OG0002384	genemark-NC_026181.1-processed-gene-1.65-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.65&CDS=1-1551	YKL139W
2385	OG0002385	snap_masked-NC_026181.1-processed-gene-1.36-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-1.36&CDS=1-204	YKL138C-A
2386	OG0002386	genemark-NC_026181.1-processed-gene-1.81-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.81&CDS=1-393	YKL138C
2387	OG0002387	genemark-NC_026181.1-processed-gene-1.66-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.66&CDS=1-333	YKL137W
2388	OG0002388	genemark-NC_026181.1-processed-gene-1.82-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.82&CDS=1-2178	YKL135C
2389	OG0002389	maker-NC_026181.1-augustus-gene-1.110-mRNA-1_1&gene=maker-NC_026181.1-augustus-gene-1.110&CDS=1-3519	YKL134C
2390	OG0002390	snap_masked-NC_026181.1-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-1.40&CDS=1-1284	YKL132C
2391	OG0002391	genemark-NC_026181.1-processed-gene-1.85-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.85&CDS=1-738	YKL130C
2392	OG0002392	genemark-NC_026181.1-processed-gene-1.87-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-1.87&CDS=1-885	YKL128C
2393	OG0002393	genemark-NC_026181.1-processed-gene-2.1-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.1&CDS=1-2040	YKL126W
2394	OG0002394	genemark-NC_026181.1-processed-gene-2.2-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.2&CDS=1-1878	YKL125W
2395	OG0002395	genemark-NC_026181.1-processed-gene-2.3-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.3&CDS=1-1776	YKL124W
2396	OG0002396	genemark-NC_026181.1-processed-gene-2.4-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.4&CDS=1-555	YKL122C
2397	OG0002397	genemark-NC_026181.1-processed-gene-2.5-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.5&CDS=1-2556	YKL121W
2398	OG0002398	genemark-NC_026181.1-processed-gene-2.6-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.6&CDS=1-972	YKL120W
2399	OG0002399	genemark-NC_026181.1-processed-gene-2.30-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.30&CDS=1-645	YKL119C
2400	OG0002400	snap_masked-NC_026181.1-processed-gene-2.94-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-2.94&CDS=1-786	YKL117W
2401	OG0002401	genemark-NC_026181.1-processed-gene-2.31-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.31&CDS=1-1551	YKL116C
2402	OG0002402	genemark-NC_026181.1-processed-gene-2.32-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.32&CDS=1-1095	YKL114C
2403	OG0002403	genemark-NC_026181.1-processed-gene-2.33-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.33&CDS=1-1146	YKL113C
2404	OG0002404	genemark-NC_026181.1-processed-gene-2.8-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.8&CDS=1-2229	YKL112W
2405	OG0002405	genemark-NC_026181.1-processed-gene-2.34-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.34&CDS=1-939	YKL110C
2406	OG0002406	snap_masked-NC_026181.1-processed-gene-2.97-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-2.97&CDS=1-3006	YKL108W
2407	OG0002407	genemark-NC_026181.1-processed-gene-2.10-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.10&CDS=1-930	YKL107W
2408	OG0002408	genemark-NC_026181.1-processed-gene-2.11-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.11&CDS=1-1353	YKL106W
2409	OG0002409	genemark-NC_026181.1-processed-gene-2.35-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.35&CDS=1-3285	YKL105C
2410	OG0002410	genemark-NC_026181.1-processed-gene-2.37-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.37&CDS=1-1542	YKL103C
2411	OG0002411	genemark-NC_026181.1-processed-gene-2.12-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.12&CDS=1-4560	YKL101W
2412	OG0002412	augustus_masked-NC_026181.1-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-2.82&CDS=1-2484	YKL100C
2413	OG0002413	genemark-NC_026181.1-processed-gene-2.13-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.13&CDS=1-1053	YKL098W
2414	OG0002414	snap_masked-NC_026181.1-processed-gene-2.103-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-2.103&CDS=1-294	YKL096W-A
2415	OG0002415	genemark-NC_026181.1-processed-gene-2.15-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.15&CDS=1-726	YKL096W
2416	OG0002416	genemark-NC_026181.1-processed-gene-2.16-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.16&CDS=1-837	YKL095W
2417	OG0002417	genemark-NC_026181.1-processed-gene-2.17-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.17&CDS=1-1056	YKL094W
2418	OG0002418	genemark-NC_026181.1-processed-gene-2.18-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.18&CDS=1-1014	YKL093W
2419	OG0002419	maker-NC_026181.1-augustus-gene-2.51-mRNA-1_1&gene=maker-NC_026181.1-augustus-gene-2.51&CDS=1-4266	YKL092C
2420	OG0002420	snap_masked-NC_026181.1-processed-gene-2.108-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-2.108&CDS=1-3012	YKL089W
2421	OG0002421	genemark-NC_026181.1-processed-gene-2.20-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.20&CDS=1-1722	YKL088W
2422	OG0002422	genemark-NC_026181.1-processed-gene-2.42-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.42&CDS=1-678	YKL087C
2423	OG0002423	genemark-NC_026181.1-processed-gene-2.21-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.21&CDS=1-381	YKL086W
2424	OG0002424	genemark-NC_026181.1-processed-gene-2.22-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.22&CDS=1-1002	YKL085W
2425	OG0002425	snap_masked-NC_026181.1-processed-gene-2.112-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-2.112&CDS=1-348	YKL084W
2426	OG0002426	genemark-NC_026181.1-processed-gene-2.43-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.43&CDS=1-1338	YKL082C
2427	OG0002427	snap_masked-NC_026181.1-processed-gene-2.114-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-2.114&CDS=1-3156	YKL079W
2428	OG0002428	augustus_masked-NC_026181.1-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-2.72&CDS=1-3342	YKL078W
2429	OG0002429	snap_masked-NC_026181.1-processed-gene-2.130-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-2.130&CDS=1-2871	YKL075C
2430	OG0002430	genemark-NC_026181.1-processed-gene-2.29-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-2.29&CDS=1-2643	YKL073W
2431	OG0002431	genemark-NC_026181.1-processed-gene-3.86-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.86&CDS=1-2322	YKL072W
2432	OG0002432	snap_masked-NC_026181.1-processed-gene-3.1-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-3.1&CDS=1-549	YKL069W
2433	OG0002433	snap_masked-NC_026181.1-processed-gene-3.2-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-3.2&CDS=1-240	YKL068W-A
2434	OG0002434	genemark-NC_026181.1-processed-gene-3.88-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.88&CDS=1-2967	YKL068W
2435	OG0002435	genemark-NC_026181.1-processed-gene-3.89-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.89&CDS=1-459	YKL067W
2436	OG0002436	snap_masked-NC_026181.1-processed-gene-3.5-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-3.5&CDS=1-219	YKL065W-A
2437	OG0002437	genemark-NC_026181.1-processed-gene-3.111-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.111&CDS=1-621	YKL065C
2438	OG0002438	maker-NC_026181.1-snap-gene-3.138-mRNA-1_1&gene=maker-NC_026181.1-snap-gene-3.138&CDS=1-2904	YKL064W
2439	OG0002439	genemark-NC_026181.1-processed-gene-3.112-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.112&CDS=1-507	YKL063C
2440	OG0002440	genemark-NC_026181.1-processed-gene-3.92-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.92&CDS=1-1941	YKL062W
2441	OG0002441	genemark-NC_026181.1-processed-gene-3.93-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.93&CDS=1-339	YKL061W
2442	OG0002442	genemark-NC_026181.1-processed-gene-3.113-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.113&CDS=1-1077	YKL060C
2443	OG0002443	genemark-NC_026181.1-processed-gene-3.114-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-3.114&CDS=1-1323	YKL059C
