	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041863_Candida_gorgasii
2903	OG0002903	YOL093W	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-7.165-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-7.165&CDS=1-1011
2904	OG0002904	YOL094C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-4.149&CDS=1-972
2905	OG0002905	YOL095C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-4.150-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-4.150&CDS=1-2277
2906	OG0002906	YOL096C	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-4.7&CDS=1-915
2907	OG0002907	YOL097C	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-2.20&CDS=1-1299
2908	OG0002908	YOL098C	snap_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.122-mRNA-1_1&gene=snap_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.122&CDS=1-3132
2909	OG0002909	YOL102C	maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-11.83-mRNA-1_1&gene=maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-11.83&CDS=1-927
2910	OG0002910	YOL110W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-6.122&CDS=1-663
2911	OG0002911	YOL111C	augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-2.76&CDS=1-597
2912	OG0002912	YOL114C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.32&CDS=1-552
2913	OG0002913	YOL115W	genemark-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.61-mRNA-1_1&gene=genemark-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.61&CDS=1-1818
2914	OG0002914	YOL123W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-6.25&CDS=1-1371
2915	OG0002915	YOL124C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-6.43-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-6.43&CDS=1-1308
2916	OG0002916	YOL125W	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-2.134&CDS=1-1272
2917	OG0002917	YOL127W	maker-NODE_11_length_286442_cov_39.4109_ID_2383-augustus-gene-1.279-mRNA-1_1&gene=maker-NODE_11_length_286442_cov_39.4109_ID_2383-augustus-gene-1.279&CDS=1-426
2918	OG0002918	YOL129W	maker-NODE_11_length_286442_cov_39.4109_ID_2383-augustus-gene-1.278-mRNA-1_1&gene=maker-NODE_11_length_286442_cov_39.4109_ID_2383-augustus-gene-1.278&CDS=1-1449
2919	OG0002919	YOL132W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-3.93&CDS=1-4224
2920	OG0002920	YOL133W	genemark-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-2.50-mRNA-1_1&gene=genemark-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-2.50&CDS=1-360
2921	OG0002921	YOL135C	augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-2.88&CDS=1-543
2922	OG0002922	YOL136C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-3.77&CDS=1-825
2923	OG0002923	YOL137W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.38&CDS=1-1458
2924	OG0002924	YOL138C	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-11.324-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-11.324&CDS=1-3408
2925	OG0002925	YOL139C	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-11.325-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-11.325&CDS=1-630
2926	OG0002926	YOL140W	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-6.69-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-6.69&CDS=1-1299
2927	OG0002927	YOL141W	maker-NODE_7_length_555756_cov_23.0099_ID_1080-snap-gene-4.168-mRNA-1_1&gene=maker-NODE_7_length_555756_cov_23.0099_ID_1080-snap-gene-4.168&CDS=1-2064
2928	OG0002928	YOL142W	maker-NODE_7_length_555756_cov_23.0099_ID_1080-augustus-gene-4.173-mRNA-1_1&gene=maker-NODE_7_length_555756_cov_23.0099_ID_1080-augustus-gene-4.173&CDS=1-2772
2929	OG0002929	YOL144W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-6.47-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-6.47&CDS=1-1788
2930	OG0002930	YOL145C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-6.23&CDS=1-3204
2931	OG0002931	YOL146W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-6.49&CDS=1-522
2932	OG0002932	YOL147C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-6.48-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-6.48&CDS=1-684
2933	OG0002933	YOL148C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.6&CDS=1-2307
2934	OG0002934	YOL149W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.5&CDS=1-540
2935	OG0002935	YOL152W	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-0.26&CDS=1-1779
2936	OG0002936	YOR001W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-18.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-18.117&CDS=1-2127
2937	OG0002937	YOR002W	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-7.0-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-7.0&CDS=1-1653
2938	OG0002938	YOR004W	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-2.124&CDS=1-747
2939	OG0002939	YOR005C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.171-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.171&CDS=1-2724
2940	OG0002940	YOR007C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.146-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.146&CDS=1-993
2941	OG0002941	YOR014W	augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-1.110&CDS=1-2148
2942	OG0002942	YOR017W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-3.76&CDS=1-1929
2943	OG0002943	YOR023C	genemark-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-10.7-mRNA-1_1&gene=genemark-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-10.7&CDS=1-1290
2944	OG0002944	YOR025W	genemark-NODE_15_length_61553_cov_40.9555_ID_2345-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_15_length_61553_cov_40.9555_ID_2345-processed-gene-0.30&CDS=1-1413
2945	OG0002945	YOR026W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-12.149-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-12.149&CDS=1-1020
2946	OG0002946	YOR027W	augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-2.72&CDS=1-2475
2947	OG0002947	YOR028C	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-6.26&CDS=1-603
2948	OG0002948	YOR035C	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-6.11&CDS=1-2313
2949	OG0002949	YOR036W	augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-3.18&CDS=1-885
2950	OG0002950	YOR037W	augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-3.19&CDS=1-1623
2951	OG0002951	YOR038C	augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-3.44&CDS=1-2931
2952	OG0002952	YOR043W	augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-0.86&CDS=1-1038
2953	OG0002953	YOR045W	genemark-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-0.79&CDS=1-225
2954	OG0002954	YOR046C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-13.30-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-13.30&CDS=1-1518
2955	OG0002955	YOR048C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.55-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.55&CDS=1-3072
2956	OG0002956	YOR049C	maker-NODE_8_length_450817_cov_29.9366_ID_1132-snap-gene-1.154-mRNA-1_1&gene=maker-NODE_8_length_450817_cov_29.9366_ID_1132-snap-gene-1.154&CDS=1-2568
2957	OG0002957	YOR051C	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-6.0&CDS=1-1125
2958	OG0002958	YOR052C	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-6.3&CDS=1-423
2959	OG0002959	YOR056C	snap_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-0.24&CDS=1-1380
2960	OG0002960	YOR058C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-8.5-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-8.5&CDS=1-2505
2961	OG0002961	YOR059C	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-0.42&CDS=1-1671
2962	OG0002962	YOR060C	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-11.239-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-11.239&CDS=1-720
2963	OG0002963	YOR063W	augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.29&CDS=1-1164
2964	OG0002964	YOR067C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-13.14-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-13.14&CDS=1-1776
2965	OG0002965	YOR069W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-2.83&CDS=1-1992
2966	OG0002966	YOR070C	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-7.3-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-7.3&CDS=1-1656
2967	OG0002967	YOR073W	snap_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-11.18-mRNA-1_1&gene=snap_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-11.18&CDS=1-1005
2968	OG0002968	YOR074C	maker-NODE_5_length_1279566_cov_24.6861_ID_1815-snap-gene-11.219-mRNA-1_1&gene=maker-NODE_5_length_1279566_cov_24.6861_ID_1815-snap-gene-11.219&CDS=1-1077
2969	OG0002969	YOR075W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-3.70&CDS=1-954
2970	OG0002970	YOR077W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-6.32&CDS=1-666
2971	OG0002971	YOR079C	genemark-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-11.44-mRNA-1_1&gene=genemark-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-11.44&CDS=1-753
2972	OG0002972	YOR080W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-11.8-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-11.8&CDS=1-1896
2973	OG0002973	YOR085W	augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-0.126&CDS=1-996
2974	OG0002974	YOR087W	snap_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-0.96&CDS=1-1968
2975	OG0002975	YOR090C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-15.40-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-15.40&CDS=1-1710
2976	OG0002976	YOR091W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-2.145&CDS=1-999
2977	OG0002977	YOR093C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-8.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-8.26&CDS=1-4620
2978	OG0002978	YOR095C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-2.143&CDS=1-720
2979	OG0002979	YOR101W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.335-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.335&CDS=1-672
2980	OG0002980	YOR103C	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.284-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.284&CDS=1-402
2981	OG0002981	YOR111W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-7.73&CDS=1-609
2982	OG0002982	YOR112W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-11.59-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-11.59&CDS=1-2217
2983	OG0002983	YOR113W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-11.58-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-11.58&CDS=1-2442
2984	OG0002984	YOR115C	genemark-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-0.25&CDS=1-513
2985	OG0002985	YOR116C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-7.132-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-7.132&CDS=1-4755
2986	OG0002986	YOR117W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-7.133-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-7.133&CDS=1-1275
2987	OG0002987	YOR118W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-6.12-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-6.12&CDS=1-1809
2988	OG0002988	YOR119C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-5.154-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-5.154&CDS=1-1383
2989	OG0002989	YOR122C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-5.129&CDS=1-378
2990	OG0002990	YOR123C	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-4.51&CDS=1-1140
2991	OG0002991	YOR124C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-12.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-12.117&CDS=1-3657
2992	OG0002992	YOR125C	augustus_masked-NODE_15_length_61553_cov_40.9555_ID_2345-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_15_length_61553_cov_40.9555_ID_2345-processed-gene-0.51&CDS=1-2886
2993	OG0002993	YOR126C	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-11.276-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-11.276&CDS=1-738
2994	OG0002994	YOR128C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-11.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-11.32&CDS=1-1683
2995	OG0002995	YOR130C	maker-NODE_1_length_1922578_cov_23.1432_ID_3408-snap-gene-5.112-mRNA-1_1&gene=maker-NODE_1_length_1922578_cov_23.1432_ID_3408-snap-gene-5.112&CDS=1-927
2996	OG0002996	YOR132W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-10.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-10.113&CDS=1-1581
2997	OG0002997	YOR136W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-2.137&CDS=1-1092
2998	OG0002998	YOR142W	maker-NODE_1_length_1922578_cov_23.1432_ID_3408-augustus-gene-7.64-mRNA-1_1&gene=maker-NODE_1_length_1922578_cov_23.1432_ID_3408-augustus-gene-7.64&CDS=1-3360
2999	OG0002999	YOR143C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-9.79-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-9.79&CDS=1-879
3000	OG0003000	YOR144C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-10.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-10.117&CDS=1-2523
3001	OG0003001	YOR145C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-10.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-10.112&CDS=1-756
3002	OG0003002	YOR149C	genemark-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.22-mRNA-1_1&gene=genemark-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.22&CDS=1-1554
3003	OG0003003	YOR150W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-0.41&CDS=1-522
3004	OG0003004	YOR151C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-0.20&CDS=1-3696
3005	OG0003005	YOR154W	augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-1.101&CDS=1-1155
3006	OG0003006	YOR155C	augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-0.65&CDS=1-1341
3007	OG0003007	YOR157C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-15.10-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-15.10&CDS=1-798
3008	OG0003008	YOR158W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-11.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-11.85&CDS=1-894
3009	OG0003009	YOR159C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-11.65-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-11.65&CDS=1-258
3010	OG0003010	YOR160W	augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-3.13&CDS=1-2841
3011	OG0003011	YOR161C	augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-2.94&CDS=1-1611
3012	OG0003012	YOR163W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-4.160-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-4.160&CDS=1-555
3013	OG0003013	YOR164C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-4.132&CDS=1-945
3014	OG0003014	YOR165W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-14.46-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-14.46&CDS=1-2532
3015	OG0003015	YOR166C	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-8.143-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-8.143&CDS=1-1329
3016	OG0003016	YOR168W	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-8.121-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-8.121&CDS=1-2349
3017	OG0003017	YOR175C	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-0.18&CDS=1-1854
3018	OG0003018	YOR176W	genemark-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-2.66-mRNA-1_1&gene=genemark-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-2.66&CDS=1-1254
