	OrthologID	Metschnikowia_aberdeeniae	Saccharomyces_cerevisiae
1473	OG0001473	snap_masked-abe-_s2-processed-gene-4.85-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-4.85&CDS=1-360	YGL096W
1474	OG0001474	augustus_masked-abe-_s2-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-4.123&CDS=1-1812	YJL085W
1475	OG0001475	augustus_masked-abe-_s2-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-4.102&CDS=1-2466	YJL087C
1476	OG0001476	genemark-abe-_s2-processed-gene-4.15-mRNA-1_1&gene=genemark-abe-_s2-processed-gene-4.15&CDS=1-2607	YDR531W
1477	OG0001477	augustus_masked-abe-_s2-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-4.124&CDS=1-1167	YGR012W
1478	OG0001478	augustus_masked-abe-_s2-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-4.106&CDS=1-675	YEL038W
1479	OG0001479	augustus_masked-abe-_s2-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-4.127&CDS=1-999	YEL037C
1480	OG0001480	augustus_masked-abe-_s2-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.117&CDS=1-3675	YFL008W
1481	OG0001481	augustus_masked-abe-_s2-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.121&CDS=1-2859	YLR336C
1482	OG0001482	augustus_masked-abe-_s2-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.119&CDS=1-1074	YGR028W
1483	OG0001483	augustus_masked-abe-_s2-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.120&CDS=1-2556	YMR302C
1484	OG0001484	augustus_masked-abe-_s2-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.122&CDS=1-1458	YPL020C
1485	OG0001485	augustus_masked-abe-_s2-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.124&CDS=1-573	YPL010W
1486	OG0001486	augustus_masked-abe-_s2-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.125&CDS=1-1503	YPL011C
1487	OG0001487	augustus_masked-abe-_s2-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.127&CDS=1-903	YLR308W
1488	OG0001488	augustus_masked-abe-_s2-processed-gene-5.128-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.128&CDS=1-600	YDR032C
1489	OG0001489	snap_masked-abe-_s2-processed-gene-5.90-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-5.90&CDS=1-708	YBR035C
1490	OG0001490	augustus_masked-abe-_s2-processed-gene-5.147-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.147&CDS=1-588	YCR003W
1491	OG0001491	augustus_masked-abe-_s2-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.129&CDS=1-1098	YCR002C
1492	OG0001492	genemark-abe-_s2-processed-gene-5.13-mRNA-1_1&gene=genemark-abe-_s2-processed-gene-5.13&CDS=1-315	YBL001C
1493	OG0001493	augustus_masked-abe-_s2-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.130&CDS=1-1425	YLR004C
1494	OG0001494	augustus_masked-abe-_s2-processed-gene-5.131-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.131&CDS=1-915	YER053C
1495	OG0001495	snap_masked-abe-_s2-processed-gene-5.77-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-5.77&CDS=1-996	YHL009C
1496	OG0001496	augustus_masked-abe-_s2-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.133&CDS=1-1722	YOR027W
1497	OG0001497	augustus_masked-abe-_s2-processed-gene-5.134-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.134&CDS=1-2274	YDL040C
1498	OG0001498	augustus_masked-abe-_s2-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.136&CDS=1-1494	YNL294C
1499	OG0001499	augustus_masked-abe-_s2-processed-gene-5.154-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.154&CDS=1-1776	YOL066C
1500	OG0001500	augustus_masked-abe-_s2-processed-gene-5.155-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.155&CDS=1-1494	YDL030W
1501	OG0001501	augustus_masked-abe-_s2-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.137&CDS=1-1269	YOL065C
1502	OG0001502	augustus_masked-abe-_s2-processed-gene-5.156-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.156&CDS=1-2289	YBR236C
1503	OG0001503	augustus_masked-abe-_s2-processed-gene-5.157-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.157&CDS=1-1407	YMR283C
1504	OG0001504	augustus_masked-abe-_s2-processed-gene-5.158-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.158&CDS=1-4299	YGR047C
1505	OG0001505	snap_masked-abe-_s2-processed-gene-5.84-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-5.84&CDS=1-4227	YOR336W
1506	OG0001506	maker-abe-_s2-augustus-gene-5.58-mRNA-1_1&gene=maker-abe-_s2-augustus-gene-5.58&CDS=1-870	YPL196W
1507	OG0001507	augustus_masked-abe-_s2-processed-gene-5.160-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.160&CDS=1-684	YIR030C
1508	OG0001508	snap_masked-abe-_s2-processed-gene-5.86-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-5.86&CDS=1-1107	YPL194W
1509	OG0001509	augustus_masked-abe-_s2-processed-gene-5.161-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-5.161&CDS=1-315	YGL080W
1510	OG0001510	snap_masked-abe-_s2-processed-gene-5.110-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-5.110&CDS=1-1905	YPL093W
1511	OG0001511	snap_masked-abe-_s2-processed-gene-5.111-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-5.111&CDS=1-1104	YPL050C
1512	OG0001512	maker-abe-_s2-snap-gene-5.165-mRNA-1_1&gene=maker-abe-_s2-snap-gene-5.165&CDS=1-1227	YPL048W
1513	OG0001513	augustus_masked-abe-_s2-processed-gene-6.111-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-6.111&CDS=1-2709	YGL137W
1514	OG0001514	augustus_masked-abe-_s2-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-6.112&CDS=1-1788	YNL048W
1515	OG0001515	augustus_masked-abe-_s2-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-6.108&CDS=1-1254	YBL091C
1516	OG0001516	maker-abe-_s2-augustus-gene-6.50-mRNA-1_1&gene=maker-abe-_s2-augustus-gene-6.50&CDS=1-762	YER120W
1517	OG0001517	augustus_masked-abe-_s2-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-6.114&CDS=1-867	YER118C
1518	OG0001518	snap_masked-abe-_s2-processed-gene-6.85-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-6.85&CDS=1-2772	YPL222W
1519	OG0001519	augustus_masked-abe-_s2-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-6.117&CDS=1-900	YLR351C
1520	OG0001520	augustus_masked-abe-_s2-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-6.133&CDS=1-936	YGR031W
1521	OG0001521	augustus_masked-abe-_s2-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-6.134&CDS=1-2442	YLL034C
1522	OG0001522	augustus_masked-abe-_s2-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-6.118&CDS=1-357	YFL014W
1523	OG0001523	augustus_masked-abe-_s2-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-6.119&CDS=1-963	YNR054C
1524	OG0001524	snap_masked-abe-_s2-processed-gene-6.89-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-6.89&CDS=1-4995	YDR141C
1525	OG0001525	augustus_masked-abe-_s2-processed-gene-6.120-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-6.120&CDS=1-624	YGL047W
1526	OG0001526	augustus_masked-abe-_s2-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-6.121&CDS=1-474	YML098W
1527	OG0001527	augustus_masked-abe-_s2-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-6.137&CDS=1-3246	YIL030C
1528	OG0001528	snap_masked-abe-_s2-processed-gene-6.70-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-6.70&CDS=1-2466	YBL014C
1529	OG0001529	augustus_masked-abe-_s2-processed-gene-6.139-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-6.139&CDS=1-2103	YGL026C
1530	OG0001530	augustus_masked-abe-_s2-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-6.123&CDS=1-1023	YBL013W
1531	OG0001531	augustus_masked-abe-_s2-processed-gene-6.142-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-6.142&CDS=1-9315	YLL040C
1532	OG0001532	augustus_masked-abe-_s2-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-6.124&CDS=1-2469	YGL180W
1533	OG0001533	snap_masked-abe-_s2-processed-gene-6.102-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-6.102&CDS=1-834	YLR421C
1534	OG0001534	snap_masked-abe-_s2-processed-gene-6.75-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-6.75&CDS=1-795	YLL023C
1535	OG0001535	augustus_masked-abe-_s2-processed-gene-6.146-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-6.146&CDS=1-645	YPL067C
1536	OG0001536	augustus_masked-abe-_s2-processed-gene-6.147-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-6.147&CDS=1-930	YMR010W
1537	OG0001537	snap_masked-abe-_s2-processed-gene-6.83-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-6.83&CDS=1-1653	YER065C
1538	OG0001538	augustus_masked-abe-_s2-processed-gene-7.115-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.115&CDS=1-1644	YPL030W
1539	OG0001539	augustus_masked-abe-_s2-processed-gene-7.116-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.116&CDS=1-1728	YDR255C
1540	OG0001540	augustus_masked-abe-_s2-processed-gene-7.117-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.117&CDS=1-282	YPL046C
1541	OG0001541	augustus_masked-abe-_s2-processed-gene-7.112-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.112&CDS=1-2793	YPL045W
1542	OG0001542	augustus_masked-abe-_s2-processed-gene-7.118-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.118&CDS=1-1356	YDR254W
1543	OG0001543	augustus_masked-abe-_s2-processed-gene-7.113-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.113&CDS=1-2070	YPL043W
1544	OG0001544	augustus_masked-abe-_s2-processed-gene-7.166-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.166&CDS=1-942	YDL047W
1545	OG0001545	augustus_masked-abe-_s2-processed-gene-7.119-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.119&CDS=1-591	YER050C
1546	OG0001546	augustus_masked-abe-_s2-processed-gene-7.121-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.121&CDS=1-1110	YGR133W
1547	OG0001547	augustus_masked-abe-_s2-processed-gene-7.122-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.122&CDS=1-1380	YER016W
1548	OG0001548	augustus_masked-abe-_s2-processed-gene-7.167-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.167&CDS=1-255	YER058W
1549	OG0001549	maker-abe-_s2-snap-gene-7.104-mRNA-1_1&gene=maker-abe-_s2-snap-gene-7.104&CDS=1-786	YPL127C
1550	OG0001550	augustus_masked-abe-_s2-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.125&CDS=1-600	YOR236W
1551	OG0001551	augustus_masked-abe-_s2-processed-gene-7.126-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.126&CDS=1-513	YOR215C
1552	OG0001552	augustus_masked-abe-_s2-processed-gene-7.127-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.127&CDS=1-720	YPL129W
1553	OG0001553	augustus_masked-abe-_s2-processed-gene-7.168-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.168&CDS=1-1173	YOR212W
1554	OG0001554	augustus_masked-abe-_s2-processed-gene-7.169-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.169&CDS=1-2112	YPL128C
1555	OG0001555	augustus_masked-abe-_s2-processed-gene-7.129-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.129&CDS=1-246	YPR010C-A
1556	OG0001556	snap_masked-abe-_s2-processed-gene-7.63-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-7.63&CDS=1-822	YGR021W
1557	OG0001557	augustus_masked-abe-_s2-processed-gene-7.130-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.130&CDS=1-372	YGR020C
1558	OG0001558	snap_masked-abe-_s2-processed-gene-7.64-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-7.64&CDS=1-1584	YLR330W
1559	OG0001559	augustus_masked-abe-_s2-processed-gene-7.172-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.172&CDS=1-1785	YAL013W
1560	OG0001560	augustus_masked-abe-_s2-processed-gene-7.131-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.131&CDS=1-1323	YOL041C
1561	OG0001561	augustus_masked-abe-_s2-processed-gene-7.132-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.132&CDS=1-1530	YNL239W
1562	OG0001562	augustus_masked-abe-_s2-processed-gene-7.133-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.133&CDS=1-2580	YPR105C
1563	OG0001563	augustus_masked-abe-_s2-processed-gene-7.174-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.174&CDS=1-624	YPR107C
1564	OG0001564	augustus_masked-abe-_s2-processed-gene-7.175-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.175&CDS=1-1050	YAL009W
1565	OG0001565	augustus_masked-abe-_s2-processed-gene-7.134-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.134&CDS=1-1440	YJL091C
1566	OG0001566	augustus_masked-abe-_s2-processed-gene-7.137-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.137&CDS=1-2442	YOR216C
1567	OG0001567	augustus_masked-abe-_s2-processed-gene-7.138-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.138&CDS=1-2808	YOR217W
1568	OG0001568	augustus_masked-abe-_s2-processed-gene-7.176-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.176&CDS=1-1146	YPL146C
1569	OG0001569	maker-abe-_s2-augustus-gene-7.315-mRNA-1_1&gene=maker-abe-_s2-augustus-gene-7.315&CDS=1-3816	YAL019W
1570	OG0001570	augustus_masked-abe-_s2-processed-gene-7.142-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.142&CDS=1-1065	YAL020C
1571	OG0001571	augustus_masked-abe-_s2-processed-gene-7.143-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.143&CDS=1-627	YOL032W
1572	OG0001572	augustus_masked-abe-_s2-processed-gene-7.144-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.144&CDS=1-462	YJL122W
1573	OG0001573	augustus_masked-abe-_s2-processed-gene-7.180-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.180&CDS=1-696	YJL121C
1574	OG0001574	augustus_masked-abe-_s2-processed-gene-7.145-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.145&CDS=1-498	YGL242C
1575	OG0001575	augustus_masked-abe-_s2-processed-gene-7.181-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.181&CDS=1-1077	YGL243W
1576	OG0001576	augustus_masked-abe-_s2-processed-gene-7.146-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.146&CDS=1-1668	YOR067C
1577	OG0001577	augustus_masked-abe-_s2-processed-gene-7.147-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.147&CDS=1-2835	YOR005C
1578	OG0001578	augustus_masked-abe-_s2-processed-gene-7.149-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.149&CDS=1-3003	YIR002C
1579	OG0001579	snap_masked-abe-_s2-processed-gene-7.40-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-7.40&CDS=1-543	YER007C-A
1580	OG0001580	augustus_masked-abe-_s2-processed-gene-7.185-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.185&CDS=1-1512	YER006W
1581	OG0001581	snap_masked-abe-_s2-processed-gene-7.81-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-7.81&CDS=1-1935	YER005W
1582	OG0001582	maker-abe-_s2-augustus-gene-7.311-mRNA-1_1&gene=maker-abe-_s2-augustus-gene-7.311&CDS=1-2916	YGR122W
1583	OG0001583	maker-abe-_s2-augustus-gene-7.316-mRNA-1_1&gene=maker-abe-_s2-augustus-gene-7.316&CDS=1-633	YAL003W
1584	OG0001584	augustus_masked-abe-_s2-processed-gene-7.188-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.188&CDS=1-711	YGR001C
1585	OG0001585	augustus_masked-abe-_s2-processed-gene-7.152-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.152&CDS=1-4479	YGR280C
1586	OG0001586	augustus_masked-abe-_s2-processed-gene-7.190-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.190&CDS=1-1053	YGL001C
1587	OG0001587	snap_masked-abe-_s2-processed-gene-7.85-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-7.85&CDS=1-2481	YAR002W
1588	OG0001588	augustus_masked-abe-_s2-processed-gene-7.192-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.192&CDS=1-1719	YGR002C
1589	OG0001589	maker-abe-_s2-augustus-gene-7.317-mRNA-1_1&gene=maker-abe-_s2-augustus-gene-7.317&CDS=1-3798	YEL052W
1590	OG0001590	snap_masked-abe-_s2-processed-gene-7.89-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-7.89&CDS=1-4182	YPR189W
1591	OG0001591	augustus_masked-abe-_s2-processed-gene-7.155-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.155&CDS=1-1797	YPR190C
1592	OG0001592	augustus_masked-abe-_s2-processed-gene-7.158-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.158&CDS=1-1500	YNR052C
1593	OG0001593	maker-abe-_s2-augustus-gene-7.318-mRNA-1_1&gene=maker-abe-_s2-augustus-gene-7.318&CDS=1-1614	YNR053C
1594	OG0001594	snap_masked-abe-_s2-processed-gene-7.50-mRNA-1_1&gene=snap_masked-abe-_s2-processed-gene-7.50&CDS=1-2784	YPR097W
1595	OG0001595	augustus_masked-abe-_s2-processed-gene-7.160-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.160&CDS=1-1863	YLR023C
1596	OG0001596	augustus_masked-abe-_s2-processed-gene-7.161-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.161&CDS=1-1677	YDR536W
1597	OG0001597	maker-abe-_s2-augustus-gene-7.313-mRNA-1_1&gene=maker-abe-_s2-augustus-gene-7.313&CDS=1-1647	YNL153C
1598	OG0001598	augustus_masked-abe-_s2-processed-gene-7.197-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.197&CDS=1-1317	YGL130W
1599	OG0001599	augustus_masked-abe-_s2-processed-gene-7.198-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.198&CDS=1-4485	YGL131C
1600	OG0001600	augustus_masked-abe-_s2-processed-gene-7.200-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.200&CDS=1-1506	YNL142W
1601	OG0001601	augustus_masked-abe-_s2-processed-gene-7.164-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.164&CDS=1-2577	YCR030C
1602	OG0001602	augustus_masked-abe-_s2-processed-gene-7.202-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.202&CDS=1-1683	YLL035W
1603	OG0001603	augustus_masked-abe-_s2-processed-gene-7.165-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.165&CDS=1-2889	YDR402C
1604	OG0001604	augustus_masked-abe-_s2-processed-gene-7.204-mRNA-1_1&gene=augustus_masked-abe-_s2-processed-gene-7.204&CDS=1-1656	YIL166C
1605	OG0001605	augustus_masked-abe-_s25-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-0.17&CDS=1-3351	YBR289W
1606	OG0001606	augustus_masked-abe-_s25-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-0.18&CDS=1-4281	YNL102W
1607	OG0001607	augustus_masked-abe-_s25-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-0.4&CDS=1-1458	YGR212W
1608	OG0001608	augustus_masked-abe-_s25-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-0.5&CDS=1-2217	YJR040W
1609	OG0001609	augustus_masked-abe-_s25-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-0.20&CDS=1-375	YEL026W
1610	OG0001610	snap_masked-abe-_s25-processed-gene-0.39-mRNA-1_1&gene=snap_masked-abe-_s25-processed-gene-0.39&CDS=1-480	YEL027W
1611	OG0001611	snap_masked-abe-_s25-processed-gene-0.57-mRNA-1_1&gene=snap_masked-abe-_s25-processed-gene-0.57&CDS=1-2157	YJR042W
1612	OG0001612	snap_masked-abe-_s25-processed-gene-0.40-mRNA-1_1&gene=snap_masked-abe-_s25-processed-gene-0.40&CDS=1-2553	YJR036C
1613	OG0001613	snap_masked-abe-_s25-processed-gene-0.41-mRNA-1_1&gene=snap_masked-abe-_s25-processed-gene-0.41&CDS=1-630	YEL024W
1614	OG0001614	augustus_masked-abe-_s25-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-0.23&CDS=1-897	YDL198C
1615	OG0001615	augustus_masked-abe-_s25-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-0.9&CDS=1-1593	YDR228C
1616	OG0001616	augustus_masked-abe-_s25-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-0.24&CDS=1-741	YDR226W
1617	OG0001617	augustus_masked-abe-_s25-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-0.25&CDS=1-1893	YKL029C
1618	OG0001618	augustus_masked-abe-_s25-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-0.12&CDS=1-630	YDR486C
1619	OG0001619	augustus_masked-abe-_s25-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-0.29&CDS=1-3087	YNL132W
1620	OG0001620	augustus_masked-abe-_s25-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-0.15&CDS=1-288	YBL026W
1621	OG0001621	augustus_masked-abe-_s25-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-0.30&CDS=1-1527	YBL020W
1622	OG0001622	augustus_masked-abe-_s25-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-1.56&CDS=1-723	YBL021C
1623	OG0001623	augustus_masked-abe-_s25-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-1.57&CDS=1-2145	YBL024W
1624	OG0001624	augustus_masked-abe-_s25-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-1.59&CDS=1-3279	YBL022C
1625	OG0001625	maker-abe-_s25-augustus-gene-1.0-mRNA-1_1&gene=maker-abe-_s25-augustus-gene-1.0&CDS=1-3558	YBL023C
1626	OG0001626	augustus_masked-abe-_s25-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-1.78&CDS=1-786	YLR285W
1627	OG0001627	augustus_masked-abe-_s25-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-1.79&CDS=1-1773	YJR072C
1628	OG0001628	snap_masked-abe-_s25-processed-gene-1.105-mRNA-1_1&gene=snap_masked-abe-_s25-processed-gene-1.105&CDS=1-495	YDR231C
1629	OG0001629	genemark-abe-_s25-processed-gene-1.35-mRNA-1_1&gene=genemark-abe-_s25-processed-gene-1.35&CDS=1-1038	YOL009C
1630	OG0001630	snap_masked-abe-_s25-processed-gene-1.125-mRNA-1_1&gene=snap_masked-abe-_s25-processed-gene-1.125&CDS=1-360	YMR112C
1631	OG0001631	augustus_masked-abe-_s25-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-1.81&CDS=1-951	YMR116C
1632	OG0001632	augustus_masked-abe-_s25-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-1.70&CDS=1-924	YKR026C
1633	OG0001633	snap_masked-abe-_s25-processed-gene-1.127-mRNA-1_1&gene=snap_masked-abe-_s25-processed-gene-1.127&CDS=1-633	YNL011C
1634	OG0001634	maker-abe-_s25-augustus-gene-1.4-mRNA-1_1&gene=maker-abe-_s25-augustus-gene-1.4&CDS=1-2493	YDR062W
1635	OG0001635	snap_masked-abe-_s25-processed-gene-1.112-mRNA-1_1&gene=snap_masked-abe-_s25-processed-gene-1.112&CDS=1-945	YDR068W
1636	OG0001636	genemark-abe-_s25-processed-gene-1.26-mRNA-1_1&gene=genemark-abe-_s25-processed-gene-1.26&CDS=1-1272	YLR006C
1637	OG0001637	snap_masked-abe-_s25-processed-gene-1.114-mRNA-1_1&gene=snap_masked-abe-_s25-processed-gene-1.114&CDS=1-294	YER146W
1638	OG0001638	snap_masked-abe-_s25-processed-gene-1.115-mRNA-1_1&gene=snap_masked-abe-_s25-processed-gene-1.115&CDS=1-813	YER143W
1639	OG0001639	augustus_masked-abe-_s25-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-1.83&CDS=1-1341	YER136W
1640	OG0001640	augustus_masked-abe-_s25-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-abe-_s25-processed-gene-1.84&CDS=1-1419	YFR006W
1641	OG0001641	snap_masked-abe-_s25-processed-gene-1.132-mRNA-1_1&gene=snap_masked-abe-_s25-processed-gene-1.132&CDS=1-963	YHR083W
