	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034877_Tetrapisispora_namnaonensis
1487	OG0001487	YER124C	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-2.72&CDS=1-1761
1488	OG0001488	YER125W	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-2.51&CDS=1-2466
1489	OG0001489	YER126C	augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.63&CDS=1-783
1490	OG0001490	YER127W	augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.21&CDS=1-1095
1491	OG0001491	YER128W	augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.22&CDS=1-627
1492	OG0001492	YER129W	augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.23&CDS=1-3120
1493	OG0001493	YER134C	augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.69&CDS=1-537
1494	OG0001494	YER137C	augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.36&CDS=1-441
1495	OG0001495	YER139C	snap_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-6.57-mRNA-1_1&gene=snap_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-6.57&CDS=1-690
1496	OG0001496	YER140W	augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.112&CDS=1-1686
1497	OG0001497	YER141W	augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.113&CDS=1-1482
1498	OG0001498	YER142C	snap_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-6.56-mRNA-1_1&gene=snap_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-6.56&CDS=1-891
1499	OG0001499	YER143W	augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.114&CDS=1-1272
1500	OG0001500	YER145C	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.32&CDS=1-1236
1501	OG0001501	YER146W	snap_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.63-mRNA-1_1&gene=snap_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.63&CDS=1-258
1502	OG0001502	YER147C	snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.73&CDS=1-2025
1503	OG0001503	YER148W	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.9&CDS=1-714
1504	OG0001504	YER149C	augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.135&CDS=1-1308
1505	OG0001505	YER151C	augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.136&CDS=1-2556
1506	OG0001506	YER152C	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.35&CDS=1-1380
1507	OG0001507	YER153C	snap_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.89-mRNA-1_1&gene=snap_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.89&CDS=1-627
1508	OG0001508	YER154W	snap_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.64-mRNA-1_1&gene=snap_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.64&CDS=1-1185
1509	OG0001509	YER155C	augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.138-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.138&CDS=1-5952
1510	OG0001510	YER156C	genemark-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.114&CDS=1-1011
1511	OG0001511	YER157W	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.13&CDS=1-2382
1512	OG0001512	YER159C	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.19-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.19&CDS=1-447
1513	OG0001513	YER161C	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.17&CDS=1-1044
1514	OG0001514	YER162C	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.16&CDS=1-2592
1515	OG0001515	YER163C	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.15&CDS=1-867
1516	OG0001516	YER164W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.32&CDS=1-4554
1517	OG0001517	YER165W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.31-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.31&CDS=1-1710
1518	OG0001518	YER166W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.29&CDS=1-4779
1519	OG0001519	YER167W	snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-1.48&CDS=1-2187
1520	OG0001520	YER168C	snap_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.49-mRNA-1_1&gene=snap_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.49&CDS=1-1572
1521	OG0001521	YER171W	maker-NODE_8_length_497611_cov_75.2231_ID_15-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_8_length_497611_cov_75.2231_ID_15-augustus-gene-1.0&CDS=1-2916
1522	OG0001522	YER172C	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.13-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.13&CDS=1-6495
1523	OG0001523	YER173W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.28-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.28&CDS=1-2064
1524	OG0001524	YER176W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.27&CDS=1-3345
1525	OG0001525	YER177W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.26&CDS=1-762
1526	OG0001526	YER178W	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-1.92&CDS=1-1218
1527	OG0001527	YER179W	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-1.93&CDS=1-996
1528	OG0001528	YER180C	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.10&CDS=1-834
1529	OG0001529	YER180C-A	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-1.109&CDS=1-219
1530	OG0001530	YER182W	snap_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-0.85&CDS=1-744
1531	OG0001531	YER183C	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-0.79&CDS=1-669
1532	OG0001532	YFL002C	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.58&CDS=1-1815
1533	OG0001533	YFL003C	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.69&CDS=1-2607
1534	OG0001534	YFL005W	augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.159&CDS=1-642
1535	OG0001535	YFL008W	augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.161&CDS=1-3648
1536	OG0001536	YFL010C	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.68&CDS=1-666
1537	OG0001537	YFL013C	augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.123&CDS=1-1869
1538	OG0001538	YFL014W	augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.163&CDS=1-330
1539	OG0001539	YFL016C	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.67&CDS=1-1476
1540	OG0001540	YFL017C	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.66&CDS=1-489
1541	OG0001541	YFL017W-A	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.49&CDS=1-228
1542	OG0001542	YFL018C	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.65&CDS=1-1479
1543	OG0001543	YFL022C	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.64&CDS=1-1491
1544	OG0001544	YFL023W	snap_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.80&CDS=1-2793
1545	OG0001545	YFL024C	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.63&CDS=1-2472
1546	OG0001546	YFL025C	genemark-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.222-mRNA-1_1&gene=genemark-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.222&CDS=1-2982
1547	OG0001547	YFL026W	augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.165&CDS=1-1140
1548	OG0001548	YFL027C	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.62&CDS=1-1449
1549	OG0001549	YFL029C	snap_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.4-mRNA-1_1&gene=snap_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.4&CDS=1-1077
1550	OG0001550	YFL030W	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.14&CDS=1-1182
1551	OG0001551	YFL031W	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.13&CDS=1-1107
1552	OG0001552	YFL033C	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.32&CDS=1-4608
1553	OG0001553	YFL034C-B	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.29&CDS=1-1053
1554	OG0001554	YFL034W	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.11&CDS=1-3189
1555	OG0001555	YFL036W	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.10&CDS=1-3993
1556	OG0001556	YFL037W	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.9&CDS=1-1353
1557	OG0001557	YFL038C	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.27&CDS=1-621
1558	OG0001558	YFL042C	augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.129&CDS=1-2001
1559	OG0001559	YFL044C	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.24&CDS=1-918
1560	OG0001560	YFL045C	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.22&CDS=1-762
1561	OG0001561	YFL046W	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.6&CDS=1-651
1562	OG0001562	YFL047W	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.4&CDS=1-2163
1563	OG0001563	YFL049W	snap_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.40&CDS=1-1722
1564	OG0001564	YFR001W	augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.114&CDS=1-609
1565	OG0001565	YFR003C	snap_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.18&CDS=1-453
1566	OG0001566	YFR004W	augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.118&CDS=1-918
1567	OG0001567	YFR005C	snap_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.70-mRNA-1_1&gene=snap_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.70&CDS=1-1557
1568	OG0001568	YFR006W	augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.119&CDS=1-1614
1569	OG0001569	YFR007W	augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.15&CDS=1-1059
1570	OG0001570	YFR008W	snap_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.92-mRNA-1_1&gene=snap_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-2.92&CDS=1-630
1571	OG0001571	YFR009W	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.22&CDS=1-2256
1572	OG0001572	YFR010W	augustus_masked-NODE_20_length_256041_cov_73.3969_ID_39-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_20_length_256041_cov_73.3969_ID_39-processed-gene-1.51&CDS=1-1503
1573	OG0001573	YFR011C	augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-3.64&CDS=1-483
1574	OG0001574	YFR013W	augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-2.91&CDS=1-2466
1575	OG0001575	YFR017C	snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.62&CDS=1-678
1576	OG0001576	YFR019W	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.4&CDS=1-6636
1577	OG0001577	YFR021W	augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-1.73&CDS=1-1719
1578	OG0001578	YFR025C	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-0.31&CDS=1-1056
1579	OG0001579	YFR027W	augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-1.90&CDS=1-837
1580	OG0001580	YFR028C	augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-1.69&CDS=1-1539
1581	OG0001581	YFR030W	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-3.72&CDS=1-3102
1582	OG0001582	YFR031C	augustus_masked-NODE_24_length_176467_cov_74.7781_ID_47-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_24_length_176467_cov_74.7781_ID_47-processed-gene-0.128&CDS=1-3510
1583	OG0001583	YFR032C	augustus_masked-NODE_24_length_176467_cov_74.7781_ID_47-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_24_length_176467_cov_74.7781_ID_47-processed-gene-0.130&CDS=1-1008
1584	OG0001584	YFR032C-A	augustus_masked-NODE_24_length_176467_cov_74.7781_ID_47-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_24_length_176467_cov_74.7781_ID_47-processed-gene-0.131&CDS=1-516
1585	OG0001585	YFR034C	augustus_masked-NODE_24_length_176467_cov_74.7781_ID_47-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_24_length_176467_cov_74.7781_ID_47-processed-gene-0.132&CDS=1-1614
1586	OG0001586	YFR038W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-6.66&CDS=1-2541
1587	OG0001587	YFR039C	augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.105&CDS=1-1716
1588	OG0001588	YFR041C	augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.104&CDS=1-864
1589	OG0001589	YFR042W	snap_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.50-mRNA-1_1&gene=snap_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.50&CDS=1-621
1590	OG0001590	YFR043C	snap_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.10-mRNA-1_1&gene=snap_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.10&CDS=1-828
1591	OG0001591	YFR044C	augustus_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-1.61&CDS=1-1440
1592	OG0001592	YFR045W	augustus_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-1.71&CDS=1-1035
1593	OG0001593	YFR048W	augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-5.78&CDS=1-1872
1594	OG0001594	YFR049W	augustus_masked-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.135&CDS=1-366
1595	OG0001595	YFR050C	augustus_masked-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.97&CDS=1-795
1596	OG0001596	YFR051C	augustus_masked-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.96&CDS=1-1614
1597	OG0001597	YFR052W	augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-5.80&CDS=1-822
1598	OG0001598	YGL001C	augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-2.56&CDS=1-1053
1599	OG0001599	YGL002W	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-1.32&CDS=1-657
1600	OG0001600	YGL003C	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-1.15&CDS=1-1902
1601	OG0001601	YGL004C	augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-1.125&CDS=1-1278
1602	OG0001602	YGL005C	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-1.16&CDS=1-849
1603	OG0001603	YGL006W	genemark-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-1.113&CDS=1-3384
1604	OG0001604	YGL008C	augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-1.124&CDS=1-2724
1605	OG0001605	YGL009C	augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-1.105&CDS=1-2370
