	OrthologID	Saccharomyces_cerevisiae	Wickerhamomyces_anomalus
1869	OG0001869	YHR038W	augustus_masked-scaffold_2-processed-gene-20.62-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.62&CDS=1-741
1870	OG0001870	YHR039C	snap_masked-scaffold_2-processed-gene-20.7-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.7&CDS=1-1881
1871	OG0001871	YHR039C-A	maker-scaffold_2-augustus-gene-20.55-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-20.55&CDS=1-345
1872	OG0001872	YHR040W	snap_masked-scaffold_2-processed-gene-20.6-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.6&CDS=1-981
1873	OG0001873	YHR041C	maker-scaffold_1-snap-gene-11.139-mRNA-1_1&gene=maker-scaffold_1-snap-gene-11.139&CDS=1-615
1874	OG0001874	YHR042W	snap_masked-scaffold_4-processed-gene-6.9-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.9&CDS=1-2013
1875	OG0001875	YHR045W	augustus_masked-scaffold_2-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.106&CDS=1-1482
1876	OG0001876	YHR048W	maker-scaffold_4-snap-gene-7.51-mRNA-1_1&gene=maker-scaffold_4-snap-gene-7.51&CDS=1-3153
1877	OG0001877	YHR049W	snap_masked-scaffold_1-processed-gene-2.84-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.84&CDS=1-693
1878	OG0001878	YHR051W	maker-scaffold_4-snap-gene-6.105-mRNA-1_1&gene=maker-scaffold_4-snap-gene-6.105&CDS=1-474
1879	OG0001879	YHR052W	snap_masked-scaffold_4-processed-gene-6.44-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.44&CDS=1-1134
1880	OG0001880	YHR058C	maker-scaffold_2-snap-gene-17.125-mRNA-1_1&gene=maker-scaffold_2-snap-gene-17.125&CDS=1-783
1881	OG0001881	YHR059W	snap_masked-scaffold_2-processed-gene-17.49-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-17.49&CDS=1-438
1882	OG0001882	YHR060W	snap_masked-scaffold_4-processed-gene-7.44-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.44&CDS=1-603
1883	OG0001883	YHR062C	snap_masked-scaffold_4-processed-gene-7.23-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.23&CDS=1-837
1884	OG0001884	YHR064C	snap_masked-scaffold_4-processed-gene-6.20-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.20&CDS=1-1635
1885	OG0001885	YHR065C	snap_masked-scaffold_4-processed-gene-6.36-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.36&CDS=1-1443
1886	OG0001886	YHR067W	snap_masked-scaffold_4-processed-gene-6.29-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.29&CDS=1-1563
1887	OG0001887	YHR068W	snap_masked-scaffold_4-processed-gene-5.24-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-5.24&CDS=1-1131
1888	OG0001888	YHR069C	snap_masked-scaffold_4-processed-gene-6.6-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.6&CDS=1-1050
1889	OG0001889	YHR070W	snap_masked-scaffold_4-processed-gene-6.3-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.3&CDS=1-1422
1890	OG0001890	YHR071W	snap_masked-scaffold_2-processed-gene-8.64-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.64&CDS=1-708
1891	OG0001891	YHR072W	snap_masked-scaffold_4-processed-gene-6.1-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.1&CDS=1-2175
1892	OG0001892	YHR072W-A	snap_masked-scaffold_4-processed-gene-6.37-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.37&CDS=1-192
1893	OG0001893	YHR073W	snap_masked-scaffold_6-processed-gene-0.74-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.74&CDS=1-2610
1894	OG0001894	YHR074W	snap_masked-scaffold_4-processed-gene-4.30-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.30&CDS=1-2145
1895	OG0001895	YHR075C	snap_masked-scaffold_4-processed-gene-4.9-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.9&CDS=1-1101
1896	OG0001896	YHR076W	snap_masked-scaffold_4-processed-gene-18.36-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-18.36&CDS=1-1020
1897	OG0001897	YHR077C	snap_masked-scaffold_4-processed-gene-18.18-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-18.18&CDS=1-2862
1898	OG0001898	YHR078W	augustus_masked-scaffold_5-processed-gene-6.40-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.40&CDS=1-1680
1899	OG0001899	YHR079C	snap_masked-scaffold_2-processed-gene-2.27-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.27&CDS=1-3222
1900	OG0001900	YHR079C-A	snap_masked-scaffold_2-processed-gene-18.75-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.75&CDS=1-294
1901	OG0001901	YHR081W	maker-scaffold_2-snap-gene-18.6-mRNA-1_1&gene=maker-scaffold_2-snap-gene-18.6&CDS=1-600
1902	OG0001902	YHR082C	snap_masked-scaffold_2-processed-gene-18.102-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.102&CDS=1-2082
1903	OG0001903	YHR083W	augustus_masked-scaffold_2-processed-gene-18.50-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.50&CDS=1-993
1904	OG0001904	YHR084W	snap_masked-scaffold_2-processed-gene-18.103-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.103&CDS=1-1878
1905	OG0001905	YHR085W	maker-scaffold_2-snap-gene-20.44-mRNA-1_1&gene=maker-scaffold_2-snap-gene-20.44&CDS=1-1029
1906	OG0001906	YHR087W	snap_masked-scaffold_2-processed-gene-20.23-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.23&CDS=1-336
1907	OG0001907	YHR088W	snap_masked-scaffold_4-processed-gene-6.28-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.28&CDS=1-873
1908	OG0001908	YHR089C	snap_masked-scaffold_4-processed-gene-4.45-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.45&CDS=1-624
1909	OG0001909	YHR097C	snap_masked-scaffold_5-processed-gene-6.71-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.71&CDS=1-1206
1910	OG0001910	YHR098C	snap_masked-scaffold_2-processed-gene-16.87-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.87&CDS=1-2745
1911	OG0001911	YHR099W	snap_masked-scaffold_4-processed-gene-2.17-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.17&CDS=1-11271
1912	OG0001912	YHR100C	augustus_masked-scaffold_4-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.18&CDS=1-618
1913	OG0001913	YHR102W	snap_masked-scaffold_2-processed-gene-20.13-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.13&CDS=1-2445
1914	OG0001914	YHR104W	snap_masked-scaffold_2-processed-gene-5.102-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.102&CDS=1-963
1915	OG0001915	YHR105W	snap_masked-scaffold_3-processed-gene-14.149-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.149&CDS=1-528
1916	OG0001916	YHR107C	augustus_masked-scaffold_3-processed-gene-20.217-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-20.217&CDS=1-1137
1917	OG0001917	YHR108W	maker-scaffold_3-snap-gene-20.1-mRNA-1_1&gene=maker-scaffold_3-snap-gene-20.1&CDS=1-1728
1918	OG0001918	YHR109W	snap_masked-scaffold_3-processed-gene-15.70-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.70&CDS=1-1977
1919	OG0001919	YHR111W	snap_masked-scaffold_3-processed-gene-15.73-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.73&CDS=1-1284
1920	OG0001920	YHR112C	maker-scaffold_3-snap-gene-15.104-mRNA-1_1&gene=maker-scaffold_3-snap-gene-15.104&CDS=1-1131
1921	OG0001921	YHR113W	snap_masked-scaffold_3-processed-gene-13.65-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-13.65&CDS=1-1464
1922	OG0001922	YHR114W	snap_masked-scaffold_1-processed-gene-29.46-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.46&CDS=1-1839
1923	OG0001923	YHR116W	snap_masked-scaffold_2-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.12&CDS=1-339
1924	OG0001924	YHR118C	snap_masked-scaffold_2-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.10&CDS=1-1053
1925	OG0001925	YHR120W	maker-scaffold_2-augustus-gene-0.41-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-0.41&CDS=1-5916
1926	OG0001926	YHR121W	maker-scaffold_2-snap-gene-0.81-mRNA-1_1&gene=maker-scaffold_2-snap-gene-0.81&CDS=1-585
1927	OG0001927	YHR122W	snap_masked-scaffold_2-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.26&CDS=1-633
1928	OG0001928	YHR123W	maker-scaffold_2-snap-gene-0.83-mRNA-1_1&gene=maker-scaffold_2-snap-gene-0.83&CDS=1-1164
1929	OG0001929	YHR124W	snap_masked-scaffold_2-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.8&CDS=1-1584
1930	OG0001930	YHR128W	snap_masked-scaffold_1-processed-gene-19.105-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.105&CDS=1-648
1931	OG0001931	YHR132C	augustus_masked-scaffold_1-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.39&CDS=1-2730
1932	OG0001932	YHR132W-A	snap_masked-scaffold_1-processed-gene-16.157-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-16.157&CDS=1-300
1933	OG0001933	YHR134W	snap_masked-scaffold_8-processed-gene-3.24-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.24&CDS=1-912
1934	OG0001934	YHR140W	snap_masked-scaffold_1-processed-gene-16.152-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-16.152&CDS=1-705
1935	OG0001935	YHR142W	snap_masked-scaffold_1-processed-gene-7.76-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.76&CDS=1-909
1936	OG0001936	YHR143W-A	snap_masked-scaffold_2-processed-gene-16.91-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.91&CDS=1-210
1937	OG0001937	YHR144C	snap_masked-scaffold_2-processed-gene-16.88-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.88&CDS=1-1002
1938	OG0001938	YHR146W	genemark-scaffold_22-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.1&CDS=1-1260
1939	OG0001939	YHR147C	snap_masked-scaffold_4-processed-gene-16.82-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-16.82&CDS=1-663
1940	OG0001940	YHR148W	snap_masked-scaffold_4-processed-gene-16.63-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-16.63&CDS=1-549
1941	OG0001941	YHR150W	snap_masked-scaffold_7-processed-gene-6.106-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.106&CDS=1-1602
1942	OG0001942	YHR151C	augustus_masked-scaffold_4-processed-gene-11.10-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-11.10&CDS=1-1602
1943	OG0001943	YHR158C	snap_masked-scaffold_4-processed-gene-8.4-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.4&CDS=1-3648
1944	OG0001944	YHR159W	snap_masked-scaffold_4-processed-gene-8.0-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.0&CDS=1-861
1945	OG0001945	YHR164C	snap_masked-scaffold_3-processed-gene-5.79-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.79&CDS=1-4416
1946	OG0001946	YHR165C	maker-scaffold_3-snap-gene-6.61-mRNA-1_1&gene=maker-scaffold_3-snap-gene-6.61&CDS=1-8709
1947	OG0001947	YHR169W	maker-scaffold_1-snap-gene-13.91-mRNA-1_1&gene=maker-scaffold_1-snap-gene-13.91&CDS=1-2898
1948	OG0001948	YHR170W	snap_masked-scaffold_1-processed-gene-13.78-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.78&CDS=1-1527
1949	OG0001949	YHR171W	maker-scaffold_1-augustus-gene-13.139-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-13.139&CDS=1-1860
1950	OG0001950	YHR172W	augustus_masked-scaffold_1-processed-gene-13.125-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.125&CDS=1-2289
1951	OG0001951	YHR175W	snap_masked-scaffold_3-processed-gene-6.148-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.148&CDS=1-474
1952	OG0001952	YHR176W	snap_masked-scaffold_4-processed-gene-9.46-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-9.46&CDS=1-1356
1953	OG0001953	YHR177W	snap_masked-scaffold_2-processed-gene-1.109-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.109&CDS=1-1404
1954	OG0001954	YHR178W	maker-scaffold_4-snap-gene-9.37-mRNA-1_1&gene=maker-scaffold_4-snap-gene-9.37&CDS=1-2154
1955	OG0001955	YHR181W	maker-scaffold_4-augustus-gene-4.70-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-4.70&CDS=1-3315
1956	OG0001956	YHR183W	augustus_masked-scaffold_1-processed-gene-28.114-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-28.114&CDS=1-1518
1957	OG0001957	YHR185C	snap_masked-scaffold_6-processed-gene-0.54-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.54&CDS=1-1215
1958	OG0001958	YHR186C	augustus_masked-scaffold_7-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.49&CDS=1-4119
1959	OG0001959	YHR187W	snap_masked-scaffold_6-processed-gene-0.55-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.55&CDS=1-879
1960	OG0001960	YHR188C	augustus_masked-scaffold_6-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.34&CDS=1-1809
1961	OG0001961	YHR189W	augustus_masked-scaffold_3-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.16&CDS=1-459
1962	OG0001962	YHR190W	snap_masked-scaffold_7-processed-gene-2.101-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.101&CDS=1-1320
1963	OG0001963	YHR191C	snap_masked-scaffold_8-processed-gene-1.8-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.8&CDS=1-408
1964	OG0001964	YHR192W	snap_masked-scaffold_8-processed-gene-1.30-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.30&CDS=1-825
1965	OG0001965	YHR193C	snap_masked-scaffold_8-processed-gene-1.7-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.7&CDS=1-555
1966	OG0001966	YHR194W	augustus_masked-scaffold_3-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.89&CDS=1-2760
1967	OG0001967	YHR196W	snap_masked-scaffold_3-processed-gene-3.140-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.140&CDS=1-1662
1968	OG0001968	YHR197W	snap_masked-scaffold_5-processed-gene-2.9-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.9&CDS=1-2262
1969	OG0001969	YHR198C	snap_masked-scaffold_5-processed-gene-14.112-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-14.112&CDS=1-822
1970	OG0001970	YHR200W	snap_masked-scaffold_1-processed-gene-0.87-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.87&CDS=1-843
1971	OG0001971	YHR201C	snap_masked-scaffold_3-processed-gene-2.63-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.63&CDS=1-1110
1972	OG0001972	YHR202W	snap_masked-scaffold_5-processed-gene-14.108-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-14.108&CDS=1-1800
1973	OG0001973	YHR204W	snap_masked-scaffold_5-processed-gene-14.109-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-14.109&CDS=1-2313
1974	OG0001974	YHR206W	snap_masked-scaffold_5-processed-gene-14.135-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-14.135&CDS=1-1491
1975	OG0001975	YHR207C	snap_masked-scaffold_5-processed-gene-14.104-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-14.104&CDS=1-1455
1976	OG0001976	YHR208W	snap_masked-scaffold_5-processed-gene-14.133-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-14.133&CDS=1-1164
1977	OG0001977	YIL001W	maker-scaffold_2-snap-gene-1.4-mRNA-1_1&gene=maker-scaffold_2-snap-gene-1.4&CDS=1-1542
1978	OG0001978	YIL002C	snap_masked-scaffold_2-processed-gene-1.82-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.82&CDS=1-2778
1979	OG0001979	YIL003W	augustus_masked-scaffold_1-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.132&CDS=1-837
1980	OG0001980	YIL004C	maker-scaffold_1-snap-gene-2.109-mRNA-1_1&gene=maker-scaffold_1-snap-gene-2.109&CDS=1-396
1981	OG0001981	YIL005W	augustus_masked-scaffold_2-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.21&CDS=1-1950
1982	OG0001982	YIL007C	snap_masked-scaffold_7-processed-gene-1.38-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.38&CDS=1-621
1983	OG0001983	YIL008W	maker-scaffold_7-snap-gene-1.108-mRNA-1_1&gene=maker-scaffold_7-snap-gene-1.108&CDS=1-309
1984	OG0001984	YIL009C-A	snap_masked-scaffold_5-processed-gene-7.103-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.103&CDS=1-414
1985	OG0001985	YIL010W	snap_masked-scaffold_3-processed-gene-0.133-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.133&CDS=1-594
1986	OG0001986	YIL016W	snap_masked-scaffold_1-processed-gene-6.163-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.163&CDS=1-474
1987	OG0001987	YIL017C	snap_masked-scaffold_1-processed-gene-6.164-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.164&CDS=1-2625
1988	OG0001988	YIL019W	augustus_masked-scaffold_1-processed-gene-15.10-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-15.10&CDS=1-966
1989	OG0001989	YIL020C	snap_masked-scaffold_1-processed-gene-15.99-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.99&CDS=1-819
1990	OG0001990	YIL021W	snap_masked-scaffold_1-processed-gene-15.74-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.74&CDS=1-960
1991	OG0001991	YIL022W	snap_masked-scaffold_4-processed-gene-17.50-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-17.50&CDS=1-1245
1992	OG0001992	YIL023C	snap_masked-scaffold_4-processed-gene-15.18-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-15.18&CDS=1-1257
1993	OG0001993	YIL026C	snap_masked-scaffold_6-processed-gene-2.35-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.35&CDS=1-3051
1994	OG0001994	YIL030C	maker-scaffold_4-snap-gene-17.38-mRNA-1_1&gene=maker-scaffold_4-snap-gene-17.38&CDS=1-4560
1995	OG0001995	YIL031W	maker-scaffold_8-snap-gene-2.6-mRNA-1_1&gene=maker-scaffold_8-snap-gene-2.6&CDS=1-3471
1996	OG0001996	YIL033C	snap_masked-scaffold_4-processed-gene-15.21-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-15.21&CDS=1-1368
1997	OG0001997	YIL034C	maker-scaffold_4-snap-gene-15.62-mRNA-1_1&gene=maker-scaffold_4-snap-gene-15.62&CDS=1-855
1998	OG0001998	YIL038C	maker-scaffold_4-augustus-gene-15.131-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-15.131&CDS=1-2214
1999	OG0001999	YIL039W	snap_masked-scaffold_2-processed-gene-6.17-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.17&CDS=1-1398
2000	OG0002000	YIL041W	snap_masked-scaffold_2-processed-gene-6.40-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.40&CDS=1-954
2001	OG0002001	YIL042C	snap_masked-scaffold_1-processed-gene-3.13-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.13&CDS=1-1158
2002	OG0002002	YIL043C	snap_masked-scaffold_2-processed-gene-4.6-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.6&CDS=1-828
2003	OG0002003	YIL044C	augustus_masked-scaffold_1-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.76&CDS=1-1017
2004	OG0002004	YIL046W	snap_masked-scaffold_1-processed-gene-7.69-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.69&CDS=1-1779
2005	OG0002005	YIL047C	snap_masked-scaffold_1-processed-gene-7.65-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.65&CDS=1-2643
2006	OG0002006	YIL048W	snap_masked-scaffold_1-processed-gene-7.86-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.86&CDS=1-3306
2007	OG0002007	YIL049W	maker-scaffold_1-augustus-gene-7.1-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-7.1&CDS=1-1200
2008	OG0002008	YIL062C	maker-scaffold_6-snap-gene-7.52-mRNA-1_1&gene=maker-scaffold_6-snap-gene-7.52&CDS=1-453
2009	OG0002009	YIL063C	snap_masked-scaffold_6-processed-gene-7.34-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.34&CDS=1-1140
2010	OG0002010	YIL064W	augustus_masked-scaffold_6-processed-gene-7.68-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.68&CDS=1-1698
2011	OG0002011	YIL065C	snap_masked-scaffold_6-processed-gene-7.16-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.16&CDS=1-510
2012	OG0002012	YIL067C	snap_masked-scaffold_3-processed-gene-12.30-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.30&CDS=1-2022
2013	OG0002013	YIL068C	maker-scaffold_3-snap-gene-12.135-mRNA-1_1&gene=maker-scaffold_3-snap-gene-12.135&CDS=1-2097
2014	OG0002014	YIL070C	snap_masked-scaffold_3-processed-gene-6.125-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.125&CDS=1-771
2015	OG0002015	YIL072W	snap_masked-scaffold_1-processed-gene-5.9-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.9&CDS=1-1854
2016	OG0002016	YIL073C	maker-scaffold_1-snap-gene-5.169-mRNA-1_1&gene=maker-scaffold_1-snap-gene-5.169&CDS=1-2763
2017	OG0002017	YIL075C	snap_masked-scaffold_4-processed-gene-16.66-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-16.66&CDS=1-2898
2018	OG0002018	YIL076W	snap_masked-scaffold_4-processed-gene-15.36-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-15.36&CDS=1-864
2019	OG0002019	YIL078W	snap_masked-scaffold_4-processed-gene-15.35-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-15.35&CDS=1-2211
2020	OG0002020	YIL083C	snap_masked-scaffold_4-processed-gene-12.32-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-12.32&CDS=1-1020
2021	OG0002021	YIL084C	snap_masked-scaffold_4-processed-gene-12.8-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-12.8&CDS=1-801
2022	OG0002022	YIL087C	snap_masked-scaffold_4-processed-gene-12.11-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-12.11&CDS=1-465
2023	OG0002023	YIL090W	snap_masked-scaffold_4-processed-gene-11.75-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.75&CDS=1-1260
2024	OG0002024	YIL091C	snap_masked-scaffold_4-processed-gene-11.58-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.58&CDS=1-2187
2025	OG0002025	YIL093C	snap_masked-scaffold_4-processed-gene-9.50-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-9.50&CDS=1-729
2026	OG0002026	YIL094C	snap_masked-scaffold_6-processed-gene-9.30-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-9.30&CDS=1-2241
2027	OG0002027	YIL096C	snap_masked-scaffold_6-processed-gene-9.13-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-9.13&CDS=1-900
2028	OG0002028	YIL097W	snap_masked-scaffold_5-processed-gene-1.40-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.40&CDS=1-1290
2029	OG0002029	YIL098C	snap_masked-scaffold_6-processed-gene-9.16-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-9.16&CDS=1-432
2030	OG0002030	YIL099W	snap_masked-scaffold_6-processed-gene-9.3-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-9.3&CDS=1-1680
2031	OG0002031	YIL101C	snap_masked-scaffold_6-processed-gene-9.26-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-9.26&CDS=1-1221
2032	OG0002032	YIL103W	maker-scaffold_6-snap-gene-9.87-mRNA-1_1&gene=maker-scaffold_6-snap-gene-9.87&CDS=1-1254
2033	OG0002033	YIL104C	augustus_masked-scaffold_6-processed-gene-9.59-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.59&CDS=1-1470
2034	OG0002034	YIL106W	snap_masked-scaffold_6-processed-gene-10.137-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-10.137&CDS=1-900
2035	OG0002035	YIL107C	snap_masked-scaffold_6-processed-gene-10.99-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-10.99&CDS=1-2247
2036	OG0002036	YIL108W	snap_masked-scaffold_6-processed-gene-10.138-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-10.138&CDS=1-2157
2037	OG0002037	YIL109C	snap_masked-scaffold_6-processed-gene-10.100-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-10.100&CDS=1-2784
2038	OG0002038	YIL110W	snap_masked-scaffold_6-processed-gene-10.102-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-10.102&CDS=1-1080
2039	OG0002039	YIL112W	snap_masked-scaffold_6-processed-gene-10.139-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-10.139&CDS=1-3429
2040	OG0002040	YIL115C	maker-scaffold_1-snap-gene-19.13-mRNA-1_1&gene=maker-scaffold_1-snap-gene-19.13&CDS=1-4296
