	OrthologID	Eremothecium_coryli	Saccharomyces_cerevisiae
1725	OG0001725	snap_masked-AZAH01000003.1-processed-gene-6.89-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-6.89&CDS=1-456	YJL124C
1726	OG0001726	augustus_masked-AZAH01000003.1-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-6.49&CDS=1-3048	YJL125C
1727	OG0001727	snap_masked-AZAH01000003.1-processed-gene-6.94-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-6.94&CDS=1-2772	YJL128C
1728	OG0001728	snap_masked-AZAH01000003.1-processed-gene-6.115-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-6.115&CDS=1-501	YMR072W
1729	OG0001729	augustus_masked-AZAH01000003.1-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-6.56&CDS=1-2046	YKR051W
1730	OG0001730	maker-AZAH01000003.1-augustus-gene-6.45-mRNA-1_1&gene=maker-AZAH01000003.1-augustus-gene-6.45&CDS=1-13455	YKR054C
1731	OG0001731	snap_masked-AZAH01000003.1-processed-gene-6.99-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-6.99&CDS=1-2487	YKR056W
1732	OG0001732	snap_masked-AZAH01000003.1-processed-gene-6.103-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-6.103&CDS=1-810	YKR060W
1733	OG0001733	snap_masked-AZAH01000003.1-processed-gene-6.119-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-6.119&CDS=1-588	YJL140W
1734	OG0001734	snap_masked-AZAH01000003.1-processed-gene-6.105-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-6.105&CDS=1-2211	YJL141C
1735	OG0001735	snap_masked-AZAH01000003.1-processed-gene-6.120-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-6.120&CDS=1-465	YJL143W
1736	OG0001736	snap_masked-AZAH01000003.1-processed-gene-6.122-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-6.122&CDS=1-870	YJL145W
1737	OG0001737	snap_masked-AZAH01000003.1-processed-gene-6.123-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-6.123&CDS=1-1257	YJL146W
1738	OG0001738	augustus_masked-AZAH01000003.1-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-6.64&CDS=1-1101	YJL147C
1739	OG0001739	snap_masked-AZAH01000003.1-processed-gene-6.107-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-6.107&CDS=1-900	YKR062W
1740	OG0001740	snap_masked-AZAH01000003.1-processed-gene-6.124-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-6.124&CDS=1-609	YJL148W
1741	OG0001741	snap_masked-AZAH01000003.1-processed-gene-6.125-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-6.125&CDS=1-1398	YKR063C
1742	OG0001742	snap_masked-AZAH01000003.1-processed-gene-6.108-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-6.108&CDS=1-2403	YKR064W
1743	OG0001743	snap_masked-AZAH01000003.1-processed-gene-6.126-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-6.126&CDS=1-1731	YJL149W
1744	OG0001744	snap_masked-AZAH01000003.1-processed-gene-6.127-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-6.127&CDS=1-606	YKR065C
1745	OG0001745	snap_masked-AZAH01000003.1-processed-gene-6.128-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-6.128&CDS=1-1071	YKR066C
1746	OG0001746	augustus_masked-AZAH01000003.1-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-6.68&CDS=1-3264	YJL157C
1747	OG0001747	snap_masked-AZAH01000003.1-processed-gene-7.100-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.100&CDS=1-1629	YJL162C
1748	OG0001748	snap_masked-AZAH01000003.1-processed-gene-7.101-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.101&CDS=1-2679	YKL165C
1749	OG0001749	snap_masked-AZAH01000003.1-processed-gene-7.102-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.102&CDS=1-1995	YJL201W
1750	OG0001750	snap_masked-AZAH01000003.1-processed-gene-7.106-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.106&CDS=1-3801	YJL197W
1751	OG0001751	snap_masked-AZAH01000003.1-processed-gene-7.127-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.127&CDS=1-1011	YCR036W
1752	OG0001752	snap_masked-AZAH01000003.1-processed-gene-7.107-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.107&CDS=1-1122	YCR035C
1753	OG0001753	snap_masked-AZAH01000003.1-processed-gene-7.129-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.129&CDS=1-4044	YCR033W
1754	OG0001754	snap_masked-AZAH01000003.1-processed-gene-7.108-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.108&CDS=1-1536	YJL194W
1755	OG0001755	genemark-AZAH01000003.1-processed-gene-7.29-mRNA-1_1&gene=genemark-AZAH01000003.1-processed-gene-7.29&CDS=1-6285	YCR032W
1756	OG0001756	snap_masked-AZAH01000003.1-processed-gene-7.131-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.131&CDS=1-699	YJL192C
1757	OG0001757	snap_masked-AZAH01000003.1-processed-gene-7.132-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.132&CDS=1-261	YJL188C
1758	OG0001758	maker-AZAH01000003.1-augustus-gene-7.97-mRNA-1_1&gene=maker-AZAH01000003.1-augustus-gene-7.97&CDS=1-1338	YJL187C
1759	OG0001759	augustus_masked-AZAH01000003.1-processed-gene-7.59-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-7.59&CDS=1-2586	YCR030C
1760	OG0001760	genemark-AZAH01000003.1-processed-gene-7.12-mRNA-1_1&gene=genemark-AZAH01000003.1-processed-gene-7.12&CDS=1-384	YCR028C-A
1761	OG0001761	snap_masked-AZAH01000003.1-processed-gene-7.113-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.113&CDS=1-372	YJL184W
1762	OG0001762	snap_masked-AZAH01000003.1-processed-gene-7.114-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.114&CDS=1-1467	YCR028C
1763	OG0001763	augustus_masked-AZAH01000003.1-processed-gene-7.63-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-7.63&CDS=1-1239	YJL183W
1764	OG0001764	augustus_masked-AZAH01000003.1-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-7.83&CDS=1-948	YJL180C
1765	OG0001765	snap_masked-AZAH01000003.1-processed-gene-7.117-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.117&CDS=1-333	YJL179W
1766	OG0001766	augustus_masked-AZAH01000003.1-processed-gene-7.84-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-7.84&CDS=1-759	YJL178C
1767	OG0001767	augustus_masked-AZAH01000003.1-processed-gene-7.85-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-7.85&CDS=1-1980	YKL179C
1768	OG0001768	snap_masked-AZAH01000003.1-processed-gene-7.137-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.137&CDS=1-2259	YJL176C
1769	OG0001769	snap_masked-AZAH01000003.1-processed-gene-7.138-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.138&CDS=1-348	YJL173C
1770	OG0001770	augustus_masked-AZAH01000003.1-processed-gene-7.89-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-7.89&CDS=1-1395	YKL178C
1771	OG0001771	snap_masked-AZAH01000003.1-processed-gene-7.141-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.141&CDS=1-1305	YJL171C
1772	OG0001772	snap_masked-AZAH01000003.1-processed-gene-7.142-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.142&CDS=1-534	YJL170C
1773	OG0001773	snap_masked-AZAH01000003.1-processed-gene-7.143-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.143&CDS=1-2070	YJL168C
1774	OG0001774	snap_masked-AZAH01000003.1-processed-gene-7.144-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.144&CDS=1-2106	YKL176C
1775	OG0001775	snap_masked-AZAH01000003.1-processed-gene-7.120-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.120&CDS=1-1314	YKL175W
1776	OG0001776	snap_masked-AZAH01000003.1-processed-gene-7.121-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.121&CDS=1-2832	YKL173W
1777	OG0001777	snap_masked-AZAH01000003.1-processed-gene-7.122-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.122&CDS=1-1206	YKL172W
1778	OG0001778	maker-AZAH01000003.1-snap-gene-7.149-mRNA-1_1&gene=maker-AZAH01000003.1-snap-gene-7.149&CDS=1-1296	YJL167W
1779	OG0001779	maker-AZAH01000003.1-snap-gene-7.150-mRNA-1_1&gene=maker-AZAH01000003.1-snap-gene-7.150&CDS=1-2193	YKL171W
1780	OG0001780	snap_masked-AZAH01000003.1-processed-gene-7.126-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.126&CDS=1-414	YKL170W
1781	OG0001781	snap_masked-AZAH01000003.1-processed-gene-7.146-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-7.146&CDS=1-390	YKL167C
1782	OG0001782	snap_masked-AZAH01000003.1-processed-gene-8.2-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.2&CDS=1-1215	YNL254C
1783	OG0001783	augustus_masked-AZAH01000003.1-processed-gene-8.89-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-8.89&CDS=1-1419	YNL253W
1784	OG0001784	snap_masked-AZAH01000003.1-processed-gene-8.3-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.3&CDS=1-2490	YNL251C
1785	OG0001785	snap_masked-AZAH01000003.1-processed-gene-8.1-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.1&CDS=1-3873	YNL250W
1786	OG0001786	snap_masked-AZAH01000003.1-processed-gene-8.28-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.28&CDS=1-1233	YNL248C
1787	OG0001787	maker-AZAH01000003.1-snap-gene-8.86-mRNA-1_1&gene=maker-AZAH01000003.1-snap-gene-8.86&CDS=1-2787	YNL247W
1788	OG0001788	augustus_masked-AZAH01000003.1-processed-gene-8.95-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-8.95&CDS=1-561	YNL246W
1789	OG0001789	snap_masked-AZAH01000003.1-processed-gene-8.8-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.8&CDS=1-486	YNL255C
1790	OG0001790	snap_masked-AZAH01000003.1-processed-gene-8.31-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.31&CDS=1-2382	YNL256W
1791	OG0001791	snap_masked-AZAH01000003.1-processed-gene-8.9-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.9&CDS=1-1416	YGR255C
1792	OG0001792	snap_masked-AZAH01000003.1-processed-gene-8.11-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.11&CDS=1-1164	YDR058C
1793	OG0001793	augustus_masked-AZAH01000003.1-processed-gene-8.102-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-8.102&CDS=1-2217	YNL258C
1794	OG0001794	snap_masked-AZAH01000003.1-processed-gene-8.14-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.14&CDS=1-183	YNL259C
1795	OG0001795	snap_masked-AZAH01000003.1-processed-gene-8.15-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.15&CDS=1-483	YNL260C
1796	OG0001796	augustus_masked-AZAH01000003.1-processed-gene-8.121-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-8.121&CDS=1-1056	YHR156C
1797	OG0001797	snap_masked-AZAH01000003.1-processed-gene-8.33-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.33&CDS=1-1476	YNL261W
1798	OG0001798	snap_masked-AZAH01000003.1-processed-gene-8.34-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.34&CDS=1-6534	YNL262W
1799	OG0001799	snap_masked-AZAH01000003.1-processed-gene-8.16-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.16&CDS=1-891	YNL263C
1800	OG0001800	snap_masked-AZAH01000003.1-processed-gene-8.17-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.17&CDS=1-807	YGL128C
1801	OG0001801	snap_masked-AZAH01000003.1-processed-gene-8.19-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.19&CDS=1-3651	YGL140C
1802	OG0001802	snap_masked-AZAH01000003.1-processed-gene-8.35-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.35&CDS=1-1065	YGR048W
1803	OG0001803	snap_masked-AZAH01000003.1-processed-gene-8.21-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.21&CDS=1-3123	YGR047C
1804	OG0001804	snap_masked-AZAH01000003.1-processed-gene-8.22-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.22&CDS=1-858	YNL265C
1805	OG0001805	snap_masked-AZAH01000003.1-processed-gene-8.36-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.36&CDS=1-1155	YGR046W
1806	OG0001806	snap_masked-AZAH01000003.1-processed-gene-8.37-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.37&CDS=1-2991	YNL267W
1807	OG0001807	snap_masked-AZAH01000003.1-processed-gene-8.25-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.25&CDS=1-2193	YNL272C
1808	OG0001808	snap_masked-AZAH01000003.1-processed-gene-8.26-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.26&CDS=1-1470	YEL064C
1809	OG0001809	snap_masked-AZAH01000003.1-processed-gene-8.39-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.39&CDS=1-3798	YNL273W
1810	OG0001810	augustus_masked-AZAH01000003.1-processed-gene-8.128-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-8.128&CDS=1-2325	YOR154W
1811	OG0001811	snap_masked-AZAH01000003.1-processed-gene-8.41-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-8.41&CDS=1-4326	YCR042C
1812	OG0001812	augustus_masked-AZAH01000003.1-processed-gene-8.130-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-8.130&CDS=1-381	YCR043C
1813	OG0001813	snap_masked-AZAH01000003.1-processed-gene-9.147-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.147&CDS=1-1650	YNL275W
1814	OG0001814	snap_masked-AZAH01000003.1-processed-gene-9.148-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.148&CDS=1-1056	YCR044C
1815	OG0001815	snap_masked-AZAH01000003.1-processed-gene-9.145-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.145&CDS=1-1398	YER019W
1816	OG0001816	genemark-AZAH01000003.1-processed-gene-9.73-mRNA-1_1&gene=genemark-AZAH01000003.1-processed-gene-9.73&CDS=1-3735	YLR189C
1817	OG0001817	maker-AZAH01000003.1-snap-gene-9.2-mRNA-1_1&gene=maker-AZAH01000003.1-snap-gene-9.2&CDS=1-2739	YNL277W
1818	OG0001818	snap_masked-AZAH01000003.1-processed-gene-9.183-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.183&CDS=1-3117	YLR187W
1819	OG0001819	snap_masked-AZAH01000003.1-processed-gene-9.184-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.184&CDS=1-1692	YNL279W
1820	OG0001820	snap_masked-AZAH01000003.1-processed-gene-9.185-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.185&CDS=1-753	YLR186W
1821	OG0001821	snap_masked-AZAH01000003.1-processed-gene-9.150-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.150&CDS=1-2112	YDR499W
1822	OG0001822	genemark-AZAH01000003.1-processed-gene-9.78-mRNA-1_1&gene=genemark-AZAH01000003.1-processed-gene-9.78&CDS=1-1695	YDR501W
1823	OG0001823	snap_masked-AZAH01000003.1-processed-gene-9.187-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.187&CDS=1-2220	YLR182W
1824	OG0001824	snap_masked-AZAH01000003.1-processed-gene-9.152-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.152&CDS=1-855	YLR181C
1825	OG0001825	snap_masked-AZAH01000003.1-processed-gene-9.188-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.188&CDS=1-1146	YDR502C
1826	OG0001826	snap_masked-AZAH01000003.1-processed-gene-9.189-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.189&CDS=1-837	YDR503C
1827	OG0001827	snap_masked-AZAH01000003.1-processed-gene-9.190-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.190&CDS=1-2517	YLR177W
1828	OG0001828	augustus_masked-AZAH01000003.1-processed-gene-9.44-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-9.44&CDS=1-1788	YDR506C
1829	OG0001829	augustus_masked-AZAH01000003.1-processed-gene-9.45-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-9.45&CDS=1-3465	YDR507C
1830	OG0001830	snap_masked-AZAH01000003.1-processed-gene-9.195-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.195&CDS=1-1623	YCL027W
1831	OG0001831	snap_masked-AZAH01000003.1-processed-gene-9.196-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.196&CDS=1-912	YCL028W
1832	OG0001832	snap_masked-AZAH01000003.1-processed-gene-9.154-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.154&CDS=1-1467	YCL029C
1833	OG0001833	snap_masked-AZAH01000003.1-processed-gene-9.155-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.155&CDS=1-2397	YCL030C
1834	OG0001834	maker-AZAH01000003.1-augustus-gene-9.3-mRNA-1_1&gene=maker-AZAH01000003.1-augustus-gene-9.3&CDS=1-1314	YCL031C
1835	OG0001835	snap_masked-AZAH01000003.1-processed-gene-9.197-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.197&CDS=1-1092	YCL032W
1836	OG0001836	snap_masked-AZAH01000003.1-processed-gene-9.198-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.198&CDS=1-258	YDR512C
1837	OG0001837	snap_masked-AZAH01000003.1-processed-gene-9.158-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.158&CDS=1-396	YCL033C
1838	OG0001838	snap_masked-AZAH01000003.1-processed-gene-9.199-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.199&CDS=1-972	YCL034W
1839	OG0001839	snap_masked-AZAH01000003.1-processed-gene-9.160-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.160&CDS=1-1383	YCL037C
1840	OG0001840	snap_masked-AZAH01000003.1-processed-gene-9.161-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.161&CDS=1-1539	YCL038C
1841	OG0001841	snap_masked-AZAH01000003.1-processed-gene-9.202-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.202&CDS=1-2169	YCL039W
1842	OG0001842	snap_masked-AZAH01000003.1-processed-gene-9.203-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.203&CDS=1-1494	YCL040W
1843	OG0001843	snap_masked-AZAH01000003.1-processed-gene-9.162-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.162&CDS=1-1032	YDR517W
1844	OG0001844	augustus_masked-AZAH01000003.1-processed-gene-9.22-mRNA-1_1&gene=augustus_masked-AZAH01000003.1-processed-gene-9.22&CDS=1-1554	YCL043C
1845	OG0001845	snap_masked-AZAH01000003.1-processed-gene-9.164-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.164&CDS=1-1197	YCL044C
1846	OG0001846	genemark-AZAH01000003.1-processed-gene-9.92-mRNA-1_1&gene=genemark-AZAH01000003.1-processed-gene-9.92&CDS=1-2190	YCL045C
1847	OG0001847	genemark-AZAH01000003.1-processed-gene-9.93-mRNA-1_1&gene=genemark-AZAH01000003.1-processed-gene-9.93&CDS=1-738	YCL047C
1848	OG0001848	snap_masked-AZAH01000003.1-processed-gene-9.204-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.204&CDS=1-2292	YDR520C
1849	OG0001849	snap_masked-AZAH01000003.1-processed-gene-9.205-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.205&CDS=1-1596	YCL048W
1850	OG0001850	snap_masked-AZAH01000003.1-processed-gene-9.207-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.207&CDS=1-2424	YDR524C
1851	OG0001851	snap_masked-AZAH01000003.1-processed-gene-9.166-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.166&CDS=1-249	YDR525W-A
1852	OG0001852	snap_masked-AZAH01000003.1-processed-gene-9.167-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.167&CDS=1-1272	YDR527W
1853	OG0001853	snap_masked-AZAH01000003.1-processed-gene-9.168-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.168&CDS=1-1056	YDR532C
1854	OG0001854	snap_masked-AZAH01000003.1-processed-gene-9.209-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.209&CDS=1-1062	YDR531W
1855	OG0001855	snap_masked-AZAH01000003.1-processed-gene-9.171-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.171&CDS=1-1245	YCL052C
1856	OG0001856	snap_masked-AZAH01000003.1-processed-gene-9.211-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.211&CDS=1-2499	YCL054W
1857	OG0001857	snap_masked-AZAH01000003.1-processed-gene-9.212-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.212&CDS=1-966	YCL055W
1858	OG0001858	snap_masked-AZAH01000003.1-processed-gene-9.215-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.215&CDS=1-2151	YCL057W
1859	OG0001859	snap_masked-AZAH01000003.1-processed-gene-9.174-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.174&CDS=1-246	YCL057C-A
1860	OG0001860	snap_masked-AZAH01000003.1-processed-gene-9.216-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.216&CDS=1-303	YCL058W-A
1861	OG0001861	snap_masked-AZAH01000003.1-processed-gene-9.175-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.175&CDS=1-1026	YCL059C
1862	OG0001862	snap_masked-AZAH01000003.1-processed-gene-9.176-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.176&CDS=1-3168	YCL061C
1863	OG0001863	snap_masked-AZAH01000003.1-processed-gene-9.217-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.217&CDS=1-1473	YCL063W
1864	OG0001864	snap_masked-AZAH01000003.1-processed-gene-9.177-mRNA-1_1&gene=snap_masked-AZAH01000003.1-processed-gene-9.177&CDS=1-1023	YCL064C
1865	OG0001865	genemark-AZAH01000004.1-processed-gene-0.39-mRNA-1_1&gene=genemark-AZAH01000004.1-processed-gene-0.39&CDS=1-3912	YFL036W
1866	OG0001866	augustus_masked-AZAH01000004.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-0.83&CDS=1-1851	YFL034C-B
1867	OG0001867	maker-AZAH01000004.1-snap-gene-0.36-mRNA-1_1&gene=maker-AZAH01000004.1-snap-gene-0.36&CDS=1-357	YLR061W
1868	OG0001868	snap_masked-AZAH01000004.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.2&CDS=1-2838	YFL034W
1869	OG0001869	snap_masked-AZAH01000004.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.19&CDS=1-1785	YLR060W
1870	OG0001870	snap_masked-AZAH01000004.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.20&CDS=1-4968	YFL033C
1871	OG0001871	snap_masked-AZAH01000004.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.3&CDS=1-774	YLR059C
1872	OG0001872	snap_masked-AZAH01000004.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.4&CDS=1-825	YFL031W
1873	OG0001873	augustus_masked-AZAH01000004.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-0.75&CDS=1-942	YIL119C
1874	OG0001874	snap_masked-AZAH01000004.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.21&CDS=1-2208	YLR057W
1875	OG0001875	augustus_masked-AZAH01000004.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-0.88&CDS=1-1068	YFL029C
1876	OG0001876	augustus_masked-AZAH01000004.1-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-0.76&CDS=1-768	YDR262W
1877	OG0001877	snap_masked-AZAH01000004.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.9&CDS=1-1560	YCR098C
1878	OG0001878	snap_masked-AZAH01000004.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.24&CDS=1-2004	YDR263C
1879	OG0001879	snap_masked-AZAH01000004.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.25&CDS=1-2187	YDR264C
1880	OG0001880	snap_masked-AZAH01000004.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.26&CDS=1-2178	YOR035C
1881	OG0001881	snap_masked-AZAH01000004.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.10&CDS=1-954	YDR265W
1882	OG0001882	snap_masked-AZAH01000004.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.27&CDS=1-1851	YDR266C
1883	OG0001883	snap_masked-AZAH01000004.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-0.11&CDS=1-573	YHR100C
