	OrthologID	Alloascoidea_hylecoeti	Saccharomyces_cerevisiae
1805	OG0001805	-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-4.3&CDS=1-2244	YDR266C
1806	OG0001806	-augustus-gene-4.70-mRNA-1_1&gene=maker-gi|1002318369|dbj|BCKZ01000014.1|-augustus-gene-4.70&CDS=1-588	YHR100C
1807	OG0001807	-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-4.5&CDS=1-4632	YER166W
1808	OG0001808	-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-4.8&CDS=1-1440	YPL101W
1809	OG0001809	-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-4.27&CDS=1-867	YPL132W
1810	OG0001810	-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-4.9&CDS=1-816	YPL133C
1811	OG0001811	-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-4.16&CDS=1-1854	YDR341C
1812	OG0001812	-augustus-gene-4.71-mRNA-1_1&gene=maker-gi|1002318369|dbj|BCKZ01000014.1|-augustus-gene-4.71&CDS=1-567	YDR339C
1813	OG0001813	-augustus-gene-4.76-mRNA-1_1&gene=maker-gi|1002318369|dbj|BCKZ01000014.1|-augustus-gene-4.76&CDS=1-978	YMR161W
1814	OG0001814	-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-4.19&CDS=1-3237	YDL102W
1815	OG0001815	-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-5.14&CDS=1-2697	YBR114W
1816	OG0001816	-augustus-gene-5.145-mRNA-1_1&gene=maker-gi|1002318369|dbj|BCKZ01000014.1|-augustus-gene-5.145&CDS=1-1806	YMR278W
1817	OG0001817	-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-5.18&CDS=1-2445	YMR277W
1818	OG0001818	-processed-gene-5.189-mRNA-1_1&gene=snap_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-5.189&CDS=1-1866	YML114C
1819	OG0001819	-augustus-gene-5.147-mRNA-1_1&gene=maker-gi|1002318369|dbj|BCKZ01000014.1|-augustus-gene-5.147&CDS=1-936	YML110C
1820	OG0001820	-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-5.22&CDS=1-3210	YNR011C
1821	OG0001821	-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-5.23&CDS=1-3831	YKL057C
1822	OG0001822	-snap-gene-5.0-mRNA-1_1&gene=maker-gi|1002318369|dbj|BCKZ01000014.1|-snap-gene-5.0&CDS=1-1434	YMR027W
1823	OG0001823	-augustus-gene-5.142-mRNA-1_1&gene=maker-gi|1002318369|dbj|BCKZ01000014.1|-augustus-gene-5.142&CDS=1-330	YKL058W
1824	OG0001824	-processed-gene-5.51-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-5.51&CDS=1-2280	YGR264C
1825	OG0001825	-processed-gene-5.117-mRNA-1_1&gene=genemark-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-5.117&CDS=1-2718	YGR157W
1826	OG0001826	-processed-gene-5.54-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-5.54&CDS=1-2340	YER171W
1827	OG0001827	-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-5.29&CDS=1-3609	YDR097C
1828	OG0001828	-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-5.30&CDS=1-1212	YJL026W
1829	OG0001829	-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-5.55&CDS=1-1500	YDR330W
1830	OG0001830	-snap-gene-5.8-mRNA-1_1&gene=maker-gi|1002318369|dbj|BCKZ01000014.1|-snap-gene-5.8&CDS=1-255	YHR079C-A
1831	OG0001831	-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-5.66&CDS=1-921	YGR282C
1832	OG0001832	-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-5.34&CDS=1-678	YMR311C
1833	OG0001833	-augustus-gene-5.143-mRNA-1_1&gene=maker-gi|1002318369|dbj|BCKZ01000014.1|-augustus-gene-5.143&CDS=1-2322	YNL221C
1834	OG0001834	-augustus-gene-5.151-mRNA-1_1&gene=maker-gi|1002318369|dbj|BCKZ01000014.1|-augustus-gene-5.151&CDS=1-774	YLR145W
1835	OG0001835	-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-0.35&CDS=1-8214	YGL195W
1836	OG0001836	-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-0.36&CDS=1-1800	YER036C
1837	OG0001837	-augustus-gene-0.47-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-augustus-gene-0.47&CDS=1-933	YGL198W
1838	OG0001838	-processed-gene-1.5-mRNA-1_1&gene=genemark-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-1.5&CDS=1-603	YKL196C
1839	OG0001839	-augustus-gene-1.115-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-augustus-gene-1.115&CDS=1-252	YER074W-A
1840	OG0001840	-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-1.41&CDS=1-1563	YML086C
1841	OG0001841	-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-1.45&CDS=1-1362	YML126C
1842	OG0001842	-augustus-gene-1.116-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-augustus-gene-1.116&CDS=1-915	YGR208W
1843	OG0001843	-processed-gene-1.95-mRNA-1_1&gene=snap_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-1.95&CDS=1-1668	YJL025W
1844	OG0001844	-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-1.61&CDS=1-1737	YDR232W
1845	OG0001845	-snap-gene-1.1-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-snap-gene-1.1&CDS=1-2694	YGR178C
1846	OG0001846	-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-1.53&CDS=1-1242	YPL146C
1847	OG0001847	-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-1.65&CDS=1-2406	YPL147W
1848	OG0001848	-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-2.102&CDS=1-525	YMR009W
1849	OG0001849	-processed-gene-2.5-mRNA-1_1&gene=snap_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-2.5&CDS=1-735	YEL001C
1850	OG0001850	-augustus-gene-2.41-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-augustus-gene-2.41&CDS=1-1641	YNL112W
1851	OG0001851	-processed-gene-2.56-mRNA-1_1&gene=genemark-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-2.56&CDS=1-3087	YOR113W
1852	OG0001852	-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-2.97&CDS=1-1494	YKL021C
1853	OG0001853	-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-2.111&CDS=1-1119	YIR034C
1854	OG0001854	-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-2.98&CDS=1-2013	YKL022C
1855	OG0001855	-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-2.114&CDS=1-1311	YNL040W
1856	OG0001856	-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-2.100&CDS=1-1836	YKL052C
1857	OG0001857	-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-3.37&CDS=1-1050	YBR159W
1858	OG0001858	-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-3.47&CDS=1-2781	YDL149W
1859	OG0001859	-processed-gene-3.100-mRNA-1_1&gene=snap_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-3.100&CDS=1-2454	YDL148C
1860	OG0001860	-augustus-gene-3.104-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-augustus-gene-3.104&CDS=1-1338	YDL147W
1861	OG0001861	-processed-gene-3.84-mRNA-1_1&gene=snap_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-3.84&CDS=1-1293	YDL146W
1862	OG0001862	-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-3.63&CDS=1-672	YER050C
1863	OG0001863	-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-3.51&CDS=1-1473	YER051W
1864	OG0001864	-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-4.94&CDS=1-3627	YDL145C
1865	OG0001865	-processed-gene-4.40-mRNA-1_1&gene=snap_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-4.40&CDS=1-1125	YDL150W
1866	OG0001866	-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-4.96&CDS=1-1755	YDL153C
1867	OG0001867	-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-4.115&CDS=1-1017	YLR215C
1868	OG0001868	-augustus-gene-4.126-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-augustus-gene-4.126&CDS=1-1587	YDL143W
1869	OG0001869	-augustus-gene-4.131-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-augustus-gene-4.131&CDS=1-1017	YDL142C
1870	OG0001870	-snap-gene-4.1-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-snap-gene-4.1&CDS=1-1377	YGL181W
1871	OG0001871	-augustus-gene-4.132-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-augustus-gene-4.132&CDS=1-1143	YGL148W
1872	OG0001872	-processed-gene-4.47-mRNA-1_1&gene=snap_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-4.47&CDS=1-924	YER128W
1873	OG0001873	-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-4.100&CDS=1-795	YKL154W
1874	OG0001874	-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-4.102&CDS=1-2175	YOR181W
1875	OG0001875	-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-4.122&CDS=1-969	YFL028C
1876	OG0001876	-augustus-gene-4.129-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-augustus-gene-4.129&CDS=1-3552	YLR278C
1877	OG0001877	-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-4.125&CDS=1-696	YOR332W
1878	OG0001878	-processed-gene-5.44-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-5.44&CDS=1-1431	YIL153W
1879	OG0001879	-augustus-gene-5.32-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-augustus-gene-5.32&CDS=1-5391	YJL039C
1880	OG0001880	-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-5.39&CDS=1-1956	YLR417W
1881	OG0001881	-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-5.50&CDS=1-1530	YBL010C
1882	OG0001882	-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-5.40&CDS=1-2184	YGL022W
1883	OG0001883	-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-5.52&CDS=1-1401	YGL012W
1884	OG0001884	-augustus-gene-5.35-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-augustus-gene-5.35&CDS=1-3159	YGL178W
1885	OG0001885	-snap-gene-5.31-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-snap-gene-5.31&CDS=1-2898	YGL008C
1886	OG0001886	-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-5.42&CDS=1-3081	YPR091C
1887	OG0001887	-snap-gene-5.25-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-snap-gene-5.25&CDS=1-6063	YBR136W
1888	OG0001888	-processed-gene-6.10-mRNA-1_1&gene=snap_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-6.10&CDS=1-1986	YBR131W
1889	OG0001889	-processed-gene-6.100-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-6.100&CDS=1-1293	YNL253W
1890	OG0001890	-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-6.101&CDS=1-1095	YBL013W
1891	OG0001891	-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-6.122&CDS=1-2706	YOR154W
1892	OG0001892	-snap-gene-6.5-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-snap-gene-6.5&CDS=1-4299	YCR042C
1893	OG0001893	-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-6.103&CDS=1-2358	YNL258C
1894	OG0001894	-augustus-gene-6.136-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-augustus-gene-6.136&CDS=1-222	YNL259C
1895	OG0001895	-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-6.106&CDS=1-1518	YNL261W
1896	OG0001896	-augustus-gene-6.141-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-augustus-gene-6.141&CDS=1-6630	YNL262W
1897	OG0001897	-processed-gene-6.21-mRNA-1_1&gene=snap_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-6.21&CDS=1-921	YNL263C
1898	OG0001898	-processed-gene-6.22-mRNA-1_1&gene=snap_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-6.22&CDS=1-3510	YGL140C
1899	OG0001899	-processed-gene-6.127-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-6.127&CDS=1-1653	YHR048W
1900	OG0001900	-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-6.109&CDS=1-1281	YBL091C
1901	OG0001901	-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-6.113&CDS=1-4044	YGR061C
1902	OG0001902	-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-6.114&CDS=1-2031	YKR001C
1903	OG0001903	-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-0.101&CDS=1-1473	YDR257C
1904	OG0001904	-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-0.105&CDS=1-735	YLR239C
1905	OG0001905	-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-0.108&CDS=1-597	YOR252W
1906	OG0001906	-processed-gene-0.4-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-0.4&CDS=1-627	YOL008W
1907	OG0001907	-augustus-gene-0.50-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-0.50&CDS=1-1182	YBR025C
1908	OG0001908	-augustus-gene-0.51-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-0.51&CDS=1-1197	YNL286W
1909	OG0001909	-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-0.114&CDS=1-2622	YGR140W
1910	OG0001910	-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-0.115&CDS=1-1194	YNL288W
1911	OG0001911	-augustus-gene-0.52-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-0.52&CDS=1-1338	YFL037W
1912	OG0001912	-augustus-gene-0.53-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-0.53&CDS=1-1161	YNR023W
1913	OG0001913	-augustus-gene-0.49-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-0.49&CDS=1-1248	YEL056W
1914	OG0001914	-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-0.118&CDS=1-660	YCR051W
1915	OG0001915	-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-0.97&CDS=1-708	YNR020C
1916	OG0001916	-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-0.120&CDS=1-1839	YDR477W
1917	OG0001917	-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-0.99&CDS=1-3255	YBR237W
1918	OG0001918	-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-1.54&CDS=1-1425	YGL112C
1919	OG0001919	-processed-gene-1.93-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-1.93&CDS=1-2631	YGL113W
1920	OG0001920	-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-1.59&CDS=1-1293	YBR233W
1921	OG0001921	-processed-gene-1.121-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-1.121&CDS=1-3282	YEL055C
1922	OG0001922	-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-1.60&CDS=1-2562	YPL270W
1923	OG0001923	-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-1.62&CDS=1-984	YPL266W
1924	OG0001924	-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-1.80&CDS=1-1914	YPL263C
1925	OG0001925	-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-1.81&CDS=1-891	YDR175C
1926	OG0001926	-augustus-gene-1.142-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-1.142&CDS=1-411	YGL087C
1927	OG0001927	-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-1.63&CDS=1-1602	YEL058W
1928	OG0001928	-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-1.64&CDS=1-2478	YDR176W
1929	OG0001929	-processed-gene-1.106-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-1.106&CDS=1-5340	YDR180W
1930	OG0001930	-augustus-gene-1.135-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-1.135&CDS=1-2406	YLR166C
1931	OG0001931	-processed-gene-1.108-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-1.108&CDS=1-1494	YDR181C
1932	OG0001932	-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-1.83&CDS=1-1230	YBR162C
1933	OG0001933	-augustus-gene-1.143-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-1.143&CDS=1-789	YLR022C
1934	OG0001934	-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-1.70&CDS=1-561	YLR168C
1935	OG0001935	-processed-gene-1.47-mRNA-1_1&gene=genemark-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-1.47&CDS=1-666	YDR183W
1936	OG0001936	-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-1.71&CDS=1-1413	YNL071W
1937	OG0001937	-processed-gene-1.114-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-1.114&CDS=1-183	YNL070W
1938	OG0001938	-augustus-gene-1.136-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-1.136&CDS=1-966	YIL134W
1939	OG0001939	-augustus-gene-1.138-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-1.138&CDS=1-423	YNL113W
1940	OG0001940	-augustus-gene-1.139-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-1.139&CDS=1-2214	YOR112W
1941	OG0001941	-augustus-gene-1.140-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-1.140&CDS=1-819	YNL110C
1942	OG0001942	-augustus-gene-1.146-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-1.146&CDS=1-681	YOR111W
1943	OG0001943	-processed-gene-2.101-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-2.101&CDS=1-384	YIL027C
1944	OG0001944	-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-2.58&CDS=1-1446	YJL036W
1945	OG0001945	-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-2.61&CDS=1-669	YJL035C
1946	OG0001946	-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-2.59&CDS=1-2004	YJL034W
1947	OG0001947	-augustus-gene-2.154-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-2.154&CDS=1-711	YJL030W
1948	OG0001948	-augustus-gene-2.151-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-2.151&CDS=1-996	YJL031C
1949	OG0001949	-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-2.79&CDS=1-756	YJL006C
1950	OG0001950	-processed-gene-2.18-mRNA-1_1&gene=genemark-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-2.18&CDS=1-1044	YKL151C
1951	OG0001951	-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-2.67&CDS=1-822	YFR052W
1952	OG0001952	-augustus-gene-2.155-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-2.155&CDS=1-2394	YBR202W
1953	OG0001953	-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-2.86&CDS=1-2148	YOR361C
1954	OG0001954	-processed-gene-2.113-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-2.113&CDS=1-2217	YGL086W
1955	OG0001955	-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-2.87&CDS=1-1785	YGL084C
1956	OG0001956	-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-2.70&CDS=1-1347	YIL023C
1957	OG0001957	-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-2.89&CDS=1-1650	YJL008C
1958	OG0001958	-augustus-gene-2.152-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-2.152&CDS=1-2421	YJL029C
1959	OG0001959	-snap-gene-2.7-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-snap-gene-2.7&CDS=1-2112	YGL164C
1960	OG0001960	-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-2.91&CDS=1-2415	YGL163C
1961	OG0001961	-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-2.94&CDS=1-609	YFL038C
1962	OG0001962	-processed-gene-2.51-mRNA-1_1&gene=genemark-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-2.51&CDS=1-1359	YGL065C
1963	OG0001963	-augustus-gene-3.88-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-3.88&CDS=1-2136	YMR167W
1964	OG0001964	-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-3.0&CDS=1-1158	YDL105W
