	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034883_Peterozyma_xylosa
1228	OG0001228	YDR448W	snap_masked-flattened_line_12-processed-gene-3.72-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.72&CDS=1-1326
1229	OG0001229	YDR449C	snap_masked-flattened_line_12-processed-gene-3.94-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.94&CDS=1-1311
1230	OG0001230	YDR452W	snap_masked-flattened_line_12-processed-gene-3.92-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.92&CDS=1-2022
1231	OG0001231	YDR454C	snap_masked-flattened_line_16-processed-gene-4.51-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-4.51&CDS=1-561
1232	OG0001232	YDR456W	snap_masked-flattened_line_16-processed-gene-4.92-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-4.92&CDS=1-1893
1233	OG0001233	YDR457W	augustus_masked-flattened_line_2-processed-gene-9.201-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.201&CDS=1-11727
1234	OG0001234	YDR459C	genemark-flattened_line_6-processed-gene-4.25-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.25&CDS=1-1386
1235	OG0001235	YDR460W	snap_masked-flattened_line_32-processed-gene-2.7-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-2.7&CDS=1-1008
1236	OG0001236	YDR462W	snap_masked-flattened_line_32-processed-gene-1.137-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.137&CDS=1-501
1237	OG0001237	YDR465C	snap_masked-flattened_line_36-processed-gene-1.75-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.75&CDS=1-1260
1238	OG0001238	YDR468C	genemark-flattened_line_2-processed-gene-9.136-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-9.136&CDS=1-699
1239	OG0001239	YDR469W	snap_masked-flattened_line_2-processed-gene-9.70-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-9.70&CDS=1-420
1240	OG0001240	YDR470C	snap_masked-flattened_line_2-processed-gene-9.35-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-9.35&CDS=1-1581
1241	OG0001241	YDR472W	snap_masked-flattened_line_4-processed-gene-3.89-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.89&CDS=1-675
1242	OG0001242	YDR477W	maker-flattened_line_6-snap-gene-4.95-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-4.95&CDS=1-2313
1243	OG0001243	YDR479C	snap_masked-flattened_line_6-processed-gene-7.123-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-7.123&CDS=1-1830
1244	OG0001244	YDR481C	snap_masked-flattened_line_0-processed-gene-9.55-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.55&CDS=1-1539
1245	OG0001245	YDR482C	snap_masked-flattened_line_4-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.60&CDS=1-699
1246	OG0001246	YDR484W	snap_masked-flattened_line_8-processed-gene-6.37-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-6.37&CDS=1-2022
1247	OG0001247	YDR485C	snap_masked-flattened_line_20-processed-gene-4.93-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-4.93&CDS=1-2238
1248	OG0001248	YDR486C	snap_masked-flattened_line_20-processed-gene-4.92-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-4.92&CDS=1-645
1249	OG0001249	YDR487C	snap_masked-flattened_line_2-processed-gene-7.44-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.44&CDS=1-621
1250	OG0001250	YDR493W	maker-flattened_line_2-snap-gene-0.42-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-0.42&CDS=1-372
1251	OG0001251	YDR495C	snap_masked-flattened_line_0-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.47&CDS=1-3801
1252	OG0001252	YDR496C	snap_masked-flattened_line_6-processed-gene-4.84-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.84&CDS=1-2037
1253	OG0001253	YDR497C	snap_masked-flattened_line_10-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.52&CDS=1-1701
1254	OG0001254	YDR498C	snap_masked-flattened_line_20-processed-gene-4.96-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-4.96&CDS=1-1065
1255	OG0001255	YDR499W	snap_masked-flattened_line_14-processed-gene-2.75-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.75&CDS=1-2217
1256	OG0001256	YDR510W	augustus_masked-flattened_line_6-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.150&CDS=1-1155
1257	OG0001257	YDR511W	snap_masked-flattened_line_64-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.8&CDS=1-393
1258	OG0001258	YDR512C	genemark-flattened_line_20-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.65&CDS=1-399
1259	OG0001259	YDR517W	snap_masked-flattened_line_48-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.125&CDS=1-1299
1260	OG0001260	YDR519W	maker-flattened_line_6-snap-gene-6.3-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-6.3&CDS=1-465
1261	OG0001261	YDR524C	genemark-flattened_line_6-processed-gene-6.72-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.72&CDS=1-2631
1262	OG0001262	YDR527W	snap_masked-flattened_line_6-processed-gene-6.13-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.13&CDS=1-1416
1263	OG0001263	YDR529C	maker-flattened_line_12-snap-gene-0.145-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-0.145&CDS=1-378
1264	OG0001264	YDR531W	snap_masked-flattened_line_14-processed-gene-4.64-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-4.64&CDS=1-1290
1265	OG0001265	YEL001C	snap_masked-flattened_line_4-processed-gene-3.80-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.80&CDS=1-720
1266	OG0001266	YEL002C	genemark-flattened_line_8-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.73&CDS=1-1257
1267	OG0001267	YEL003W	maker-flattened_line_4-snap-gene-1.152-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.152&CDS=1-348
1268	OG0001268	YEL004W	snap_masked-flattened_line_4-processed-gene-1.97-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.97&CDS=1-1050
1269	OG0001269	YEL009C	snap_masked-flattened_line_2-processed-gene-3.126-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.126&CDS=1-780
1270	OG0001270	YEL011W	snap_masked-flattened_line_8-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.10&CDS=1-2091
1271	OG0001271	YEL012W	maker-flattened_line_4-snap-gene-2.1-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-2.1&CDS=1-588
1272	OG0001272	YEL013W	snap_masked-flattened_line_36-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.16&CDS=1-1638
1273	OG0001273	YEL015W	snap_masked-flattened_line_36-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.15&CDS=1-1773
1274	OG0001274	YEL019C	snap_masked-flattened_line_36-processed-gene-1.52-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.52&CDS=1-906
1275	OG0001275	YEL020C	snap_masked-flattened_line_34-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.76&CDS=1-1716
1276	OG0001276	YEL020W-A	snap_masked-flattened_line_36-processed-gene-1.51-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.51&CDS=1-261
1277	OG0001277	YEL021W	snap_masked-flattened_line_36-processed-gene-1.56-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.56&CDS=1-801
1278	OG0001278	YEL023C	genemark-flattened_line_10-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.88&CDS=1-1584
1279	OG0001279	YEL024W	snap_masked-flattened_line_10-processed-gene-1.18-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.18&CDS=1-651
1280	OG0001280	YEL026W	snap_masked-flattened_line_14-processed-gene-5.151-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-5.151&CDS=1-381
1281	OG0001281	YEL027W	snap_masked-flattened_line_14-processed-gene-5.191-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-5.191&CDS=1-480
1282	OG0001282	YEL029C	snap_masked-flattened_line_16-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.107&CDS=1-900
1283	OG0001283	YEL031W	snap_masked-flattened_line_24-processed-gene-2.87-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.87&CDS=1-3654
1284	OG0001284	YEL032W	snap_masked-flattened_line_10-processed-gene-4.48-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.48&CDS=1-2595
1285	OG0001285	YEL037C	snap_masked-flattened_line_18-processed-gene-4.102-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-4.102&CDS=1-1068
1286	OG0001286	YEL038W	snap_masked-flattened_line_18-processed-gene-4.139-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-4.139&CDS=1-741
1287	OG0001287	YEL042W	snap_masked-flattened_line_18-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.68&CDS=1-1764
1288	OG0001288	YEL043W	augustus_masked-flattened_line_18-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-4.6&CDS=1-3171
1289	OG0001289	YEL044W	snap_masked-flattened_line_18-processed-gene-3.59-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-3.59&CDS=1-378
1290	OG0001290	YEL048C	augustus_masked-flattened_line_18-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.131&CDS=1-585
1291	OG0001291	YEL050C	snap_masked-flattened_line_16-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.90&CDS=1-1086
1292	OG0001292	YEL051W	snap_masked-flattened_line_16-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.112&CDS=1-789
1293	OG0001293	YEL052W	snap_masked-flattened_line_16-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.89&CDS=1-1467
1294	OG0001294	YEL053C	snap_masked-flattened_line_16-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.96&CDS=1-2310
1295	OG0001295	YEL055C	snap_masked-flattened_line_28-processed-gene-1.127-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.127&CDS=1-3018
1296	OG0001296	YEL056W	maker-flattened_line_14-snap-gene-5.203-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-5.203&CDS=1-1236
1297	OG0001297	YEL058W	snap_masked-flattened_line_22-processed-gene-1.30-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.30&CDS=1-1584
1298	OG0001298	YEL059C-A	genemark-flattened_line_22-processed-gene-1.100-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.100&CDS=1-429
1299	OG0001299	YEL062W	maker-flattened_line_4-snap-gene-2.5-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-2.5&CDS=1-1704
1300	OG0001300	YEL064C	snap_masked-flattened_line_0-processed-gene-2.10-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.10&CDS=1-1470
1301	OG0001301	YEL072W	snap_masked-flattened_line_42-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.57&CDS=1-669
1302	OG0001302	YER002W	augustus_masked-flattened_line_26-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.114&CDS=1-600
1303	OG0001303	YER003C	snap_masked-flattened_line_26-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.7&CDS=1-1284
1304	OG0001304	YER004W	snap_masked-flattened_line_10-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.44&CDS=1-705
1305	OG0001305	YER005W	snap_masked-flattened_line_24-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.60&CDS=1-2232
1306	OG0001306	YER006W	snap_masked-flattened_line_2-processed-gene-3.99-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.99&CDS=1-1533
1307	OG0001307	YER007C-A	snap_masked-flattened_line_24-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.58&CDS=1-540
1308	OG0001308	YER007W	snap_masked-flattened_line_24-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.87&CDS=1-1641
1309	OG0001309	YER009W	snap_masked-flattened_line_26-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.129&CDS=1-375
1310	OG0001310	YER010C	snap_masked-flattened_line_0-processed-gene-8.73-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.73&CDS=1-744
1311	OG0001311	YER012W	maker-flattened_line_30-snap-gene-1.145-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-1.145&CDS=1-585
1312	OG0001312	YER014W	snap_masked-flattened_line_10-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.29&CDS=1-1812
1313	OG0001313	YER016W	snap_masked-flattened_line_12-processed-gene-1.95-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.95&CDS=1-996
1314	OG0001314	YER019C-A	augustus_masked-flattened_line_2-processed-gene-9.183-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.183&CDS=1-288
1315	OG0001315	YER019W	snap_masked-flattened_line_42-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.14&CDS=1-1353
1316	OG0001316	YER020W	snap_masked-flattened_line_6-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.42&CDS=1-1281
1317	OG0001317	YER021W	maker-flattened_line_8-snap-gene-0.85-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-0.85&CDS=1-1449
1318	OG0001318	YER022W	maker-flattened_line_16-snap-gene-3.122-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-3.122&CDS=1-1740
1319	OG0001319	YER023W	snap_masked-flattened_line_2-processed-gene-4.57-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.57&CDS=1-813
1320	OG0001320	YER025W	snap_masked-flattened_line_2-processed-gene-1.43-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.43&CDS=1-1587
1321	OG0001321	YER026C	snap_masked-flattened_line_10-processed-gene-1.6-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.6&CDS=1-834
1322	OG0001322	YER027C	snap_masked-flattened_line_4-processed-gene-2.134-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.134&CDS=1-1167
1323	OG0001323	YER029C	snap_masked-flattened_line_28-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.71&CDS=1-474
1324	OG0001324	YER036C	snap_masked-flattened_line_4-processed-gene-5.149-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.149&CDS=1-1785
1325	OG0001325	YER041W	augustus_masked-flattened_line_16-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.24&CDS=1-2964
1326	OG0001326	YER042W	snap_masked-flattened_line_2-processed-gene-1.2-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.2&CDS=1-543
1327	OG0001327	YER043C	snap_masked-flattened_line_0-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.56&CDS=1-1344
1328	OG0001328	YER044C	snap_masked-flattened_line_26-processed-gene-2.52-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.52&CDS=1-417
1329	OG0001329	YER046W	snap_masked-flattened_line_26-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.136&CDS=1-1149
1330	OG0001330	YER047C	augustus_masked-flattened_line_20-processed-gene-4.172-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-4.172&CDS=1-2121
1331	OG0001331	YER048C	snap_masked-flattened_line_2-processed-gene-7.30-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.30&CDS=1-1302
1332	OG0001332	YER048W-A	snap_masked-flattened_line_2-processed-gene-9.49-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-9.49&CDS=1-255
1333	OG0001333	YER049W	snap_masked-flattened_line_2-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.73&CDS=1-1950
1334	OG0001334	YER050C	snap_masked-flattened_line_20-processed-gene-4.109-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-4.109&CDS=1-582
1335	OG0001335	YER051W	snap_masked-flattened_line_20-processed-gene-4.138-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-4.138&CDS=1-1539
1336	OG0001336	YER052C	snap_masked-flattened_line_20-processed-gene-2.72-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.72&CDS=1-1557
1337	OG0001337	YER053C	augustus_masked-flattened_line_8-processed-gene-7.121-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-7.121&CDS=1-981
1338	OG0001338	YER058W	maker-flattened_line_20-snap-gene-4.231-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-4.231&CDS=1-267
1339	OG0001339	YER061C	maker-flattened_line_2-augustus-gene-8.7-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-8.7&CDS=1-3291
1340	OG0001340	YER065C	snap_masked-flattened_line_42-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.25&CDS=1-1653
1341	OG0001341	YER068W	genemark-flattened_line_6-processed-gene-2.115-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.115&CDS=1-2220
1342	OG0001342	YER069W	snap_masked-flattened_line_0-processed-gene-8.77-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.77&CDS=1-2598
1343	OG0001343	YER072W	snap_masked-flattened_line_8-processed-gene-5.60-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.60&CDS=1-366
1344	OG0001344	YER077C	genemark-flattened_line_2-processed-gene-5.40-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.40&CDS=1-2061
1345	OG0001345	YER078C	snap_masked-flattened_line_2-processed-gene-5.87-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.87&CDS=1-1560
1346	OG0001346	YER080W	snap_masked-flattened_line_10-processed-gene-2.43-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.43&CDS=1-1923
1347	OG0001347	YER082C	snap_masked-flattened_line_10-processed-gene-5.177-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.177&CDS=1-1587
1348	OG0001348	YER083C	augustus_masked-flattened_line_10-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-5.105&CDS=1-942
1349	OG0001349	YER086W	maker-flattened_line_20-augustus-gene-4.217-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-4.217&CDS=1-2859
1350	OG0001350	YER087W	augustus_masked-flattened_line_2-processed-gene-9.155-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.155&CDS=1-1770
1351	OG0001351	YER090W	snap_masked-flattened_line_28-processed-gene-2.23-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-2.23&CDS=1-1569
1352	OG0001352	YER091C	snap_masked-flattened_line_28-processed-gene-2.19-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-2.19&CDS=1-2301
1353	OG0001353	YER093C	genemark-flattened_line_8-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.63&CDS=1-3582
1354	OG0001354	YER094C	snap_masked-flattened_line_0-processed-gene-5.53-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.53&CDS=1-615
1355	OG0001355	YER095W	snap_masked-flattened_line_0-processed-gene-5.69-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.69&CDS=1-1083
1356	OG0001356	YER100W	snap_masked-flattened_line_44-processed-gene-0.142-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.142&CDS=1-759
1357	OG0001357	YER107C	snap_masked-flattened_line_16-processed-gene-4.70-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-4.70&CDS=1-1065
1358	OG0001358	YER109C	snap_masked-flattened_line_16-processed-gene-4.69-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-4.69&CDS=1-2307
1359	OG0001359	YER110C	snap_masked-flattened_line_16-processed-gene-4.71-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-4.71&CDS=1-3321
1360	OG0001360	YER112W	genemark-flattened_line_26-processed-gene-3.163-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-3.163&CDS=1-546
1361	OG0001361	YER113C	snap_masked-flattened_line_26-processed-gene-3.125-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-3.125&CDS=1-2052
1362	OG0001362	YER114C	snap_masked-flattened_line_10-processed-gene-5.150-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.150&CDS=1-2760
1363	OG0001363	YER116C	snap_masked-flattened_line_26-processed-gene-3.97-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-3.97&CDS=1-756
1364	OG0001364	YER118C	snap_masked-flattened_line_26-processed-gene-2.58-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.58&CDS=1-873
1365	OG0001365	YER122C	snap_masked-flattened_line_26-processed-gene-2.55-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.55&CDS=1-1335
1366	OG0001366	YER124C	snap_masked-flattened_line_44-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.105&CDS=1-1902
1367	OG0001367	YER125W	snap_masked-flattened_line_0-processed-gene-8.84-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.84&CDS=1-2292
1368	OG0001368	YER126C	genemark-flattened_line_28-processed-gene-2.104-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-2.104&CDS=1-783
1369	OG0001369	YER127W	snap_masked-flattened_line_28-processed-gene-2.54-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-2.54&CDS=1-1068
1370	OG0001370	YER128W	augustus_masked-flattened_line_22-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.37&CDS=1-747
1371	OG0001371	YER134C	maker-flattened_line_2-augustus-gene-9.137-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-9.137&CDS=1-549
1372	OG0001372	YER136W	augustus_masked-flattened_line_24-processed-gene-3.226-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-3.226&CDS=1-2838
1373	OG0001373	YER140W	snap_masked-flattened_line_32-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.36&CDS=1-2205
1374	OG0001374	YER141W	snap_masked-flattened_line_16-processed-gene-3.113-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.113&CDS=1-1491
1375	OG0001375	YER142C	snap_masked-flattened_line_0-processed-gene-9.86-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.86&CDS=1-966
1376	OG0001376	YER143W	snap_masked-flattened_line_0-processed-gene-9.87-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.87&CDS=1-1149
1377	OG0001377	YER145C	snap_masked-flattened_line_22-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.42&CDS=1-1185
1378	OG0001378	YER146W	snap_masked-flattened_line_2-processed-gene-7.19-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.19&CDS=1-273
1379	OG0001379	YER148W	snap_masked-flattened_line_4-processed-gene-7.7-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.7&CDS=1-738
1380	OG0001380	YER149C	augustus_masked-flattened_line_4-processed-gene-7.116-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.116&CDS=1-1581
1381	OG0001381	YER151C	snap_masked-flattened_line_22-processed-gene-2.109-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.109&CDS=1-2232
1382	OG0001382	YER152C	snap_masked-flattened_line_22-processed-gene-2.107-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.107&CDS=1-1299
1383	OG0001383	YER154W	snap_masked-flattened_line_10-processed-gene-4.22-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.22&CDS=1-1152
1384	OG0001384	YER155C	snap_masked-flattened_line_10-processed-gene-4.2-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.2&CDS=1-5931
1385	OG0001385	YER156C	snap_masked-flattened_line_10-processed-gene-4.0-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.0&CDS=1-1026
1386	OG0001386	YER157W	snap_masked-flattened_line_50-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.55&CDS=1-2526
1387	OG0001387	YER159C	snap_masked-flattened_line_12-processed-gene-4.119-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.119&CDS=1-285
1388	OG0001388	YER162C	snap_masked-flattened_line_0-processed-gene-6.23-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.23&CDS=1-3501
1389	OG0001389	YER163C	snap_masked-flattened_line_0-processed-gene-7.63-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.63&CDS=1-729
1390	OG0001390	YER164W	augustus_masked-flattened_line_4-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.113&CDS=1-4281
1391	OG0001391	YER165W	snap_masked-flattened_line_22-processed-gene-2.114-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.114&CDS=1-1857
1392	OG0001392	YER168C	genemark-flattened_line_26-processed-gene-3.146-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-3.146&CDS=1-1572
1393	OG0001393	YER169W	snap_masked-flattened_line_4-processed-gene-6.68-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.68&CDS=1-3480
1394	OG0001394	YER170W	maker-flattened_line_12-snap-gene-4.142-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-4.142&CDS=1-684
1395	OG0001395	YER171W	maker-flattened_line_12-augustus-gene-4.47-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-4.47&CDS=1-2334
1396	OG0001396	YER172C	snap_masked-flattened_line_12-processed-gene-4.128-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.128&CDS=1-6471
