	OrthologID	Nakazawaea_peltata	Saccharomyces_cerevisiae
1599	OG0001599	-processed-gene-8.53-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.53&CDS=1-1824	YOR175C
1600	OG0001600	-processed-gene-8.75-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.75&CDS=1-1101	YOL010W
1601	OG0001601	-processed-gene-8.54-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.54&CDS=1-1350	YMR005W
1602	OG0001602	-processed-gene-8.55-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.55&CDS=1-3489	YLR272C
1603	OG0001603	-processed-gene-8.103-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.103&CDS=1-2481	YOR353C
1604	OG0001604	-processed-gene-8.121-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.121&CDS=1-1140	YOR176W
1605	OG0001605	-processed-gene-8.104-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.104&CDS=1-1755	YOL009C
1606	OG0001606	-processed-gene-8.60-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.60&CDS=1-1434	YOR166C
1607	OG0001607	-processed-gene-8.78-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.78&CDS=1-2325	YOR165W
1608	OG0001608	-processed-gene-8.61-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.61&CDS=1-927	YOR164C
1609	OG0001609	-processed-gene-8.79-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.79&CDS=1-459	YOR163W
1610	OG0001610	-processed-gene-8.63-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.63&CDS=1-2406	YOR168W
1611	OG0001611	-processed-gene-8.65-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.65&CDS=1-354	YBL001C
1612	OG0001612	-processed-gene-8.66-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.66&CDS=1-1722	YLR276C
1613	OG0001613	-augustus-gene-8.139-mRNA-1_1&gene=maker-gi|1002316196|dbj|BCGQ01000005.1|-augustus-gene-8.139&CDS=1-804	YLR290C
1614	OG0001614	-processed-gene-8.68-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.68&CDS=1-750	YLR285W
1615	OG0001615	-processed-gene-8.82-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.82&CDS=1-1689	YLR286C
1616	OG0001616	-processed-gene-8.69-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.69&CDS=1-1491	YLL036C
1617	OG0001617	-processed-gene-8.70-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.70&CDS=1-921	YLL038C
1618	OG0001618	-snap-gene-8.145-mRNA-1_1&gene=maker-gi|1002316196|dbj|BCGQ01000005.1|-snap-gene-8.145&CDS=1-2862	YCR053W
1619	OG0001619	-processed-gene-8.85-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.85&CDS=1-1437	YCR054C
1620	OG0001620	-processed-gene-8.86-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.86&CDS=1-2742	YCR057C
1621	OG0001621	-processed-gene-8.133-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.133&CDS=1-1863	YCR061W
1622	OG0001622	-processed-gene-8.90-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.90&CDS=1-687	YNR018W
1623	OG0001623	-processed-gene-8.135-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.135&CDS=1-864	YOL054W
1624	OG0001624	-processed-gene-8.118-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.118&CDS=1-12426	YKR054C
1625	OG0001625	-processed-gene-9.1-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.1&CDS=1-1791	YMR258C
1626	OG0001626	-processed-gene-9.0-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.0&CDS=1-228	YMR256C
1627	OG0001627	-processed-gene-9.83-mRNA-1_1&gene=snap_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.83&CDS=1-5472	YHL030W
1628	OG0001628	-processed-gene-9.166-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.166&CDS=1-1944	YLR289W
1629	OG0001629	-processed-gene-9.168-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.168&CDS=1-2283	YOR322C
1630	OG0001630	-processed-gene-9.169-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.169&CDS=1-1479	YBR236C
1631	OG0001631	-processed-gene-9.208-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.208&CDS=1-1473	YPL262W
1632	OG0001632	-processed-gene-9.89-mRNA-1_1&gene=snap_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.89&CDS=1-1047	YMR283C
1633	OG0001633	-processed-gene-9.209-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.209&CDS=1-774	YMR281W
1634	OG0001634	-processed-gene-9.47-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.47&CDS=1-1395	YFL016C
1635	OG0001635	-processed-gene-9.173-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.173&CDS=1-993	YKL128C
1636	OG0001636	-processed-gene-9.130-mRNA-1_1&gene=snap_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.130&CDS=1-1881	YAL016W
1637	OG0001637	-processed-gene-9.175-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.175&CDS=1-606	YDL072C
1638	OG0001638	-processed-gene-9.212-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.212&CDS=1-1851	YLR401C
1639	OG0001639	-processed-gene-9.176-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.176&CDS=1-1029	YLR405W
1640	OG0001640	-processed-gene-9.177-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.177&CDS=1-2823	YDL076C
1641	OG0001641	-processed-gene-9.55-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.55&CDS=1-1161	YPR070W
1642	OG0001642	-processed-gene-9.178-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.178&CDS=1-840	YML110C
1643	OG0001643	-processed-gene-9.179-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.179&CDS=1-2721	YBR112C
1644	OG0001644	-processed-gene-9.57-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.57&CDS=1-1419	YLR403W
1645	OG0001645	-processed-gene-9.182-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.182&CDS=1-3687	YAL026C
1646	OG0001646	-processed-gene-9.220-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.220&CDS=1-399	YLR281C
1647	OG0001647	-processed-gene-9.184-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.184&CDS=1-858	YLR439W
1648	OG0001648	-processed-gene-9.186-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.186&CDS=1-1092	YML131W
1649	OG0001649	-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.25&CDS=1-1107	YPR106W
1650	OG0001650	-processed-gene-9.188-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.188&CDS=1-2820	YPR104C
1651	OG0001651	-processed-gene-9.223-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.223&CDS=1-849	YPR103W
1652	OG0001652	-processed-gene-9.226-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.226&CDS=1-4038	YAL024C
1653	OG0001653	-processed-gene-9.190-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.190&CDS=1-963	YGR080W
1654	OG0001654	-processed-gene-9.229-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.229&CDS=1-558	YGR081C
1655	OG0001655	-processed-gene-9.191-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.191&CDS=1-534	YGR082W
1656	OG0001656	-processed-gene-9.230-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.230&CDS=1-336	YOR327C
1657	OG0001657	-processed-gene-9.192-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.192&CDS=1-363	YAL044W-A
1658	OG0001658	-processed-gene-9.231-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.231&CDS=1-537	YAL044C
1659	OG0001659	-processed-gene-9.34-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.34&CDS=1-2925	YOR373W
1660	OG0001660	-processed-gene-9.197-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.197&CDS=1-513	YPR098C
1661	OG0001661	-processed-gene-9.198-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.198&CDS=1-420	YPR100W
1662	OG0001662	-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.73&CDS=1-1317	YOR323C
1663	OG0001663	-processed-gene-9.236-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.236&CDS=1-1641	YCL039W
1664	OG0001664	-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.77&CDS=1-216	YDR016C
1665	OG0001665	-processed-gene-0.38-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.38&CDS=1-681	YBR035C
1666	OG0001666	-processed-gene-0.39-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.39&CDS=1-600	YDR032C
1667	OG0001667	-processed-gene-0.40-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.40&CDS=1-297	YDR031W
1668	OG0001668	-processed-gene-0.62-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.62&CDS=1-537	YNL310C
1669	OG0001669	-processed-gene-0.63-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.63&CDS=1-594	YDR013W
1670	OG0001670	-processed-gene-0.64-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.64&CDS=1-2145	YKR024C
1671	OG0001671	-processed-gene-0.42-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.42&CDS=1-747	YKR025W
1672	OG0001672	-processed-gene-0.65-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.65&CDS=1-915	YKR026C
1673	OG0001673	-processed-gene-0.43-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.43&CDS=1-2595	YJL102W
1674	OG0001674	-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.29&CDS=1-1101	YCL016C
1675	OG0001675	-processed-gene-0.83-mRNA-1_1&gene=snap_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.83&CDS=1-4473	YCL014W
1676	OG0001676	-processed-gene-0.47-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.47&CDS=1-969	YNL315C
1677	OG0001677	-processed-gene-0.48-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.48&CDS=1-1140	YNL316C
1678	OG0001678	-processed-gene-0.67-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.67&CDS=1-369	YOL133W
1679	OG0001679	-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.13&CDS=1-771	YOL135C
1680	OG0001680	-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.14&CDS=1-822	YNL312W
1681	OG0001681	-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.31&CDS=1-4740	YLR247C
1682	OG0001682	-processed-gene-0.69-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.69&CDS=1-3144	YNL014W
1683	OG0001683	-processed-gene-0.70-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.70&CDS=1-963	YHL011C
1684	OG0001684	-processed-gene-0.50-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.50&CDS=1-462	YLR170C
1685	OG0001685	-processed-gene-0.71-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.71&CDS=1-738	YNL010W
1686	OG0001686	-processed-gene-0.51-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.51&CDS=1-645	YLR250W
1687	OG0001687	-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.35&CDS=1-1437	YNL011C
1688	OG0001688	-processed-gene-0.52-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.52&CDS=1-4197	YBR115C
1689	OG0001689	-processed-gene-0.54-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-0.54&CDS=1-1791	YIL046W
1690	OG0001690	-processed-gene-1.55-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.55&CDS=1-840	YCL010C
1691	OG0001691	-processed-gene-1.48-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.48&CDS=1-1116	YNL005C
1692	OG0001692	-processed-gene-1.98-mRNA-1_1&gene=snap_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.98&CDS=1-1629	YCL004W
1693	OG0001693	-processed-gene-1.50-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.50&CDS=1-579	YCL001W
1694	OG0001694	-processed-gene-1.51-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.51&CDS=1-1617	YJR003C
1695	OG0001695	-processed-gene-1.57-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.57&CDS=1-600	YKL001C
1696	OG0001696	-processed-gene-1.77-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.77&CDS=1-1203	YBR129C
1697	OG0001697	-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.26&CDS=1-1386	YKL089W
1698	OG0001698	-processed-gene-1.79-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.79&CDS=1-702	YKL009W
1699	OG0001699	-processed-gene-1.59-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.59&CDS=1-5274	YKL010C
1700	OG0001700	-processed-gene-1.80-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.80&CDS=1-2301	YLR069C
1701	OG0001701	-processed-gene-1.61-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.61&CDS=1-4017	YNL250W
1702	OG0001702	-processed-gene-1.62-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.62&CDS=1-2295	YNL247W
1703	OG0001703	-processed-gene-1.81-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.81&CDS=1-840	YGL161C
1704	OG0001704	-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.15&CDS=1-3354	YLR067C
1705	OG0001705	-processed-gene-1.84-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.84&CDS=1-555	YLR066W
1706	OG0001706	-processed-gene-1.65-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.65&CDS=1-861	YLR348C
1707	OG0001707	-processed-gene-1.86-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.86&CDS=1-3084	YNL243W
1708	OG0001708	-processed-gene-1.68-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.68&CDS=1-327	YNL244C
1709	OG0001709	-augustus-gene-1.46-mRNA-1_1&gene=maker-gi|1002316197|dbj|BCGQ01000004.1|-augustus-gene-1.46&CDS=1-3576	YPR091C
1710	OG0001710	-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.35&CDS=1-6180	YBR136W
1711	OG0001711	-processed-gene-1.88-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.88&CDS=1-306	YBR135W
1712	OG0001712	-processed-gene-1.91-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.91&CDS=1-984	YOR344C
1713	OG0001713	-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.40&CDS=1-984	YNL254C
1714	OG0001714	-processed-gene-1.94-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.94&CDS=1-1413	YGR255C
1715	OG0001715	-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.21&CDS=1-2415	YNL256W
1716	OG0001716	-processed-gene-1.76-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-1.76&CDS=1-1098	YDR058C
1717	OG0001717	-processed-gene-2.46-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.46&CDS=1-1818	YNL251C
1718	OG0001718	-processed-gene-2.42-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.42&CDS=1-894	YNL252C
1719	OG0001719	-processed-gene-2.44-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.44&CDS=1-1224	YAL042W
1720	OG0001720	-processed-gene-2.45-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.45&CDS=1-2382	YAL041W
1721	OG0001721	-processed-gene-2.47-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.47&CDS=1-2124	YOR356W
1722	OG0001722	-snap-gene-2.41-mRNA-1_1&gene=maker-gi|1002316197|dbj|BCGQ01000004.1|-snap-gene-2.41&CDS=1-1566	YOR355W
1723	OG0001723	-processed-gene-2.68-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.68&CDS=1-1383	YDR221W
1724	OG0001724	-processed-gene-2.88-mRNA-1_1&gene=snap_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.88&CDS=1-2571	YDR217C
1725	OG0001725	-processed-gene-2.50-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.50&CDS=1-1629	YML038C
1726	OG0001726	-processed-gene-2.71-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.71&CDS=1-531	YBR047W
1727	OG0001727	-processed-gene-2.73-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.73&CDS=1-3198	YHR098C
1728	OG0001728	-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.12&CDS=1-1050	YDR322W
1729	OG0001729	-processed-gene-2.96-mRNA-1_1&gene=snap_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.96&CDS=1-3501	YHR077C
1730	OG0001730	-processed-gene-2.57-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.57&CDS=1-2187	YDR264C
1731	OG0001731	-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.15&CDS=1-1695	YDR323C
1732	OG0001732	-processed-gene-2.59-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.59&CDS=1-1416	YHR076W
1733	OG0001733	-processed-gene-2.76-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.76&CDS=1-1173	YHR090C
1734	OG0001734	-processed-gene-2.118-mRNA-1_1&gene=snap_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.118&CDS=1-2424	YCL045C
1735	OG0001735	-processed-gene-2.81-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.81&CDS=1-2301	YDR258C
1736	OG0001736	-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.21&CDS=1-249	YDR525W-A
1737	OG0001737	-processed-gene-2.65-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-2.65&CDS=1-1356	YDR527W
1738	OG0001738	-snap-gene-3.159-mRNA-1_1&gene=maker-gi|1002316197|dbj|BCGQ01000004.1|-snap-gene-3.159&CDS=1-1479	YDR523C
1739	OG0001739	-snap-gene-3.160-mRNA-1_1&gene=maker-gi|1002316197|dbj|BCGQ01000004.1|-snap-gene-3.160&CDS=1-2862	YDR520C
1740	OG0001740	-processed-gene-3.108-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-3.108&CDS=1-447	YDR519W
1741	OG0001741	-processed-gene-3.109-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-3.109&CDS=1-807	YCL047C
1742	OG0001742	-processed-gene-3.131-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-3.131&CDS=1-900	YCL055W
1743	OG0001743	-processed-gene-3.114-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-3.114&CDS=1-381	YDR529C
1744	OG0001744	-processed-gene-3.115-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-3.115&CDS=1-531	YDR162C
1745	OG0001745	-processed-gene-3.136-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-3.136&CDS=1-1083	YDR161W
1746	OG0001746	-processed-gene-3.116-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-3.116&CDS=1-735	YDR152W
1747	OG0001747	-processed-gene-3.117-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-3.117&CDS=1-1290	YDR531W
1748	OG0001748	-processed-gene-3.119-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-3.119&CDS=1-789	YDR318W
1749	OG0001749	-processed-gene-3.120-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-3.120&CDS=1-1131	YML008C
1750	OG0001750	-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-3.32&CDS=1-2172	YCL057W
1751	OG0001751	-processed-gene-3.145-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-3.145&CDS=1-246	YCL057C-A
1752	OG0001752	-processed-gene-3.122-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-3.122&CDS=1-3540	YCL061C
1753	OG0001753	-processed-gene-3.123-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-3.123&CDS=1-1047	YCL059C
1754	OG0001754	-processed-gene-3.94-mRNA-1_1&gene=snap_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-3.94&CDS=1-1236	YNL279W
1755	OG0001755	-snap-gene-3.163-mRNA-1_1&gene=maker-gi|1002316197|dbj|BCGQ01000004.1|-snap-gene-3.163&CDS=1-1515	YLR186W
1756	OG0001756	-processed-gene-3.71-mRNA-1_1&gene=snap_masked-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-3.71&CDS=1-2160	YDR499W
1757	OG0001757	-processed-gene-3.152-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-3.152&CDS=1-2667	YNL278W
1758	OG0001758	-processed-gene-3.156-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-3.156&CDS=1-348	YDR510W
1759	OG0001759	-processed-gene-3.129-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-3.129&CDS=1-1068	YLR181C
1760	OG0001760	-processed-gene-4.78-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-4.78&CDS=1-2463	YNL272C
1761	OG0001761	-processed-gene-4.76-mRNA-1_1&gene=genemark-gi|1002316197|dbj|BCGQ01000004.1|-processed-gene-4.76&CDS=1-1266	YEL064C
