	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034897_Ogataea_glucozyma
1271	OG0001271	YEL064C	snap_masked-flattened_line_110-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.25&CDS=1-1446
1272	OG0001272	YEL065W	genemark-flattened_line_19-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.67&CDS=1-1803
1273	OG0001273	YEL072W	genemark-flattened_line_17-processed-gene-2.90-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.90&CDS=1-675
1274	OG0001274	YER002W	genemark-flattened_line_11-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.48&CDS=1-654
1275	OG0001275	YER003C	genemark-flattened_line_36-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.6&CDS=1-1293
1276	OG0001276	YER004W	maker-flattened_line_30-snap-gene-1.184-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-1.184&CDS=1-1995
1277	OG0001277	YER005W	genemark-flattened_line_3-processed-gene-5.150-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-5.150&CDS=1-2121
1278	OG0001278	YER006W	genemark-flattened_line_3-processed-gene-5.151-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-5.151&CDS=1-1512
1279	OG0001279	YER007C-A	genemark-flattened_line_3-processed-gene-5.149-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-5.149&CDS=1-540
1280	OG0001280	YER007W	genemark-flattened_line_1-processed-gene-6.27-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-6.27&CDS=1-1533
1281	OG0001281	YER009W	genemark-flattened_line_74-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.76&CDS=1-372
1282	OG0001282	YER010C	maker-flattened_line_5-augustus-gene-3.10-mRNA-1_1&gene=maker-flattened_line_5-augustus-gene-3.10&CDS=1-2013
1283	OG0001283	YER012W	genemark-flattened_line_40-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.97&CDS=1-579
1284	OG0001284	YER013W	genemark-flattened_line_52-processed-gene-0.151-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.151&CDS=1-2886
1285	OG0001285	YER014W	maker-flattened_line_3-snap-gene-2.78-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-2.78&CDS=1-4884
1286	OG0001286	YER016W	genemark-flattened_line_108-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.42&CDS=1-888
1287	OG0001287	YER017C	maker-flattened_line_108-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_108-snap-gene-0.0&CDS=1-2322
1288	OG0001288	YER019W	augustus_masked-flattened_line_46-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.183&CDS=1-4254
1289	OG0001289	YER020W	genemark-flattened_line_7-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.44&CDS=1-1203
1290	OG0001290	YER021W	genemark-flattened_line_11-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.44&CDS=1-1425
1291	OG0001291	YER023W	genemark-flattened_line_7-processed-gene-2.77-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-2.77&CDS=1-837
1292	OG0001292	YER024W	genemark-flattened_line_28-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.96&CDS=1-2193
1293	OG0001293	YER025W	maker-flattened_line_28-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-0.3&CDS=1-3981
1294	OG0001294	YER026C	genemark-flattened_line_46-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.54&CDS=1-828
1295	OG0001295	YER027C	genemark-flattened_line_15-processed-gene-2.251-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.251&CDS=1-1140
1296	OG0001296	YER030W	genemark-flattened_line_1-processed-gene-2.121-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.121&CDS=1-435
1297	OG0001297	YER036C	genemark-flattened_line_21-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.34&CDS=1-1824
1298	OG0001298	YER042W	genemark-flattened_line_30-processed-gene-1.14-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.14&CDS=1-543
1299	OG0001299	YER043C	genemark-flattened_line_7-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.75&CDS=1-1332
1300	OG0001300	YER044C	genemark-flattened_line_3-processed-gene-3.98-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-3.98&CDS=1-420
1301	OG0001301	YER046W	genemark-flattened_line_3-processed-gene-3.93-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-3.93&CDS=1-1179
1302	OG0001302	YER047C	snap_masked-flattened_line_76-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.100&CDS=1-2169
1303	OG0001303	YER048C	genemark-flattened_line_76-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.53&CDS=1-1377
1304	OG0001304	YER048W-A	snap_masked-flattened_line_24-processed-gene-1.133-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.133&CDS=1-252
1305	OG0001305	YER049W	genemark-flattened_line_24-processed-gene-1.57-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.57&CDS=1-1992
1306	OG0001306	YER050C	genemark-flattened_line_32-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.133&CDS=1-507
1307	OG0001307	YER051W	genemark-flattened_line_32-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.94&CDS=1-1620
1308	OG0001308	YER052C	augustus_masked-flattened_line_118-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.34&CDS=1-1608
1309	OG0001309	YER053C	genemark-flattened_line_50-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.101&CDS=1-861
1310	OG0001310	YER058W	genemark-flattened_line_17-processed-gene-2.147-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.147&CDS=1-282
1311	OG0001311	YER061C	genemark-flattened_line_7-processed-gene-3.15-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.15&CDS=1-1302
1312	OG0001312	YER065C	genemark-flattened_line_50-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.133&CDS=1-1653
1313	OG0001313	YER068W	genemark-flattened_line_13-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.81&CDS=1-1884
1314	OG0001314	YER069W	genemark-flattened_line_130-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.38&CDS=1-2598
1315	OG0001315	YER070W	genemark-flattened_line_3-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.6&CDS=1-3060
1316	OG0001316	YER072W	maker-flattened_line_42-snap-gene-1.119-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-1.119&CDS=1-2598
1317	OG0001317	YER074W-A	genemark-flattened_line_58-processed-gene-0.164-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.164&CDS=1-300
1318	OG0001318	YER075C	genemark-flattened_line_58-processed-gene-0.204-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.204&CDS=1-2700
1319	OG0001319	YER077C	genemark-flattened_line_5-processed-gene-4.85-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-4.85&CDS=1-1302
1320	OG0001320	YER078C	augustus_masked-flattened_line_5-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.0&CDS=1-1527
1321	OG0001321	YER080W	genemark-flattened_line_21-processed-gene-2.189-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-2.189&CDS=1-1887
1322	OG0001322	YER081W	genemark-flattened_line_5-processed-gene-1.57-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.57&CDS=1-1407
1323	OG0001323	YER082C	genemark-flattened_line_5-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-0.26&CDS=1-1584
1324	OG0001324	YER086W	genemark-flattened_line_102-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.41&CDS=1-1677
1325	OG0001325	YER087W	genemark-flattened_line_88-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.14&CDS=1-1707
1326	OG0001326	YER090W	genemark-flattened_line_68-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.47&CDS=1-2679
1327	OG0001327	YER091C	genemark-flattened_line_68-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.48&CDS=1-2295
1328	OG0001328	YER093C	genemark-flattened_line_94-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.81&CDS=1-3648
1329	OG0001329	YER094C	genemark-flattened_line_9-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.27&CDS=1-615
1330	OG0001330	YER095W	genemark-flattened_line_9-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.10&CDS=1-1125
1331	OG0001331	YER107C	genemark-flattened_line_156-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.5&CDS=1-1116
1332	OG0001332	YER109C	genemark-flattened_line_156-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.0&CDS=1-2526
1333	OG0001333	YER110C	genemark-flattened_line_17-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.32&CDS=1-3285
1334	OG0001334	YER112W	genemark-flattened_line_78-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.76&CDS=1-429
1335	OG0001335	YER113C	genemark-flattened_line_26-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.127&CDS=1-1959
1336	OG0001336	YER114C	genemark-flattened_line_92-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.25&CDS=1-2922
1337	OG0001337	YER116C	genemark-flattened_line_1-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-0.59&CDS=1-690
1338	OG0001338	YER118C	genemark-flattened_line_32-processed-gene-1.104-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.104&CDS=1-843
1339	OG0001339	YER120W	genemark-flattened_line_1-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-0.60&CDS=1-702
1340	OG0001340	YER123W	genemark-flattened_line_1-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.74&CDS=1-1434
1341	OG0001341	YER124C	genemark-flattened_line_1-processed-gene-1.53-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.53&CDS=1-1608
1342	OG0001342	YER125W	genemark-flattened_line_1-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.72&CDS=1-2364
1343	OG0001343	YER126C	genemark-flattened_line_44-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.120&CDS=1-783
1344	OG0001344	YER127W	genemark-flattened_line_44-processed-gene-0.169-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.169&CDS=1-1101
1345	OG0001345	YER134C	genemark-flattened_line_15-processed-gene-1.22-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.22&CDS=1-498
1346	OG0001346	YER136W	genemark-flattened_line_104-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.55&CDS=1-1347
1347	OG0001347	YER139C	genemark-flattened_line_1-processed-gene-3.65-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.65&CDS=1-675
1348	OG0001348	YER140W	genemark-flattened_line_1-processed-gene-3.87-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.87&CDS=1-1878
1349	OG0001349	YER141W	maker-flattened_line_38-snap-gene-0.38-mRNA-1_1&gene=maker-flattened_line_38-snap-gene-0.38&CDS=1-1794
1350	OG0001350	YER142C	genemark-flattened_line_1-processed-gene-3.55-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.55&CDS=1-1026
1351	OG0001351	YER143W	genemark-flattened_line_1-processed-gene-3.73-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.73&CDS=1-1224
1352	OG0001352	YER145C	genemark-flattened_line_44-processed-gene-0.172-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.172&CDS=1-1173
1353	OG0001353	YER146W	snap_masked-flattened_line_1-processed-gene-3.123-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.123&CDS=1-291
1354	OG0001354	YER148W	genemark-flattened_line_19-processed-gene-2.146-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.146&CDS=1-771
1355	OG0001355	YER149C	genemark-flattened_line_7-processed-gene-4.45-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.45&CDS=1-1464
1356	OG0001356	YER151C	snap_masked-flattened_line_5-processed-gene-1.111-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.111&CDS=1-2073
1357	OG0001357	YER154W	genemark-flattened_line_1-processed-gene-6.54-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-6.54&CDS=1-1161
1358	OG0001358	YER155C	snap_masked-flattened_line_40-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.38&CDS=1-5847
1359	OG0001359	YER156C	genemark-flattened_line_40-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.89&CDS=1-975
1360	OG0001360	YER157W	maker-flattened_line_40-augustus-gene-0.108-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.108&CDS=1-4419
1361	OG0001361	YER159C	genemark-flattened_line_3-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.38&CDS=1-390
1362	OG0001362	YER162C	genemark-flattened_line_34-processed-gene-1.143-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.143&CDS=1-3174
1363	OG0001363	YER163C	genemark-flattened_line_34-processed-gene-1.138-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.138&CDS=1-756
1364	OG0001364	YER164W	genemark-flattened_line_1-processed-gene-4.123-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-4.123&CDS=1-4245
1365	OG0001365	YER165W	genemark-flattened_line_1-processed-gene-4.122-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-4.122&CDS=1-1923
1366	OG0001366	YER166W	genemark-flattened_line_9-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.19&CDS=1-4932
1367	OG0001367	YER168C	genemark-flattened_line_54-processed-gene-0.188-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.188&CDS=1-1545
1368	OG0001368	YER170W	augustus_masked-flattened_line_46-processed-gene-0.225-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.225&CDS=1-681
1369	OG0001369	YER171W	maker-flattened_line_48-snap-gene-0.238-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.238&CDS=1-2343
1370	OG0001370	YER172C	genemark-flattened_line_48-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.67&CDS=1-6480
1371	OG0001371	YER175C	genemark-flattened_line_15-processed-gene-1.30-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.30&CDS=1-876
1372	OG0001372	YER177W	genemark-flattened_line_46-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.25&CDS=1-768
1373	OG0001373	YER178W	genemark-flattened_line_48-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.34&CDS=1-1188
1374	OG0001374	YER182W	snap_masked-flattened_line_48-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.122&CDS=1-885
1375	OG0001375	YER183C	genemark-flattened_line_48-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.19&CDS=1-753
1376	OG0001376	YFL002C	genemark-flattened_line_188-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_188-processed-gene-0.3&CDS=1-1182
1377	OG0001377	YFL005W	genemark-flattened_line_50-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.87&CDS=1-615
1378	OG0001378	YFL007W	genemark-flattened_line_17-processed-gene-2.103-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.103&CDS=1-6519
1379	OG0001379	YFL008W	genemark-flattened_line_15-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.67&CDS=1-3663
1380	OG0001380	YFL013C	maker-flattened_line_15-snap-gene-0.83-mRNA-1_1&gene=maker-flattened_line_15-snap-gene-0.83&CDS=1-2205
1381	OG0001381	YFL014W	genemark-flattened_line_3-processed-gene-5.141-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-5.141&CDS=1-198
1382	OG0001382	YFL016C	maker-flattened_line_64-snap-gene-0.113-mRNA-1_1&gene=maker-flattened_line_64-snap-gene-0.113&CDS=1-3987
1383	OG0001383	YFL017C	genemark-flattened_line_15-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.44&CDS=1-465
1384	OG0001384	YFL017W-A	snap_masked-flattened_line_15-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.5&CDS=1-258
1385	OG0001385	YFL018C	genemark-flattened_line_120-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.28&CDS=1-1467
1386	OG0001386	YFL021W	genemark-flattened_line_1-processed-gene-6.10-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-6.10&CDS=1-2202
1387	OG0001387	YFL022C	genemark-flattened_line_54-processed-gene-0.205-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.205&CDS=1-1485
1388	OG0001388	YFL023W	snap_masked-flattened_line_21-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.66&CDS=1-2298
1389	OG0001389	YFL025C	genemark-flattened_line_142-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_142-processed-gene-0.22&CDS=1-3258
1390	OG0001390	YFL026W	genemark-flattened_line_142-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_142-processed-gene-0.20&CDS=1-1206
1391	OG0001391	YFL027C	genemark-flattened_line_26-processed-gene-1.192-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.192&CDS=1-1794
1392	OG0001392	YFL028C	genemark-flattened_line_132-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.11&CDS=1-915
1393	OG0001393	YFL029C	genemark-flattened_line_26-processed-gene-1.144-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.144&CDS=1-1062
1394	OG0001394	YFL030W	augustus_masked-flattened_line_32-processed-gene-1.210-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.210&CDS=1-1233
1395	OG0001395	YFL033C	genemark-flattened_line_42-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.58&CDS=1-5025
1396	OG0001396	YFL034C-B	genemark-flattened_line_98-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.28&CDS=1-912
1397	OG0001397	YFL034W	maker-flattened_line_50-augustus-gene-0.147-mRNA-1_1&gene=maker-flattened_line_50-augustus-gene-0.147&CDS=1-3816
1398	OG0001398	YFL036W	genemark-flattened_line_98-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.41&CDS=1-4218
1399	OG0001399	YFL037W	snap_masked-flattened_line_46-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.83&CDS=1-1308
1400	OG0001400	YFL038C	genemark-flattened_line_36-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.7&CDS=1-609
1401	OG0001401	YFL039C	snap_masked-flattened_line_36-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.57&CDS=1-1110
1402	OG0001402	YFL042C	genemark-flattened_line_78-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.44&CDS=1-2613
1403	OG0001403	YFL045C	genemark-flattened_line_42-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.61&CDS=1-753
1404	OG0001404	YFL046W	genemark-flattened_line_42-processed-gene-1.86-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.86&CDS=1-708
1405	OG0001405	YFL047W	snap_masked-flattened_line_44-processed-gene-0.203-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.203&CDS=1-2145
1406	OG0001406	YFL053W	genemark-flattened_line_48-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.40&CDS=1-1836
1407	OG0001407	YFR001W	genemark-flattened_line_36-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.22&CDS=1-615
1408	OG0001408	YFR002W	genemark-flattened_line_13-processed-gene-2.29-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.29&CDS=1-2847
1409	OG0001409	YFR004W	genemark-flattened_line_64-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.94&CDS=1-933
1410	OG0001410	YFR005C	genemark-flattened_line_64-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.64&CDS=1-1428
1411	OG0001411	YFR006W	genemark-flattened_line_64-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.93&CDS=1-1431
1412	OG0001412	YFR007W	genemark-flattened_line_24-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.56&CDS=1-1008
1413	OG0001413	YFR009W	genemark-flattened_line_17-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-0.26&CDS=1-2250
1414	OG0001414	YFR010W	genemark-flattened_line_68-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.31&CDS=1-1455
1415	OG0001415	YFR011C	genemark-flattened_line_68-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.62&CDS=1-444
1416	OG0001416	YFR016C	maker-flattened_line_3-snap-gene-2.80-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-2.80&CDS=1-2031
1417	OG0001417	YFR019W	maker-flattened_line_52-snap-gene-0.61-mRNA-1_1&gene=maker-flattened_line_52-snap-gene-0.61&CDS=1-7578
1418	OG0001418	YFR021W	snap_masked-flattened_line_3-processed-gene-3.9-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.9&CDS=1-1677
1419	OG0001419	YFR024C-A	snap_masked-flattened_line_100-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.19&CDS=1-1236
1420	OG0001420	YFR025C	maker-flattened_line_3-augustus-gene-4.0-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-4.0&CDS=1-1875
1421	OG0001421	YFR027W	genemark-flattened_line_60-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.75&CDS=1-990
1422	OG0001422	YFR028C	genemark-flattened_line_56-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.71&CDS=1-1698
1423	OG0001423	YFR029W	genemark-flattened_line_100-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.34&CDS=1-2112
1424	OG0001424	YFR030W	genemark-flattened_line_34-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.92&CDS=1-3180
1425	OG0001425	YFR031C	genemark-flattened_line_13-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-0.20&CDS=1-3513
1426	OG0001426	YFR032C-A	snap_masked-flattened_line_13-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.119&CDS=1-186
1427	OG0001427	YFR033C	genemark-flattened_line_5-processed-gene-2.62-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.62&CDS=1-417
1428	OG0001428	YFR034C	genemark-flattened_line_1-processed-gene-5.51-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-5.51&CDS=1-2079
1429	OG0001429	YFR037C	genemark-flattened_line_5-processed-gene-2.67-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.67&CDS=1-1809
1430	OG0001430	YFR038W	genemark-flattened_line_5-processed-gene-2.89-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.89&CDS=1-2232
1431	OG0001431	YFR041C	genemark-flattened_line_36-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.28&CDS=1-1053
1432	OG0001432	YFR042W	genemark-flattened_line_36-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.47&CDS=1-717
1433	OG0001433	YFR044C	genemark-flattened_line_17-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.26&CDS=1-1449
1434	OG0001434	YFR045W	genemark-flattened_line_5-processed-gene-4.125-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-4.125&CDS=1-1044
1435	OG0001435	YFR047C	genemark-flattened_line_60-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.101&CDS=1-909
1436	OG0001436	YFR048W	genemark-flattened_line_13-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.65&CDS=1-2163
1437	OG0001437	YFR050C	genemark-flattened_line_1-processed-gene-5.89-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-5.89&CDS=1-825
1438	OG0001438	YFR051C	genemark-flattened_line_13-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.55&CDS=1-1602
1439	OG0001439	YFR052W	genemark-flattened_line_80-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.54&CDS=1-801
1440	OG0001440	YGL001C	genemark-flattened_line_5-processed-gene-4.109-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-4.109&CDS=1-1047
1441	OG0001441	YGL003C	genemark-flattened_line_7-processed-gene-3.6-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.6&CDS=1-1758
1442	OG0001442	YGL004C	genemark-flattened_line_28-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.113&CDS=1-1164
1443	OG0001443	YGL005C	genemark-flattened_line_28-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.133&CDS=1-906
1444	OG0001444	YGL006W	genemark-flattened_line_28-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.112&CDS=1-3645
1445	OG0001445	YGL008C	genemark-flattened_line_21-processed-gene-1.19-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.19&CDS=1-2691
