	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034904_Ogataea_nonfermentans
1157	OG0001157	YDL095W	snap_masked-flattened_line_3-processed-gene-11.113-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-11.113&CDS=1-2268
1158	OG0001158	YDL097C	snap_masked-flattened_line_11-processed-gene-2.74-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.74&CDS=1-1278
1159	OG0001159	YDL098C	snap_masked-flattened_line_7-processed-gene-1.94-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.94&CDS=1-582
1160	OG0001160	YDL100C	snap_masked-flattened_line_7-processed-gene-4.86-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.86&CDS=1-1026
1161	OG0001161	YDL101C	snap_masked-flattened_line_11-processed-gene-3.117-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.117&CDS=1-1485
1162	OG0001162	YDL102W	snap_masked-flattened_line_7-processed-gene-2.132-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.132&CDS=1-3306
1163	OG0001163	YDL103C	snap_masked-flattened_line_7-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.65&CDS=1-1440
1164	OG0001164	YDL104C	snap_masked-flattened_line_9-processed-gene-5.308-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-5.308&CDS=1-1116
1165	OG0001165	YDL105W	snap_masked-flattened_line_9-processed-gene-5.255-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-5.255&CDS=1-1071
1166	OG0001166	YDL106C	snap_masked-flattened_line_9-processed-gene-5.254-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-5.254&CDS=1-1398
1167	OG0001167	YDL107W	snap_masked-flattened_line_17-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.89&CDS=1-1047
1168	OG0001168	YDL108W	snap_masked-flattened_line_11-processed-gene-3.144-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.144&CDS=1-909
1169	OG0001169	YDL110C	snap_masked-flattened_line_11-processed-gene-2.101-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.101&CDS=1-432
1170	OG0001170	YDL111C	genemark-flattened_line_5-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-0.141&CDS=1-876
1171	OG0001171	YDL113C	snap_masked-flattened_line_1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-0.15&CDS=1-1509
1172	OG0001172	YDL114W	genemark-flattened_line_19-processed-gene-1.218-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.218&CDS=1-1044
1173	OG0001173	YDL115C	snap_masked-flattened_line_19-processed-gene-1.106-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.106&CDS=1-738
1174	OG0001174	YDL116W	snap_masked-flattened_line_11-processed-gene-2.102-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.102&CDS=1-2331
1175	OG0001175	YDL117W	snap_masked-flattened_line_11-processed-gene-3.145-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.145&CDS=1-2127
1176	OG0001176	YDL119C	snap_masked-flattened_line_13-processed-gene-3.289-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.289&CDS=1-891
1177	OG0001177	YDL120W	maker-flattened_line_9-snap-gene-2.188-mRNA-1_1&gene=maker-flattened_line_9-snap-gene-2.188&CDS=1-519
1178	OG0001178	YDL122W	snap_masked-flattened_line_17-processed-gene-2.118-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.118&CDS=1-1671
1179	OG0001179	YDL124W	snap_masked-flattened_line_3-processed-gene-4.88-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.88&CDS=1-915
1180	OG0001180	YDL126C	snap_masked-flattened_line_5-processed-gene-4.67-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.67&CDS=1-2913
1181	OG0001181	YDL130W	snap_masked-flattened_line_7-processed-gene-2.134-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.134&CDS=1-312
1182	OG0001182	YDL140C	snap_masked-flattened_line_5-processed-gene-2.87-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.87&CDS=1-5172
1183	OG0001183	YDL141W	augustus_masked-flattened_line_5-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-2.56&CDS=1-1929
1184	OG0001184	YDL142C	genemark-flattened_line_5-processed-gene-2.142-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.142&CDS=1-771
1185	OG0001185	YDL143W	snap_masked-flattened_line_5-processed-gene-2.110-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.110&CDS=1-1581
1186	OG0001186	YDL144C	snap_masked-flattened_line_11-processed-gene-1.80-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.80&CDS=1-1023
1187	OG0001187	YDL145C	snap_masked-flattened_line_3-processed-gene-10.85-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-10.85&CDS=1-3621
1188	OG0001188	YDL147W	snap_masked-flattened_line_3-processed-gene-10.64-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-10.64&CDS=1-1329
1189	OG0001189	YDL148C	snap_masked-flattened_line_1-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.29&CDS=1-2403
1190	OG0001190	YDL149W	snap_masked-flattened_line_1-processed-gene-2.5-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.5&CDS=1-2673
1191	OG0001191	YDL150W	snap_masked-flattened_line_5-processed-gene-2.90-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.90&CDS=1-1119
1192	OG0001192	YDL153C	snap_masked-flattened_line_5-processed-gene-2.111-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.111&CDS=1-1560
1193	OG0001193	YDL156W	snap_masked-flattened_line_5-processed-gene-4.90-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.90&CDS=1-1563
1194	OG0001194	YDL157C	augustus_masked-flattened_line_5-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.110&CDS=1-276
1195	OG0001195	YDL160C	snap_masked-flattened_line_3-processed-gene-5.141-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.141&CDS=1-1353
1196	OG0001196	YDL164C	genemark-flattened_line_3-processed-gene-4.1-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-4.1&CDS=1-2085
1197	OG0001197	YDL165W	snap_masked-flattened_line_11-processed-gene-2.84-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.84&CDS=1-684
1198	OG0001198	YDL166C	snap_masked-flattened_line_11-processed-gene-2.65-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.65&CDS=1-543
1199	OG0001199	YDL168W	snap_masked-flattened_line_5-processed-gene-3.12-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.12&CDS=1-1140
1200	OG0001200	YDL169C	snap_masked-flattened_line_11-processed-gene-2.86-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.86&CDS=1-561
1201	OG0001201	YDL170W	maker-flattened_line_11-snap-gene-2.54-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-2.54&CDS=1-1788
1202	OG0001202	YDL171C	snap_masked-flattened_line_9-processed-gene-1.61-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.61&CDS=1-6414
1203	OG0001203	YDL174C	maker-flattened_line_21-snap-gene-1.180-mRNA-1_1&gene=maker-flattened_line_21-snap-gene-1.180&CDS=1-1725
1204	OG0001204	YDL178W	snap_masked-flattened_line_1-processed-gene-7.178-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.178&CDS=1-1557
1205	OG0001205	YDL185W	augustus_masked-flattened_line_11-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-2.14&CDS=1-1848
1206	OG0001206	YDL195W	genemark-flattened_line_5-processed-gene-2.161-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.161&CDS=1-3762
1207	OG0001207	YDL198C	genemark-flattened_line_9-processed-gene-3.44-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.44&CDS=1-897
1208	OG0001208	YDL200C	snap_masked-flattened_line_23-processed-gene-0.186-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.186&CDS=1-399
1209	OG0001209	YDL201W	snap_masked-flattened_line_7-processed-gene-3.78-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-3.78&CDS=1-813
1210	OG0001210	YDL202W	snap_masked-flattened_line_7-processed-gene-3.77-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-3.77&CDS=1-729
1211	OG0001211	YDL205C	snap_masked-flattened_line_1-processed-gene-10.124-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-10.124&CDS=1-1239
1212	OG0001212	YDL210W	snap_masked-flattened_line_1-processed-gene-10.107-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-10.107&CDS=1-1611
1213	OG0001213	YDL212W	genemark-flattened_line_1-processed-gene-3.171-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.171&CDS=1-627
1214	OG0001214	YDL213C	snap_masked-flattened_line_1-processed-gene-5.126-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.126&CDS=1-612
1215	OG0001215	YDL215C	snap_masked-flattened_line_1-processed-gene-11.29-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-11.29&CDS=1-3093
1216	OG0001216	YDL217C	snap_masked-flattened_line_15-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.33&CDS=1-546
1217	OG0001217	YDL219W	maker-flattened_line_15-snap-gene-0.131-mRNA-1_1&gene=maker-flattened_line_15-snap-gene-0.131&CDS=1-1218
1218	OG0001218	YDL225W	maker-flattened_line_1-augustus-gene-7.4-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-7.4&CDS=1-3879
1219	OG0001219	YDL233W	genemark-flattened_line_11-processed-gene-4.68-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-4.68&CDS=1-1767
1220	OG0001220	YDL234C	snap_masked-flattened_line_1-processed-gene-1.52-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.52&CDS=1-2184
1221	OG0001221	YDL235C	snap_masked-flattened_line_5-processed-gene-1.132-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.132&CDS=1-474
1222	OG0001222	YDL236W	snap_masked-flattened_line_5-processed-gene-1.131-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.131&CDS=1-903
1223	OG0001223	YDL237W	snap_masked-flattened_line_3-processed-gene-3.143-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.143&CDS=1-900
1224	OG0001224	YDL240W	snap_masked-flattened_line_7-processed-gene-3.107-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-3.107&CDS=1-3261
1225	OG0001225	YDR002W	snap_masked-flattened_line_1-processed-gene-11.37-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-11.37&CDS=1-606
1226	OG0001226	YDR004W	genemark-flattened_line_5-processed-gene-2.124-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.124&CDS=1-1377
1227	OG0001227	YDR005C	maker-flattened_line_5-snap-gene-2.12-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-2.12&CDS=1-1068
1228	OG0001228	YDR006C	snap_masked-flattened_line_5-processed-gene-7.96-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-7.96&CDS=1-1851
1229	OG0001229	YDR007W	snap_masked-flattened_line_5-processed-gene-2.72-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.72&CDS=1-726
1230	OG0001230	YDR011W	snap_masked-flattened_line_5-processed-gene-3.37-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.37&CDS=1-4470
1231	OG0001231	YDR020C	maker-flattened_line_7-snap-gene-5.110-mRNA-1_1&gene=maker-flattened_line_7-snap-gene-5.110&CDS=1-738
1232	OG0001232	YDR021W	snap_masked-flattened_line_7-processed-gene-5.48-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-5.48&CDS=1-1188
1233	OG0001233	YDR023W	snap_masked-flattened_line_7-processed-gene-5.95-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-5.95&CDS=1-1392
1234	OG0001234	YDR028C	snap_masked-flattened_line_13-processed-gene-2.72-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.72&CDS=1-2373
1235	OG0001235	YDR030C	snap_masked-flattened_line_17-processed-gene-2.84-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.84&CDS=1-1332
1236	OG0001236	YDR032C	augustus_masked-flattened_line_9-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.138&CDS=1-597
1237	OG0001237	YDR034C	maker-flattened_line_5-snap-gene-0.4-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-0.4&CDS=1-3288
1238	OG0001238	YDR036C	snap_masked-flattened_line_1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-0.20&CDS=1-1557
1239	OG0001239	YDR037W	snap_masked-flattened_line_3-processed-gene-8.155-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-8.155&CDS=1-1758
1240	OG0001240	YDR041W	snap_masked-flattened_line_3-processed-gene-8.156-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-8.156&CDS=1-819
1241	OG0001241	YDR043C	snap_masked-flattened_line_7-processed-gene-1.111-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.111&CDS=1-546
1242	OG0001242	YDR044W	snap_masked-flattened_line_7-processed-gene-1.112-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.112&CDS=1-954
1243	OG0001243	YDR045C	snap_masked-flattened_line_3-processed-gene-9.19-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-9.19&CDS=1-216
1244	OG0001244	YDR050C	snap_masked-flattened_line_1-processed-gene-1.14-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.14&CDS=1-834
1245	OG0001245	YDR051C	maker-flattened_line_1-snap-gene-1.60-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-1.60&CDS=1-906
1246	OG0001246	YDR052C	snap_masked-flattened_line_3-processed-gene-4.92-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.92&CDS=1-1935
1247	OG0001247	YDR054C	snap_masked-flattened_line_3-processed-gene-4.70-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.70&CDS=1-669
1248	OG0001248	YDR058C	genemark-flattened_line_11-processed-gene-2.151-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.151&CDS=1-1005
1249	OG0001249	YDR060W	genemark-flattened_line_15-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.85&CDS=1-3078
1250	OG0001250	YDR061W	snap_masked-flattened_line_3-processed-gene-11.70-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-11.70&CDS=1-1533
1251	OG0001251	YDR062W	snap_masked-flattened_line_3-processed-gene-11.66-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-11.66&CDS=1-1692
1252	OG0001252	YDR064W	maker-flattened_line_3-snap-gene-11.1-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-11.1&CDS=1-837
1253	OG0001253	YDR067C	augustus_masked-flattened_line_3-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-10.21&CDS=1-615
1254	OG0001254	YDR071C	snap_masked-flattened_line_3-processed-gene-10.79-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-10.79&CDS=1-690
1255	OG0001255	YDR072C	snap_masked-flattened_line_3-processed-gene-10.106-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-10.106&CDS=1-1275
1256	OG0001256	YDR074W	augustus_masked-flattened_line_13-processed-gene-3.159-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.159&CDS=1-8376
1257	OG0001257	YDR079C-A	snap_masked-flattened_line_1-processed-gene-12.71-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-12.71&CDS=1-213
1258	OG0001258	YDR079W	maker-flattened_line_1-snap-gene-12.214-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-12.214&CDS=1-282
1259	OG0001259	YDR080W	augustus_masked-flattened_line_1-processed-gene-12.233-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-12.233&CDS=1-3960
1260	OG0001260	YDR084C	snap_masked-flattened_line_1-processed-gene-12.72-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-12.72&CDS=1-564
1261	OG0001261	YDR086C	genemark-flattened_line_7-processed-gene-2.27-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-2.27&CDS=1-1101
1262	OG0001262	YDR087C	snap_masked-flattened_line_7-processed-gene-2.91-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.91&CDS=1-768
1263	OG0001263	YDR088C	snap_masked-flattened_line_7-processed-gene-2.119-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.119&CDS=1-1059
1264	OG0001264	YDR089W	snap_masked-flattened_line_3-processed-gene-3.137-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.137&CDS=1-2742
1265	OG0001265	YDR090C	genemark-flattened_line_7-processed-gene-2.54-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-2.54&CDS=1-750
1266	OG0001266	YDR091C	snap_masked-flattened_line_15-processed-gene-2.130-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.130&CDS=1-1818
1267	OG0001267	YDR097C	genemark-flattened_line_7-processed-gene-5.295-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-5.295&CDS=1-5736
1268	OG0001268	YDR103W	augustus_masked-flattened_line_1-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.27&CDS=1-6987
1269	OG0001269	YDR104C	snap_masked-flattened_line_1-processed-gene-4.137-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.137&CDS=1-3636
1270	OG0001270	YDR105C	genemark-flattened_line_21-processed-gene-1.239-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.239&CDS=1-1479
1271	OG0001271	YDR106W	snap_masked-flattened_line_21-processed-gene-1.14-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.14&CDS=1-945
1272	OG0001272	YDR108W	maker-flattened_line_9-augustus-gene-4.201-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-4.201&CDS=1-4587
1273	OG0001273	YDR109C	snap_masked-flattened_line_21-processed-gene-1.47-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.47&CDS=1-2181
1274	OG0001274	YDR117C	snap_masked-flattened_line_21-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.31&CDS=1-1629
1275	OG0001275	YDR120C	snap_masked-flattened_line_7-processed-gene-4.100-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.100&CDS=1-1539
1276	OG0001276	YDR121W	snap_masked-flattened_line_3-processed-gene-10.75-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-10.75&CDS=1-678
1277	OG0001277	YDR126W	genemark-flattened_line_1-processed-gene-4.86-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-4.86&CDS=1-672
1278	OG0001278	YDR127W	maker-flattened_line_11-snap-gene-0.100-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-0.100&CDS=1-6750
1279	OG0001279	YDR135C	snap_masked-flattened_line_7-processed-gene-3.118-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-3.118&CDS=1-4587
1280	OG0001280	YDR139C	genemark-flattened_line_7-processed-gene-4.69-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.69&CDS=1-201
1281	OG0001281	YDR140W	genemark-flattened_line_7-processed-gene-4.43-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.43&CDS=1-651
1282	OG0001282	YDR141C	snap_masked-flattened_line_7-processed-gene-4.129-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.129&CDS=1-5418
1283	OG0001283	YDR142C	snap_masked-flattened_line_1-processed-gene-4.116-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.116&CDS=1-1089
1284	OG0001284	YDR143C	snap_masked-flattened_line_3-processed-gene-10.58-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-10.58&CDS=1-1623
1285	OG0001285	YDR145W	augustus_masked-flattened_line_7-processed-gene-2.191-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-2.191&CDS=1-4551
1286	OG0001286	YDR150W	snap_masked-flattened_line_1-processed-gene-9.67-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-9.67&CDS=1-5046
1287	OG0001287	YDR152W	snap_masked-flattened_line_9-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.48&CDS=1-621
1288	OG0001288	YDR153C	maker-flattened_line_9-snap-gene-0.104-mRNA-1_1&gene=maker-flattened_line_9-snap-gene-0.104&CDS=1-987
1289	OG0001289	YDR155C	maker-flattened_line_9-snap-gene-0.105-mRNA-1_1&gene=maker-flattened_line_9-snap-gene-0.105&CDS=1-483
1290	OG0001290	YDR158W	genemark-flattened_line_3-processed-gene-7.108-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.108&CDS=1-2349
1291	OG0001291	YDR160W	snap_masked-flattened_line_1-processed-gene-2.17-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.17&CDS=1-2391
1292	OG0001292	YDR161W	snap_masked-flattened_line_9-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.20&CDS=1-1122
1293	OG0001293	YDR162C	genemark-flattened_line_9-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.97&CDS=1-450
1294	OG0001294	YDR163W	snap_masked-flattened_line_9-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.21&CDS=1-612
1295	OG0001295	YDR165W	snap_masked-flattened_line_9-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.51&CDS=1-1218
1296	OG0001296	YDR167W	snap_masked-flattened_line_19-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.134&CDS=1-669
1297	OG0001297	YDR168W	snap_masked-flattened_line_1-processed-gene-2.9-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.9&CDS=1-1482
1298	OG0001298	YDR169C	snap_masked-flattened_line_25-processed-gene-0.187-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.187&CDS=1-1587
1299	OG0001299	YDR170C	genemark-flattened_line_25-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.118&CDS=1-6111
1300	OG0001300	YDR172W	genemark-flattened_line_21-processed-gene-1.226-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.226&CDS=1-1911
1301	OG0001301	YDR173C	snap_masked-flattened_line_13-processed-gene-1.41-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.41&CDS=1-990
1302	OG0001302	YDR175C	snap_masked-flattened_line_3-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.19&CDS=1-978
1303	OG0001303	YDR176W	snap_masked-flattened_line_3-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.20&CDS=1-2037
1304	OG0001304	YDR179W-A	snap_masked-flattened_line_3-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.44&CDS=1-1287
1305	OG0001305	YDR188W	maker-flattened_line_23-augustus-gene-0.94-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-0.94&CDS=1-2373
1306	OG0001306	YDR189W	snap_masked-flattened_line_9-processed-gene-5.311-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-5.311&CDS=1-1953
1307	OG0001307	YDR190C	snap_masked-flattened_line_9-processed-gene-5.259-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-5.259&CDS=1-1371
1308	OG0001308	YDR191W	snap_masked-flattened_line_7-processed-gene-3.95-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-3.95&CDS=1-1149
1309	OG0001309	YDR196C	snap_masked-flattened_line_7-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.73&CDS=1-726
1310	OG0001310	YDR198C	snap_masked-flattened_line_7-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.99&CDS=1-1275
1311	OG0001311	YDR204W	maker-flattened_line_3-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-0.2&CDS=1-1326
1312	OG0001312	YDR208W	snap_masked-flattened_line_1-processed-gene-6.144-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.144&CDS=1-1638
1313	OG0001313	YDR211W	snap_masked-flattened_line_1-processed-gene-7.156-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.156&CDS=1-2028
1314	OG0001314	YDR212W	snap_masked-flattened_line_1-processed-gene-7.158-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.158&CDS=1-1659
1315	OG0001315	YDR214W	snap_masked-flattened_line_5-processed-gene-5.54-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-5.54&CDS=1-999
1316	OG0001316	YDR216W	genemark-flattened_line_9-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.88&CDS=1-3528
1317	OG0001317	YDR217C	snap_masked-flattened_line_5-processed-gene-4.71-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.71&CDS=1-3123
1318	OG0001318	YDR221W	augustus_masked-flattened_line_5-processed-gene-4.150-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.150&CDS=1-2319
1319	OG0001319	YDR226W	genemark-flattened_line_5-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-0.125&CDS=1-744
1320	OG0001320	YDR229W	snap_masked-flattened_line_7-processed-gene-3.101-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-3.101&CDS=1-1230
1321	OG0001321	YDR231C	snap_masked-flattened_line_1-processed-gene-6.131-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.131&CDS=1-456
1322	OG0001322	YDR232W	snap_masked-flattened_line_3-processed-gene-6.40-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.40&CDS=1-1686
1323	OG0001323	YDR242W	snap_masked-flattened_line_31-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.45&CDS=1-1614
1324	OG0001324	YDR248C	snap_masked-flattened_line_11-processed-gene-1.68-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.68&CDS=1-531
