	OrthologID	Candida_apicola	Saccharomyces_cerevisiae
1403	OG0001403	augustus_masked-LBNK01000004.1-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-1.20&CDS=1-1143	YFL030W
1404	OG0001404	augustus_masked-LBNK01000004.1-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-1.24&CDS=1-1707	YLR314C
1405	OG0001405	augustus_masked-LBNK01000004.1-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-1.25&CDS=1-840	YLL023C
1406	OG0001406	augustus_masked-LBNK01000004.1-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-1.26&CDS=1-954	YGR048W
1407	OG0001407	augustus_masked-LBNK01000004.1-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-1.47&CDS=1-1035	YNL263C
1408	OG0001408	augustus_masked-LBNK01000004.1-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-1.27&CDS=1-870	YML110C
1409	OG0001409	augustus_masked-LBNK01000004.1-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-1.28&CDS=1-1470	YPL214C
1410	OG0001410	snap_masked-LBNK01000004.1-processed-gene-1.153-mRNA-1_1&gene=snap_masked-LBNK01000004.1-processed-gene-1.153&CDS=1-1323	YPL001W
1411	OG0001411	snap_masked-LBNK01000004.1-processed-gene-2.3-mRNA-1_1&gene=snap_masked-LBNK01000004.1-processed-gene-2.3&CDS=1-6627	YNL262W
1412	OG0001412	snap_masked-LBNK01000004.1-processed-gene-2.4-mRNA-1_1&gene=snap_masked-LBNK01000004.1-processed-gene-2.4&CDS=1-819	YOL031C
1413	OG0001413	augustus_masked-LBNK01000004.1-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.61&CDS=1-2724	YNL021W
1414	OG0001414	augustus_masked-LBNK01000004.1-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.62&CDS=1-1971	YDL025C
1415	OG0001415	augustus_masked-LBNK01000004.1-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.88&CDS=1-1497	YOL061W
1416	OG0001416	augustus_masked-LBNK01000004.1-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.65&CDS=1-432	YLL050C
1417	OG0001417	augustus_masked-LBNK01000004.1-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.67&CDS=1-1020	YFL034C-B
1418	OG0001418	augustus_masked-LBNK01000004.1-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.90&CDS=1-3849	YFL036W
1419	OG0001419	augustus_masked-LBNK01000004.1-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.69&CDS=1-1833	YNL251C
1420	OG0001420	augustus_masked-LBNK01000004.1-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.91&CDS=1-696	YNL252C
1421	OG0001421	augustus_masked-LBNK01000004.1-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.71&CDS=1-1377	YDL103C
1422	OG0001422	augustus_masked-LBNK01000004.1-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.72&CDS=1-717	YDR058C
1423	OG0001423	augustus_masked-LBNK01000004.1-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.94&CDS=1-510	YBL095W
1424	OG0001424	augustus_masked-LBNK01000004.1-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.74&CDS=1-2049	YMR063W
1425	OG0001425	augustus_masked-LBNK01000004.1-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.78&CDS=1-726	YLR022C
1426	OG0001426	augustus_masked-LBNK01000004.1-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.79&CDS=1-402	YIL004C
1427	OG0001427	augustus_masked-LBNK01000004.1-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.96&CDS=1-516	YKL069W
1428	OG0001428	augustus_masked-LBNK01000004.1-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.82&CDS=1-1368	YNL137C
1429	OG0001429	maker-LBNK01000004.1-augustus-gene-2.109-mRNA-1_1&gene=maker-LBNK01000004.1-augustus-gene-2.109&CDS=1-1551	YNL138W
1430	OG0001430	augustus_masked-LBNK01000004.1-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.98&CDS=1-1689	YFR037C
1431	OG0001431	augustus_masked-LBNK01000004.1-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.99&CDS=1-1770	YNL061W
1432	OG0001432	augustus_masked-LBNK01000004.1-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.83&CDS=1-1314	YNL062C
1433	OG0001433	genemark-LBNK01000004.1-processed-gene-2.157-mRNA-1_1&gene=genemark-LBNK01000004.1-processed-gene-2.157&CDS=1-858	YNL063W
1434	OG0001434	augustus_masked-LBNK01000004.1-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.106&CDS=1-891	YBR061C
1435	OG0001435	augustus_masked-LBNK01000004.1-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.108&CDS=1-921	YNL006W
1436	OG0001436	augustus_masked-LBNK01000004.1-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-2.87&CDS=1-1053	YNL007C
1437	OG0001437	augustus_masked-LBNK01000004.1-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.3&CDS=1-2394	YLR175W
1438	OG0001438	augustus_masked-LBNK01000004.1-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.0&CDS=1-207	YCL005W-A
1439	OG0001439	snap_masked-LBNK01000004.1-processed-gene-3.101-mRNA-1_1&gene=snap_masked-LBNK01000004.1-processed-gene-3.101&CDS=1-2136	YNL059C
1440	OG0001440	augustus_masked-LBNK01000004.1-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.34&CDS=1-1863	YKL025C
1441	OG0001441	maker-LBNK01000004.1-snap-gene-3.149-mRNA-1_1&gene=maker-LBNK01000004.1-snap-gene-3.149&CDS=1-1743	YDL113C
1442	OG0001442	augustus_masked-LBNK01000004.1-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.11&CDS=1-3585	YDL117W
1443	OG0001443	augustus_masked-LBNK01000004.1-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.12&CDS=1-921	YDL047W
1444	OG0001444	augustus_masked-LBNK01000004.1-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.36&CDS=1-627	YLR250W
1445	OG0001445	augustus_masked-LBNK01000004.1-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.37&CDS=1-1236	YOL058W
1446	OG0001446	augustus_masked-LBNK01000004.1-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.14&CDS=1-1305	YNL011C
1447	OG0001447	augustus_masked-LBNK01000004.1-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.15&CDS=1-2049	YIL101C
1448	OG0001448	augustus_masked-LBNK01000004.1-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.38&CDS=1-711	YDR041W
1449	OG0001449	augustus_masked-LBNK01000004.1-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.19&CDS=1-2580	YPR097W
1450	OG0001450	augustus_masked-LBNK01000004.1-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.21&CDS=1-1476	YFL018C
1451	OG0001451	augustus_masked-LBNK01000004.1-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.22&CDS=1-966	YDR245W
1452	OG0001452	augustus_masked-LBNK01000004.1-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.25&CDS=1-768	YFL045C
1453	OG0001453	genemark-LBNK01000004.1-processed-gene-3.93-mRNA-1_1&gene=genemark-LBNK01000004.1-processed-gene-3.93&CDS=1-657	YFL046W
1454	OG0001454	snap_masked-LBNK01000004.1-processed-gene-3.126-mRNA-1_1&gene=snap_masked-LBNK01000004.1-processed-gene-3.126&CDS=1-1230	YLR077W
1455	OG0001455	augustus_masked-LBNK01000004.1-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.27&CDS=1-708	YLR078C
1456	OG0001456	augustus_masked-LBNK01000004.1-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.28&CDS=1-1134	YGR279C
1457	OG0001457	augustus_masked-LBNK01000004.1-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.46&CDS=1-777	YIL034C
1458	OG0001458	augustus_masked-LBNK01000004.1-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.32&CDS=1-801	YNR018W
1459	OG0001459	augustus_masked-LBNK01000004.1-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-3.47&CDS=1-3846	YPL006W
1460	OG0001460	augustus_masked-LBNK01000004.1-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.48&CDS=1-1242	YER046W
1461	OG0001461	snap_masked-LBNK01000004.1-processed-gene-4.100-mRNA-1_1&gene=snap_masked-LBNK01000004.1-processed-gene-4.100&CDS=1-183	YHR143W-A
1462	OG0001462	augustus_masked-LBNK01000004.1-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.49&CDS=1-2697	YDR217C
1463	OG0001463	augustus_masked-LBNK01000004.1-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.53&CDS=1-1554	YBR182C
1464	OG0001464	maker-LBNK01000004.1-augustus-gene-4.46-mRNA-1_1&gene=maker-LBNK01000004.1-augustus-gene-4.46&CDS=1-5331	YJL111W
1465	OG0001465	augustus_masked-LBNK01000004.1-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.79&CDS=1-1062	YBR213W
1466	OG0001466	augustus_masked-LBNK01000004.1-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.60&CDS=1-1194	YNL035C
1467	OG0001467	augustus_masked-LBNK01000004.1-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.80&CDS=1-1077	YBR060C
1468	OG0001468	augustus_masked-LBNK01000004.1-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.61&CDS=1-303	YDR045C
1469	OG0001469	augustus_masked-LBNK01000004.1-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.81&CDS=1-1494	YER090W
1470	OG0001470	snap_masked-LBNK01000004.1-processed-gene-4.128-mRNA-1_1&gene=snap_masked-LBNK01000004.1-processed-gene-4.128&CDS=1-1101	YLR063W
1471	OG0001471	snap_masked-LBNK01000004.1-processed-gene-4.129-mRNA-1_1&gene=snap_masked-LBNK01000004.1-processed-gene-4.129&CDS=1-3321	YMR129W
1472	OG0001472	augustus_masked-LBNK01000004.1-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.63&CDS=1-1638	YLR034C
1473	OG0001473	snap_masked-LBNK01000004.1-processed-gene-4.130-mRNA-1_1&gene=snap_masked-LBNK01000004.1-processed-gene-4.130&CDS=1-1827	YLR033W
1474	OG0001474	augustus_masked-LBNK01000004.1-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.85&CDS=1-1206	YER178W
1475	OG0001475	augustus_masked-LBNK01000004.1-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.64&CDS=1-303	YMR059W
1476	OG0001476	augustus_masked-LBNK01000004.1-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.86&CDS=1-813	YMR060C
1477	OG0001477	augustus_masked-LBNK01000004.1-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.65&CDS=1-1665	YMR061W
1478	OG0001478	augustus_masked-LBNK01000004.1-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.87&CDS=1-1035	YMR127C
1479	OG0001479	augustus_masked-LBNK01000004.1-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.66&CDS=1-3633	YMR128W
1480	OG0001480	augustus_masked-LBNK01000004.1-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.88&CDS=1-1245	YLR005W
1481	OG0001481	augustus_masked-LBNK01000004.1-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.67&CDS=1-609	YAL003W
1482	OG0001482	augustus_masked-LBNK01000004.1-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.68&CDS=1-1260	YOL041C
1483	OG0001483	augustus_masked-LBNK01000004.1-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.71&CDS=1-864	YDR400W
1484	OG0001484	augustus_masked-LBNK01000004.1-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.92&CDS=1-3213	YOL051W
1485	OG0001485	augustus_masked-LBNK01000004.1-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.72&CDS=1-1494	YJL025W
1486	OG0001486	augustus_masked-LBNK01000004.1-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.93&CDS=1-894	YOR074C
1487	OG0001487	augustus_masked-LBNK01000004.1-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.73&CDS=1-1095	YML060W
1488	OG0001488	augustus_masked-LBNK01000004.1-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.74&CDS=1-906	YCL009C
1489	OG0001489	augustus_masked-LBNK01000004.1-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.75&CDS=1-864	YLR172C
1490	OG0001490	augustus_masked-LBNK01000004.1-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-4.76&CDS=1-780	YLR393W
1491	OG0001491	augustus_masked-LBNK01000004.1-processed-gene-5.56-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.56&CDS=1-1056	YOR224C
1492	OG0001492	augustus_masked-LBNK01000004.1-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.60&CDS=1-954	YGR046W
1493	OG0001493	augustus_masked-LBNK01000004.1-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.57&CDS=1-777	YIL003W
1494	OG0001494	genemark-LBNK01000004.1-processed-gene-5.119-mRNA-1_1&gene=genemark-LBNK01000004.1-processed-gene-5.119&CDS=1-3984	YML059C
1495	OG0001495	augustus_masked-LBNK01000004.1-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.64&CDS=1-1314	YDL020C
1496	OG0001496	augustus_masked-LBNK01000004.1-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.86&CDS=1-990	YDR296W
1497	OG0001497	augustus_masked-LBNK01000004.1-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.87&CDS=1-435	YDR511W
1498	OG0001498	augustus_masked-LBNK01000004.1-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.88&CDS=1-1575	YCL038C
1499	OG0001499	augustus_masked-LBNK01000004.1-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.66&CDS=1-2295	YMR287C
1500	OG0001500	augustus_masked-LBNK01000004.1-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.67&CDS=1-546	YJR074W
1501	OG0001501	augustus_masked-LBNK01000004.1-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.68&CDS=1-1143	YJR075W
1502	OG0001502	genemark-LBNK01000004.1-processed-gene-5.149-mRNA-1_1&gene=genemark-LBNK01000004.1-processed-gene-5.149&CDS=1-2259	YPL147W
1503	OG0001503	augustus_masked-LBNK01000004.1-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.90&CDS=1-1233	YGL112C
1504	OG0001504	augustus_masked-LBNK01000004.1-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.91&CDS=1-513	YKL190W
1505	OG0001505	maker-LBNK01000004.1-augustus-gene-5.172-mRNA-1_1&gene=maker-LBNK01000004.1-augustus-gene-5.172&CDS=1-1656	YPR108W
1506	OG0001506	augustus_masked-LBNK01000004.1-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.94&CDS=1-855	YIL019W
1507	OG0001507	augustus_masked-LBNK01000004.1-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.74&CDS=1-777	YIL020C
1508	OG0001508	augustus_masked-LBNK01000004.1-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.95&CDS=1-813	YIL021W
1509	OG0001509	augustus_masked-LBNK01000004.1-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.76&CDS=1-654	YNL148C
1510	OG0001510	augustus_masked-LBNK01000004.1-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.97&CDS=1-1113	YLR056W
1511	OG0001511	snap_masked-LBNK01000004.1-processed-gene-5.22-mRNA-1_1&gene=snap_masked-LBNK01000004.1-processed-gene-5.22&CDS=1-3516	YDR027C
1512	OG0001512	augustus_masked-LBNK01000004.1-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.99&CDS=1-1986	YLL008W
1513	OG0001513	augustus_masked-LBNK01000004.1-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.78&CDS=1-1272	YNL280C
1514	OG0001514	augustus_masked-LBNK01000004.1-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.100&CDS=1-243	YGR105W
1515	OG0001515	augustus_masked-LBNK01000004.1-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.79&CDS=1-1293	YGR178C
1516	OG0001516	augustus_masked-LBNK01000004.1-processed-gene-5.101-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.101&CDS=1-1575	YMR221C
1517	OG0001517	augustus_masked-LBNK01000004.1-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.102&CDS=1-2832	YOR005C
1518	OG0001518	augustus_masked-LBNK01000004.1-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.103&CDS=1-867	YBR151W
1519	OG0001519	augustus_masked-LBNK01000004.1-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.81&CDS=1-1041	YLR019W
1520	OG0001520	augustus_masked-LBNK01000004.1-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.104&CDS=1-1389	YLL011W
1521	OG0001521	augustus_masked-LBNK01000004.1-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.105&CDS=1-750	YPL162C
1522	OG0001522	augustus_masked-LBNK01000004.1-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.82&CDS=1-1965	YPR175W
1523	OG0001523	augustus_masked-LBNK01000004.1-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.106&CDS=1-1014	YPR176C
1524	OG0001524	augustus_masked-LBNK01000004.1-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.107&CDS=1-1779	YDR294C
1525	OG0001525	augustus_masked-LBNK01000004.1-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.108&CDS=1-996	YPR180W
1526	OG0001526	augustus_masked-LBNK01000004.1-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.83&CDS=1-1887	YPR179C
1527	OG0001527	augustus_masked-LBNK01000004.1-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.109&CDS=1-1284	YPR178W
1528	OG0001528	augustus_masked-LBNK01000004.1-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.110&CDS=1-2292	YPR181C
1529	OG0001529	augustus_masked-LBNK01000004.1-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-5.84&CDS=1-1164	YLR459W
1530	OG0001530	augustus_masked-LBNK01000004.1-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-6.2&CDS=1-2187	YLR397C
1531	OG0001531	genemark-LBNK01000004.1-processed-gene-6.54-mRNA-1_1&gene=genemark-LBNK01000004.1-processed-gene-6.54&CDS=1-546	YPL076W
1532	OG0001532	augustus_masked-LBNK01000004.1-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-6.4&CDS=1-1110	YIL094C
1533	OG0001533	genemark-LBNK01000004.1-processed-gene-6.57-mRNA-1_1&gene=genemark-LBNK01000004.1-processed-gene-6.57&CDS=1-1275	YNL022C
1534	OG0001534	augustus_masked-LBNK01000004.1-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-6.9&CDS=1-1401	YLR163C
1535	OG0001535	augustus_masked-LBNK01000004.1-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-6.33&CDS=1-2187	YDR176W
1536	OG0001536	augustus_masked-LBNK01000004.1-processed-gene-6.12-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-6.12&CDS=1-1485	YFL016C
1537	OG0001537	augustus_masked-LBNK01000004.1-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-6.35&CDS=1-546	YHR100C
1538	OG0001538	genemark-LBNK01000004.1-processed-gene-6.65-mRNA-1_1&gene=genemark-LBNK01000004.1-processed-gene-6.65&CDS=1-1722	YDR266C
1539	OG0001539	genemark-LBNK01000004.1-processed-gene-6.91-mRNA-1_1&gene=genemark-LBNK01000004.1-processed-gene-6.91&CDS=1-909	YDR265W
1540	OG0001540	snap_masked-LBNK01000004.1-processed-gene-6.125-mRNA-1_1&gene=snap_masked-LBNK01000004.1-processed-gene-6.125&CDS=1-3576	YOR296W
1541	OG0001541	genemark-LBNK01000004.1-processed-gene-6.93-mRNA-1_1&gene=genemark-LBNK01000004.1-processed-gene-6.93&CDS=1-1662	YDR419W
1542	OG0001542	augustus_masked-LBNK01000004.1-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-6.16&CDS=1-1110	YHR107C
1543	OG0001543	augustus_masked-LBNK01000004.1-processed-gene-6.40-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-6.40&CDS=1-822	YNR003C
1544	OG0001544	augustus_masked-LBNK01000004.1-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-6.41&CDS=1-966	YDR353W
1545	OG0001545	augustus_masked-LBNK01000004.1-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-6.19&CDS=1-738	YGL019W
1546	OG0001546	augustus_masked-LBNK01000004.1-processed-gene-6.43-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-6.43&CDS=1-576	YGL018C
1547	OG0001547	augustus_masked-LBNK01000004.1-processed-gene-6.44-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-6.44&CDS=1-819	YKR071C
1548	OG0001548	augustus_masked-LBNK01000004.1-processed-gene-6.22-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-6.22&CDS=1-1140	YKL004W
1549	OG0001549	genemark-LBNK01000004.1-processed-gene-6.75-mRNA-1_1&gene=genemark-LBNK01000004.1-processed-gene-6.75&CDS=1-1506	YCR008W
1550	OG0001550	augustus_masked-LBNK01000004.1-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-6.46&CDS=1-2091	YMR108W
1551	OG0001551	augustus_masked-LBNK01000004.1-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-6.27&CDS=1-672	YJL218W
1552	OG0001552	snap_masked-LBNK01000004.1-processed-gene-6.139-mRNA-1_1&gene=snap_masked-LBNK01000004.1-processed-gene-6.139&CDS=1-189	YML009C
1553	OG0001553	augustus_masked-LBNK01000004.1-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-7.61&CDS=1-2961	YML010W
1554	OG0001554	augustus_masked-LBNK01000004.1-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-7.60&CDS=1-981	YDR414C
1555	OG0001555	augustus_masked-LBNK01000004.1-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-7.62&CDS=1-681	YDR412W
1556	OG0001556	genemark-LBNK01000004.1-processed-gene-7.8-mRNA-1_1&gene=genemark-LBNK01000004.1-processed-gene-7.8&CDS=1-2760	YHR079C
1557	OG0001557	augustus_masked-LBNK01000004.1-processed-gene-7.64-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-7.64&CDS=1-507	YDL183C
1558	OG0001558	augustus_masked-LBNK01000004.1-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-7.66&CDS=1-1173	YDR330W
1559	OG0001559	augustus_masked-LBNK01000004.1-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-LBNK01000004.1-processed-gene-7.67&CDS=1-681	YPL003W
