	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034624_Pichia_nakasei
1371	OG0001371	YGR175C	maker-NODE_2_length_862332_cov_74.7162_ID_3-augustus-gene-7.1-mRNA-1_1&gene=maker-NODE_2_length_862332_cov_74.7162_ID_3-augustus-gene-7.1&CDS=1-4353
1372	OG0001372	YGR178C	augustus_masked-NODE_14_length_287120_cov_78.7859_ID_27-processed-gene-1.203-mRNA-1_1&gene=augustus_masked-NODE_14_length_287120_cov_78.7859_ID_27-processed-gene-1.203&CDS=1-2607
1373	OG0001373	YGR181W	genemark-NODE_39_length_42166_cov_76.3244_ID_77-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_39_length_42166_cov_76.3244_ID_77-processed-gene-0.16&CDS=1-309
1374	OG0001374	YGR185C	maker-NODE_18_length_230671_cov_83.492_ID_35-augustus-gene-1.122-mRNA-1_1&gene=maker-NODE_18_length_230671_cov_83.492_ID_35-augustus-gene-1.122&CDS=1-4224
1375	OG0001375	YGR186W	genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-0.84&CDS=1-1743
1376	OG0001376	YGR187C	genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-0.85&CDS=1-1167
1377	OG0001377	YGR188C	snap_masked-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-0.32&CDS=1-2808
1378	OG0001378	YGR193C	genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-1.96-mRNA-1_1&gene=genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-1.96&CDS=1-1158
1379	OG0001379	YGR194C	genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.121-mRNA-1_1&gene=genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.121&CDS=1-1824
1380	OG0001380	YGR195W	augustus_masked-NODE_7_length_372050_cov_100.367_ID_13-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_7_length_372050_cov_100.367_ID_13-processed-gene-1.112&CDS=1-588
1381	OG0001381	YGR200C	augustus_masked-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-0.9&CDS=1-4458
1382	OG0001382	YGR202C	augustus_masked-NODE_39_length_42166_cov_76.3244_ID_77-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_39_length_42166_cov_76.3244_ID_77-processed-gene-0.43&CDS=1-1245
1383	OG0001383	YGR203W	snap_masked-NODE_39_length_42166_cov_76.3244_ID_77-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_39_length_42166_cov_76.3244_ID_77-processed-gene-0.26&CDS=1-480
1384	OG0001384	YGR205W	genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-0.75&CDS=1-909
1385	OG0001385	YGR207C	genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-0.74&CDS=1-768
1386	OG0001386	YGR210C	genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-1.3&CDS=1-1248
1387	OG0001387	YGR211W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-6.24-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-6.24&CDS=1-1566
1388	OG0001388	YGR215W	genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-3.30-mRNA-1_1&gene=genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-3.30&CDS=1-357
1389	OG0001389	YGR216C	genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-3.55-mRNA-1_1&gene=genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-3.55&CDS=1-2007
1390	OG0001390	YGR217W	augustus_masked-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-6.124&CDS=1-5730
1391	OG0001391	YGR218W	augustus_masked-NODE_12_length_322370_cov_82.8878_ID_23-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NODE_12_length_322370_cov_82.8878_ID_23-processed-gene-2.42&CDS=1-3159
1392	OG0001392	YGR220C	genemark-NODE_47_length_13733_cov_161.732_ID_93-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_47_length_13733_cov_161.732_ID_93-processed-gene-0.21&CDS=1-831
1393	OG0001393	YGR223C	augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-6.150&CDS=1-1293
1394	OG0001394	YGR225W	genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-3.32-mRNA-1_1&gene=genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-3.32&CDS=1-1644
1395	OG0001395	YGR231C	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-6.41-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-6.41&CDS=1-942
1396	OG0001396	YGR233C	snap_masked-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-2.46-mRNA-1_1&gene=snap_masked-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-2.46&CDS=1-3576
1397	OG0001397	YGR234W	genemark-NODE_22_length_148976_cov_93.6588_ID_43-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_22_length_148976_cov_93.6588_ID_43-processed-gene-0.20&CDS=1-1173
1398	OG0001398	YGR235C	snap_masked-NODE_28_length_82678_cov_90.3501_ID_55-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_28_length_82678_cov_90.3501_ID_55-processed-gene-0.60&CDS=1-654
1399	OG0001399	YGR245C	augustus_masked-NODE_16_length_247219_cov_103.792_ID_31-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_16_length_247219_cov_103.792_ID_31-processed-gene-0.110&CDS=1-2283
1400	OG0001400	YGR246C	augustus_masked-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-1.71&CDS=1-3378
1401	OG0001401	YGR252W	genemark-NODE_24_length_138418_cov_86.6795_ID_47-processed-gene-0.167-mRNA-1_1&gene=genemark-NODE_24_length_138418_cov_86.6795_ID_47-processed-gene-0.167&CDS=1-1362
1402	OG0001402	YGR253C	genemark-NODE_24_length_138418_cov_86.6795_ID_47-processed-gene-0.141-mRNA-1_1&gene=genemark-NODE_24_length_138418_cov_86.6795_ID_47-processed-gene-0.141&CDS=1-792
1403	OG0001403	YGR257C	genemark-NODE_28_length_82678_cov_90.3501_ID_55-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_28_length_82678_cov_90.3501_ID_55-processed-gene-0.38&CDS=1-1188
1404	OG0001404	YGR258C	genemark-NODE_39_length_42166_cov_76.3244_ID_77-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_39_length_42166_cov_76.3244_ID_77-processed-gene-0.18&CDS=1-3471
1405	OG0001405	YGR261C	snap_masked-NODE_39_length_42166_cov_76.3244_ID_77-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_39_length_42166_cov_76.3244_ID_77-processed-gene-0.34&CDS=1-2421
1406	OG0001406	YGR264C	genemark-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-2.199-mRNA-1_1&gene=genemark-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-2.199&CDS=1-2307
1407	OG0001407	YGR266W	genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-1.88-mRNA-1_1&gene=genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-1.88&CDS=1-1815
1408	OG0001408	YGR267C	augustus_masked-NODE_24_length_138418_cov_86.6795_ID_47-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_24_length_138418_cov_86.6795_ID_47-processed-gene-0.1&CDS=1-1308
1409	OG0001409	YGR268C	augustus_masked-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-1.53&CDS=1-675
1410	OG0001410	YGR270W	genemark-NODE_23_length_140466_cov_85.2079_ID_45-processed-gene-0.160-mRNA-1_1&gene=genemark-NODE_23_length_140466_cov_85.2079_ID_45-processed-gene-0.160&CDS=1-4038
1411	OG0001411	YGR271C-A	genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-2.115-mRNA-1_1&gene=genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-2.115&CDS=1-741
1412	OG0001412	YGR274C	genemark-NODE_14_length_287120_cov_78.7859_ID_27-processed-gene-1.92-mRNA-1_1&gene=genemark-NODE_14_length_287120_cov_78.7859_ID_27-processed-gene-1.92&CDS=1-3249
1413	OG0001413	YGR276C	genemark-NODE_28_length_82678_cov_90.3501_ID_55-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_28_length_82678_cov_90.3501_ID_55-processed-gene-0.31&CDS=1-2682
1414	OG0001414	YGR277C	genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-3.115-mRNA-1_1&gene=genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-3.115&CDS=1-918
1415	OG0001415	YGR278W	genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-3.132-mRNA-1_1&gene=genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-3.132&CDS=1-2250
1416	OG0001416	YGR280C	genemark-NODE_17_length_242779_cov_85.8604_ID_33-processed-gene-1.65-mRNA-1_1&gene=genemark-NODE_17_length_242779_cov_85.8604_ID_33-processed-gene-1.65&CDS=1-861
1417	OG0001417	YGR282C	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-10.89-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-10.89&CDS=1-927
1418	OG0001418	YGR284C	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-10.91-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-10.91&CDS=1-939
1419	OG0001419	YGR285C	genemark-NODE_16_length_247219_cov_103.792_ID_31-processed-gene-1.135-mRNA-1_1&gene=genemark-NODE_16_length_247219_cov_103.792_ID_31-processed-gene-1.135&CDS=1-1245
1420	OG0001420	YGR286C	genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-5.78-mRNA-1_1&gene=genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-5.78&CDS=1-1131
1421	OG0001421	YHL002W	maker-NODE_18_length_230671_cov_83.492_ID_35-augustus-gene-1.129-mRNA-1_1&gene=maker-NODE_18_length_230671_cov_83.492_ID_35-augustus-gene-1.129&CDS=1-1260
1422	OG0001422	YHL004W	snap_masked-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.197-mRNA-1_1&gene=snap_masked-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.197&CDS=1-1149
1423	OG0001423	YHL008C	maker-NODE_6_length_409953_cov_99.5299_ID_11-snap-gene-0.77-mRNA-1_1&gene=maker-NODE_6_length_409953_cov_99.5299_ID_11-snap-gene-0.77&CDS=1-2064
1424	OG0001424	YHL010C	genemark-NODE_43_length_28101_cov_113.172_ID_85-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_43_length_28101_cov_113.172_ID_85-processed-gene-0.30&CDS=1-1869
1425	OG0001425	YHL011C	maker-NODE_2_length_862332_cov_74.7162_ID_3-snap-gene-6.116-mRNA-1_1&gene=maker-NODE_2_length_862332_cov_74.7162_ID_3-snap-gene-6.116&CDS=1-2319
1426	OG0001426	YHL013C	genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.133-mRNA-1_1&gene=genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.133&CDS=1-744
1427	OG0001427	YHL015W	genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-0.101&CDS=1-351
1428	OG0001428	YHL020C	genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-3.44-mRNA-1_1&gene=genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-3.44&CDS=1-1398
1429	OG0001429	YHL024W	genemark-NODE_17_length_242779_cov_85.8604_ID_33-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_17_length_242779_cov_85.8604_ID_33-processed-gene-0.82&CDS=1-2403
1430	OG0001430	YHL029C	maker-NODE_1_length_1112387_cov_82.0011_ID_1-snap-gene-0.39-mRNA-1_1&gene=maker-NODE_1_length_1112387_cov_82.0011_ID_1-snap-gene-0.39&CDS=1-2190
1431	OG0001431	YHL030W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-0.76&CDS=1-5523
1432	OG0001432	YHL031C	genemark-NODE_22_length_148976_cov_93.6588_ID_43-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_22_length_148976_cov_93.6588_ID_43-processed-gene-0.30&CDS=1-663
1433	OG0001433	YHL036W	maker-NODE_3_length_767172_cov_100.896_ID_5-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_3_length_767172_cov_100.896_ID_5-augustus-gene-1.0&CDS=1-2724
1434	OG0001434	YHL039W	genemark-NODE_6_length_409953_cov_99.5299_ID_11-processed-gene-3.94-mRNA-1_1&gene=genemark-NODE_6_length_409953_cov_99.5299_ID_11-processed-gene-3.94&CDS=1-1767
1435	OG0001435	YHR001W-A	augustus_masked-NODE_16_length_247219_cov_103.792_ID_31-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_16_length_247219_cov_103.792_ID_31-processed-gene-1.54&CDS=1-231
1436	OG0001436	YHR002W	augustus_masked-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-0.24&CDS=1-996
1437	OG0001437	YHR004C	genemark-NODE_36_length_48235_cov_122.723_ID_71-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_36_length_48235_cov_122.723_ID_71-processed-gene-0.29&CDS=1-1203
1438	OG0001438	YHR005C	genemark-NODE_6_length_409953_cov_99.5299_ID_11-processed-gene-3.97-mRNA-1_1&gene=genemark-NODE_6_length_409953_cov_99.5299_ID_11-processed-gene-3.97&CDS=1-1536
1439	OG0001439	YHR005C-A	maker-NODE_5_length_465336_cov_77.3081_ID_9-augustus-gene-2.43-mRNA-1_1&gene=maker-NODE_5_length_465336_cov_77.3081_ID_9-augustus-gene-2.43&CDS=1-1581
1440	OG0001440	YHR007C	genemark-NODE_6_length_409953_cov_99.5299_ID_11-processed-gene-3.66-mRNA-1_1&gene=genemark-NODE_6_length_409953_cov_99.5299_ID_11-processed-gene-3.66&CDS=1-1587
1441	OG0001441	YHR008C	augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-5.96&CDS=1-663
1442	OG0001442	YHR009C	genemark-NODE_24_length_138418_cov_86.6795_ID_47-processed-gene-0.153-mRNA-1_1&gene=genemark-NODE_24_length_138418_cov_86.6795_ID_47-processed-gene-0.153&CDS=1-1650
1443	OG0001443	YHR011W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-0.78&CDS=1-1428
1444	OG0001444	YHR013C	genemark-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-2.128-mRNA-1_1&gene=genemark-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-2.128&CDS=1-513
1445	OG0001445	YHR018C	genemark-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-2.114-mRNA-1_1&gene=genemark-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-2.114&CDS=1-1395
1446	OG0001446	YHR019C	genemark-NODE_29_length_75727_cov_86.8325_ID_57-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_29_length_75727_cov_86.8325_ID_57-processed-gene-0.83&CDS=1-1656
1447	OG0001447	YHR020W	maker-NODE_17_length_242779_cov_85.8604_ID_33-augustus-gene-0.78-mRNA-1_1&gene=maker-NODE_17_length_242779_cov_85.8604_ID_33-augustus-gene-0.78&CDS=1-3348
1448	OG0001448	YHR024C	genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.113-mRNA-1_1&gene=genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.113&CDS=1-1458
1449	OG0001449	YHR025W	genemark-NODE_15_length_272279_cov_85.9412_ID_29-processed-gene-1.168-mRNA-1_1&gene=genemark-NODE_15_length_272279_cov_85.9412_ID_29-processed-gene-1.168&CDS=1-1074
1450	OG0001450	YHR026W	maker-NODE_15_length_272279_cov_85.9412_ID_29-snap-gene-1.86-mRNA-1_1&gene=maker-NODE_15_length_272279_cov_85.9412_ID_29-snap-gene-1.86&CDS=1-579
1451	OG0001451	YHR027C	genemark-NODE_15_length_272279_cov_85.9412_ID_29-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_15_length_272279_cov_85.9412_ID_29-processed-gene-1.128&CDS=1-2937
1452	OG0001452	YHR030C	genemark-NODE_15_length_272279_cov_85.9412_ID_29-processed-gene-1.166-mRNA-1_1&gene=genemark-NODE_15_length_272279_cov_85.9412_ID_29-processed-gene-1.166&CDS=1-1536
1453	OG0001453	YHR034C	snap_masked-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-2.16&CDS=1-945
1454	OG0001454	YHR037W	genemark-NODE_25_length_137447_cov_83.8777_ID_49-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_25_length_137447_cov_83.8777_ID_49-processed-gene-0.129&CDS=1-1764
1455	OG0001455	YHR038W	genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-1.112-mRNA-1_1&gene=genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-1.112&CDS=1-681
1456	OG0001456	YHR039C	genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-1.99-mRNA-1_1&gene=genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-1.99&CDS=1-1926
1457	OG0001457	YHR051W	genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-4.69-mRNA-1_1&gene=genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-4.69&CDS=1-432
1458	OG0001458	YHR052W	genemark-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-0.77&CDS=1-1194
1459	OG0001459	YHR059W	genemark-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-1.70&CDS=1-426
1460	OG0001460	YHR062C	genemark-NODE_14_length_287120_cov_78.7859_ID_27-processed-gene-1.145-mRNA-1_1&gene=genemark-NODE_14_length_287120_cov_78.7859_ID_27-processed-gene-1.145&CDS=1-930
1461	OG0001461	YHR063C	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-6.38-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-6.38&CDS=1-1059
1462	OG0001462	YHR064C	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-7.33-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-7.33&CDS=1-1590
1463	OG0001463	YHR065C	maker-NODE_1_length_1112387_cov_82.0011_ID_1-snap-gene-5.81-mRNA-1_1&gene=maker-NODE_1_length_1112387_cov_82.0011_ID_1-snap-gene-5.81&CDS=1-3072
1464	OG0001464	YHR067W	genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-6.111-mRNA-1_1&gene=genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-6.111&CDS=1-843
1465	OG0001465	YHR068W	augustus_masked-NODE_7_length_372050_cov_100.367_ID_13-processed-gene-2.215-mRNA-1_1&gene=augustus_masked-NODE_7_length_372050_cov_100.367_ID_13-processed-gene-2.215&CDS=1-5202
1466	OG0001466	YHR070W	genemark-NODE_17_length_242779_cov_85.8604_ID_33-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_17_length_242779_cov_85.8604_ID_33-processed-gene-1.64&CDS=1-1503
1467	OG0001467	YHR072W	maker-NODE_25_length_137447_cov_83.8777_ID_49-augustus-gene-0.58-mRNA-1_1&gene=maker-NODE_25_length_137447_cov_83.8777_ID_49-augustus-gene-0.58&CDS=1-3414
1468	OG0001468	YHR073W	genemark-NODE_15_length_272279_cov_85.9412_ID_29-processed-gene-1.154-mRNA-1_1&gene=genemark-NODE_15_length_272279_cov_85.9412_ID_29-processed-gene-1.154&CDS=1-3420
1469	OG0001469	YHR074W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-2.73-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-2.73&CDS=1-2115
1470	OG0001470	YHR075C	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-2.56-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-2.56&CDS=1-999
1471	OG0001471	YHR076W	augustus_masked-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-4.28&CDS=1-1248
1472	OG0001472	YHR077C	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-4.125-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-4.125&CDS=1-3456
1473	OG0001473	YHR079C	genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.110-mRNA-1_1&gene=genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.110&CDS=1-3483
1474	OG0001474	YHR079C-A	genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-0.59&CDS=1-342
1475	OG0001475	YHR084W	genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-1.103-mRNA-1_1&gene=genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-1.103&CDS=1-2334
1476	OG0001476	YHR085W	genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-5.35-mRNA-1_1&gene=genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-5.35&CDS=1-1110
1477	OG0001477	YHR087W	genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-1.113&CDS=1-303
1478	OG0001478	YHR088W	genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-2.96-mRNA-1_1&gene=genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-2.96&CDS=1-885
1479	OG0001479	YHR089C	snap_masked-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-1.29&CDS=1-2115
1480	OG0001480	YHR099W	genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-1.79&CDS=1-13101
1481	OG0001481	YHR107C	genemark-NODE_7_length_372050_cov_100.367_ID_13-processed-gene-2.33-mRNA-1_1&gene=genemark-NODE_7_length_372050_cov_100.367_ID_13-processed-gene-2.33&CDS=1-1179
1482	OG0001482	YHR109W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-8.108-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-8.108&CDS=1-1320
1483	OG0001483	YHR110W	genemark-NODE_37_length_44150_cov_58.7736_ID_73-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_37_length_44150_cov_58.7736_ID_73-processed-gene-0.58&CDS=1-648
1484	OG0001484	YHR111W	genemark-NODE_37_length_44150_cov_58.7736_ID_73-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_37_length_44150_cov_58.7736_ID_73-processed-gene-0.57&CDS=1-1188
1485	OG0001485	YHR112C	genemark-NODE_37_length_44150_cov_58.7736_ID_73-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_37_length_44150_cov_58.7736_ID_73-processed-gene-0.47&CDS=1-1131
1486	OG0001486	YHR113W	genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-4.51-mRNA-1_1&gene=genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-4.51&CDS=1-1479
1487	OG0001487	YHR114W	genemark-NODE_18_length_230671_cov_83.492_ID_35-processed-gene-1.155-mRNA-1_1&gene=genemark-NODE_18_length_230671_cov_83.492_ID_35-processed-gene-1.155&CDS=1-2925
1488	OG0001488	YHR116W	genemark-NODE_18_length_230671_cov_83.492_ID_35-processed-gene-1.179-mRNA-1_1&gene=genemark-NODE_18_length_230671_cov_83.492_ID_35-processed-gene-1.179&CDS=1-417
1489	OG0001489	YHR119W	snap_masked-NODE_31_length_72447_cov_92.9692_ID_61-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_31_length_72447_cov_92.9692_ID_61-processed-gene-0.14&CDS=1-4455
1490	OG0001490	YHR120W	snap_masked-NODE_31_length_72447_cov_92.9692_ID_61-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_31_length_72447_cov_92.9692_ID_61-processed-gene-0.13&CDS=1-2685
1491	OG0001491	YHR122W	maker-NODE_31_length_72447_cov_92.9692_ID_61-augustus-gene-0.79-mRNA-1_1&gene=maker-NODE_31_length_72447_cov_92.9692_ID_61-augustus-gene-0.79&CDS=1-1209
1492	OG0001492	YHR132C	genemark-NODE_11_length_327219_cov_86.4496_ID_21-processed-gene-2.160-mRNA-1_1&gene=genemark-NODE_11_length_327219_cov_86.4496_ID_21-processed-gene-2.160&CDS=1-1470
1493	OG0001493	YHR134W	genemark-NODE_30_length_73964_cov_134.182_ID_59-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_30_length_73964_cov_134.182_ID_59-processed-gene-0.90&CDS=1-825
