	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_mikatae
1864	OG0001864	YGR255C	snap_masked-Smik_16-processed-gene-1.2-mRNA-1_1&gene=snap_masked-Smik_16-processed-gene-1.2&CDS=1-1419
1865	OG0001865	YGR257C	snap_masked-Smik_16-processed-gene-1.1-mRNA-1_1&gene=snap_masked-Smik_16-processed-gene-1.1&CDS=1-1098
1866	OG0001866	YGR258C	snap_masked-Smik_16-processed-gene-1.0-mRNA-1_1&gene=snap_masked-Smik_16-processed-gene-1.0&CDS=1-3099
1867	OG0001867	YGR260W	augustus_masked-Smik_16-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-Smik_16-processed-gene-0.31&CDS=1-1602
1868	OG0001868	YGR264C	augustus_masked-Smik_16-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-Smik_16-processed-gene-0.20&CDS=1-6678
1869	OG0001869	YGR266W	snap_masked-Smik_16-processed-gene-0.105-mRNA-1_1&gene=snap_masked-Smik_16-processed-gene-0.105&CDS=1-2115
1870	OG0001870	YGR267C	augustus_masked-Smik_16-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-Smik_16-processed-gene-0.19&CDS=1-1224
1871	OG0001871	YGR271C-A	maker-Smik_16-augustus-gene-0.1-mRNA-1_1&gene=maker-Smik_16-augustus-gene-0.1&CDS=1-1128
1872	OG0001872	YGR271W	snap_masked-Smik_16-processed-gene-0.103-mRNA-1_1&gene=snap_masked-Smik_16-processed-gene-0.103&CDS=1-10062
1873	OG0001873	YGR274C	snap_masked-Smik_16-processed-gene-0.88-mRNA-1_1&gene=snap_masked-Smik_16-processed-gene-0.88&CDS=1-3195
1874	OG0001874	YGR275W	augustus_masked-Smik_16-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-Smik_16-processed-gene-0.28&CDS=1-471
1875	OG0001875	YGR276C	snap_masked-Smik_16-processed-gene-0.87-mRNA-1_1&gene=snap_masked-Smik_16-processed-gene-0.87&CDS=1-1656
1876	OG0001876	YGR277C	augustus_masked-Smik_16-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-Smik_16-processed-gene-0.15&CDS=1-891
1877	OG0001877	YGR278W	augustus_masked-Smik_16-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-Smik_16-processed-gene-0.27&CDS=1-1731
1878	OG0001878	YGR280C	augustus_masked-Smik_16-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-Smik_16-processed-gene-0.13&CDS=1-798
1879	OG0001879	YGR281W	augustus_masked-Smik_16-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-Smik_16-processed-gene-0.26&CDS=1-4431
1880	OG0001880	YGR283C	snap_masked-Smik_16-processed-gene-0.84-mRNA-1_1&gene=snap_masked-Smik_16-processed-gene-0.84&CDS=1-1032
1881	OG0001881	YGR284C	snap_masked-Smik_16-processed-gene-0.83-mRNA-1_1&gene=snap_masked-Smik_16-processed-gene-0.83&CDS=1-930
1882	OG0001882	YGR285C	snap_masked-Smik_16-processed-gene-0.82-mRNA-1_1&gene=snap_masked-Smik_16-processed-gene-0.82&CDS=1-1299
1883	OG0001883	YGR286C	augustus_masked-Smik_16-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-Smik_16-processed-gene-0.9&CDS=1-1125
1884	OG0001884	YGR289C	augustus_masked-Smik_16-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-Smik_16-processed-gene-0.7&CDS=1-1851
1885	OG0001885	YHL002W	augustus_masked-Smik_8-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-0.93&CDS=1-1824
1886	OG0001886	YHL004W	snap_masked-Smik_8-processed-gene-0.10-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-0.10&CDS=1-1185
1887	OG0001887	YHL006C	snap_masked-Smik_8-processed-gene-0.35-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-0.35&CDS=1-450
1888	OG0001888	YHL007C	snap_masked-Smik_8-processed-gene-0.34-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-0.34&CDS=1-2817
1889	OG0001889	YHL008C	snap_masked-Smik_8-processed-gene-0.33-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-0.33&CDS=1-1839
1890	OG0001890	YHL009C	augustus_masked-Smik_8-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-0.110&CDS=1-993
1891	OG0001891	YHL010C	maker-Smik_8-augustus-gene-0.39-mRNA-1_1&gene=maker-Smik_8-augustus-gene-0.39&CDS=1-2643
1892	OG0001892	YHL013C	snap_masked-Smik_8-processed-gene-0.29-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-0.29&CDS=1-927
1893	OG0001893	YHL014C	augustus_masked-Smik_8-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-0.107&CDS=1-1212
1894	OG0001894	YHL015W	augustus_masked-Smik_8-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-0.91&CDS=1-363
1895	OG0001895	YHL016C	snap_masked-Smik_8-processed-gene-0.27-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-0.27&CDS=1-2205
1896	OG0001896	YHL017W	augustus_masked-Smik_8-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-0.90&CDS=1-1836
1897	OG0001897	YHL023C	augustus_masked-Smik_8-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-0.105&CDS=1-9042
1898	OG0001898	YHL024W	snap_masked-Smik_8-processed-gene-0.6-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-0.6&CDS=1-2148
1899	OG0001899	YHL025W	snap_masked-Smik_8-processed-gene-0.5-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-0.5&CDS=1-987
1900	OG0001900	YHL026C	snap_masked-Smik_8-processed-gene-0.22-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-0.22&CDS=1-957
1901	OG0001901	YHL027W	snap_masked-Smik_8-processed-gene-0.4-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-0.4&CDS=1-1887
1902	OG0001902	YHL028W	snap_masked-Smik_8-processed-gene-0.3-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-0.3&CDS=1-1761
1903	OG0001903	YHL029C	genemark-Smik_8-processed-gene-0.69-mRNA-1_1&gene=genemark-Smik_8-processed-gene-0.69&CDS=1-2037
1904	OG0001904	YHL030W	augustus_masked-Smik_8-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-0.86&CDS=1-5607
1905	OG0001905	YHL032C	maker-Smik_8-augustus-gene-0.38-mRNA-1_1&gene=maker-Smik_8-augustus-gene-0.38&CDS=1-2868
1906	OG0001906	YHL034C	snap_masked-Smik_8-processed-gene-0.19-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-0.19&CDS=1-882
1907	OG0001907	YHL036W	augustus_masked-Smik_8-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-0.85&CDS=1-1638
1908	OG0001908	YHL037C	maker-Smik_8-snap-gene-0.44-mRNA-1_1&gene=maker-Smik_8-snap-gene-0.44&CDS=1-231
1909	OG0001909	YHL038C	snap_masked-Smik_8-processed-gene-0.16-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-0.16&CDS=1-1968
1910	OG0001910	YHL039W	snap_masked-Smik_8-processed-gene-0.0-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-0.0&CDS=1-1755
1911	OG0001911	YHL040C	snap_masked-Smik_8-processed-gene-0.15-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-0.15&CDS=1-1881
1912	OG0001912	YHR001W-A	snap_masked-Smik_8-processed-gene-0.14-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-0.14&CDS=1-303
1913	OG0001913	YHR002W	augustus_masked-Smik_8-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-0.96&CDS=1-1071
1914	OG0001914	YHR003C	snap_masked-Smik_8-processed-gene-1.97-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.97&CDS=1-1287
1915	OG0001915	YHR004C	snap_masked-Smik_8-processed-gene-1.98-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.98&CDS=1-1338
1916	OG0001916	YHR005C	snap_masked-Smik_8-processed-gene-1.99-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.99&CDS=1-1416
1917	OG0001917	YHR005C-A	snap_masked-Smik_8-processed-gene-1.100-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.100&CDS=1-279
1918	OG0001918	YHR006W	snap_masked-Smik_8-processed-gene-1.96-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.96&CDS=1-1626
1919	OG0001919	YHR007C	snap_masked-Smik_8-processed-gene-1.101-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.101&CDS=1-1590
1920	OG0001920	YHR008C	snap_masked-Smik_8-processed-gene-1.124-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.124&CDS=1-699
1921	OG0001921	YHR009C	snap_masked-Smik_8-processed-gene-1.125-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.125&CDS=1-1569
1922	OG0001922	YHR011W	augustus_masked-Smik_8-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-1.63&CDS=1-2430
1923	OG0001923	YHR013C	augustus_masked-Smik_8-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-1.82&CDS=1-714
1924	OG0001924	YHR014W	snap_masked-Smik_8-processed-gene-1.104-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.104&CDS=1-873
1925	OG0001925	YHR015W	snap_masked-Smik_8-processed-gene-1.105-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.105&CDS=1-1980
1926	OG0001926	YHR016C	snap_masked-Smik_8-processed-gene-1.127-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.127&CDS=1-1458
1927	OG0001927	YHR017W	snap_masked-Smik_8-processed-gene-1.106-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.106&CDS=1-1155
1928	OG0001928	YHR018C	genemark-Smik_8-processed-gene-1.41-mRNA-1_1&gene=genemark-Smik_8-processed-gene-1.41&CDS=1-1389
1929	OG0001929	YHR019C	genemark-Smik_8-processed-gene-1.42-mRNA-1_1&gene=genemark-Smik_8-processed-gene-1.42&CDS=1-1662
1930	OG0001930	YHR020W	snap_masked-Smik_8-processed-gene-1.107-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.107&CDS=1-2058
1931	OG0001931	YHR022C	snap_masked-Smik_8-processed-gene-1.131-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.131&CDS=1-1080
1932	OG0001932	YHR023W	snap_masked-Smik_8-processed-gene-1.108-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.108&CDS=1-5781
1933	OG0001933	YHR024C	snap_masked-Smik_8-processed-gene-1.132-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.132&CDS=1-1446
1934	OG0001934	YHR025W	snap_masked-Smik_8-processed-gene-1.109-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.109&CDS=1-1071
1935	OG0001935	YHR026W	snap_masked-Smik_8-processed-gene-1.110-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.110&CDS=1-639
1936	OG0001936	YHR027C	augustus_masked-Smik_8-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-1.87&CDS=1-7527
1937	OG0001937	YHR031C	snap_masked-Smik_8-processed-gene-1.137-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.137&CDS=1-2169
1938	OG0001938	YHR034C	augustus_masked-Smik_8-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-1.89&CDS=1-1017
1939	OG0001939	YHR037W	augustus_masked-Smik_8-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-1.72&CDS=1-5745
1940	OG0001940	YHR039C	snap_masked-Smik_8-processed-gene-1.139-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.139&CDS=1-1932
1941	OG0001941	YHR039C-A	augustus_masked-Smik_8-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-1.91&CDS=1-333
1942	OG0001942	YHR040W	snap_masked-Smik_8-processed-gene-1.115-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.115&CDS=1-1104
1943	OG0001943	YHR041C	augustus_masked-Smik_8-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-1.92&CDS=1-630
1944	OG0001944	YHR042W	snap_masked-Smik_8-processed-gene-1.116-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.116&CDS=1-2073
1945	OG0001945	YHR045W	augustus_masked-Smik_8-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-1.75&CDS=1-1680
1946	OG0001946	YHR046C	snap_masked-Smik_8-processed-gene-1.143-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.143&CDS=1-885
1947	OG0001947	YHR048W	snap_masked-Smik_8-processed-gene-1.118-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.118&CDS=1-1542
1948	OG0001948	YHR049W	snap_masked-Smik_8-processed-gene-1.119-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.119&CDS=1-729
1949	OG0001949	YHR050W	snap_masked-Smik_8-processed-gene-1.120-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.120&CDS=1-1647
1950	OG0001950	YHR051W	snap_masked-Smik_8-processed-gene-1.122-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.122&CDS=1-444
1951	OG0001951	YHR052W	snap_masked-Smik_8-processed-gene-1.123-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-1.123&CDS=1-1185
1952	OG0001952	YHR056C	snap_masked-Smik_8-processed-gene-2.2-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.2&CDS=1-2649
1953	OG0001953	YHR057C	snap_masked-Smik_8-processed-gene-2.3-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.3&CDS=1-615
1954	OG0001954	YHR058C	snap_masked-Smik_8-processed-gene-2.4-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.4&CDS=1-885
1955	OG0001955	YHR059W	snap_masked-Smik_8-processed-gene-2.0-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.0&CDS=1-387
1956	OG0001956	YHR060W	augustus_masked-Smik_8-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-2.94&CDS=1-543
1957	OG0001957	YHR061C	snap_masked-Smik_8-processed-gene-2.5-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.5&CDS=1-951
1958	OG0001958	YHR062C	snap_masked-Smik_8-processed-gene-2.6-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.6&CDS=1-879
1959	OG0001959	YHR063C	snap_masked-Smik_8-processed-gene-2.7-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.7&CDS=1-1137
1960	OG0001960	YHR064C	maker-Smik_8-snap-gene-2.89-mRNA-1_1&gene=maker-Smik_8-snap-gene-2.89&CDS=1-3144
1961	OG0001961	YHR067W	snap_masked-Smik_8-processed-gene-2.9-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.9&CDS=1-840
1962	OG0001962	YHR068W	snap_masked-Smik_8-processed-gene-2.10-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.10&CDS=1-1161
1963	OG0001963	YHR069C	snap_masked-Smik_8-processed-gene-2.26-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.26&CDS=1-1080
1964	OG0001964	YHR070W	snap_masked-Smik_8-processed-gene-2.11-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.11&CDS=1-1440
1965	OG0001965	YHR071W	snap_masked-Smik_8-processed-gene-2.12-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.12&CDS=1-678
1966	OG0001966	YHR072W	maker-Smik_8-augustus-gene-2.42-mRNA-1_1&gene=maker-Smik_8-augustus-gene-2.42&CDS=1-2385
1967	OG0001967	YHR073W	snap_masked-Smik_8-processed-gene-2.14-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.14&CDS=1-3009
1968	OG0001968	YHR074W	snap_masked-Smik_8-processed-gene-2.15-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.15&CDS=1-2142
1969	OG0001969	YHR075C	snap_masked-Smik_8-processed-gene-2.27-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.27&CDS=1-1200
1970	OG0001970	YHR076W	snap_masked-Smik_8-processed-gene-2.16-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.16&CDS=1-1122
1971	OG0001971	YHR077C	snap_masked-Smik_8-processed-gene-2.28-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.28&CDS=1-3270
1972	OG0001972	YHR078W	augustus_masked-Smik_8-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-2.108&CDS=1-1656
1973	OG0001973	YHR079C	snap_masked-Smik_8-processed-gene-2.30-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.30&CDS=1-3339
1974	OG0001974	YHR080C	augustus_masked-Smik_8-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-2.118&CDS=1-4233
1975	OG0001975	YHR081W	snap_masked-Smik_8-processed-gene-2.17-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.17&CDS=1-561
1976	OG0001976	YHR082C	snap_masked-Smik_8-processed-gene-2.33-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.33&CDS=1-3114
1977	OG0001977	YHR083W	snap_masked-Smik_8-processed-gene-2.18-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.18&CDS=1-987
1978	OG0001978	YHR084W	snap_masked-Smik_8-processed-gene-2.19-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.19&CDS=1-2061
1979	OG0001979	YHR086W	augustus_masked-Smik_8-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-2.111&CDS=1-2973
1980	OG0001980	YHR088W	snap_masked-Smik_8-processed-gene-2.23-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.23&CDS=1-885
1981	OG0001981	YHR089C	snap_masked-Smik_8-processed-gene-2.34-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.34&CDS=1-618
1982	OG0001982	YHR090C	snap_masked-Smik_8-processed-gene-2.35-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.35&CDS=1-846
1983	OG0001983	YHR097C	maker-Smik_8-snap-gene-2.92-mRNA-1_1&gene=maker-Smik_8-snap-gene-2.92&CDS=1-1095
1984	OG0001984	YHR098C	snap_masked-Smik_8-processed-gene-2.41-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-2.41&CDS=1-2799
1985	OG0001985	YHR099W	snap_masked-Smik_8-processed-gene-3.106-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.106&CDS=1-11232
1986	OG0001986	YHR100C	maker-Smik_8-augustus-gene-3.163-mRNA-1_1&gene=maker-Smik_8-augustus-gene-3.163&CDS=1-1377
1987	OG0001987	YHR102W	snap_masked-Smik_8-processed-gene-3.107-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.107&CDS=1-3219
1988	OG0001988	YHR103W	snap_masked-Smik_8-processed-gene-3.108-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.108&CDS=1-2565
1989	OG0001989	YHR104W	snap_masked-Smik_8-processed-gene-3.109-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.109&CDS=1-981
1990	OG0001990	YHR105W	snap_masked-Smik_8-processed-gene-3.112-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.112&CDS=1-642
1991	OG0001991	YHR107C	snap_masked-Smik_8-processed-gene-3.141-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.141&CDS=1-1221
1992	OG0001992	YHR112C	snap_masked-Smik_8-processed-gene-3.142-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.142&CDS=1-1134
1993	OG0001993	YHR113W	snap_masked-Smik_8-processed-gene-3.118-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.118&CDS=1-1446
1994	OG0001994	YHR114W	snap_masked-Smik_8-processed-gene-3.119-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.119&CDS=1-1899
1995	OG0001995	YHR115C	augustus_masked-Smik_8-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-3.89&CDS=1-1248
1996	OG0001996	YHR117W	augustus_masked-Smik_8-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-3.70&CDS=1-2256
1997	OG0001997	YHR118C	snap_masked-Smik_8-processed-gene-3.143-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.143&CDS=1-1302
1998	OG0001998	YHR120W	augustus_masked-Smik_8-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-3.71&CDS=1-6537
1999	OG0001999	YHR122W	snap_masked-Smik_8-processed-gene-3.125-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.125&CDS=1-693
2000	OG0002000	YHR123W	maker-Smik_8-snap-gene-3.56-mRNA-1_1&gene=maker-Smik_8-snap-gene-3.56&CDS=1-1173
2001	OG0002001	YHR124W	snap_masked-Smik_8-processed-gene-3.127-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.127&CDS=1-1881
2002	OG0002002	YHR126C	snap_masked-Smik_8-processed-gene-3.144-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.144&CDS=1-483
2003	OG0002003	YHR127W	snap_masked-Smik_8-processed-gene-3.128-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.128&CDS=1-744
2004	OG0002004	YHR128W	genemark-Smik_8-processed-gene-3.23-mRNA-1_1&gene=genemark-Smik_8-processed-gene-3.23&CDS=1-648
2005	OG0002005	YHR129C	augustus_masked-Smik_8-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-3.92&CDS=1-1152
2006	OG0002006	YHR131C	snap_masked-Smik_8-processed-gene-3.146-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.146&CDS=1-2547
2007	OG0002007	YHR132C	snap_masked-Smik_8-processed-gene-3.147-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.147&CDS=1-1293
2008	OG0002008	YHR132W-A	augustus_masked-Smik_8-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-3.75&CDS=1-393
2009	OG0002009	YHR133C	augustus_masked-Smik_8-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-3.95&CDS=1-873
2010	OG0002010	YHR134W	snap_masked-Smik_8-processed-gene-3.129-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.129&CDS=1-768
2011	OG0002011	YHR136C	snap_masked-Smik_8-processed-gene-3.150-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.150&CDS=1-345
2012	OG0002012	YHR137W	snap_masked-Smik_8-processed-gene-3.130-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.130&CDS=1-1539
2013	OG0002013	YHR138C	snap_masked-Smik_8-processed-gene-3.151-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.151&CDS=1-297
2014	OG0002014	YHR139C	snap_masked-Smik_8-processed-gene-3.152-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.152&CDS=1-981
2015	OG0002015	YHR140W	augustus_masked-Smik_8-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-3.78&CDS=1-729
2016	OG0002016	YHR142W	snap_masked-Smik_8-processed-gene-3.132-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.132&CDS=1-948
2017	OG0002017	YHR143W	snap_masked-Smik_8-processed-gene-3.133-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.133&CDS=1-981
2018	OG0002018	YHR143W-A	snap_masked-Smik_8-processed-gene-3.134-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.134&CDS=1-210
2019	OG0002019	YHR144C	snap_masked-Smik_8-processed-gene-3.154-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.154&CDS=1-936
2020	OG0002020	YHR146W	snap_masked-Smik_8-processed-gene-3.135-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.135&CDS=1-1371
2021	OG0002021	YHR147C	augustus_masked-Smik_8-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-3.101&CDS=1-642
2022	OG0002022	YHR148W	snap_masked-Smik_8-processed-gene-3.136-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.136&CDS=1-549
2023	OG0002023	YHR149C	snap_masked-Smik_8-processed-gene-3.156-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.156&CDS=1-2172
2024	OG0002024	YHR150W	augustus_masked-Smik_8-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-3.83&CDS=1-1740
2025	OG0002025	YHR151C	snap_masked-Smik_8-processed-gene-3.157-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.157&CDS=1-1452
2026	OG0002026	YHR152W	snap_masked-Smik_8-processed-gene-3.138-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.138&CDS=1-534
2027	OG0002027	YHR153C	snap_masked-Smik_8-processed-gene-3.158-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.158&CDS=1-594
2028	OG0002028	YHR154W	snap_masked-Smik_8-processed-gene-3.139-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.139&CDS=1-3225
2029	OG0002029	YHR155W	augustus_masked-Smik_8-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-3.86&CDS=1-3684
2030	OG0002030	YHR156C	snap_masked-Smik_8-processed-gene-3.159-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-3.159&CDS=1-1053
2031	OG0002031	YHR157W	snap_masked-Smik_8-processed-gene-4.105-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.105&CDS=1-603
2032	OG0002032	YHR158C	snap_masked-Smik_8-processed-gene-4.108-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.108&CDS=1-3504
2033	OG0002033	YHR159W	snap_masked-Smik_8-processed-gene-4.106-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.106&CDS=1-1521
2034	OG0002034	YHR160C	snap_masked-Smik_8-processed-gene-4.109-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.109&CDS=1-852
2035	OG0002035	YHR161C	snap_masked-Smik_8-processed-gene-4.110-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.110&CDS=1-1881
2036	OG0002036	YHR163W	augustus_masked-Smik_8-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-Smik_8-processed-gene-4.63&CDS=1-1050
2037	OG0002037	YHR164C	snap_masked-Smik_8-processed-gene-4.144-mRNA-1_1&gene=snap_masked-Smik_8-processed-gene-4.144&CDS=1-4575
