	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034643_Candida_schatavii
1931	OG0001931	YJL014W	augustus_masked-flattened_line_21-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.93&CDS=1-1587
1932	OG0001932	YJL020C	augustus_masked-flattened_line_23-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.105&CDS=1-3255
1933	OG0001933	YJL024C	augustus_masked-flattened_line_8-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.120&CDS=1-501
1934	OG0001934	YJL025W	augustus_masked-flattened_line_32-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.35&CDS=1-1626
1935	OG0001935	YJL026W	augustus_masked-flattened_line_32-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.2&CDS=1-1257
1936	OG0001936	YJL029C	augustus_masked-flattened_line_21-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.33&CDS=1-2598
1937	OG0001937	YJL030W	augustus_masked-flattened_line_2-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.130&CDS=1-651
1938	OG0001938	YJL033W	augustus_masked-flattened_line_98-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.54&CDS=1-2391
1939	OG0001939	YJL034W	augustus_masked-flattened_line_62-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.63&CDS=1-2046
1940	OG0001940	YJL035C	augustus_masked-flattened_line_62-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.82&CDS=1-975
1941	OG0001941	YJL039C	augustus_masked-flattened_line_110-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.41&CDS=1-5700
1942	OG0001942	YJL042W	augustus_masked-flattened_line_0-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.55&CDS=1-4347
1943	OG0001943	YJL044C	augustus_masked-flattened_line_0-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.42&CDS=1-1626
1944	OG0001944	YJL046W	snap_masked-flattened_line_10-processed-gene-1.38-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.38&CDS=1-1482
1945	OG0001945	YJL050W	augustus_masked-flattened_line_15-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.32&CDS=1-3312
1946	OG0001946	YJL053W	augustus_masked-flattened_line_2-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.132&CDS=1-1056
1947	OG0001947	YJL054W	augustus_masked-flattened_line_42-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-1.134&CDS=1-1329
1948	OG0001948	YJL055W	augustus_masked-flattened_line_4-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.8&CDS=1-672
1949	OG0001949	YJL057C	snap_masked-flattened_line_2-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.31&CDS=1-2394
1950	OG0001950	YJL059W	augustus_masked-flattened_line_10-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.60&CDS=1-1272
1951	OG0001951	YJL060W	augustus_masked-flattened_line_10-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.61&CDS=1-1311
1952	OG0001952	YJL062W	augustus_masked-flattened_line_68-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.124&CDS=1-2739
1953	OG0001953	YJL062W-A	snap_masked-flattened_line_56-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.19&CDS=1-273
1954	OG0001954	YJL063C	snap_masked-flattened_line_44-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.28&CDS=1-825
1955	OG0001955	YJL068C	augustus_masked-flattened_line_44-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.98&CDS=1-870
1956	OG0001956	YJL069C	snap_masked-flattened_line_56-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.18&CDS=1-1788
1957	OG0001957	YJL071W	snap_masked-flattened_line_68-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.68&CDS=1-2052
1958	OG0001958	YJL072C	augustus_masked-flattened_line_68-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.110&CDS=1-615
1959	OG0001959	YJL074C	augustus_masked-flattened_line_13-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.112&CDS=1-3636
1960	OG0001960	YJL080C	augustus_masked-flattened_line_6-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.150&CDS=1-3738
1961	OG0001961	YJL081C	augustus_masked-flattened_line_44-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-1.102&CDS=1-1527
1962	OG0001962	YJL085W	augustus_masked-flattened_line_78-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.10&CDS=1-1995
1963	OG0001963	YJL087C	augustus_masked-flattened_line_78-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.30&CDS=1-2526
1964	OG0001964	YJL088W	augustus_masked-flattened_line_10-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.70&CDS=1-1047
1965	OG0001965	YJL089W	augustus_masked-flattened_line_13-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.86&CDS=1-3555
1966	OG0001966	YJL090C	augustus_masked-flattened_line_134-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.23&CDS=1-2109
1967	OG0001967	YJL091C	augustus_masked-flattened_line_42-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-1.149&CDS=1-1614
1968	OG0001968	YJL092W	augustus_masked-flattened_line_29-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-2.23&CDS=1-2553
1969	OG0001969	YJL093C	maker-flattened_line_25-snap-gene-1.41-mRNA-1_1&gene=maker-flattened_line_25-snap-gene-1.41&CDS=1-2430
1970	OG0001970	YJL094C	augustus_masked-flattened_line_19-processed-gene-2.172-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.172&CDS=1-2526
1971	OG0001971	YJL095W	augustus_masked-flattened_line_116-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.25&CDS=1-6237
1972	OG0001972	YJL096W	augustus_masked-flattened_line_116-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.36&CDS=1-444
1973	OG0001973	YJL097W	maker-flattened_line_116-augustus-gene-0.19-mRNA-1_1&gene=maker-flattened_line_116-augustus-gene-0.19&CDS=1-1170
1974	OG0001974	YJL100W	snap_masked-flattened_line_17-processed-gene-2.16-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.16&CDS=1-1839
1975	OG0001975	YJL101C	augustus_masked-flattened_line_23-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.137&CDS=1-2289
1976	OG0001976	YJL102W	snap_masked-flattened_line_40-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.72&CDS=1-2574
1977	OG0001977	YJL104W	augustus_masked-flattened_line_34-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.68&CDS=1-414
1978	OG0001978	YJL106W	snap_masked-flattened_line_44-processed-gene-1.192-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-1.192&CDS=1-2031
1979	OG0001979	YJL108C	augustus_masked-flattened_line_6-processed-gene-3.174-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.174&CDS=1-5541
1980	OG0001980	YJL109C	augustus_masked-flattened_line_98-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.59&CDS=1-5847
1981	OG0001981	YJL111W	augustus_masked-flattened_line_0-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.35&CDS=1-1632
1982	OG0001982	YJL115W	augustus_masked-flattened_line_10-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.89&CDS=1-780
1983	OG0001983	YJL117W	augustus_masked-flattened_line_15-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.138&CDS=1-1035
1984	OG0001984	YJL121C	augustus_masked-flattened_line_124-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.15&CDS=1-693
1985	OG0001985	YJL122W	augustus_masked-flattened_line_124-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.25&CDS=1-489
1986	OG0001986	YJL123C	augustus_masked-flattened_line_15-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.15&CDS=1-1371
1987	OG0001987	YJL124C	augustus_masked-flattened_line_96-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.52&CDS=1-519
1988	OG0001988	YJL125C	augustus_masked-flattened_line_96-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.69&CDS=1-1116
1989	OG0001989	YJL126W	augustus_masked-flattened_line_15-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.39&CDS=1-1005
1990	OG0001990	YJL127C	augustus_masked-flattened_line_10-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.101&CDS=1-2124
1991	OG0001991	YJL128C	augustus_masked-flattened_line_4-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.61&CDS=1-2352
1992	OG0001992	YJL130C	augustus_masked-flattened_line_10-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.87&CDS=1-6648
1993	OG0001993	YJL131C	augustus_masked-flattened_line_17-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.125&CDS=1-1407
1994	OG0001994	YJL140W	augustus_masked-flattened_line_4-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.124&CDS=1-603
1995	OG0001995	YJL141C	augustus_masked-flattened_line_4-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.125&CDS=1-2568
1996	OG0001996	YJL143W	augustus_masked-flattened_line_4-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.126&CDS=1-456
1997	OG0001997	YJL145W	augustus_masked-flattened_line_13-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.77&CDS=1-1077
1998	OG0001998	YJL148W	augustus_masked-flattened_line_138-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.24&CDS=1-681
1999	OG0001999	YJL153C	augustus_masked-flattened_line_8-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.65&CDS=1-1566
2000	OG0002000	YJL154C	augustus_masked-flattened_line_42-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-1.101&CDS=1-2808
2001	OG0002001	YJL155C	augustus_masked-flattened_line_4-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.148&CDS=1-1368
2002	OG0002002	YJL156C	augustus_masked-flattened_line_4-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.112&CDS=1-2613
2003	OG0002003	YJL163C	snap_masked-flattened_line_29-processed-gene-2.180-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-2.180&CDS=1-2043
2004	OG0002004	YJL166W	augustus_masked-flattened_line_4-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.121&CDS=1-282
2005	OG0002005	YJL167W	augustus_masked-flattened_line_4-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.106&CDS=1-1056
2006	OG0002006	YJL168C	genemark-flattened_line_106-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.46&CDS=1-2427
2007	OG0002007	YJL171C	augustus_masked-flattened_line_62-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.96&CDS=1-1149
2008	OG0002008	YJL176C	augustus_masked-flattened_line_4-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.107&CDS=1-3120
2009	OG0002009	YJL178C	augustus_masked-flattened_line_27-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.85&CDS=1-810
2010	OG0002010	YJL179W	augustus_masked-flattened_line_100-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.7&CDS=1-360
2011	OG0002011	YJL180C	snap_masked-flattened_line_100-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.81&CDS=1-1419
2012	OG0002012	YJL183W	augustus_masked-flattened_line_100-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.25&CDS=1-1344
2013	OG0002013	YJL187C	augustus_masked-flattened_line_2-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.26&CDS=1-4014
2014	OG0002014	YJL189W	genemark-flattened_line_72-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.33&CDS=1-276
2015	OG0002015	YJL194W	augustus_masked-flattened_line_112-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.29&CDS=1-1731
2016	OG0002016	YJL197W	augustus_masked-flattened_line_72-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.54&CDS=1-4548
2017	OG0002017	YJL200C	augustus_masked-flattened_line_0-processed-gene-4.235-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.235&CDS=1-2388
2018	OG0002018	YJL201W	augustus_masked-flattened_line_32-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-2.141&CDS=1-2031
2019	OG0002019	YJL203W	augustus_masked-flattened_line_128-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.18&CDS=1-1353
2020	OG0002020	YJL204C	snap_masked-flattened_line_0-processed-gene-3.75-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.75&CDS=1-2529
2021	OG0002021	YJL208C	augustus_masked-flattened_line_19-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.48&CDS=1-981
2022	OG0002022	YJL212C	augustus_masked-flattened_line_40-processed-gene-1.196-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.196&CDS=1-2301
2023	OG0002023	YJR001W	augustus_masked-flattened_line_44-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-1.97&CDS=1-2058
2024	OG0002024	YJR002W	augustus_masked-flattened_line_62-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.67&CDS=1-1884
2025	OG0002025	YJR003C	genemark-flattened_line_13-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-0.25&CDS=1-1668
2026	OG0002026	YJR005W	augustus_masked-flattened_line_40-processed-gene-1.218-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.218&CDS=1-2142
2027	OG0002027	YJR006W	augustus_masked-flattened_line_21-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.53&CDS=1-1461
2028	OG0002028	YJR007W	augustus_masked-flattened_line_40-processed-gene-1.249-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.249&CDS=1-900
2029	OG0002029	YJR008W	augustus_masked-flattened_line_40-processed-gene-1.217-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.217&CDS=1-1002
2030	OG0002030	YJR014W	snap_masked-flattened_line_6-processed-gene-3.62-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.62&CDS=1-627
2031	OG0002031	YJR016C	augustus_masked-flattened_line_34-processed-gene-2.169-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-2.169&CDS=1-1794
2032	OG0002032	YJR017C	augustus_masked-flattened_line_4-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.56&CDS=1-525
2033	OG0002033	YJR024C	augustus_masked-flattened_line_8-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.65&CDS=1-789
2034	OG0002034	YJR025C	augustus_masked-flattened_line_23-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.115&CDS=1-558
2035	OG0002035	YJR032W	augustus_masked-flattened_line_25-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.4&CDS=1-1155
2036	OG0002036	YJR034W	genemark-flattened_line_72-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.20&CDS=1-405
2037	OG0002037	YJR035W	augustus_masked-flattened_line_88-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.72&CDS=1-3495
2038	OG0002038	YJR036C	snap_masked-flattened_line_27-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.93&CDS=1-2133
2039	OG0002039	YJR040W	augustus_masked-flattened_line_27-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.44&CDS=1-2310
2040	OG0002040	YJR041C	augustus_masked-flattened_line_27-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.66&CDS=1-3582
2041	OG0002041	YJR042W	augustus_masked-flattened_line_27-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.68&CDS=1-2385
2042	OG0002042	YJR044C	augustus_masked-flattened_line_4-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.7&CDS=1-420
2043	OG0002043	YJR045C	augustus_masked-flattened_line_82-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.84&CDS=1-1950
2044	OG0002044	YJR050W	augustus_masked-flattened_line_15-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.42&CDS=1-762
2045	OG0002045	YJR052W	augustus_masked-flattened_line_6-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.117&CDS=1-2016
2046	OG0002046	YJR055W	snap_masked-flattened_line_92-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.54&CDS=1-483
2047	OG0002047	YJR057W	augustus_masked-flattened_line_38-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.60&CDS=1-651
2048	OG0002048	YJR058C	augustus_masked-flattened_line_38-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.28&CDS=1-435
2049	OG0002049	YJR060W	augustus_masked-flattened_line_92-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.98&CDS=1-771
2050	OG0002050	YJR062C	augustus_masked-flattened_line_6-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.60&CDS=1-1068
2051	OG0002051	YJR063W	augustus_masked-flattened_line_32-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.21&CDS=1-372
2052	OG0002052	YJR064W	augustus_masked-flattened_line_32-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.22&CDS=1-1653
2053	OG0002053	YJR065C	augustus_masked-flattened_line_32-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.23&CDS=1-1275
2054	OG0002054	YJR067C	augustus_masked-flattened_line_56-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.97&CDS=1-456
2055	OG0002055	YJR068W	augustus_masked-flattened_line_56-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.122&CDS=1-1068
2056	OG0002056	YJR069C	augustus_masked-flattened_line_8-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.34&CDS=1-585
2057	OG0002057	YJR070C	augustus_masked-flattened_line_32-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.42&CDS=1-924
2058	OG0002058	YJR072C	augustus_masked-flattened_line_27-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.124&CDS=1-1149
2059	OG0002059	YJR073C	augustus_masked-flattened_line_27-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.114&CDS=1-633
2060	OG0002060	YJR074W	snap_masked-flattened_line_27-processed-gene-2.212-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-2.212&CDS=1-861
2061	OG0002061	YJR075W	augustus_masked-flattened_line_27-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.112&CDS=1-1182
2062	OG0002062	YJR076C	augustus_masked-flattened_line_13-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.52&CDS=1-1341
2063	OG0002063	YJR077C	augustus_masked-flattened_line_138-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.26&CDS=1-915
2064	OG0002064	YJR078W	augustus_masked-flattened_line_40-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.122&CDS=1-1401
2065	OG0002065	YJR082C	augustus_masked-flattened_line_8-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.133&CDS=1-420
2066	OG0002066	YJR084W	augustus_masked-flattened_line_80-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.81&CDS=1-1374
2067	OG0002067	YJR085C	augustus_masked-flattened_line_23-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.56&CDS=1-315
2068	OG0002068	YJR086W	snap_masked-flattened_line_21-processed-gene-2.241-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-2.241&CDS=1-270
2069	OG0002069	YJR088C	augustus_masked-flattened_line_80-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.82&CDS=1-864
2070	OG0002070	YJR089W	augustus_masked-flattened_line_80-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.73&CDS=1-3516
2071	OG0002071	YJR090C	snap_masked-flattened_line_80-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.12&CDS=1-2325
2072	OG0002072	YJR092W	snap_masked-flattened_line_80-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.32&CDS=1-5484
2073	OG0002073	YJR093C	augustus_masked-flattened_line_80-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.58&CDS=1-828
2074	OG0002074	YJR095W	augustus_masked-flattened_line_80-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.66&CDS=1-954
2075	OG0002075	YJR096W	augustus_masked-flattened_line_25-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.148&CDS=1-855
2076	OG0002076	YJR097W	augustus_masked-flattened_line_0-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.131&CDS=1-546
2077	OG0002077	YJR098C	maker-flattened_line_0-snap-gene-2.135-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.135&CDS=1-2493
2078	OG0002078	YJR099W	augustus_masked-flattened_line_72-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.46&CDS=1-741
2079	OG0002079	YJR100C	augustus_masked-flattened_line_80-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.67&CDS=1-1056
2080	OG0002080	YJR101W	augustus_masked-flattened_line_80-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.83&CDS=1-774
2081	OG0002081	YJR102C	augustus_masked-flattened_line_80-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.61&CDS=1-588
2082	OG0002082	YJR104C	augustus_masked-flattened_line_80-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.90&CDS=1-447
2083	OG0002083	YJR105W	augustus_masked-flattened_line_19-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.164&CDS=1-1035
2084	OG0002084	YJR107W	augustus_masked-flattened_line_23-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.116&CDS=1-1002
2085	OG0002085	YJR109C	augustus_masked-flattened_line_60-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.104&CDS=1-3459
2086	OG0002086	YJR110W	maker-flattened_line_13-snap-gene-2.44-mRNA-1_1&gene=maker-flattened_line_13-snap-gene-2.44&CDS=1-4263
2087	OG0002087	YJR111C	genemark-flattened_line_13-processed-gene-2.116-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.116&CDS=1-1020
2088	OG0002088	YJR112W	augustus_masked-flattened_line_60-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.102&CDS=1-627
2089	OG0002089	YJR112W-A	augustus_masked-flattened_line_34-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.79&CDS=1-543
2090	OG0002090	YJR113C	snap_masked-flattened_line_34-processed-gene-2.34-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-2.34&CDS=1-894
2091	OG0002091	YJR116W	augustus_masked-flattened_line_19-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.128&CDS=1-846
2092	OG0002092	YJR117W	augustus_masked-flattened_line_25-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.39&CDS=1-1374
2093	OG0002093	YJR118C	augustus_masked-flattened_line_19-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.166&CDS=1-534
2094	OG0002094	YJR119C	augustus_masked-flattened_line_25-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.3&CDS=1-2763
