	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034885_Ogataea_zsoltii
1489	OG0001489	YGR007W	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.193-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.193&CDS=1-1164
1490	OG0001490	YGR012W	snap_masked-NODE_39_length_98688_cov_30.9912_ID_77-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_39_length_98688_cov_30.9912_ID_77-processed-gene-0.7&CDS=1-1095
1491	OG0001491	YGR013W	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.29-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.29&CDS=1-1899
1492	OG0001492	YGR014W	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.266-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.266&CDS=1-3687
1493	OG0001493	YGR019W	snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.293-mRNA-1_1&gene=snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.293&CDS=1-1398
1494	OG0001494	YGR020C	snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.47&CDS=1-360
1495	OG0001495	YGR021W	snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.97&CDS=1-798
1496	OG0001496	YGR024C	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.22-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.22&CDS=1-807
1497	OG0001497	YGR026W	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.203-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.203&CDS=1-831
1498	OG0001498	YGR028W	snap_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.261-mRNA-1_1&gene=snap_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.261&CDS=1-1071
1499	OG0001499	YGR031W	genemark-NODE_39_length_98688_cov_30.9912_ID_77-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_39_length_98688_cov_30.9912_ID_77-processed-gene-0.75&CDS=1-978
1500	OG0001500	YGR033C	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-0.104&CDS=1-690
1501	OG0001501	YGR036C	genemark-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.163-mRNA-1_1&gene=genemark-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.163&CDS=1-534
1502	OG0001502	YGR037C	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.155&CDS=1-258
1503	OG0001503	YGR044C	genemark-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.46&CDS=1-1407
1504	OG0001504	YGR046W	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.38-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.38&CDS=1-1593
1505	OG0001505	YGR047C	snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.53&CDS=1-3048
1506	OG0001506	YGR048W	snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.96&CDS=1-1119
1507	OG0001507	YGR053C	snap_masked-NODE_58_length_32405_cov_30.6523_ID_115-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_58_length_32405_cov_30.6523_ID_115-processed-gene-0.38&CDS=1-876
1508	OG0001508	YGR054W	snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-0.117&CDS=1-1857
1509	OG0001509	YGR055W	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-0.7&CDS=1-1614
1510	OG0001510	YGR057C	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.45&CDS=1-630
1511	OG0001511	YGR060W	snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.114&CDS=1-933
1512	OG0001512	YGR061C	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.279-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.279&CDS=1-4077
1513	OG0001513	YGR062C	genemark-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.223-mRNA-1_1&gene=genemark-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.223&CDS=1-993
1514	OG0001514	YGR063C	maker-NODE_6_length_396474_cov_30.9587_ID_11-snap-gene-2.7-mRNA-1_1&gene=maker-NODE_6_length_396474_cov_30.9587_ID_11-snap-gene-2.7&CDS=1-354
1515	OG0001515	YGR074W	snap_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.43&CDS=1-357
1516	OG0001516	YGR076C	snap_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.9&CDS=1-495
1517	OG0001517	YGR077C	snap_masked-NODE_32_length_134182_cov_33.8379_ID_63-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_32_length_134182_cov_33.8379_ID_63-processed-gene-0.14&CDS=1-2064
1518	OG0001518	YGR078C	snap_masked-NODE_32_length_134182_cov_33.8379_ID_63-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_32_length_134182_cov_33.8379_ID_63-processed-gene-0.13&CDS=1-579
1519	OG0001519	YGR080W	snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-0.122&CDS=1-966
1520	OG0001520	YGR081C	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.52-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.52&CDS=1-507
1521	OG0001521	YGR082W	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.27-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.27&CDS=1-495
1522	OG0001522	YGR083C	snap_masked-NODE_32_length_134182_cov_33.8379_ID_63-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_32_length_134182_cov_33.8379_ID_63-processed-gene-0.26&CDS=1-1458
1523	OG0001523	YGR086C	snap_masked-NODE_32_length_134182_cov_33.8379_ID_63-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_32_length_134182_cov_33.8379_ID_63-processed-gene-0.27&CDS=1-933
1524	OG0001524	YGR089W	snap_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.27&CDS=1-2289
1525	OG0001525	YGR090W	snap_masked-NODE_38_length_101086_cov_29.1576_ID_75-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_38_length_101086_cov_29.1576_ID_75-processed-gene-0.124&CDS=1-3531
1526	OG0001526	YGR091W	snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.321-mRNA-1_1&gene=snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.321&CDS=1-1446
1527	OG0001527	YGR094W	snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.265-mRNA-1_1&gene=snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.265&CDS=1-3219
1528	OG0001528	YGR095C	augustus_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.213&CDS=1-663
1529	OG0001529	YGR096W	snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.322-mRNA-1_1&gene=snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.322&CDS=1-864
1530	OG0001530	YGR098C	genemark-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.229-mRNA-1_1&gene=genemark-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.229&CDS=1-4749
1531	OG0001531	YGR099W	genemark-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.115-mRNA-1_1&gene=genemark-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.115&CDS=1-2391
1532	OG0001532	YGR100W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.255-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.255&CDS=1-2706
1533	OG0001533	YGR102C	augustus_masked-NODE_45_length_62926_cov_29.9951_ID_89-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_45_length_62926_cov_29.9951_ID_89-processed-gene-0.33&CDS=1-516
1534	OG0001534	YGR103W	snap_masked-NODE_45_length_62926_cov_29.9951_ID_89-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_45_length_62926_cov_29.9951_ID_89-processed-gene-0.81&CDS=1-1797
1535	OG0001535	YGR104C	snap_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.60&CDS=1-738
1536	OG0001536	YGR105W	snap_masked-NODE_53_length_40581_cov_30.4966_ID_105-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_53_length_40581_cov_30.4966_ID_105-processed-gene-0.0&CDS=1-222
1537	OG0001537	YGR110W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.280-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.280&CDS=1-1233
1538	OG0001538	YGR111W	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.192-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.192&CDS=1-1098
1539	OG0001539	YGR112W	maker-NODE_6_length_396474_cov_30.9587_ID_11-snap-gene-1.5-mRNA-1_1&gene=maker-NODE_6_length_396474_cov_30.9587_ID_11-snap-gene-1.5&CDS=1-3771
1540	OG0001540	YGR113W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-1.149-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-1.149&CDS=1-831
1541	OG0001541	YGR116W	snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.41&CDS=1-4323
1542	OG0001542	YGR119C	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.130-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.130&CDS=1-1434
1543	OG0001543	YGR123C	snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.250-mRNA-1_1&gene=snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.250&CDS=1-1527
1544	OG0001544	YGR125W	snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-0.135&CDS=1-3120
1545	OG0001545	YGR128C	snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-0.137&CDS=1-2391
1546	OG0001546	YGR132C	maker-NODE_5_length_464012_cov_40.2151_ID_9-snap-gene-3.262-mRNA-1_1&gene=maker-NODE_5_length_464012_cov_40.2151_ID_9-snap-gene-3.262&CDS=1-843
1547	OG0001547	YGR134W	snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.206-mRNA-1_1&gene=snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.206&CDS=1-3771
1548	OG0001548	YGR135W	snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-3.4-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-3.4&CDS=1-753
1549	OG0001549	YGR144W	snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.139&CDS=1-972
1550	OG0001550	YGR145W	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-3.19-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-3.19&CDS=1-2049
1551	OG0001551	YGR147C	snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.65&CDS=1-639
1552	OG0001552	YGR149W	snap_masked-NODE_53_length_40581_cov_30.4966_ID_105-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_53_length_40581_cov_30.4966_ID_105-processed-gene-0.13&CDS=1-1416
1553	OG0001553	YGR150C	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.11-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.11&CDS=1-2097
1554	OG0001554	YGR152C	augustus_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-0.60&CDS=1-705
1555	OG0001555	YGR158C	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.281-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.281&CDS=1-765
1556	OG0001556	YGR159C	snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-0.32&CDS=1-1416
1557	OG0001557	YGR161C	augustus_masked-NODE_36_length_115515_cov_29.1138_ID_71-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_36_length_115515_cov_29.1138_ID_71-processed-gene-0.156&CDS=1-864
1558	OG0001558	YGR163W	augustus_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.149&CDS=1-1602
1559	OG0001559	YGR165W	snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.268-mRNA-1_1&gene=snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.268&CDS=1-1053
1560	OG0001560	YGR166W	snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-0.50&CDS=1-1374
1561	OG0001561	YGR167W	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-1.6&CDS=1-642
1562	OG0001562	YGR170W	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.213-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.213&CDS=1-3159
1563	OG0001563	YGR171C	maker-NODE_7_length_357092_cov_29.7097_ID_13-augustus-gene-2.234-mRNA-1_1&gene=maker-NODE_7_length_357092_cov_29.7097_ID_13-augustus-gene-2.234&CDS=1-1911
1564	OG0001564	YGR172C	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.258-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.258&CDS=1-732
1565	OG0001565	YGR173W	snap_masked-NODE_60_length_27067_cov_32.9766_ID_119-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_60_length_27067_cov_32.9766_ID_119-processed-gene-0.1&CDS=1-1116
1566	OG0001566	YGR174C	snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-0.27&CDS=1-435
1567	OG0001567	YGR175C	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.141-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.141&CDS=1-1473
1568	OG0001568	YGR178C	snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.96&CDS=1-2304
1569	OG0001569	YGR184C	maker-NODE_5_length_464012_cov_40.2151_ID_9-augustus-gene-3.162-mRNA-1_1&gene=maker-NODE_5_length_464012_cov_40.2151_ID_9-augustus-gene-3.162&CDS=1-5772
1570	OG0001570	YGR185C	augustus_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.97&CDS=1-4296
1571	OG0001571	YGR187C	maker-NODE_5_length_464012_cov_40.2151_ID_9-snap-gene-3.264-mRNA-1_1&gene=maker-NODE_5_length_464012_cov_40.2151_ID_9-snap-gene-3.264&CDS=1-2760
1572	OG0001572	YGR188C	snap_masked-NODE_41_length_95792_cov_31.6591_ID_81-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_41_length_95792_cov_31.6591_ID_81-processed-gene-0.131&CDS=1-2601
1573	OG0001573	YGR193C	maker-NODE_14_length_272433_cov_31.4939_ID_27-snap-gene-0.155-mRNA-1_1&gene=maker-NODE_14_length_272433_cov_31.4939_ID_27-snap-gene-0.155&CDS=1-1161
1574	OG0001574	YGR194C	maker-NODE_22_length_197219_cov_30.0249_ID_43-snap-gene-0.14-mRNA-1_1&gene=maker-NODE_22_length_197219_cov_30.0249_ID_43-snap-gene-0.14&CDS=1-2031
1575	OG0001575	YGR195W	augustus_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-1.2&CDS=1-741
1576	OG0001576	YGR200C	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.162-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.162&CDS=1-2310
1577	OG0001577	YGR202C	maker-NODE_5_length_464012_cov_40.2151_ID_9-augustus-gene-3.160-mRNA-1_1&gene=maker-NODE_5_length_464012_cov_40.2151_ID_9-augustus-gene-3.160&CDS=1-1968
1578	OG0001578	YGR205W	snap_masked-NODE_46_length_62124_cov_29.1229_ID_91-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_46_length_62124_cov_29.1229_ID_91-processed-gene-0.94&CDS=1-873
1579	OG0001579	YGR207C	snap_masked-NODE_46_length_62124_cov_29.1229_ID_91-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_46_length_62124_cov_29.1229_ID_91-processed-gene-0.95&CDS=1-768
1580	OG0001580	YGR208W	snap_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.237-mRNA-1_1&gene=snap_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.237&CDS=1-903
1581	OG0001581	YGR210C	snap_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.199-mRNA-1_1&gene=snap_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.199&CDS=1-1248
1582	OG0001582	YGR211W	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.33&CDS=1-1473
1583	OG0001583	YGR212W	snap_masked-NODE_40_length_98301_cov_29.074_ID_79-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_40_length_98301_cov_29.074_ID_79-processed-gene-0.142&CDS=1-1326
1584	OG0001584	YGR215W	snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.30&CDS=1-354
1585	OG0001585	YGR216C	snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.65&CDS=1-1818
1586	OG0001586	YGR217W	maker-NODE_9_length_332902_cov_30.3286_ID_17-augustus-gene-0.136-mRNA-1_1&gene=maker-NODE_9_length_332902_cov_30.3286_ID_17-augustus-gene-0.136&CDS=1-7248
1587	OG0001587	YGR218W	snap_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.45&CDS=1-3222
1588	OG0001588	YGR223C	snap_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.237-mRNA-1_1&gene=snap_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.237&CDS=1-1155
1589	OG0001589	YGR225W	maker-NODE_19_length_231802_cov_29.4664_ID_37-snap-gene-1.1-mRNA-1_1&gene=maker-NODE_19_length_231802_cov_29.4664_ID_37-snap-gene-1.1&CDS=1-4065
1590	OG0001590	YGR227W	snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.33&CDS=1-1401
1591	OG0001591	YGR231C	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.15&CDS=1-924
1592	OG0001592	YGR233C	augustus_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.42&CDS=1-4455
1593	OG0001593	YGR244C	snap_masked-NODE_39_length_98688_cov_30.9912_ID_77-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_39_length_98688_cov_30.9912_ID_77-processed-gene-0.42&CDS=1-1236
1594	OG0001594	YGR245C	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.143-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.143&CDS=1-2253
1595	OG0001595	YGR246C	maker-NODE_14_length_272433_cov_31.4939_ID_27-snap-gene-1.301-mRNA-1_1&gene=maker-NODE_14_length_272433_cov_31.4939_ID_27-snap-gene-1.301&CDS=1-3366
1596	OG0001596	YGR252W	maker-NODE_9_length_332902_cov_30.3286_ID_17-augustus-gene-2.190-mRNA-1_1&gene=maker-NODE_9_length_332902_cov_30.3286_ID_17-augustus-gene-2.190&CDS=1-2775
1597	OG0001597	YGR253C	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.35-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.35&CDS=1-774
1598	OG0001598	YGR254W	snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-1.150-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-1.150&CDS=1-1311
1599	OG0001599	YGR255C	snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-0.36&CDS=1-1395
1600	OG0001600	YGR257C	snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-0.131&CDS=1-1152
1601	OG0001601	YGR258C	snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-3.53-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-3.53&CDS=1-3204
1602	OG0001602	YGR261C	maker-NODE_5_length_464012_cov_40.2151_ID_9-augustus-gene-3.168-mRNA-1_1&gene=maker-NODE_5_length_464012_cov_40.2151_ID_9-augustus-gene-3.168&CDS=1-2802
1603	OG0001603	YGR264C	snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-0.105&CDS=1-2268
1604	OG0001604	YGR266W	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.209-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.209&CDS=1-2085
1605	OG0001605	YGR267C	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-0.43&CDS=1-852
1606	OG0001606	YGR268C	augustus_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.20&CDS=1-681
1607	OG0001607	YGR270W	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.143-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.143&CDS=1-3741
1608	OG0001608	YGR271C-A	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-3.18-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-3.18&CDS=1-696
1609	OG0001609	YGR271W	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.10-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.10&CDS=1-5865
