	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026274_Komagataella_populi
1594	OG0001594	YGR223C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-18.143-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-18.143&CDS=1-1140
1595	OG0001595	YGR225W	maker-NODE_1_length_2210088_cov_13.6287_ID_1-augustus-gene-15.6-mRNA-1_1&gene=maker-NODE_1_length_2210088_cov_13.6287_ID_1-augustus-gene-15.6&CDS=1-3780
1596	OG0001596	YGR227W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-15.51-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-15.51&CDS=1-1482
1597	OG0001597	YGR229C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-15.27-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-15.27&CDS=1-1035
1598	OG0001598	YGR231C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-15.26-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-15.26&CDS=1-909
1599	OG0001599	YGR233C	snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-1.12&CDS=1-3222
1600	OG0001600	YGR235C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-6.11-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-6.11&CDS=1-756
1601	OG0001601	YGR244C	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.66-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.66&CDS=1-1236
1602	OG0001602	YGR245C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.47-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.47&CDS=1-2133
1603	OG0001603	YGR246C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-5.17-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-5.17&CDS=1-1695
1604	OG0001604	YGR251W	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-6.59-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-6.59&CDS=1-558
1605	OG0001605	YGR253C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-0.139&CDS=1-756
1606	OG0001606	YGR254W	snap_masked-NODE_11_length_163730_cov_12.9314_ID_21-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_11_length_163730_cov_12.9314_ID_21-processed-gene-0.43&CDS=1-1308
1607	OG0001607	YGR255C	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-10.113-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-10.113&CDS=1-1389
1608	OG0001608	YGR257C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-6.60-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-6.60&CDS=1-1185
1609	OG0001609	YGR258C	snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-3.50-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-3.50&CDS=1-3144
1610	OG0001610	YGR261C	augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.192-mRNA-1_1&gene=augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.192&CDS=1-2598
1611	OG0001611	YGR262C	augustus_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-4.160-mRNA-1_1&gene=augustus_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-4.160&CDS=1-810
1612	OG0001612	YGR264C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-4.23-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-4.23&CDS=1-2232
1613	OG0001613	YGR267C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-3.127-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-3.127&CDS=1-753
1614	OG0001614	YGR270W	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-5.44-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-5.44&CDS=1-3879
1615	OG0001615	YGR271C-A	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.172-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.172&CDS=1-711
1616	OG0001616	YGR274C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-21.176-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-21.176&CDS=1-3021
1617	OG0001617	YGR276C	genemark-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-21.87-mRNA-1_1&gene=genemark-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-21.87&CDS=1-1623
1618	OG0001618	YGR277C	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.70-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.70&CDS=1-891
1619	OG0001619	YGR278W	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.57&CDS=1-1839
1620	OG0001620	YGR279C	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-4.15-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-4.15&CDS=1-1047
1621	OG0001621	YGR280C	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-4.14-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-4.14&CDS=1-909
1622	OG0001622	YGR282C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-16.17-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-16.17&CDS=1-930
1623	OG0001623	YGR284C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-9.17-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-9.17&CDS=1-936
1624	OG0001624	YGR285C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-9.15-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-9.15&CDS=1-1347
1625	OG0001625	YGR286C	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-0.43&CDS=1-1167
1626	OG0001626	YHL004W	snap_masked-NODE_17_length_35503_cov_22.0361_ID_33-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_17_length_35503_cov_22.0361_ID_33-processed-gene-0.14&CDS=1-1158
1627	OG0001627	YHL008C	snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-2.70-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-2.70&CDS=1-1476
1628	OG0001628	YHL009C	snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-1.49&CDS=1-678
1629	OG0001629	YHL015W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-8.34-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-8.34&CDS=1-354
1630	OG0001630	YHL016C	snap_masked-NODE_14_length_103125_cov_17.5621_ID_27-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_14_length_103125_cov_17.5621_ID_27-processed-gene-0.24&CDS=1-2124
1631	OG0001631	YHL018W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-20.20-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-20.20&CDS=1-279
1632	OG0001632	YHL020C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-3.111-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-3.111&CDS=1-1170
1633	OG0001633	YHL021C	augustus_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-2.107&CDS=1-1398
1634	OG0001634	YHL022C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-18.171-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-18.171&CDS=1-1236
1635	OG0001635	YHL023C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-2.139-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-2.139&CDS=1-2373
1636	OG0001636	YHL024W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-1.28&CDS=1-2028
1637	OG0001637	YHL027W	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-10.23-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-10.23&CDS=1-1797
1638	OG0001638	YHL029C	snap_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-0.32&CDS=1-2022
1639	OG0001639	YHL030W	augustus_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-6.175-mRNA-1_1&gene=augustus_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-6.175&CDS=1-5358
1640	OG0001640	YHL031C	maker-NODE_10_length_178938_cov_14.5517_ID_19-augustus-gene-0.16-mRNA-1_1&gene=maker-NODE_10_length_178938_cov_14.5517_ID_19-augustus-gene-0.16&CDS=1-3975
1641	OG0001641	YHL032C	snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-6.127-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-6.127&CDS=1-1863
1642	OG0001642	YHR001W-A	snap_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-0.138-mRNA-1_1&gene=snap_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-0.138&CDS=1-234
1643	OG0001643	YHR002W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-4.57-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-4.57&CDS=1-1149
1644	OG0001644	YHR004C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-8.47-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-8.47&CDS=1-1287
1645	OG0001645	YHR005C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-4.16-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-4.16&CDS=1-1311
1646	OG0001646	YHR005C-A	maker-NODE_2_length_1250338_cov_14.0143_ID_3-snap-gene-9.147-mRNA-1_1&gene=maker-NODE_2_length_1250338_cov_14.0143_ID_3-snap-gene-9.147&CDS=1-276
1647	OG0001647	YHR007C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-3.23-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-3.23&CDS=1-1545
1648	OG0001648	YHR008C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-20.61-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-20.61&CDS=1-669
1649	OG0001649	YHR009C	augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-4.102&CDS=1-2589
1650	OG0001650	YHR011W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-20.48-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-20.48&CDS=1-1353
1651	OG0001651	YHR012W	snap_masked-NODE_11_length_163730_cov_12.9314_ID_21-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_11_length_163730_cov_12.9314_ID_21-processed-gene-0.24&CDS=1-786
1652	OG0001652	YHR013C	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-1.41&CDS=1-609
1653	OG0001653	YHR016C	maker-NODE_3_length_1151431_cov_13.5986_ID_5-snap-gene-6.9-mRNA-1_1&gene=maker-NODE_3_length_1151431_cov_13.5986_ID_5-snap-gene-6.9&CDS=1-1218
1654	OG0001654	YHR018C	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-5.26-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-5.26&CDS=1-1395
1655	OG0001655	YHR019C	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-5.25-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-5.25&CDS=1-1653
1656	OG0001656	YHR020W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-5.47-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-5.47&CDS=1-2031
1657	OG0001657	YHR024C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-6.17-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-6.17&CDS=1-1443
1658	OG0001658	YHR025W	augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-4.72&CDS=1-1542
1659	OG0001659	YHR027C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-4.36-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-4.36&CDS=1-2745
1660	OG0001660	YHR034C	augustus_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.71&CDS=1-1038
1661	OG0001661	YHR037W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.29-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.29&CDS=1-1758
1662	OG0001662	YHR038W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.139-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.139&CDS=1-678
1663	OG0001663	YHR039C	maker-NODE_4_length_855327_cov_14.0443_ID_7-augustus-gene-2.6-mRNA-1_1&gene=maker-NODE_4_length_855327_cov_14.0443_ID_7-augustus-gene-2.6&CDS=1-2211
1664	OG0001664	YHR040W	augustus_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.88&CDS=1-870
1665	OG0001665	YHR041C	augustus_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-5.135&CDS=1-813
1666	OG0001666	YHR042W	snap_masked-NODE_12_length_140570_cov_14.8648_ID_23-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_12_length_140570_cov_14.8648_ID_23-processed-gene-0.58&CDS=1-2049
1667	OG0001667	YHR045W	augustus_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-3.74&CDS=1-1494
1668	OG0001668	YHR049W	snap_masked-NODE_10_length_178938_cov_14.5517_ID_19-processed-gene-0.228-mRNA-1_1&gene=snap_masked-NODE_10_length_178938_cov_14.5517_ID_19-processed-gene-0.228&CDS=1-858
1669	OG0001669	YHR051W	maker-NODE_3_length_1151431_cov_13.5986_ID_5-snap-gene-6.5-mRNA-1_1&gene=maker-NODE_3_length_1151431_cov_13.5986_ID_5-snap-gene-6.5&CDS=1-432
1670	OG0001670	YHR052W	snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-1.18&CDS=1-1227
1671	OG0001671	YHR058C	snap_masked-NODE_10_length_178938_cov_14.5517_ID_19-processed-gene-0.210-mRNA-1_1&gene=snap_masked-NODE_10_length_178938_cov_14.5517_ID_19-processed-gene-0.210&CDS=1-645
1672	OG0001672	YHR059W	snap_masked-NODE_10_length_178938_cov_14.5517_ID_19-processed-gene-0.255-mRNA-1_1&gene=snap_masked-NODE_10_length_178938_cov_14.5517_ID_19-processed-gene-0.255&CDS=1-399
1673	OG0001673	YHR062C	snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-3.57&CDS=1-846
1674	OG0001674	YHR063C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-10.155-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-10.155&CDS=1-1044
1675	OG0001675	YHR064C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-3.112&CDS=1-1593
1676	OG0001676	YHR065C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.156-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.156&CDS=1-1428
1677	OG0001677	YHR068W	augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-3.108&CDS=1-2448
1678	OG0001678	YHR069C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-1.170-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-1.170&CDS=1-1047
1679	OG0001679	YHR070W	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-9.47-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-9.47&CDS=1-1437
1680	OG0001680	YHR071W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-4.17-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-4.17&CDS=1-747
1681	OG0001681	YHR072W	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-5.10-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-5.10&CDS=1-2163
1682	OG0001682	YHR072W-A	snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-6.58-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-6.58&CDS=1-183
1683	OG0001683	YHR073W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-5.20-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-5.20&CDS=1-2865
1684	OG0001684	YHR074W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.130-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.130&CDS=1-2139
1685	OG0001685	YHR075C	augustus_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.97&CDS=1-1197
1686	OG0001686	YHR076W	snap_masked-NODE_13_length_119991_cov_18.9278_ID_25-processed-gene-0.166-mRNA-1_1&gene=snap_masked-NODE_13_length_119991_cov_18.9278_ID_25-processed-gene-0.166&CDS=1-1113
1687	OG0001687	YHR077C	snap_masked-NODE_13_length_119991_cov_18.9278_ID_25-processed-gene-0.141-mRNA-1_1&gene=snap_masked-NODE_13_length_119991_cov_18.9278_ID_25-processed-gene-0.141&CDS=1-2850
1688	OG0001688	YHR078W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-5.13-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-5.13&CDS=1-1596
1689	OG0001689	YHR079C	maker-NODE_3_length_1151431_cov_13.5986_ID_5-augustus-gene-0.156-mRNA-1_1&gene=maker-NODE_3_length_1151431_cov_13.5986_ID_5-augustus-gene-0.156&CDS=1-4128
1690	OG0001690	YHR081W	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-1.39&CDS=1-540
1691	OG0001691	YHR083W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.113-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.113&CDS=1-969
1692	OG0001692	YHR084W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.112-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.112&CDS=1-1482
1693	OG0001693	YHR085W	maker-NODE_4_length_855327_cov_14.0443_ID_7-snap-gene-2.0-mRNA-1_1&gene=maker-NODE_4_length_855327_cov_14.0443_ID_7-snap-gene-2.0&CDS=1-999
1694	OG0001694	YHR088W	augustus_masked-NODE_12_length_140570_cov_14.8648_ID_23-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_12_length_140570_cov_14.8648_ID_23-processed-gene-0.134&CDS=1-879
1695	OG0001695	YHR089C	snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-5.92-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-5.92&CDS=1-606
1696	OG0001696	YHR090C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-10.41-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-10.41&CDS=1-783
1697	OG0001697	YHR098C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-2.17-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-2.17&CDS=1-2760
1698	OG0001698	YHR099W	snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-3.37-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-3.37&CDS=1-11481
1699	OG0001699	YHR100C	augustus_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-3.67&CDS=1-606
1700	OG0001700	YHR101C	snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-3.64&CDS=1-1107
1701	OG0001701	YHR104W	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-7.19-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-7.19&CDS=1-957
1702	OG0001702	YHR105W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-8.55-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-8.55&CDS=1-402
1703	OG0001703	YHR107C	maker-NODE_4_length_855327_cov_14.0443_ID_7-snap-gene-1.179-mRNA-1_1&gene=maker-NODE_4_length_855327_cov_14.0443_ID_7-snap-gene-1.179&CDS=1-1131
1704	OG0001704	YHR108W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-1.44&CDS=1-1725
1705	OG0001705	YHR109W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.16-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.16&CDS=1-1263
1706	OG0001706	YHR111W	maker-NODE_7_length_738499_cov_13.121_ID_13-augustus-gene-6.248-mRNA-1_1&gene=maker-NODE_7_length_738499_cov_13.121_ID_13-augustus-gene-6.248&CDS=1-1980
1707	OG0001707	YHR112C	genemark-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-3.135-mRNA-1_1&gene=genemark-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-3.135&CDS=1-1155
1708	OG0001708	YHR113W	maker-NODE_4_length_855327_cov_14.0443_ID_7-augustus-gene-7.18-mRNA-1_1&gene=maker-NODE_4_length_855327_cov_14.0443_ID_7-augustus-gene-7.18&CDS=1-3027
1709	OG0001709	YHR116W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.51-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.51&CDS=1-291
1710	OG0001710	YHR119W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.5-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.5&CDS=1-3066
1711	OG0001711	YHR120W	augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.166-mRNA-1_1&gene=augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.166&CDS=1-2844
1712	OG0001712	YHR122W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-10.171-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-10.171&CDS=1-597
1713	OG0001713	YHR123W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-10.170-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-10.170&CDS=1-1170
