	OrthologID	Lachancea_cidri	Saccharomyces_cerevisiae
1630	OG0001630	snap_masked-LACI0E-processed-gene-10.102-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-10.102&CDS=1-810	YIR030C
1631	OG0001631	snap_masked-LACI0E-processed-gene-10.103-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-10.103&CDS=1-228	YDR525W-A
1632	OG0001632	snap_masked-LACI0E-processed-gene-10.104-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-10.104&CDS=1-1338	YDR527W
1633	OG0001633	snap_masked-LACI0E-processed-gene-10.105-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-10.105&CDS=1-1065	YDR532C
1634	OG0001634	augustus_masked-LACI0E-processed-gene-10.63-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-10.63&CDS=1-1083	YDR531W
1635	OG0001635	augustus_masked-LACI0E-processed-gene-10.64-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-10.64&CDS=1-1188	YCL051W
1636	OG0001636	augustus_masked-LACI0E-processed-gene-10.29-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-10.29&CDS=1-1134	YCL052C
1637	OG0001637	snap_masked-LACI0E-processed-gene-10.154-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-10.154&CDS=1-2502	YCL054W
1638	OG0001638	snap_masked-LACI0E-processed-gene-10.155-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-10.155&CDS=1-942	YCL055W
1639	OG0001639	snap_masked-LACI0E-processed-gene-10.158-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-10.158&CDS=1-2043	YCL057W
1640	OG0001640	snap_masked-LACI0E-processed-gene-10.111-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-10.111&CDS=1-246	YCL057C-A
1641	OG0001641	augustus_masked-LACI0E-processed-gene-10.68-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-10.68&CDS=1-312	YCL058W-A
1642	OG0001642	snap_masked-LACI0E-processed-gene-10.112-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-10.112&CDS=1-1005	YCL059C
1643	OG0001643	augustus_masked-LACI0E-processed-gene-10.34-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-10.34&CDS=1-2982	YCL061C
1644	OG0001644	augustus_masked-LACI0E-processed-gene-10.69-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-10.69&CDS=1-1380	YCL063W
1645	OG0001645	snap_masked-LACI0E-processed-gene-10.114-mRNA-1_1&gene=snap_masked-LACI0E-processed-gene-10.114&CDS=1-1074	YCL064C
1646	OG0001646	augustus_masked-LACI0E-processed-gene-10.71-mRNA-1_1&gene=augustus_masked-LACI0E-processed-gene-10.71&CDS=1-942	YKL216W
1647	OG0001647	snap_masked-LACI0F-processed-gene-0.2-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-0.2&CDS=1-1701	YLL058W
1648	OG0001648	snap_masked-LACI0F-processed-gene-0.25-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-0.25&CDS=1-2058	YOR384W
1649	OG0001649	snap_masked-LACI0F-processed-gene-0.10-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-0.10&CDS=1-579	YOL149W
1650	OG0001650	augustus_masked-LACI0F-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-0.68&CDS=1-2439	YOL147C
1651	OG0001651	snap_masked-LACI0F-processed-gene-0.11-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-0.11&CDS=1-552	YOL146W
1652	OG0001652	snap_masked-LACI0F-processed-gene-0.29-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-0.29&CDS=1-3243	YOL145C
1653	OG0001653	augustus_masked-LACI0F-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-0.54&CDS=1-1419	YOL144W
1654	OG0001654	maker-LACI0F-augustus-gene-0.85-mRNA-1_1&gene=maker-LACI0F-augustus-gene-0.85&CDS=1-1833	YNL330C
1655	OG0001655	snap_masked-LACI0F-processed-gene-0.32-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-0.32&CDS=1-3108	YNL329C
1656	OG0001656	snap_masked-LACI0F-processed-gene-0.33-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-0.33&CDS=1-441	YNL328C
1657	OG0001657	snap_masked-LACI0F-processed-gene-0.34-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-0.34&CDS=1-630	YNL326C
1658	OG0001658	snap_masked-LACI0F-processed-gene-0.14-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-0.14&CDS=1-708	YOL142W
1659	OG0001659	snap_masked-LACI0F-processed-gene-0.35-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-0.35&CDS=1-2637	YNL325C
1660	OG0001660	augustus_masked-LACI0F-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-0.57&CDS=1-2097	YOL141W
1661	OG0001661	snap_masked-LACI0F-processed-gene-0.36-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-0.36&CDS=1-1518	YGR197C
1662	OG0001662	maker-LACI0F-augustus-gene-0.84-mRNA-1_1&gene=maker-LACI0F-augustus-gene-0.84&CDS=1-2880	YOL140W
1663	OG0001663	genemark-LACI0F-processed-gene-0.124-mRNA-1_1&gene=genemark-LACI0F-processed-gene-0.124&CDS=1-897	YNL322C
1664	OG0001664	snap_masked-LACI0F-processed-gene-0.17-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-0.17&CDS=1-2394	YNL321W
1665	OG0001665	snap_masked-LACI0F-processed-gene-0.37-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-0.37&CDS=1-621	YOL139C
1666	OG0001666	snap_masked-LACI0F-processed-gene-0.18-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-0.18&CDS=1-846	YNL320W
1667	OG0001667	snap_masked-LACI0F-processed-gene-0.38-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-0.38&CDS=1-3948	YOL138C
1668	OG0001668	snap_masked-LACI0F-processed-gene-0.19-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-0.19&CDS=1-1380	YOL137W
1669	OG0001669	genemark-LACI0F-processed-gene-0.108-mRNA-1_1&gene=genemark-LACI0F-processed-gene-0.108&CDS=1-1365	YNL317W
1670	OG0001670	snap_masked-LACI0F-processed-gene-0.40-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-0.40&CDS=1-1134	YOL136C
1671	OG0001671	snap_masked-LACI0F-processed-gene-0.41-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-0.41&CDS=1-723	YOL135C
1672	OG0001672	snap_masked-LACI0F-processed-gene-1.0-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.0&CDS=1-327	YOL133W
1673	OG0001673	snap_masked-LACI0F-processed-gene-1.4-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.4&CDS=1-1005	YNL316C
1674	OG0001674	snap_masked-LACI0F-processed-gene-1.5-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.5&CDS=1-966	YNL315C
1675	OG0001675	augustus_masked-LACI0F-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-1.49&CDS=1-882	YNL314W
1676	OG0001676	snap_masked-LACI0F-processed-gene-1.6-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.6&CDS=1-2706	YNL313C
1677	OG0001677	augustus_masked-LACI0F-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-1.50&CDS=1-2184	YOL132W
1678	OG0001678	snap_masked-LACI0F-processed-gene-1.21-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.21&CDS=1-2250	YNL311C
1679	OG0001679	snap_masked-LACI0F-processed-gene-1.22-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.22&CDS=1-540	YNL310C
1680	OG0001680	augustus_masked-LACI0F-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-1.54&CDS=1-897	YNL309W
1681	OG0001681	snap_masked-LACI0F-processed-gene-1.23-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.23&CDS=1-1689	YNL308C
1682	OG0001682	snap_masked-LACI0F-processed-gene-1.9-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.9&CDS=1-528	YOL129W
1683	OG0001683	snap_masked-LACI0F-processed-gene-1.24-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.24&CDS=1-1089	YNL307C
1684	OG0001684	augustus_masked-LACI0F-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-1.57&CDS=1-621	YNL306W
1685	OG0001685	maker-LACI0F-snap-gene-1.94-mRNA-1_1&gene=maker-LACI0F-snap-gene-1.94&CDS=1-426	YOL127W
1686	OG0001686	snap_masked-LACI0F-processed-gene-1.25-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.25&CDS=1-888	YNL305C
1687	OG0001687	snap_masked-LACI0F-processed-gene-1.26-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.26&CDS=1-1086	YOL126C
1688	OG0001688	augustus_masked-LACI0F-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-1.59&CDS=1-1539	YOL125W
1689	OG0001689	augustus_masked-LACI0F-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-1.60&CDS=1-1359	YNL304W
1690	OG0001690	snap_masked-LACI0F-processed-gene-1.29-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.29&CDS=1-1308	YOL124C
1691	OG0001691	snap_masked-LACI0F-processed-gene-1.12-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.12&CDS=1-1662	YOL123W
1692	OG0001692	snap_masked-LACI0F-processed-gene-1.31-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.31&CDS=1-1596	YPR169W
1693	OG0001693	snap_masked-LACI0F-processed-gene-1.32-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.32&CDS=1-453	YPR168W
1694	OG0001694	snap_masked-LACI0F-processed-gene-1.13-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.13&CDS=1-1179	YPR167C
1695	OG0001695	augustus_masked-LACI0F-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-1.78&CDS=1-627	YPR165W
1696	OG0001696	augustus_masked-LACI0F-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-1.80&CDS=1-3510	YPR164W
1697	OG0001697	snap_masked-LACI0F-processed-gene-1.14-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.14&CDS=1-1236	YPR163C
1698	OG0001698	snap_masked-LACI0F-processed-gene-1.15-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.15&CDS=1-1752	YPR162C
1699	OG0001699	augustus_masked-LACI0F-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-1.65&CDS=1-4029	YPR161C
1700	OG0001700	snap_masked-LACI0F-processed-gene-1.37-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.37&CDS=1-1557	YER025W
1701	OG0001701	snap_masked-LACI0F-processed-gene-1.38-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.38&CDS=1-2778	YLR451W
1702	OG0001702	augustus_masked-LACI0F-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-1.67&CDS=1-1332	YJR124C
1703	OG0001703	snap_masked-LACI0F-processed-gene-1.39-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.39&CDS=1-2523	YER024W
1704	OG0001704	snap_masked-LACI0F-processed-gene-1.40-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.40&CDS=1-675	YJR123W
1705	OG0001705	snap_masked-LACI0F-processed-gene-1.41-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.41&CDS=1-1443	YJR122W
1706	OG0001706	snap_masked-LACI0F-processed-gene-1.42-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.42&CDS=1-1524	YJR121W
1707	OG0001707	snap_masked-LACI0F-processed-gene-1.43-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.43&CDS=1-849	YER023W
1708	OG0001708	maker-LACI0F-augustus-gene-1.155-mRNA-1_1&gene=maker-LACI0F-augustus-gene-1.155&CDS=1-2943	YJR119C
1709	OG0001709	snap_masked-LACI0F-processed-gene-1.45-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.45&CDS=1-1983	YER022W
1710	OG0001710	snap_masked-LACI0F-processed-gene-1.46-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.46&CDS=1-1500	YER021W
1711	OG0001711	snap_masked-LACI0F-processed-gene-1.47-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.47&CDS=1-1365	YJR117W
1712	OG0001712	snap_masked-LACI0F-processed-gene-1.48-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-1.48&CDS=1-810	YJR116W
1713	OG0001713	snap_masked-LACI0F-processed-gene-2.96-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.96&CDS=1-1023	YJR105W
1714	OG0001714	snap_masked-LACI0F-processed-gene-2.97-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.97&CDS=1-2016	YJR106W
1715	OG0001715	genemark-LACI0F-processed-gene-2.5-mRNA-1_1&gene=genemark-LACI0F-processed-gene-2.5&CDS=1-1212	YJR107W
1716	OG0001716	augustus_masked-LACI0F-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-2.51&CDS=1-1290	YER020W
1717	OG0001717	genemark-LACI0F-processed-gene-2.9-mRNA-1_1&gene=genemark-LACI0F-processed-gene-2.9&CDS=1-912	YBL050W
1718	OG0001718	snap_masked-LACI0F-processed-gene-2.105-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.105&CDS=1-351	YBL049W
1719	OG0001719	snap_masked-LACI0F-processed-gene-2.106-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.106&CDS=1-1935	YJR110W
1720	OG0001720	augustus_masked-LACI0F-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-2.75&CDS=1-813	YJR111C
1721	OG0001721	snap_masked-LACI0F-processed-gene-2.107-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.107&CDS=1-594	YJR112W
1722	OG0001722	snap_masked-LACI0F-processed-gene-2.126-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.126&CDS=1-3831	YBL047C
1723	OG0001723	snap_masked-LACI0F-processed-gene-2.127-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.127&CDS=1-768	YJR113C
1724	OG0001724	snap_masked-LACI0F-processed-gene-2.108-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.108&CDS=1-1116	YBL046W
1725	OG0001725	snap_masked-LACI0F-processed-gene-2.128-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.128&CDS=1-1332	YBL045C
1726	OG0001726	snap_masked-LACI0F-processed-gene-2.111-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.111&CDS=1-726	YBL041W
1727	OG0001727	snap_masked-LACI0F-processed-gene-2.129-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.129&CDS=1-660	YBL040C
1728	OG0001728	snap_masked-LACI0F-processed-gene-2.112-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.112&CDS=1-462	YJR104C
1729	OG0001729	snap_masked-LACI0F-processed-gene-2.131-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.131&CDS=1-1728	YBL039C
1730	OG0001730	augustus_masked-LACI0F-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-2.81&CDS=1-576	YPR046W
1731	OG0001731	snap_masked-LACI0F-processed-gene-2.113-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.113&CDS=1-558	YJR102C
1732	OG0001732	snap_masked-LACI0F-processed-gene-2.132-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.132&CDS=1-756	YJR101W
1733	OG0001733	snap_masked-LACI0F-processed-gene-2.114-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.114&CDS=1-963	YJR100C
1734	OG0001734	snap_masked-LACI0F-processed-gene-2.116-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.116&CDS=1-1725	YPR045C
1735	OG0001735	snap_masked-LACI0F-processed-gene-2.117-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.117&CDS=1-846	YDR478W
1736	OG0001736	augustus_masked-LACI0F-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-2.83&CDS=1-699	YJR099W
1737	OG0001737	snap_masked-LACI0F-processed-gene-2.133-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.133&CDS=1-1674	YDR479C
1738	OG0001738	snap_masked-LACI0F-processed-gene-2.118-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.118&CDS=1-930	YOR026W
1739	OG0001739	snap_masked-LACI0F-processed-gene-2.134-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.134&CDS=1-1476	YDR257C
1740	OG0001740	snap_masked-LACI0F-processed-gene-2.119-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.119&CDS=1-1758	YOR027W
1741	OG0001741	snap_masked-LACI0F-processed-gene-2.135-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.135&CDS=1-2082	YDR258C
1742	OG0001742	snap_masked-LACI0F-processed-gene-2.136-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.136&CDS=1-687	YOR028C
1743	OG0001743	snap_masked-LACI0F-processed-gene-2.120-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.120&CDS=1-1470	YOR030W
1744	OG0001744	snap_masked-LACI0F-processed-gene-2.121-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.121&CDS=1-858	YDR262W
1745	OG0001745	snap_masked-LACI0F-processed-gene-2.137-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.137&CDS=1-2361	YOR032C
1746	OG0001746	maker-LACI0F-augustus-gene-2.2-mRNA-1_1&gene=maker-LACI0F-augustus-gene-2.2&CDS=1-4254	YDR264C
1747	OG0001747	snap_masked-LACI0F-processed-gene-2.140-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.140&CDS=1-2184	YOR035C
1748	OG0001748	snap_masked-LACI0F-processed-gene-2.122-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.122&CDS=1-969	YDR265W
1749	OG0001749	snap_masked-LACI0F-processed-gene-2.141-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.141&CDS=1-1890	YDR266C
1750	OG0001750	maker-LACI0F-snap-gene-2.91-mRNA-1_1&gene=maker-LACI0F-snap-gene-2.91&CDS=1-561	YHR100C
1751	OG0001751	snap_masked-LACI0F-processed-gene-2.142-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.142&CDS=1-11172	YHR099W
1752	OG0001752	snap_masked-LACI0F-processed-gene-2.124-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-2.124&CDS=1-1833	YDR349C
1753	OG0001753	genemark-LACI0F-processed-gene-3.93-mRNA-1_1&gene=genemark-LACI0F-processed-gene-3.93&CDS=1-4203	YHR098C
1754	OG0001754	snap_masked-LACI0F-processed-gene-3.48-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-3.48&CDS=1-933	YDR347W
1755	OG0001755	snap_masked-LACI0F-processed-gene-3.45-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-3.45&CDS=1-1212	YDR346C
1756	OG0001756	snap_masked-LACI0F-processed-gene-3.51-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-3.51&CDS=1-1824	YDR341C
1757	OG0001757	genemark-LACI0F-processed-gene-3.101-mRNA-1_1&gene=genemark-LACI0F-processed-gene-3.101&CDS=1-567	YDR339C
1758	OG0001758	snap_masked-LACI0F-processed-gene-3.53-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-3.53&CDS=1-795	YHR090C
1759	OG0001759	snap_masked-LACI0F-processed-gene-3.54-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-3.54&CDS=1-2019	YDR338C
1760	OG0001760	snap_masked-LACI0F-processed-gene-3.67-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-3.67&CDS=1-873	YDR337W
1761	OG0001761	snap_masked-LACI0F-processed-gene-3.56-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-3.56&CDS=1-657	YHR089C
1762	OG0001762	snap_masked-LACI0F-processed-gene-3.69-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-3.69&CDS=1-1107	YDR336W
1763	OG0001763	snap_masked-LACI0F-processed-gene-3.70-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-3.70&CDS=1-3660	YDR335W
1764	OG0001764	snap_masked-LACI0F-processed-gene-3.71-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-3.71&CDS=1-879	YHR088W
1765	OG0001765	snap_masked-LACI0F-processed-gene-3.74-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-3.74&CDS=1-333	YHR087W
1766	OG0001766	snap_masked-LACI0F-processed-gene-3.75-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-3.75&CDS=1-4431	YDR334W
1767	OG0001767	snap_masked-LACI0F-processed-gene-3.76-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-3.76&CDS=1-1629	YHR086W
1768	OG0001768	snap_masked-LACI0F-processed-gene-3.79-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-3.79&CDS=1-1080	YHR085W
1769	OG0001769	snap_masked-LACI0F-processed-gene-3.61-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-3.61&CDS=1-2106	YDR333C
1770	OG0001770	snap_masked-LACI0F-processed-gene-3.80-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-3.80&CDS=1-1866	YHR084W
1771	OG0001771	snap_masked-LACI0F-processed-gene-3.81-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-3.81&CDS=1-951	YHR083W
1772	OG0001772	maker-LACI0F-snap-gene-3.7-mRNA-1_1&gene=maker-LACI0F-snap-gene-3.7&CDS=1-2136	YDR332W
1773	OG0001773	snap_masked-LACI0F-processed-gene-3.62-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-3.62&CDS=1-2496	YHR082C
1774	OG0001774	snap_masked-LACI0F-processed-gene-3.83-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-3.83&CDS=1-1170	YDR331W
1775	OG0001775	maker-LACI0F-augustus-gene-3.92-mRNA-1_1&gene=maker-LACI0F-augustus-gene-3.92&CDS=1-1998	YDR330W
1776	OG0001776	augustus_masked-LACI0F-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-3.24&CDS=1-2346	YDR328C
1777	OG0001777	genemark-LACI0F-processed-gene-4.103-mRNA-1_1&gene=genemark-LACI0F-processed-gene-4.103&CDS=1-4035	YDR326C
1778	OG0001778	snap_masked-LACI0F-processed-gene-4.1-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.1&CDS=1-3411	YHR079C
1779	OG0001779	snap_masked-LACI0F-processed-gene-4.3-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.3&CDS=1-3042	YDR325W
1780	OG0001780	snap_masked-LACI0F-processed-gene-4.2-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.2&CDS=1-2247	YDR324C
1781	OG0001781	snap_masked-LACI0F-processed-gene-4.4-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.4&CDS=1-1605	YHR078W
1782	OG0001782	augustus_masked-LACI0F-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-4.65&CDS=1-4641	YHR077C
1783	OG0001783	augustus_masked-LACI0F-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-4.83&CDS=1-1044	YHR076W
1784	OG0001784	snap_masked-LACI0F-processed-gene-4.7-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.7&CDS=1-279	YDR322C-A
1785	OG0001785	snap_masked-LACI0F-processed-gene-4.35-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.35&CDS=1-1080	YDR322W
1786	OG0001786	snap_masked-LACI0F-processed-gene-4.38-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.38&CDS=1-426	YMR236W
1787	OG0001787	snap_masked-LACI0F-processed-gene-4.9-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.9&CDS=1-453	YOR298C-A
1788	OG0001788	snap_masked-LACI0F-processed-gene-4.10-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.10&CDS=1-1221	YMR235C
1789	OG0001789	snap_masked-LACI0F-processed-gene-4.39-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.39&CDS=1-1398	YOR298W
1790	OG0001790	snap_masked-LACI0F-processed-gene-4.11-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.11&CDS=1-540	YOR297C
1791	OG0001791	snap_masked-LACI0F-processed-gene-4.40-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.40&CDS=1-1074	YMR234W
1792	OG0001792	augustus_masked-LACI0F-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-4.89&CDS=1-3963	YOR296W
1793	OG0001793	maker-LACI0F-snap-gene-4.60-mRNA-1_1&gene=maker-LACI0F-snap-gene-4.60&CDS=1-654	YMR233W
1794	OG0001794	snap_masked-LACI0F-processed-gene-4.43-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.43&CDS=1-624	YOR294W
1795	OG0001795	augustus_masked-LACI0F-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-4.92&CDS=1-1986	YMR232W
1796	OG0001796	snap_masked-LACI0F-processed-gene-4.45-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.45&CDS=1-3096	YMR231W
1797	OG0001797	snap_masked-LACI0F-processed-gene-4.46-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.46&CDS=1-2199	YLR362W
1798	OG0001798	snap_masked-LACI0F-processed-gene-4.12-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.12&CDS=1-213	YLR361C-A
1799	OG0001799	snap_masked-LACI0F-processed-gene-4.13-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.13&CDS=1-1791	YLR361C
1800	OG0001800	augustus_masked-LACI0F-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-LACI0F-processed-gene-4.95&CDS=1-999	YLR360W
1801	OG0001801	snap_masked-LACI0F-processed-gene-4.14-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.14&CDS=1-1332	YIL023C
1802	OG0001802	snap_masked-LACI0F-processed-gene-4.16-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.16&CDS=1-189	YIL024C
1803	OG0001803	snap_masked-LACI0F-processed-gene-4.18-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.18&CDS=1-3261	YIL026C
1804	OG0001804	snap_masked-LACI0F-processed-gene-4.19-mRNA-1_1&gene=snap_masked-LACI0F-processed-gene-4.19&CDS=1-441	YIL027C
