	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034952_Citeromyces_siamensis
1141	OG0001141	YGL142C	augustus_masked-scf7180000055501-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000055501-processed-gene-0.35&CDS=1-1500, augustus_masked-scf7180000056398-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000056398-processed-gene-0.0&CDS=1-759
1142	OG0001142	YGL143C	augustus_masked-scf7180000059678-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000059678-processed-gene-0.8&CDS=1-1164, genemark-scf7180000059079-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000059079-processed-gene-0.5&CDS=1-567
1143	OG0001143	YGL144C	genemark-scf7180000059678-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000059678-processed-gene-0.6&CDS=1-2100, snap_masked-scf7180000058286-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000058286-processed-gene-0.2&CDS=1-831
1144	OG0001144	YGL150C	augustus_masked-scf7180000054957-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000054957-processed-gene-0.1&CDS=1-1683, genemark-scf7180000053601-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000053601-processed-gene-0.4&CDS=1-3111
1145	OG0001145	YGL151W	augustus_masked-scf7180000058082-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000058082-processed-gene-0.1&CDS=1-735, snap_masked-scf7180000053727-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000053727-processed-gene-0.7&CDS=1-1998
1146	OG0001146	YGL153W	augustus_masked-scf7180000053991-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000053991-processed-gene-0.1&CDS=1-879, augustus_masked-scf7180000055615-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000055615-processed-gene-0.1&CDS=1-597
1147	OG0001147	YGL154C	snap_masked-scf7180000053991-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000053991-processed-gene-0.10&CDS=1-795, snap_masked-scf7180000055615-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000055615-processed-gene-0.2&CDS=1-708
1148	OG0001148	YGL155W	augustus_masked-scf7180000053991-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053991-processed-gene-0.0&CDS=1-1014, augustus_masked-scf7180000061229-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000061229-processed-gene-0.2&CDS=1-867
1149	OG0001149	YGL159W	augustus_masked-scf7180000059506-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000059506-processed-gene-0.8&CDS=1-996, maker-scf7180000057445-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000057445-snap-gene-0.0&CDS=1-579
1150	OG0001150	YGL160W	augustus_masked-scf7180000053841-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000053841-processed-gene-0.8&CDS=1-1500, maker-scf7180000060160-snap-gene-0.7-mRNA-1_1&gene=maker-scf7180000060160-snap-gene-0.7&CDS=1-1458
1151	OG0001151	YGL161C	augustus_masked-scf7180000054750-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000054750-processed-gene-0.3&CDS=1-516, augustus_masked-scf7180000061690-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000061690-processed-gene-0.11&CDS=1-711
1152	OG0001152	YGL169W	genemark-scf7180000053701-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000053701-processed-gene-0.8&CDS=1-1056, genemark-scf7180000061303-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000061303-processed-gene-0.4&CDS=1-600
1153	OG0001153	YGL172W	augustus_masked-scf7180000055041-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000055041-processed-gene-0.1&CDS=1-573, augustus_masked-scf7180000061644-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000061644-processed-gene-0.13&CDS=1-1278
1154	OG0001154	YGL174W	augustus_masked-scf7180000053762-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000053762-processed-gene-0.1&CDS=1-426, augustus_masked-scf7180000061644-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000061644-processed-gene-0.12&CDS=1-849
1155	OG0001155	YGL175C	augustus_masked-scf7180000057238-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000057238-processed-gene-0.2&CDS=1-549, snap_masked-scf7180000058442-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000058442-processed-gene-0.7&CDS=1-1038
1156	OG0001156	YGL178W	augustus_masked-scf7180000055621-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000055621-processed-gene-0.2&CDS=1-1263, genemark-scf7180000060057-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000060057-processed-gene-0.1&CDS=1-1239
1157	OG0001157	YGL179C	augustus_masked-scf7180000055970-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000055970-processed-gene-0.1&CDS=1-1719, augustus_masked-scf7180000059742-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000059742-processed-gene-0.15&CDS=1-2157
1158	OG0001158	YGL181W	augustus_masked-scf7180000059933-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059933-processed-gene-0.1&CDS=1-897, maker-scf7180000059742-augustus-gene-0.20-mRNA-1_1&gene=maker-scf7180000059742-augustus-gene-0.20&CDS=1-735
1159	OG0001159	YGL184C	augustus_masked-scf7180000056730-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000056730-processed-gene-0.1&CDS=1-528, augustus_masked-scf7180000060074-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000060074-processed-gene-0.15&CDS=1-1173
1160	OG0001160	YGL187C	augustus_masked-scf7180000053580-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000053580-processed-gene-0.16&CDS=1-459, snap_masked-scf7180000060822-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000060822-processed-gene-0.0&CDS=1-372
1161	OG0001161	YGL190C	augustus_masked-scf7180000053580-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000053580-processed-gene-0.14&CDS=1-1353, genemark-scf7180000053968-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000053968-processed-gene-0.1&CDS=1-1233
1162	OG0001162	YGL191W	augustus_masked-scf7180000053580-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000053580-processed-gene-0.17&CDS=1-381, snap_masked-scf7180000053968-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000053968-processed-gene-0.3&CDS=1-177
1163	OG0001163	YGL192W	augustus_masked-scf7180000053853-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053853-processed-gene-0.0&CDS=1-783, maker-scf7180000053580-augustus-gene-0.6-mRNA-1_1&gene=maker-scf7180000053580-augustus-gene-0.6&CDS=1-1488
1164	OG0001164	YGL196W	augustus_masked-scf7180000058584-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000058584-processed-gene-0.36&CDS=1-1212, augustus_masked-scf7180000060782-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000060782-processed-gene-0.4&CDS=1-1212
1165	OG0001165	YGL198W	augustus_masked-scf7180000061721-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000061721-processed-gene-0.25&CDS=1-900, genemark-scf7180000055992-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000055992-processed-gene-0.5&CDS=1-759
1166	OG0001166	YGL200C	augustus_masked-scf7180000059777-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000059777-processed-gene-0.0&CDS=1-591, snap_masked-scf7180000060027-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000060027-processed-gene-0.9&CDS=1-492
1167	OG0001167	YGL203C	augustus_masked-scf7180000059762-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000059762-processed-gene-0.2&CDS=1-1650, snap_masked-scf7180000058356-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000058356-processed-gene-0.1&CDS=1-510
1168	OG0001168	YGL205W	augustus_masked-scf7180000059130-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000059130-processed-gene-0.2&CDS=1-2091, maker-scf7180000059760-augustus-gene-0.25-mRNA-1_1&gene=maker-scf7180000059760-augustus-gene-0.25&CDS=1-6708
1169	OG0001169	YGL209W	augustus_masked-scf7180000055432-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000055432-processed-gene-0.10&CDS=1-1095, snap_masked-scf7180000054550-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000054550-processed-gene-0.0&CDS=1-873
1170	OG0001170	YGL212W	snap_masked-scf7180000058514-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000058514-processed-gene-0.1&CDS=1-516, snap_masked-scf7180000059905-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000059905-processed-gene-0.0&CDS=1-984
1171	OG0001171	YGL213C	augustus_masked-scf7180000056531-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000056531-processed-gene-0.1&CDS=1-666, augustus_masked-scf7180000059905-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000059905-processed-gene-0.7&CDS=1-1140
1172	OG0001172	YGL215W	augustus_masked-scf7180000055728-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000055728-processed-gene-0.17&CDS=1-849, genemark-scf7180000056810-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000056810-processed-gene-0.0&CDS=1-417
1173	OG0001173	YGL216W	augustus_masked-scf7180000059905-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000059905-processed-gene-0.6&CDS=1-2373, maker-scf7180000056536-snap-gene-0.7-mRNA-1_1&gene=maker-scf7180000056536-snap-gene-0.7&CDS=1-2100
1174	OG0001174	YGL224C	augustus_masked-scf7180000055476-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000055476-processed-gene-0.3&CDS=1-753, augustus_masked-scf7180000055659-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000055659-processed-gene-0.2&CDS=1-810
1175	OG0001175	YGL225W	augustus_masked-scf7180000059823-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000059823-processed-gene-0.7&CDS=1-1014, augustus_masked-scf7180000060281-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000060281-processed-gene-0.4&CDS=1-1014
1176	OG0001176	YGL227W	augustus_masked-scf7180000058537-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000058537-processed-gene-0.0&CDS=1-474, augustus_masked-scf7180000059778-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000059778-processed-gene-0.10&CDS=1-1572
1177	OG0001177	YGL231C	augustus_masked-scf7180000054230-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000054230-processed-gene-0.3&CDS=1-477, augustus_masked-scf7180000059778-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000059778-processed-gene-0.6&CDS=1-477
1178	OG0001178	YGL232W	augustus_masked-scf7180000054838-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000054838-processed-gene-0.6&CDS=1-744, augustus_masked-scf7180000055451-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000055451-processed-gene-0.17&CDS=1-756
1179	OG0001179	YGL237C	augustus_masked-scf7180000053818-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000053818-processed-gene-0.4&CDS=1-591, augustus_masked-scf7180000059974-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000059974-processed-gene-0.6&CDS=1-588
1180	OG0001180	YGL242C	augustus_masked-scf7180000054476-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000054476-processed-gene-0.16&CDS=1-516, augustus_masked-scf7180000057492-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000057492-processed-gene-0.6&CDS=1-516
1181	OG0001181	YGL243W	augustus_masked-scf7180000054476-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000054476-processed-gene-0.12&CDS=1-1053, augustus_masked-scf7180000057492-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000057492-processed-gene-0.5&CDS=1-909
1182	OG0001182	YGL244W	augustus_masked-scf7180000061097-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000061097-processed-gene-0.17&CDS=1-1446, maker-scf7180000059294-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000059294-snap-gene-0.2&CDS=1-1218
1183	OG0001183	YGL246C	augustus_masked-scf7180000061621-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000061621-processed-gene-0.5&CDS=1-1185, genemark-scf7180000061267-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000061267-processed-gene-0.2&CDS=1-837
1184	OG0001184	YGL248W	augustus_masked-scf7180000058194-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000058194-processed-gene-0.3&CDS=1-993, genemark-scf7180000053682-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000053682-processed-gene-0.1&CDS=1-1056
1185	OG0001185	YGR001C	augustus_masked-scf7180000053995-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000053995-processed-gene-0.27&CDS=1-714, augustus_masked-scf7180000054749-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054749-processed-gene-0.2&CDS=1-726
1186	OG0001186	YGR005C	augustus_masked-scf7180000055609-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000055609-processed-gene-0.7&CDS=1-1026, snap_masked-scf7180000053995-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000053995-processed-gene-0.0&CDS=1-1026
1187	OG0001187	YGR006W	augustus_masked-scf7180000053995-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000053995-processed-gene-0.19&CDS=1-861, augustus_masked-scf7180000058081-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000058081-processed-gene-0.4&CDS=1-519
1188	OG0001188	YGR008C, YLR327C	snap_masked-scf7180000053720-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000053720-processed-gene-0.5&CDS=1-249
1189	OG0001189	YGR009C	augustus_masked-scf7180000059804-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000059804-processed-gene-0.4&CDS=1-1248, augustus_masked-scf7180000061616-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000061616-processed-gene-0.18&CDS=1-1248
1190	OG0001190	YGR012W	augustus_masked-scf7180000055822-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000055822-processed-gene-0.2&CDS=1-1017, augustus_masked-scf7180000059895-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000059895-processed-gene-0.29&CDS=1-1140
1191	OG0001191	YGR017W	augustus_masked-scf7180000057704-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000057704-processed-gene-0.11&CDS=1-1083, maker-scf7180000060410-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000060410-augustus-gene-0.0&CDS=1-2367
1192	OG0001192	YGR020C	augustus_masked-scf7180000061092-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000061092-processed-gene-0.21&CDS=1-363, snap_masked-scf7180000059800-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000059800-processed-gene-0.8&CDS=1-363
1193	OG0001193	YGR021W	augustus_masked-scf7180000059800-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000059800-processed-gene-0.4&CDS=1-687, augustus_masked-scf7180000061092-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000061092-processed-gene-0.24&CDS=1-654
1194	OG0001194	YGR023W, YLR332W	snap_masked-scf7180000061547-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000061547-processed-gene-0.1&CDS=1-954
1195	OG0001195	YGR026W	augustus_masked-scf7180000053852-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053852-processed-gene-0.2&CDS=1-1038, augustus_masked-scf7180000061088-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000061088-processed-gene-0.12&CDS=1-996
1196	OG0001196	YGR038W, YLR350W	snap_masked-scf7180000053657-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000053657-processed-gene-0.24&CDS=1-615
1197	OG0001197	YGR042W	augustus_masked-scf7180000059825-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000059825-processed-gene-0.12&CDS=1-588, snap_masked-scf7180000061173-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000061173-processed-gene-0.2&CDS=1-402
1198	OG0001198	YGR046W	augustus_masked-scf7180000059852-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000059852-processed-gene-0.9&CDS=1-1551, augustus_masked-scf7180000060497-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000060497-processed-gene-0.1&CDS=1-1197
1199	OG0001199	YGR048W	augustus_masked-scf7180000053819-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000053819-processed-gene-0.43&CDS=1-1077, augustus_masked-scf7180000054792-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000054792-processed-gene-0.1&CDS=1-906
1200	OG0001200	YGR054W	augustus_masked-scf7180000055579-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000055579-processed-gene-0.9&CDS=1-1803, augustus_masked-scf7180000057273-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000057273-processed-gene-0.1&CDS=1-963
1201	OG0001201	YGR057C	snap_masked-scf7180000053844-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000053844-processed-gene-0.3&CDS=1-630, snap_masked-scf7180000054338-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000054338-processed-gene-0.0&CDS=1-630
1202	OG0001202	YGR058W	genemark-scf7180000059612-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000059612-processed-gene-0.36&CDS=1-582, snap_masked-scf7180000060529-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000060529-processed-gene-0.0&CDS=1-519
1203	OG0001203	YGR062C	augustus_masked-scf7180000055085-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000055085-processed-gene-0.3&CDS=1-807, augustus_masked-scf7180000061795-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000061795-processed-gene-0.63&CDS=1-807
1204	OG0001204	YGR068C	augustus_masked-scf7180000060533-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scf7180000060533-processed-gene-0.52&CDS=1-2010, genemark-scf7180000054973-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000054973-processed-gene-0.2&CDS=1-1134
1205	OG0001205	YGR072W	snap_masked-scf7180000053969-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000053969-processed-gene-0.3&CDS=1-348, snap_masked-scf7180000055934-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000055934-processed-gene-0.5&CDS=1-819
1206	OG0001206	YGR076C	augustus_masked-scf7180000059966-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000059966-processed-gene-0.0&CDS=1-480, snap_masked-scf7180000053615-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000053615-processed-gene-0.5&CDS=1-480
1207	OG0001207	YGR078C	augustus_masked-scf7180000056902-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000056902-processed-gene-0.0&CDS=1-510, snap_masked-scf7180000053836-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000053836-processed-gene-0.31&CDS=1-606
1208	OG0001208	YGR080W	augustus_masked-scf7180000056070-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000056070-processed-gene-0.30&CDS=1-963, augustus_masked-scf7180000060017-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000060017-processed-gene-0.2&CDS=1-915
1209	OG0001209	YGR081C	augustus_masked-scf7180000059832-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000059832-processed-gene-0.18&CDS=1-501, augustus_masked-scf7180000059984-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000059984-processed-gene-0.4&CDS=1-504
1210	OG0001210	YGR082W	augustus_masked-scf7180000059832-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000059832-processed-gene-0.13&CDS=1-516, augustus_masked-scf7180000059984-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000059984-processed-gene-0.5&CDS=1-516
1211	OG0001211	YGR083C	augustus_masked-scf7180000059821-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000059821-processed-gene-0.15&CDS=1-1275, augustus_masked-scf7180000061257-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000061257-processed-gene-0.3&CDS=1-987
1212	OG0001212	YGR085C, YPR102C	snap_masked-scf7180000059821-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000059821-processed-gene-0.9&CDS=1-510
1213	OG0001213	YGR089W	augustus_masked-scf7180000054614-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054614-processed-gene-0.0&CDS=1-879, augustus_masked-scf7180000059760-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000059760-processed-gene-0.34&CDS=1-2061
1214	OG0001214	YGR092W, YPR111W	augustus_masked-scf7180000060367-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000060367-processed-gene-0.7&CDS=1-1794
1215	OG0001215	YGR093W	augustus_masked-scf7180000060367-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000060367-processed-gene-0.14&CDS=1-1437, maker-scf7180000054053-augustus-gene-0.2-mRNA-1_1&gene=maker-scf7180000054053-augustus-gene-0.2&CDS=1-1437
1216	OG0001216	YGR095C	augustus_masked-scf7180000061629-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000061629-processed-gene-0.5&CDS=1-657, genemark-scf7180000061114-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000061114-processed-gene-0.9&CDS=1-657
1217	OG0001217	YGR096W	augustus_masked-scf7180000058603-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000058603-processed-gene-0.0&CDS=1-504, snap_masked-scf7180000061114-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000061114-processed-gene-0.6&CDS=1-897
1218	OG0001218	YGR099W	snap_masked-scf7180000059610-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000059610-processed-gene-0.22&CDS=1-2010, snap_masked-scf7180000061588-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000061588-processed-gene-0.1&CDS=1-2445
1219	OG0001219	YGR101W	augustus_masked-scf7180000059895-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000059895-processed-gene-0.25&CDS=1-909, genemark-scf7180000055822-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000055822-processed-gene-0.5&CDS=1-909
1220	OG0001220	YGR106C	augustus_masked-scf7180000057709-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000057709-processed-gene-0.1&CDS=1-675, augustus_masked-scf7180000059895-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000059895-processed-gene-0.28&CDS=1-840
1221	OG0001221	YGR110W	augustus_masked-scf7180000053807-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000053807-processed-gene-0.9&CDS=1-2505, augustus_masked-scf7180000053896-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000053896-processed-gene-0.1&CDS=1-1188
1222	OG0001222	YGR111W	augustus_masked-scf7180000055484-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000055484-processed-gene-0.0&CDS=1-477, augustus_masked-scf7180000059568-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059568-processed-gene-0.1&CDS=1-1068
1223	OG0001223	YGR112W	augustus_masked-scf7180000060339-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000060339-processed-gene-0.17&CDS=1-1023, genemark-scf7180000057811-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000057811-processed-gene-0.3&CDS=1-600
1224	OG0001224	YGR116W	augustus_masked-scf7180000054438-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054438-processed-gene-0.0&CDS=1-5550, augustus_masked-scf7180000054459-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054459-processed-gene-0.2&CDS=1-3258
1225	OG0001225	YGR117C	augustus_masked-scf7180000054681-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000054681-processed-gene-0.3&CDS=1-1335, snap_masked-scf7180000053565-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000053565-processed-gene-0.1&CDS=1-1377
1226	OG0001226	YGR119C	augustus_masked-scf7180000060811-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000060811-processed-gene-0.30&CDS=1-861, genemark-scf7180000055780-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000055780-processed-gene-0.0&CDS=1-678
1227	OG0001227	YGR121C, YPR138C	snap_masked-scf7180000061708-processed-gene-0.46-mRNA-1_1&gene=snap_masked-scf7180000061708-processed-gene-0.46&CDS=1-1431
1228	OG0001228	YGR123C	augustus_masked-scf7180000057713-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000057713-processed-gene-0.1&CDS=1-1482, augustus_masked-scf7180000059623-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000059623-processed-gene-0.5&CDS=1-1485
1229	OG0001229	YGR128C	augustus_masked-scf7180000058917-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000058917-processed-gene-0.0&CDS=1-831, genemark-scf7180000054732-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000054732-processed-gene-0.2&CDS=1-2031
1230	OG0001230	YGR129W	augustus_masked-scf7180000054459-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000054459-processed-gene-0.3&CDS=1-606, snap_masked-scf7180000054438-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000054438-processed-gene-0.4&CDS=1-549
1231	OG0001231	YGR132C	augustus_masked-scf7180000054162-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000054162-processed-gene-0.14&CDS=1-843, maker-scf7180000061372-augustus-gene-0.7-mRNA-1_1&gene=maker-scf7180000061372-augustus-gene-0.7&CDS=1-843
1232	OG0001232	YGR133W	augustus_masked-scf7180000053964-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000053964-processed-gene-0.4&CDS=1-480, augustus_masked-scf7180000059843-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000059843-processed-gene-0.7&CDS=1-480
1233	OG0001233	YGR138C, YPR156C	augustus_masked-scf7180000055499-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000055499-processed-gene-0.15&CDS=1-1833
1234	OG0001234	YGR144W	augustus_masked-scf7180000055867-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000055867-processed-gene-0.3&CDS=1-912, maker-scf7180000053610-snap-gene-0.5-mRNA-1_1&gene=maker-scf7180000053610-snap-gene-0.5&CDS=1-993
