	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035696_Hanseniaspora_singularis
1198	OG0001198	YFR037C	maker-flattened_line_58-augustus-gene-0.60-mRNA-1_1&gene=maker-flattened_line_58-augustus-gene-0.60&CDS=1-1509
1199	OG0001199	YFR038W	snap_masked-flattened_line_58-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.140&CDS=1-2604
1200	OG0001200	YFR040W	snap_masked-flattened_line_46-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.5&CDS=1-3045
1201	OG0001201	YFR041C	snap_masked-flattened_line_46-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.44&CDS=1-780
1202	OG0001202	YFR044C	augustus_masked-flattened_line_46-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.150&CDS=1-1443
1203	OG0001203	YFR045W	augustus_masked-flattened_line_104-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.96&CDS=1-1035
1204	OG0001204	YFR048W	augustus_masked-flattened_line_46-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.176&CDS=1-1761
1205	OG0001205	YFR050C	augustus_masked-flattened_line_128-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.16&CDS=1-825
1206	OG0001206	YFR051C	snap_masked-flattened_line_128-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.58&CDS=1-1602
1207	OG0001207	YGL001C	augustus_masked-flattened_line_80-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.43&CDS=1-1050
1208	OG0001208	YGL003C	augustus_masked-flattened_line_80-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.45&CDS=1-2208
1209	OG0001209	YGL008C	snap_masked-flattened_line_44-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.178&CDS=1-2694
1210	OG0001210	YGL009C	augustus_masked-flattened_line_8-processed-gene-1.223-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.223&CDS=1-2322
1211	OG0001211	YGL011C	augustus_masked-flattened_line_36-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.70&CDS=1-816
1212	OG0001212	YGL012W	augustus_masked-flattened_line_36-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.33&CDS=1-3885
1213	OG0001213	YGL017W	augustus_masked-flattened_line_58-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.111&CDS=1-5571
1214	OG0001214	YGL019W	snap_masked-flattened_line_58-processed-gene-0.171-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.171&CDS=1-1203
1215	OG0001215	YGL020C	augustus_masked-flattened_line_58-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.86&CDS=1-675
1216	OG0001216	YGL022W	snap_masked-flattened_line_58-processed-gene-0.173-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.173&CDS=1-2271
1217	OG0001217	YGL023C	augustus_masked-flattened_line_58-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.84&CDS=1-2655
1218	OG0001218	YGL026C	snap_masked-flattened_line_80-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.11&CDS=1-2130
1219	OG0001219	YGL027C	snap_masked-flattened_line_80-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.14&CDS=1-2634
1220	OG0001220	YGL030W	snap_masked-flattened_line_80-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.35&CDS=1-315
1221	OG0001221	YGL037C	augustus_masked-flattened_line_80-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.65&CDS=1-669
1222	OG0001222	YGL038C	snap_masked-flattened_line_80-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.34&CDS=1-1476
1223	OG0001223	YGL040C	snap_masked-flattened_line_36-processed-gene-0.224-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.224&CDS=1-1032
1224	OG0001224	YGL043W	augustus_masked-flattened_line_36-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.61&CDS=1-930
1225	OG0001225	YGL044C	augustus_masked-flattened_line_36-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.25&CDS=1-1002
1226	OG0001226	YGL047W	snap_masked-flattened_line_102-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.72&CDS=1-648
1227	OG0001227	YGL048C	snap_masked-flattened_line_102-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.86&CDS=1-1173
1228	OG0001228	YGL055W	snap_masked-flattened_line_52-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.132&CDS=1-1482
1229	OG0001229	YGL058W	snap_masked-flattened_line_52-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.131&CDS=1-519
1230	OG0001230	YGL059W	snap_masked-flattened_line_52-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.159&CDS=1-1509
1231	OG0001231	YGL064C	snap_masked-flattened_line_60-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.25&CDS=1-2307
1232	OG0001232	YGL065C	snap_masked-flattened_line_60-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.21&CDS=1-1554
1233	OG0001233	YGL066W	snap_masked-flattened_line_60-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.42&CDS=1-1989
1234	OG0001234	YGL068W	augustus_masked-flattened_line_60-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.70&CDS=1-489
1235	OG0001235	YGL069C	snap_masked-flattened_line_60-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.45&CDS=1-543
1236	OG0001236	YGL070C	augustus_masked-flattened_line_60-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.71&CDS=1-366
1237	OG0001237	YGL071W	snap_masked-flattened_line_60-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.46&CDS=1-2451
1238	OG0001238	YGL073W	snap_masked-flattened_line_60-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.20&CDS=1-2169
1239	OG0001239	YGL077C	augustus_masked-flattened_line_12-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.120&CDS=1-1677
1240	OG0001240	YGL078C	snap_masked-flattened_line_12-processed-gene-1.60-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.60&CDS=1-1584
1241	OG0001241	YGL080W	snap_masked-flattened_line_138-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.44&CDS=1-369
1242	OG0001242	YGL083W	snap_masked-flattened_line_12-processed-gene-1.64-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.64&CDS=1-2232
1243	OG0001243	YGL084C	augustus_masked-flattened_line_12-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.94&CDS=1-1773
1244	OG0001244	YGL085W	augustus_masked-flattened_line_12-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.124&CDS=1-1017
1245	OG0001245	YGL087C	snap_masked-flattened_line_12-processed-gene-1.36-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.36&CDS=1-408
1246	OG0001246	YGL091C	augustus_masked-flattened_line_12-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.127&CDS=1-975
1247	OG0001247	YGL092W	augustus_masked-flattened_line_12-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.101&CDS=1-3189
1248	OG0001248	YGL093W	snap_masked-flattened_line_12-processed-gene-1.41-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.41&CDS=1-2106
1249	OG0001249	YGL094C	snap_masked-flattened_line_12-processed-gene-1.66-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.66&CDS=1-3513
1250	OG0001250	YGL097W	snap_masked-flattened_line_98-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.33&CDS=1-1473
1251	OG0001251	YGL098W	augustus_masked-flattened_line_98-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.85&CDS=1-897
1252	OG0001252	YGL099W	augustus_masked-flattened_line_12-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.90&CDS=1-1962
1253	OG0001253	YGL100W	augustus_masked-flattened_line_98-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.69&CDS=1-1062
1254	OG0001254	YGL103W	snap_masked-flattened_line_138-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.41&CDS=1-402
1255	OG0001255	YGL105W	snap_masked-flattened_line_138-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.40&CDS=1-1113
1256	OG0001256	YGL106W	snap_masked-flattened_line_167-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_167-processed-gene-0.0&CDS=1-438
1257	OG0001257	YGL111W	snap_masked-flattened_line_12-processed-gene-1.44-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.44&CDS=1-1503
1258	OG0001258	YGL112C	augustus_masked-flattened_line_60-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.91&CDS=1-1824
1259	OG0001259	YGL113W	augustus_masked-flattened_line_60-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.65&CDS=1-2589
1260	OG0001260	YGL114W	augustus_masked-flattened_line_94-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.85&CDS=1-2379
1261	OG0001261	YGL115W	snap_masked-flattened_line_94-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.54&CDS=1-1011
1262	OG0001262	YGL119W	snap_masked-flattened_line_52-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.120&CDS=1-1320
1263	OG0001263	YGL120C	snap_masked-flattened_line_32-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.0&CDS=1-2385
1264	OG0001264	YGL122C	snap_masked-flattened_line_32-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.4&CDS=1-1632
1265	OG0001265	YGL123W	snap_masked-flattened_line_32-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.51&CDS=1-732
1266	OG0001266	YGL125W	augustus_masked-flattened_line_52-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.96&CDS=1-2274
1267	OG0001267	YGL127C	snap_masked-flattened_line_52-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.128&CDS=1-414
1268	OG0001268	YGL130W	snap_masked-flattened_line_60-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.23&CDS=1-1281
1269	OG0001269	YGL131C	snap_masked-flattened_line_60-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.48&CDS=1-3687
1270	OG0001270	YGL133W	augustus_masked-flattened_line_78-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.91&CDS=1-3945
1271	OG0001271	YGL136C	snap_masked-flattened_line_78-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.13&CDS=1-837
1272	OG0001272	YGL137W	snap_masked-flattened_line_78-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.1&CDS=1-2607
1273	OG0001273	YGL138C	genemark-flattened_line_78-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.48&CDS=1-1395
1274	OG0001274	YGL140C	augustus_masked-flattened_line_14-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.24&CDS=1-2847
1275	OG0001275	YGL142C	augustus_masked-flattened_line_40-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.144&CDS=1-1788
1276	OG0001276	YGL143C	augustus_masked-flattened_line_40-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.145&CDS=1-1281
1277	OG0001277	YGL148W	genemark-flattened_line_20-processed-gene-0.259-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.259&CDS=1-1122
1278	OG0001278	YGL150C	augustus_masked-flattened_line_20-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.205&CDS=1-4377
1279	OG0001279	YGL153W	augustus_masked-flattened_line_20-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.160&CDS=1-999
1280	OG0001280	YGL155W	snap_masked-flattened_line_20-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.108&CDS=1-1803
1281	OG0001281	YGL156W	augustus_masked-flattened_line_8-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.25&CDS=1-3195
1282	OG0001282	YGL160W	snap_masked-flattened_line_114-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.67&CDS=1-1662
1283	OG0001283	YGL163C	augustus_masked-flattened_line_98-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.71&CDS=1-2925
1284	OG0001284	YGL164C	snap_masked-flattened_line_98-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.35&CDS=1-1200
1285	OG0001285	YGL166W	snap_masked-flattened_line_98-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.56&CDS=1-2016
1286	OG0001286	YGL167C	augustus_masked-flattened_line_0-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.59&CDS=1-2844
1287	OG0001287	YGL169W	snap_masked-flattened_line_0-processed-gene-2.155-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.155&CDS=1-1257
1288	OG0001288	YGL171W	augustus_masked-flattened_line_6-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.165&CDS=1-1671
1289	OG0001289	YGL172W	snap_masked-flattened_line_92-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.89&CDS=1-1896
1290	OG0001290	YGL173C	snap_masked-flattened_line_92-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.73&CDS=1-4146
1291	OG0001291	YGL175C	snap_masked-flattened_line_2-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.13&CDS=1-1413
1292	OG0001292	YGL178W	augustus_masked-flattened_line_10-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.67&CDS=1-2760
1293	OG0001293	YGL179C	augustus_masked-flattened_line_2-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.54&CDS=1-2841
1294	OG0001294	YGL180W	augustus_masked-flattened_line_2-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.55&CDS=1-2172
1295	OG0001295	YGL181W	augustus_masked-flattened_line_2-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.67&CDS=1-1050
1296	OG0001296	YGL184C	augustus_masked-flattened_line_8-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.37&CDS=1-1407
1297	OG0001297	YGL185C	snap_masked-flattened_line_8-processed-gene-1.0-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.0&CDS=1-1269
1298	OG0001298	YGL186C	augustus_masked-flattened_line_377-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_377-processed-gene-0.0&CDS=1-1533
1299	OG0001299	YGL187C	augustus_masked-flattened_line_8-processed-gene-1.179-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.179&CDS=1-540
1300	OG0001300	YGL190C	augustus_masked-flattened_line_8-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.181&CDS=1-1884
1301	OG0001301	YGL191W	snap_masked-flattened_line_8-processed-gene-1.4-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.4&CDS=1-396
1302	OG0001302	YGL192W	augustus_masked-flattened_line_8-processed-gene-1.183-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.183&CDS=1-1599
1303	OG0001303	YGL195W	augustus_masked-flattened_line_8-processed-gene-1.225-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.225&CDS=1-8115
1304	OG0001304	YGL198W	snap_masked-flattened_line_8-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.49&CDS=1-777
1305	OG0001305	YGL200C	augustus_masked-flattened_line_8-processed-gene-1.187-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.187&CDS=1-606
1306	OG0001306	YGL201C	snap_masked-flattened_line_82-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.95&CDS=1-2964
1307	OG0001307	YGL203C	snap_masked-flattened_line_90-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.32&CDS=1-2136
1308	OG0001308	YGL206C	snap_masked-flattened_line_128-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.54&CDS=1-4923
1309	OG0001309	YGL207W	augustus_masked-flattened_line_128-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.22&CDS=1-3096
1310	OG0001310	YGL211W	snap_masked-flattened_line_46-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.15&CDS=1-1134
1311	OG0001311	YGL212W	augustus_masked-flattened_line_46-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.154&CDS=1-1116
1312	OG0001312	YGL213C	augustus_masked-flattened_line_46-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.156&CDS=1-1215
1313	OG0001313	YGL215W	augustus_masked-flattened_line_46-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.186&CDS=1-1041
1314	OG0001314	YGL219C	snap_masked-flattened_line_46-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.6&CDS=1-1965
1315	OG0001315	YGL220W	augustus_masked-flattened_line_46-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.182&CDS=1-267
1316	OG0001316	YGL221C	augustus_masked-flattened_line_46-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.148&CDS=1-870
1317	OG0001317	YGL228W	snap_masked-flattened_line_46-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.42&CDS=1-1371
1318	OG0001318	YGL232W	maker-flattened_line_46-snap-gene-0.66-mRNA-1_1&gene=maker-flattened_line_46-snap-gene-0.66&CDS=1-1404
1319	OG0001319	YGL233W	augustus_masked-flattened_line_46-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.151&CDS=1-2781
1320	OG0001320	YGL234W	augustus_masked-flattened_line_104-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.80&CDS=1-2388
1321	OG0001321	YGL236C	augustus_masked-flattened_line_128-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.19&CDS=1-2052
1322	OG0001322	YGL237C	snap_masked-flattened_line_128-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.53&CDS=1-321
1323	OG0001323	YGL238W	maker-flattened_line_128-augustus-gene-0.26-mRNA-1_1&gene=maker-flattened_line_128-augustus-gene-0.26&CDS=1-4089
1324	OG0001324	YGL241W	augustus_masked-flattened_line_128-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.20&CDS=1-2994
1325	OG0001325	YGL242C	augustus_masked-flattened_line_128-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.11&CDS=1-522
1326	OG0001326	YGL243W	snap_masked-flattened_line_104-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.17&CDS=1-1233
1327	OG0001327	YGL244W	augustus_masked-flattened_line_181-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_181-processed-gene-0.10&CDS=1-1542
1328	OG0001328	YGL245W	snap_masked-flattened_line_46-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.64&CDS=1-2139
1329	OG0001329	YGL246C	snap_masked-flattened_line_46-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.40&CDS=1-1275
1330	OG0001330	YGL248W	snap_masked-flattened_line_128-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.56&CDS=1-1098
1331	OG0001331	YGL250W	augustus_masked-flattened_line_128-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.18&CDS=1-813
1332	OG0001332	YGL252C	maker-flattened_line_128-augustus-gene-0.25-mRNA-1_1&gene=maker-flattened_line_128-augustus-gene-0.25&CDS=1-2889
1333	OG0001333	YGL253W	snap_masked-flattened_line_104-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.16&CDS=1-1461
1334	OG0001334	YGR001C	augustus_masked-flattened_line_80-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.56&CDS=1-762
1335	OG0001335	YGR002C	snap_masked-flattened_line_371-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_371-processed-gene-0.1&CDS=1-1683
1336	OG0001336	YGR005C	augustus_masked-flattened_line_8-processed-gene-1.212-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.212&CDS=1-1590
1337	OG0001337	YGR007W	genemark-flattened_line_36-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.140&CDS=1-2130
1338	OG0001338	YGR012W	augustus_masked-flattened_line_36-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.65&CDS=1-1215
1339	OG0001339	YGR014W	augustus_masked-flattened_line_36-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.64&CDS=1-3693
1340	OG0001340	YGR019W	snap_masked-flattened_line_36-processed-gene-0.187-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.187&CDS=1-1419
1341	OG0001341	YGR020C	snap_masked-flattened_line_58-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.162&CDS=1-411
1342	OG0001342	YGR024C	augustus_masked-flattened_line_0-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.22&CDS=1-714
1343	OG0001343	YGR028W	snap_masked-flattened_line_22-processed-gene-0.237-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.237&CDS=1-1035
1344	OG0001344	YGR029W	augustus_masked-flattened_line_0-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.62&CDS=1-549
1345	OG0001345	YGR031W	snap_masked-flattened_line_0-processed-gene-1.2-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.2&CDS=1-1134
1346	OG0001346	YGR033C	augustus_masked-flattened_line_106-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.55&CDS=1-723
1347	OG0001347	YGR037C	snap_masked-flattened_line_0-processed-gene-2.131-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.131&CDS=1-258
1348	OG0001348	YGR040W	augustus_masked-flattened_line_0-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.53&CDS=1-1176
1349	OG0001349	YGR044C	snap_masked-flattened_line_12-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.23&CDS=1-3309
1350	OG0001350	YGR047C	augustus_masked-flattened_line_14-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.25&CDS=1-3333
1351	OG0001351	YGR048W	augustus_masked-flattened_line_14-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.50&CDS=1-1095
1352	OG0001352	YGR052W	maker-flattened_line_94-snap-gene-0.60-mRNA-1_1&gene=maker-flattened_line_94-snap-gene-0.60&CDS=1-1860
1353	OG0001353	YGR054W	snap_masked-flattened_line_94-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.51&CDS=1-1860
1354	OG0001354	YGR058W	augustus_masked-flattened_line_84-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.28&CDS=1-1410
1355	OG0001355	YGR060W	augustus_masked-flattened_line_84-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.26&CDS=1-930
1356	OG0001356	YGR061C	augustus_masked-flattened_line_84-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.13&CDS=1-4035
1357	OG0001357	YGR062C	augustus_masked-flattened_line_84-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.12&CDS=1-915
1358	OG0001358	YGR063C	snap_masked-flattened_line_84-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.78&CDS=1-366
1359	OG0001359	YGR065C	augustus_masked-flattened_line_38-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.149&CDS=1-1848
1360	OG0001360	YGR074W	augustus_masked-flattened_line_435-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_435-processed-gene-0.4&CDS=1-396
1361	OG0001361	YGR076C	augustus_masked-flattened_line_163-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_163-processed-gene-0.8&CDS=1-720
1362	OG0001362	YGR078C	snap_masked-flattened_line_22-processed-gene-0.258-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.258&CDS=1-546
