	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035688_Cyberlindnera_xylosilytica
1658	OG0001658	YGL237C	snap_masked-flattened_line_56-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.68&CDS=1-816
1659	OG0001659	YGL238W	snap_masked-flattened_line_56-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.56&CDS=1-2862
1660	OG0001660	YGL240W	snap_masked-flattened_line_20-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.82&CDS=1-609
1661	OG0001661	YGL241W	snap_masked-flattened_line_0-processed-gene-1.132-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.132&CDS=1-2925
1662	OG0001662	YGL242C	snap_masked-flattened_line_0-processed-gene-1.151-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.151&CDS=1-582
1663	OG0001663	YGL243W	snap_masked-flattened_line_0-processed-gene-1.131-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.131&CDS=1-717
1664	OG0001664	YGL244W	snap_masked-flattened_line_0-processed-gene-1.130-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.130&CDS=1-1635
1665	OG0001665	YGL245W	snap_masked-flattened_line_0-processed-gene-2.61-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.61&CDS=1-2142
1666	OG0001666	YGL246C	snap_masked-flattened_line_0-processed-gene-2.64-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.64&CDS=1-1173
1667	OG0001667	YGL247W	snap_masked-flattened_line_0-processed-gene-2.59-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.59&CDS=1-1416
1668	OG0001668	YGL248W	snap_masked-flattened_line_0-processed-gene-2.65-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.65&CDS=1-1110
1669	OG0001669	YGL251C	genemark-flattened_line_0-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.101&CDS=1-3534
1670	OG0001670	YGL252C	snap_masked-flattened_line_70-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.72&CDS=1-1701
1671	OG0001671	YGR001C	maker-flattened_line_120-snap-gene-0.56-mRNA-1_1&gene=maker-flattened_line_120-snap-gene-0.56&CDS=1-735
1672	OG0001672	YGR002C	snap_masked-flattened_line_98-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.122&CDS=1-1524
1673	OG0001673	YGR003W	snap_masked-flattened_line_98-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.104&CDS=1-2247
1674	OG0001674	YGR005C	snap_masked-flattened_line_126-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_126-processed-gene-0.63&CDS=1-1212
1675	OG0001675	YGR006W	snap_masked-flattened_line_126-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_126-processed-gene-0.45&CDS=1-588
1676	OG0001676	YGR007W	snap_masked-flattened_line_32-processed-gene-1.141-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.141&CDS=1-1008
1677	OG0001677	YGR012W	snap_masked-flattened_line_32-processed-gene-1.143-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.143&CDS=1-1161
1678	OG0001678	YGR013W	snap_masked-flattened_line_32-processed-gene-1.103-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.103&CDS=1-1575
1679	OG0001679	YGR014W	snap_masked-flattened_line_32-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.108&CDS=1-2724
1680	OG0001680	YGR016W	augustus_masked-flattened_line_32-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.53&CDS=1-525
1681	OG0001681	YGR017W	snap_masked-flattened_line_26-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.86&CDS=1-741
1682	OG0001682	YGR019W	snap_masked-flattened_line_26-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.88&CDS=1-1413
1683	OG0001683	YGR020C	snap_masked-flattened_line_26-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.62&CDS=1-360
1684	OG0001684	YGR024C	snap_masked-flattened_line_20-processed-gene-1.165-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.165&CDS=1-708
1685	OG0001685	YGR026W	snap_masked-flattened_line_14-processed-gene-2.59-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.59&CDS=1-1242
1686	OG0001686	YGR031W	snap_masked-flattened_line_5-processed-gene-3.51-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.51&CDS=1-945
1687	OG0001687	YGR033C	snap_masked-flattened_line_120-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.8&CDS=1-726
1688	OG0001688	YGR036C	snap_masked-flattened_line_146-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_146-processed-gene-0.41&CDS=1-684
1689	OG0001689	YGR037C	maker-flattened_line_70-snap-gene-0.152-mRNA-1_1&gene=maker-flattened_line_70-snap-gene-0.152&CDS=1-261
1690	OG0001690	YGR040W	snap_masked-flattened_line_82-processed-gene-0.167-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.167&CDS=1-1053
1691	OG0001691	YGR042W	augustus_masked-flattened_line_16-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.56&CDS=1-1470
1692	OG0001692	YGR044C	augustus_masked-flattened_line_36-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.1&CDS=1-1410
1693	OG0001693	YGR046W	augustus_masked-flattened_line_102-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.78&CDS=1-1482
1694	OG0001694	YGR047C	snap_masked-flattened_line_102-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.126&CDS=1-2958
1695	OG0001695	YGR048W	augustus_masked-flattened_line_102-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.69&CDS=1-1050
1696	OG0001696	YGR052W	snap_masked-flattened_line_40-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.105&CDS=1-1320
1697	OG0001697	YGR053C	snap_masked-flattened_line_174-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_174-processed-gene-0.0&CDS=1-570
1698	OG0001698	YGR054W	snap_masked-flattened_line_120-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.11&CDS=1-1788
1699	OG0001699	YGR055W	snap_masked-flattened_line_70-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.135&CDS=1-1626
1700	OG0001700	YGR057C	augustus_masked-flattened_line_42-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.60&CDS=1-675
1701	OG0001701	YGR058W	genemark-flattened_line_80-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.88&CDS=1-837
1702	OG0001702	YGR059W	snap_masked-flattened_line_80-processed-gene-0.166-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.166&CDS=1-1524
1703	OG0001703	YGR060W	snap_masked-flattened_line_74-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.46&CDS=1-936
1704	OG0001704	YGR061C	augustus_masked-flattened_line_26-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.54&CDS=1-4428
1705	OG0001705	YGR062C	snap_masked-flattened_line_68-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.133&CDS=1-990
1706	OG0001706	YGR063C	maker-flattened_line_68-snap-gene-0.252-mRNA-1_1&gene=maker-flattened_line_68-snap-gene-0.252&CDS=1-297
1707	OG0001707	YGR074W	augustus_masked-flattened_line_14-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.124&CDS=1-339
1708	OG0001708	YGR076C	snap_masked-flattened_line_58-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.126&CDS=1-516
1709	OG0001709	YGR077C	snap_masked-flattened_line_14-processed-gene-2.12-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.12&CDS=1-1908
1710	OG0001710	YGR078C	snap_masked-flattened_line_14-processed-gene-2.40-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.40&CDS=1-570
1711	OG0001711	YGR080W	snap_masked-flattened_line_190-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_190-processed-gene-0.11&CDS=1-963
1712	OG0001712	YGR083C	snap_masked-flattened_line_36-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.69&CDS=1-1458
1713	OG0001713	YGR084C	snap_masked-flattened_line_36-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.70&CDS=1-936
1714	OG0001714	YGR086C	augustus_masked-flattened_line_36-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.28&CDS=1-933
1715	OG0001715	YGR089W	genemark-flattened_line_14-processed-gene-1.5-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.5&CDS=1-2157
1716	OG0001716	YGR090W	snap_masked-flattened_line_22-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.7&CDS=1-3510
1717	OG0001717	YGR091W	snap_masked-flattened_line_74-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.14&CDS=1-1437
1718	OG0001718	YGR093W	snap_masked-flattened_line_74-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.40&CDS=1-1527
1719	OG0001719	YGR094W	snap_masked-flattened_line_74-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.39&CDS=1-3147
1720	OG0001720	YGR095C	snap_masked-flattened_line_74-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.13&CDS=1-663
1721	OG0001721	YGR096W	snap_masked-flattened_line_74-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.6&CDS=1-906
1722	OG0001722	YGR098C	snap_masked-flattened_line_8-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.21&CDS=1-4821
1723	OG0001723	YGR099W	augustus_masked-flattened_line_8-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.109&CDS=1-2007
1724	OG0001724	YGR100W	snap_masked-flattened_line_8-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.41&CDS=1-2772
1725	OG0001725	YGR101W	snap_masked-flattened_line_30-processed-gene-1.136-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.136&CDS=1-975
1726	OG0001726	YGR102C	genemark-flattened_line_30-processed-gene-1.230-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.230&CDS=1-459
1727	OG0001727	YGR103W	snap_masked-flattened_line_30-processed-gene-1.125-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.125&CDS=1-1812
1728	OG0001728	YGR104C	snap_masked-flattened_line_30-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.124&CDS=1-657
1729	OG0001729	YGR105W	maker-flattened_line_30-snap-gene-1.295-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-1.295&CDS=1-240
1730	OG0001730	YGR110W	snap_masked-flattened_line_102-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.87&CDS=1-1269
1731	OG0001731	YGR111W	snap_masked-flattened_line_26-processed-gene-1.103-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.103&CDS=1-1104
1732	OG0001732	YGR112W	snap_masked-flattened_line_5-processed-gene-2.55-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.55&CDS=1-1095
1733	OG0001733	YGR113W	snap_masked-flattened_line_5-processed-gene-2.56-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.56&CDS=1-648
1734	OG0001734	YGR116W	snap_masked-flattened_line_10-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.63&CDS=1-4266
1735	OG0001735	YGR117C	snap_masked-flattened_line_24-processed-gene-1.159-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.159&CDS=1-1308
1736	OG0001736	YGR119C	snap_masked-flattened_line_24-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.119&CDS=1-1533
1737	OG0001737	YGR123C	snap_masked-flattened_line_86-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.60&CDS=1-1464
1738	OG0001738	YGR124W	snap_masked-flattened_line_5-processed-gene-1.50-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.50&CDS=1-1704
1739	OG0001739	YGR125W	snap_masked-flattened_line_10-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.52&CDS=1-2886
1740	OG0001740	YGR127W	genemark-flattened_line_10-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.28&CDS=1-855
1741	OG0001741	YGR128C	snap_masked-flattened_line_10-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.82&CDS=1-1707
1742	OG0001742	YGR129W	snap_masked-flattened_line_10-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.62&CDS=1-615
1743	OG0001743	YGR132C	snap_masked-flattened_line_78-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.90&CDS=1-843
1744	OG0001744	YGR134W	snap_masked-flattened_line_78-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.118&CDS=1-2532
1745	OG0001745	YGR135W	snap_masked-flattened_line_144-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.1&CDS=1-756
1746	OG0001746	YGR145W	snap_masked-flattened_line_96-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.65&CDS=1-2088
1747	OG0001747	YGR149W	snap_masked-flattened_line_5-processed-gene-2.92-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.92&CDS=1-1392
1748	OG0001748	YGR150C	snap_masked-flattened_line_24-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.2&CDS=1-2010
1749	OG0001749	YGR152C	snap_masked-flattened_line_5-processed-gene-3.28-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.28&CDS=1-726
1750	OG0001750	YGR155W	snap_masked-flattened_line_68-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.91&CDS=1-1473
1751	OG0001751	YGR156W	augustus_masked-flattened_line_68-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.43&CDS=1-1029
1752	OG0001752	YGR157W	snap_masked-flattened_line_26-processed-gene-1.97-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.97&CDS=1-2562
1753	OG0001753	YGR158C	snap_masked-flattened_line_26-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.100&CDS=1-717
1754	OG0001754	YGR159C	snap_masked-flattened_line_26-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.77&CDS=1-1425
1755	OG0001755	YGR161C	snap_masked-flattened_line_118-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.24&CDS=1-837
1756	OG0001756	YGR163W	maker-flattened_line_100-snap-gene-0.90-mRNA-1_1&gene=maker-flattened_line_100-snap-gene-0.90&CDS=1-996
1757	OG0001757	YGR165W	snap_masked-flattened_line_12-processed-gene-2.148-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.148&CDS=1-996
1758	OG0001758	YGR167W	snap_masked-flattened_line_14-processed-gene-2.66-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.66&CDS=1-582
1759	OG0001759	YGR169C	snap_masked-flattened_line_166-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_166-processed-gene-0.30&CDS=1-1068
1760	OG0001760	YGR170W	snap_masked-flattened_line_8-processed-gene-2.149-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.149&CDS=1-2667
1761	OG0001761	YGR171C	snap_masked-flattened_line_8-processed-gene-2.118-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.118&CDS=1-1581
1762	OG0001762	YGR172C	snap_masked-flattened_line_8-processed-gene-2.117-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.117&CDS=1-726
1763	OG0001763	YGR173W	snap_masked-flattened_line_62-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.86&CDS=1-1101
1764	OG0001764	YGR175C	maker-flattened_line_16-augustus-gene-2.193-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-2.193&CDS=1-1884
1765	OG0001765	YGR178C	snap_masked-flattened_line_48-processed-gene-0.182-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.182&CDS=1-2193
1766	OG0001766	YGR181W	snap_masked-flattened_line_28-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.111&CDS=1-297
1767	OG0001767	YGR183C	maker-flattened_line_28-augustus-gene-0.127-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-0.127&CDS=1-207
1768	OG0001768	YGR184C	snap_masked-flattened_line_28-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.114&CDS=1-5649
1769	OG0001769	YGR185C	snap_masked-flattened_line_28-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.115&CDS=1-1206
1770	OG0001770	YGR186W	snap_masked-flattened_line_28-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.95&CDS=1-2151
1771	OG0001771	YGR187C	snap_masked-flattened_line_28-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.116&CDS=1-1146
1772	OG0001772	YGR188C	snap_masked-flattened_line_84-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.107&CDS=1-2532
1773	OG0001773	YGR189C	snap_masked-flattened_line_28-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.112&CDS=1-1227
1774	OG0001774	YGR193C	snap_masked-flattened_line_30-processed-gene-1.129-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.129&CDS=1-1194
1775	OG0001775	YGR194C	maker-flattened_line_30-augustus-gene-1.92-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-1.92&CDS=1-2052
1776	OG0001776	YGR195W	snap_masked-flattened_line_40-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.95&CDS=1-735
1777	OG0001777	YGR198W	snap_masked-flattened_line_40-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.119&CDS=1-2448
1778	OG0001778	YGR199W	maker-flattened_line_12-augustus-gene-2.99-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-2.99&CDS=1-2919
1779	OG0001779	YGR200C	maker-flattened_line_12-augustus-gene-2.101-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-2.101&CDS=1-4665
1780	OG0001780	YGR202C	snap_masked-flattened_line_84-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.109&CDS=1-1284
1781	OG0001781	YGR203W	snap_masked-flattened_line_84-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.110&CDS=1-417
1782	OG0001782	YGR205W	snap_masked-flattened_line_24-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.15&CDS=1-873
1783	OG0001783	YGR207C	snap_masked-flattened_line_74-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.19&CDS=1-762
1784	OG0001784	YGR208W	snap_masked-flattened_line_22-processed-gene-1.218-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.218&CDS=1-990
1785	OG0001785	YGR210C	augustus_masked-flattened_line_74-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.173&CDS=1-1245
1786	OG0001786	YGR211W	snap_masked-flattened_line_166-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_166-processed-gene-0.41&CDS=1-1491
1787	OG0001787	YGR215W	snap_masked-flattened_line_166-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_166-processed-gene-0.33&CDS=1-324
1788	OG0001788	YGR216C	snap_masked-flattened_line_166-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_166-processed-gene-0.31&CDS=1-1884
1789	OG0001789	YGR217W	snap_masked-flattened_line_166-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_166-processed-gene-0.39&CDS=1-5790
1790	OG0001790	YGR218W	snap_masked-flattened_line_60-processed-gene-0.216-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.216&CDS=1-3243
1791	OG0001791	YGR220C	snap_masked-flattened_line_60-processed-gene-0.179-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.179&CDS=1-825
1792	OG0001792	YGR223C	snap_masked-flattened_line_166-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_166-processed-gene-0.35&CDS=1-1113
1793	OG0001793	YGR225W	snap_masked-flattened_line_90-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.131&CDS=1-1074
1794	OG0001794	YGR227W	snap_masked-flattened_line_90-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.104&CDS=1-1524
1795	OG0001795	YGR229C	snap_masked-flattened_line_90-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.129&CDS=1-1335
1796	OG0001796	YGR230W	maker-flattened_line_90-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_90-snap-gene-0.0&CDS=1-222
1797	OG0001797	YGR231C	snap_masked-flattened_line_90-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.130&CDS=1-921
1798	OG0001798	YGR232W	snap_masked-flattened_line_90-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.128&CDS=1-741
1799	OG0001799	YGR233C	augustus_masked-flattened_line_60-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.13&CDS=1-3843
1800	OG0001800	YGR234W	snap_masked-flattened_line_32-processed-gene-1.139-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.139&CDS=1-1224
1801	OG0001801	YGR235C	maker-flattened_line_22-augustus-gene-1.279-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.279&CDS=1-1851
1802	OG0001802	YGR237C	snap_masked-flattened_line_32-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.111&CDS=1-1851
1803	OG0001803	YGR240C	snap_masked-flattened_line_90-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.117&CDS=1-2883
1804	OG0001804	YGR244C	snap_masked-flattened_line_48-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.112&CDS=1-1257
1805	OG0001805	YGR245C	snap_masked-flattened_line_48-processed-gene-0.155-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.155&CDS=1-2241
1806	OG0001806	YGR246C	maker-flattened_line_48-snap-gene-0.195-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.195&CDS=1-2148
1807	OG0001807	YGR247W	snap_masked-flattened_line_182-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_182-processed-gene-0.16&CDS=1-642
1808	OG0001808	YGR252W	snap_masked-flattened_line_48-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.159&CDS=1-1329
1809	OG0001809	YGR253C	maker-flattened_line_48-augustus-gene-0.92-mRNA-1_1&gene=maker-flattened_line_48-augustus-gene-0.92&CDS=1-789
1810	OG0001810	YGR254W	snap_masked-flattened_line_36-processed-gene-1.221-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.221&CDS=1-1308
1811	OG0001811	YGR255C	snap_masked-flattened_line_22-processed-gene-1.234-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.234&CDS=1-1413
1812	OG0001812	YGR257C	augustus_masked-flattened_line_22-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.38&CDS=1-738
1813	OG0001813	YGR258C	maker-flattened_line_40-snap-gene-0.42-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.42&CDS=1-2664
1814	OG0001814	YGR260W	snap_masked-flattened_line_52-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.54&CDS=1-1476
1815	OG0001815	YGR261C	snap_masked-flattened_line_84-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.135&CDS=1-2397
1816	OG0001816	YGR264C	augustus_masked-flattened_line_18-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.12&CDS=1-2988
1817	OG0001817	YGR266W	snap_masked-flattened_line_90-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.115&CDS=1-2064
1818	OG0001818	YGR267C	snap_masked-flattened_line_90-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.100&CDS=1-855
1819	OG0001819	YGR270W	snap_masked-flattened_line_8-processed-gene-2.143-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.143&CDS=1-3654
1820	OG0001820	YGR271C-A	snap_masked-flattened_line_90-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.90&CDS=1-687
1821	OG0001821	YGR271W	snap_masked-flattened_line_90-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.99&CDS=1-5805
1822	OG0001822	YGR274C	snap_masked-flattened_line_136-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.81&CDS=1-2643
1823	OG0001823	YGR275W	snap_masked-flattened_line_136-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.70&CDS=1-426
1824	OG0001824	YGR276C	snap_masked-flattened_line_136-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.82&CDS=1-1584
