	OrthologID	Saccharomyces_cerevisiae	Yarrowia_lipolytica
1285	OG0001285	YFL030W	genemark-YALI0E-processed-gene-19.58-mRNA-1_1&gene=genemark-YALI0E-processed-gene-19.58&CDS=1-1293
1286	OG0001286	YFL031W	snap_masked-YALI0B-processed-gene-17.66-mRNA-1_1&gene=snap_masked-YALI0B-processed-gene-17.66&CDS=1-891
1287	OG0001287	YFL033C	genemark-YALI0F-processed-gene-19.17-mRNA-1_1&gene=genemark-YALI0F-processed-gene-19.17&CDS=1-4881
1288	OG0001288	YFL034C-B	genemark-YALI0A-processed-gene-18.3-mRNA-1_1&gene=genemark-YALI0A-processed-gene-18.3&CDS=1-798
1289	OG0001289	YFL034W	maker-YALI0E-snap-gene-31.116-mRNA-1_1&gene=maker-YALI0E-snap-gene-31.116&CDS=1-3780
1290	OG0001290	YFL036W	snap_masked-YALI0A-processed-gene-12.33-mRNA-1_1&gene=snap_masked-YALI0A-processed-gene-12.33&CDS=1-3990
1291	OG0001291	YFL037W	genemark-YALI0E-processed-gene-0.61-mRNA-1_1&gene=genemark-YALI0E-processed-gene-0.61&CDS=1-1332
1292	OG0001292	YFL038C	genemark-YALI0D-processed-gene-10.65-mRNA-1_1&gene=genemark-YALI0D-processed-gene-10.65&CDS=1-600
1293	OG0001293	YFL039C	augustus_masked-YALI0D-processed-gene-10.86-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-10.86&CDS=1-1125
1294	OG0001294	YFL044C	genemark-YALI0D-processed-gene-16.90-mRNA-1_1&gene=genemark-YALI0D-processed-gene-16.90&CDS=1-975
1295	OG0001295	YFL045C	genemark-YALI0D-processed-gene-16.92-mRNA-1_1&gene=genemark-YALI0D-processed-gene-16.92&CDS=1-759
1296	OG0001296	YFL046W	genemark-YALI0D-processed-gene-16.107-mRNA-1_1&gene=genemark-YALI0D-processed-gene-16.107&CDS=1-651
1297	OG0001297	YFL047W	genemark-YALI0E-processed-gene-6.30-mRNA-1_1&gene=genemark-YALI0E-processed-gene-6.30&CDS=1-2550
1298	OG0001298	YFL053W	genemark-YALI0F-processed-gene-13.44-mRNA-1_1&gene=genemark-YALI0F-processed-gene-13.44&CDS=1-1716
1299	OG0001299	YFL055W	genemark-YALI0E-processed-gene-24.107-mRNA-1_1&gene=genemark-YALI0E-processed-gene-24.107&CDS=1-1677
1300	OG0001300	YFR001W	genemark-YALI0D-processed-gene-24.52-mRNA-1_1&gene=genemark-YALI0D-processed-gene-24.52&CDS=1-588
1301	OG0001301	YFR002W	genemark-YALI0C-processed-gene-29.48-mRNA-1_1&gene=genemark-YALI0C-processed-gene-29.48&CDS=1-2646
1302	OG0001302	YFR004W	genemark-YALI0F-processed-gene-33.74-mRNA-1_1&gene=genemark-YALI0F-processed-gene-33.74&CDS=1-936
1303	OG0001303	YFR005C	genemark-YALI0E-processed-gene-15.78-mRNA-1_1&gene=genemark-YALI0E-processed-gene-15.78&CDS=1-1320
1304	OG0001304	YFR006W	genemark-YALI0E-processed-gene-16.63-mRNA-1_1&gene=genemark-YALI0E-processed-gene-16.63&CDS=1-1362
1305	OG0001305	YFR007W	genemark-YALI0E-processed-gene-16.46-mRNA-1_1&gene=genemark-YALI0E-processed-gene-16.46&CDS=1-690
1306	OG0001306	YFR009W	genemark-YALI0E-processed-gene-4.52-mRNA-1_1&gene=genemark-YALI0E-processed-gene-4.52&CDS=1-2277
1307	OG0001307	YFR010W	genemark-YALI0D-processed-gene-3.13-mRNA-1_1&gene=genemark-YALI0D-processed-gene-3.13&CDS=1-1419
1308	OG0001308	YFR011C	snap_masked-YALI0D-processed-gene-3.84-mRNA-1_1&gene=snap_masked-YALI0D-processed-gene-3.84&CDS=1-591
1309	OG0001309	YFR014C	genemark-YALI0E-processed-gene-32.74-mRNA-1_1&gene=genemark-YALI0E-processed-gene-32.74&CDS=1-1188
1310	OG0001310	YFR015C	genemark-YALI0F-processed-gene-24.82-mRNA-1_1&gene=genemark-YALI0F-processed-gene-24.82&CDS=1-2070
1311	OG0001311	YFR018C	genemark-YALI0E-processed-gene-34.102-mRNA-1_1&gene=genemark-YALI0E-processed-gene-34.102&CDS=1-1248
1312	OG0001312	YFR019W	genemark-YALI0E-processed-gene-34.117-mRNA-1_1&gene=genemark-YALI0E-processed-gene-34.117&CDS=1-6093
1313	OG0001313	YFR021W	genemark-YALI0F-processed-gene-35.97-mRNA-1_1&gene=genemark-YALI0F-processed-gene-35.97&CDS=1-1200
1314	OG0001314	YFR025C	genemark-YALI0E-processed-gene-5.83-mRNA-1_1&gene=genemark-YALI0E-processed-gene-5.83&CDS=1-942
1315	OG0001315	YFR027W	genemark-YALI0E-processed-gene-14.13-mRNA-1_1&gene=genemark-YALI0E-processed-gene-14.13&CDS=1-813
1316	OG0001316	YFR028C	genemark-YALI0E-processed-gene-19.45-mRNA-1_1&gene=genemark-YALI0E-processed-gene-19.45&CDS=1-1692
1317	OG0001317	YFR029W	augustus_masked-YALI0D-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-3.39&CDS=1-2304
1318	OG0001318	YFR030W	genemark-YALI0E-processed-gene-19.72-mRNA-1_1&gene=genemark-YALI0E-processed-gene-19.72&CDS=1-3123
1319	OG0001319	YFR031C	augustus_masked-YALI0F-processed-gene-32.115-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-32.115&CDS=1-3516
1320	OG0001320	YFR032C-A	maker-YALI0F-augustus-gene-11.51-mRNA-1_1&gene=maker-YALI0F-augustus-gene-11.51&CDS=1-186
1321	OG0001321	YFR033C	genemark-YALI0F-processed-gene-32.71-mRNA-1_1&gene=genemark-YALI0F-processed-gene-32.71&CDS=1-411
1322	OG0001322	YFR034C	genemark-YALI0F-processed-gene-7.96-mRNA-1_1&gene=genemark-YALI0F-processed-gene-7.96&CDS=1-2148
1323	OG0001323	YFR037C	genemark-YALI0F-processed-gene-6.23-mRNA-1_1&gene=genemark-YALI0F-processed-gene-6.23&CDS=1-1716
1324	OG0001324	YFR041C	genemark-YALI0F-processed-gene-15.70-mRNA-1_1&gene=genemark-YALI0F-processed-gene-15.70&CDS=1-861
1325	OG0001325	YFR044C	augustus_masked-YALI0F-processed-gene-23.79-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-23.79&CDS=1-1434
1326	OG0001326	YFR045W	genemark-YALI0F-processed-gene-28.76-mRNA-1_1&gene=genemark-YALI0F-processed-gene-28.76&CDS=1-1059
1327	OG0001327	YFR047C	genemark-YALI0E-processed-gene-8.5-mRNA-1_1&gene=genemark-YALI0E-processed-gene-8.5&CDS=1-876
1328	OG0001328	YFR048W	genemark-YALI0D-processed-gene-2.6-mRNA-1_1&gene=genemark-YALI0D-processed-gene-2.6&CDS=1-1722
1329	OG0001329	YFR049W	snap_masked-YALI0E-processed-gene-38.15-mRNA-1_1&gene=snap_masked-YALI0E-processed-gene-38.15&CDS=1-258
1330	OG0001330	YFR050C	genemark-YALI0E-processed-gene-38.110-mRNA-1_1&gene=genemark-YALI0E-processed-gene-38.110&CDS=1-795
1331	OG0001331	YFR051C	genemark-YALI0E-processed-gene-38.132-mRNA-1_1&gene=genemark-YALI0E-processed-gene-38.132&CDS=1-1557
1332	OG0001332	YFR052W	genemark-YALI0A-processed-gene-20.42-mRNA-1_1&gene=genemark-YALI0A-processed-gene-20.42&CDS=1-783
1333	OG0001333	YGL001C	genemark-YALI0C-processed-gene-29.69-mRNA-1_1&gene=genemark-YALI0C-processed-gene-29.69&CDS=1-1077
1334	OG0001334	YGL003C	genemark-YALI0C-processed-gene-25.11-mRNA-1_1&gene=genemark-YALI0C-processed-gene-25.11&CDS=1-1908
1335	OG0001335	YGL006W	genemark-YALI0D-processed-gene-6.42-mRNA-1_1&gene=genemark-YALI0D-processed-gene-6.42&CDS=1-3693
1336	OG0001336	YGL008C	genemark-YALI0B-processed-gene-28.30-mRNA-1_1&gene=genemark-YALI0B-processed-gene-28.30&CDS=1-2748
1337	OG0001337	YGL009C	genemark-YALI0B-processed-gene-2.21-mRNA-1_1&gene=genemark-YALI0B-processed-gene-2.21&CDS=1-2289
1338	OG0001338	YGL010W	genemark-YALI0E-processed-gene-41.25-mRNA-1_1&gene=genemark-YALI0E-processed-gene-41.25&CDS=1-597
1339	OG0001339	YGL011C	genemark-YALI0C-processed-gene-7.63-mRNA-1_1&gene=genemark-YALI0C-processed-gene-7.63&CDS=1-732
1340	OG0001340	YGL012W	genemark-YALI0D-processed-gene-24.57-mRNA-1_1&gene=genemark-YALI0D-processed-gene-24.57&CDS=1-1410
1341	OG0001341	YGL016W	augustus_masked-YALI0E-processed-gene-35.12-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-35.12&CDS=1-2850
1342	OG0001342	YGL017W	genemark-YALI0E-processed-gene-4.43-mRNA-1_1&gene=genemark-YALI0E-processed-gene-4.43&CDS=1-1320
1343	OG0001343	YGL018C	augustus_masked-YALI0D-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-0.77&CDS=1-645
1344	OG0001344	YGL019W	genemark-YALI0E-processed-gene-24.110-mRNA-1_1&gene=genemark-YALI0E-processed-gene-24.110&CDS=1-753
1345	OG0001345	YGL022W	genemark-YALI0B-processed-gene-21.36-mRNA-1_1&gene=genemark-YALI0B-processed-gene-21.36&CDS=1-2238
1346	OG0001346	YGL023C	augustus_masked-YALI0A-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-YALI0A-processed-gene-2.6&CDS=1-2037
1347	OG0001347	YGL026C	genemark-YALI0F-processed-gene-32.75-mRNA-1_1&gene=genemark-YALI0F-processed-gene-32.75&CDS=1-2076
1348	OG0001348	YGL027C	genemark-YALI0F-processed-gene-20.23-mRNA-1_1&gene=genemark-YALI0F-processed-gene-20.23&CDS=1-2370
1349	OG0001349	YGL028C	genemark-YALI0E-processed-gene-25.22-mRNA-1_1&gene=genemark-YALI0E-processed-gene-25.22&CDS=1-1332
1350	OG0001350	YGL030W	genemark-YALI0E-processed-gene-27.115-mRNA-1_1&gene=genemark-YALI0E-processed-gene-27.115&CDS=1-324
1351	OG0001351	YGL035C	genemark-YALI0E-processed-gene-9.4-mRNA-1_1&gene=genemark-YALI0E-processed-gene-9.4&CDS=1-1800
1352	OG0001352	YGL037C	genemark-YALI0A-processed-gene-22.120-mRNA-1_1&gene=genemark-YALI0A-processed-gene-22.120&CDS=1-609
1353	OG0001353	YGL040C	genemark-YALI0F-processed-gene-27.69-mRNA-1_1&gene=genemark-YALI0F-processed-gene-27.69&CDS=1-1026
1354	OG0001354	YGL043W	genemark-YALI0E-processed-gene-11.48-mRNA-1_1&gene=genemark-YALI0E-processed-gene-11.48&CDS=1-885
1355	OG0001355	YGL044C	genemark-YALI0E-processed-gene-11.51-mRNA-1_1&gene=genemark-YALI0E-processed-gene-11.51&CDS=1-759
1356	OG0001356	YGL045W	genemark-YALI0D-processed-gene-24.56-mRNA-1_1&gene=genemark-YALI0D-processed-gene-24.56&CDS=1-2643
1357	OG0001357	YGL047W	genemark-YALI0E-processed-gene-39.49-mRNA-1_1&gene=genemark-YALI0E-processed-gene-39.49&CDS=1-507
1358	OG0001358	YGL048C	genemark-YALI0D-processed-gene-21.114-mRNA-1_1&gene=genemark-YALI0D-processed-gene-21.114&CDS=1-1218
1359	OG0001359	YGL050W	genemark-YALI0D-processed-gene-28.33-mRNA-1_1&gene=genemark-YALI0D-processed-gene-28.33&CDS=1-792
1360	OG0001360	YGL054C	genemark-YALI0F-processed-gene-15.54-mRNA-1_1&gene=genemark-YALI0F-processed-gene-15.54&CDS=1-408
1361	OG0001361	YGL055W	genemark-YALI0C-processed-gene-7.46-mRNA-1_1&gene=genemark-YALI0C-processed-gene-7.46&CDS=1-1446
1362	OG0001362	YGL058W	genemark-YALI0F-processed-gene-34.58-mRNA-1_1&gene=genemark-YALI0F-processed-gene-34.58&CDS=1-453
1363	OG0001363	YGL059W	augustus_masked-YALI0F-processed-gene-34.101-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-34.101&CDS=1-1407
1364	OG0001364	YGL062W	genemark-YALI0C-processed-gene-31.98-mRNA-1_1&gene=genemark-YALI0C-processed-gene-31.98&CDS=1-3573
1365	OG0001365	YGL064C	augustus_masked-YALI0E-processed-gene-40.22-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-40.22&CDS=1-1542
1366	OG0001366	YGL065C	genemark-YALI0E-processed-gene-37.52-mRNA-1_1&gene=genemark-YALI0E-processed-gene-37.52&CDS=1-1380
1367	OG0001367	YGL068W	genemark-YALI0F-processed-gene-23.97-mRNA-1_1&gene=genemark-YALI0F-processed-gene-23.97&CDS=1-489
1368	OG0001368	YGL070C	genemark-YALI0F-processed-gene-23.113-mRNA-1_1&gene=genemark-YALI0F-processed-gene-23.113&CDS=1-333
1369	OG0001369	YGL073W	genemark-YALI0E-processed-gene-16.60-mRNA-1_1&gene=genemark-YALI0E-processed-gene-16.60&CDS=1-1749
1370	OG0001370	YGL077C	genemark-YALI0A-processed-gene-19.15-mRNA-1_1&gene=genemark-YALI0A-processed-gene-19.15&CDS=1-1632
1371	OG0001371	YGL078C	genemark-YALI0D-processed-gene-12.43-mRNA-1_1&gene=genemark-YALI0D-processed-gene-12.43&CDS=1-1596
1372	OG0001372	YGL079W	augustus_masked-YALI0E-processed-gene-35.10-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-35.10&CDS=1-426
1373	OG0001373	YGL080W	genemark-YALI0F-processed-gene-0.44-mRNA-1_1&gene=genemark-YALI0F-processed-gene-0.44&CDS=1-372
1374	OG0001374	YGL083W	genemark-YALI0E-processed-gene-10.56-mRNA-1_1&gene=genemark-YALI0E-processed-gene-10.56&CDS=1-2586
1375	OG0001375	YGL084C	genemark-YALI0E-processed-gene-35.56-mRNA-1_1&gene=genemark-YALI0E-processed-gene-35.56&CDS=1-1707
1376	OG0001376	YGL085W	genemark-YALI0E-processed-gene-35.70-mRNA-1_1&gene=genemark-YALI0E-processed-gene-35.70&CDS=1-678
1377	OG0001377	YGL086W	genemark-YALI0E-processed-gene-35.41-mRNA-1_1&gene=genemark-YALI0E-processed-gene-35.41&CDS=1-2112
1378	OG0001378	YGL087C	genemark-YALI0E-processed-gene-35.60-mRNA-1_1&gene=genemark-YALI0E-processed-gene-35.60&CDS=1-417
1379	OG0001379	YGL091C	genemark-YALI0E-processed-gene-2.68-mRNA-1_1&gene=genemark-YALI0E-processed-gene-2.68&CDS=1-1020
1380	OG0001380	YGL092W	genemark-YALI0D-processed-gene-22.25-mRNA-1_1&gene=genemark-YALI0D-processed-gene-22.25&CDS=1-3552
1381	OG0001381	YGL094C	augustus_masked-YALI0E-processed-gene-34.83-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-34.83&CDS=1-3000
1382	OG0001382	YGL095C	genemark-YALI0E-processed-gene-34.121-mRNA-1_1&gene=genemark-YALI0E-processed-gene-34.121&CDS=1-1737
1383	OG0001383	YGL097W	genemark-YALI0A-processed-gene-13.87-mRNA-1_1&gene=genemark-YALI0A-processed-gene-13.87&CDS=1-1494
1384	OG0001384	YGL098W	augustus_masked-YALI0C-processed-gene-29.92-mRNA-1_1&gene=augustus_masked-YALI0C-processed-gene-29.92&CDS=1-798
1385	OG0001385	YGL099W	genemark-YALI0C-processed-gene-29.63-mRNA-1_1&gene=genemark-YALI0C-processed-gene-29.63&CDS=1-2124
1386	OG0001386	YGL100W	genemark-YALI0B-processed-gene-21.19-mRNA-1_1&gene=genemark-YALI0B-processed-gene-21.19&CDS=1-957
1387	OG0001387	YGL103W	genemark-YALI0B-processed-gene-27.21-mRNA-1_1&gene=genemark-YALI0B-processed-gene-27.21&CDS=1-447
1388	OG0001388	YGL105W	genemark-YALI0E-processed-gene-3.19-mRNA-1_1&gene=genemark-YALI0E-processed-gene-3.19&CDS=1-1182
1389	OG0001389	YGL106W	genemark-YALI0E-processed-gene-3.18-mRNA-1_1&gene=genemark-YALI0E-processed-gene-3.18&CDS=1-441
1390	OG0001390	YGL110C	augustus_masked-YALI0B-processed-gene-24.82-mRNA-1_1&gene=augustus_masked-YALI0B-processed-gene-24.82&CDS=1-1827
1391	OG0001391	YGL111W	genemark-YALI0B-processed-gene-22.44-mRNA-1_1&gene=genemark-YALI0B-processed-gene-22.44&CDS=1-1230
1392	OG0001392	YGL112C	genemark-YALI0C-processed-gene-6.75-mRNA-1_1&gene=genemark-YALI0C-processed-gene-6.75&CDS=1-1446
1393	OG0001393	YGL114W	genemark-YALI0E-processed-gene-1.21-mRNA-1_1&gene=genemark-YALI0E-processed-gene-1.21&CDS=1-2055
1394	OG0001394	YGL115W	augustus_masked-YALI0C-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-YALI0C-processed-gene-4.95&CDS=1-1110
1395	OG0001395	YGL116W	genemark-YALI0C-processed-gene-4.60-mRNA-1_1&gene=genemark-YALI0C-processed-gene-4.60&CDS=1-1650
1396	OG0001396	YGL119W	genemark-YALI0B-processed-gene-20.53-mRNA-1_1&gene=genemark-YALI0B-processed-gene-20.53&CDS=1-1773
1397	OG0001397	YGL120C	genemark-YALI0B-processed-gene-20.65-mRNA-1_1&gene=genemark-YALI0B-processed-gene-20.65&CDS=1-2193
1398	OG0001398	YGL122C	genemark-YALI0E-processed-gene-16.70-mRNA-1_1&gene=genemark-YALI0E-processed-gene-16.70&CDS=1-1410
1399	OG0001399	YGL123W	genemark-YALI0E-processed-gene-17.67-mRNA-1_1&gene=genemark-YALI0E-processed-gene-17.67&CDS=1-777
1400	OG0001400	YGL124C	augustus_masked-YALI0C-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-YALI0C-processed-gene-8.40&CDS=1-1629
1401	OG0001401	YGL125W	genemark-YALI0B-processed-gene-0.42-mRNA-1_1&gene=genemark-YALI0B-processed-gene-0.42&CDS=1-1749
1402	OG0001402	YGL126W	snap_masked-YALI0C-processed-gene-31.58-mRNA-1_1&gene=snap_masked-YALI0C-processed-gene-31.58&CDS=1-1176
1403	OG0001403	YGL130W	genemark-YALI0E-processed-gene-3.8-mRNA-1_1&gene=genemark-YALI0E-processed-gene-3.8&CDS=1-1173
1404	OG0001404	YGL131C	maker-YALI0E-snap-gene-36.105-mRNA-1_1&gene=maker-YALI0E-snap-gene-36.105&CDS=1-3945
1405	OG0001405	YGL136C	maker-YALI0E-augustus-gene-38.49-mRNA-1_1&gene=maker-YALI0E-augustus-gene-38.49&CDS=1-903
1406	OG0001406	YGL137W	genemark-YALI0C-processed-gene-29.60-mRNA-1_1&gene=genemark-YALI0C-processed-gene-29.60&CDS=1-2637
1407	OG0001407	YGL138C	augustus_masked-YALI0E-processed-gene-33.42-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-33.42&CDS=1-2160
1408	OG0001408	YGL140C	genemark-YALI0E-processed-gene-31.23-mRNA-1_1&gene=genemark-YALI0E-processed-gene-31.23&CDS=1-3981
1409	OG0001409	YGL141W	genemark-YALI0A-processed-gene-22.101-mRNA-1_1&gene=genemark-YALI0A-processed-gene-22.101&CDS=1-2610
1410	OG0001410	YGL142C	augustus_masked-YALI0D-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-5.96&CDS=1-1530
1411	OG0001411	YGL143C	genemark-YALI0E-processed-gene-26.85-mRNA-1_1&gene=genemark-YALI0E-processed-gene-26.85&CDS=1-1167
1412	OG0001412	YGL148W	genemark-YALI0D-processed-gene-22.37-mRNA-1_1&gene=genemark-YALI0D-processed-gene-22.37&CDS=1-1125
1413	OG0001413	YGL150C	snap_masked-YALI0E-processed-gene-10.27-mRNA-1_1&gene=snap_masked-YALI0E-processed-gene-10.27&CDS=1-4200
1414	OG0001414	YGL151W	genemark-YALI0D-processed-gene-26.56-mRNA-1_1&gene=genemark-YALI0D-processed-gene-26.56&CDS=1-2973
1415	OG0001415	YGL153W	genemark-YALI0E-processed-gene-11.54-mRNA-1_1&gene=genemark-YALI0E-processed-gene-11.54&CDS=1-1110
1416	OG0001416	YGL154C	snap_masked-YALI0E-processed-gene-11.16-mRNA-1_1&gene=snap_masked-YALI0E-processed-gene-11.16&CDS=1-1299
1417	OG0001417	YGL155W	maker-YALI0E-snap-gene-11.22-mRNA-1_1&gene=maker-YALI0E-snap-gene-11.22&CDS=1-1161
1418	OG0001418	YGL156W	genemark-YALI0D-processed-gene-27.13-mRNA-1_1&gene=genemark-YALI0D-processed-gene-27.13&CDS=1-3237
1419	OG0001419	YGL159W	snap_masked-YALI0C-processed-gene-3.61-mRNA-1_1&gene=snap_masked-YALI0C-processed-gene-3.61&CDS=1-999
1420	OG0001420	YGL163C	augustus_masked-YALI0B-processed-gene-10.0-mRNA-1_1&gene=augustus_masked-YALI0B-processed-gene-10.0&CDS=1-2421
1421	OG0001421	YGL164C	genemark-YALI0B-processed-gene-11.58-mRNA-1_1&gene=genemark-YALI0B-processed-gene-11.58&CDS=1-1785
1422	OG0001422	YGL166W	genemark-YALI0B-processed-gene-11.47-mRNA-1_1&gene=genemark-YALI0B-processed-gene-11.47&CDS=1-1233
1423	OG0001423	YGL167C	genemark-YALI0E-processed-gene-11.66-mRNA-1_1&gene=genemark-YALI0E-processed-gene-11.66&CDS=1-2784
1424	OG0001424	YGL169W	genemark-YALI0E-processed-gene-11.56-mRNA-1_1&gene=genemark-YALI0E-processed-gene-11.56&CDS=1-1119
1425	OG0001425	YGL171W	genemark-YALI0B-processed-gene-28.19-mRNA-1_1&gene=genemark-YALI0B-processed-gene-28.19&CDS=1-1641
1426	OG0001426	YGL172W	genemark-YALI0C-processed-gene-31.74-mRNA-1_1&gene=genemark-YALI0C-processed-gene-31.74&CDS=1-1368
1427	OG0001427	YGL173C	genemark-YALI0C-processed-gene-31.109-mRNA-1_1&gene=genemark-YALI0C-processed-gene-31.109&CDS=1-4578
1428	OG0001428	YGL174W	genemark-YALI0C-processed-gene-31.122-mRNA-1_1&gene=genemark-YALI0C-processed-gene-31.122&CDS=1-663
1429	OG0001429	YGL175C	snap_masked-YALI0C-processed-gene-31.16-mRNA-1_1&gene=snap_masked-YALI0C-processed-gene-31.16&CDS=1-1221
1430	OG0001430	YGL178W	genemark-YALI0E-processed-gene-13.0-mRNA-1_1&gene=genemark-YALI0E-processed-gene-13.0&CDS=1-1698
1431	OG0001431	YGL179C	augustus_masked-YALI0D-processed-gene-11.50-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-11.50&CDS=1-2721
1432	OG0001432	YGL180W	genemark-YALI0D-processed-gene-33.27-mRNA-1_1&gene=genemark-YALI0D-processed-gene-33.27&CDS=1-2130
1433	OG0001433	YGL184C	genemark-YALI0D-processed-gene-0.56-mRNA-1_1&gene=genemark-YALI0D-processed-gene-0.56&CDS=1-1302
1434	OG0001434	YGL186C	genemark-YALI0D-processed-gene-9.23-mRNA-1_1&gene=genemark-YALI0D-processed-gene-9.23&CDS=1-1659
1435	OG0001435	YGL187C	maker-YALI0E-snap-gene-23.77-mRNA-1_1&gene=maker-YALI0E-snap-gene-23.77&CDS=1-873
1436	OG0001436	YGL190C	maker-YALI0F-snap-gene-4.109-mRNA-1_1&gene=maker-YALI0F-snap-gene-4.109&CDS=1-1410
1437	OG0001437	YGL191W	genemark-YALI0F-processed-gene-4.52-mRNA-1_1&gene=genemark-YALI0F-processed-gene-4.52&CDS=1-432
1438	OG0001438	YGL192W	genemark-YALI0B-processed-gene-5.0-mRNA-1_1&gene=genemark-YALI0B-processed-gene-5.0&CDS=1-1761
1439	OG0001439	YGL194C	genemark-YALI0C-processed-gene-7.49-mRNA-1_1&gene=genemark-YALI0C-processed-gene-7.49&CDS=1-1299
1440	OG0001440	YGL195W	augustus_masked-YALI0D-processed-gene-21.68-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-21.68&CDS=1-7491
1441	OG0001441	YGL196W	snap_masked-YALI0D-processed-gene-19.11-mRNA-1_1&gene=snap_masked-YALI0D-processed-gene-19.11&CDS=1-759
1442	OG0001442	YGL198W	genemark-YALI0F-processed-gene-20.41-mRNA-1_1&gene=genemark-YALI0F-processed-gene-20.41&CDS=1-681
1443	OG0001443	YGL200C	genemark-YALI0E-processed-gene-41.8-mRNA-1_1&gene=genemark-YALI0E-processed-gene-41.8&CDS=1-600
1444	OG0001444	YGL201C	genemark-YALI0B-processed-gene-21.17-mRNA-1_1&gene=genemark-YALI0B-processed-gene-21.17&CDS=1-2763
1445	OG0001445	YGL203C	genemark-YALI0B-processed-gene-7.38-mRNA-1_1&gene=genemark-YALI0B-processed-gene-7.38&CDS=1-1842
1446	OG0001446	YGL206C	genemark-YALI0A-processed-gene-17.20-mRNA-1_1&gene=genemark-YALI0A-processed-gene-17.20&CDS=1-4929
1447	OG0001447	YGL207W	genemark-YALI0D-processed-gene-18.29-mRNA-1_1&gene=genemark-YALI0D-processed-gene-18.29&CDS=1-3009
1448	OG0001448	YGL211W	genemark-YALI0D-processed-gene-21.105-mRNA-1_1&gene=genemark-YALI0D-processed-gene-21.105&CDS=1-1095
1449	OG0001449	YGL212W	genemark-YALI0C-processed-gene-23.45-mRNA-1_1&gene=genemark-YALI0C-processed-gene-23.45&CDS=1-984
1450	OG0001450	YGL213C	genemark-YALI0C-processed-gene-27.27-mRNA-1_1&gene=genemark-YALI0C-processed-gene-27.27&CDS=1-936
1451	OG0001451	YGL215W	augustus_masked-YALI0E-processed-gene-9.45-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-9.45&CDS=1-1203
1452	OG0001452	YGL216W	genemark-YALI0E-processed-gene-8.26-mRNA-1_1&gene=genemark-YALI0E-processed-gene-8.26&CDS=1-2364
1453	OG0001453	YGL219C	genemark-YALI0D-processed-gene-33.5-mRNA-1_1&gene=genemark-YALI0D-processed-gene-33.5&CDS=1-1380
1454	OG0001454	YGL220W	augustus_masked-YALI0D-processed-gene-26.71-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-26.71&CDS=1-252
1455	OG0001455	YGL221C	genemark-YALI0B-processed-gene-15.67-mRNA-1_1&gene=genemark-YALI0B-processed-gene-15.67&CDS=1-858
1456	OG0001456	YGL224C	genemark-YALI0F-processed-gene-34.80-mRNA-1_1&gene=genemark-YALI0F-processed-gene-34.80&CDS=1-849
1457	OG0001457	YGL225W	genemark-YALI0F-processed-gene-28.96-mRNA-1_1&gene=genemark-YALI0F-processed-gene-28.96&CDS=1-978
1458	OG0001458	YGL226W	genemark-YALI0F-processed-gene-34.57-mRNA-1_1&gene=genemark-YALI0F-processed-gene-34.57&CDS=1-459
1459	OG0001459	YGL231C	genemark-YALI0A-processed-gene-10.8-mRNA-1_1&gene=genemark-YALI0A-processed-gene-10.8&CDS=1-540
1460	OG0001460	YGL232W	genemark-YALI0F-processed-gene-21.88-mRNA-1_1&gene=genemark-YALI0F-processed-gene-21.88&CDS=1-1116
1461	OG0001461	YGL233W	genemark-YALI0F-processed-gene-17.46-mRNA-1_1&gene=genemark-YALI0F-processed-gene-17.46&CDS=1-3159
1462	OG0001462	YGL234W	genemark-YALI0F-processed-gene-28.78-mRNA-1_1&gene=genemark-YALI0F-processed-gene-28.78&CDS=1-2364
1463	OG0001463	YGL236C	genemark-YALI0E-processed-gene-8.3-mRNA-1_1&gene=genemark-YALI0E-processed-gene-8.3&CDS=1-1905
1464	OG0001464	YGL237C	genemark-YALI0F-processed-gene-30.84-mRNA-1_1&gene=genemark-YALI0F-processed-gene-30.84&CDS=1-477
1465	OG0001465	YGL238W	genemark-YALI0E-processed-gene-8.7-mRNA-1_1&gene=genemark-YALI0E-processed-gene-8.7&CDS=1-2856
1466	OG0001466	YGL240W	genemark-YALI0E-processed-gene-8.6-mRNA-1_1&gene=genemark-YALI0E-processed-gene-8.6&CDS=1-552
