	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034681_Blastobotrys_americana
1692	OG0001692	YHR070W	snap_masked-flattened_line_16-processed-gene-1.50-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.50&CDS=1-1539
1693	OG0001693	YHR071W	genemark-flattened_line_10-processed-gene-1.3-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.3&CDS=1-1047
1694	OG0001694	YHR072W	snap_masked-flattened_line_38-processed-gene-1.48-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.48&CDS=1-2184
1695	OG0001695	YHR072W-A	snap_masked-flattened_line_38-processed-gene-1.47-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.47&CDS=1-192
1696	OG0001696	YHR073W	snap_masked-flattened_line_26-processed-gene-1.116-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.116&CDS=1-2565
1697	OG0001697	YHR074W	snap_masked-flattened_line_2-processed-gene-2.121-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.121&CDS=1-2109
1698	OG0001698	YHR075C	snap_masked-flattened_line_2-processed-gene-2.99-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.99&CDS=1-1161
1699	OG0001699	YHR076W	snap_masked-flattened_line_18-processed-gene-2.64-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.64&CDS=1-1242
1700	OG0001700	YHR077C	maker-flattened_line_18-snap-gene-2.2-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-2.2&CDS=1-3486
1701	OG0001701	YHR078W	snap_masked-flattened_line_74-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.112&CDS=1-1563
1702	OG0001702	YHR079C	snap_masked-flattened_line_58-processed-gene-0.189-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.189&CDS=1-3597
1703	OG0001703	YHR082C	snap_masked-flattened_line_30-processed-gene-2.123-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.123&CDS=1-1731
1704	OG0001704	YHR084W	snap_masked-flattened_line_14-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.72&CDS=1-1881
1705	OG0001705	YHR085W	snap_masked-flattened_line_74-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.81&CDS=1-939
1706	OG0001706	YHR086W	snap_masked-flattened_line_64-processed-gene-0.181-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.181&CDS=1-1404
1707	OG0001707	YHR088W	snap_masked-flattened_line_16-processed-gene-1.54-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.54&CDS=1-897
1708	OG0001708	YHR089C	genemark-flattened_line_62-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.55&CDS=1-624
1709	OG0001709	YHR090C	snap_masked-flattened_line_10-processed-gene-3.79-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.79&CDS=1-819
1710	OG0001710	YHR099W	genemark-flattened_line_58-processed-gene-0.156-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.156&CDS=1-11469
1711	OG0001711	YHR100C	snap_masked-flattened_line_58-processed-gene-0.193-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.193&CDS=1-588
1712	OG0001712	YHR104W	snap_masked-flattened_line_98-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.81&CDS=1-957
1713	OG0001713	YHR105W	snap_masked-flattened_line_14-processed-gene-2.78-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.78&CDS=1-414
1714	OG0001714	YHR111W	maker-flattened_line_6-augustus-gene-3.95-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-3.95&CDS=1-1956
1715	OG0001715	YHR112C	snap_masked-flattened_line_6-processed-gene-3.65-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.65&CDS=1-1149
1716	OG0001716	YHR113W	maker-flattened_line_4-snap-gene-5.79-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-5.79&CDS=1-1440
1717	OG0001717	YHR114W	snap_masked-flattened_line_20-processed-gene-1.44-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.44&CDS=1-1938
1718	OG0001718	YHR116W	snap_masked-flattened_line_54-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.37&CDS=1-288
1719	OG0001719	YHR119W	maker-flattened_line_54-snap-gene-0.194-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.194&CDS=1-3234
1720	OG0001720	YHR120W	snap_masked-flattened_line_54-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.79&CDS=1-3024
1721	OG0001721	YHR121W	snap_masked-flattened_line_18-processed-gene-2.45-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.45&CDS=1-591
1722	OG0001722	YHR122W	augustus_masked-flattened_line_54-processed-gene-0.259-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.259&CDS=1-2382
1723	OG0001723	YHR128W	maker-flattened_line_44-snap-gene-0.54-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-0.54&CDS=1-648
1724	OG0001724	YHR132C	augustus_masked-flattened_line_76-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.134&CDS=1-1494
1725	OG0001725	YHR134W	snap_masked-flattened_line_34-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.26&CDS=1-852
1726	OG0001726	YHR135C	snap_masked-flattened_line_46-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.24&CDS=1-1404
1727	OG0001727	YHR142W	snap_masked-flattened_line_12-processed-gene-2.56-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.56&CDS=1-981
1728	OG0001728	YHR143W-A	snap_masked-flattened_line_0-processed-gene-1.84-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.84&CDS=1-222
1729	OG0001729	YHR144C	snap_masked-flattened_line_64-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.160&CDS=1-1113
1730	OG0001730	YHR147C	snap_masked-flattened_line_66-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.17&CDS=1-729
1731	OG0001731	YHR148W	snap_masked-flattened_line_20-processed-gene-2.174-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.174&CDS=1-558
1732	OG0001732	YHR151C	snap_masked-flattened_line_56-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.30&CDS=1-1782
1733	OG0001733	YHR164C	maker-flattened_line_22-augustus-gene-1.1-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.1&CDS=1-9138
1734	OG0001734	YHR165C	snap_masked-flattened_line_26-processed-gene-2.104-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.104&CDS=1-7233
1735	OG0001735	YHR166C	snap_masked-flattened_line_18-processed-gene-2.82-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.82&CDS=1-1677
1736	OG0001736	YHR168W	snap_masked-flattened_line_88-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.51&CDS=1-1473
1737	OG0001737	YHR169W	snap_masked-flattened_line_78-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.162&CDS=1-1320
1738	OG0001738	YHR171W	snap_masked-flattened_line_8-processed-gene-3.139-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.139&CDS=1-2031
1739	OG0001739	YHR172W	maker-flattened_line_8-snap-gene-3.62-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-3.62&CDS=1-2535
1740	OG0001740	YHR175W	maker-flattened_line_22-augustus-gene-1.0-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.0&CDS=1-534
1741	OG0001741	YHR178W	snap_masked-flattened_line_32-processed-gene-1.56-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.56&CDS=1-2256
1742	OG0001742	YHR181W	snap_masked-flattened_line_4-processed-gene-2.142-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.142&CDS=1-672
1743	OG0001743	YHR183W	snap_masked-flattened_line_16-processed-gene-2.112-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.112&CDS=1-1422
1744	OG0001744	YHR186C	snap_masked-flattened_line_2-processed-gene-2.98-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.98&CDS=1-4722
1745	OG0001745	YHR187W	snap_masked-flattened_line_74-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.71&CDS=1-990
1746	OG0001746	YHR188C	snap_masked-flattened_line_74-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.93&CDS=1-1911
1747	OG0001747	YHR190W	snap_masked-flattened_line_38-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.23&CDS=1-1419
1748	OG0001748	YHR193C	snap_masked-flattened_line_60-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.80&CDS=1-639
1749	OG0001749	YHR194W	snap_masked-flattened_line_66-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.15&CDS=1-1962
1750	OG0001750	YHR197W	snap_masked-flattened_line_50-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.160&CDS=1-2148
1751	OG0001751	YHR200W	snap_masked-flattened_line_107-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.1&CDS=1-930
1752	OG0001752	YHR201C	augustus_masked-flattened_line_0-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.151&CDS=1-1269
1753	OG0001753	YHR202W	snap_masked-flattened_line_0-processed-gene-1.85-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.85&CDS=1-2061
1754	OG0001754	YHR204W	snap_masked-flattened_line_0-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.63&CDS=1-2328
1755	OG0001755	YHR205W	genemark-flattened_line_8-processed-gene-1.140-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.140&CDS=1-2139
1756	OG0001756	YHR207C	snap_masked-flattened_line_8-processed-gene-1.69-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.69&CDS=1-1356
1757	OG0001757	YIL001W	snap_masked-flattened_line_12-processed-gene-2.60-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.60&CDS=1-1767
1758	OG0001758	YIL003W	snap_masked-flattened_line_4-processed-gene-1.64-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.64&CDS=1-822
1759	OG0001759	YIL004C	snap_masked-flattened_line_64-processed-gene-0.209-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.209&CDS=1-456
1760	OG0001760	YIL007C	genemark-flattened_line_4-processed-gene-5.99-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.99&CDS=1-657
1761	OG0001761	YIL008W	snap_masked-flattened_line_4-processed-gene-5.209-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.209&CDS=1-276
1762	OG0001762	YIL010W	snap_masked-flattened_line_4-processed-gene-5.170-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.170&CDS=1-591
1763	OG0001763	YIL017C	snap_masked-flattened_line_36-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.51&CDS=1-2211
1764	OG0001764	YIL019W	snap_masked-flattened_line_4-processed-gene-2.145-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.145&CDS=1-621
1765	OG0001765	YIL020C	snap_masked-flattened_line_4-processed-gene-2.118-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.118&CDS=1-765
1766	OG0001766	YIL021W	snap_masked-flattened_line_18-processed-gene-2.95-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.95&CDS=1-891
1767	OG0001767	YIL022W	snap_masked-flattened_line_24-processed-gene-2.72-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.72&CDS=1-1359
1768	OG0001768	YIL023C	snap_masked-flattened_line_36-processed-gene-1.107-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.107&CDS=1-1383
1769	OG0001769	YIL026C	snap_masked-flattened_line_36-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.57&CDS=1-3051
1770	OG0001770	YIL030C	augustus_masked-flattened_line_36-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.133&CDS=1-3462
1771	OG0001771	YIL031W	snap_masked-flattened_line_60-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.41&CDS=1-2952
1772	OG0001772	YIL034C	augustus_masked-flattened_line_0-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.141&CDS=1-798
1773	OG0001773	YIL038C	snap_masked-flattened_line_42-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.32&CDS=1-1965
1774	OG0001774	YIL039W	snap_masked-flattened_line_10-processed-gene-2.97-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.97&CDS=1-1314
1775	OG0001775	YIL041W	maker-flattened_line_92-snap-gene-0.123-mRNA-1_1&gene=maker-flattened_line_92-snap-gene-0.123&CDS=1-918
1776	OG0001776	YIL042C	genemark-flattened_line_107-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_107-processed-gene-0.35&CDS=1-1272
1777	OG0001777	YIL043C	snap_masked-flattened_line_98-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.95&CDS=1-840
1778	OG0001778	YIL044C	snap_masked-flattened_line_14-processed-gene-2.91-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.91&CDS=1-1491
1779	OG0001779	YIL046W	snap_masked-flattened_line_4-processed-gene-1.58-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.58&CDS=1-1932
1780	OG0001780	YIL047C	snap_masked-flattened_line_12-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.26&CDS=1-2784
1781	OG0001781	YIL048W	snap_masked-flattened_line_12-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.7&CDS=1-3099
1782	OG0001782	YIL061C	maker-flattened_line_4-augustus-gene-5.232-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-5.232&CDS=1-1044
1783	OG0001783	YIL062C	snap_masked-flattened_line_24-processed-gene-2.81-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.81&CDS=1-459
1784	OG0001784	YIL063C	snap_masked-flattened_line_4-processed-gene-5.161-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.161&CDS=1-1602
1785	OG0001785	YIL064W	snap_masked-flattened_line_4-processed-gene-5.196-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.196&CDS=1-693
1786	OG0001786	YIL065C	snap_masked-flattened_line_46-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-1.78&CDS=1-459
1787	OG0001787	YIL067C	snap_masked-flattened_line_28-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.49&CDS=1-2130
1788	OG0001788	YIL068C	snap_masked-flattened_line_42-processed-gene-1.115-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.115&CDS=1-2313
1789	OG0001789	YIL070C	snap_masked-flattened_line_4-processed-gene-5.211-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.211&CDS=1-840
1790	OG0001790	YIL075C	maker-flattened_line_48-snap-gene-0.91-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.91&CDS=1-2970
1791	OG0001791	YIL076W	maker-flattened_line_30-snap-gene-2.68-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-2.68&CDS=1-885
1792	OG0001792	YIL083C	snap_masked-flattened_line_16-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.79&CDS=1-1041
1793	OG0001793	YIL084C	snap_masked-flattened_line_4-processed-gene-1.89-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.89&CDS=1-1014
1794	OG0001794	YIL087C	genemark-flattened_line_50-processed-gene-0.276-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.276&CDS=1-393
1795	OG0001795	YIL090W	snap_masked-flattened_line_4-processed-gene-4.23-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.23&CDS=1-1464
1796	OG0001796	YIL091C	snap_masked-flattened_line_4-processed-gene-4.37-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.37&CDS=1-2160
1797	OG0001797	YIL093C	snap_masked-flattened_line_4-processed-gene-4.36-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.36&CDS=1-846
1798	OG0001798	YIL094C	snap_masked-flattened_line_82-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.24&CDS=1-1137
1799	OG0001799	YIL096C	snap_masked-flattened_line_0-processed-gene-3.126-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.126&CDS=1-831
1800	OG0001800	YIL097W	genemark-flattened_line_0-processed-gene-3.92-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.92&CDS=1-1242
1801	OG0001801	YIL099W	snap_masked-flattened_line_0-processed-gene-3.151-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.151&CDS=1-1884
1802	OG0001802	YIL103W	snap_masked-flattened_line_56-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.63&CDS=1-1260
1803	OG0001803	YIL104C	snap_masked-flattened_line_56-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.18&CDS=1-1425
1804	OG0001804	YIL106W	snap_masked-flattened_line_6-processed-gene-2.59-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.59&CDS=1-663
1805	OG0001805	YIL108W	snap_masked-flattened_line_6-processed-gene-2.55-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.55&CDS=1-2073
1806	OG0001806	YIL110W	snap_masked-flattened_line_14-processed-gene-2.20-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.20&CDS=1-975
1807	OG0001807	YIL112W	snap_masked-flattened_line_2-processed-gene-5.49-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.49&CDS=1-3252
1808	OG0001808	YIL115C	snap_masked-flattened_line_26-processed-gene-2.115-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.115&CDS=1-3993
1809	OG0001809	YIL116W	snap_masked-flattened_line_26-processed-gene-2.88-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.88&CDS=1-1185
1810	OG0001810	YIL118W	snap_masked-flattened_line_34-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.16&CDS=1-642
1811	OG0001811	YIL125W	snap_masked-flattened_line_6-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.26&CDS=1-3030
1812	OG0001812	YIL128W	snap_masked-flattened_line_42-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.15&CDS=1-3090
1813	OG0001813	YIL129C	snap_masked-flattened_line_42-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.26&CDS=1-8331
1814	OG0001814	YIL133C	snap_masked-flattened_line_20-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.63&CDS=1-591
1815	OG0001815	YIL134W	snap_masked-flattened_line_16-processed-gene-2.104-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.104&CDS=1-936
1816	OG0001816	YIL139C	augustus_masked-flattened_line_24-processed-gene-2.237-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.237&CDS=1-684
1817	OG0001817	YIL140W	snap_masked-flattened_line_36-processed-gene-1.95-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.95&CDS=1-2973
1818	OG0001818	YIL142W	genemark-flattened_line_36-processed-gene-1.54-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.54&CDS=1-1578
1819	OG0001819	YIL143C	snap_masked-flattened_line_12-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.18&CDS=1-2592
1820	OG0001820	YIL144W	augustus_masked-flattened_line_12-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.125&CDS=1-2106
1821	OG0001821	YIL145C	snap_masked-flattened_line_12-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.19&CDS=1-978
1822	OG0001822	YIL150C	snap_masked-flattened_line_12-processed-gene-1.43-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.43&CDS=1-1356
1823	OG0001823	YIL153W	snap_masked-flattened_line_34-processed-gene-1.114-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.114&CDS=1-975
1824	OG0001824	YIL155C	snap_masked-flattened_line_80-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.85&CDS=1-1902
1825	OG0001825	YIL156W-B	snap_masked-flattened_line_80-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.88&CDS=1-270
1826	OG0001826	YIL157C	augustus_masked-flattened_line_66-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.193&CDS=1-603
1827	OG0001827	YIR001C	snap_masked-flattened_line_2-processed-gene-3.35-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.35&CDS=1-531
1828	OG0001828	YIR002C	snap_masked-flattened_line_58-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.178&CDS=1-2547
1829	OG0001829	YIR004W	snap_masked-flattened_line_92-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.9&CDS=1-1434
1830	OG0001830	YIR005W	maker-flattened_line_4-snap-gene-5.73-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-5.73&CDS=1-534
1831	OG0001831	YIR006C	snap_masked-flattened_line_58-processed-gene-0.201-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.201&CDS=1-4416
1832	OG0001832	YIR008C	snap_masked-flattened_line_16-processed-gene-1.71-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.71&CDS=1-1305
1833	OG0001833	YIR009W	snap_masked-flattened_line_38-processed-gene-1.15-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.15&CDS=1-582
1834	OG0001834	YIR011C	snap_masked-flattened_line_26-processed-gene-2.105-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.105&CDS=1-1038
1835	OG0001835	YIR012W	snap_masked-flattened_line_44-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.109&CDS=1-1284
1836	OG0001836	YIR022W	snap_masked-flattened_line_56-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.87&CDS=1-561
1837	OG0001837	YIR023W	snap_masked-flattened_line_8-processed-gene-1.54-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.54&CDS=1-2415
1838	OG0001838	YIR026C	snap_masked-flattened_line_4-processed-gene-3.10-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.10&CDS=1-1146
1839	OG0001839	YIR027C	snap_masked-flattened_line_50-processed-gene-0.166-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.166&CDS=1-1425
1840	OG0001840	YIR029W	snap_masked-flattened_line_70-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.47&CDS=1-1035
1841	OG0001841	YIR030C	snap_masked-flattened_line_62-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.86&CDS=1-663
1842	OG0001842	YIR032C	snap_masked-flattened_line_42-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.108&CDS=1-639
1843	OG0001843	YIR034C	snap_masked-flattened_line_12-processed-gene-2.65-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.65&CDS=1-1080
1844	OG0001844	YIR035C	snap_masked-flattened_line_109-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.26&CDS=1-747
1845	OG0001845	YIR042C	augustus_masked-flattened_line_16-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.17&CDS=1-690
1846	OG0001846	YJL001W	maker-flattened_line_92-snap-gene-0.127-mRNA-1_1&gene=maker-flattened_line_92-snap-gene-0.127&CDS=1-633
1847	OG0001847	YJL002C	snap_masked-flattened_line_36-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.42&CDS=1-1404
1848	OG0001848	YJL003W	snap_masked-flattened_line_64-processed-gene-0.222-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.222&CDS=1-354
1849	OG0001849	YJL004C	snap_masked-flattened_line_14-processed-gene-2.92-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.92&CDS=1-618
1850	OG0001850	YJL005W	augustus_masked-flattened_line_98-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.20&CDS=1-5463
1851	OG0001851	YJL006C	snap_masked-flattened_line_16-processed-gene-2.144-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.144&CDS=1-786
1852	OG0001852	YJL008C	snap_masked-flattened_line_16-processed-gene-2.118-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.118&CDS=1-1662
1853	OG0001853	YJL010C	snap_masked-flattened_line_2-processed-gene-2.129-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.129&CDS=1-2283
1854	OG0001854	YJL011C	snap_masked-flattened_line_18-processed-gene-1.4-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.4&CDS=1-417
1855	OG0001855	YJL012C	snap_masked-flattened_line_74-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.65&CDS=1-2175
1856	OG0001856	YJL014W	maker-flattened_line_18-snap-gene-1.150-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.150&CDS=1-1599
1857	OG0001857	YJL020C	maker-flattened_line_4-snap-gene-4.3-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-4.3&CDS=1-3375
1858	OG0001858	YJL024C	snap_masked-flattened_line_2-processed-gene-3.40-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.40&CDS=1-594
1859	OG0001859	YJL025W	augustus_masked-flattened_line_66-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.207&CDS=1-1818
