	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035335_Candida_blattae
1392	OG0001392	YGL009C	augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-4.32&CDS=1-2307
1393	OG0001393	YGL010W	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.33&CDS=1-576
1394	OG0001394	YGL011C	augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-7.116-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-7.116&CDS=1-741
1395	OG0001395	YGL012W	maker-NODE_3_length_893695_cov_26.8378_ID_8204-snap-gene-7.6-mRNA-1_1&gene=maker-NODE_3_length_893695_cov_26.8378_ID_8204-snap-gene-7.6&CDS=1-5517
1396	OG0001396	YGL016W	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.127&CDS=1-3054
1397	OG0001397	YGL017W	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.77&CDS=1-1413
1398	OG0001398	YGL018C	snap_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.87-mRNA-1_1&gene=snap_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.87&CDS=1-678
1399	OG0001399	YGL019W	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.131&CDS=1-867
1400	OG0001400	YGL020C	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.164-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.164&CDS=1-645
1401	OG0001401	YGL022W	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.32&CDS=1-2340
1402	OG0001402	YGL023C	genemark-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.213-mRNA-1_1&gene=genemark-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.213&CDS=1-2175
1403	OG0001403	YGL026C	genemark-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-3.230-mRNA-1_1&gene=genemark-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-3.230&CDS=1-2220
1404	OG0001404	YGL027C	augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.66&CDS=1-2502
1405	OG0001405	YGL028C	augustus_masked-NODE_24_length_106215_cov_26.9524_ID_3705-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_24_length_106215_cov_26.9524_ID_3705-processed-gene-0.135&CDS=1-1443
1406	OG0001406	YGL030W	augustus_masked-NODE_29_length_46728_cov_25.4594_ID_4131-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_29_length_46728_cov_25.4594_ID_4131-processed-gene-0.38&CDS=1-315
1407	OG0001407	YGL037C	augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-4.12&CDS=1-702
1408	OG0001408	YGL040C	augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-1.62&CDS=1-1020
1409	OG0001409	YGL043W	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.89&CDS=1-846
1410	OG0001410	YGL044C	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.119&CDS=1-714
1411	OG0001411	YGL045W	augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-2.59&CDS=1-2172
1412	OG0001412	YGL047W	augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-3.79&CDS=1-975
1413	OG0001413	YGL048C	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-1.50&CDS=1-1200
1414	OG0001414	YGL050W	augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-8.39&CDS=1-807
1415	OG0001415	YGL055W	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-0.0&CDS=1-1449
1416	OG0001416	YGL058W	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-1.31&CDS=1-483
1417	OG0001417	YGL059W	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-1.32&CDS=1-1449
1418	OG0001418	YGL062W	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-1.53&CDS=1-3534
1419	OG0001419	YGL064C	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-0.51&CDS=1-1719
1420	OG0001420	YGL065C	snap_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-0.14&CDS=1-1383
1421	OG0001421	YGL066W	augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-0.79&CDS=1-1401
1422	OG0001422	YGL067W	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-0.52&CDS=1-1392
1423	OG0001423	YGL068W	snap_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-4.133-mRNA-1_1&gene=snap_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-4.133&CDS=1-495
1424	OG0001424	YGL070C	augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-4.15&CDS=1-336
1425	OG0001425	YGL073W	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-1.77&CDS=1-1707
1426	OG0001426	YGL078C	augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-6.102&CDS=1-1617
1427	OG0001427	YGL080W	augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-5.16&CDS=1-321
1428	OG0001428	YGL083W	augustus_masked-NODE_31_length_29616_cov_29.3652_ID_4195-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_31_length_29616_cov_29.3652_ID_4195-processed-gene-0.8&CDS=1-2553
1429	OG0001429	YGL084C	augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.52&CDS=1-1680
1430	OG0001430	YGL085W	augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-1.126&CDS=1-684
1431	OG0001431	YGL086W	augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.54&CDS=1-2037
1432	OG0001432	YGL087C	augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.70&CDS=1-411
1433	OG0001433	YGL091C	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.92&CDS=1-975
1434	OG0001434	YGL092W	genemark-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.168-mRNA-1_1&gene=genemark-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.168&CDS=1-4275
1435	OG0001435	YGL094C	maker-NODE_4_length_726266_cov_33.6337_ID_2327-augustus-gene-3.110-mRNA-1_1&gene=maker-NODE_4_length_726266_cov_33.6337_ID_2327-augustus-gene-3.110&CDS=1-3618
1436	OG0001436	YGL095C	augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-0.47&CDS=1-1875
1437	OG0001437	YGL099W	augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-6.65&CDS=1-2019
1438	OG0001438	YGL100W	augustus_masked-NODE_19_length_208729_cov_44.5132_ID_3335-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_19_length_208729_cov_44.5132_ID_3335-processed-gene-0.54&CDS=1-1125
1439	OG0001439	YGL103W	maker-NODE_6_length_640593_cov_32.5732_ID_2678-augustus-gene-0.46-mRNA-1_1&gene=maker-NODE_6_length_640593_cov_32.5732_ID_2678-augustus-gene-0.46&CDS=1-447
1440	OG0001440	YGL105W	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-0.75&CDS=1-1125
1441	OG0001441	YGL106W	maker-NODE_6_length_640593_cov_32.5732_ID_2678-augustus-gene-0.44-mRNA-1_1&gene=maker-NODE_6_length_640593_cov_32.5732_ID_2678-augustus-gene-0.44&CDS=1-978
1442	OG0001442	YGL110C	augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-0.43&CDS=1-1875
1443	OG0001443	YGL111W	augustus_masked-NODE_19_length_208729_cov_44.5132_ID_3335-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_19_length_208729_cov_44.5132_ID_3335-processed-gene-0.71&CDS=1-1293
1444	OG0001444	YGL112C	augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.36&CDS=1-1497
1445	OG0001445	YGL113W	augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.15&CDS=1-1770
1446	OG0001446	YGL114W	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-1.7&CDS=1-2058
1447	OG0001447	YGL115W	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-1.6&CDS=1-1014
1448	OG0001448	YGL119W	augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-3.68&CDS=1-1728
1449	OG0001449	YGL122C	augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-5.82&CDS=1-1500
1450	OG0001450	YGL123W	augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-5.110&CDS=1-753
1451	OG0001451	YGL125W	augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-5.48&CDS=1-1833
1452	OG0001452	YGL126W	maker-NODE_11_length_474763_cov_25.8552_ID_2814-snap-gene-1.1-mRNA-1_1&gene=maker-NODE_11_length_474763_cov_25.8552_ID_2814-snap-gene-1.1&CDS=1-1305
1453	OG0001453	YGL129C	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-0.74&CDS=1-1464
1454	OG0001454	YGL130W	augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-2.100&CDS=1-6618
1455	OG0001455	YGL136C	augustus_masked-NODE_21_length_182280_cov_29.5835_ID_3830-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-NODE_21_length_182280_cov_29.5835_ID_3830-processed-gene-0.162&CDS=1-1272
1456	OG0001456	YGL137W	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-6.61&CDS=1-2799
1457	OG0001457	YGL142C	augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-2.32&CDS=1-1536
1458	OG0001458	YGL143C	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-0.87&CDS=1-1182
1459	OG0001459	YGL148W	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-2.117&CDS=1-1128
1460	OG0001460	YGL150C	augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-6.77-mRNA-1_1&gene=augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-6.77&CDS=1-3882
1461	OG0001461	YGL153W	augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-5.61-mRNA-1_1&gene=augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-5.61&CDS=1-1128
1462	OG0001462	YGL154C	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.65&CDS=1-924
1463	OG0001463	YGL155W	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.64&CDS=1-1161
1464	OG0001464	YGL156W	maker-NODE_9_length_485867_cov_26.3769_ID_2296-augustus-gene-0.134-mRNA-1_1&gene=maker-NODE_9_length_485867_cov_26.3769_ID_2296-augustus-gene-0.134&CDS=1-3570
1465	OG0001465	YGL159W	augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-4.30&CDS=1-1038
1466	OG0001466	YGL160W	augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-1.40&CDS=1-1533
1467	OG0001467	YGL161C	augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-0.49&CDS=1-837
1468	OG0001468	YGL163C	augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.48&CDS=1-2511
1469	OG0001469	YGL164C	augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.65&CDS=1-1326
1470	OG0001470	YGL166W	maker-NODE_18_length_249748_cov_39.5055_ID_3535-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_18_length_249748_cov_39.5055_ID_3535-augustus-gene-0.1&CDS=1-1362
1471	OG0001471	YGL167C	augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-1.40&CDS=1-2781
1472	OG0001472	YGL169W	augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-1.41&CDS=1-1125
1473	OG0001473	YGL171W	augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-2.81&CDS=1-1650
1474	OG0001474	YGL172W	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.115&CDS=1-2073
1475	OG0001475	YGL173C	snap_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.6-mRNA-1_1&gene=snap_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.6&CDS=1-4308
1476	OG0001476	YGL178W	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.87&CDS=1-2031
1477	OG0001477	YGL180W	augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-3.76&CDS=1-2436
1478	OG0001478	YGL181W	augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-1.88&CDS=1-1356
1479	OG0001479	YGL184C	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.162-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.162&CDS=1-1209
1480	OG0001480	YGL187C	maker-NODE_11_length_474763_cov_25.8552_ID_2814-augustus-gene-3.186-mRNA-1_1&gene=maker-NODE_11_length_474763_cov_25.8552_ID_2814-augustus-gene-3.186&CDS=1-477
1481	OG0001481	YGL190C	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.35&CDS=1-1512
1482	OG0001482	YGL191W	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.75&CDS=1-408
1483	OG0001483	YGL192W	genemark-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.256-mRNA-1_1&gene=genemark-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.256&CDS=1-5346
1484	OG0001484	YGL194C	augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-7.152-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-7.152&CDS=1-1347
1485	OG0001485	YGL195W	augustus_masked-NODE_28_length_58250_cov_27.2967_ID_4040-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_28_length_58250_cov_27.2967_ID_4040-processed-gene-0.57&CDS=1-8145
1486	OG0001486	YGL196W	augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-2.77&CDS=1-1266
1487	OG0001487	YGL198W	augustus_masked-NODE_23_length_123186_cov_28.3538_ID_3507-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_23_length_123186_cov_28.3538_ID_3507-processed-gene-0.22&CDS=1-924
1488	OG0001488	YGL200C	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-2.103&CDS=1-594
1489	OG0001489	YGL201C	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-1.105&CDS=1-2790
1490	OG0001490	YGL202W	maker-NODE_10_length_474837_cov_29.3071_ID_2645-snap-gene-3.4-mRNA-1_1&gene=maker-NODE_10_length_474837_cov_29.3071_ID_2645-snap-gene-3.4&CDS=1-1437
1491	OG0001491	YGL206C	augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-3.76&CDS=1-5001
1492	OG0001492	YGL207W	augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.19&CDS=1-3753
1493	OG0001493	YGL211W	augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-8.34-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-8.34&CDS=1-1218
1494	OG0001494	YGL212W	augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.49&CDS=1-993
1495	OG0001495	YGL213C	augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-2.52&CDS=1-1158
1496	OG0001496	YGL215W	augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.64&CDS=1-1008
1497	OG0001497	YGL216W	snap_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-1.224-mRNA-1_1&gene=snap_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-1.224&CDS=1-2496
1498	OG0001498	YGL221C	snap_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-1.41&CDS=1-834
1499	OG0001499	YGL225W	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-5.42&CDS=1-1008
1500	OG0001500	YGL227W	augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-5.89&CDS=1-2535
1501	OG0001501	YGL231C	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-1.85&CDS=1-516
1502	OG0001502	YGL232W	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-1.64&CDS=1-831
1503	OG0001503	YGL233W	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-1.62&CDS=1-2613
1504	OG0001504	YGL234W	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-5.5&CDS=1-2376
1505	OG0001505	YGL236C	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-5.39&CDS=1-2037
1506	OG0001506	YGL237C	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-5.14&CDS=1-663
1507	OG0001507	YGL238W	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-5.41&CDS=1-2976
1508	OG0001508	YGL240W	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-5.8&CDS=1-1002
