	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035689_Candida_mycetangii
1572	OG0001572	YGL211W	genemark-NODE_17_length_199916_cov_36.786_ID_2328-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_17_length_199916_cov_36.786_ID_2328-processed-gene-0.57&CDS=1-1137
1573	OG0001573	YGL212W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.80-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.80&CDS=1-1017
1574	OG0001574	YGL213C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.58-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.58&CDS=1-1131
1575	OG0001575	YGL215W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.59-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.59&CDS=1-1023
1576	OG0001576	YGL221C	snap_masked-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.278-mRNA-1_1&gene=snap_masked-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.278&CDS=1-810
1577	OG0001577	YGL224C	genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.116-mRNA-1_1&gene=genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.116&CDS=1-837
1578	OG0001578	YGL225W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.109-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.109&CDS=1-945
1579	OG0001579	YGL227W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-3.67-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-3.67&CDS=1-1986
1580	OG0001580	YGL231C	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.45-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.45&CDS=1-492
1581	OG0001581	YGL232W	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.72-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.72&CDS=1-912
1582	OG0001582	YGL233W	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.73-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.73&CDS=1-2274
1583	OG0001583	YGL234W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.108-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.108&CDS=1-2358
1584	OG0001584	YGL238W	maker-NODE_15_length_262161_cov_34.6843_ID_2117-snap-gene-1.100-mRNA-1_1&gene=maker-NODE_15_length_262161_cov_34.6843_ID_2117-snap-gene-1.100&CDS=1-5295
1585	OG0001585	YGL240W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-0.62&CDS=1-612
1586	OG0001586	YGL241W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.121-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.121&CDS=1-2916
1587	OG0001587	YGL242C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.118-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.118&CDS=1-576
1588	OG0001588	YGL243W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.122-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.122&CDS=1-1107
1589	OG0001589	YGL244W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.123-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.123&CDS=1-1638
1590	OG0001590	YGL245W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.125-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.125&CDS=1-2142
1591	OG0001591	YGL246C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.126-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.126&CDS=1-1158
1592	OG0001592	YGL248W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.130-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.130&CDS=1-1131
1593	OG0001593	YGL252C	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-1.40&CDS=1-1704
1594	OG0001594	YGR001C	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-2.44-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-2.44&CDS=1-750
1595	OG0001595	YGR002C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.163-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.163&CDS=1-1431
1596	OG0001596	YGR003W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.182-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.182&CDS=1-2250
1597	OG0001597	YGR005C	maker-NODE_2_length_1528460_cov_26.3327_ID_1453-snap-gene-4.67-mRNA-1_1&gene=maker-NODE_2_length_1528460_cov_26.3327_ID_1453-snap-gene-4.67&CDS=1-1410
1598	OG0001598	YGR007W	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-1.89-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-1.89&CDS=1-990
1599	OG0001599	YGR009C	genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.121-mRNA-1_1&gene=genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.121&CDS=1-1680
1600	OG0001600	YGR012W	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.60-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.60&CDS=1-1152
1601	OG0001601	YGR014W	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-1.91-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-1.91&CDS=1-2892
1602	OG0001602	YGR017W	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.85-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.85&CDS=1-756
1603	OG0001603	YGR019W	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.86-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.86&CDS=1-1413
1604	OG0001604	YGR020C	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.83-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.83&CDS=1-357
1605	OG0001605	YGR024C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.205-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.205&CDS=1-708
1606	OG0001606	YGR026W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-6.100-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-6.100&CDS=1-1386
1607	OG0001607	YGR029W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-10.136-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-10.136&CDS=1-588
1608	OG0001608	YGR031W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.57-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.57&CDS=1-951
1609	OG0001609	YGR033C	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.70-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.70&CDS=1-678
1610	OG0001610	YGR036C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-4.168-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-4.168&CDS=1-681
1611	OG0001611	YGR044C	genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-0.19&CDS=1-1470
1612	OG0001612	YGR046W	maker-NODE_1_length_1846036_cov_27.8053_ID_2084-augustus-gene-17.91-mRNA-1_1&gene=maker-NODE_1_length_1846036_cov_27.8053_ID_2084-augustus-gene-17.91&CDS=1-1521
1613	OG0001613	YGR047C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-17.173-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-17.173&CDS=1-2910
1614	OG0001614	YGR048W	augustus_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-17.45-mRNA-1_1&gene=augustus_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-17.45&CDS=1-978
1615	OG0001615	YGR053C	snap_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-7.6-mRNA-1_1&gene=snap_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-7.6&CDS=1-732
1616	OG0001616	YGR054W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-2.49-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-2.49&CDS=1-1821
1617	OG0001617	YGR055W	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-0.47&CDS=1-1617
1618	OG0001618	YGR057C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.56-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.56&CDS=1-687
1619	OG0001619	YGR058W	snap_masked-NODE_17_length_199916_cov_36.786_ID_2328-processed-gene-0.284-mRNA-1_1&gene=snap_masked-NODE_17_length_199916_cov_36.786_ID_2328-processed-gene-0.284&CDS=1-1044
1620	OG0001620	YGR060W	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-0.76&CDS=1-936
1621	OG0001621	YGR061C	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.66-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.66&CDS=1-4032
1622	OG0001622	YGR062C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.151-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.151&CDS=1-951
1623	OG0001623	YGR063C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.150-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.150&CDS=1-294
1624	OG0001624	YGR072W	augustus_masked-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-5.121&CDS=1-1140
1625	OG0001625	YGR074W	snap_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.179-mRNA-1_1&gene=snap_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.179&CDS=1-333
1626	OG0001626	YGR076C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-17.94-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-17.94&CDS=1-525
1627	OG0001627	YGR077C	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-3.254-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-3.254&CDS=1-1875
1628	OG0001628	YGR078C	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-3.257-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-3.257&CDS=1-567
1629	OG0001629	YGR080W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-5.84-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-5.84&CDS=1-966
1630	OG0001630	YGR081C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.33&CDS=1-507
1631	OG0001631	YGR082W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.11&CDS=1-501
1632	OG0001632	YGR083C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.47-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.47&CDS=1-1461
1633	OG0001633	YGR084C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.48-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.48&CDS=1-924
1634	OG0001634	YGR086C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.46-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.46&CDS=1-930
1635	OG0001635	YGR089W	snap_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.160-mRNA-1_1&gene=snap_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.160&CDS=1-2109
1636	OG0001636	YGR090W	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.69-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.69&CDS=1-3498
1637	OG0001637	YGR091W	snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.102-mRNA-1_1&gene=snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.102&CDS=1-1431
1638	OG0001638	YGR093W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.75-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.75&CDS=1-1527
1639	OG0001639	YGR094W	snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.101-mRNA-1_1&gene=snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.101&CDS=1-3162
1640	OG0001640	YGR095C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.54-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.54&CDS=1-663
1641	OG0001641	YGR096W	augustus_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.5&CDS=1-909
1642	OG0001642	YGR098C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-2.74-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-2.74&CDS=1-4812
1643	OG0001643	YGR099W	augustus_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-2.13&CDS=1-2004
1644	OG0001644	YGR100W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-2.55-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-2.55&CDS=1-2778
1645	OG0001645	YGR101W	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.139-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.139&CDS=1-966
1646	OG0001646	YGR102C	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.177-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.177&CDS=1-453
1647	OG0001647	YGR103W	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.140-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.140&CDS=1-1785
1648	OG0001648	YGR104C	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.178-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.178&CDS=1-660
1649	OG0001649	YGR105W	snap_masked-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.44-mRNA-1_1&gene=snap_masked-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.44&CDS=1-177
1650	OG0001650	YGR106C	snap_masked-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.82-mRNA-1_1&gene=snap_masked-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.82&CDS=1-186
1651	OG0001651	YGR111W	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.87-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.87&CDS=1-1107
1652	OG0001652	YGR112W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.69-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.69&CDS=1-1077
1653	OG0001653	YGR113W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.70-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.70&CDS=1-570
1654	OG0001654	YGR116W	maker-NODE_7_length_604780_cov_35.2488_ID_6569-augustus-gene-2.168-mRNA-1_1&gene=maker-NODE_7_length_604780_cov_35.2488_ID_6569-augustus-gene-2.168&CDS=1-4977
1655	OG0001655	YGR117C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-9.157-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-9.157&CDS=1-1305
1656	OG0001656	YGR119C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-9.155-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-9.155&CDS=1-1569
1657	OG0001657	YGR123C	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-2.124-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-2.124&CDS=1-1455
1658	OG0001658	YGR124W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-6.118-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-6.118&CDS=1-1698
1659	OG0001659	YGR125W	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.26-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.26&CDS=1-2742
1660	OG0001660	YGR127W	maker-NODE_7_length_604780_cov_35.2488_ID_6569-augustus-gene-3.0-mRNA-1_1&gene=maker-NODE_7_length_604780_cov_35.2488_ID_6569-augustus-gene-3.0&CDS=1-1218
1661	OG0001661	YGR128C	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-2.145-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-2.145&CDS=1-1713
1662	OG0001662	YGR132C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-14.142-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-14.142&CDS=1-840
1663	OG0001663	YGR134W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-14.118-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-14.118&CDS=1-2796
1664	OG0001664	YGR135W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-1.39&CDS=1-756
1665	OG0001665	YGR145W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-7.105-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-7.105&CDS=1-2085
1666	OG0001666	YGR147C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-2.34-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-2.34&CDS=1-687
1667	OG0001667	YGR149W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.97-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-7.97&CDS=1-1281
1668	OG0001668	YGR150C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-2.20&CDS=1-2034
1669	OG0001669	YGR152C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.129-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.129&CDS=1-717
1670	OG0001670	YGR155W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.174-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-9.174&CDS=1-1476
1671	OG0001671	YGR157W	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.88-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.88&CDS=1-2571
1672	OG0001672	YGR158C	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.107-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.107&CDS=1-717
1673	OG0001673	YGR159C	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.68-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-3.68&CDS=1-1407
1674	OG0001674	YGR161C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.117-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.117&CDS=1-798
1675	OG0001675	YGR163W	snap_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.41&CDS=1-990
1676	OG0001676	YGR165W	genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-0.40&CDS=1-996
1677	OG0001677	YGR167W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-7.96-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-7.96&CDS=1-591
1678	OG0001678	YGR170W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-1.47-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-1.47&CDS=1-2721
1679	OG0001679	YGR171C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-1.70&CDS=1-1659
1680	OG0001680	YGR172C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-1.71&CDS=1-720
1681	OG0001681	YGR173W	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-0.31&CDS=1-1101
1682	OG0001682	YGR175C	maker-NODE_13_length_379008_cov_27.2557_ID_1972-augustus-gene-2.86-mRNA-1_1&gene=maker-NODE_13_length_379008_cov_27.2557_ID_1972-augustus-gene-2.86&CDS=1-1887
1683	OG0001683	YGR178C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-10.139-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-10.139&CDS=1-2208
1684	OG0001684	YGR181W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.46-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.46&CDS=1-294
1685	OG0001685	YGR183C	augustus_masked-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.73&CDS=1-213
1686	OG0001686	YGR185C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.50-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.50&CDS=1-1197
1687	OG0001687	YGR186W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.128-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.128&CDS=1-1746
1688	OG0001688	YGR187C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.109-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.109&CDS=1-1161
1689	OG0001689	YGR188C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-0.121&CDS=1-2448
1690	OG0001690	YGR189C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.47-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.47&CDS=1-1272
1691	OG0001691	YGR193C	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-1.37&CDS=1-1182
1692	OG0001692	YGR194C	maker-NODE_11_length_448003_cov_30.8281_ID_1903-augustus-gene-1.7-mRNA-1_1&gene=maker-NODE_11_length_448003_cov_30.8281_ID_1903-augustus-gene-1.7&CDS=1-3591
