	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035672_Phaffomyces_thermotolerans
1736	OG0001736	YHR013C	maker-flattened_line_26-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-0.3&CDS=1-993
1737	OG0001737	YHR017W	augustus_masked-flattened_line_72-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.125&CDS=1-1149
1738	OG0001738	YHR018C	snap_masked-flattened_line_72-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.36&CDS=1-1392
1739	OG0001739	YHR019C	snap_masked-flattened_line_72-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.37&CDS=1-1647
1740	OG0001740	YHR020W	augustus_masked-flattened_line_72-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.102&CDS=1-2031
1741	OG0001741	YHR024C	augustus_masked-flattened_line_38-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.90&CDS=1-1413
1742	OG0001742	YHR025W	augustus_masked-flattened_line_38-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.129&CDS=1-1554
1743	OG0001743	YHR027C	augustus_masked-flattened_line_38-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.89&CDS=1-2883
1744	OG0001744	YHR028C	augustus_masked-flattened_line_38-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.88&CDS=1-2484
1745	OG0001745	YHR029C	augustus_masked-flattened_line_0-processed-gene-10.45-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.45&CDS=1-894
1746	OG0001746	YHR030C	genemark-flattened_line_38-processed-gene-0.181-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.181&CDS=1-1431
1747	OG0001747	YHR034C	augustus_masked-flattened_line_2-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.128&CDS=1-996
1748	OG0001748	YHR037W	augustus_masked-flattened_line_85-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.42&CDS=1-1785
1749	OG0001749	YHR038W	augustus_masked-flattened_line_8-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.125&CDS=1-738
1750	OG0001750	YHR039C	augustus_masked-flattened_line_8-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.108&CDS=1-1902
1751	OG0001751	YHR039C-A	maker-flattened_line_8-augustus-gene-1.0-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-1.0&CDS=1-339
1752	OG0001752	YHR040W	snap_masked-flattened_line_8-processed-gene-1.70-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.70&CDS=1-870
1753	OG0001753	YHR042W	maker-flattened_line_6-augustus-gene-2.152-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-2.152&CDS=1-2943
1754	OG0001754	YHR045W	augustus_masked-flattened_line_76-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.121&CDS=1-1539
1755	OG0001755	YHR051W	snap_masked-flattened_line_38-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.43&CDS=1-450
1756	OG0001756	YHR052W	augustus_masked-flattened_line_38-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.126&CDS=1-1173
1757	OG0001757	YHR059W	augustus_masked-flattened_line_26-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.140&CDS=1-375
1758	OG0001758	YHR062C	augustus_masked-flattened_line_273-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_273-processed-gene-0.0&CDS=1-834
1759	OG0001759	YHR064C	augustus_masked-flattened_line_12-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.158&CDS=1-1626
1760	OG0001760	YHR065C	augustus_masked-flattened_line_12-processed-gene-2.196-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.196&CDS=1-1464
1761	OG0001761	YHR067W	genemark-flattened_line_6-processed-gene-2.114-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.114&CDS=1-804
1762	OG0001762	YHR068W	augustus_masked-flattened_line_26-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.43&CDS=1-1146
1763	OG0001763	YHR069C	augustus_masked-flattened_line_26-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.24&CDS=1-1068
1764	OG0001764	YHR070W	augustus_masked-flattened_line_26-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.53&CDS=1-1350
1765	OG0001765	YHR071W	augustus_masked-flattened_line_76-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.106&CDS=1-633
1766	OG0001766	YHR072W	augustus_masked-flattened_line_26-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.17&CDS=1-2175
1767	OG0001767	YHR072W-A	snap_masked-flattened_line_12-processed-gene-2.295-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.295&CDS=1-177
1768	OG0001768	YHR073W	augustus_masked-flattened_line_34-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.151&CDS=1-2529
1769	OG0001769	YHR074W	augustus_masked-flattened_line_2-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.127&CDS=1-2136
1770	OG0001770	YHR075C	genemark-flattened_line_2-processed-gene-2.61-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.61&CDS=1-1098
1771	OG0001771	YHR076W	augustus_masked-flattened_line_16-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.87&CDS=1-1041
1772	OG0001772	YHR077C	augustus_masked-flattened_line_16-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.65&CDS=1-2955
1773	OG0001773	YHR078W	genemark-flattened_line_58-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.24&CDS=1-1728
1774	OG0001774	YHR079C	augustus_masked-flattened_line_16-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.125&CDS=1-3321
1775	OG0001775	YHR079C-A	snap_masked-flattened_line_30-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.121&CDS=1-219
1776	OG0001776	YHR084W	maker-flattened_line_30-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-0.2&CDS=1-2718
1777	OG0001777	YHR085W	augustus_masked-flattened_line_8-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.56&CDS=1-1035
1778	OG0001778	YHR087W	augustus_masked-flattened_line_8-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.106&CDS=1-327
1779	OG0001779	YHR088W	augustus_masked-flattened_line_6-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.12&CDS=1-882
1780	OG0001780	YHR089C	augustus_masked-flattened_line_2-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.119&CDS=1-615
1781	OG0001781	YHR090C	augustus_masked-flattened_line_18-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.23&CDS=1-942
1782	OG0001782	YHR098C	augustus_masked-flattened_line_113-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_113-processed-gene-0.7&CDS=1-2667
1783	OG0001783	YHR099W	augustus_masked-flattened_line_36-processed-gene-0.255-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.255&CDS=1-11346
1784	OG0001784	YHR100C	augustus_masked-flattened_line_30-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.104&CDS=1-585
1785	OG0001785	YHR101C	maker-flattened_line_20-snap-gene-0.140-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-0.140&CDS=1-2301
1786	OG0001786	YHR108W	augustus_masked-flattened_line_10-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.120&CDS=1-1680
1787	OG0001787	YHR111W	augustus_masked-flattened_line_58-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.65&CDS=1-1299
1788	OG0001788	YHR112C	augustus_masked-flattened_line_20-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.50&CDS=1-1128
1789	OG0001789	YHR113W	augustus_masked-flattened_line_68-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.34&CDS=1-1476
1790	OG0001790	YHR114W	augustus_masked-flattened_line_22-processed-gene-1.222-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.222&CDS=1-1782
1791	OG0001791	YHR116W	augustus_masked-flattened_line_152-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.16&CDS=1-345
1792	OG0001792	YHR118C	augustus_masked-flattened_line_87-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.30&CDS=1-864
1793	OG0001793	YHR119W	snap_masked-flattened_line_87-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.47&CDS=1-3315
1794	OG0001794	YHR120W	augustus_masked-flattened_line_87-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.12&CDS=1-2790
1795	OG0001795	YHR121W	augustus_masked-flattened_line_83-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_83-processed-gene-0.20&CDS=1-570
1796	OG0001796	YHR122W	augustus_masked-flattened_line_87-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.13&CDS=1-603
1797	OG0001797	YHR124W	augustus_masked-flattened_line_87-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.32&CDS=1-1665
1798	OG0001798	YHR128W	augustus_masked-flattened_line_0-processed-gene-7.85-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.85&CDS=1-651
1799	OG0001799	YHR132C	augustus_masked-flattened_line_66-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.87&CDS=1-1404
1800	OG0001800	YHR134W	augustus_masked-flattened_line_22-processed-gene-1.257-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.257&CDS=1-891
1801	OG0001801	YHR137W	augustus_masked-flattened_line_66-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.101&CDS=1-1935
1802	OG0001802	YHR140W	snap_masked-flattened_line_66-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.23&CDS=1-684
1803	OG0001803	YHR142W	augustus_masked-flattened_line_0-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.47&CDS=1-900
1804	OG0001804	YHR144C	augustus_masked-flattened_line_42-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.122&CDS=1-987
1805	OG0001805	YHR147C	augustus_masked-flattened_line_24-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.9&CDS=1-669
1806	OG0001806	YHR148W	augustus_masked-flattened_line_24-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.37&CDS=1-549
1807	OG0001807	YHR151C	snap_masked-flattened_line_0-processed-gene-6.95-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.95&CDS=1-1401
1808	OG0001808	YHR154W	augustus_masked-flattened_line_2-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.98&CDS=1-2688
1809	OG0001809	YHR158C	augustus_masked-flattened_line_2-processed-gene-4.130-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.130&CDS=1-3546
1810	OG0001810	YHR159W	snap_masked-flattened_line_2-processed-gene-4.248-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.248&CDS=1-1398
1811	OG0001811	YHR164C	augustus_masked-flattened_line_32-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.135&CDS=1-4473
1812	OG0001812	YHR165C	maker-flattened_line_125-snap-gene-0.15-mRNA-1_1&gene=maker-flattened_line_125-snap-gene-0.15&CDS=1-8706
1813	OG0001813	YHR169W	maker-flattened_line_34-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.3&CDS=1-2931
1814	OG0001814	YHR170W	augustus_masked-flattened_line_34-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.31&CDS=1-1524
1815	OG0001815	YHR171W	augustus_masked-flattened_line_34-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.32&CDS=1-1863
1816	OG0001816	YHR172W	augustus_masked-flattened_line_34-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.34&CDS=1-2286
1817	OG0001817	YHR174W	augustus_masked-flattened_line_32-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.125&CDS=1-1308
1818	OG0001818	YHR175W	maker-flattened_line_32-snap-gene-0.10-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-0.10&CDS=1-480
1819	OG0001819	YHR178W	snap_masked-flattened_line_6-processed-gene-2.80-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.80&CDS=1-2241
1820	OG0001820	YHR181W	snap_masked-flattened_line_2-processed-gene-2.6-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.6&CDS=1-669
1821	OG0001821	YHR183W	snap_masked-flattened_line_36-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.134&CDS=1-1524
1822	OG0001822	YHR186C	augustus_masked-flattened_line_22-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.137&CDS=1-4161
1823	OG0001823	YHR187W	augustus_masked-flattened_line_34-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.177&CDS=1-900
1824	OG0001824	YHR188C	augustus_masked-flattened_line_85-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.44&CDS=1-1839
1825	OG0001825	YHR189W	augustus_masked-flattened_line_32-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.115&CDS=1-612
1826	OG0001826	YHR190W	augustus_masked-flattened_line_38-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.119&CDS=1-1335
1827	OG0001827	YHR191C	augustus_masked-flattened_line_97-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_97-processed-gene-0.48&CDS=1-390
1828	OG0001828	YHR192W	augustus_masked-flattened_line_97-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_97-processed-gene-0.33&CDS=1-861
1829	OG0001829	YHR193C	augustus_masked-flattened_line_97-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_97-processed-gene-0.49&CDS=1-501
1830	OG0001830	YHR194W	augustus_masked-flattened_line_8-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.125&CDS=1-2559
1831	OG0001831	YHR196W	snap_masked-flattened_line_8-processed-gene-3.17-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.17&CDS=1-1719
1832	OG0001832	YHR197W	augustus_masked-flattened_line_0-processed-gene-12.90-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.90&CDS=1-2235
1833	OG0001833	YHR198C	augustus_masked-flattened_line_68-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.18&CDS=1-819
1834	OG0001834	YHR200W	augustus_masked-flattened_line_50-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.183&CDS=1-774
1835	OG0001835	YHR201C	augustus_masked-flattened_line_0-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.31&CDS=1-1194
1836	OG0001836	YHR202W	augustus_masked-flattened_line_72-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.109&CDS=1-1692
1837	OG0001837	YHR204W	snap_masked-flattened_line_72-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.23&CDS=1-2214
1838	OG0001838	YHR205W	genemark-flattened_line_72-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.90&CDS=1-2088
1839	OG0001839	YHR207C	snap_masked-flattened_line_72-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.21&CDS=1-1356
1840	OG0001840	YHR208W	augustus_masked-flattened_line_72-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.129&CDS=1-1134
1841	OG0001841	YIL001W	maker-flattened_line_4-augustus-gene-3.211-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-3.211&CDS=1-1545
1842	OG0001842	YIL002C	augustus_masked-flattened_line_4-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.78&CDS=1-2457
1843	OG0001843	YIL003W	snap_masked-flattened_line_24-processed-gene-1.153-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.153&CDS=1-864
1844	OG0001844	YIL004C	augustus_masked-flattened_line_24-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.32&CDS=1-2064
1845	OG0001845	YIL005W	snap_masked-flattened_line_76-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.41&CDS=1-2055
1846	OG0001846	YIL006W	augustus_masked-flattened_line_4-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.32&CDS=1-1128
1847	OG0001847	YIL007C	augustus_masked-flattened_line_0-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.107&CDS=1-819
1848	OG0001848	YIL008W	augustus_masked-flattened_line_0-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.123&CDS=1-300
1849	OG0001849	YIL009C-A	genemark-flattened_line_8-processed-gene-2.15-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.15&CDS=1-558
1850	OG0001850	YIL010W	augustus_masked-flattened_line_2-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.131&CDS=1-567
1851	OG0001851	YIL016W	augustus_masked-flattened_line_4-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.62&CDS=1-387
1852	OG0001852	YIL017C	augustus_masked-flattened_line_4-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.86&CDS=1-2427
1853	OG0001853	YIL019W	augustus_masked-flattened_line_4-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.60&CDS=1-975
1854	OG0001854	YIL020C	augustus_masked-flattened_line_4-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.80&CDS=1-807
1855	OG0001855	YIL021W	augustus_masked-flattened_line_4-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.59&CDS=1-924
1856	OG0001856	YIL022W	augustus_masked-flattened_line_0-processed-gene-7.93-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.93&CDS=1-1239
1857	OG0001857	YIL026C	augustus_masked-flattened_line_0-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.120&CDS=1-3147
1858	OG0001858	YIL030C	augustus_masked-flattened_line_0-processed-gene-7.94-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.94&CDS=1-3885
1859	OG0001859	YIL033C	augustus_masked-flattened_line_42-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.124&CDS=1-1377
1860	OG0001860	YIL034C	augustus_masked-flattened_line_42-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.125&CDS=1-813
1861	OG0001861	YIL039W	snap_masked-flattened_line_0-processed-gene-3.62-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.62&CDS=1-1392
1862	OG0001862	YIL042C	augustus_masked-flattened_line_24-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.25&CDS=1-1164
1863	OG0001863	YIL043C	augustus_masked-flattened_line_26-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.39&CDS=1-828
1864	OG0001864	YIL044C	augustus_masked-flattened_line_28-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.89&CDS=1-951
1865	OG0001865	YIL046W	augustus_masked-flattened_line_0-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.38&CDS=1-1875
1866	OG0001866	YIL047C	augustus_masked-flattened_line_0-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.42&CDS=1-2568
1867	OG0001867	YIL048W	augustus_masked-flattened_line_0-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.17&CDS=1-3348
1868	OG0001868	YIL049W	augustus_masked-flattened_line_0-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.43&CDS=1-876
1869	OG0001869	YIL062C	augustus_masked-flattened_line_0-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.22&CDS=1-450
1870	OG0001870	YIL063C	augustus_masked-flattened_line_0-processed-gene-10.23-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.23&CDS=1-1137
1871	OG0001871	YIL064W	maker-flattened_line_0-augustus-gene-10.110-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-10.110&CDS=1-687
1872	OG0001872	YIL065C	augustus_masked-flattened_line_0-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.40&CDS=1-459
1873	OG0001873	YIL067C	augustus_masked-flattened_line_79-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.65&CDS=1-1998
1874	OG0001874	YIL068C	snap_masked-flattened_line_79-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.10&CDS=1-2376
1875	OG0001875	YIL070C	augustus_masked-flattened_line_32-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.123&CDS=1-795
1876	OG0001876	YIL072W	augustus_masked-flattened_line_12-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.72&CDS=1-1851
1877	OG0001877	YIL073C	snap_masked-flattened_line_166-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_166-processed-gene-0.18&CDS=1-2751
1878	OG0001878	YIL074C	augustus_masked-flattened_line_14-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.148&CDS=1-1416
1879	OG0001879	YIL075C	augustus_masked-flattened_line_14-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.147&CDS=1-2856
1880	OG0001880	YIL076W	snap_masked-flattened_line_42-processed-gene-0.271-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.271&CDS=1-882
1881	OG0001881	YIL078W	augustus_masked-flattened_line_42-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.176&CDS=1-2196
1882	OG0001882	YIL083C	augustus_masked-flattened_line_14-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.145&CDS=1-1023
1883	OG0001883	YIL084C	augustus_masked-flattened_line_8-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.117&CDS=1-756
1884	OG0001884	YIL087C	augustus_masked-flattened_line_8-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.120&CDS=1-510
1885	OG0001885	YIL090W	augustus_masked-flattened_line_0-processed-gene-7.55-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.55&CDS=1-1260
1886	OG0001886	YIL091C	augustus_masked-flattened_line_0-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.51&CDS=1-2199
1887	OG0001887	YIL094C	augustus_masked-flattened_line_4-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.74&CDS=1-1128
1888	OG0001888	YIL096C	snap_masked-flattened_line_4-processed-gene-3.173-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.173&CDS=1-933
1889	OG0001889	YIL097W	snap_masked-flattened_line_4-processed-gene-3.121-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.121&CDS=1-1272
1890	OG0001890	YIL098C	augustus_masked-flattened_line_4-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.70&CDS=1-438
1891	OG0001891	YIL099W	augustus_masked-flattened_line_0-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.112&CDS=1-1647
1892	OG0001892	YIL101C	augustus_masked-flattened_line_40-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.79&CDS=1-1227
1893	OG0001893	YIL102C-A	snap_masked-flattened_line_24-processed-gene-1.161-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.161&CDS=1-258
1894	OG0001894	YIL103W	augustus_masked-flattened_line_40-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.32&CDS=1-1272
1895	OG0001895	YIL104C	augustus_masked-flattened_line_40-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.77&CDS=1-1497
1896	OG0001896	YIL106W	genemark-flattened_line_4-processed-gene-3.280-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.280&CDS=1-723
1897	OG0001897	YIL108W	augustus_masked-flattened_line_4-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.65&CDS=1-2199
1898	OG0001898	YIL109C	augustus_masked-flattened_line_4-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.22&CDS=1-2754
1899	OG0001899	YIL110W	augustus_masked-flattened_line_4-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.62&CDS=1-1101
