	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035242_Zygoascus_ofunaensis
1788	OG0001788	YIL098C	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-5.82-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-5.82&CDS=1-426
1789	OG0001789	YIL099W	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-5.117-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-5.117&CDS=1-1650
1790	OG0001790	YIL101C	maker-NODE_2_length_1600885_cov_16.5161_ID_3305-snap-gene-13.44-mRNA-1_1&gene=maker-NODE_2_length_1600885_cov_16.5161_ID_3305-snap-gene-13.44&CDS=1-1347
1791	OG0001791	YIL103W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-15.134-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-15.134&CDS=1-1242
1792	OG0001792	YIL104C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-15.113-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-15.113&CDS=1-1359
1793	OG0001793	YIL107C	augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-6.135&CDS=1-2454
1794	OG0001794	YIL108W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-6.73-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-6.73&CDS=1-1893
1795	OG0001795	YIL110W	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.78-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.78&CDS=1-1065
1796	OG0001796	YIL112W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-5.80-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-5.80&CDS=1-2982
1797	OG0001797	YIL116W	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-0.81&CDS=1-1215
1798	OG0001798	YIL118W	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-5.79-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-5.79&CDS=1-621
1799	OG0001799	YIL125W	augustus_masked-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-2.60&CDS=1-3006
1800	OG0001800	YIL128W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-6.97-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-6.97&CDS=1-3129
1801	OG0001801	YIL129C	maker-NODE_4_length_1142970_cov_18.2532_ID_14703-snap-gene-6.0-mRNA-1_1&gene=maker-NODE_4_length_1142970_cov_18.2532_ID_14703-snap-gene-6.0&CDS=1-8199
1802	OG0001802	YIL133C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-11.54-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-11.54&CDS=1-603
1803	OG0001803	YIL134W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-13.81-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-13.81&CDS=1-867
1804	OG0001804	YIL140W	augustus_masked-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-1.84&CDS=1-3096
1805	OG0001805	YIL142W	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-1.22&CDS=1-1584
1806	OG0001806	YIL143C	genemark-NODE_24_length_47979_cov_17.207_ID_4989-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_24_length_47979_cov_17.207_ID_4989-processed-gene-0.38&CDS=1-2532
1807	OG0001807	YIL144W	genemark-NODE_24_length_47979_cov_17.207_ID_4989-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_24_length_47979_cov_17.207_ID_4989-processed-gene-0.26&CDS=1-1902
1808	OG0001808	YIL145C	genemark-NODE_24_length_47979_cov_17.207_ID_4989-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_24_length_47979_cov_17.207_ID_4989-processed-gene-0.37&CDS=1-1017
1809	OG0001809	YIL147C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-6.111-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-6.111&CDS=1-3456
1810	OG0001810	YIL150C	snap_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-1.18&CDS=1-1884
1811	OG0001811	YIL153W	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-5.106-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-5.106&CDS=1-1089
1812	OG0001812	YIL155C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.28-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.28&CDS=1-1803
1813	OG0001813	YIL156W-B	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-2.21-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-2.21&CDS=1-222
1814	OG0001814	YIL157C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.88-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.88&CDS=1-630
1815	OG0001815	YIL160C	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.109-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.109&CDS=1-1248
1816	OG0001816	YIL164C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-0.55&CDS=1-966
1817	OG0001817	YIR001C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.63-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.63&CDS=1-612
1818	OG0001818	YIR002C	maker-NODE_13_length_249367_cov_20.4516_ID_4175-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_13_length_249367_cov_20.4516_ID_4175-snap-gene-0.3&CDS=1-2154
1819	OG0001819	YIR004W	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-1.85-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-1.85&CDS=1-1482
1820	OG0001820	YIR005W	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-5.76-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-5.76&CDS=1-807
1821	OG0001821	YIR006C	genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-0.79&CDS=1-4134
1822	OG0001822	YIR007W	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.107-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.107&CDS=1-2232
1823	OG0001823	YIR008C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.81-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.81&CDS=1-1263
1824	OG0001824	YIR011C	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-0.73&CDS=1-1089
1825	OG0001825	YIR012W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-2.27-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-2.27&CDS=1-1320
1826	OG0001826	YIR022W	augustus_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-5.64&CDS=1-498
1827	OG0001827	YIR023W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-5.108-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-5.108&CDS=1-2787
1828	OG0001828	YIR026C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-1.2-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-1.2&CDS=1-996
1829	OG0001829	YIR027C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-8.74-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-8.74&CDS=1-1632
1830	OG0001830	YIR029W	genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.139-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.139&CDS=1-1059
1831	OG0001831	YIR030C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.121-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.121&CDS=1-666
1832	OG0001832	YIR032C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.114-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.114&CDS=1-645
1833	OG0001833	YIR034C	genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.39&CDS=1-1083
1834	OG0001834	YJL001W	maker-NODE_12_length_359950_cov_18.0805_ID_3893-snap-gene-0.110-mRNA-1_1&gene=maker-NODE_12_length_359950_cov_18.0805_ID_3893-snap-gene-0.110&CDS=1-633
1835	OG0001835	YJL002C	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-0.31&CDS=1-1485
1836	OG0001836	YJL003W	genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.28&CDS=1-360
1837	OG0001837	YJL004C	augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.94&CDS=1-636
1838	OG0001838	YJL005W	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.128-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.128&CDS=1-6771
1839	OG0001839	YJL006C	augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-3.24&CDS=1-993
1840	OG0001840	YJL008C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-14.18-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-14.18&CDS=1-1653
1841	OG0001841	YJL010C	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-2.0-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-2.0&CDS=1-2100
1842	OG0001842	YJL011C	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-4.55-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-4.55&CDS=1-411
1843	OG0001843	YJL012C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-9.96-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-9.96&CDS=1-2166
1844	OG0001844	YJL014W	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-4.50-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-4.50&CDS=1-1602
1845	OG0001845	YJL020C	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-3.96-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-3.96&CDS=1-3735
1846	OG0001846	YJL024C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.58-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.58&CDS=1-570
1847	OG0001847	YJL025W	augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.70&CDS=1-1776
1848	OG0001848	YJL026W	genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-0.73&CDS=1-1191
1849	OG0001849	YJL029C	snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-14.123-mRNA-1_1&gene=snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-14.123&CDS=1-2541
1850	OG0001850	YJL030W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.15-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.15&CDS=1-663
1851	OG0001851	YJL031C	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-3.46-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-3.46&CDS=1-1077
1852	OG0001852	YJL033W	genemark-NODE_15_length_126285_cov_15.6988_ID_15684-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_15_length_126285_cov_15.6988_ID_15684-processed-gene-0.63&CDS=1-2310
1853	OG0001853	YJL034W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.36-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.36&CDS=1-2025
1854	OG0001854	YJL035C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.16-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.16&CDS=1-678
1855	OG0001855	YJL036W	augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.84&CDS=1-1476
1856	OG0001856	YJL039C	augustus_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-5.79&CDS=1-5259
1857	OG0001857	YJL041W	snap_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-5.15-mRNA-1_1&gene=snap_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-5.15&CDS=1-2133
1858	OG0001858	YJL046W	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.75&CDS=1-933
1859	OG0001859	YJL049W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.83&CDS=1-1416
1860	OG0001860	YJL050W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.86&CDS=1-3237
1861	OG0001861	YJL053W	genemark-NODE_21_length_61256_cov_15.1426_ID_4849-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_21_length_61256_cov_15.1426_ID_4849-processed-gene-0.88&CDS=1-891
1862	OG0001862	YJL054W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-8.44-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-8.44&CDS=1-1356
1863	OG0001863	YJL055W	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-4.74-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-4.74&CDS=1-624
1864	OG0001864	YJL057C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.146-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.146&CDS=1-1848
1865	OG0001865	YJL059W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-9.46-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-9.46&CDS=1-1269
1866	OG0001866	YJL060W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-12.101-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-12.101&CDS=1-1305
1867	OG0001867	YJL061W	augustus_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-12.48-mRNA-1_1&gene=augustus_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-12.48&CDS=1-2430
1868	OG0001868	YJL062W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-9.51-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-9.51&CDS=1-2604
1869	OG0001869	YJL062W-A	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.150-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.150&CDS=1-339
1870	OG0001870	YJL063C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-4.32-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-4.32&CDS=1-618
1871	OG0001871	YJL066C	snap_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-5.58-mRNA-1_1&gene=snap_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-5.58&CDS=1-906
1872	OG0001872	YJL068C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-4.12-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-4.12&CDS=1-876
1873	OG0001873	YJL069C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-9.22-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-9.22&CDS=1-1716
1874	OG0001874	YJL071W	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.65-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.65&CDS=1-1713
1875	OG0001875	YJL072C	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.80-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.80&CDS=1-738
1876	OG0001876	YJL074C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-8.81-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-8.81&CDS=1-3669
1877	OG0001877	YJL080C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-6.15-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-6.15&CDS=1-3789
1878	OG0001878	YJL081C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.124-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.124&CDS=1-1512
1879	OG0001879	YJL085W	genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-0.83&CDS=1-1815
1880	OG0001880	YJL087C	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.84-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.84&CDS=1-2340
1881	OG0001881	YJL088W	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.67&CDS=1-951
1882	OG0001882	YJL090C	snap_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-16.130-mRNA-1_1&gene=snap_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-16.130&CDS=1-2094
1883	OG0001883	YJL091C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.44-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.44&CDS=1-1632
1884	OG0001884	YJL093C	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-7.35-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-7.35&CDS=1-2082
1885	OG0001885	YJL095W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-10.9-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-10.9&CDS=1-4890
1886	OG0001886	YJL096W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-10.8-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-10.8&CDS=1-579
1887	OG0001887	YJL097W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.40-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.40&CDS=1-630
1888	OG0001888	YJL101C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-2.58-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-2.58&CDS=1-2046
1889	OG0001889	YJL102W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.103-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.103&CDS=1-2556
1890	OG0001890	YJL104W	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-6.40-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-6.40&CDS=1-360
1891	OG0001891	YJL106W	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-6.41-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-6.41&CDS=1-1140
1892	OG0001892	YJL108C	genemark-NODE_23_length_48318_cov_17.2413_ID_15847-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_23_length_48318_cov_17.2413_ID_15847-processed-gene-0.19&CDS=1-3663
1893	OG0001893	YJL109C	augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-2.83&CDS=1-5277
1894	OG0001894	YJL111W	genemark-NODE_19_length_74702_cov_15.9505_ID_4581-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_19_length_74702_cov_15.9505_ID_4581-processed-gene-0.86&CDS=1-1656
1895	OG0001895	YJL115W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-9.76-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-9.76&CDS=1-822
1896	OG0001896	YJL121C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-5.75-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-5.75&CDS=1-732
1897	OG0001897	YJL123C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.19-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.19&CDS=1-1383
1898	OG0001898	YJL124C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-6.105-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-6.105&CDS=1-441
1899	OG0001899	YJL125C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.39-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.39&CDS=1-1245
1900	OG0001900	YJL126W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.36-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.36&CDS=1-852
1901	OG0001901	YJL127C-B	maker-NODE_1_length_1859704_cov_17.1121_ID_3507-augustus-gene-17.73-mRNA-1_1&gene=maker-NODE_1_length_1859704_cov_17.1121_ID_3507-augustus-gene-17.73&CDS=1-1221
1902	OG0001902	YJL128C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-8.72-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-8.72&CDS=1-2430
1903	OG0001903	YJL130C	augustus_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-8.107-mRNA-1_1&gene=augustus_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-8.107&CDS=1-6723
1904	OG0001904	YJL132W	augustus_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-8.89-mRNA-1_1&gene=augustus_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-8.89&CDS=1-2355
1905	OG0001905	YJL140W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-7.83-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-7.83&CDS=1-546
1906	OG0001906	YJL141C	maker-NODE_4_length_1142970_cov_18.2532_ID_14703-snap-gene-0.49-mRNA-1_1&gene=maker-NODE_4_length_1142970_cov_18.2532_ID_14703-snap-gene-0.49&CDS=1-5397
1907	OG0001907	YJL143W	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-3.134-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-3.134&CDS=1-465
