	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034674_Blastobotrys_muscicola
1868	OG0001868	YJL066C	snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.11&CDS=1-669
1869	OG0001869	YJL068C	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-3.29-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-3.29&CDS=1-840
1870	OG0001870	YJL069C	snap_masked-NODE_67_length_42688_cov_14.5888_ID_133-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_67_length_42688_cov_14.5888_ID_133-processed-gene-0.47&CDS=1-1551
1871	OG0001871	YJL071W	snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-1.85&CDS=1-1494
1872	OG0001872	YJL072C	snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-1.106&CDS=1-570
1873	OG0001873	YJL074C	snap_masked-NODE_23_length_178550_cov_16.1371_ID_45-processed-gene-0.149-mRNA-1_1&gene=snap_masked-NODE_23_length_178550_cov_16.1371_ID_45-processed-gene-0.149&CDS=1-3603
1874	OG0001874	YJL080C	snap_masked-NODE_41_length_93055_cov_14.8729_ID_81-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_41_length_93055_cov_14.8729_ID_81-processed-gene-0.26&CDS=1-3435
1875	OG0001875	YJL081C	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-3.113-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-3.113&CDS=1-1446
1876	OG0001876	YJL085W	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-0.64&CDS=1-1809
1877	OG0001877	YJL087C	snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-2.16&CDS=1-2286
1878	OG0001878	YJL088W	snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-2.45&CDS=1-981
1879	OG0001879	YJL091C	snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-6.58-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-6.58&CDS=1-1476
1880	OG0001880	YJL093C	snap_masked-NODE_34_length_122180_cov_14.3779_ID_67-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_34_length_122180_cov_14.3779_ID_67-processed-gene-0.137&CDS=1-2370
1881	OG0001881	YJL094C	snap_masked-NODE_40_length_93189_cov_15.7443_ID_79-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_40_length_93189_cov_15.7443_ID_79-processed-gene-0.77&CDS=1-2298
1882	OG0001882	YJL095W	maker-NODE_7_length_431451_cov_15.2319_ID_13-snap-gene-0.50-mRNA-1_1&gene=maker-NODE_7_length_431451_cov_15.2319_ID_13-snap-gene-0.50&CDS=1-4143
1883	OG0001883	YJL096W	snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-0.120&CDS=1-507
1884	OG0001884	YJL097W	snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-0.92&CDS=1-615
1885	OG0001885	YJL100W	augustus_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-3.134&CDS=1-2082
1886	OG0001886	YJL101C	snap_masked-NODE_33_length_123721_cov_15.4158_ID_65-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_33_length_123721_cov_15.4158_ID_65-processed-gene-0.63&CDS=1-1914
1887	OG0001887	YJL102W	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-5.17-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-5.17&CDS=1-2379
1888	OG0001888	YJL104W	augustus_masked-NODE_41_length_93055_cov_14.8729_ID_81-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_41_length_93055_cov_14.8729_ID_81-processed-gene-0.38&CDS=1-378
1889	OG0001889	YJL106W	augustus_masked-NODE_41_length_93055_cov_14.8729_ID_81-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_41_length_93055_cov_14.8729_ID_81-processed-gene-0.37&CDS=1-1077
1890	OG0001890	YJL108C	snap_masked-NODE_41_length_93055_cov_14.8729_ID_81-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_41_length_93055_cov_14.8729_ID_81-processed-gene-0.20&CDS=1-2406
1891	OG0001891	YJL109C	maker-NODE_2_length_952479_cov_15.5251_ID_3-snap-gene-3.144-mRNA-1_1&gene=maker-NODE_2_length_952479_cov_15.5251_ID_3-snap-gene-3.144&CDS=1-5310
1892	OG0001892	YJL111W	maker-NODE_14_length_275940_cov_14.7477_ID_27-snap-gene-0.108-mRNA-1_1&gene=maker-NODE_14_length_275940_cov_14.7477_ID_27-snap-gene-0.108&CDS=1-1827
1893	OG0001893	YJL115W	maker-NODE_99_length_14683_cov_15.4702_ID_197-snap-gene-0.27-mRNA-1_1&gene=maker-NODE_99_length_14683_cov_15.4702_ID_197-snap-gene-0.27&CDS=1-684
1894	OG0001894	YJL121C	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-0.89&CDS=1-672
1895	OG0001895	YJL123C	snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.43&CDS=1-1170
1896	OG0001896	YJL124C	snap_masked-NODE_45_length_84720_cov_15.0199_ID_89-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_45_length_84720_cov_15.0199_ID_89-processed-gene-0.34&CDS=1-441
1897	OG0001897	YJL125C	snap_masked-NODE_37_length_108081_cov_14.7318_ID_73-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_37_length_108081_cov_14.7318_ID_73-processed-gene-0.82&CDS=1-1074
1898	OG0001898	YJL126W	maker-NODE_38_length_101060_cov_14.8486_ID_75-snap-gene-0.49-mRNA-1_1&gene=maker-NODE_38_length_101060_cov_14.8486_ID_75-snap-gene-0.49&CDS=1-849
1899	OG0001899	YJL127C	maker-NODE_38_length_101060_cov_14.8486_ID_75-snap-gene-0.54-mRNA-1_1&gene=maker-NODE_38_length_101060_cov_14.8486_ID_75-snap-gene-0.54&CDS=1-2100
1900	OG0001900	YJL128C	snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.9&CDS=1-1617
1901	OG0001901	YJL130C	snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.11&CDS=1-6597
1902	OG0001902	YJL140W	maker-NODE_34_length_122180_cov_14.3779_ID_67-snap-gene-0.66-mRNA-1_1&gene=maker-NODE_34_length_122180_cov_14.3779_ID_67-snap-gene-0.66&CDS=1-504
1903	OG0001903	YJL141C	snap_masked-NODE_101_length_12548_cov_15.1943_ID_201-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_101_length_12548_cov_15.1943_ID_201-processed-gene-0.18&CDS=1-2364
1904	OG0001904	YJL143W	snap_masked-NODE_20_length_198564_cov_15.2701_ID_39-processed-gene-0.208-mRNA-1_1&gene=snap_masked-NODE_20_length_198564_cov_15.2701_ID_39-processed-gene-0.208&CDS=1-462
1905	OG0001905	YJL145W	snap_masked-NODE_36_length_109238_cov_15.2854_ID_71-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_36_length_109238_cov_15.2854_ID_71-processed-gene-0.89&CDS=1-1386
1906	OG0001906	YJL148W	snap_masked-NODE_36_length_109238_cov_15.2854_ID_71-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_36_length_109238_cov_15.2854_ID_71-processed-gene-0.100&CDS=1-549
1907	OG0001907	YJL153C	snap_masked-NODE_26_length_158356_cov_15.4035_ID_51-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_26_length_158356_cov_15.4035_ID_51-processed-gene-0.58&CDS=1-1599
1908	OG0001908	YJL154C	snap_masked-NODE_63_length_50209_cov_16.2029_ID_125-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_63_length_50209_cov_16.2029_ID_125-processed-gene-0.52&CDS=1-2559
1909	OG0001909	YJL155C	maker-NODE_63_length_50209_cov_16.2029_ID_125-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_63_length_50209_cov_16.2029_ID_125-snap-gene-0.1&CDS=1-1272
1910	OG0001910	YJL156C	snap_masked-NODE_28_length_145780_cov_15.4051_ID_55-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_28_length_145780_cov_15.4051_ID_55-processed-gene-0.122&CDS=1-2079
1911	OG0001911	YJL157C	maker-NODE_22_length_181626_cov_14.9743_ID_43-snap-gene-0.95-mRNA-1_1&gene=maker-NODE_22_length_181626_cov_14.9743_ID_43-snap-gene-0.95&CDS=1-3354
1912	OG0001912	YJL166W	maker-NODE_1_length_1078761_cov_15.277_ID_1-snap-gene-9.344-mRNA-1_1&gene=maker-NODE_1_length_1078761_cov_15.277_ID_1-snap-gene-9.344&CDS=1-288
1913	OG0001913	YJL167W	snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-2.70-mRNA-1_1&gene=snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-2.70&CDS=1-1047
1914	OG0001914	YJL168C	snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.75-mRNA-1_1&gene=snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.75&CDS=1-2214
1915	OG0001915	YJL176C	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-9.138-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-9.138&CDS=1-1680
1916	OG0001916	YJL178C	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-9.185-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-9.185&CDS=1-834
1917	OG0001917	YJL179W	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-9.134-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-9.134&CDS=1-351
1918	OG0001918	YJL180C	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-9.184-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-9.184&CDS=1-879
1919	OG0001919	YJL184W	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-8.145-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-8.145&CDS=1-252
1920	OG0001920	YJL187C	snap_masked-NODE_43_length_92049_cov_15.9909_ID_85-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_43_length_92049_cov_15.9909_ID_85-processed-gene-0.61&CDS=1-2295
1921	OG0001921	YJL189W	genemark-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-0.116&CDS=1-153
1922	OG0001922	YJL190C	maker-NODE_2_length_952479_cov_15.5251_ID_3-snap-gene-7.3-mRNA-1_1&gene=maker-NODE_2_length_952479_cov_15.5251_ID_3-snap-gene-7.3&CDS=1-390
1923	OG0001923	YJL194W	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-7.69-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-7.69&CDS=1-1557
1924	OG0001924	YJL197W	snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-1.54-mRNA-1_1&gene=snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-1.54&CDS=1-3468
1925	OG0001925	YJL200C	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-2.63&CDS=1-2352
1926	OG0001926	YJL201W	snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-3.23-mRNA-1_1&gene=snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-3.23&CDS=1-1563
1927	OG0001927	YJL203W	snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.76&CDS=1-1482
1928	OG0001928	YJL204C	snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-3.8-mRNA-1_1&gene=snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-3.8&CDS=1-2391
1929	OG0001929	YJL207C	maker-NODE_5_length_502274_cov_15.6972_ID_9-snap-gene-3.87-mRNA-1_1&gene=maker-NODE_5_length_502274_cov_15.6972_ID_9-snap-gene-3.87&CDS=1-6123
1930	OG0001930	YJL208C	snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-3.34-mRNA-1_1&gene=snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-3.34&CDS=1-900
1931	OG0001931	YJL210W	snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-3.10-mRNA-1_1&gene=snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-3.10&CDS=1-894
1932	OG0001932	YJL212C	maker-NODE_16_length_231195_cov_15.8594_ID_31-augustus-gene-1.237-mRNA-1_1&gene=maker-NODE_16_length_231195_cov_15.8594_ID_31-augustus-gene-1.237&CDS=1-3099
1933	OG0001933	YJR001W	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-7.91-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-7.91&CDS=1-1617
1934	OG0001934	YJR002W	snap_masked-NODE_82_length_30793_cov_16.6413_ID_163-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_82_length_30793_cov_16.6413_ID_163-processed-gene-0.6&CDS=1-1731
1935	OG0001935	YJR006W	maker-NODE_4_length_601949_cov_15.9732_ID_7-snap-gene-0.74-mRNA-1_1&gene=maker-NODE_4_length_601949_cov_15.9732_ID_7-snap-gene-0.74&CDS=1-1380
1936	OG0001936	YJR007W	snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-3.95-mRNA-1_1&gene=snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-3.95&CDS=1-933
1937	OG0001937	YJR008W	snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-3.96-mRNA-1_1&gene=snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-3.96&CDS=1-933
1938	OG0001938	YJR010W	snap_masked-NODE_31_length_138828_cov_14.8094_ID_61-processed-gene-0.174-mRNA-1_1&gene=snap_masked-NODE_31_length_138828_cov_14.8094_ID_61-processed-gene-0.174&CDS=1-1716
1939	OG0001939	YJR012C	snap_masked-NODE_39_length_100971_cov_16.4772_ID_77-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_39_length_100971_cov_16.4772_ID_77-processed-gene-0.75&CDS=1-312
1940	OG0001940	YJR013W	snap_masked-NODE_39_length_100971_cov_16.4772_ID_77-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_39_length_100971_cov_16.4772_ID_77-processed-gene-0.80&CDS=1-1257
1941	OG0001941	YJR014W	snap_masked-NODE_39_length_100971_cov_16.4772_ID_77-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_39_length_100971_cov_16.4772_ID_77-processed-gene-0.70&CDS=1-549
1942	OG0001942	YJR016C	augustus_masked-NODE_48_length_74745_cov_14.4127_ID_95-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_48_length_74745_cov_14.4127_ID_95-processed-gene-0.16&CDS=1-1725
1943	OG0001943	YJR017C	augustus_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-2.12&CDS=1-543
1944	OG0001944	YJR025C	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-1.160-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-1.160&CDS=1-507
1945	OG0001945	YJR033C	maker-NODE_101_length_12548_cov_15.1943_ID_201-snap-gene-0.9-mRNA-1_1&gene=maker-NODE_101_length_12548_cov_15.1943_ID_201-snap-gene-0.9&CDS=1-3498
1946	OG0001946	YJR034W	snap_masked-NODE_43_length_92049_cov_15.9909_ID_85-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_43_length_92049_cov_15.9909_ID_85-processed-gene-0.46&CDS=1-435
1947	OG0001947	YJR035W	snap_masked-NODE_43_length_92049_cov_15.9909_ID_85-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_43_length_92049_cov_15.9909_ID_85-processed-gene-0.47&CDS=1-3225
1948	OG0001948	YJR036C	snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-2.63&CDS=1-2574
1949	OG0001949	YJR040W	snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-1.91&CDS=1-2109
1950	OG0001950	YJR041C	snap_masked-NODE_67_length_42688_cov_14.5888_ID_133-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_67_length_42688_cov_14.5888_ID_133-processed-gene-0.38&CDS=1-3105
1951	OG0001951	YJR042W	snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-1.61&CDS=1-2049
1952	OG0001952	YJR044C	snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.10&CDS=1-384
1953	OG0001953	YJR045C	snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.9&CDS=1-1953
1954	OG0001954	YJR047C	snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-1.124-mRNA-1_1&gene=snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-1.124&CDS=1-477
1955	OG0001955	YJR050W	snap_masked-NODE_27_length_146829_cov_15.7846_ID_53-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_27_length_146829_cov_15.7846_ID_53-processed-gene-0.17&CDS=1-672
1956	OG0001956	YJR052W	snap_masked-NODE_19_length_198931_cov_14.5864_ID_37-processed-gene-0.251-mRNA-1_1&gene=snap_masked-NODE_19_length_198931_cov_14.5864_ID_37-processed-gene-0.251&CDS=1-1668
1957	OG0001957	YJR053W	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-3.100-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-3.100&CDS=1-1689
1958	OG0001958	YJR055W	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-3.96-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-3.96&CDS=1-429
1959	OG0001959	YJR056C	snap_masked-NODE_9_length_368196_cov_16.5471_ID_17-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_9_length_368196_cov_16.5471_ID_17-processed-gene-0.70&CDS=1-519
1960	OG0001960	YJR057W	snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-2.59-mRNA-1_1&gene=snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-2.59&CDS=1-624
1961	OG0001961	YJR058C	maker-NODE_20_length_198564_cov_15.2701_ID_39-snap-gene-0.183-mRNA-1_1&gene=maker-NODE_20_length_198564_cov_15.2701_ID_39-snap-gene-0.183&CDS=1-432
1962	OG0001962	YJR060W	snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-0.100&CDS=1-624
1963	OG0001963	YJR062C	snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-0.99&CDS=1-879
1964	OG0001964	YJR063W	snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.8-mRNA-1_1&gene=snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.8&CDS=1-372
1965	OG0001965	YJR064W	maker-NODE_11_length_335086_cov_15.5858_ID_21-augustus-gene-2.230-mRNA-1_1&gene=maker-NODE_11_length_335086_cov_15.5858_ID_21-augustus-gene-2.230&CDS=1-2472
1966	OG0001966	YJR065C	snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.46-mRNA-1_1&gene=snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.46&CDS=1-1248
1967	OG0001967	YJR068W	maker-NODE_67_length_42688_cov_14.5888_ID_133-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_67_length_42688_cov_14.5888_ID_133-snap-gene-0.1&CDS=1-1062
1968	OG0001968	YJR069C	maker-NODE_30_length_142008_cov_15.3102_ID_59-snap-gene-0.142-mRNA-1_1&gene=maker-NODE_30_length_142008_cov_15.3102_ID_59-snap-gene-0.142&CDS=1-561
1969	OG0001969	YJR070C	snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.45&CDS=1-942
1970	OG0001970	YJR072C	snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.41&CDS=1-1077
1971	OG0001971	YJR073C	snap_masked-NODE_14_length_275940_cov_14.7477_ID_27-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_14_length_275940_cov_14.7477_ID_27-processed-gene-0.45&CDS=1-615
1972	OG0001972	YJR075W	snap_masked-NODE_22_length_181626_cov_14.9743_ID_43-processed-gene-0.196-mRNA-1_1&gene=snap_masked-NODE_22_length_181626_cov_14.9743_ID_43-processed-gene-0.196&CDS=1-1167
1973	OG0001973	YJR078W	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-7.67-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-7.67&CDS=1-1515
1974	OG0001974	YJR082C	snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.14&CDS=1-324
1975	OG0001975	YJR085C	maker-NODE_17_length_218754_cov_15.6617_ID_33-snap-gene-1.63-mRNA-1_1&gene=maker-NODE_17_length_218754_cov_15.6617_ID_33-snap-gene-1.63&CDS=1-357
1976	OG0001976	YJR086W	snap_masked-NODE_85_length_25953_cov_14.1053_ID_169-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_85_length_25953_cov_14.1053_ID_169-processed-gene-0.10&CDS=1-345
1977	OG0001977	YJR088C	snap_masked-NODE_26_length_158356_cov_15.4035_ID_51-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_26_length_158356_cov_15.4035_ID_51-processed-gene-0.73&CDS=1-834
1978	OG0001978	YJR090C	snap_masked-NODE_26_length_158356_cov_15.4035_ID_51-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_26_length_158356_cov_15.4035_ID_51-processed-gene-0.98&CDS=1-1875
1979	OG0001979	YJR093C	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-8.9-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-8.9&CDS=1-675
1980	OG0001980	YJR095W	snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-0.59&CDS=1-966
1981	OG0001981	YJR097W	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-6.81-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-6.81&CDS=1-408
1982	OG0001982	YJR098C	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-6.102-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-6.102&CDS=1-1686
1983	OG0001983	YJR099W	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-0.97&CDS=1-723
1984	OG0001984	YJR100C	augustus_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-8.115-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-8.115&CDS=1-867
1985	OG0001985	YJR101W	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-8.193-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-8.193&CDS=1-771
1986	OG0001986	YJR102C	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-8.192-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-8.192&CDS=1-510
1987	OG0001987	YJR104C	snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-1.75&CDS=1-462
1988	OG0001988	YJR105W	snap_masked-NODE_30_length_142008_cov_15.3102_ID_59-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_30_length_142008_cov_15.3102_ID_59-processed-gene-0.45&CDS=1-1047
