	OrthologID	Metschnikowia_continentalis	Saccharomyces_cerevisiae
1182	OG0001182	augustus_masked-con_s23-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-3.127&CDS=1-3171	YDL077C
1183	OG0001183	augustus_masked-con_s23-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-3.128&CDS=1-1620	YDL076C
1184	OG0001184	augustus_masked-con_s23-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-3.129&CDS=1-822	YLR407W
1185	OG0001185	augustus_masked-con_s23-processed-gene-3.152-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-3.152&CDS=1-780	YLL041C
1186	OG0001186	genemark-con_s23-processed-gene-3.102-mRNA-1_1&gene=genemark-con_s23-processed-gene-3.102&CDS=1-1161	YGR234W
1187	OG0001187	augustus_masked-con_s23-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-3.155&CDS=1-285	YMR225C
1188	OG0001188	augustus_masked-con_s23-processed-gene-3.156-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-3.156&CDS=1-684	YCR020C
1189	OG0001189	augustus_masked-con_s23-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-3.157&CDS=1-1428	YFR042W
1190	OG0001190	augustus_masked-con_s23-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-3.133&CDS=1-930	YFR041C
1191	OG0001191	augustus_masked-con_s23-processed-gene-3.159-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-3.159&CDS=1-3687	YJR089W
1192	OG0001192	augustus_masked-con_s23-processed-gene-3.160-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-3.160&CDS=1-1431	YPR036W
1193	OG0001193	maker-con_s23-augustus-gene-3.163-mRNA-1_1&gene=maker-con_s23-augustus-gene-3.163&CDS=1-2421	YKR084C
1194	OG0001194	augustus_masked-con_s23-processed-gene-3.161-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-3.161&CDS=1-999	YOR075W
1195	OG0001195	genemark-con_s23-processed-gene-3.86-mRNA-1_1&gene=genemark-con_s23-processed-gene-3.86&CDS=1-2229	YLR188W
1196	OG0001196	maker-con_s23-augustus-gene-3.164-mRNA-1_1&gene=maker-con_s23-augustus-gene-3.164&CDS=1-6330	YLR189C
1197	OG0001197	augustus_masked-con_s23-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.75&CDS=1-2088	YCL039W
1198	OG0001198	augustus_masked-con_s23-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.79&CDS=1-1659	YCL043C
1199	OG0001199	augustus_masked-con_s23-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.76&CDS=1-1980	YLR214W
1200	OG0001200	augustus_masked-con_s23-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.110&CDS=1-1404	YDR036C
1201	OG0001201	augustus_masked-con_s23-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.112&CDS=1-897	YPL094C
1202	OG0001202	augustus_masked-con_s23-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.115&CDS=1-2625	YDR074W
1203	OG0001203	augustus_masked-con_s23-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.116&CDS=1-1851	YER165W
1204	OG0001204	augustus_masked-con_s23-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.117&CDS=1-4080	YER164W
1205	OG0001205	augustus_masked-con_s23-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.80&CDS=1-5190	YDR091C
1206	OG0001206	augustus_masked-con_s23-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.118&CDS=1-330	YMR059W
1207	OG0001207	augustus_masked-con_s23-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.82&CDS=1-852	YMR244W
1208	OG0001208	maker-con_s23-augustus-gene-4.73-mRNA-1_1&gene=maker-con_s23-augustus-gene-4.73&CDS=1-3630	YHR107C
1209	OG0001209	augustus_masked-con_s23-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.121&CDS=1-1683	YDR101C
1210	OG0001210	augustus_masked-con_s23-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.122&CDS=1-1536	YMR239C
1211	OG0001211	augustus_masked-con_s23-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.84&CDS=1-759	YDL202W
1212	OG0001212	augustus_masked-con_s23-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.85&CDS=1-897	YDL201W
1213	OG0001213	augustus_masked-con_s23-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.123&CDS=1-927	YDR233C
1214	OG0001214	augustus_masked-con_s23-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.125&CDS=1-2997	YMR231W
1215	OG0001215	augustus_masked-con_s23-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.86&CDS=1-2178	YGR128C
1216	OG0001216	augustus_masked-con_s23-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.87&CDS=1-351	YDR493W
1217	OG0001217	augustus_masked-con_s23-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.88&CDS=1-609	YOL102C
1218	OG0001218	augustus_masked-con_s23-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.89&CDS=1-2586	YMR212C
1219	OG0001219	augustus_masked-con_s23-processed-gene-4.126-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.126&CDS=1-504	YOR276W
1220	OG0001220	augustus_masked-con_s23-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.90&CDS=1-519	YOR252W
1221	OG0001221	augustus_masked-con_s23-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.92&CDS=1-3885	YER069W
1222	OG0001222	augustus_masked-con_s23-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.93&CDS=1-2073	YDR194C
1223	OG0001223	augustus_masked-con_s23-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.129&CDS=1-1914	YOR154W
1224	OG0001224	augustus_masked-con_s23-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.94&CDS=1-1167	YGL246C
1225	OG0001225	augustus_masked-con_s23-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.95&CDS=1-1455	YDR256C
1226	OG0001226	augustus_masked-con_s23-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.97&CDS=1-1032	YDL209C
1227	OG0001227	genemark-con_s23-processed-gene-4.164-mRNA-1_1&gene=genemark-con_s23-processed-gene-4.164&CDS=1-444	YPL037C
1228	OG0001228	augustus_masked-con_s23-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.132&CDS=1-1611	YMR300C
1229	OG0001229	augustus_masked-con_s23-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.133&CDS=1-1743	YDL160C
1230	OG0001230	augustus_masked-con_s23-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-con_s23-processed-gene-4.99&CDS=1-3126	YNL163C
1231	OG0001231	snap_masked-con_s23-processed-gene-4.64-mRNA-1_1&gene=snap_masked-con_s23-processed-gene-4.64&CDS=1-1797	YGR276C
1232	OG0001232	augustus_masked-con_s230-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-con_s230-processed-gene-0.22&CDS=1-351	YLR200W
1233	OG0001233	augustus_masked-con_s230-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-con_s230-processed-gene-0.29&CDS=1-780	YLR201C
1234	OG0001234	augustus_masked-con_s230-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-con_s230-processed-gene-0.30&CDS=1-1008	YOR292C
1235	OG0001235	augustus_masked-con_s230-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-con_s230-processed-gene-0.25&CDS=1-2460	YLR045C
1236	OG0001236	augustus_masked-con_s230-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-con_s230-processed-gene-0.26&CDS=1-765	YGR207C
1237	OG0001237	augustus_masked-con_s232-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-con_s232-processed-gene-0.61&CDS=1-936	YGR017W
1238	OG0001238	augustus_masked-con_s232-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-con_s232-processed-gene-0.63&CDS=1-4338	YDL195W
1239	OG0001239	augustus_masked-con_s232-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-con_s232-processed-gene-0.76&CDS=1-300	YGR215W
1240	OG0001240	augustus_masked-con_s232-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-con_s232-processed-gene-0.77&CDS=1-1479	YGR211W
1241	OG0001241	augustus_masked-con_s232-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-con_s232-processed-gene-0.66&CDS=1-1989	YIL046W
1242	OG0001242	augustus_masked-con_s232-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-con_s232-processed-gene-0.79&CDS=1-1980	YOL141W
1243	OG0001243	augustus_masked-con_s232-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-con_s232-processed-gene-0.80&CDS=1-807	YOL142W
1244	OG0001244	augustus_masked-con_s232-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-con_s232-processed-gene-0.82&CDS=1-846	YLR128W
1245	OG0001245	augustus_masked-con_s232-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-con_s232-processed-gene-0.69&CDS=1-2052	YLR127C
1246	OG0001246	augustus_masked-con_s232-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-con_s232-processed-gene-0.83&CDS=1-1758	YDR145W
1247	OG0001247	augustus_masked-con_s237-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-con_s237-processed-gene-0.22&CDS=1-1293	YOR368W
1248	OG0001248	augustus_masked-con_s237-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-con_s237-processed-gene-0.23&CDS=1-1047	YLR447C
1249	OG0001249	augustus_masked-con_s237-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-con_s237-processed-gene-0.18&CDS=1-1233	YML071C
1250	OG0001250	augustus_masked-con_s237-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-con_s237-processed-gene-0.24&CDS=1-3594	YOR191W
1251	OG0001251	augustus_masked-con_s237-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-con_s237-processed-gene-0.25&CDS=1-603	YLR292C
1252	OG0001252	augustus_masked-con_s237-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-con_s237-processed-gene-0.20&CDS=1-1191	YIL116W
1253	OG0001253	augustus_masked-con_s237-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-con_s237-processed-gene-0.21&CDS=1-741	YMR188C
1254	OG0001254	snap_masked-con_s243-processed-gene-0.0-mRNA-1_1&gene=snap_masked-con_s243-processed-gene-0.0&CDS=1-1581	YNL026W
1255	OG0001255	genemark-con_s243-processed-gene-0.9-mRNA-1_1&gene=genemark-con_s243-processed-gene-0.9&CDS=1-1050	YIL083C
1256	OG0001256	augustus_masked-con_s244-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-con_s244-processed-gene-0.29&CDS=1-3690	YJL080C
1257	OG0001257	augustus_masked-con_s244-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-con_s244-processed-gene-0.30&CDS=1-1629	YGR055W
1258	OG0001258	augustus_masked-con_s244-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-con_s244-processed-gene-0.32&CDS=1-426	YPR100W
1259	OG0001259	snap_masked-con_s244-processed-gene-0.13-mRNA-1_1&gene=snap_masked-con_s244-processed-gene-0.13&CDS=1-4089	YBL047C
1260	OG0001260	snap_masked-con_s244-processed-gene-0.9-mRNA-1_1&gene=snap_masked-con_s244-processed-gene-0.9&CDS=1-591	YHR089C
1261	OG0001261	augustus_masked-con_s245-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-con_s245-processed-gene-0.2&CDS=1-1590	YBL054W
1262	OG0001262	augustus_masked-con_s245-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s245-processed-gene-0.3&CDS=1-1557	YER090W
1263	OG0001263	augustus_masked-con_s248-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s248-processed-gene-0.3&CDS=1-729	YNL050C
1264	OG0001264	augustus_masked-con_s251-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-con_s251-processed-gene-0.19&CDS=1-1731	YPL265W
1265	OG0001265	augustus_masked-con_s251-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-con_s251-processed-gene-0.21&CDS=1-1926	YJR045C
1266	OG0001266	augustus_masked-con_s251-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-con_s251-processed-gene-0.27&CDS=1-1221	YPL154C
1267	OG0001267	augustus_masked-con_s251-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-con_s251-processed-gene-0.28&CDS=1-1506	YBR056W
1268	OG0001268	augustus_masked-con_s251-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-con_s251-processed-gene-0.22&CDS=1-3609	YDR291W
1269	OG0001269	augustus_masked-con_s251-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-con_s251-processed-gene-0.29&CDS=1-2055	YJR005W
1270	OG0001270	augustus_masked-con_s251-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-con_s251-processed-gene-0.30&CDS=1-912	YJR008W
1271	OG0001271	augustus_masked-con_s251-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-con_s251-processed-gene-0.32&CDS=1-1074	YPR054W
1272	OG0001272	augustus_masked-con_s251-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-con_s251-processed-gene-0.23&CDS=1-900	YJR007W
1273	OG0001273	augustus_masked-con_s251-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-con_s251-processed-gene-0.35&CDS=1-1410	YKL221W
1274	OG0001274	snap_masked-con_s252-processed-gene-0.0-mRNA-1_1&gene=snap_masked-con_s252-processed-gene-0.0&CDS=1-1347	YFL037W
1275	OG0001275	augustus_masked-con_s252-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.66&CDS=1-1701	YHR194W
1276	OG0001276	augustus_masked-con_s252-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.68&CDS=1-1392	YKL194C
1277	OG0001277	augustus_masked-con_s252-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.95&CDS=1-1068	YLR418C
1278	OG0001278	augustus_masked-con_s252-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.70&CDS=1-2208	YLR424W
1279	OG0001279	augustus_masked-con_s252-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.72&CDS=1-798	YKL195W
1280	OG0001280	augustus_masked-con_s252-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.73&CDS=1-597	YKL196C
1281	OG0001281	augustus_masked-con_s252-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.97&CDS=1-1599	YOR359W
1282	OG0001282	augustus_masked-con_s252-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.98&CDS=1-1740	YOR360C
1283	OG0001283	augustus_masked-con_s252-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.101&CDS=1-4167	YBR115C
1284	OG0001284	augustus_masked-con_s252-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.102&CDS=1-2832	YBR114W
1285	OG0001285	augustus_masked-con_s252-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.104&CDS=1-711	YML025C
1286	OG0001286	augustus_masked-con_s252-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.106&CDS=1-2691	YPR160W
1287	OG0001287	snap_masked-con_s252-processed-gene-0.12-mRNA-1_1&gene=snap_masked-con_s252-processed-gene-0.12&CDS=1-1410	YMR044W
1288	OG0001288	augustus_masked-con_s252-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.79&CDS=1-5289	YFL033C
1289	OG0001289	augustus_masked-con_s252-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.107&CDS=1-891	YLR059C
1290	OG0001290	augustus_masked-con_s252-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.80&CDS=1-474	YLR050C
1291	OG0001291	augustus_masked-con_s252-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.108&CDS=1-258	YGR037C
1292	OG0001292	augustus_masked-con_s252-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.109&CDS=1-1638	YGL244W
1293	OG0001293	augustus_masked-con_s252-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.84&CDS=1-2484	YOR168W
1294	OG0001294	genemark-con_s252-processed-gene-0.141-mRNA-1_1&gene=genemark-con_s252-processed-gene-0.141&CDS=1-2073	YKL088W
1295	OG0001295	genemark-con_s252-processed-gene-0.169-mRNA-1_1&gene=genemark-con_s252-processed-gene-0.169&CDS=1-1926	YDR120C
1296	OG0001296	augustus_masked-con_s252-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.86&CDS=1-297	YLR099W-A
1297	OG0001297	augustus_masked-con_s252-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.87&CDS=1-1041	YDR126W
1298	OG0001298	augustus_masked-con_s252-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-con_s252-processed-gene-0.88&CDS=1-3303	YIR023W
1299	OG0001299	snap_masked-con_s252-processed-gene-0.59-mRNA-1_1&gene=snap_masked-con_s252-processed-gene-0.59&CDS=1-516	YKL013C
1300	OG0001300	snap_masked-con_s252-processed-gene-0.60-mRNA-1_1&gene=snap_masked-con_s252-processed-gene-0.60&CDS=1-1941	YKL012W
1301	OG0001301	augustus_masked-con_s253-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-con_s253-processed-gene-0.1&CDS=1-1701	YGR103W
1302	OG0001302	augustus_masked-con_s254-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-con_s254-processed-gene-0.11&CDS=1-4683	YCR042C
1303	OG0001303	augustus_masked-con_s254-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-con_s254-processed-gene-0.12&CDS=1-2712	YML097C
1304	OG0001304	augustus_masked-con_s256-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-con_s256-processed-gene-0.0&CDS=1-2520	YKL064W
1305	OG0001305	augustus_masked-con_s256-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-con_s256-processed-gene-0.5&CDS=1-1506	YKL043W
1306	OG0001306	augustus_masked-con_s256-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-con_s256-processed-gene-0.7&CDS=1-4221	YJR035W
1307	OG0001307	augustus_masked-con_s256-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-con_s256-processed-gene-0.12&CDS=1-711	YGR095C
1308	OG0001308	augustus_masked-con_s256-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s256-processed-gene-0.3&CDS=1-1644	YGR091W
1309	OG0001309	augustus_masked-con_s258-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-con_s258-processed-gene-0.0&CDS=1-849	YAL025C
1310	OG0001310	augustus_masked-con_s258-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-con_s258-processed-gene-0.2&CDS=1-645	YLR293C
1311	OG0001311	augustus_masked-con_s258-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-con_s258-processed-gene-0.7&CDS=1-405	YLR298C
1312	OG0001312	augustus_masked-con_s258-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-con_s258-processed-gene-0.8&CDS=1-672	YLR281C
1313	OG0001313	augustus_masked-con_s259-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-con_s259-processed-gene-0.2&CDS=1-2919	YLR129W
1314	OG0001314	augustus_masked-con_s26-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-con_s26-processed-gene-0.14&CDS=1-429	YOR369C
1315	OG0001315	augustus_masked-con_s26-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-con_s26-processed-gene-0.20&CDS=1-408	YGL054C
1316	OG0001316	maker-con_s26-augustus-gene-0.26-mRNA-1_1&gene=maker-con_s26-augustus-gene-0.26&CDS=1-4608	YOR373W
1317	OG0001317	augustus_masked-con_s26-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-con_s26-processed-gene-0.16&CDS=1-2145	YBR212W
1318	OG0001318	augustus_masked-con_s26-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-con_s26-processed-gene-0.24&CDS=1-288	YBR111W-A
1319	OG0001319	augustus_masked-con_s26-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-con_s26-processed-gene-0.18&CDS=1-762	YBR111C
1320	OG0001320	augustus_masked-con_s26-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-con_s26-processed-gene-0.25&CDS=1-2259	YBR112C
1321	OG0001321	augustus_masked-con_s262-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-con_s262-processed-gene-0.22&CDS=1-897	YLR172C
1322	OG0001322	augustus_masked-con_s262-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-con_s262-processed-gene-0.23&CDS=1-1512	YPL069C
1323	OG0001323	maker-con_s262-augustus-gene-0.14-mRNA-1_1&gene=maker-con_s262-augustus-gene-0.14&CDS=1-2952	YPL070W
1324	OG0001324	augustus_masked-con_s262-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-con_s262-processed-gene-0.20&CDS=1-4278	YGR116W
1325	OG0001325	augustus_masked-con_s262-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-con_s262-processed-gene-0.24&CDS=1-1302	YHL021C
1326	OG0001326	maker-con_s262-augustus-gene-0.15-mRNA-1_1&gene=maker-con_s262-augustus-gene-0.15&CDS=1-2862	YJL108C
1327	OG0001327	augustus_masked-con_s262-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-con_s262-processed-gene-0.26&CDS=1-1263	YOL022C
1328	OG0001328	augustus_masked-con_s263-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-con_s263-processed-gene-0.8&CDS=1-1512	YJL123C
1329	OG0001329	snap_masked-con_s263-processed-gene-0.21-mRNA-1_1&gene=snap_masked-con_s263-processed-gene-0.21&CDS=1-1197	YJL126W
1330	OG0001330	augustus_masked-con_s266-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-con_s266-processed-gene-0.9&CDS=1-480	YOR367W
1331	OG0001331	maker-con_s266-augustus-gene-0.0-mRNA-1_1&gene=maker-con_s266-augustus-gene-0.0&CDS=1-1563	YML056C
1332	OG0001332	augustus_masked-con_s27-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-con_s27-processed-gene-0.4&CDS=1-4035	YBL060W
1333	OG0001333	augustus_masked-con_s270-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-con_s270-processed-gene-0.29&CDS=1-261	YLR438C-A
1334	OG0001334	augustus_masked-con_s270-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-con_s270-processed-gene-0.37&CDS=1-4662	YML059C
1335	OG0001335	augustus_masked-con_s270-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-con_s270-processed-gene-0.31&CDS=1-2262	YLR352W
1336	OG0001336	augustus_masked-con_s271-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-con_s271-processed-gene-0.17&CDS=1-630	YDR486C
1337	OG0001337	augustus_masked-con_s271-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-con_s271-processed-gene-0.20&CDS=1-3111	YNL132W
1338	OG0001338	augustus_masked-con_s273-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-con_s273-processed-gene-0.11&CDS=1-2220	YOR243C
1339	OG0001339	augustus_masked-con_s274-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-con_s274-processed-gene-0.37&CDS=1-2268	YHL029C
1340	OG0001340	augustus_masked-con_s274-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-con_s274-processed-gene-0.38&CDS=1-5418	YHL030W
1341	OG0001341	augustus_masked-con_s274-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-con_s274-processed-gene-0.39&CDS=1-1488	YGR083C
1342	OG0001342	augustus_masked-con_s274-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-con_s274-processed-gene-0.40&CDS=1-3897	YAL026C
1343	OG0001343	augustus_masked-con_s274-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-con_s274-processed-gene-0.31&CDS=1-1308	YOR323C
1344	OG0001344	augustus_masked-con_s274-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-con_s274-processed-gene-0.41&CDS=1-990	YBR213W
1345	OG0001345	augustus_masked-con_s274-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-con_s274-processed-gene-0.33&CDS=1-1863	YOR370C
1346	OG0001346	augustus_masked-con_s279-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-con_s279-processed-gene-0.2&CDS=1-2022	YPR074C
1347	OG0001347	augustus_masked-con_s28-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-con_s28-processed-gene-0.23&CDS=1-1578	YPR133C
1348	OG0001348	augustus_masked-con_s28-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-con_s28-processed-gene-0.17&CDS=1-1095	YPR129W
1349	OG0001349	augustus_masked-con_s280-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-con_s280-processed-gene-0.4&CDS=1-855	YOR065W
1350	OG0001350	augustus_masked-con_s280-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-con_s280-processed-gene-0.5&CDS=1-1176	YAL012W
1351	OG0001351	augustus_masked-con_s280-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-con_s280-processed-gene-0.1&CDS=1-3360	YGL006W
1352	OG0001352	augustus_masked-con_s280-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-con_s280-processed-gene-0.6&CDS=1-738	YGL005C
1353	OG0001353	augustus_masked-con_s281-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-con_s281-processed-gene-0.23&CDS=1-1341	YER043C
1354	OG0001354	augustus_masked-con_s281-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-con_s281-processed-gene-0.24&CDS=1-1191	YPL123C
1355	OG0001355	augustus_masked-con_s281-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-con_s281-processed-gene-0.32&CDS=1-2409	YGR261C
1356	OG0001356	augustus_masked-con_s281-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-con_s281-processed-gene-0.34&CDS=1-3378	YGR258C
1357	OG0001357	augustus_masked-con_s281-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-con_s281-processed-gene-0.28&CDS=1-753	YHR185C
