	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034899_Ogataea_kodamae
1177	OG0001177	YFL028C	maker-NODE_7_length_545341_cov_21.404_ID_13-snap-gene-4.3-mRNA-1_1&gene=maker-NODE_7_length_545341_cov_21.404_ID_13-snap-gene-4.3&CDS=1-1482
1178	OG0001178	YFL029C	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-4.240-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-4.240&CDS=1-1011
1179	OG0001179	YFL030W	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-7.137-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-7.137&CDS=1-1131
1180	OG0001180	YFL031W	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-4.185-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-4.185&CDS=1-915
1181	OG0001181	YFL034C-B	snap_masked-NODE_20_length_125063_cov_21.0978_ID_39-processed-gene-0.172-mRNA-1_1&gene=snap_masked-NODE_20_length_125063_cov_21.0978_ID_39-processed-gene-0.172&CDS=1-879
1182	OG0001182	YFL034W	snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.197-mRNA-1_1&gene=snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.197&CDS=1-2541
1183	OG0001183	YFL036W	snap_masked-NODE_20_length_125063_cov_21.0978_ID_39-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_20_length_125063_cov_21.0978_ID_39-processed-gene-0.142&CDS=1-3972
1184	OG0001184	YFL037W	augustus_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-3.143&CDS=1-6195
1185	OG0001185	YFL038C	snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-1.174-mRNA-1_1&gene=snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-1.174&CDS=1-609
1186	OG0001186	YFL039C	genemark-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-1.40&CDS=1-1080
1187	OG0001187	YFL045C	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-0.58&CDS=1-753
1188	OG0001188	YFL046W	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-0.33&CDS=1-579
1189	OG0001189	YFL055W	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-2.46-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-2.46&CDS=1-1638
1190	OG0001190	YFR001W	augustus_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.80&CDS=1-2487
1191	OG0001191	YFR002W	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-0.13&CDS=1-2805
1192	OG0001192	YFR005C	snap_masked-NODE_19_length_129082_cov_20.1829_ID_37-processed-gene-0.206-mRNA-1_1&gene=snap_masked-NODE_19_length_129082_cov_20.1829_ID_37-processed-gene-0.206&CDS=1-1284
1193	OG0001193	YFR006W	genemark-NODE_19_length_129082_cov_20.1829_ID_37-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_19_length_129082_cov_20.1829_ID_37-processed-gene-0.81&CDS=1-1380
1194	OG0001194	YFR007W	snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.116-mRNA-1_1&gene=snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.116&CDS=1-1344
1195	OG0001195	YFR010W	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-1.178-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-1.178&CDS=1-1443
1196	OG0001196	YFR011C	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-1.155&CDS=1-420
1197	OG0001197	YFR016C	maker-NODE_6_length_547818_cov_20.3499_ID_11-snap-gene-2.104-mRNA-1_1&gene=maker-NODE_6_length_547818_cov_20.3499_ID_11-snap-gene-2.104&CDS=1-1923
1198	OG0001198	YFR019W	snap_masked-NODE_22_length_104199_cov_22.1986_ID_43-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_22_length_104199_cov_22.1986_ID_43-processed-gene-0.152&CDS=1-5994
1199	OG0001199	YFR021W	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.12&CDS=1-1581
1200	OG0001200	YFR024C-A	maker-NODE_4_length_594317_cov_21.076_ID_7-snap-gene-4.21-mRNA-1_1&gene=maker-NODE_4_length_594317_cov_21.076_ID_7-snap-gene-4.21&CDS=1-1164
1201	OG0001201	YFR025C	augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-4.115&CDS=1-954
1202	OG0001202	YFR027W	genemark-NODE_22_length_104199_cov_22.1986_ID_43-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_22_length_104199_cov_22.1986_ID_43-processed-gene-0.100&CDS=1-4743
1203	OG0001203	YFR028C	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-0.37&CDS=1-1632
1204	OG0001204	YFR029W	genemark-NODE_28_length_48709_cov_21.375_ID_55-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_28_length_48709_cov_21.375_ID_55-processed-gene-0.64&CDS=1-2028
1205	OG0001205	YFR030W	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.46-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.46&CDS=1-3111
1206	OG0001206	YFR031C	snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-0.31&CDS=1-3513
1207	OG0001207	YFR033C	snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.21-mRNA-1_1&gene=snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.21&CDS=1-453
1208	OG0001208	YFR034C	maker-NODE_3_length_749597_cov_20.3037_ID_5-augustus-gene-6.11-mRNA-1_1&gene=maker-NODE_3_length_749597_cov_20.3037_ID_5-augustus-gene-6.11&CDS=1-1656
1209	OG0001209	YFR041C	snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-2.16&CDS=1-954
1210	OG0001210	YFR044C	augustus_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.4&CDS=1-4182
1211	OG0001211	YFR047C	snap_masked-NODE_22_length_104199_cov_22.1986_ID_43-processed-gene-0.140-mRNA-1_1&gene=snap_masked-NODE_22_length_104199_cov_22.1986_ID_43-processed-gene-0.140&CDS=1-906
1212	OG0001212	YFR048W	augustus_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-0.142&CDS=1-1935
1213	OG0001213	YFR050C	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-6.48-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-6.48&CDS=1-822
1214	OG0001214	YGL001C	genemark-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-2.129-mRNA-1_1&gene=genemark-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-2.129&CDS=1-1047
1215	OG0001215	YGL004C	genemark-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.31&CDS=1-1101
1216	OG0001216	YGL005C	genemark-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.9-mRNA-1_1&gene=genemark-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.9&CDS=1-837
1217	OG0001217	YGL006W	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.141-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.141&CDS=1-3504
1218	OG0001218	YGL008C	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-2.3-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-2.3&CDS=1-2691
1219	OG0001219	YGL009C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-2.59-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-2.59&CDS=1-2355
1220	OG0001220	YGL011C	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-6.14-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-6.14&CDS=1-1701
1221	OG0001221	YGL012W	maker-NODE_3_length_749597_cov_20.3037_ID_5-snap-gene-6.121-mRNA-1_1&gene=maker-NODE_3_length_749597_cov_20.3037_ID_5-snap-gene-6.121&CDS=1-3345
1222	OG0001222	YGL016W	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.118-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.118&CDS=1-3003
1223	OG0001223	YGL017W	maker-NODE_10_length_315200_cov_20.7307_ID_19-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_10_length_315200_cov_20.7307_ID_19-augustus-gene-0.0&CDS=1-1734
1224	OG0001224	YGL018C	snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-0.47&CDS=1-567
1225	OG0001225	YGL019W	snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-3.32&CDS=1-777
1226	OG0001226	YGL020C	snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-3.11&CDS=1-585
1227	OG0001227	YGL022W	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-1.138&CDS=1-2232
1228	OG0001228	YGL026C	augustus_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.252-mRNA-1_1&gene=augustus_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.252&CDS=1-5202
1229	OG0001229	YGL027C	augustus_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.253-mRNA-1_1&gene=augustus_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.253&CDS=1-3141
1230	OG0001230	YGL028C	snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-2.177-mRNA-1_1&gene=snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-2.177&CDS=1-1749
1231	OG0001231	YGL030W	genemark-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-2.129-mRNA-1_1&gene=genemark-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-2.129&CDS=1-324
1232	OG0001232	YGL037C	snap_masked-NODE_23_length_83251_cov_21.0497_ID_45-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_23_length_83251_cov_21.0497_ID_45-processed-gene-0.12&CDS=1-651
1233	OG0001233	YGL040C	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-0.18&CDS=1-1032
1234	OG0001234	YGL044C	augustus_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-3.85&CDS=1-2982
1235	OG0001235	YGL045W	snap_masked-NODE_21_length_106243_cov_21.8693_ID_41-processed-gene-0.153-mRNA-1_1&gene=snap_masked-NODE_21_length_106243_cov_21.8693_ID_41-processed-gene-0.153&CDS=1-1194
1236	OG0001236	YGL047W	maker-NODE_12_length_300130_cov_20.6791_ID_23-augustus-gene-2.65-mRNA-1_1&gene=maker-NODE_12_length_300130_cov_20.6791_ID_23-augustus-gene-2.65&CDS=1-1227
1237	OG0001237	YGL048C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.21-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.21&CDS=1-1194
1238	OG0001238	YGL054C	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-3.138-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-3.138&CDS=1-411
1239	OG0001239	YGL055W	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-3.20-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-3.20&CDS=1-1449
1240	OG0001240	YGL058W	snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-0.56&CDS=1-531
1241	OG0001241	YGL059W	genemark-NODE_18_length_129650_cov_20.554_ID_35-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_18_length_129650_cov_20.554_ID_35-processed-gene-0.102&CDS=1-1371
1242	OG0001242	YGL062W	genemark-NODE_19_length_129082_cov_20.1829_ID_37-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_19_length_129082_cov_20.1829_ID_37-processed-gene-0.86&CDS=1-3525
1243	OG0001243	YGL064C	augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-0.110&CDS=1-1434
1244	OG0001244	YGL065C	augustus_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-0.172&CDS=1-1326
1245	OG0001245	YGL068W	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-0.9&CDS=1-429
1246	OG0001246	YGL070C	maker-NODE_2_length_802081_cov_20.2947_ID_3-snap-gene-0.125-mRNA-1_1&gene=maker-NODE_2_length_802081_cov_20.2947_ID_3-snap-gene-0.125&CDS=1-333
1247	OG0001247	YGL073W	snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.235-mRNA-1_1&gene=snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.235&CDS=1-1788
1248	OG0001248	YGL078C	augustus_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-4.118&CDS=1-4923
1249	OG0001249	YGL079W	snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-1.72&CDS=1-444
1250	OG0001250	YGL080W	maker-NODE_1_length_978802_cov_20.4659_ID_1-snap-gene-1.60-mRNA-1_1&gene=maker-NODE_1_length_978802_cov_20.4659_ID_1-snap-gene-1.60&CDS=1-1641
1251	OG0001251	YGL083W	snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.233-mRNA-1_1&gene=snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.233&CDS=1-2547
1252	OG0001252	YGL084C	snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-1.198-mRNA-1_1&gene=snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-1.198&CDS=1-1641
1253	OG0001253	YGL085W	genemark-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-1.32&CDS=1-681
1254	OG0001254	YGL086W	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.101-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.101&CDS=1-801
1255	OG0001255	YGL087C	augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.175-mRNA-1_1&gene=augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.175&CDS=1-414
1256	OG0001256	YGL091C	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.47-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.47&CDS=1-969
1257	OG0001257	YGL094C	augustus_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-2.106&CDS=1-6054
1258	OG0001258	YGL095C	snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-2.160-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-2.160&CDS=1-1716
1259	OG0001259	YGL096W	snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-2.156-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-2.156&CDS=1-660
1260	OG0001260	YGL097W	snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-1.58&CDS=1-1473
1261	OG0001261	YGL098W	genemark-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.398-mRNA-1_1&gene=genemark-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.398&CDS=1-747
1262	OG0001262	YGL099W	snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.230-mRNA-1_1&gene=snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.230&CDS=1-2139
1263	OG0001263	YGL100W	maker-NODE_11_length_302359_cov_21.3541_ID_21-augustus-gene-1.69-mRNA-1_1&gene=maker-NODE_11_length_302359_cov_21.3541_ID_21-augustus-gene-1.69&CDS=1-2121
1264	OG0001264	YGL103W	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.28&CDS=1-441
1265	OG0001265	YGL105W	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.25&CDS=1-1074
1266	OG0001266	YGL106W	genemark-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.92-mRNA-1_1&gene=genemark-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.92&CDS=1-423
1267	OG0001267	YGL110C	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.29&CDS=1-1647
1268	OG0001268	YGL111W	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.54-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-1.54&CDS=1-1122
1269	OG0001269	YGL112C	snap_masked-NODE_27_length_57027_cov_21.1659_ID_53-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_27_length_57027_cov_21.1659_ID_53-processed-gene-0.4&CDS=1-1470
1270	OG0001270	YGL113W	snap_masked-NODE_27_length_57027_cov_21.1659_ID_53-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_27_length_57027_cov_21.1659_ID_53-processed-gene-0.21&CDS=1-1881
1271	OG0001271	YGL114W	augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-4.128&CDS=1-3633
1272	OG0001272	YGL119W	augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-2.151&CDS=1-5613
1273	OG0001273	YGL123W	genemark-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-4.80-mRNA-1_1&gene=genemark-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-4.80&CDS=1-756
1274	OG0001274	YGL124C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.40-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.40&CDS=1-1785
1275	OG0001275	YGL129C	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-1.132&CDS=1-1353
1276	OG0001276	YGL130W	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-1.155&CDS=1-1395
1277	OG0001277	YGL131C	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-1.133-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-1.133&CDS=1-3744
1278	OG0001278	YGL136C	genemark-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.105&CDS=1-993
1279	OG0001279	YGL137W	snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.231-mRNA-1_1&gene=snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.231&CDS=1-2475
1280	OG0001280	YGL141W	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.29-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.29&CDS=1-2937
1281	OG0001281	YGL143C	snap_masked-NODE_20_length_125063_cov_21.0978_ID_39-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_20_length_125063_cov_21.0978_ID_39-processed-gene-0.132&CDS=1-1224
1282	OG0001282	YGL144C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-3.29-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-3.29&CDS=1-2175
1283	OG0001283	YGL148W	maker-NODE_1_length_978802_cov_20.4659_ID_1-augustus-gene-8.5-mRNA-1_1&gene=maker-NODE_1_length_978802_cov_20.4659_ID_1-augustus-gene-8.5&CDS=1-2982
1284	OG0001284	YGL151W	augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-7.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-7.3&CDS=1-4299
1285	OG0001285	YGL153W	genemark-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.117-mRNA-1_1&gene=genemark-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.117&CDS=1-1035
1286	OG0001286	YGL156W	maker-NODE_8_length_401107_cov_21.2284_ID_15-augustus-gene-0.173-mRNA-1_1&gene=maker-NODE_8_length_401107_cov_21.2284_ID_15-augustus-gene-0.173&CDS=1-4167
1287	OG0001287	YGL159W	augustus_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.69&CDS=1-4353
1288	OG0001288	YGL160W	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-1.149-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-1.149&CDS=1-1530
1289	OG0001289	YGL166W	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-6.140-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-6.140&CDS=1-1497
1290	OG0001290	YGL167C	snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-1.28&CDS=1-2754
1291	OG0001291	YGL169W	snap_masked-NODE_19_length_129082_cov_20.1829_ID_37-processed-gene-0.166-mRNA-1_1&gene=snap_masked-NODE_19_length_129082_cov_20.1829_ID_37-processed-gene-0.166&CDS=1-1131
1292	OG0001292	YGL171W	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.132&CDS=1-1620
1293	OG0001293	YGL172W	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-0.15&CDS=1-1719
1294	OG0001294	YGL173C	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-0.46&CDS=1-4263
1295	OG0001295	YGL174W	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-0.14&CDS=1-768
1296	OG0001296	YGL178W	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-7.153-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-7.153&CDS=1-1773
1297	OG0001297	YGL179C	snap_masked-NODE_21_length_106243_cov_21.8693_ID_41-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_21_length_106243_cov_21.8693_ID_41-processed-gene-0.130&CDS=1-2871
