	OrthologID	Candida_tropicalis	Saccharomyces_cerevisiae
1903	OG0001903	genemark-NW_003020055.1-processed-gene-7.146-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-7.146&CDS=1-693	YOL135C
1904	OG0001904	snap_masked-NW_003020055.1-processed-gene-7.30-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-7.30&CDS=1-339	YOL133W
1905	OG0001905	snap_masked-NW_003020055.1-processed-gene-7.46-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-7.46&CDS=1-900	YNL316C
1906	OG0001906	snap_masked-NW_003020055.1-processed-gene-8.45-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-8.45&CDS=1-540	YKR065C
1907	OG0001907	snap_masked-NW_003020055.1-processed-gene-8.47-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-8.47&CDS=1-867	YDL052C
1908	OG0001908	augustus_masked-NW_003020055.1-processed-gene-8.27-mRNA-1_1&gene=augustus_masked-NW_003020055.1-processed-gene-8.27&CDS=1-2994	YPL195W
1909	OG0001909	genemark-NW_003020055.1-processed-gene-8.94-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-8.94&CDS=1-810	YGL079W
1910	OG0001910	snap_masked-NW_003020055.1-processed-gene-8.72-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-8.72&CDS=1-2175	YIL108W
1911	OG0001911	snap_masked-NW_003020055.1-processed-gene-8.73-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-8.73&CDS=1-1419	YPL194W
1912	OG0001912	snap_masked-NW_003020055.1-processed-gene-8.48-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-8.48&CDS=1-693	YIR030C
1913	OG0001913	snap_masked-NW_003020055.1-processed-gene-8.49-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-8.49&CDS=1-993	YPL196W
1914	OG0001914	snap_masked-NW_003020055.1-processed-gene-8.74-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-8.74&CDS=1-186	YBR162W-A
1915	OG0001915	genemark-NW_003020055.1-processed-gene-8.122-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-8.122&CDS=1-1335	YDL122W
1916	OG0001916	genemark-NW_003020055.1-processed-gene-8.123-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-8.123&CDS=1-1416	YNL016W
1917	OG0001917	genemark-NW_003020055.1-processed-gene-8.99-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-8.99&CDS=1-1191	YML005W
1918	OG0001918	snap_masked-NW_003020055.1-processed-gene-8.54-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-8.54&CDS=1-1470	YNL026W
1919	OG0001919	snap_masked-NW_003020055.1-processed-gene-8.77-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-8.77&CDS=1-1032	YIL083C
1920	OG0001920	snap_masked-NW_003020055.1-processed-gene-8.56-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-8.56&CDS=1-1206	YNL025C
1921	OG0001921	snap_masked-NW_003020055.1-processed-gene-8.58-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-8.58&CDS=1-2532	YGL216W
1922	OG0001922	genemark-NW_003020055.1-processed-gene-8.126-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-8.126&CDS=1-2367	YBL061C
1923	OG0001923	snap_masked-NW_003020055.1-processed-gene-8.59-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-8.59&CDS=1-657	YER100W
1924	OG0001924	snap_masked-NW_003020055.1-processed-gene-8.81-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-8.81&CDS=1-1518	YNL154C
1925	OG0001925	genemark-NW_003020055.1-processed-gene-8.130-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-8.130&CDS=1-1467	YER078C
1926	OG0001926	snap_masked-NW_003020055.1-processed-gene-8.86-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-8.86&CDS=1-465	YPR153W
1927	OG0001927	augustus_masked-NW_003020055.1-processed-gene-8.23-mRNA-1_1&gene=augustus_masked-NW_003020055.1-processed-gene-8.23&CDS=1-2589	YGR135W
1928	OG0001928	genemark-NW_003020055.1-processed-gene-8.113-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-8.113&CDS=1-2034	YDR295C
1929	OG0001929	snap_masked-NW_003020055.1-processed-gene-8.66-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-8.66&CDS=1-1788	YDR294C
1930	OG0001930	maker-NW_003020055.1-augustus-gene-8.0-mRNA-1_1&gene=maker-NW_003020055.1-augustus-gene-8.0&CDS=1-1404	YDR352W
1931	OG0001931	snap_masked-NW_003020055.1-processed-gene-8.87-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-8.87&CDS=1-1893	YOR129C
1932	OG0001932	maker-NW_003020055.1-snap-gene-9.68-mRNA-1_1&gene=maker-NW_003020055.1-snap-gene-9.68&CDS=1-681	YDR381W
1933	OG0001933	snap_masked-NW_003020055.1-processed-gene-9.74-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-9.74&CDS=1-1080	YDL237W
1934	OG0001934	snap_masked-NW_003020055.1-processed-gene-9.83-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-9.83&CDS=1-942	YOR130C
1935	OG0001935	maker-NW_003020055.1-snap-gene-9.69-mRNA-1_1&gene=maker-NW_003020055.1-snap-gene-9.69&CDS=1-426	YOL040C
1936	OG0001936	genemark-NW_003020055.1-processed-gene-9.38-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-9.38&CDS=1-330	YDR382W
1937	OG0001937	snap_masked-NW_003020055.1-processed-gene-9.75-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-9.75&CDS=1-1179	YDR192C
1938	OG0001938	genemark-NW_003020055.1-processed-gene-9.40-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-9.40&CDS=1-759	YLR242C
1939	OG0001939	genemark-NW_003020055.1-processed-gene-9.50-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-9.50&CDS=1-2532	YLR241W
1940	OG0001940	snap_masked-NW_003020055.1-processed-gene-9.87-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-9.87&CDS=1-1857	YLR234W
1941	OG0001941	snap_masked-NW_003020055.1-processed-gene-9.88-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-9.88&CDS=1-6183	YLR430W
1942	OG0001942	snap_masked-NW_003020055.1-processed-gene-9.90-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-9.90&CDS=1-1065	YML067C
1943	OG0001943	snap_masked-NW_003020055.1-processed-gene-9.78-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-9.78&CDS=1-1446	YML068W
1944	OG0001944	snap_masked-NW_003020055.1-processed-gene-9.91-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-9.91&CDS=1-1794	YHR150W
1945	OG0001945	snap_masked-NW_003020055.1-processed-gene-9.92-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-9.92&CDS=1-777	YLR150W
1946	OG0001946	snap_masked-NW_003020055.1-processed-gene-9.93-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-9.93&CDS=1-5556	YDR170C
1947	OG0001947	snap_masked-NW_003020055.1-processed-gene-9.94-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-9.94&CDS=1-5649	YPL231W
1948	OG0001948	snap_masked-NW_003020055.1-processed-gene-9.79-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-9.79&CDS=1-1425	YLR403W
1949	OG0001949	snap_masked-NW_003020055.1-processed-gene-9.81-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-9.81&CDS=1-1671	YLR133W
1950	OG0001950	snap_masked-NW_003020055.1-processed-gene-9.82-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-9.82&CDS=1-1095	YDR142C
1951	OG0001951	maker-NW_003020055.1-snap-gene-10.97-mRNA-1_1&gene=maker-NW_003020055.1-snap-gene-10.97&CDS=1-11637	YKR054C
1952	OG0001952	snap_masked-NW_003020055.1-processed-gene-10.68-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-10.68&CDS=1-1383	YOR197W
1953	OG0001953	snap_masked-NW_003020055.1-processed-gene-10.85-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-10.85&CDS=1-558	YCR027C
1954	OG0001954	genemark-NW_003020055.1-processed-gene-10.35-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-10.35&CDS=1-2787	YDL031W
1955	OG0001955	snap_masked-NW_003020055.1-processed-gene-10.87-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-10.87&CDS=1-1416	YOL123W
1956	OG0001956	snap_masked-NW_003020055.1-processed-gene-10.71-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-10.71&CDS=1-1302	YOL124C
1957	OG0001957	snap_masked-NW_003020055.1-processed-gene-10.72-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-10.72&CDS=1-987	YGR144W
1958	OG0001958	snap_masked-NW_003020055.1-processed-gene-10.88-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-10.88&CDS=1-1569	YJR152W
1959	OG0001959	genemark-NW_003020055.1-processed-gene-10.53-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-10.53&CDS=1-2754	YDL149W
1960	OG0001960	snap_masked-NW_003020055.1-processed-gene-10.76-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-10.76&CDS=1-1323	YER061C
1961	OG0001961	snap_masked-NW_003020055.1-processed-gene-10.78-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-10.78&CDS=1-1035	YOL073C
1962	OG0001962	snap_masked-NW_003020055.1-processed-gene-10.92-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-10.92&CDS=1-552	YGR078C
1963	OG0001963	snap_masked-NW_003020055.1-processed-gene-10.79-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-10.79&CDS=1-624	YGR232W
1964	OG0001964	maker-NW_003020055.1-augustus-gene-10.62-mRNA-1_1&gene=maker-NW_003020055.1-augustus-gene-10.62&CDS=1-3483	YOR056C
1965	OG0001965	snap_masked-NW_003020055.1-processed-gene-10.96-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-10.96&CDS=1-354	YGL080W
1966	OG0001966	snap_masked-NW_003020055.1-processed-gene-11.2-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-11.2&CDS=1-699	YPL193W
1967	OG0001967	genemark-NW_003020055.1-processed-gene-11.75-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-11.75&CDS=1-1716	YMR013C
1968	OG0001968	snap_masked-NW_003020055.1-processed-gene-11.22-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-11.22&CDS=1-3579	YJL074C
1969	OG0001969	snap_masked-NW_003020055.1-processed-gene-11.24-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-11.24&CDS=1-495	YML077W
1970	OG0001970	snap_masked-NW_003020055.1-processed-gene-11.26-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-11.26&CDS=1-1344	YDR030C
1971	OG0001971	snap_masked-NW_003020055.1-processed-gene-11.8-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-11.8&CDS=1-1386	YDR023W
1972	OG0001972	snap_masked-NW_003020055.1-processed-gene-11.27-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-11.27&CDS=1-1527	YPL214C
1973	OG0001973	genemark-NW_003020055.1-processed-gene-11.98-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-11.98&CDS=1-377	YAL033W
1974	OG0001974	augustus_masked-NW_003020055.1-processed-gene-11.49-mRNA-1_1&gene=augustus_masked-NW_003020055.1-processed-gene-11.49&CDS=1-2808	YGR047C
1975	OG0001975	snap_masked-NW_003020055.1-processed-gene-11.16-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-11.16&CDS=1-489	YDL219W
1976	OG0001976	genemark-NW_003020055.1-processed-gene-11.89-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-11.89&CDS=1-5184	YOR336W
1977	OG0001977	snap_masked-NW_003020055.1-processed-gene-11.19-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-11.19&CDS=1-1827	YGL125W
1978	OG0001978	snap_masked-NW_003020055.1-processed-gene-11.34-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-11.34&CDS=1-1404	YHR132C
1979	OG0001979	snap_masked-NW_003020055.1-processed-gene-12.5-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-12.5&CDS=1-1584	YDL178W
1980	OG0001980	snap_masked-NW_003020055.1-processed-gene-12.26-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-12.26&CDS=1-1362	YPL254W
1981	OG0001981	genemark-NW_003020055.1-processed-gene-12.88-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-12.88&CDS=1-894	YLR208W
1982	OG0001982	snap_masked-NW_003020055.1-processed-gene-12.30-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-12.30&CDS=1-921	YLR209C
1983	OG0001983	augustus_masked-NW_003020055.1-processed-gene-12.69-mRNA-1_1&gene=augustus_masked-NW_003020055.1-processed-gene-12.69&CDS=1-1725	YJR122W
1984	OG0001984	snap_masked-NW_003020055.1-processed-gene-12.19-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-12.19&CDS=1-423	YFR033C
1985	OG0001985	snap_masked-NW_003020055.1-processed-gene-12.21-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-12.21&CDS=1-4935	YLL048C
1986	OG0001986	maker-NW_003020055.1-snap-gene-12.2-mRNA-1_1&gene=maker-NW_003020055.1-snap-gene-12.2&CDS=1-4389	YDR044W
1987	OG0001987	genemark-NW_003020055.1-processed-gene-12.99-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-12.99&CDS=1-4140	YML059C
1988	OG0001988	genemark-NW_003020055.1-processed-gene-12.114-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-12.114&CDS=1-843	YML015C
1989	OG0001989	snap_masked-NW_003020055.1-processed-gene-12.42-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-12.42&CDS=1-1041	YJL053W
1990	OG0001990	snap_masked-NW_003020055.1-processed-gene-13.52-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-13.52&CDS=1-528	YER134C
1991	OG0001991	snap_masked-NW_003020055.1-processed-gene-13.73-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-13.73&CDS=1-3294	YDL164C
1992	OG0001992	snap_masked-NW_003020055.1-processed-gene-13.76-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-13.76&CDS=1-288	YMR286W
1993	OG0001993	augustus_masked-NW_003020055.1-processed-gene-13.102-mRNA-1_1&gene=augustus_masked-NW_003020055.1-processed-gene-13.102&CDS=1-2562	YOR349W
1994	OG0001994	snap_masked-NW_003020055.1-processed-gene-13.78-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-13.78&CDS=1-1362	YMR033W
1995	OG0001995	snap_masked-NW_003020055.1-processed-gene-13.59-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-13.59&CDS=1-477	YBL059W
1996	OG0001996	snap_masked-NW_003020055.1-processed-gene-13.60-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-13.60&CDS=1-2625	YDL056W
1997	OG0001997	snap_masked-NW_003020055.1-processed-gene-13.81-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-13.81&CDS=1-1182	YNL092W
1998	OG0001998	genemark-NW_003020055.1-processed-gene-13.19-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-13.19&CDS=1-2193	YDR320C
1999	OG0001999	snap_masked-NW_003020055.1-processed-gene-13.64-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-13.64&CDS=1-243	YDR320C-A
2000	OG0002000	snap_masked-NW_003020055.1-processed-gene-13.83-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-13.83&CDS=1-177	YHR072W-A
2001	OG0002001	snap_masked-NW_003020055.1-processed-gene-13.66-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-13.66&CDS=1-1134	YGL148W
2002	OG0002002	snap_masked-NW_003020055.1-processed-gene-13.84-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-13.84&CDS=1-1677	YLR103C
2003	OG0002003	augustus_masked-NW_003020055.1-processed-gene-13.127-mRNA-1_1&gene=augustus_masked-NW_003020055.1-processed-gene-13.127&CDS=1-1788	YNR038W
2004	OG0002004	augustus_masked-NW_003020055.1-processed-gene-13.113-mRNA-1_1&gene=augustus_masked-NW_003020055.1-processed-gene-13.113&CDS=1-273	YNR037C
2005	OG0002005	snap_masked-NW_003020055.1-processed-gene-13.86-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-13.86&CDS=1-1206	YCR079W
2006	OG0002006	snap_masked-NW_003020055.1-processed-gene-13.72-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-13.72&CDS=1-846	YKL154W
2007	OG0002007	snap_masked-NW_003020055.1-processed-gene-14.85-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-14.85&CDS=1-990	YER133W
2008	OG0002008	snap_masked-NW_003020055.1-processed-gene-14.83-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-14.83&CDS=1-588	YER128W
2009	OG0002009	snap_masked-NW_003020055.1-processed-gene-14.86-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-14.86&CDS=1-1248	YLR027C
2010	OG0002010	augustus_masked-NW_003020055.1-processed-gene-14.46-mRNA-1_1&gene=augustus_masked-NW_003020055.1-processed-gene-14.46&CDS=1-3198	YAL019W
2011	OG0002011	snap_masked-NW_003020055.1-processed-gene-14.89-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-14.89&CDS=1-3975	YJR035W
2012	OG0002012	snap_masked-NW_003020055.1-processed-gene-14.90-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-14.90&CDS=1-453	YHR191C
2013	OG0002013	snap_masked-NW_003020055.1-processed-gene-14.114-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-14.114&CDS=1-1992	YDL057W
2014	OG0002014	genemark-NW_003020055.1-processed-gene-14.7-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-14.7&CDS=1-699	YPL002C
2015	OG0002015	snap_masked-NW_003020055.1-processed-gene-14.115-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-14.115&CDS=1-1242	YFL001W
2016	OG0002016	genemark-NW_003020055.1-processed-gene-14.8-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-14.8&CDS=1-1800	YFL002C
2017	OG0002017	snap_masked-NW_003020055.1-processed-gene-14.116-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-14.116&CDS=1-1548	YPL003W
2018	OG0002018	genemark-NW_003020055.1-processed-gene-14.9-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-14.9&CDS=1-4641	YNL014W
2019	OG0002019	snap_masked-NW_003020055.1-processed-gene-14.96-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-14.96&CDS=1-1464	YPL091W
2020	OG0002020	snap_masked-NW_003020055.1-processed-gene-14.118-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-14.118&CDS=1-318	YLR147C
2021	OG0002021	snap_masked-NW_003020055.1-processed-gene-14.98-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-14.98&CDS=1-1791	YLR253W
2022	OG0002022	snap_masked-NW_003020055.1-processed-gene-14.119-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-14.119&CDS=1-450	YLR068W
2023	OG0002023	maker-NW_003020055.1-snap-gene-14.78-mRNA-1_1&gene=maker-NW_003020055.1-snap-gene-14.78&CDS=1-393	YNL147W
2024	OG0002024	snap_masked-NW_003020055.1-processed-gene-14.101-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-14.101&CDS=1-654	YHR128W
2025	OG0002025	snap_masked-NW_003020055.1-processed-gene-14.102-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-14.102&CDS=1-516	YPR188C
2026	OG0002026	snap_masked-NW_003020055.1-processed-gene-14.123-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-14.123&CDS=1-474	YPR187W
2027	OG0002027	snap_masked-NW_003020055.1-processed-gene-14.124-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-14.124&CDS=1-1122	YPR191W
2028	OG0002028	snap_masked-NW_003020055.1-processed-gene-14.109-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-14.109&CDS=1-957	YNL289W
2029	OG0002029	snap_masked-NW_003020055.1-processed-gene-14.111-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-14.111&CDS=1-288	YDL045W-A
2030	OG0002030	snap_masked-NW_003020055.1-processed-gene-15.81-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-15.81&CDS=1-1494	YDR257C
2031	OG0002031	snap_masked-NW_003020055.1-processed-gene-15.101-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-15.101&CDS=1-684	YIL139C
2032	OG0002032	snap_masked-NW_003020055.1-processed-gene-15.103-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-15.103&CDS=1-2871	YOR160W
2033	OG0002033	snap_masked-NW_003020055.1-processed-gene-15.104-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-15.104&CDS=1-3891	YNL273W
2034	OG0002034	genemark-NW_003020055.1-processed-gene-15.43-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-15.43&CDS=1-864	YMR178W
2035	OG0002035	snap_masked-NW_003020055.1-processed-gene-15.105-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-15.105&CDS=1-1665	YDR026C
2036	OG0002036	maker-NW_003020055.1-snap-gene-15.37-mRNA-1_1&gene=maker-NW_003020055.1-snap-gene-15.37&CDS=1-1611	YNR053C
2037	OG0002037	snap_masked-NW_003020055.1-processed-gene-15.107-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-15.107&CDS=1-1566	YNR052C
2038	OG0002038	snap_masked-NW_003020055.1-processed-gene-15.108-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-15.108&CDS=1-1188	YCR094W
2039	OG0002039	snap_masked-NW_003020055.1-processed-gene-15.92-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-15.92&CDS=1-2880	YOR335C
2040	OG0002040	snap_masked-NW_003020055.1-processed-gene-15.109-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-15.109&CDS=1-1425	YHL004W
2041	OG0002041	snap_masked-NW_003020055.1-processed-gene-15.110-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-15.110&CDS=1-666	YKL117W
2042	OG0002042	snap_masked-NW_003020055.1-processed-gene-15.111-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-15.111&CDS=1-2814	YNL325C
2043	OG0002043	snap_masked-NW_003020055.1-processed-gene-15.93-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-15.93&CDS=1-1416	YOL119C
2044	OG0002044	snap_masked-NW_003020055.1-processed-gene-15.115-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-15.115&CDS=1-1122	YER107C
2045	OG0002045	snap_masked-NW_003020055.1-processed-gene-15.118-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-15.118&CDS=1-1035	YER120W
2046	OG0002046	snap_masked-NW_003020055.1-processed-gene-15.119-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-15.119&CDS=1-1296	YBL091C
2047	OG0002047	snap_masked-NW_003020055.1-processed-gene-15.98-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-15.98&CDS=1-1383	YGL065C
2048	OG0002048	snap_masked-NW_003020055.1-processed-gene-16.6-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-16.6&CDS=1-1422	YBL082C
2049	OG0002049	snap_masked-NW_003020055.1-processed-gene-16.7-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-16.7&CDS=1-1863	YOL144W
2050	OG0002050	snap_masked-NW_003020055.1-processed-gene-16.8-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-16.8&CDS=1-693	YOL147C
2051	OG0002051	maker-NW_003020055.1-snap-gene-16.0-mRNA-1_1&gene=maker-NW_003020055.1-snap-gene-16.0&CDS=1-1413	YNR051C
2052	OG0002052	snap_masked-NW_003020055.1-processed-gene-16.30-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-16.30&CDS=1-660	YDR177W
2053	OG0002053	snap_masked-NW_003020055.1-processed-gene-16.31-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-16.31&CDS=1-6639	YCR093W
2054	OG0002054	genemark-NW_003020055.1-processed-gene-16.62-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-16.62&CDS=1-687	YMR132C
2055	OG0002055	snap_masked-NW_003020055.1-processed-gene-16.32-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-16.32&CDS=1-249	YLR038C
2056	OG0002056	genemark-NW_003020055.1-processed-gene-16.63-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-16.63&CDS=1-1227	YFL030W
2057	OG0002057	genemark-NW_003020055.1-processed-gene-16.64-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-16.64&CDS=1-2232	YMR301C
2058	OG0002058	snap_masked-NW_003020055.1-processed-gene-16.35-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-16.35&CDS=1-2670	YIL137C
2059	OG0002059	snap_masked-NW_003020055.1-processed-gene-16.13-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-16.13&CDS=1-1452	YDR531W
2060	OG0002060	snap_masked-NW_003020055.1-processed-gene-16.14-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-16.14&CDS=1-1500	YPL112C
2061	OG0002061	genemark-NW_003020055.1-processed-gene-16.86-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-16.86&CDS=1-1176	YGR012W
2062	OG0002062	genemark-NW_003020055.1-processed-gene-16.69-mRNA-1_1&gene=genemark-NW_003020055.1-processed-gene-16.69&CDS=1-804	YLL027W
2063	OG0002063	snap_masked-NW_003020055.1-processed-gene-16.18-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-16.18&CDS=1-1038	YMR315W
2064	OG0002064	snap_masked-NW_003020055.1-processed-gene-16.40-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-16.40&CDS=1-1002	YDR498C
2065	OG0002065	snap_masked-NW_003020055.1-processed-gene-16.19-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-16.19&CDS=1-1497	YMR285C
2066	OG0002066	snap_masked-NW_003020055.1-processed-gene-16.41-mRNA-1_1&gene=snap_masked-NW_003020055.1-processed-gene-16.41&CDS=1-834	YIL106W
