	OrthologID	Metschnikowia_drakensbergensis	Saccharomyces_cerevisiae
1213	OG0001213	augustus_masked-draA_s17-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-1.20&CDS=1-3093	YLR289W
1214	OG0001214	augustus_masked-draA_s17-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-1.21&CDS=1-3552	YLR277C
1215	OG0001215	snap_masked-draA_s17-processed-gene-1.70-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-1.70&CDS=1-990	YGR144W
1216	OG0001216	augustus_masked-draA_s17-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-1.23&CDS=1-1314	YOL124C
1217	OG0001217	augustus_masked-draA_s17-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-1.7&CDS=1-1434	YOL123W
1218	OG0001218	augustus_masked-draA_s17-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-1.24&CDS=1-2856	YDL031W
1219	OG0001219	augustus_masked-draA_s17-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-1.25&CDS=1-459	YLR170C
1220	OG0001220	augustus_masked-draA_s17-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-1.8&CDS=1-2160	YDR017C
1221	OG0001221	snap_masked-draA_s17-processed-gene-1.56-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-1.56&CDS=1-1413	YJL025W
1222	OG0001222	augustus_masked-draA_s17-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-1.29&CDS=1-810	YMR289W
1223	OG0001223	augustus_masked-draA_s17-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-1.30&CDS=1-861	YCL031C
1224	OG0001224	genemark-draA_s17-processed-gene-1.107-mRNA-1_1&gene=genemark-draA_s17-processed-gene-1.107&CDS=1-963	YMR055C
1225	OG0001225	augustus_masked-draA_s17-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-1.31&CDS=1-1758	YKL074C
1226	OG0001226	augustus_masked-draA_s17-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-1.32&CDS=1-2694	YKL073W
1227	OG0001227	augustus_masked-draA_s17-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-1.15&CDS=1-273	YER074W-A
1228	OG0001228	augustus_masked-draA_s17-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-1.34&CDS=1-453	YDR397C
1229	OG0001229	augustus_masked-draA_s17-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-1.16&CDS=1-1167	YPR186C
1230	OG0001230	augustus_masked-draA_s17-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-1.37&CDS=1-5052	YNL139C
1231	OG0001231	augustus_masked-draA_s17-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-1.17&CDS=1-4485	YPR184W
1232	OG0001232	maker-draA_s17-augustus-gene-2.0-mRNA-1_1&gene=maker-draA_s17-augustus-gene-2.0&CDS=1-2019	YGR194C
1233	OG0001233	augustus_masked-draA_s17-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-2.10&CDS=1-2448	YIR034C
1234	OG0001234	augustus_masked-draA_s17-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-2.11&CDS=1-2046	YKL022C
1235	OG0001235	genemark-draA_s17-processed-gene-2.90-mRNA-1_1&gene=genemark-draA_s17-processed-gene-2.90&CDS=1-1287	YGR223C
1236	OG0001236	augustus_masked-draA_s17-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-2.15&CDS=1-1041	YGR222W
1237	OG0001237	augustus_masked-draA_s17-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-2.13&CDS=1-2295	YLL013C
1238	OG0001238	maker-draA_s17-augustus-gene-2.5-mRNA-1_1&gene=maker-draA_s17-augustus-gene-2.5&CDS=1-2613	YER049W
1239	OG0001239	augustus_masked-draA_s17-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-2.16&CDS=1-1599	YER052C
1240	OG0001240	maker-draA_s17-augustus-gene-2.6-mRNA-1_1&gene=maker-draA_s17-augustus-gene-2.6&CDS=1-2388	YHR137W
1241	OG0001241	maker-draA_s17-augustus-gene-2.7-mRNA-1_1&gene=maker-draA_s17-augustus-gene-2.7&CDS=1-1467	YLR212C
1242	OG0001242	augustus_masked-draA_s17-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-2.17&CDS=1-3072	YLR450W
1243	OG0001243	augustus_masked-draA_s17-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-2.34&CDS=1-2439	YML076C
1244	OG0001244	augustus_masked-draA_s17-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-2.19&CDS=1-5724	YJR131W
1245	OG0001245	maker-draA_s17-snap-gene-2.40-mRNA-1_1&gene=maker-draA_s17-snap-gene-2.40&CDS=1-2277	YOR188W
1246	OG0001246	augustus_masked-draA_s17-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-2.36&CDS=1-1908	YLR299W
1247	OG0001247	maker-draA_s17-augustus-gene-2.3-mRNA-1_1&gene=maker-draA_s17-augustus-gene-2.3&CDS=1-5967	YOR187W
1248	OG0001248	augustus_masked-draA_s17-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-2.25&CDS=1-1809	YNL169C
1249	OG0001249	augustus_masked-draA_s17-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-2.26&CDS=1-855	YFL034C-B
1250	OG0001250	augustus_masked-draA_s17-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-2.38&CDS=1-4689	YFL036W
1251	OG0001251	maker-draA_s17-augustus-gene-3.52-mRNA-1_1&gene=maker-draA_s17-augustus-gene-3.52&CDS=1-7197	YBL104C
1252	OG0001252	augustus_masked-draA_s17-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.59&CDS=1-3219	YDR060W
1253	OG0001253	augustus_masked-draA_s17-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.57&CDS=1-1410	YDR403W
1254	OG0001254	augustus_masked-draA_s17-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.78&CDS=1-1191	YPL138C
1255	OG0001255	augustus_masked-draA_s17-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.60&CDS=1-501	YGL231C
1256	OG0001256	augustus_masked-draA_s17-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.81&CDS=1-846	YGL232W
1257	OG0001257	augustus_masked-draA_s17-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.82&CDS=1-858	YMR314W
1258	OG0001258	augustus_masked-draA_s17-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.83&CDS=1-2574	YGL233W
1259	OG0001259	augustus_masked-draA_s17-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.85&CDS=1-642	YIR032C
1260	OG0001260	genemark-draA_s17-processed-gene-3.116-mRNA-1_1&gene=genemark-draA_s17-processed-gene-3.116&CDS=1-2613	YBR179C
1261	OG0001261	augustus_masked-draA_s17-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.65&CDS=1-372	YDL092W
1262	OG0001262	augustus_masked-draA_s17-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.66&CDS=1-1440	YDL089W
1263	OG0001263	augustus_masked-draA_s17-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.67&CDS=1-867	YDL111C
1264	OG0001264	augustus_masked-draA_s17-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.90&CDS=1-4221	YDL112W
1265	OG0001265	augustus_masked-draA_s17-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.69&CDS=1-2352	YDL116W
1266	OG0001266	augustus_masked-draA_s17-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.92&CDS=1-1275	YDL097C
1267	OG0001267	augustus_masked-draA_s17-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.70&CDS=1-1374	YDR316W
1268	OG0001268	augustus_masked-draA_s17-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.71&CDS=1-1158	YGL143C
1269	OG0001269	augustus_masked-draA_s17-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.72&CDS=1-348	YIR009W
1270	OG0001270	genemark-draA_s17-processed-gene-3.149-mRNA-1_1&gene=genemark-draA_s17-processed-gene-3.149&CDS=1-4710	YER014W
1271	OG0001271	augustus_masked-draA_s17-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.95&CDS=1-2886	YIL075C
1272	OG0001272	augustus_masked-draA_s17-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.96&CDS=1-1401	YER081W
1273	OG0001273	augustus_masked-draA_s17-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.74&CDS=1-717	YPL051W
1274	OG0001274	snap_masked-draA_s17-processed-gene-3.24-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-3.24&CDS=1-555	YBR171W
1275	OG0001275	augustus_masked-draA_s17-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-3.76&CDS=1-3984	YER008C
1276	OG0001276	augustus_masked-draA_s17-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.9&CDS=1-2781	YJL187C
1277	OG0001277	augustus_masked-draA_s17-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.10&CDS=1-513	YGR029W
1278	OG0001278	augustus_masked-draA_s17-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.13&CDS=1-2265	YNL001W
1279	OG0001279	maker-draA_s17-augustus-gene-4.5-mRNA-1_1&gene=maker-draA_s17-augustus-gene-4.5&CDS=1-981	YGL106W
1280	OG0001280	snap_masked-draA_s17-processed-gene-4.68-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-4.68&CDS=1-3276	YOL034W
1281	OG0001281	augustus_masked-draA_s17-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.39&CDS=1-1566	YOL033W
1282	OG0001282	augustus_masked-draA_s17-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.17&CDS=1-420	YJR044C
1283	OG0001283	augustus_masked-draA_s17-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.40&CDS=1-801	YAL014C
1284	OG0001284	augustus_masked-draA_s17-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.18&CDS=1-669	YJL055W
1285	OG0001285	snap_masked-draA_s17-processed-gene-4.98-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-4.98&CDS=1-798	YNL036W
1286	OG0001286	augustus_masked-draA_s17-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.20&CDS=1-678	YNL129W
1287	OG0001287	augustus_masked-draA_s17-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.43&CDS=1-954	YKR030W
1288	OG0001288	snap_masked-draA_s17-processed-gene-4.101-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-4.101&CDS=1-1842	YKR017C
1289	OG0001289	augustus_masked-draA_s17-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.22&CDS=1-363	YJL104W
1290	OG0001290	augustus_masked-draA_s17-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.48&CDS=1-549	YHR148W
1291	OG0001291	augustus_masked-draA_s17-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.25&CDS=1-663	YHR147C
1292	OG0001292	augustus_masked-draA_s17-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.26&CDS=1-843	YGR220C
1293	OG0001293	augustus_masked-draA_s17-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.49&CDS=1-1455	YBR003W
1294	OG0001294	augustus_masked-draA_s17-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.28&CDS=1-3237	YGR218W
1295	OG0001295	augustus_masked-draA_s17-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.29&CDS=1-600	YDR002W
1296	OG0001296	augustus_masked-draA_s17-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.30&CDS=1-3627	YGR233C
1297	OG0001297	snap_masked-draA_s17-processed-gene-4.107-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-4.107&CDS=1-1896	YDL146W
1298	OG0001298	snap_masked-draA_s17-processed-gene-4.108-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-4.108&CDS=1-1236	YIL042C
1299	OG0001299	augustus_masked-draA_s17-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.31&CDS=1-1605	YER051W
1300	OG0001300	augustus_masked-draA_s17-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.52&CDS=1-1248	YOL058W
1301	OG0001301	augustus_masked-draA_s17-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.33&CDS=1-2472	YGL027C
1302	OG0001302	augustus_masked-draA_s17-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-4.34&CDS=1-1095	YMR135C
1303	OG0001303	augustus_masked-draA_s17-processed-gene-5.54-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.54&CDS=1-660	YMR134W
1304	OG0001304	augustus_masked-draA_s17-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.50&CDS=1-615	YOR289W
1305	OG0001305	augustus_masked-draA_s17-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.53&CDS=1-561	YER042W
1306	OG0001306	augustus_masked-draA_s17-processed-gene-5.56-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.56&CDS=1-1074	YBR087W
1307	OG0001307	maker-draA_s17-augustus-gene-5.93-mRNA-1_1&gene=maker-draA_s17-augustus-gene-5.93&CDS=1-657	YKL041W
1308	OG0001308	augustus_masked-draA_s17-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.77&CDS=1-675	YBL038W
1309	OG0001309	augustus_masked-draA_s17-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.78&CDS=1-1320	YPR047W
1310	OG0001310	augustus_masked-draA_s17-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.79&CDS=1-1779	YPR048W
1311	OG0001311	augustus_masked-draA_s17-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.80&CDS=1-1437	YMR023C
1312	OG0001312	augustus_masked-draA_s17-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.60&CDS=1-891	YOR311C
1313	OG0001313	augustus_masked-draA_s17-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.84&CDS=1-6894	YPL085W
1314	OG0001314	augustus_masked-draA_s17-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.62&CDS=1-1395	YBR182C
1315	OG0001315	maker-draA_s17-snap-gene-5.96-mRNA-1_1&gene=maker-draA_s17-snap-gene-5.96&CDS=1-1185	YJL203W
1316	OG0001316	augustus_masked-draA_s17-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.65&CDS=1-1284	YHR004C
1317	OG0001317	augustus_masked-draA_s17-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.67&CDS=1-1812	YBR123C
1318	OG0001318	augustus_masked-draA_s17-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.89&CDS=1-681	YOR232W
1319	OG0001319	augustus_masked-draA_s17-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.71&CDS=1-1122	YIL094C
1320	OG0001320	augustus_masked-draA_s17-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.90&CDS=1-1386	YNL022C
1321	OG0001321	augustus_masked-draA_s17-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.91&CDS=1-2511	YNL021W
1322	OG0001322	augustus_masked-draA_s17-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.92&CDS=1-1176	YNL035C
1323	OG0001323	augustus_masked-draA_s17-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.73&CDS=1-1953	YNL039W
1324	OG0001324	augustus_masked-draA_s17-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-5.74&CDS=1-660	YNL038W
1325	OG0001325	maker-draA_s17-snap-gene-6.66-mRNA-1_1&gene=maker-draA_s17-snap-gene-6.66&CDS=1-3912	YDL240W
1326	OG0001326	augustus_masked-draA_s17-processed-gene-6.77-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.77&CDS=1-258	YGL220W
1327	OG0001327	augustus_masked-draA_s17-processed-gene-6.80-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.80&CDS=1-1464	YOL137W
1328	OG0001328	augustus_masked-draA_s17-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.78&CDS=1-825	YGL221C
1329	OG0001329	augustus_masked-draA_s17-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.82&CDS=1-786	YEL019C
1330	OG0001330	augustus_masked-draA_s17-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.83&CDS=1-1353	YOR375C
1331	OG0001331	augustus_masked-draA_s17-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.106&CDS=1-2463	YNR029C
1332	OG0001332	augustus_masked-draA_s17-processed-gene-6.84-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.84&CDS=1-1815	YNR030W
1333	OG0001333	augustus_masked-draA_s17-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.108&CDS=1-492	YJL096W
1334	OG0001334	maker-draA_s17-snap-gene-6.72-mRNA-1_1&gene=maker-draA_s17-snap-gene-6.72&CDS=1-1941	YNL191W
1335	OG0001335	snap_masked-draA_s17-processed-gene-6.180-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-6.180&CDS=1-1116	YGL169W
1336	OG0001336	augustus_masked-draA_s17-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.110&CDS=1-3087	YGL241W
1337	OG0001337	maker-draA_s17-snap-gene-6.68-mRNA-1_1&gene=maker-draA_s17-snap-gene-6.68&CDS=1-306	YDR100W
1338	OG0001338	maker-draA_s17-augustus-gene-6.135-mRNA-1_1&gene=maker-draA_s17-augustus-gene-6.135&CDS=1-3378	YDR104C
1339	OG0001339	augustus_masked-draA_s17-processed-gene-6.111-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.111&CDS=1-1986	YDR103W
1340	OG0001340	augustus_masked-draA_s17-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.90&CDS=1-1422	YJL123C
1341	OG0001341	augustus_masked-draA_s17-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.113&CDS=1-1146	YJL126W
1342	OG0001342	snap_masked-draA_s17-processed-gene-6.157-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-6.157&CDS=1-1209	YLR191W
1343	OG0001343	snap_masked-draA_s17-processed-gene-6.187-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-6.187&CDS=1-1941	YLL002W
1344	OG0001344	augustus_masked-draA_s17-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.93&CDS=1-936	YGR017W
1345	OG0001345	augustus_masked-draA_s17-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.117&CDS=1-2919	YGR134W
1346	OG0001346	augustus_masked-draA_s17-processed-gene-6.94-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.94&CDS=1-4359	YDL195W
1347	OG0001347	augustus_masked-draA_s17-processed-gene-6.120-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.120&CDS=1-300	YGR215W
1348	OG0001348	augustus_masked-draA_s17-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.96&CDS=1-6237	YGR217W
1349	OG0001349	augustus_masked-draA_s17-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.121&CDS=1-1449	YGR211W
1350	OG0001350	augustus_masked-draA_s17-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.97&CDS=1-1950	YIL046W
1351	OG0001351	snap_masked-draA_s17-processed-gene-6.198-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-6.198&CDS=1-1986	YOL141W
1352	OG0001352	snap_masked-draA_s17-processed-gene-6.199-mRNA-1_1&gene=snap_masked-draA_s17-processed-gene-6.199&CDS=1-807	YOL142W
1353	OG0001353	augustus_masked-draA_s17-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.124&CDS=1-816	YLR128W
1354	OG0001354	augustus_masked-draA_s17-processed-gene-6.100-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.100&CDS=1-1941	YLR127C
1355	OG0001355	maker-draA_s17-snap-gene-6.74-mRNA-1_1&gene=maker-draA_s17-snap-gene-6.74&CDS=1-1533	YDR145W
1356	OG0001356	augustus_masked-draA_s17-processed-gene-6.127-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.127&CDS=1-4626	YLR419W
1357	OG0001357	augustus_masked-draA_s17-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.102&CDS=1-432	YMR002W
1358	OG0001358	augustus_masked-draA_s17-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.131&CDS=1-2220	YOL006C
1359	OG0001359	augustus_masked-draA_s17-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.103&CDS=1-867	YMR234W
1360	OG0001360	augustus_masked-draA_s17-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-draA_s17-processed-gene-6.104&CDS=1-2004	YMR001C
1361	OG0001361	maker-draA_s17-augustus-gene-6.138-mRNA-1_1&gene=maker-draA_s17-augustus-gene-6.138&CDS=1-360	YOL005C
1362	OG0001362	augustus_masked-draA_s2-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-0.50&CDS=1-3543	YPL217C
1363	OG0001363	augustus_masked-draA_s2-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-0.35&CDS=1-1158	YGL138C
1364	OG0001364	augustus_masked-draA_s2-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-0.54&CDS=1-252	YMR286W
1365	OG0001365	augustus_masked-draA_s2-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-0.55&CDS=1-1551	YJL153C
1366	OG0001366	augustus_masked-draA_s2-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-0.38&CDS=1-921	YLR286C
1367	OG0001367	augustus_masked-draA_s2-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-0.56&CDS=1-696	YOR305W
1368	OG0001368	augustus_masked-draA_s2-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-0.39&CDS=1-561	YDR056C
1369	OG0001369	augustus_masked-draA_s2-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-0.57&CDS=1-1497	YMR240C
1370	OG0001370	augustus_masked-draA_s2-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-0.41&CDS=1-1923	YDR057W
1371	OG0001371	augustus_masked-draA_s2-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-0.42&CDS=1-1278	YLR203C
1372	OG0001372	augustus_masked-draA_s2-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-0.61&CDS=1-1761	YDR266C
1373	OG0001373	augustus_masked-draA_s2-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-0.46&CDS=1-696	YHR100C
1374	OG0001374	augustus_masked-draA_s2-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-0.63&CDS=1-11343	YHR099W
1375	OG0001375	augustus_masked-draA_s2-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-0.64&CDS=1-693	YBR040W
1376	OG0001376	augustus_masked-draA_s2-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-0.65&CDS=1-1239	YBR042C
1377	OG0001377	augustus_masked-draA_s2-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.103&CDS=1-2436	YBR043C
1378	OG0001378	augustus_masked-draA_s2-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.122&CDS=1-2196	YBR102C
1379	OG0001379	augustus_masked-draA_s2-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.123&CDS=1-372	YPR063C
1380	OG0001380	snap_masked-draA_s2-processed-gene-1.81-mRNA-1_1&gene=snap_masked-draA_s2-processed-gene-1.81&CDS=1-1089	YPR056W
1381	OG0001381	augustus_masked-draA_s2-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.125&CDS=1-4686	YBR097W
1382	OG0001382	augustus_masked-draA_s2-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.129&CDS=1-279	YKR095W-A
1383	OG0001383	snap_masked-draA_s2-processed-gene-1.88-mRNA-1_1&gene=snap_masked-draA_s2-processed-gene-1.88&CDS=1-3765	YOR330C
1384	OG0001384	augustus_masked-draA_s2-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-draA_s2-processed-gene-1.106&CDS=1-1023	YEL017W
1385	OG0001385	snap_masked-draA_s2-processed-gene-1.56-mRNA-1_1&gene=snap_masked-draA_s2-processed-gene-1.56&CDS=1-468	YEL034W
