	OrthologID	Candida_infanticola	Saccharomyces_cerevisiae
1600	OG0001600	augustus_masked-LWLF01000021.1-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-5.108&CDS=1-621	YFL046W
1601	OG0001601	augustus_masked-LWLF01000021.1-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-5.82&CDS=1-1221	YLR077W
1602	OG0001602	augustus_masked-LWLF01000021.1-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-5.83&CDS=1-663	YLR078C
1603	OG0001603	augustus_masked-LWLF01000021.1-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.0&CDS=1-1095	YGR279C
1604	OG0001604	augustus_masked-LWLF01000021.1-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.4&CDS=1-1494	YFL018C
1605	OG0001605	augustus_masked-LWLF01000021.1-processed-gene-6.5-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.5&CDS=1-1194	YGR278W
1606	OG0001606	augustus_masked-LWLF01000021.1-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.2&CDS=1-804	YGR277C
1607	OG0001607	augustus_masked-LWLF01000021.1-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.6&CDS=1-2601	YLR336C
1608	OG0001608	augustus_masked-LWLF01000021.1-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.27&CDS=1-3273	YMR304W
1609	OG0001609	augustus_masked-LWLF01000021.1-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.28&CDS=1-2007	YPR021C
1610	OG0001610	augustus_masked-LWLF01000021.1-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.7&CDS=1-732	YGL011C
1611	OG0001611	augustus_masked-LWLF01000021.1-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.9&CDS=1-1158	YPL060W
1612	OG0001612	augustus_masked-LWLF01000021.1-processed-gene-6.31-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.31&CDS=1-1161	YDL029W
1613	OG0001613	augustus_masked-LWLF01000021.1-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.10&CDS=1-429	YPR020W
1614	OG0001614	snap_masked-LWLF01000021.1-processed-gene-6.121-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-6.121&CDS=1-1827	YDR217C
1615	OG0001615	augustus_masked-LWLF01000021.1-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.34&CDS=1-1014	YIR029W
1616	OG0001616	augustus_masked-LWLF01000021.1-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.16&CDS=1-696	YCR016W
1617	OG0001617	maker-LWLF01000021.1-augustus-gene-6.106-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-6.106&CDS=1-1983	YJR131W
1618	OG0001618	augustus_masked-LWLF01000021.1-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.17&CDS=1-1881	YGR200C
1619	OG0001619	augustus_masked-LWLF01000021.1-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.37&CDS=1-2202	YAL023C
1620	OG0001620	maker-LWLF01000021.1-augustus-gene-6.107-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-6.107&CDS=1-3540	YNL325C
1621	OG0001621	snap_masked-LWLF01000021.1-processed-gene-6.148-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-6.148&CDS=1-1146	YAL022C
1622	OG0001622	augustus_masked-LWLF01000021.1-processed-gene-6.40-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.40&CDS=1-1758	YJR016C
1623	OG0001623	augustus_masked-LWLF01000021.1-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.18&CDS=1-927	YGR086C
1624	OG0001624	augustus_masked-LWLF01000021.1-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.41&CDS=1-1071	YPL001W
1625	OG0001625	maker-LWLF01000021.1-snap-gene-6.50-mRNA-1_1&gene=maker-LWLF01000021.1-snap-gene-6.50&CDS=1-720	YJL003W
1626	OG0001626	augustus_masked-LWLF01000021.1-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.42&CDS=1-4347	YOR093C
1627	OG0001627	augustus_masked-LWLF01000021.1-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.21&CDS=1-345	YDR493W
1628	OG0001628	augustus_masked-LWLF01000021.1-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.45&CDS=1-951	YNL206C
1629	OG0001629	augustus_masked-LWLF01000021.1-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.46&CDS=1-969	YER133W
1630	OG0001630	augustus_masked-LWLF01000021.1-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.24&CDS=1-1479	YOR359W
1631	OG0001631	snap_masked-LWLF01000021.1-processed-gene-6.156-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-6.156&CDS=1-1743	YOR360C
1632	OG0001632	augustus_masked-LWLF01000021.1-processed-gene-6.48-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.48&CDS=1-4113	YDR334W
1633	OG0001633	augustus_masked-LWLF01000021.1-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.49&CDS=1-897	YOL018C
1634	OG0001634	augustus_masked-LWLF01000021.1-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-6.26&CDS=1-879	YPR069C
1635	OG0001635	snap_masked-LWLF01000021.1-processed-gene-7.51-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-7.51&CDS=1-2886	YOR373W
1636	OG0001636	augustus_masked-LWLF01000021.1-processed-gene-7.4-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.4&CDS=1-1290	YGL064C
1637	OG0001637	augustus_masked-LWLF01000021.1-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.5&CDS=1-543	YPL211W
1638	OG0001638	augustus_masked-LWLF01000021.1-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.1&CDS=1-1188	YGL129C
1639	OG0001639	augustus_masked-LWLF01000021.1-processed-gene-7.6-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.6&CDS=1-1116	YGL130W
1640	OG0001640	genemark-LWLF01000021.1-processed-gene-7.110-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-7.110&CDS=1-1419	YMR213W
1641	OG0001641	augustus_masked-LWLF01000021.1-processed-gene-7.2-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.2&CDS=1-630	YJR093C
1642	OG0001642	augustus_masked-LWLF01000021.1-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.27&CDS=1-447	YMR074C
1643	OG0001643	augustus_masked-LWLF01000021.1-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.9&CDS=1-2568	YNL267W
1644	OG0001644	augustus_masked-LWLF01000021.1-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.10&CDS=1-309	YPL098C
1645	OG0001645	augustus_masked-LWLF01000021.1-processed-gene-7.11-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.11&CDS=1-1149	YFR021W
1646	OG0001646	augustus_masked-LWLF01000021.1-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.29&CDS=1-1518	YNL272C
1647	OG0001647	augustus_masked-LWLF01000021.1-processed-gene-7.30-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.30&CDS=1-1245	YIL160C
1648	OG0001648	augustus_masked-LWLF01000021.1-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.14&CDS=1-642	YBR096W
1649	OG0001649	genemark-LWLF01000021.1-processed-gene-7.136-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-7.136&CDS=1-726	YCR035C
1650	OG0001650	augustus_masked-LWLF01000021.1-processed-gene-7.33-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.33&CDS=1-2751	YJL108C
1651	OG0001651	augustus_masked-LWLF01000021.1-processed-gene-7.34-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.34&CDS=1-1083	YMR161W
1652	OG0001652	augustus_masked-LWLF01000021.1-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.15&CDS=1-3165	YDL102W
1653	OG0001653	augustus_masked-LWLF01000021.1-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.35&CDS=1-2106	YMR186W
1654	OG0001654	snap_masked-LWLF01000021.1-processed-gene-7.86-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-7.86&CDS=1-2505	YMR185W
1655	OG0001655	augustus_masked-LWLF01000021.1-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.16&CDS=1-480	YPL239W
1656	OG0001656	augustus_masked-LWLF01000021.1-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.37&CDS=1-516	YMR022W
1657	OG0001657	augustus_masked-LWLF01000021.1-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.18&CDS=1-1497	YKL217W
1658	OG0001658	augustus_masked-LWLF01000021.1-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.20&CDS=1-1410	YKL191W
1659	OG0001659	maker-LWLF01000021.1-augustus-gene-7.154-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-7.154&CDS=1-4992	YLR430W
1660	OG0001660	augustus_masked-LWLF01000021.1-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.21&CDS=1-1719	YFL053W
1661	OG0001661	augustus_masked-LWLF01000021.1-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.42&CDS=1-858	YPL228W
1662	OG0001662	augustus_masked-LWLF01000021.1-processed-gene-7.43-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.43&CDS=1-1437	YKL211C
1663	OG0001663	genemark-LWLF01000021.1-processed-gene-7.128-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-7.128&CDS=1-474	YBR122C
1664	OG0001664	augustus_masked-LWLF01000021.1-processed-gene-7.44-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.44&CDS=1-2394	YDR074W
1665	OG0001665	augustus_masked-LWLF01000021.1-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.24&CDS=1-5400	YBR208C
1666	OG0001666	augustus_masked-LWLF01000021.1-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.25&CDS=1-1293	YGR002C
1667	OG0001667	augustus_masked-LWLF01000021.1-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.45&CDS=1-1641	YBL098W
1668	OG0001668	augustus_masked-LWLF01000021.1-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-7.46&CDS=1-1182	YER178W
1669	OG0001669	augustus_masked-LWLF01000021.1-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.65&CDS=1-1377	YML013W
1670	OG0001670	augustus_masked-LWLF01000021.1-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.64&CDS=1-1044	YPR023C
1671	OG0001671	genemark-LWLF01000021.1-processed-gene-8.4-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-8.4&CDS=1-600	YIR009W
1672	OG0001672	snap_masked-LWLF01000021.1-processed-gene-8.117-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-8.117&CDS=1-489	YBL057C
1673	OG0001673	augustus_masked-LWLF01000021.1-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.67&CDS=1-1290	YDR448W
1674	OG0001674	augustus_masked-LWLF01000021.1-processed-gene-8.96-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.96&CDS=1-1179	YDR449C
1675	OG0001675	augustus_masked-LWLF01000021.1-processed-gene-8.97-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.97&CDS=1-330	YDR510W
1676	OG0001676	maker-LWLF01000021.1-snap-gene-8.62-mRNA-1_1&gene=maker-LWLF01000021.1-snap-gene-8.62&CDS=1-321	YOR103C
1677	OG0001677	genemark-LWLF01000021.1-processed-gene-8.40-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-8.40&CDS=1-1164	YNL223W
1678	OG0001678	augustus_masked-LWLF01000021.1-processed-gene-8.99-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.99&CDS=1-1299	YER051W
1679	OG0001679	augustus_masked-LWLF01000021.1-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.72&CDS=1-510	YER050C
1680	OG0001680	augustus_masked-LWLF01000021.1-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.73&CDS=1-2301	YDL148C
1681	OG0001681	augustus_masked-LWLF01000021.1-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.101&CDS=1-948	YOL009C
1682	OG0001682	augustus_masked-LWLF01000021.1-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.74&CDS=1-582	YAL003W
1683	OG0001683	augustus_masked-LWLF01000021.1-processed-gene-8.75-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.75&CDS=1-1149	YOL041C
1684	OG0001684	augustus_masked-LWLF01000021.1-processed-gene-8.102-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.102&CDS=1-924	YKL019W
1685	OG0001685	augustus_masked-LWLF01000021.1-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.77&CDS=1-1584	YMR217W
1686	OG0001686	augustus_masked-LWLF01000021.1-processed-gene-8.78-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.78&CDS=1-948	YOR271C
1687	OG0001687	augustus_masked-LWLF01000021.1-processed-gene-8.103-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.103&CDS=1-1197	YMR208W
1688	OG0001688	augustus_masked-LWLF01000021.1-processed-gene-8.81-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.81&CDS=1-879	YHR088W
1689	OG0001689	augustus_masked-LWLF01000021.1-processed-gene-8.106-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.106&CDS=1-2868	YDR430C
1690	OG0001690	augustus_masked-LWLF01000021.1-processed-gene-8.82-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.82&CDS=1-3627	YDR335W
1691	OG0001691	augustus_masked-LWLF01000021.1-processed-gene-8.108-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.108&CDS=1-2112	YHR042W
1692	OG0001692	augustus_masked-LWLF01000021.1-processed-gene-8.83-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.83&CDS=1-318	YDL092W
1693	OG0001693	augustus_masked-LWLF01000021.1-processed-gene-8.109-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.109&CDS=1-1017	YDR432W
1694	OG0001694	augustus_masked-LWLF01000021.1-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.84&CDS=1-888	YDR316W
1695	OG0001695	augustus_masked-LWLF01000021.1-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.110&CDS=1-900	YHR069C
1696	OG0001696	genemark-LWLF01000021.1-processed-gene-8.25-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-8.25&CDS=1-1299	YHR070W
1697	OG0001697	augustus_masked-LWLF01000021.1-processed-gene-8.111-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.111&CDS=1-867	YDR287W
1698	OG0001698	genemark-LWLF01000021.1-processed-gene-8.54-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-8.54&CDS=1-726	YDL142C
1699	OG0001699	augustus_masked-LWLF01000021.1-processed-gene-8.88-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.88&CDS=1-891	YJL053W
1700	OG0001700	genemark-LWLF01000021.1-processed-gene-8.36-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-8.36&CDS=1-765	YJR062C
1701	OG0001701	genemark-LWLF01000021.1-processed-gene-9.3-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-9.3&CDS=1-612	YJR060W
1702	OG0001702	augustus_masked-LWLF01000021.1-processed-gene-9.56-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.56&CDS=1-2016	YKR093W
1703	OG0001703	augustus_masked-LWLF01000021.1-processed-gene-9.59-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.59&CDS=1-555	YFR001W
1704	OG0001704	augustus_masked-LWLF01000021.1-processed-gene-9.60-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.60&CDS=1-2937	YMR129W
1705	OG0001705	augustus_masked-LWLF01000021.1-processed-gene-9.87-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.87&CDS=1-1353	YLR033W
1706	OG0001706	augustus_masked-LWLF01000021.1-processed-gene-9.61-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.61&CDS=1-1254	YOR212W
1707	OG0001707	augustus_masked-LWLF01000021.1-processed-gene-9.88-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.88&CDS=1-3450	YMR128W
1708	OG0001708	augustus_masked-LWLF01000021.1-processed-gene-9.62-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.62&CDS=1-888	YMR127C
1709	OG0001709	augustus_masked-LWLF01000021.1-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.89&CDS=1-1728	YMR061W
1710	OG0001710	augustus_masked-LWLF01000021.1-processed-gene-9.63-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.63&CDS=1-765	YMR060C
1711	OG0001711	augustus_masked-LWLF01000021.1-processed-gene-9.64-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.64&CDS=1-750	YLR063W
1712	OG0001712	augustus_masked-LWLF01000021.1-processed-gene-9.65-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.65&CDS=1-1509	YER090W
1713	OG0001713	genemark-LWLF01000021.1-processed-gene-9.38-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-9.38&CDS=1-1371	YBR126C
1714	OG0001714	augustus_masked-LWLF01000021.1-processed-gene-9.92-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.92&CDS=1-1623	YJL111W
1715	OG0001715	augustus_masked-LWLF01000021.1-processed-gene-9.94-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.94&CDS=1-1707	YLR253W
1716	OG0001716	augustus_masked-LWLF01000021.1-processed-gene-9.95-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.95&CDS=1-1815	YMR277W
1717	OG0001717	augustus_masked-LWLF01000021.1-processed-gene-9.96-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.96&CDS=1-1161	YML114C
1718	OG0001718	snap_masked-LWLF01000021.1-processed-gene-9.153-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-9.153&CDS=1-1545	YML127W
1719	OG0001719	augustus_masked-LWLF01000021.1-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.73&CDS=1-2343	YLR304C
1720	OG0001720	augustus_masked-LWLF01000021.1-processed-gene-9.99-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.99&CDS=1-1254	YJL049W
1721	OG0001721	augustus_masked-LWLF01000021.1-processed-gene-9.75-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.75&CDS=1-1287	YLR438W
1722	OG0001722	augustus_masked-LWLF01000021.1-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.77&CDS=1-894	YDR297W
1723	OG0001723	augustus_masked-LWLF01000021.1-processed-gene-9.101-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.101&CDS=1-1944	YNL127W
1724	OG0001724	augustus_masked-LWLF01000021.1-processed-gene-9.103-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.103&CDS=1-918	YOR100C
1725	OG0001725	snap_masked-LWLF01000021.1-processed-gene-9.159-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-9.159&CDS=1-234	YDR379C-A
1726	OG0001726	augustus_masked-LWLF01000021.1-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.80&CDS=1-1110	YGR173W
1727	OG0001727	augustus_masked-LWLF01000021.1-processed-gene-9.104-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.104&CDS=1-321	YLR008C
1728	OG0001728	augustus_masked-LWLF01000021.1-processed-gene-9.81-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.81&CDS=1-564	YLR009W
1729	OG0001729	augustus_masked-LWLF01000021.1-processed-gene-9.105-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.105&CDS=1-2001	YLR014C
1730	OG0001730	augustus_masked-LWLF01000021.1-processed-gene-9.106-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.106&CDS=1-1686	YHR037W
1731	OG0001731	maker-LWLF01000021.1-augustus-gene-9.165-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-9.165&CDS=1-2763	YBR132C
1732	OG0001732	augustus_masked-LWLF01000021.1-processed-gene-9.107-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.107&CDS=1-1905	YGR128C
1733	OG0001733	genemark-LWLF01000021.1-processed-gene-10.57-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-10.57&CDS=1-8184	YCR093W
1734	OG0001734	augustus_masked-LWLF01000021.1-processed-gene-10.0-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.0&CDS=1-1455	YHR170W
1735	OG0001735	snap_masked-LWLF01000021.1-processed-gene-10.119-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-10.119&CDS=1-1161	YKL178C
1736	OG0001736	snap_masked-LWLF01000021.1-processed-gene-10.145-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-10.145&CDS=1-1062	YNL128W
1737	OG0001737	augustus_masked-LWLF01000021.1-processed-gene-10.5-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.5&CDS=1-2142	YJL012C
1738	OG0001738	augustus_masked-LWLF01000021.1-processed-gene-10.30-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.30&CDS=1-1653	YOR128C
1739	OG0001739	snap_masked-LWLF01000021.1-processed-gene-10.122-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-10.122&CDS=1-2718	YGR188C
1740	OG0001740	genemark-LWLF01000021.1-processed-gene-10.90-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-10.90&CDS=1-1644	YHR188C
1741	OG0001741	augustus_masked-LWLF01000021.1-processed-gene-10.7-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.7&CDS=1-2766	YMR288W
1742	OG0001742	snap_masked-LWLF01000021.1-processed-gene-10.149-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-10.149&CDS=1-2055	YGR261C
1743	OG0001743	augustus_masked-LWLF01000021.1-processed-gene-10.33-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.33&CDS=1-825	YHR187W
1744	OG0001744	snap_masked-LWLF01000021.1-processed-gene-10.151-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-10.151&CDS=1-1395	YER022W
1745	OG0001745	snap_masked-LWLF01000021.1-processed-gene-10.124-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-10.124&CDS=1-813	YDR363W
1746	OG0001746	augustus_masked-LWLF01000021.1-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.12&CDS=1-501	YOR226C
1747	OG0001747	augustus_masked-LWLF01000021.1-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.40&CDS=1-1542	YJL036W
1748	OG0001748	maker-LWLF01000021.1-snap-gene-10.55-mRNA-1_1&gene=maker-LWLF01000021.1-snap-gene-10.55&CDS=1-1572	YMR100W
1749	OG0001749	maker-LWLF01000021.1-augustus-gene-10.114-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-10.114&CDS=1-1902	YHR025W
1750	OG0001750	snap_masked-LWLF01000021.1-processed-gene-10.159-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-10.159&CDS=1-204	YGR063C
1751	OG0001751	augustus_masked-LWLF01000021.1-processed-gene-10.42-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.42&CDS=1-5175	YHR023W
1752	OG0001752	maker-LWLF01000021.1-augustus-gene-10.115-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-10.115&CDS=1-2268	YOR002W
1753	OG0001753	augustus_masked-LWLF01000021.1-processed-gene-10.45-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.45&CDS=1-951	YOL064C
1754	OG0001754	augustus_masked-LWLF01000021.1-processed-gene-10.19-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.19&CDS=1-1860	YBR200W
1755	OG0001755	augustus_masked-LWLF01000021.1-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.21&CDS=1-678	YJR099W
1756	OG0001756	augustus_masked-LWLF01000021.1-processed-gene-10.47-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.47&CDS=1-1080	YPR045C
