	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035047_Barnettozyma_pratensis
1968	OG0001968	YIR022W	augustus_masked-flattened_line_46-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.68&CDS=1-540
1969	OG0001969	YIR023W	augustus_masked-flattened_line_46-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.66&CDS=1-2406
1970	OG0001970	YIR024C	augustus_masked-flattened_line_46-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.33&CDS=1-477
1971	OG0001971	YIR026C	augustus_masked-flattened_line_52-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.176&CDS=1-984
1972	OG0001972	YIR027C	augustus_masked-flattened_line_18-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.130&CDS=1-1671
1973	OG0001973	YIR029W	snap_masked-flattened_line_66-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.111&CDS=1-2907
1974	OG0001974	YIR030C	augustus_masked-flattened_line_68-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.34&CDS=1-693
1975	OG0001975	YIR032C	genemark-flattened_line_24-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.123&CDS=1-633
1976	OG0001976	YIR034C	augustus_masked-flattened_line_24-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.46&CDS=1-1122
1977	OG0001977	YIR035C	maker-flattened_line_24-augustus-gene-0.11-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-0.11&CDS=1-759
1978	OG0001978	YIR037W	augustus_masked-flattened_line_72-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.152&CDS=1-483
1979	OG0001979	YIR038C	augustus_masked-flattened_line_34-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.22&CDS=1-738
1980	OG0001980	YIR042C	augustus_masked-flattened_line_30-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.0&CDS=1-705
1981	OG0001981	YJL001W	augustus_masked-flattened_line_6-processed-gene-3.225-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.225&CDS=1-648
1982	OG0001982	YJL002C	augustus_masked-flattened_line_6-processed-gene-3.187-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.187&CDS=1-1401
1983	OG0001983	YJL003W	augustus_masked-flattened_line_6-processed-gene-3.226-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.226&CDS=1-354
1984	OG0001984	YJL004C	augustus_masked-flattened_line_6-processed-gene-3.182-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.182&CDS=1-627
1985	OG0001985	YJL005W	augustus_masked-flattened_line_2-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.23&CDS=1-4176
1986	OG0001986	YJL008C	augustus_masked-flattened_line_4-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.103&CDS=1-1656
1987	OG0001987	YJL010C	augustus_masked-flattened_line_4-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.104&CDS=1-1950
1988	OG0001988	YJL011C	augustus_masked-flattened_line_16-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.18&CDS=1-465
1989	OG0001989	YJL012C	augustus_masked-flattened_line_16-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.45&CDS=1-2139
1990	OG0001990	YJL014W	augustus_masked-flattened_line_16-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.46&CDS=1-1587
1991	OG0001991	YJL019W	augustus_masked-flattened_line_16-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.13&CDS=1-1695
1992	OG0001992	YJL020C	augustus_masked-flattened_line_10-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.7&CDS=1-3234
1993	OG0001993	YJL024C	maker-flattened_line_38-augustus-gene-0.84-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.84&CDS=1-543
1994	OG0001994	YJL025W	augustus_masked-flattened_line_34-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.34&CDS=1-1806
1995	OG0001995	YJL026W	augustus_masked-flattened_line_144-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.31&CDS=1-1248
1996	OG0001996	YJL029C	augustus_masked-flattened_line_4-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.106&CDS=1-2412
1997	OG0001997	YJL030W	augustus_masked-flattened_line_4-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.42&CDS=1-651
1998	OG0001998	YJL031C	augustus_masked-flattened_line_4-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.20&CDS=1-1002
1999	OG0001999	YJL033W	maker-flattened_line_4-snap-gene-1.150-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.150&CDS=1-3303
2000	OG0002000	YJL034W	augustus_masked-flattened_line_4-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.19&CDS=1-1971
2001	OG0002001	YJL035C	augustus_masked-flattened_line_4-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.41&CDS=1-630
2002	OG0002002	YJL036W	augustus_masked-flattened_line_4-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.18&CDS=1-1386
2003	OG0002003	YJL039C	augustus_masked-flattened_line_84-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.138&CDS=1-7446
2004	OG0002004	YJL041W	augustus_masked-flattened_line_84-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.117&CDS=1-1758
2005	OG0002005	YJL042W	augustus_masked-flattened_line_84-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.116&CDS=1-3771
2006	OG0002006	YJL044C	maker-flattened_line_84-augustus-gene-0.106-mRNA-1_1&gene=maker-flattened_line_84-augustus-gene-0.106&CDS=1-1062
2007	OG0002007	YJL046W	snap_masked-flattened_line_8-processed-gene-3.44-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.44&CDS=1-1749
2008	OG0002008	YJL049W	augustus_masked-flattened_line_92-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.93&CDS=1-1296
2009	OG0002009	YJL050W	augustus_masked-flattened_line_24-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.94&CDS=1-3216
2010	OG0002010	YJL053W	augustus_masked-flattened_line_28-processed-gene-1.218-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.218&CDS=1-873
2011	OG0002011	YJL054W	augustus_masked-flattened_line_6-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.105&CDS=1-1587
2012	OG0002012	YJL055W	augustus_masked-flattened_line_36-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.31&CDS=1-672
2013	OG0002013	YJL056C	augustus_masked-flattened_line_36-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.11&CDS=1-2211
2014	OG0002014	YJL057C	augustus_masked-flattened_line_20-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.28&CDS=1-1866
2015	OG0002015	YJL059W	augustus_masked-flattened_line_137-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_137-processed-gene-0.33&CDS=1-966
2016	OG0002016	YJL060W	augustus_masked-flattened_line_106-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.66&CDS=1-1269
2017	OG0002017	YJL061W	snap_masked-flattened_line_106-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.49&CDS=1-2058
2018	OG0002018	YJL062W	genemark-flattened_line_50-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.45&CDS=1-2394
2019	OG0002019	YJL062W-A	augustus_masked-flattened_line_50-processed-gene-0.226-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.226&CDS=1-264
2020	OG0002020	YJL063C	augustus_masked-flattened_line_16-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.30&CDS=1-654
2021	OG0002021	YJL068C	augustus_masked-flattened_line_8-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.79&CDS=1-1026
2022	OG0002022	YJL069C	augustus_masked-flattened_line_50-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.190&CDS=1-1584
2023	OG0002023	YJL071W	augustus_masked-flattened_line_8-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.153&CDS=1-1836
2024	OG0002024	YJL072C	augustus_masked-flattened_line_8-processed-gene-3.177-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.177&CDS=1-471
2025	OG0002025	YJL073W	augustus_masked-flattened_line_92-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.87&CDS=1-1779
2026	OG0002026	YJL074C	augustus_masked-flattened_line_46-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.79&CDS=1-3618
2027	OG0002027	YJL080C	augustus_masked-flattened_line_12-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.46&CDS=1-3561
2028	OG0002028	YJL081C	augustus_masked-flattened_line_14-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.45&CDS=1-1470
2029	OG0002029	YJL083W	augustus_masked-flattened_line_14-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.12&CDS=1-1773
2030	OG0002030	YJL087C	augustus_masked-flattened_line_44-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.208&CDS=1-2490
2031	OG0002031	YJL088W	augustus_masked-flattened_line_44-processed-gene-0.251-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.251&CDS=1-993
2032	OG0002032	YJL089W	genemark-flattened_line_2-processed-gene-1.146-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.146&CDS=1-2088
2033	OG0002033	YJL090C	snap_masked-flattened_line_2-processed-gene-2.0-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.0&CDS=1-2001
2034	OG0002034	YJL091C	maker-flattened_line_92-augustus-gene-0.103-mRNA-1_1&gene=maker-flattened_line_92-augustus-gene-0.103&CDS=1-3843
2035	OG0002035	YJL093C	augustus_masked-flattened_line_92-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.79&CDS=1-1602
2036	OG0002036	YJL095W	genemark-flattened_line_92-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.62&CDS=1-3663
2037	OG0002037	YJL096W	augustus_masked-flattened_line_92-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.95&CDS=1-537
2038	OG0002038	YJL097W	augustus_masked-flattened_line_92-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.80&CDS=1-699
2039	OG0002039	YJL100W	maker-flattened_line_0-augustus-gene-2.58-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.58&CDS=1-3045
2040	OG0002040	YJL101C	augustus_masked-flattened_line_10-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.32&CDS=1-1965
2041	OG0002041	YJL102W	augustus_masked-flattened_line_48-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.192&CDS=1-2106
2042	OG0002042	YJL104W	genemark-flattened_line_2-processed-gene-2.55-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.55&CDS=1-396
2043	OG0002043	YJL106W	augustus_masked-flattened_line_2-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.100&CDS=1-2061
2044	OG0002044	YJL109C	augustus_masked-flattened_line_2-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.114&CDS=1-8367
2045	OG0002045	YJL111W	augustus_masked-flattened_line_0-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.19&CDS=1-1653
2046	OG0002046	YJL115W	augustus_masked-flattened_line_22-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.10&CDS=1-771
2047	OG0002047	YJL117W	augustus_masked-flattened_line_64-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.22&CDS=1-906
2048	OG0002048	YJL121C	augustus_masked-flattened_line_0-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.17&CDS=1-708
2049	OG0002049	YJL122W	augustus_masked-flattened_line_0-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.32&CDS=1-495
2050	OG0002050	YJL123C	snap_masked-flattened_line_50-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.145&CDS=1-1332
2051	OG0002051	YJL124C	maker-flattened_line_46-augustus-gene-0.81-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.81&CDS=1-513
2052	OG0002052	YJL125C	augustus_masked-flattened_line_46-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.13&CDS=1-1803
2053	OG0002053	YJL126W	augustus_masked-flattened_line_64-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.26&CDS=1-891
2054	OG0002054	YJL127C	augustus_masked-flattened_line_64-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.57&CDS=1-2463
2055	OG0002055	YJL128C	maker-flattened_line_50-snap-gene-0.159-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-0.159&CDS=1-2949
2056	OG0002056	YJL130C	augustus_masked-flattened_line_64-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.25&CDS=1-6663
2057	OG0002057	YJL131C	snap_masked-flattened_line_26-processed-gene-1.136-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.136&CDS=1-1236
2058	OG0002058	YJL132W	augustus_masked-flattened_line_26-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.17&CDS=1-2262
2059	OG0002059	YJL140W	augustus_masked-flattened_line_6-processed-gene-3.233-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.233&CDS=1-609
2060	OG0002060	YJL141C	augustus_masked-flattened_line_6-processed-gene-3.198-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.198&CDS=1-2322
2061	OG0002061	YJL143W	augustus_masked-flattened_line_6-processed-gene-3.199-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.199&CDS=1-468
2062	OG0002062	YJL145W	augustus_masked-flattened_line_131-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_131-processed-gene-0.8&CDS=1-855
2063	OG0002063	YJL148W	augustus_masked-flattened_line_44-processed-gene-0.240-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.240&CDS=1-726
2064	OG0002064	YJL149W	genemark-flattened_line_46-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.123&CDS=1-1653
2065	OG0002065	YJL153C	augustus_masked-flattened_line_0-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.14&CDS=1-1593
2066	OG0002066	YJL154C	augustus_masked-flattened_line_48-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.204&CDS=1-2397
2067	OG0002067	YJL156C	augustus_masked-flattened_line_48-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.208&CDS=1-2160
2068	OG0002068	YJL157C	augustus_masked-flattened_line_60-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.187&CDS=1-2631
2069	OG0002069	YJL163C	augustus_masked-flattened_line_44-processed-gene-0.237-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.237&CDS=1-1701
2070	OG0002070	YJL166W	augustus_masked-flattened_line_28-processed-gene-1.208-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.208&CDS=1-285
2071	OG0002071	YJL167W	augustus_masked-flattened_line_28-processed-gene-1.248-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.248&CDS=1-1056
2072	OG0002072	YJL168C	augustus_masked-flattened_line_88-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.18&CDS=1-2442
2073	OG0002073	YJL171C	augustus_masked-flattened_line_88-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.19&CDS=1-1215
2074	OG0002074	YJL176C	augustus_masked-flattened_line_120-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.67&CDS=1-2064
2075	OG0002075	YJL178C	augustus_masked-flattened_line_120-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.65&CDS=1-813
2076	OG0002076	YJL179W	augustus_masked-flattened_line_120-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.53&CDS=1-330
2077	OG0002077	YJL180C	augustus_masked-flattened_line_120-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.64&CDS=1-912
2078	OG0002078	YJL183W	augustus_masked-flattened_line_120-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.62&CDS=1-1242
2079	OG0002079	YJL184W	augustus_masked-flattened_line_120-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.63&CDS=1-345
2080	OG0002080	YJL187C	augustus_masked-flattened_line_88-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.40&CDS=1-2613
2081	OG0002081	YJL189W	genemark-flattened_line_88-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.132&CDS=1-153
2082	OG0002082	YJL192C	augustus_masked-flattened_line_88-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.25&CDS=1-729
2083	OG0002083	YJL193W	augustus_masked-flattened_line_88-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.26&CDS=1-1239
2084	OG0002084	YJL194W	augustus_masked-flattened_line_12-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.23&CDS=1-1896
2085	OG0002085	YJL197W	augustus_masked-flattened_line_0-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.7&CDS=1-3789
2086	OG0002086	YJL200C	augustus_masked-flattened_line_8-processed-gene-3.158-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.158&CDS=1-2397
2087	OG0002087	YJL201W	augustus_masked-flattened_line_8-processed-gene-3.187-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.187&CDS=1-1209
2088	OG0002088	YJL203W	augustus_masked-flattened_line_10-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.32&CDS=1-1233
2089	OG0002089	YJL204C	augustus_masked-flattened_line_72-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.158&CDS=1-2313
2090	OG0002090	YJL207C	augustus_masked-flattened_line_10-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.20&CDS=1-5724
2091	OG0002091	YJL208C	augustus_masked-flattened_line_10-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.21&CDS=1-972
2092	OG0002092	YJL218W	genemark-flattened_line_24-processed-gene-1.219-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.219&CDS=1-1209
2093	OG0002093	YJR001W	maker-flattened_line_60-augustus-gene-0.241-mRNA-1_1&gene=maker-flattened_line_60-augustus-gene-0.241&CDS=1-3534
2094	OG0002094	YJR003C	augustus_masked-flattened_line_48-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.196&CDS=1-1587
2095	OG0002095	YJR005W	augustus_masked-flattened_line_34-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.41&CDS=1-2028
2096	OG0002096	YJR006W	genemark-flattened_line_4-processed-gene-2.79-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.79&CDS=1-1371
2097	OG0002097	YJR007W	augustus_masked-flattened_line_30-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.41&CDS=1-909
2098	OG0002098	YJR008W	maker-flattened_line_34-augustus-gene-1.70-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-1.70&CDS=1-948
2099	OG0002099	YJR010W	augustus_masked-flattened_line_60-processed-gene-0.238-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.238&CDS=1-1527
2100	OG0002100	YJR013W	augustus_masked-flattened_line_60-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.193&CDS=1-1095
2101	OG0002101	YJR014W	augustus_masked-flattened_line_60-processed-gene-0.223-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.223&CDS=1-588
2102	OG0002102	YJR016C	augustus_masked-flattened_line_0-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.22&CDS=1-1761
2103	OG0002103	YJR019C	snap_masked-flattened_line_26-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.36&CDS=1-975
2104	OG0002104	YJR022W	augustus_masked-flattened_line_38-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.99&CDS=1-294
2105	OG0002105	YJR024C	augustus_masked-flattened_line_38-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.117&CDS=1-768
2106	OG0002106	YJR025C	maker-flattened_line_10-augustus-gene-2.93-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-2.93&CDS=1-507
2107	OG0002107	YJR032W	augustus_masked-flattened_line_84-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.133&CDS=1-1140
2108	OG0002108	YJR033C	snap_masked-flattened_line_116-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.0&CDS=1-3711
2109	OG0002109	YJR034W	augustus_masked-flattened_line_154-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.6&CDS=1-324
2110	OG0002110	YJR035W	genemark-flattened_line_154-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_154-processed-gene-0.16&CDS=1-3108
2111	OG0002111	YJR036C	snap_masked-flattened_line_6-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.116&CDS=1-2625
2112	OG0002112	YJR040W	snap_masked-flattened_line_6-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.119&CDS=1-2355
2113	OG0002113	YJR041C	augustus_masked-flattened_line_6-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.15&CDS=1-3459
2114	OG0002114	YJR042W	augustus_masked-flattened_line_6-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.33&CDS=1-2346
2115	OG0002115	YJR044C	maker-flattened_line_92-augustus-gene-0.105-mRNA-1_1&gene=maker-flattened_line_92-augustus-gene-0.105&CDS=1-396
2116	OG0002116	YJR047C	augustus_masked-flattened_line_10-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.45&CDS=1-465
2117	OG0002117	YJR049C	augustus_masked-flattened_line_4-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.36&CDS=1-1443
2118	OG0002118	YJR050W	augustus_masked-flattened_line_4-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.17&CDS=1-834
2119	OG0002119	YJR052W	augustus_masked-flattened_line_14-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.31&CDS=1-1785
2120	OG0002120	YJR054W	augustus_masked-flattened_line_50-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.189&CDS=1-1689
2121	OG0002121	YJR056C	genemark-flattened_line_50-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.13&CDS=1-660
2122	OG0002122	YJR057W	snap_masked-flattened_line_6-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.91&CDS=1-615
2123	OG0002123	YJR058C	augustus_masked-flattened_line_6-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.28&CDS=1-408
2124	OG0002124	YJR060W	augustus_masked-flattened_line_14-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.29&CDS=1-672
2125	OG0002125	YJR062C	augustus_masked-flattened_line_14-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.51&CDS=1-1041
2126	OG0002126	YJR063W	maker-flattened_line_50-snap-gene-0.156-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-0.156&CDS=1-405
2127	OG0002127	YJR064W	augustus_masked-flattened_line_50-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.211&CDS=1-1647
2128	OG0002128	YJR065C	augustus_masked-flattened_line_50-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.175&CDS=1-1338
2129	OG0002129	YJR068W	augustus_masked-flattened_line_50-processed-gene-0.221-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.221&CDS=1-1896
2130	OG0002130	YJR069C	augustus_masked-flattened_line_56-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.16&CDS=1-594
2131	OG0002131	YJR070C	augustus_masked-flattened_line_50-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.212&CDS=1-954
