	OrthologID	Saccharomyces_cerevisiae	Yarrowia_deformans
1616	OG0001616	YHL015W	-processed-gene-1.103-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-1.103&CDS=1-351
1617	OG0001617	YHL020C	-processed-gene-7.46-mRNA-1_1&gene=snap_masked-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-7.46&CDS=1-2181
1618	OG0001618	YHL021C	-processed-gene-10.9-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-10.9&CDS=1-1362
1619	OG0001619	YHL023C	-processed-gene-2.23-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-2.23&CDS=1-2013
1620	OG0001620	YHL024W	-processed-gene-3.28-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-3.28&CDS=1-1713
1621	OG0001621	YHL027W	-processed-gene-3.105-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-3.105&CDS=1-1809
1622	OG0001622	YHL028W	-augustus-gene-8.73-mRNA-1_1&gene=maker-gi|1002317486|dbj|BCIW01000003.1|-augustus-gene-8.73&CDS=1-1170
1623	OG0001623	YHL029C	-processed-gene-0.46-mRNA-1_1&gene=snap_masked-gi|1002317469|dbj|BCIW01000020.1|-processed-gene-0.46&CDS=1-1791
1624	OG0001624	YHL030W	-augustus-gene-1.0-mRNA-1_1&gene=maker-gi|1002317467|dbj|BCIW01000022.1|-augustus-gene-1.0&CDS=1-5124
1625	OG0001625	YHL031C	-processed-gene-0.67-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-0.67&CDS=1-654
1626	OG0001626	YHL032C	-processed-gene-0.24-mRNA-1_1&gene=genemark-gi|1002317464|dbj|BCIW01000025.1|-processed-gene-0.24&CDS=1-1509
1627	OG0001627	YHR002W	-processed-gene-9.9-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-9.9&CDS=1-1086
1628	OG0001628	YHR004C	-processed-gene-3.40-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-3.40&CDS=1-1401
1629	OG0001629	YHR005C	-processed-gene-0.71-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-0.71&CDS=1-1239
1630	OG0001630	YHR005C-A	-processed-gene-0.46-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-0.46&CDS=1-282
1631	OG0001631	YHR007C	-processed-gene-2.73-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-2.73&CDS=1-1569
1632	OG0001632	YHR008C	-processed-gene-10.53-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-10.53&CDS=1-687
1633	OG0001633	YHR009C	-processed-gene-1.47-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-1.47&CDS=1-1200
1634	OG0001634	YHR012W	-processed-gene-1.100-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-1.100&CDS=1-816
1635	OG0001635	YHR013C	-processed-gene-1.48-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-1.48&CDS=1-585
1636	OG0001636	YHR018C	-processed-gene-3.67-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-3.67&CDS=1-1392
1637	OG0001637	YHR019C	-processed-gene-5.79-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-5.79&CDS=1-1698
1638	OG0001638	YHR020W	-processed-gene-5.60-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-5.60&CDS=1-1584
1639	OG0001639	YHR023W	-processed-gene-4.18-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-4.18&CDS=1-6177
1640	OG0001640	YHR024C	-processed-gene-4.36-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-4.36&CDS=1-1473
1641	OG0001641	YHR025W	-processed-gene-4.21-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-4.21&CDS=1-1062
1642	OG0001642	YHR026W	-processed-gene-6.97-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-6.97&CDS=1-588
1643	OG0001643	YHR027C	-processed-gene-1.66-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-1.66&CDS=1-2949
1644	OG0001644	YHR028C	-processed-gene-1.67-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-1.67&CDS=1-2655
1645	OG0001645	YHR030C	-processed-gene-1.77-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-1.77&CDS=1-1548
1646	OG0001646	YHR032W	-processed-gene-3.45-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-3.45&CDS=1-1806
1647	OG0001647	YHR034C	-processed-gene-8.230-mRNA-1_1&gene=snap_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-8.230&CDS=1-996
1648	OG0001648	YHR037W	-processed-gene-9.17-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-9.17&CDS=1-1716
1649	OG0001649	YHR038W	-processed-gene-2.54-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-2.54&CDS=1-795
1650	OG0001650	YHR039C	-processed-gene-0.63-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-0.63&CDS=1-1884
1651	OG0001651	YHR039C-A	-processed-gene-0.64-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-0.64&CDS=1-345
1652	OG0001652	YHR040W	-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-0.8&CDS=1-1056
1653	OG0001653	YHR041C	-processed-gene-5.55-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-5.55&CDS=1-657
1654	OG0001654	YHR042W	-processed-gene-19.21-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-19.21&CDS=1-2166
1655	OG0001655	YHR051W	-processed-gene-3.95-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-3.95&CDS=1-450
1656	OG0001656	YHR058C	-processed-gene-7.70-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-7.70&CDS=1-693
1657	OG0001657	YHR059W	-processed-gene-3.0-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-3.0&CDS=1-357
1658	OG0001658	YHR062C	-processed-gene-3.125-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.125&CDS=1-774
1659	OG0001659	YHR063C	-processed-gene-10.94-mRNA-1_1&gene=snap_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-10.94&CDS=1-1062
1660	OG0001660	YHR064C	-processed-gene-5.58-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-5.58&CDS=1-1608
1661	OG0001661	YHR065C	-processed-gene-21.78-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-21.78&CDS=1-1446
1662	OG0001662	YHR067W	-processed-gene-4.74-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-4.74&CDS=1-933
1663	OG0001663	YHR068W	-processed-gene-1.83-mRNA-1_1&gene=genemark-gi|1002317466|dbj|BCIW01000023.1|-processed-gene-1.83&CDS=1-1047
1664	OG0001664	YHR069C	-processed-gene-17.9-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-17.9&CDS=1-1002
1665	OG0001665	YHR070W	-processed-gene-17.88-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-17.88&CDS=1-1458
1666	OG0001666	YHR071W	-processed-gene-0.92-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-0.92&CDS=1-852
1667	OG0001667	YHR072W	-processed-gene-7.43-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-7.43&CDS=1-2226
1668	OG0001668	YHR072W-A	-processed-gene-5.51-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-5.51&CDS=1-192
1669	OG0001669	YHR073W	-processed-gene-9.33-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-9.33&CDS=1-2388
1670	OG0001670	YHR074W	-processed-gene-8.89-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-8.89&CDS=1-2115
1671	OG0001671	YHR075C	-processed-gene-8.128-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-8.128&CDS=1-1263
1672	OG0001672	YHR077C	-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-1.37&CDS=1-3531
1673	OG0001673	YHR078W	-processed-gene-12.76-mRNA-1_1&gene=augustus_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-12.76&CDS=1-1479
1674	OG0001674	YHR079C	-processed-gene-23.54-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-23.54&CDS=1-3678
1675	OG0001675	YHR082C	-processed-gene-3.49-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-3.49&CDS=1-2082
1676	OG0001676	YHR084W	-processed-gene-4.73-mRNA-1_1&gene=snap_masked-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-4.73&CDS=1-1653
1677	OG0001677	YHR085W	-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-0.36&CDS=1-1230
1678	OG0001678	YHR086W	-processed-gene-18.77-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-18.77&CDS=1-1290
1679	OG0001679	YHR088W	-processed-gene-11.209-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-11.209&CDS=1-879
1680	OG0001680	YHR089C	-processed-gene-3.141-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.141&CDS=1-609
1681	OG0001681	YHR090C	-processed-gene-1.13-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-1.13&CDS=1-849
1682	OG0001682	YHR098C	-processed-gene-1.1-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-1.1&CDS=1-2718
1683	OG0001683	YHR099W	-augustus-gene-7.38-mRNA-1_1&gene=maker-gi|1002317479|dbj|BCIW01000010.1|-augustus-gene-7.38&CDS=1-11493
1684	OG0001684	YHR100C	-processed-gene-2.3-mRNA-1_1&gene=genemark-gi|1002317470|dbj|BCIW01000019.1|-processed-gene-2.3&CDS=1-579
1685	OG0001685	YHR102W	-processed-gene-1.74-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-1.74&CDS=1-2745
1686	OG0001686	YHR104W	-processed-gene-15.14-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-15.14&CDS=1-948
1687	OG0001687	YHR107C	-processed-gene-2.35-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-2.35&CDS=1-1143
1688	OG0001688	YHR111W	-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-6.86&CDS=1-1182
1689	OG0001689	YHR112C	-processed-gene-3.99-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-3.99&CDS=1-1140
1690	OG0001690	YHR113W	-processed-gene-2.55-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-2.55&CDS=1-1428
1691	OG0001691	YHR114W	-processed-gene-1.88-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-1.88&CDS=1-1884
1692	OG0001692	YHR116W	-processed-gene-8.24-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-8.24&CDS=1-372
1693	OG0001693	YHR119W	-augustus-gene-2.65-mRNA-1_1&gene=maker-gi|1002317487|dbj|BCIW01000002.1|-augustus-gene-2.65&CDS=1-3588
1694	OG0001694	YHR120W	-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-8.58&CDS=1-2928
1695	OG0001695	YHR121W	-processed-gene-8.6-mRNA-1_1&gene=snap_masked-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-8.6&CDS=1-645
1696	OG0001696	YHR122W	-processed-gene-2.11-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-2.11&CDS=1-579
1697	OG0001697	YHR124W	-processed-gene-2.94-mRNA-1_1&gene=snap_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-2.94&CDS=1-1371
1698	OG0001698	YHR128W	-processed-gene-0.10-mRNA-1_1&gene=genemark-gi|1002317465|dbj|BCIW01000024.1|-processed-gene-0.10&CDS=1-648
1699	OG0001699	YHR132C	-processed-gene-4.22-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-4.22&CDS=1-1656
1700	OG0001700	YHR134W	-processed-gene-4.214-mRNA-1_1&gene=augustus_masked-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-4.214&CDS=1-735
1701	OG0001701	YHR135C	-processed-gene-10.175-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-10.175&CDS=1-1359
1702	OG0001702	YHR137W	-processed-gene-1.40-mRNA-1_1&gene=genemark-gi|1002317467|dbj|BCIW01000022.1|-processed-gene-1.40&CDS=1-1602
1703	OG0001703	YHR142W	-processed-gene-0.27-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-0.27&CDS=1-1005
1704	OG0001704	YHR143W-A	-processed-gene-4.52-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-4.52&CDS=1-204
1705	OG0001705	YHR144C	-processed-gene-0.25-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-0.25&CDS=1-930
1706	OG0001706	YHR147C	-processed-gene-4.45-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-4.45&CDS=1-609
1707	OG0001707	YHR148W	-processed-gene-11.53-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-11.53&CDS=1-549
1708	OG0001708	YHR150W	-processed-gene-11.16-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-11.16&CDS=1-1650
1709	OG0001709	YHR151C	-processed-gene-15.74-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-15.74&CDS=1-2076
1710	OG0001710	YHR164C	-processed-gene-2.97-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-2.97&CDS=1-4200
1711	OG0001711	YHR165C	-snap-gene-8.72-mRNA-1_1&gene=maker-gi|1002317479|dbj|BCIW01000010.1|-snap-gene-8.72&CDS=1-8589
1712	OG0001712	YHR168W	-processed-gene-19.4-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-19.4&CDS=1-1581
1713	OG0001713	YHR169W	-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-4.101&CDS=1-1329
1714	OG0001714	YHR170W	-processed-gene-4.68-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-4.68&CDS=1-1515
1715	OG0001715	YHR171W	-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-4.5&CDS=1-1800
1716	OG0001716	YHR172W	-processed-gene-3.80-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-3.80&CDS=1-2367
1717	OG0001717	YHR174W	-processed-gene-10.27-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-10.27&CDS=1-1314
1718	OG0001718	YHR175W	-processed-gene-3.77-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.77&CDS=1-462
1719	OG0001719	YHR176W	-processed-gene-9.32-mRNA-1_1&gene=snap_masked-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-9.32&CDS=1-1329
1720	OG0001720	YHR181W	-processed-gene-8.48-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-8.48&CDS=1-648
1721	OG0001721	YHR183W	-processed-gene-1.27-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-1.27&CDS=1-1467
1722	OG0001722	YHR186C	-processed-gene-1.12-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-1.12&CDS=1-3924
1723	OG0001723	YHR187W	-processed-gene-9.24-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-9.24&CDS=1-876
1724	OG0001724	YHR188C	-processed-gene-3.69-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-3.69&CDS=1-1725
1725	OG0001725	YHR190W	-processed-gene-11.134-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-11.134&CDS=1-1335
1726	OG0001726	YHR191C	-processed-gene-5.31-mRNA-1_1&gene=snap_masked-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-5.31&CDS=1-360
1727	OG0001727	YHR193C	-processed-gene-0.49-mRNA-1_1&gene=snap_masked-gi|1002317469|dbj|BCIW01000020.1|-processed-gene-0.49&CDS=1-624
1728	OG0001728	YHR194W	-processed-gene-3.53-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-3.53&CDS=1-1929
1729	OG0001729	YHR197W	-processed-gene-10.81-mRNA-1_1&gene=snap_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-10.81&CDS=1-1992
1730	OG0001730	YHR200W	-processed-gene-10.97-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-10.97&CDS=1-846
1731	OG0001731	YHR201C	-processed-gene-18.117-mRNA-1_1&gene=snap_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-18.117&CDS=1-1149
1732	OG0001732	YHR202W	-processed-gene-16.32-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-16.32&CDS=1-1728
1733	OG0001733	YHR204W	-processed-gene-9.55-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-9.55&CDS=1-2064
1734	OG0001734	YHR205W	-processed-gene-11.41-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-11.41&CDS=1-2031
1735	OG0001735	YHR206W	-processed-gene-11.8-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-11.8&CDS=1-1227
1736	OG0001736	YHR207C	-processed-gene-11.65-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-11.65&CDS=1-1245
1737	OG0001737	YIL001W	-processed-gene-14.28-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-14.28&CDS=1-1518
1738	OG0001738	YIL003W	-processed-gene-2.75-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-2.75&CDS=1-864
1739	OG0001739	YIL004C	-processed-gene-1.43-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-1.43&CDS=1-477
1740	OG0001740	YIL006W	-processed-gene-4.10-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-4.10&CDS=1-918
1741	OG0001741	YIL007C	-processed-gene-2.66-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-2.66&CDS=1-642
1742	OG0001742	YIL008W	-processed-gene-2.51-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-2.51&CDS=1-297
1743	OG0001743	YIL010W	-processed-gene-2.67-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-2.67&CDS=1-666
1744	OG0001744	YIL019W	-processed-gene-3.84-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-3.84&CDS=1-1206
1745	OG0001745	YIL020C	-processed-gene-3.99-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-3.99&CDS=1-795
1746	OG0001746	YIL021W	-processed-gene-2.57-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-2.57&CDS=1-963
1747	OG0001747	YIL022W	-processed-gene-3.46-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-3.46&CDS=1-1257
1748	OG0001748	YIL023C	-processed-gene-8.50-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-8.50&CDS=1-1335
1749	OG0001749	YIL026C	-processed-gene-8.21-mRNA-1_1&gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-8.21&CDS=1-2841
1750	OG0001750	YIL030C	-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-8.39&CDS=1-2754
1751	OG0001751	YIL031W	-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-3.27&CDS=1-3645
1752	OG0001752	YIL033C	-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-7.67&CDS=1-1143
1753	OG0001753	YIL034C	-processed-gene-1.65-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-1.65&CDS=1-780
1754	OG0001754	YIL039W	-processed-gene-16.142-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-16.142&CDS=1-1167
1755	OG0001755	YIL041W	-processed-gene-2.52-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-2.52&CDS=1-912
1756	OG0001756	YIL042C	-processed-gene-2.60-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-2.60&CDS=1-1116
1757	OG0001757	YIL043C	-processed-gene-16.55-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-16.55&CDS=1-870
1758	OG0001758	YIL044C	-processed-gene-7.56-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-7.56&CDS=1-1092
1759	OG0001759	YIL046W	-processed-gene-9.58-mRNA-1_1&gene=augustus_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-9.58&CDS=1-2040
1760	OG0001760	YIL047C	-processed-gene-8.26-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-8.26&CDS=1-2952
1761	OG0001761	YIL048W	-processed-gene-12.20-mRNA-1_1&gene=augustus_masked-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-12.20&CDS=1-3063
1762	OG0001762	YIL049W	-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-5.2&CDS=1-1008
1763	OG0001763	YIL061C	-processed-gene-0.57-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-0.57&CDS=1-972
1764	OG0001764	YIL062C	-processed-gene-0.7-mRNA-1_1&gene=genemark-gi|1002317463|dbj|BCIW01000026.1|-processed-gene-0.7&CDS=1-465
1765	OG0001765	YIL063C	-processed-gene-0.6-mRNA-1_1&gene=genemark-gi|1002317463|dbj|BCIW01000026.1|-processed-gene-0.6&CDS=1-1407
1766	OG0001766	YIL064W	-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-gi|1002317463|dbj|BCIW01000026.1|-processed-gene-0.29&CDS=1-705
1767	OG0001767	YIL065C	-processed-gene-15.82-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-15.82&CDS=1-462
1768	OG0001768	YIL067C	-snap-gene-9.28-mRNA-1_1&gene=maker-gi|1002317484|dbj|BCIW01000005.1|-snap-gene-9.28&CDS=1-1821
1769	OG0001769	YIL068C	-processed-gene-6.44-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-6.44&CDS=1-2502
1770	OG0001770	YIL070C	-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-3.93&CDS=1-795
1771	OG0001771	YIL075C	-processed-gene-4.38-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-4.38&CDS=1-2817
1772	OG0001772	YIL076W	-processed-gene-3.63-mRNA-1_1&gene=snap_masked-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-3.63&CDS=1-861
1773	OG0001773	YIL078W	-processed-gene-3.60-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-3.60&CDS=1-2256
1774	OG0001774	YIL083C	-processed-gene-1.32-mRNA-1_1&gene=genemark-gi|1002317469|dbj|BCIW01000020.1|-processed-gene-1.32&CDS=1-999
1775	OG0001775	YIL084C	-processed-gene-2.53-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-2.53&CDS=1-855
1776	OG0001776	YIL087C	-processed-gene-15.15-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-15.15&CDS=1-387
1777	OG0001777	YIL090W	-processed-gene-10.12-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-10.12&CDS=1-1212
1778	OG0001778	YIL091C	-processed-gene-10.24-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-10.24&CDS=1-1932
1779	OG0001779	YIL093C	-processed-gene-10.23-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-10.23&CDS=1-687
1780	OG0001780	YIL094C	-processed-gene-14.4-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-14.4&CDS=1-1131
