	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_uvarum
2551	OG0002551	YKL075C	augustus_masked-Sbay_11-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-2.35&CDS=1-2883
2552	OG0002552	YKL078W	augustus_masked-Sbay_11-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-2.19&CDS=1-3393
2553	OG0002553	YKL079W	genemark-Sbay_11-processed-gene-2.112-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.112&CDS=1-1971
2554	OG0002554	YKL080W	genemark-Sbay_11-processed-gene-2.111-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.111&CDS=1-1176
2555	OG0002555	YKL082C	genemark-Sbay_11-processed-gene-2.130-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.130&CDS=1-1302
2556	OG0002556	YKL084W	snap_masked-Sbay_11-processed-gene-2.61-mRNA-1_1&gene=snap_masked-Sbay_11-processed-gene-2.61&CDS=1-354
2557	OG0002557	YKL085W	augustus_masked-Sbay_11-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-2.17&CDS=1-1002
2558	OG0002558	YKL087C	genemark-Sbay_11-processed-gene-2.129-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.129&CDS=1-678
2559	OG0002559	YKL088W	genemark-Sbay_11-processed-gene-2.108-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.108&CDS=1-1755
2560	OG0002560	YKL089W	augustus_masked-Sbay_11-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-2.15&CDS=1-2946
2561	OG0002561	YKL091C	genemark-Sbay_11-processed-gene-2.128-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.128&CDS=1-930
2562	OG0002562	YKL092C	genemark-Sbay_11-processed-gene-2.127-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.127&CDS=1-3300
2563	OG0002563	YKL093W	genemark-Sbay_11-processed-gene-2.105-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.105&CDS=1-1023
2564	OG0002564	YKL094W	maker-Sbay_11-augustus-gene-2.140-mRNA-1_1&gene=maker-Sbay_11-augustus-gene-2.140&CDS=1-1800
2565	OG0002565	YKL096W	genemark-Sbay_11-processed-gene-2.102-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.102&CDS=1-735
2566	OG0002566	YKL098W	genemark-Sbay_11-processed-gene-2.100-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.100&CDS=1-1074
2567	OG0002567	YKL099C	genemark-Sbay_11-processed-gene-2.126-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.126&CDS=1-750
2568	OG0002568	YKL100C	genemark-Sbay_11-processed-gene-2.125-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.125&CDS=1-1761
2569	OG0002569	YKL101W	genemark-Sbay_11-processed-gene-2.99-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.99&CDS=1-4578
2570	OG0002570	YKL103C	genemark-Sbay_11-processed-gene-2.124-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.124&CDS=1-1536
2571	OG0002571	YKL105C	genemark-Sbay_11-processed-gene-2.122-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.122&CDS=1-3348
2572	OG0002572	YKL106W	genemark-Sbay_11-processed-gene-2.98-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.98&CDS=1-1353
2573	OG0002573	YKL107W	genemark-Sbay_11-processed-gene-2.97-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.97&CDS=1-927
2574	OG0002574	YKL108W	genemark-Sbay_11-processed-gene-2.96-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.96&CDS=1-1335
2575	OG0002575	YKL109W	genemark-Sbay_11-processed-gene-2.95-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.95&CDS=1-1683
2576	OG0002576	YKL110C	genemark-Sbay_11-processed-gene-2.121-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.121&CDS=1-939
2577	OG0002577	YKL112W	genemark-Sbay_11-processed-gene-2.94-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.94&CDS=1-2310
2578	OG0002578	YKL113C	maker-Sbay_11-augustus-gene-2.142-mRNA-1_1&gene=maker-Sbay_11-augustus-gene-2.142&CDS=1-2259
2579	OG0002579	YKL116C	genemark-Sbay_11-processed-gene-2.118-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.118&CDS=1-1548
2580	OG0002580	YKL117W	genemark-Sbay_11-processed-gene-2.93-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.93&CDS=1-705
2581	OG0002581	YKL119C	genemark-Sbay_11-processed-gene-2.117-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.117&CDS=1-645
2582	OG0002582	YKL120W	genemark-Sbay_11-processed-gene-2.92-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.92&CDS=1-972
2583	OG0002583	YKL121W	genemark-Sbay_11-processed-gene-2.91-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.91&CDS=1-2568
2584	OG0002584	YKL122C	genemark-Sbay_11-processed-gene-2.90-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.90&CDS=1-507
2585	OG0002585	YKL124W	genemark-Sbay_11-processed-gene-2.89-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-2.89&CDS=1-1725
2586	OG0002586	YKL125W	snap_masked-Sbay_11-processed-gene-2.39-mRNA-1_1&gene=snap_masked-Sbay_11-processed-gene-2.39&CDS=1-1872
2587	OG0002587	YKL128C	genemark-Sbay_11-processed-gene-1.95-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.95&CDS=1-891
2588	OG0002588	YKL130C	genemark-Sbay_11-processed-gene-1.93-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.93&CDS=1-738
2589	OG0002589	YKL132C	genemark-Sbay_11-processed-gene-1.92-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.92&CDS=1-1233
2590	OG0002590	YKL134C	maker-Sbay_11-augustus-gene-1.147-mRNA-1_1&gene=maker-Sbay_11-augustus-gene-1.147&CDS=1-3627
2591	OG0002591	YKL135C	genemark-Sbay_11-processed-gene-1.89-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.89&CDS=1-2178
2592	OG0002592	YKL137W	snap_masked-Sbay_11-processed-gene-1.23-mRNA-1_1&gene=snap_masked-Sbay_11-processed-gene-1.23&CDS=1-333
2593	OG0002593	YKL138C	augustus_masked-Sbay_11-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-1.129&CDS=1-576
2594	OG0002594	YKL139W	genemark-Sbay_11-processed-gene-1.70-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.70&CDS=1-1587
2595	OG0002595	YKL140W	genemark-Sbay_11-processed-gene-1.69-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.69&CDS=1-1647
2596	OG0002596	YKL141W	genemark-Sbay_11-processed-gene-1.68-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.68&CDS=1-594
2597	OG0002597	YKL143W	augustus_masked-Sbay_11-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-1.113&CDS=1-2043
2598	OG0002598	YKL144C	genemark-Sbay_11-processed-gene-1.87-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.87&CDS=1-636
2599	OG0002599	YKL145W	genemark-Sbay_11-processed-gene-1.65-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.65&CDS=1-1413
2600	OG0002600	YKL146W	genemark-Sbay_11-processed-gene-1.64-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.64&CDS=1-2082
2601	OG0002601	YKL150W	genemark-Sbay_11-processed-gene-1.63-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.63&CDS=1-906
2602	OG0002602	YKL151C	genemark-Sbay_11-processed-gene-1.85-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.85&CDS=1-1011
2603	OG0002603	YKL152C	genemark-Sbay_11-processed-gene-1.84-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.84&CDS=1-741
2604	OG0002604	YKL154W	genemark-Sbay_11-processed-gene-1.62-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.62&CDS=1-735
2605	OG0002605	YKL155C	genemark-Sbay_11-processed-gene-1.83-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.83&CDS=1-1887
2606	OG0002606	YKL159C	genemark-Sbay_11-processed-gene-1.82-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.82&CDS=1-645
2607	OG0002607	YKL160W	genemark-Sbay_11-processed-gene-1.60-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.60&CDS=1-438
2608	OG0002608	YKL162C	genemark-Sbay_11-processed-gene-1.80-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.80&CDS=1-1005
2609	OG0002609	YKL165C	genemark-Sbay_11-processed-gene-1.77-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.77&CDS=1-2757
2610	OG0002610	YKL167C	genemark-Sbay_11-processed-gene-1.75-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.75&CDS=1-405
2611	OG0002611	YKL168C	genemark-Sbay_11-processed-gene-1.74-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.74&CDS=1-2178
2612	OG0002612	YKL170W	genemark-Sbay_11-processed-gene-1.58-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.58&CDS=1-414
2613	OG0002613	YKL171W	genemark-Sbay_11-processed-gene-1.57-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.57&CDS=1-2799
2614	OG0002614	YKL172W	genemark-Sbay_11-processed-gene-1.56-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.56&CDS=1-1266
2615	OG0002615	YKL173W	genemark-Sbay_11-processed-gene-1.55-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.55&CDS=1-3027
2616	OG0002616	YKL174C	genemark-Sbay_11-processed-gene-1.73-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.73&CDS=1-1857
2617	OG0002617	YKL175W	genemark-Sbay_11-processed-gene-1.54-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.54&CDS=1-1515
2618	OG0002618	YKL176C	genemark-Sbay_11-processed-gene-1.72-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.72&CDS=1-2487
2619	OG0002619	YKL178C	genemark-Sbay_11-processed-gene-1.53-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.53&CDS=1-1410
2620	OG0002620	YKL179C	genemark-Sbay_11-processed-gene-1.52-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.52&CDS=1-2043
2621	OG0002621	YKL181W	genemark-Sbay_11-processed-gene-1.50-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.50&CDS=1-1281
2622	OG0002622	YKL182W	genemark-Sbay_11-processed-gene-1.49-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.49&CDS=1-6153
2623	OG0002623	YKL183W	augustus_masked-Sbay_11-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-0.92&CDS=1-930
2624	OG0002624	YKL184W	genemark-Sbay_11-processed-gene-0.61-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.61&CDS=1-1401
2625	OG0002625	YKL185W	genemark-Sbay_11-processed-gene-0.60-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.60&CDS=1-1794
2626	OG0002626	YKL186C	genemark-Sbay_11-processed-gene-0.78-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.78&CDS=1-564
2627	OG0002627	YKL187C	genemark-Sbay_11-processed-gene-0.77-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.77&CDS=1-2244
2628	OG0002628	YKL188C	genemark-Sbay_11-processed-gene-0.76-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.76&CDS=1-2559
2629	OG0002629	YKL189W	genemark-Sbay_11-processed-gene-0.59-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.59&CDS=1-1188
2630	OG0002630	YKL191W	augustus_masked-Sbay_11-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-0.88&CDS=1-2052
2631	OG0002631	YKL192C	augustus_masked-Sbay_11-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-0.104&CDS=1-375
2632	OG0002632	YKL194C	maker-Sbay_11-augustus-gene-0.8-mRNA-1_1&gene=maker-Sbay_11-augustus-gene-0.8&CDS=1-2421
2633	OG0002633	YKL195W	genemark-Sbay_11-processed-gene-0.57-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.57&CDS=1-1170
2634	OG0002634	YKL196C	genemark-Sbay_11-processed-gene-0.72-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.72&CDS=1-600
2635	OG0002635	YKL197C	augustus_masked-Sbay_11-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-0.101&CDS=1-3138
2636	OG0002636	YKL198C	maker-Sbay_11-snap-gene-0.2-mRNA-1_1&gene=maker-Sbay_11-snap-gene-0.2&CDS=1-1830
2637	OG0002637	YKL201C	snap_masked-Sbay_11-processed-gene-0.38-mRNA-1_1&gene=snap_masked-Sbay_11-processed-gene-0.38&CDS=1-3681
2638	OG0002638	YKL204W	genemark-Sbay_11-processed-gene-0.56-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.56&CDS=1-1905
2639	OG0002639	YKL205W	genemark-Sbay_11-processed-gene-0.55-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.55&CDS=1-3159
2640	OG0002640	YKL206C	genemark-Sbay_11-processed-gene-0.69-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.69&CDS=1-801
2641	OG0002641	YKL207W	genemark-Sbay_11-processed-gene-0.54-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.54&CDS=1-759
2642	OG0002642	YKL208W	genemark-Sbay_11-processed-gene-0.53-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.53&CDS=1-810
2643	OG0002643	YKL209C	genemark-Sbay_11-processed-gene-0.68-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.68&CDS=1-3870
2644	OG0002644	YKL210W	genemark-Sbay_11-processed-gene-0.52-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.52&CDS=1-3072
2645	OG0002645	YKL211C	genemark-Sbay_11-processed-gene-0.67-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.67&CDS=1-1452
2646	OG0002646	YKL212W	genemark-Sbay_11-processed-gene-0.51-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.51&CDS=1-1869
2647	OG0002647	YKL213C	genemark-Sbay_11-processed-gene-0.66-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.66&CDS=1-2157
2648	OG0002648	YKL215C	genemark-Sbay_11-processed-gene-0.65-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.65&CDS=1-4512
2649	OG0002649	YKL216W	genemark-Sbay_11-processed-gene-0.50-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.50&CDS=1-942
2650	OG0002650	YKL217W	genemark-Sbay_11-processed-gene-0.49-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.49&CDS=1-1845
2651	OG0002651	YKL221W	genemark-Sbay_15-processed-gene-0.56-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-0.56&CDS=1-1419
2652	OG0002652	YKL222C	snap_masked-Sbay_15-processed-gene-0.36-mRNA-1_1&gene=snap_masked-Sbay_15-processed-gene-0.36&CDS=1-2010
2653	OG0002653	YKR001C	genemark-Sbay_11-processed-gene-4.84-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.84&CDS=1-2103
2654	OG0002654	YKR002W	genemark-Sbay_11-processed-gene-4.65-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.65&CDS=1-1707
2655	OG0002655	YKR004C	genemark-Sbay_11-processed-gene-4.85-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.85&CDS=1-2466
2656	OG0002656	YKR006C	genemark-Sbay_11-processed-gene-4.86-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.86&CDS=1-786
2657	OG0002657	YKR008W	maker-Sbay_11-snap-gene-4.8-mRNA-1_1&gene=maker-Sbay_11-snap-gene-4.8&CDS=1-2451
2658	OG0002658	YKR009C	genemark-Sbay_11-processed-gene-4.87-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.87&CDS=1-2700
2659	OG0002659	YKR010C	genemark-Sbay_11-processed-gene-4.88-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.88&CDS=1-2304
2660	OG0002660	YKR011C	genemark-Sbay_11-processed-gene-4.89-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.89&CDS=1-1068
2661	OG0002661	YKR013W	genemark-Sbay_11-processed-gene-4.69-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.69&CDS=1-1080
2662	OG0002662	YKR014C	genemark-Sbay_11-processed-gene-4.90-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.90&CDS=1-708
2663	OG0002663	YKR015C	genemark-Sbay_11-processed-gene-4.91-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.91&CDS=1-1707
2664	OG0002664	YKR016W	genemark-Sbay_11-processed-gene-4.70-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.70&CDS=1-1617
2665	OG0002665	YKR017C	genemark-Sbay_11-processed-gene-4.92-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.92&CDS=1-1653
2666	OG0002666	YKR019C	genemark-Sbay_11-processed-gene-4.94-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.94&CDS=1-1845
2667	OG0002667	YKR020W	genemark-Sbay_11-processed-gene-4.71-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.71&CDS=1-492
2668	OG0002668	YKR021W	genemark-Sbay_11-processed-gene-4.72-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.72&CDS=1-2814
2669	OG0002669	YKR022C	genemark-Sbay_11-processed-gene-4.95-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.95&CDS=1-960
2670	OG0002670	YKR023W	genemark-Sbay_11-processed-gene-4.73-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.73&CDS=1-1593
2671	OG0002671	YKR024C	genemark-Sbay_11-processed-gene-4.96-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.96&CDS=1-2226
2672	OG0002672	YKR025W	genemark-Sbay_11-processed-gene-4.74-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.74&CDS=1-840
2673	OG0002673	YKR026C	genemark-Sbay_11-processed-gene-4.97-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.97&CDS=1-915
2674	OG0002674	YKR027W	genemark-Sbay_11-processed-gene-4.75-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.75&CDS=1-2295
2675	OG0002675	YKR029C	genemark-Sbay_11-processed-gene-4.98-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.98&CDS=1-2235
2676	OG0002676	YKR031C	maker-Sbay_11-snap-gene-5.5-mRNA-1_1&gene=maker-Sbay_11-snap-gene-5.5&CDS=1-4953
2677	OG0002677	YKR034W	maker-Sbay_11-augustus-gene-5.12-mRNA-1_1&gene=maker-Sbay_11-augustus-gene-5.12&CDS=1-1449
2678	OG0002678	YKR036C	genemark-Sbay_11-processed-gene-5.70-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.70&CDS=1-1935
2679	OG0002679	YKR038C	augustus_masked-Sbay_11-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-5.24&CDS=1-2046
2680	OG0002680	YKR041W	snap_masked-Sbay_11-processed-gene-5.135-mRNA-1_1&gene=snap_masked-Sbay_11-processed-gene-5.135&CDS=1-582
2681	OG0002681	YKR042W	genemark-Sbay_11-processed-gene-5.72-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.72&CDS=1-1107
2682	OG0002682	YKR043C	genemark-Sbay_11-processed-gene-5.102-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.102&CDS=1-819
2683	OG0002683	YKR044W	genemark-Sbay_11-processed-gene-5.73-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.73&CDS=1-1320
2684	OG0002684	YKR045C	maker-Sbay_11-snap-gene-5.8-mRNA-1_1&gene=maker-Sbay_11-snap-gene-5.8&CDS=1-507
2685	OG0002685	YKR048C	augustus_masked-Sbay_11-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-5.47&CDS=1-2457
2686	OG0002686	YKR050W	snap_masked-Sbay_11-processed-gene-5.138-mRNA-1_1&gene=snap_masked-Sbay_11-processed-gene-5.138&CDS=1-2784
2687	OG0002687	YKR051W	snap_masked-Sbay_11-processed-gene-5.139-mRNA-1_1&gene=snap_masked-Sbay_11-processed-gene-5.139&CDS=1-1254
2688	OG0002688	YKR052C	genemark-Sbay_11-processed-gene-5.107-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.107&CDS=1-912
2689	OG0002689	YKR053C	genemark-Sbay_11-processed-gene-5.108-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.108&CDS=1-1221
2690	OG0002690	YKR054C	augustus_masked-Sbay_11-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-5.50&CDS=1-12279
2691	OG0002691	YKR055W	genemark-Sbay_11-processed-gene-5.75-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.75&CDS=1-873
2692	OG0002692	YKR060W	genemark-Sbay_11-processed-gene-5.79-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.79&CDS=1-822
2693	OG0002693	YKR062W	genemark-Sbay_11-processed-gene-5.81-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.81&CDS=1-999
2694	OG0002694	YKR063C	genemark-Sbay_11-processed-gene-5.110-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.110&CDS=1-1503
2695	OG0002695	YKR064W	genemark-Sbay_11-processed-gene-5.82-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.82&CDS=1-2592
2696	OG0002696	YKR065C	genemark-Sbay_11-processed-gene-5.111-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.111&CDS=1-585
2697	OG0002697	YKR066C	genemark-Sbay_11-processed-gene-5.112-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.112&CDS=1-1092
2698	OG0002698	YKR067W	genemark-Sbay_11-processed-gene-5.83-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.83&CDS=1-2211
2699	OG0002699	YKR068C	genemark-Sbay_11-processed-gene-5.113-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.113&CDS=1-579
2700	OG0002700	YKR069W	maker-Sbay_11-augustus-gene-5.15-mRNA-1_1&gene=maker-Sbay_11-augustus-gene-5.15&CDS=1-2871
2701	OG0002701	YKR071C	genemark-Sbay_11-processed-gene-5.114-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.114&CDS=1-996
2702	OG0002702	YKR072C	genemark-Sbay_11-processed-gene-5.115-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.115&CDS=1-1686
2703	OG0002703	YKR074W	genemark-Sbay_11-processed-gene-5.86-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.86&CDS=1-444
2704	OG0002704	YKR075C	genemark-Sbay_11-processed-gene-5.116-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.116&CDS=1-927
2705	OG0002705	YKR075W-A	snap_masked-Sbay_11-processed-gene-5.153-mRNA-1_1&gene=snap_masked-Sbay_11-processed-gene-5.153&CDS=1-267
2706	OG0002706	YKR079C	genemark-Sbay_11-processed-gene-5.117-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.117&CDS=1-2514
2707	OG0002707	YKR080W	genemark-Sbay_11-processed-gene-5.90-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.90&CDS=1-960
2708	OG0002708	YKR081C	genemark-Sbay_11-processed-gene-5.118-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.118&CDS=1-1032
2709	OG0002709	YKR082W	genemark-Sbay_11-processed-gene-5.91-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.91&CDS=1-3471
2710	OG0002710	YKR083C	genemark-Sbay_11-processed-gene-5.119-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.119&CDS=1-399
2711	OG0002711	YKR084C	augustus_masked-Sbay_11-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-5.60&CDS=1-2409
2712	OG0002712	YKR086W	genemark-Sbay_11-processed-gene-5.92-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.92&CDS=1-3225
2713	OG0002713	YKR087C	augustus_masked-Sbay_11-processed-gene-5.61-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-5.61&CDS=1-1959
2714	OG0002714	YKR089C	genemark-Sbay_11-processed-gene-5.124-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.124&CDS=1-2787
2715	OG0002715	YKR090W	genemark-Sbay_11-processed-gene-5.93-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.93&CDS=1-2190
2716	OG0002716	YKR091W	genemark-Sbay_11-processed-gene-5.94-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.94&CDS=1-786
2717	OG0002717	YKR092C	genemark-Sbay_11-processed-gene-5.125-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.125&CDS=1-1206
2718	OG0002718	YKR093W	genemark-Sbay_11-processed-gene-5.95-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.95&CDS=1-1803
2719	OG0002719	YKR095W	snap_masked-Sbay_11-processed-gene-5.162-mRNA-1_1&gene=snap_masked-Sbay_11-processed-gene-5.162&CDS=1-5694
2720	OG0002720	YKR095W-A	snap_masked-Sbay_11-processed-gene-5.163-mRNA-1_1&gene=snap_masked-Sbay_11-processed-gene-5.163&CDS=1-243
2721	OG0002721	YKR097W	genemark-Sbay_11-processed-gene-5.98-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.98&CDS=1-1644
2722	OG0002722	YKR098C	genemark-Sbay_11-processed-gene-5.127-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.127&CDS=1-2172
2723	OG0002723	YKR099W	augustus_masked-Sbay_11-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-5.42&CDS=1-2289
2724	OG0002724	YKR100C	genemark-Sbay_11-processed-gene-5.128-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.128&CDS=1-1071
2725	OG0002725	YKR101W	genemark-Sbay_11-processed-gene-5.100-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.100&CDS=1-1989
2726	OG0002726	YLL001W	augustus_masked-Sbay_10-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.101&CDS=1-8142
2727	OG0002727	YLL005C	snap_masked-Sbay_10-processed-gene-1.76-mRNA-1_1&gene=snap_masked-Sbay_10-processed-gene-1.76&CDS=1-2520
