	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026137_Ambrosiozyma_ambrosiae
1855	OG0001855	YIL070C	augustus_masked-flattened_line_2-processed-gene-6.40-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.40&CDS=1-777
1856	OG0001856	YIL071C	augustus_masked-flattened_line_58-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.110&CDS=1-1446
1857	OG0001857	YIL072W	snap_masked-flattened_line_30-processed-gene-1.84-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.84&CDS=1-1722
1858	OG0001858	YIL073C	snap_masked-flattened_line_8-processed-gene-2.42-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.42&CDS=1-2880
1859	OG0001859	YIL075C	snap_masked-flattened_line_4-processed-gene-4.70-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.70&CDS=1-2859
1860	OG0001860	YIL078W	snap_masked-flattened_line_4-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.24&CDS=1-2223
1861	OG0001861	YIL083C	snap_masked-flattened_line_4-processed-gene-7.157-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.157&CDS=1-1038
1862	OG0001862	YIL084C	snap_masked-flattened_line_80-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.48&CDS=1-1011
1863	OG0001863	YIL087C	genemark-flattened_line_109-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_109-processed-gene-0.70&CDS=1-468
1864	OG0001864	YIL090W	augustus_masked-flattened_line_109-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_109-processed-gene-0.45&CDS=1-1494
1865	OG0001865	YIL091C	snap_masked-flattened_line_109-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.4&CDS=1-2202
1866	OG0001866	YIL093C	snap_masked-flattened_line_46-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.95&CDS=1-825
1867	OG0001867	YIL094C	snap_masked-flattened_line_28-processed-gene-1.15-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.15&CDS=1-1119
1868	OG0001868	YIL096C	snap_masked-flattened_line_4-processed-gene-2.100-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.100&CDS=1-1077
1869	OG0001869	YIL098C	snap_masked-flattened_line_4-processed-gene-2.89-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.89&CDS=1-414
1870	OG0001870	YIL102C-A	augustus_masked-flattened_line_12-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.89&CDS=1-228
1871	OG0001871	YIL103W	snap_masked-flattened_line_34-processed-gene-2.127-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-2.127&CDS=1-1281
1872	OG0001872	YIL104C	snap_masked-flattened_line_34-processed-gene-2.106-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-2.106&CDS=1-1557
1873	OG0001873	YIL106W	genemark-flattened_line_2-processed-gene-7.55-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.55&CDS=1-750
1874	OG0001874	YIL108W	snap_masked-flattened_line_24-processed-gene-2.187-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.187&CDS=1-2025
1875	OG0001875	YIL109C	snap_masked-flattened_line_60-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.44&CDS=1-2805
1876	OG0001876	YIL110W	snap_masked-flattened_line_42-processed-gene-1.186-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.186&CDS=1-1119
1877	OG0001877	YIL113W	maker-flattened_line_42-snap-gene-1.204-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-1.204&CDS=1-1413
1878	OG0001878	YIL115C	maker-flattened_line_16-snap-gene-1.90-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.90&CDS=1-4242
1879	OG0001879	YIL116W	snap_masked-flattened_line_20-processed-gene-2.237-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.237&CDS=1-1206
1880	OG0001880	YIL118W	snap_masked-flattened_line_30-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.18&CDS=1-723
1881	OG0001881	YIL125W	snap_masked-flattened_line_30-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.100&CDS=1-3027
1882	OG0001882	YIL126W	snap_masked-flattened_line_0-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.106&CDS=1-3804
1883	OG0001883	YIL128W	snap_masked-flattened_line_34-processed-gene-2.98-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-2.98&CDS=1-3168
1884	OG0001884	YIL129C	snap_masked-flattened_line_86-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.28&CDS=1-7311
1885	OG0001885	YIL130W	snap_masked-flattened_line_64-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.5&CDS=1-3342
1886	OG0001886	YIL134W	snap_masked-flattened_line_4-processed-gene-1.101-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.101&CDS=1-957
1887	OG0001887	YIL137C	snap_masked-flattened_line_6-processed-gene-2.17-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.17&CDS=1-2778
1888	OG0001888	YIL139C	augustus_masked-flattened_line_18-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.75&CDS=1-681
1889	OG0001889	YIL140W	snap_masked-flattened_line_18-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.28&CDS=1-2640
1890	OG0001890	YIL142W	snap_masked-flattened_line_4-processed-gene-3.16-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.16&CDS=1-1581
1891	OG0001891	YIL143C	snap_masked-flattened_line_16-processed-gene-3.191-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.191&CDS=1-2508
1892	OG0001892	YIL144W	snap_masked-flattened_line_16-processed-gene-3.234-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.234&CDS=1-2175
1893	OG0001893	YIL147C	genemark-flattened_line_18-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.55&CDS=1-3930
1894	OG0001894	YIL150C	genemark-flattened_line_18-processed-gene-1.54-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.54&CDS=1-1983
1895	OG0001895	YIL153W	snap_masked-flattened_line_20-processed-gene-2.246-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.246&CDS=1-1533
1896	OG0001896	YIL154C	snap_masked-flattened_line_12-processed-gene-4.50-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.50&CDS=1-1425
1897	OG0001897	YIL155C	genemark-flattened_line_12-processed-gene-3.55-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.55&CDS=1-1998
1898	OG0001898	YIL156W-B	snap_masked-flattened_line_76-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.133&CDS=1-216
1899	OG0001899	YIL157C	snap_masked-flattened_line_30-processed-gene-2.160-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.160&CDS=1-663
1900	OG0001900	YIL160C	snap_masked-flattened_line_0-processed-gene-5.39-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.39&CDS=1-1260
1901	OG0001901	YIR002C	snap_masked-flattened_line_20-processed-gene-2.211-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.211&CDS=1-4104
1902	OG0001902	YIR004W	snap_masked-flattened_line_4-processed-gene-7.154-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.154&CDS=1-1386
1903	OG0001903	YIR005W	snap_masked-flattened_line_2-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.12&CDS=1-780
1904	OG0001904	YIR006C	snap_masked-flattened_line_4-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.40&CDS=1-4395
1905	OG0001905	YIR007W	snap_masked-flattened_line_0-processed-gene-9.169-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.169&CDS=1-2463
1906	OG0001906	YIR008C	snap_masked-flattened_line_0-processed-gene-3.92-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.92&CDS=1-1377
1907	OG0001907	YIR009W	snap_masked-flattened_line_0-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.114&CDS=1-441
1908	OG0001908	YIR011C	snap_masked-flattened_line_30-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.28&CDS=1-1074
1909	OG0001909	YIR012W	snap_masked-flattened_line_10-processed-gene-4.131-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.131&CDS=1-1272
1910	OG0001910	YIR015W	snap_masked-flattened_line_6-processed-gene-6.48-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.48&CDS=1-609
1911	OG0001911	YIR022W	snap_masked-flattened_line_0-processed-gene-9.139-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.139&CDS=1-567
1912	OG0001912	YIR023W	snap_masked-flattened_line_0-processed-gene-5.4-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.4&CDS=1-2910
1913	OG0001913	YIR026C	genemark-flattened_line_8-processed-gene-5.146-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.146&CDS=1-3447
1914	OG0001914	YIR027C	snap_masked-flattened_line_52-processed-gene-0.191-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.191&CDS=1-1656
1915	OG0001915	YIR029W	augustus_masked-flattened_line_2-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.112&CDS=1-3246
1916	OG0001916	YIR030C	snap_masked-flattened_line_4-processed-gene-5.91-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.91&CDS=1-735
1917	OG0001917	YIR032C	snap_masked-flattened_line_50-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.49&CDS=1-618
1918	OG0001918	YIR034C	snap_masked-flattened_line_14-processed-gene-3.109-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.109&CDS=1-1116
1919	OG0001919	YIR035C	genemark-flattened_line_34-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.80&CDS=1-783
1920	OG0001920	YIR037W	snap_masked-flattened_line_42-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.42&CDS=1-483
1921	OG0001921	YJL001W	snap_masked-flattened_line_8-processed-gene-5.168-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.168&CDS=1-651
1922	OG0001922	YJL002C	snap_masked-flattened_line_0-processed-gene-5.17-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.17&CDS=1-1416
1923	OG0001923	YJL003W	maker-flattened_line_12-snap-gene-1.6-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-1.6&CDS=1-828
1924	OG0001924	YJL004C	genemark-flattened_line_60-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.63&CDS=1-393
1925	OG0001925	YJL006C	snap_masked-flattened_line_72-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.49&CDS=1-1068
1926	OG0001926	YJL008C	snap_masked-flattened_line_20-processed-gene-2.226-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.226&CDS=1-1665
1927	OG0001927	YJL010C	snap_masked-flattened_line_54-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.72&CDS=1-2046
1928	OG0001928	YJL011C	snap_masked-flattened_line_12-processed-gene-3.3-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.3&CDS=1-588
1929	OG0001929	YJL012C	snap_masked-flattened_line_22-processed-gene-2.193-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.193&CDS=1-2109
1930	OG0001930	YJL014W	snap_masked-flattened_line_2-processed-gene-1.6-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.6&CDS=1-1578
1931	OG0001931	YJL024C	genemark-flattened_line_48-processed-gene-1.131-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-1.131&CDS=1-573
1932	OG0001932	YJL025W	snap_masked-flattened_line_111-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_111-processed-gene-0.31&CDS=1-1506
1933	OG0001933	YJL026W	snap_masked-flattened_line_50-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.22&CDS=1-1191
1934	OG0001934	YJL029C	snap_masked-flattened_line_20-processed-gene-2.185-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.185&CDS=1-2643
1935	OG0001935	YJL030W	snap_masked-flattened_line_72-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.7&CDS=1-663
1936	OG0001936	YJL031C	genemark-flattened_line_72-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.104&CDS=1-1107
1937	OG0001937	YJL033W	snap_masked-flattened_line_4-processed-gene-6.26-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.26&CDS=1-2361
1938	OG0001938	YJL034W	genemark-flattened_line_107-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_107-processed-gene-0.10&CDS=1-2001
1939	OG0001939	YJL035C	snap_masked-flattened_line_66-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.4&CDS=1-717
1940	OG0001940	YJL036W	snap_masked-flattened_line_66-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.30&CDS=1-1950
1941	OG0001941	YJL039C	snap_masked-flattened_line_20-processed-gene-2.213-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.213&CDS=1-5223
1942	OG0001942	YJL041W	augustus_masked-flattened_line_105-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.21&CDS=1-1047
1943	OG0001943	YJL042W	snap_masked-flattened_line_36-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.23&CDS=1-3966
1944	OG0001944	YJL046W	snap_masked-flattened_line_12-processed-gene-4.28-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.28&CDS=1-1695
1945	OG0001945	YJL049W	augustus_masked-flattened_line_4-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.19&CDS=1-1401
1946	OG0001946	YJL050W	snap_masked-flattened_line_4-processed-gene-4.88-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.88&CDS=1-3240
1947	OG0001947	YJL053W	genemark-flattened_line_6-processed-gene-3.72-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.72&CDS=1-972
1948	OG0001948	YJL054W	snap_masked-flattened_line_2-processed-gene-5.122-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.122&CDS=1-1473
1949	OG0001949	YJL055W	snap_masked-flattened_line_4-processed-gene-6.46-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.46&CDS=1-687
1950	OG0001950	YJL056C	snap_masked-flattened_line_24-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.17&CDS=1-2382
1951	OG0001951	YJL057C	snap_masked-flattened_line_74-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.115&CDS=1-1908
1952	OG0001952	YJL059W	genemark-flattened_line_4-processed-gene-5.62-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.62&CDS=1-1230
1953	OG0001953	YJL060W	snap_masked-flattened_line_14-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.26&CDS=1-1275
1954	OG0001954	YJL061W	snap_masked-flattened_line_94-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.25&CDS=1-2355
1955	OG0001955	YJL062W	genemark-flattened_line_94-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.54&CDS=1-2580
1956	OG0001956	YJL062W-A	snap_masked-flattened_line_0-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.126&CDS=1-279
1957	OG0001957	YJL063C	snap_masked-flattened_line_14-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.10&CDS=1-657
1958	OG0001958	YJL066C	augustus_masked-flattened_line_4-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.31&CDS=1-1053
1959	OG0001959	YJL068C	snap_masked-flattened_line_20-processed-gene-1.77-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.77&CDS=1-879
1960	OG0001960	YJL069C	snap_masked-flattened_line_0-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.101&CDS=1-1737
1961	OG0001961	YJL071W	snap_masked-flattened_line_56-processed-gene-0.186-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.186&CDS=1-1788
1962	OG0001962	YJL072C	snap_masked-flattened_line_46-processed-gene-1.28-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-1.28&CDS=1-714
1963	OG0001963	YJL074C	maker-flattened_line_0-snap-gene-9.128-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-9.128&CDS=1-4755
1964	OG0001964	YJL080C	snap_masked-flattened_line_4-processed-gene-3.3-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.3&CDS=1-3156
1965	OG0001965	YJL085W	snap_masked-flattened_line_12-processed-gene-4.58-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.58&CDS=1-1833
1966	OG0001966	YJL087C	snap_masked-flattened_line_12-processed-gene-4.61-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.61&CDS=1-2448
1967	OG0001967	YJL088W	snap_masked-flattened_line_105-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.50&CDS=1-1002
1968	OG0001968	YJL091C	snap_masked-flattened_line_8-processed-gene-1.101-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.101&CDS=1-1578
1969	OG0001969	YJL092W	snap_masked-flattened_line_36-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.124&CDS=1-2892
1970	OG0001970	YJL093C	augustus_masked-flattened_line_92-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.70&CDS=1-2559
1971	OG0001971	YJL094C	genemark-flattened_line_50-processed-gene-0.200-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.200&CDS=1-2430
1972	OG0001972	YJL095W	augustus_masked-flattened_line_4-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.113&CDS=1-6303
1973	OG0001973	YJL100W	snap_masked-flattened_line_64-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.45&CDS=1-2496
1974	OG0001974	YJL101C	genemark-flattened_line_12-processed-gene-1.118-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.118&CDS=1-1956
1975	OG0001975	YJL102W	snap_masked-flattened_line_16-processed-gene-3.203-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.203&CDS=1-3294
1976	OG0001976	YJL104W	snap_masked-flattened_line_2-processed-gene-2.28-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.28&CDS=1-414
1977	OG0001977	YJL106W	snap_masked-flattened_line_2-processed-gene-2.11-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.11&CDS=1-2076
1978	OG0001978	YJL108C	snap_masked-flattened_line_2-processed-gene-3.110-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.110&CDS=1-3204
1979	OG0001979	YJL109C	augustus_masked-flattened_line_68-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.63&CDS=1-5793
1980	OG0001980	YJL111W	snap_masked-flattened_line_34-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.72&CDS=1-1647
1981	OG0001981	YJL115W	maker-flattened_line_34-snap-gene-2.146-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-2.146&CDS=1-3006
1982	OG0001982	YJL116C	snap_masked-flattened_line_4-processed-gene-4.68-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.68&CDS=1-1149
1983	OG0001983	YJL117W	augustus_masked-flattened_line_12-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.66&CDS=1-912
1984	OG0001984	YJL121C	snap_masked-flattened_line_6-processed-gene-6.12-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.12&CDS=1-702
1985	OG0001985	YJL122W	snap_masked-flattened_line_6-processed-gene-6.47-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.47&CDS=1-498
1986	OG0001986	YJL123C	snap_masked-flattened_line_16-processed-gene-3.250-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.250&CDS=1-1353
1987	OG0001987	YJL125C	snap_masked-flattened_line_6-processed-gene-6.51-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.51&CDS=1-1113
1988	OG0001988	YJL126W	snap_masked-flattened_line_16-processed-gene-3.210-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.210&CDS=1-885
1989	OG0001989	YJL127C	snap_masked-flattened_line_4-processed-gene-7.193-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.193&CDS=1-1494
1990	OG0001990	YJL128C	snap_masked-flattened_line_2-processed-gene-4.129-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.129&CDS=1-2061
1991	OG0001991	YJL130C	snap_masked-flattened_line_22-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.34&CDS=1-6717
1992	OG0001992	YJL131C	augustus_masked-flattened_line_18-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.78&CDS=1-1113
1993	OG0001993	YJL132W	augustus_masked-flattened_line_0-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.103&CDS=1-2361
1994	OG0001994	YJL140W	snap_masked-flattened_line_8-processed-gene-5.156-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.156&CDS=1-570
1995	OG0001995	YJL141C	maker-flattened_line_8-augustus-gene-4.47-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-4.47&CDS=1-4221
1996	OG0001996	YJL143W	snap_masked-flattened_line_8-processed-gene-4.117-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.117&CDS=1-471
1997	OG0001997	YJL145W	snap_masked-flattened_line_119-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.7&CDS=1-1026
1998	OG0001998	YJL148W	snap_masked-flattened_line_10-processed-gene-3.45-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.45&CDS=1-747
1999	OG0001999	YJL153C	snap_masked-flattened_line_0-processed-gene-5.14-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.14&CDS=1-1578
2000	OG0002000	YJL154C	snap_masked-flattened_line_88-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.100&CDS=1-2547
2001	OG0002001	YJL155C	snap_masked-flattened_line_16-processed-gene-1.141-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.141&CDS=1-1356
2002	OG0002002	YJL156C	snap_masked-flattened_line_16-processed-gene-1.140-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.140&CDS=1-2745
2003	OG0002003	YJL157C	snap_masked-flattened_line_6-processed-gene-3.107-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.107&CDS=1-3222
2004	OG0002004	YJL163C	snap_masked-flattened_line_94-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.19&CDS=1-1770
2005	OG0002005	YJL166W	snap_masked-flattened_line_4-processed-gene-2.87-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.87&CDS=1-279
2006	OG0002006	YJL167W	genemark-flattened_line_20-processed-gene-2.19-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.19&CDS=1-1053
2007	OG0002007	YJL168C	snap_masked-flattened_line_20-processed-gene-1.95-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.95&CDS=1-2310
2008	OG0002008	YJL171C	snap_masked-flattened_line_24-processed-gene-2.238-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.238&CDS=1-1275
2009	OG0002009	YJL174W	genemark-flattened_line_32-processed-gene-1.79-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.79&CDS=1-804
2010	OG0002010	YJL176C	snap_masked-flattened_line_4-processed-gene-7.159-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.159&CDS=1-2250
2011	OG0002011	YJL178C	snap_masked-flattened_line_8-processed-gene-5.162-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.162&CDS=1-831
2012	OG0002012	YJL179W	snap_masked-flattened_line_8-processed-gene-5.198-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.198&CDS=1-351
2013	OG0002013	YJL180C	snap_masked-flattened_line_12-processed-gene-3.20-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.20&CDS=1-969
2014	OG0002014	YJL183W	snap_masked-flattened_line_8-processed-gene-5.163-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.163&CDS=1-1299
2015	OG0002015	YJL184W	snap_masked-flattened_line_8-processed-gene-5.201-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.201&CDS=1-333
2016	OG0002016	YJL187C	snap_masked-flattened_line_14-processed-gene-1.21-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.21&CDS=1-3273
2017	OG0002017	YJL189W	genemark-flattened_line_48-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-1.101&CDS=1-153
2018	OG0002018	YJL194W	snap_masked-flattened_line_28-processed-gene-1.17-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.17&CDS=1-1791
2019	OG0002019	YJL197W	snap_masked-flattened_line_46-processed-gene-1.46-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-1.46&CDS=1-3855
2020	OG0002020	YJL200C	snap_masked-flattened_line_6-processed-gene-1.73-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.73&CDS=1-2409
2021	OG0002021	YJL201W	snap_masked-flattened_line_34-processed-gene-1.2-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.2&CDS=1-1773
