	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_paradoxus
2383	OG0002383	YJL181W	genemark-Spar_10-processed-gene-0.18-mRNA-1_1&gene=genemark-Spar_10-processed-gene-0.18&CDS=1-1800
2384	OG0002384	YJL183W	genemark-Spar_10-processed-gene-0.17-mRNA-1_1&gene=genemark-Spar_10-processed-gene-0.17&CDS=1-1266
2385	OG0002385	YJL184W	genemark-Spar_10-processed-gene-0.16-mRNA-1_1&gene=genemark-Spar_10-processed-gene-0.16&CDS=1-369
2386	OG0002386	YJL185C	genemark-Spar_10-processed-gene-0.33-mRNA-1_1&gene=genemark-Spar_10-processed-gene-0.33&CDS=1-879
2387	OG0002387	YJL186W	snap_masked-Spar_10-processed-gene-0.52-mRNA-1_1&gene=snap_masked-Spar_10-processed-gene-0.52&CDS=1-1758
2388	OG0002388	YJL187C	genemark-Spar_10-processed-gene-0.32-mRNA-1_1&gene=genemark-Spar_10-processed-gene-0.32&CDS=1-2463
2389	OG0002389	YJL188C	maker-Spar_10-snap-gene-0.113-mRNA-1_1&gene=maker-Spar_10-snap-gene-0.113&CDS=1-327
2390	OG0002390	YJL192C	genemark-Spar_10-processed-gene-0.30-mRNA-1_1&gene=genemark-Spar_10-processed-gene-0.30&CDS=1-702
2391	OG0002391	YJL193W	genemark-Spar_10-processed-gene-0.13-mRNA-1_1&gene=genemark-Spar_10-processed-gene-0.13&CDS=1-1206
2392	OG0002392	YJL194W	genemark-Spar_10-processed-gene-0.12-mRNA-1_1&gene=genemark-Spar_10-processed-gene-0.12&CDS=1-1539
2393	OG0002393	YJL196C	genemark-Spar_10-processed-gene-0.29-mRNA-1_1&gene=genemark-Spar_10-processed-gene-0.29&CDS=1-930
2394	OG0002394	YJL197W	genemark-Spar_10-processed-gene-0.11-mRNA-1_1&gene=genemark-Spar_10-processed-gene-0.11&CDS=1-3762
2395	OG0002395	YJL200C	genemark-Spar_10-processed-gene-0.28-mRNA-1_1&gene=genemark-Spar_10-processed-gene-0.28&CDS=1-2652
2396	OG0002396	YJL201W	augustus_masked-Spar_10-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-Spar_10-processed-gene-0.83&CDS=1-2622
2397	OG0002397	YJL204C	genemark-Spar_10-processed-gene-0.27-mRNA-1_1&gene=genemark-Spar_10-processed-gene-0.27&CDS=1-2520
2398	OG0002398	YJL207C	augustus_masked-Spar_10-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-Spar_10-processed-gene-0.98&CDS=1-9288
2399	OG0002399	YJL209W	augustus_masked-Spar_10-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-Spar_10-processed-gene-0.82&CDS=1-2658
2400	OG0002400	YJL212C	genemark-Spar_10-processed-gene-0.24-mRNA-1_1&gene=genemark-Spar_10-processed-gene-0.24&CDS=1-2397
2401	OG0002401	YJL213W	genemark-Spar_10-processed-gene-0.5-mRNA-1_1&gene=genemark-Spar_10-processed-gene-0.5&CDS=1-1323
2402	OG0002402	YJL217W	genemark-Spar_10-processed-gene-0.2-mRNA-1_1&gene=genemark-Spar_10-processed-gene-0.2&CDS=1-594
2403	OG0002403	YJL218W	genemark-Spar_10-processed-gene-0.1-mRNA-1_1&gene=genemark-Spar_10-processed-gene-0.1&CDS=1-588
2404	OG0002404	YJR001W	augustus_masked-Spar_10-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-Spar_10-processed-gene-4.16&CDS=1-3414
2405	OG0002405	YJR003C	snap_masked-Spar_10-processed-gene-4.81-mRNA-1_1&gene=snap_masked-Spar_10-processed-gene-4.81&CDS=1-3357
2406	OG0002406	YJR005C-A	augustus_masked-Spar_10-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-Spar_10-processed-gene-4.37&CDS=1-279
2407	OG0002407	YJR005W	genemark-Spar_10-processed-gene-4.101-mRNA-1_1&gene=genemark-Spar_10-processed-gene-4.101&CDS=1-2100
2408	OG0002408	YJR006W	genemark-Spar_10-processed-gene-4.102-mRNA-1_1&gene=genemark-Spar_10-processed-gene-4.102&CDS=1-1461
2409	OG0002409	YJR007W	genemark-Spar_10-processed-gene-4.103-mRNA-1_1&gene=genemark-Spar_10-processed-gene-4.103&CDS=1-912
2410	OG0002410	YJR008W	genemark-Spar_10-processed-gene-4.104-mRNA-1_1&gene=genemark-Spar_10-processed-gene-4.104&CDS=1-1017
2411	OG0002411	YJR010C-A	snap_masked-Spar_10-processed-gene-4.83-mRNA-1_1&gene=snap_masked-Spar_10-processed-gene-4.83&CDS=1-282
2412	OG0002412	YJR010W	genemark-Spar_10-processed-gene-4.105-mRNA-1_1&gene=genemark-Spar_10-processed-gene-4.105&CDS=1-1533
2413	OG0002413	YJR011C	maker-Spar_10-augustus-gene-4.48-mRNA-1_1&gene=maker-Spar_10-augustus-gene-4.48&CDS=1-1161
2414	OG0002414	YJR013W	genemark-Spar_10-processed-gene-4.106-mRNA-1_1&gene=genemark-Spar_10-processed-gene-4.106&CDS=1-1209
2415	OG0002415	YJR014W	genemark-Spar_10-processed-gene-4.107-mRNA-1_1&gene=genemark-Spar_10-processed-gene-4.107&CDS=1-597
2416	OG0002416	YJR015W	maker-Spar_10-snap-gene-4.6-mRNA-1_1&gene=maker-Spar_10-snap-gene-4.6&CDS=1-1380
2417	OG0002417	YJR030C	genemark-Spar_10-processed-gene-4.127-mRNA-1_1&gene=genemark-Spar_10-processed-gene-4.127&CDS=1-2520
2418	OG0002418	YJR032W	genemark-Spar_10-processed-gene-4.109-mRNA-1_1&gene=genemark-Spar_10-processed-gene-4.109&CDS=1-1179
2419	OG0002419	YJR033C	genemark-Spar_10-processed-gene-4.129-mRNA-1_1&gene=genemark-Spar_10-processed-gene-4.129&CDS=1-4080
2420	OG0002420	YJR034W	genemark-Spar_10-processed-gene-4.110-mRNA-1_1&gene=genemark-Spar_10-processed-gene-4.110&CDS=1-324
2421	OG0002421	YJR035W	genemark-Spar_10-processed-gene-4.111-mRNA-1_1&gene=genemark-Spar_10-processed-gene-4.111&CDS=1-3252
2422	OG0002422	YJR036C	genemark-Spar_10-processed-gene-4.130-mRNA-1_1&gene=genemark-Spar_10-processed-gene-4.130&CDS=1-2673
2423	OG0002423	YJR038C	maker-Spar_10-snap-gene-4.8-mRNA-1_1&gene=maker-Spar_10-snap-gene-4.8&CDS=1-195
2424	OG0002424	YJR039W	genemark-Spar_10-processed-gene-4.112-mRNA-1_1&gene=genemark-Spar_10-processed-gene-4.112&CDS=1-3336
2425	OG0002425	YJR040W	genemark-Spar_10-processed-gene-4.113-mRNA-1_1&gene=genemark-Spar_10-processed-gene-4.113&CDS=1-2328
2426	OG0002426	YJR041C	snap_masked-Spar_10-processed-gene-4.90-mRNA-1_1&gene=snap_masked-Spar_10-processed-gene-4.90&CDS=1-3519
2427	OG0002427	YJR042W	genemark-Spar_10-processed-gene-5.41-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.41&CDS=1-2232
2428	OG0002428	YJR043C	genemark-Spar_10-processed-gene-5.43-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.43&CDS=1-1053
2429	OG0002429	YJR044C	snap_masked-Spar_10-processed-gene-5.95-mRNA-1_1&gene=snap_masked-Spar_10-processed-gene-5.95&CDS=1-417
2430	OG0002430	YJR046W	genemark-Spar_10-processed-gene-5.42-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.42&CDS=1-1812
2431	OG0002431	YJR047C	genemark-Spar_10-processed-gene-5.71-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.71&CDS=1-471
2432	OG0002432	YJR048W	genemark-Spar_10-processed-gene-5.45-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.45&CDS=1-327
2433	OG0002433	YJR049C	genemark-Spar_10-processed-gene-5.72-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.72&CDS=1-1587
2434	OG0002434	YJR050W	genemark-Spar_10-processed-gene-5.46-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.46&CDS=1-705
2435	OG0002435	YJR051W	augustus_masked-Spar_10-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-Spar_10-processed-gene-5.6&CDS=1-1503
2436	OG0002436	YJR052W	augustus_masked-Spar_10-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-Spar_10-processed-gene-5.7&CDS=1-4887
2437	OG0002437	YJR055W	genemark-Spar_10-processed-gene-5.51-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.51&CDS=1-492
2438	OG0002438	YJR056C	genemark-Spar_10-processed-gene-5.73-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.73&CDS=1-702
2439	OG0002439	YJR057W	genemark-Spar_10-processed-gene-5.52-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.52&CDS=1-645
2440	OG0002440	YJR058C	snap_masked-Spar_10-processed-gene-5.127-mRNA-1_1&gene=snap_masked-Spar_10-processed-gene-5.127&CDS=1-441
2441	OG0002441	YJR059W	genemark-Spar_10-processed-gene-5.53-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.53&CDS=1-2454
2442	OG0002442	YJR060W	genemark-Spar_10-processed-gene-5.54-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.54&CDS=1-1047
2443	OG0002443	YJR061W	genemark-Spar_10-processed-gene-5.55-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.55&CDS=1-2802
2444	OG0002444	YJR062C	snap_masked-Spar_10-processed-gene-5.128-mRNA-1_1&gene=snap_masked-Spar_10-processed-gene-5.128&CDS=1-1371
2445	OG0002445	YJR064W	augustus_masked-Spar_10-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-Spar_10-processed-gene-5.11&CDS=1-2025
2446	OG0002446	YJR065C	genemark-Spar_10-processed-gene-5.75-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.75&CDS=1-1347
2447	OG0002447	YJR067C	genemark-Spar_10-processed-gene-5.76-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.76&CDS=1-420
2448	OG0002448	YJR068W	genemark-Spar_10-processed-gene-5.59-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.59&CDS=1-1059
2449	OG0002449	YJR069C	genemark-Spar_10-processed-gene-5.77-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.77&CDS=1-591
2450	OG0002450	YJR072C	augustus_masked-Spar_10-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-Spar_10-processed-gene-5.31&CDS=1-2772
2451	OG0002451	YJR075W	augustus_masked-Spar_10-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-Spar_10-processed-gene-5.14&CDS=1-1731
2452	OG0002452	YJR076C	genemark-Spar_10-processed-gene-5.81-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.81&CDS=1-1245
2453	OG0002453	YJR077C	genemark-Spar_10-processed-gene-5.82-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.82&CDS=1-933
2454	OG0002454	YJR078W	genemark-Spar_10-processed-gene-5.62-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.62&CDS=1-1326
2455	OG0002455	YJR080C	augustus_masked-Spar_10-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-Spar_10-processed-gene-5.34&CDS=1-2325
2456	OG0002456	YJR084W	genemark-Spar_10-processed-gene-5.63-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.63&CDS=1-1329
2457	OG0002457	YJR085C	genemark-Spar_10-processed-gene-5.86-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.86&CDS=1-315
2458	OG0002458	YJR086W	genemark-Spar_10-processed-gene-5.64-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.64&CDS=1-324
2459	OG0002459	YJR088C	genemark-Spar_10-processed-gene-5.87-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.87&CDS=1-876
2460	OG0002460	YJR089W	genemark-Spar_10-processed-gene-5.65-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.65&CDS=1-2844
2461	OG0002461	YJR090C	genemark-Spar_10-processed-gene-5.88-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.88&CDS=1-3444
2462	OG0002462	YJR091C	genemark-Spar_10-processed-gene-5.89-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.89&CDS=1-3285
2463	OG0002463	YJR092W	genemark-Spar_10-processed-gene-5.66-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.66&CDS=1-4338
2464	OG0002464	YJR093C	genemark-Spar_10-processed-gene-5.90-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.90&CDS=1-981
2465	OG0002465	YJR094C	genemark-Spar_10-processed-gene-5.91-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.91&CDS=1-1092
2466	OG0002466	YJR095W	genemark-Spar_10-processed-gene-5.68-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.68&CDS=1-966
2467	OG0002467	YJR096W	genemark-Spar_10-processed-gene-5.69-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.69&CDS=1-846
2468	OG0002468	YJR097W	genemark-Spar_10-processed-gene-5.70-mRNA-1_1&gene=genemark-Spar_10-processed-gene-5.70&CDS=1-504
2469	OG0002469	YJR098C	augustus_masked-Spar_10-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-Spar_10-processed-gene-6.3&CDS=1-1953
2470	OG0002470	YJR099W	genemark-Spar_10-processed-gene-6.53-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.53&CDS=1-708
2471	OG0002471	YJR100C	genemark-Spar_10-processed-gene-6.57-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.57&CDS=1-966
2472	OG0002472	YJR101W	snap_masked-Spar_10-processed-gene-6.123-mRNA-1_1&gene=snap_masked-Spar_10-processed-gene-6.123&CDS=1-801
2473	OG0002473	YJR102C	genemark-Spar_10-processed-gene-6.58-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.58&CDS=1-471
2474	OG0002474	YJR104C	genemark-Spar_10-processed-gene-6.88-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.88&CDS=1-462
2475	OG0002475	YJR105W	genemark-Spar_10-processed-gene-6.59-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.59&CDS=1-1020
2476	OG0002476	YJR106W	augustus_masked-Spar_10-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-Spar_10-processed-gene-6.7&CDS=1-3369
2477	OG0002477	YJR109C	genemark-Spar_10-processed-gene-6.89-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.89&CDS=1-3354
2478	OG0002478	YJR110W	genemark-Spar_10-processed-gene-6.63-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.63&CDS=1-2064
2479	OG0002479	YJR111C	genemark-Spar_10-processed-gene-6.90-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.90&CDS=1-849
2480	OG0002480	YJR112W	genemark-Spar_10-processed-gene-6.64-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.64&CDS=1-603
2481	OG0002481	YJR112W-A	snap_masked-Spar_10-processed-gene-6.134-mRNA-1_1&gene=snap_masked-Spar_10-processed-gene-6.134&CDS=1-237
2482	OG0002482	YJR113C	genemark-Spar_10-processed-gene-6.91-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.91&CDS=1-741
2483	OG0002483	YJR116W	genemark-Spar_10-processed-gene-6.65-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.65&CDS=1-1098
2484	OG0002484	YJR117W	genemark-Spar_10-processed-gene-6.66-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.66&CDS=1-1359
2485	OG0002485	YJR118C	genemark-Spar_10-processed-gene-6.92-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.92&CDS=1-585
2486	OG0002486	YJR119C	genemark-Spar_10-processed-gene-6.93-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.93&CDS=1-2187
2487	OG0002487	YJR121W	genemark-Spar_10-processed-gene-6.67-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.67&CDS=1-1533
2488	OG0002488	YJR122W	genemark-Spar_10-processed-gene-6.68-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.68&CDS=1-1491
2489	OG0002489	YJR123W	genemark-Spar_10-processed-gene-6.69-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.69&CDS=1-675
2490	OG0002490	YJR124C	genemark-Spar_10-processed-gene-6.94-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.94&CDS=1-1347
2491	OG0002491	YJR127C	maker-Spar_10-augustus-gene-6.119-mRNA-1_1&gene=maker-Spar_10-augustus-gene-6.119&CDS=1-7380
2492	OG0002492	YJR129C	genemark-Spar_10-processed-gene-6.98-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.98&CDS=1-1017
2493	OG0002493	YJR130C	genemark-Spar_10-processed-gene-6.99-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.99&CDS=1-1917
2494	OG0002494	YJR132W	augustus_masked-Spar_10-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-Spar_10-processed-gene-6.15&CDS=1-4767
2495	OG0002495	YJR133W	genemark-Spar_10-processed-gene-6.72-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.72&CDS=1-627
2496	OG0002496	YJR134C	genemark-Spar_10-processed-gene-6.100-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.100&CDS=1-2121
2497	OG0002497	YJR135C	genemark-Spar_10-processed-gene-6.101-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.101&CDS=1-717
2498	OG0002498	YJR135W-A	snap_masked-Spar_10-processed-gene-6.142-mRNA-1_1&gene=snap_masked-Spar_10-processed-gene-6.142&CDS=1-261
2499	OG0002499	YJR136C	genemark-Spar_10-processed-gene-6.102-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.102&CDS=1-1263
2500	OG0002500	YJR137C	genemark-Spar_10-processed-gene-6.103-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.103&CDS=1-4326
2501	OG0002501	YJR138W	genemark-Spar_10-processed-gene-6.73-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.73&CDS=1-4752
2502	OG0002502	YJR139C	genemark-Spar_10-processed-gene-6.104-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.104&CDS=1-1077
2503	OG0002503	YJR140C	genemark-Spar_10-processed-gene-6.105-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.105&CDS=1-4944
2504	OG0002504	YJR141W	genemark-Spar_10-processed-gene-6.74-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.74&CDS=1-1038
2505	OG0002505	YJR142W	genemark-Spar_10-processed-gene-6.75-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.75&CDS=1-1026
2506	OG0002506	YJR143C	genemark-Spar_10-processed-gene-6.106-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.106&CDS=1-2286
2507	OG0002507	YJR144W	genemark-Spar_10-processed-gene-6.76-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.76&CDS=1-807
2508	OG0002508	YJR147W	genemark-Spar_10-processed-gene-6.77-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.77&CDS=1-1074
2509	OG0002509	YJR149W	genemark-Spar_10-processed-gene-6.79-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.79&CDS=1-1149
2510	OG0002510	YJR152W	genemark-Spar_10-processed-gene-6.80-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.80&CDS=1-1629
2511	OG0002511	YJR153W	genemark-Spar_10-processed-gene-6.81-mRNA-1_1&gene=genemark-Spar_10-processed-gene-6.81&CDS=1-1083
2512	OG0002512	YKL001C	genemark-Spar_11-processed-gene-4.99-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.99&CDS=1-606
2513	OG0002513	YKL002W	maker-Spar_11-snap-gene-4.3-mRNA-1_1&gene=maker-Spar_11-snap-gene-4.3&CDS=1-696
2514	OG0002514	YKL003C	genemark-Spar_11-processed-gene-4.98-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.98&CDS=1-393
2515	OG0002515	YKL004W	genemark-Spar_11-processed-gene-4.77-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.77&CDS=1-1203
2516	OG0002516	YKL005C	genemark-Spar_11-processed-gene-4.97-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.97&CDS=1-1782
2517	OG0002517	YKL007W	genemark-Spar_11-processed-gene-4.75-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.75&CDS=1-804
2518	OG0002518	YKL008C	genemark-Spar_11-processed-gene-4.96-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.96&CDS=1-1254
2519	OG0002519	YKL009W	genemark-Spar_11-processed-gene-4.74-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.74&CDS=1-708
2520	OG0002520	YKL010C	genemark-Spar_11-processed-gene-4.95-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.95&CDS=1-5502
2521	OG0002521	YKL012W	genemark-Spar_11-processed-gene-4.73-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.73&CDS=1-1749
2522	OG0002522	YKL013C	genemark-Spar_11-processed-gene-4.94-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.94&CDS=1-513
2523	OG0002523	YKL014C	genemark-Spar_11-processed-gene-4.93-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.93&CDS=1-5295
2524	OG0002524	YKL015W	genemark-Spar_11-processed-gene-4.72-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.72&CDS=1-2238
2525	OG0002525	YKL016C	genemark-Spar_11-processed-gene-4.92-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.92&CDS=1-522
2526	OG0002526	YKL017C	genemark-Spar_11-processed-gene-4.91-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.91&CDS=1-2049
2527	OG0002527	YKL018W	genemark-Spar_11-processed-gene-4.70-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.70&CDS=1-987
2528	OG0002528	YKL019W	genemark-Spar_11-processed-gene-4.69-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.69&CDS=1-948
2529	OG0002529	YKL020C	maker-Spar_11-augustus-gene-4.13-mRNA-1_1&gene=maker-Spar_11-augustus-gene-4.13&CDS=1-7026
2530	OG0002530	YKL023C-A	snap_masked-Spar_11-processed-gene-4.38-mRNA-1_1&gene=snap_masked-Spar_11-processed-gene-4.38&CDS=1-225
2531	OG0002531	YKL023W	genemark-Spar_11-processed-gene-4.68-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.68&CDS=1-846
2532	OG0002532	YKL025C	maker-Spar_11-augustus-gene-4.12-mRNA-1_1&gene=maker-Spar_11-augustus-gene-4.12&CDS=1-2595
2533	OG0002533	YKL026C	genemark-Spar_11-processed-gene-4.85-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.85&CDS=1-501
2534	OG0002534	YKL027W	genemark-Spar_11-processed-gene-4.66-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.66&CDS=1-1341
2535	OG0002535	YKL028W	genemark-Spar_11-processed-gene-4.63-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.63&CDS=1-1437
2536	OG0002536	YKL029C	genemark-Spar_11-processed-gene-4.65-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.65&CDS=1-2010
2537	OG0002537	YKL032C	augustus_masked-Spar_11-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-Spar_11-processed-gene-4.112&CDS=1-1509
2538	OG0002538	YKL033W	genemark-Spar_11-processed-gene-4.62-mRNA-1_1&gene=genemark-Spar_11-processed-gene-4.62&CDS=1-3099
2539	OG0002539	YKL034W	augustus_masked-Spar_11-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-Spar_11-processed-gene-4.109&CDS=1-2904
2540	OG0002540	YKL038W	maker-Spar_11-augustus-gene-3.45-mRNA-1_1&gene=maker-Spar_11-augustus-gene-3.45&CDS=1-5025
2541	OG0002541	YKL039W	genemark-Spar_11-processed-gene-3.120-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.120&CDS=1-1569
2542	OG0002542	YKL040C	genemark-Spar_11-processed-gene-3.138-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.138&CDS=1-768
2543	OG0002543	YKL041W	genemark-Spar_11-processed-gene-3.119-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.119&CDS=1-672
2544	OG0002544	YKL042W	genemark-Spar_11-processed-gene-3.118-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.118&CDS=1-1089
2545	OG0002545	YKL043W	genemark-Spar_11-processed-gene-3.117-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.117&CDS=1-1098
2546	OG0002546	YKL044W	maker-Spar_11-snap-gene-3.6-mRNA-1_1&gene=maker-Spar_11-snap-gene-3.6&CDS=1-330
2547	OG0002547	YKL045W	genemark-Spar_11-processed-gene-3.116-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.116&CDS=1-1584
2548	OG0002548	YKL046C	genemark-Spar_11-processed-gene-3.137-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.137&CDS=1-1347
2549	OG0002549	YKL047W	genemark-Spar_11-processed-gene-3.115-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.115&CDS=1-1548
2550	OG0002550	YKL048C	genemark-Spar_11-processed-gene-3.136-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.136&CDS=1-1920
2551	OG0002551	YKL049C	genemark-Spar_11-processed-gene-3.135-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.135&CDS=1-687
2552	OG0002552	YKL050C	genemark-Spar_11-processed-gene-3.134-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.134&CDS=1-2763
2553	OG0002553	YKL051W	genemark-Spar_11-processed-gene-3.114-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.114&CDS=1-1059
2554	OG0002554	YKL053C-A	augustus_masked-Spar_11-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-Spar_11-processed-gene-3.38&CDS=1-1083
2555	OG0002555	YKL054C	genemark-Spar_11-processed-gene-3.132-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.132&CDS=1-2211
2556	OG0002556	YKL055C	genemark-Spar_11-processed-gene-3.131-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.131&CDS=1-648
2557	OG0002557	YKL056C	genemark-Spar_11-processed-gene-3.130-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.130&CDS=1-501
2558	OG0002558	YKL057C	genemark-Spar_11-processed-gene-3.129-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.129&CDS=1-3111
2559	OG0002559	YKL058W	genemark-Spar_11-processed-gene-3.113-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.113&CDS=1-366
2560	OG0002560	YKL059C	genemark-Spar_11-processed-gene-3.128-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.128&CDS=1-1323
2561	OG0002561	YKL060C	genemark-Spar_11-processed-gene-3.127-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.127&CDS=1-1077
2562	OG0002562	YKL061W	genemark-Spar_11-processed-gene-3.112-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.112&CDS=1-339
2563	OG0002563	YKL062W	genemark-Spar_11-processed-gene-3.111-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.111&CDS=1-1893
2564	OG0002564	YKL063C	genemark-Spar_11-processed-gene-3.126-mRNA-1_1&gene=genemark-Spar_11-processed-gene-3.126&CDS=1-501
