	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035673_Candida_orba
1798	OG0001798	YHR079C-A	augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-1.118&CDS=1-219
1799	OG0001799	YHR084W	augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-1.110&CDS=1-2568
1800	OG0001800	YHR085W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.123&CDS=1-1035
1801	OG0001801	YHR087W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.113&CDS=1-327
1802	OG0001802	YHR088W	augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-0.63&CDS=1-882
1803	OG0001803	YHR089C	augustus_masked-NODE_26_length_113171_cov_97.9406_ID_4626-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_26_length_113171_cov_97.9406_ID_4626-processed-gene-0.34&CDS=1-612
1804	OG0001804	YHR090C	augustus_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-1.51&CDS=1-942
1805	OG0001805	YHR097C	snap_masked-NODE_29_length_91889_cov_116.398_ID_4951-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_29_length_91889_cov_116.398_ID_4951-processed-gene-0.89&CDS=1-1146
1806	OG0001806	YHR098C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.258-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.258&CDS=1-2676
1807	OG0001807	YHR099W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-8.39&CDS=1-11364
1808	OG0001808	YHR100C	augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-2.47&CDS=1-585
1809	OG0001809	YHR101C	maker-NODE_60_length_24512_cov_112.351_ID_15316-augustus-gene-0.42-mRNA-1_1&gene=maker-NODE_60_length_24512_cov_112.351_ID_15316-augustus-gene-0.42&CDS=1-930
1810	OG0001810	YHR108W	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.220-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.220&CDS=1-1692
1811	OG0001811	YHR111W	augustus_masked-NODE_29_length_91889_cov_116.398_ID_4951-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_29_length_91889_cov_116.398_ID_4951-processed-gene-0.0&CDS=1-1299
1812	OG0001812	YHR112C	augustus_masked-NODE_60_length_24512_cov_112.351_ID_15316-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_60_length_24512_cov_112.351_ID_15316-processed-gene-0.35&CDS=1-1128
1813	OG0001813	YHR113W	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-0.66&CDS=1-1473
1814	OG0001814	YHR114W	augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.139&CDS=1-1791
1815	OG0001815	YHR116W	augustus_masked-NODE_34_length_77108_cov_101.239_ID_6280-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_34_length_77108_cov_101.239_ID_6280-processed-gene-0.89&CDS=1-345
1816	OG0001816	YHR118C	augustus_masked-NODE_56_length_30191_cov_165.813_ID_7253-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_56_length_30191_cov_165.813_ID_7253-processed-gene-0.35&CDS=1-990
1817	OG0001817	YHR119W	maker-NODE_56_length_30191_cov_165.813_ID_7253-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_56_length_30191_cov_165.813_ID_7253-augustus-gene-0.3&CDS=1-2961
1818	OG0001818	YHR120W	augustus_masked-NODE_56_length_30191_cov_165.813_ID_7253-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_56_length_30191_cov_165.813_ID_7253-processed-gene-0.29&CDS=1-2790
1819	OG0001819	YHR121W	augustus_masked-NODE_44_length_60991_cov_88.2388_ID_5719-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_44_length_60991_cov_88.2388_ID_5719-processed-gene-0.13&CDS=1-570
1820	OG0001820	YHR122W	augustus_masked-NODE_56_length_30191_cov_165.813_ID_7253-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_56_length_30191_cov_165.813_ID_7253-processed-gene-0.30&CDS=1-600
1821	OG0001821	YHR124W	augustus_masked-NODE_56_length_30191_cov_165.813_ID_7253-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_56_length_30191_cov_165.813_ID_7253-processed-gene-0.37&CDS=1-1647
1822	OG0001822	YHR128W	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-1.115&CDS=1-651
1823	OG0001823	YHR134W	augustus_masked-NODE_43_length_63378_cov_101.02_ID_5761-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_43_length_63378_cov_101.02_ID_5761-processed-gene-0.68&CDS=1-900
1824	OG0001824	YHR137W	augustus_masked-NODE_21_length_144094_cov_97.4792_ID_4719-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_21_length_144094_cov_97.4792_ID_4719-processed-gene-0.92&CDS=1-1560
1825	OG0001825	YHR142W	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-6.241-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-6.241&CDS=1-900
1826	OG0001826	YHR143W-A	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.277-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.277&CDS=1-210
1827	OG0001827	YHR144C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.280-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.280&CDS=1-987
1828	OG0001828	YHR147C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.31&CDS=1-669
1829	OG0001829	YHR148W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.58&CDS=1-549
1830	OG0001830	YHR150W	snap_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-1.26&CDS=1-1485
1831	OG0001831	YHR151C	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-2.52&CDS=1-1401
1832	OG0001832	YHR156C	genemark-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-3.2-mRNA-1_1&gene=genemark-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-3.2&CDS=1-1218
1833	OG0001833	YHR158C	augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-1.29&CDS=1-3570
1834	OG0001834	YHR159W	augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-1.52&CDS=1-1386
1835	OG0001835	YHR164C	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-3.11&CDS=1-4458
1836	OG0001836	YHR165C	maker-NODE_4_length_747051_cov_106.202_ID_3507-snap-gene-2.162-mRNA-1_1&gene=maker-NODE_4_length_747051_cov_106.202_ID_3507-snap-gene-2.162&CDS=1-8682
1837	OG0001837	YHR169W	maker-NODE_4_length_747051_cov_106.202_ID_3507-snap-gene-1.58-mRNA-1_1&gene=maker-NODE_4_length_747051_cov_106.202_ID_3507-snap-gene-1.58&CDS=1-2856
1838	OG0001838	YHR170W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-1.150&CDS=1-1521
1839	OG0001839	YHR171W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-1.149&CDS=1-1863
1840	OG0001840	YHR172W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-1.147&CDS=1-2286
1841	OG0001841	YHR175W	maker-NODE_4_length_747051_cov_106.202_ID_3507-snap-gene-2.165-mRNA-1_1&gene=maker-NODE_4_length_747051_cov_106.202_ID_3507-snap-gene-2.165&CDS=1-501
1842	OG0001842	YHR178W	snap_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-0.40&CDS=1-2232
1843	OG0001843	YHR181W	augustus_masked-NODE_26_length_113171_cov_97.9406_ID_4626-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_26_length_113171_cov_97.9406_ID_4626-processed-gene-0.33&CDS=1-669
1844	OG0001844	YHR183W	augustus_masked-NODE_28_length_96598_cov_100.004_ID_8157-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_28_length_96598_cov_100.004_ID_8157-processed-gene-0.95&CDS=1-1524
1845	OG0001845	YHR186C	augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.120&CDS=1-4176
1846	OG0001846	YHR187W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-0.15&CDS=1-897
1847	OG0001847	YHR188C	augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-3.75&CDS=1-1866
1848	OG0001848	YHR190W	augustus_masked-NODE_19_length_157058_cov_101.046_ID_5644-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_19_length_157058_cov_101.046_ID_5644-processed-gene-0.116&CDS=1-1335
1849	OG0001849	YHR191C	augustus_masked-NODE_51_length_35058_cov_114.576_ID_7027-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_51_length_35058_cov_114.576_ID_7027-processed-gene-0.21&CDS=1-390
1850	OG0001850	YHR192W	augustus_masked-NODE_51_length_35058_cov_114.576_ID_7027-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_51_length_35058_cov_114.576_ID_7027-processed-gene-0.32&CDS=1-858
1851	OG0001851	YHR193C	augustus_masked-NODE_51_length_35058_cov_114.576_ID_7027-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_51_length_35058_cov_114.576_ID_7027-processed-gene-0.20&CDS=1-501
1852	OG0001852	YHR194W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.85&CDS=1-2520
1853	OG0001853	YHR197W	snap_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-2.135&CDS=1-2229
1854	OG0001854	YHR200W	snap_masked-NODE_53_length_33435_cov_99.4918_ID_3219-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_53_length_33435_cov_99.4918_ID_3219-processed-gene-0.23&CDS=1-771
1855	OG0001855	YHR201C	snap_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-0.89&CDS=1-1194
1856	OG0001856	YHR202W	augustus_masked-NODE_32_length_86984_cov_121.358_ID_5533-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_32_length_86984_cov_121.358_ID_5533-processed-gene-0.97&CDS=1-1692
1857	OG0001857	YHR204W	augustus_masked-NODE_32_length_86984_cov_121.358_ID_5533-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_32_length_86984_cov_121.358_ID_5533-processed-gene-0.98&CDS=1-2223
1858	OG0001858	YHR205W	genemark-NODE_32_length_86984_cov_121.358_ID_5533-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_32_length_86984_cov_121.358_ID_5533-processed-gene-0.78&CDS=1-2088
1859	OG0001859	YHR207C	snap_masked-NODE_32_length_86984_cov_121.358_ID_5533-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_32_length_86984_cov_121.358_ID_5533-processed-gene-0.9&CDS=1-1344
1860	OG0001860	YHR208W	augustus_masked-NODE_32_length_86984_cov_121.358_ID_5533-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_32_length_86984_cov_121.358_ID_5533-processed-gene-0.118&CDS=1-1134
1861	OG0001861	YIL001W	maker-NODE_39_length_72524_cov_94.9443_ID_5361-augustus-gene-0.50-mRNA-1_1&gene=maker-NODE_39_length_72524_cov_94.9443_ID_5361-augustus-gene-0.50&CDS=1-1545
1862	OG0001862	YIL003W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-7.87-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-7.87&CDS=1-870
1863	OG0001863	YIL004C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-7.61&CDS=1-948
1864	OG0001864	YIL005W	snap_masked-NODE_30_length_89228_cov_111.197_ID_4989-processed-gene-0.165-mRNA-1_1&gene=snap_masked-NODE_30_length_89228_cov_111.197_ID_4989-processed-gene-0.165&CDS=1-2028
1865	OG0001865	YIL006W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-3.16&CDS=1-1134
1866	OG0001866	YIL007C	snap_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-4.33-mRNA-1_1&gene=snap_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-4.33&CDS=1-792
1867	OG0001867	YIL008W	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-4.65&CDS=1-300
1868	OG0001868	YIL009C-A	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.132&CDS=1-570
1869	OG0001869	YIL010W	augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-1.30&CDS=1-579
1870	OG0001870	YIL016W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-3.38&CDS=1-387
1871	OG0001871	YIL017C	snap_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-3.123-mRNA-1_1&gene=snap_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-3.123&CDS=1-2427
1872	OG0001872	YIL019W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-3.40&CDS=1-966
1873	OG0001873	YIL020C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-3.25&CDS=1-807
1874	OG0001874	YIL021W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-3.41&CDS=1-915
1875	OG0001875	YIL022W	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-0.58&CDS=1-1239
1876	OG0001876	YIL030C	genemark-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-0.19&CDS=1-4329
1877	OG0001877	YIL031W	snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.196-mRNA-1_1&gene=snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.196&CDS=1-3294
1878	OG0001878	YIL033C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.283-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.283&CDS=1-1389
1879	OG0001879	YIL034C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.284-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.284&CDS=1-813
1880	OG0001880	YIL036W	snap_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.97-mRNA-1_1&gene=snap_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.97&CDS=1-894
1881	OG0001881	YIL042C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-7.56-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-7.56&CDS=1-1164
1882	OG0001882	YIL043C	augustus_masked-NODE_22_length_129868_cov_101.505_ID_8768-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_22_length_129868_cov_101.505_ID_8768-processed-gene-0.149&CDS=1-828
1883	OG0001883	YIL044C	augustus_masked-NODE_24_length_122096_cov_96.048_ID_6063-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-NODE_24_length_122096_cov_96.048_ID_6063-processed-gene-0.179&CDS=1-945
1884	OG0001884	YIL046W	augustus_masked-NODE_21_length_144094_cov_97.4792_ID_4719-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_21_length_144094_cov_97.4792_ID_4719-processed-gene-0.133&CDS=1-1881
1885	OG0001885	YIL047C	augustus_masked-NODE_21_length_144094_cov_97.4792_ID_4719-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_21_length_144094_cov_97.4792_ID_4719-processed-gene-0.137&CDS=1-2568
1886	OG0001886	YIL048W	augustus_masked-NODE_21_length_144094_cov_97.4792_ID_4719-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_21_length_144094_cov_97.4792_ID_4719-processed-gene-0.105&CDS=1-3348
1887	OG0001887	YIL049W	genemark-NODE_21_length_144094_cov_97.4792_ID_4719-processed-gene-0.205-mRNA-1_1&gene=genemark-NODE_21_length_144094_cov_97.4792_ID_4719-processed-gene-0.205&CDS=1-873
1888	OG0001888	YIL061C	maker-NODE_10_length_310917_cov_107.48_ID_4357-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_10_length_310917_cov_107.48_ID_4357-augustus-gene-0.4&CDS=1-1062
1889	OG0001889	YIL062C	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-0.8&CDS=1-450
1890	OG0001890	YIL063C	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-0.9&CDS=1-1140
1891	OG0001891	YIL064W	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-0.35&CDS=1-690
1892	OG0001892	YIL065C	augustus_masked-NODE_18_length_183053_cov_97.7767_ID_4463-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_18_length_183053_cov_97.7767_ID_4463-processed-gene-0.0&CDS=1-459
1893	OG0001893	YIL067C	augustus_masked-NODE_40_length_70818_cov_124.625_ID_5579-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_40_length_70818_cov_124.625_ID_5579-processed-gene-0.64&CDS=1-1992
1894	OG0001894	YIL068C	augustus_masked-NODE_40_length_70818_cov_124.625_ID_5579-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_40_length_70818_cov_124.625_ID_5579-processed-gene-0.65&CDS=1-2382
1895	OG0001895	YIL070C	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-2.24&CDS=1-798
1896	OG0001896	YIL072W	genemark-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-0.76&CDS=1-1851
1897	OG0001897	YIL073C	augustus_masked-NODE_34_length_77108_cov_101.239_ID_6280-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_34_length_77108_cov_101.239_ID_6280-processed-gene-0.105&CDS=1-2754
1898	OG0001898	YIL074C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-6.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-6.5&CDS=1-1416
1899	OG0001899	YIL075C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-6.4&CDS=1-2856
1900	OG0001900	YIL076W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.335-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.335&CDS=1-882
1901	OG0001901	YIL083C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-4.114&CDS=1-1038
1902	OG0001902	YIL084C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.70&CDS=1-768
1903	OG0001903	YIL087C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.73&CDS=1-498
1904	OG0001904	YIL090W	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-1.126&CDS=1-1197
1905	OG0001905	YIL091C	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-1.152&CDS=1-2202
1906	OG0001906	YIL093C	augustus_masked-NODE_40_length_70818_cov_124.625_ID_5579-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_40_length_70818_cov_124.625_ID_5579-processed-gene-0.81&CDS=1-750
1907	OG0001907	YIL097W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-2.123&CDS=1-1272
1908	OG0001908	YIL098C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-3.8&CDS=1-438
1909	OG0001909	YIL099W	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-5.24&CDS=1-1647
1910	OG0001910	YIL101C	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.102&CDS=1-1215
1911	OG0001911	YIL103W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.106&CDS=1-1269
1912	OG0001912	YIL104C	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.104&CDS=1-1497
1913	OG0001913	YIL108W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-2.139&CDS=1-2181
1914	OG0001914	YIL109C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-2.118&CDS=1-2754
1915	OG0001915	YIL110W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-2.136&CDS=1-1101
