	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034758_Lipomyces_japonicus
1262	OG0001262	YGL018C	genemark-flattened_line_15-processed-gene-1.179-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.179&CDS=1-672
1263	OG0001263	YGL019W	genemark-flattened_line_63-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.13&CDS=1-1068
1264	OG0001264	YGL020C	genemark-flattened_line_109-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_109-processed-gene-0.60&CDS=1-609
1265	OG0001265	YGL022W	genemark-flattened_line_0-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.90&CDS=1-2256
1266	OG0001266	YGL023C	genemark-flattened_line_39-processed-gene-0.164-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.164&CDS=1-1059
1267	OG0001267	YGL026C	genemark-flattened_line_77-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_77-processed-gene-0.22&CDS=1-2121
1268	OG0001268	YGL027C	augustus_masked-flattened_line_7-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-2.154&CDS=1-2499
1269	OG0001269	YGL028C	genemark-flattened_line_222-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_222-processed-gene-0.29&CDS=1-2343
1270	OG0001270	YGL033W	snap_masked-flattened_line_2-processed-gene-1.139-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.139&CDS=1-402
1271	OG0001271	YGL035C	genemark-flattened_line_157-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_157-processed-gene-0.52&CDS=1-1443
1272	OG0001272	YGL038C	genemark-flattened_line_11-processed-gene-1.241-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.241&CDS=1-1134
1273	OG0001273	YGL040C	genemark-flattened_line_33-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.61&CDS=1-1041
1274	OG0001274	YGL043W	genemark-flattened_line_145-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_145-processed-gene-0.76&CDS=1-969
1275	OG0001275	YGL044C	snap_masked-flattened_line_194-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_194-processed-gene-0.16&CDS=1-846
1276	OG0001276	YGL045W	maker-flattened_line_95-snap-gene-0.111-mRNA-1_1&gene=maker-flattened_line_95-snap-gene-0.111&CDS=1-1809
1277	OG0001277	YGL047W	genemark-flattened_line_103-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_103-processed-gene-0.84&CDS=1-582
1278	OG0001278	YGL048C	genemark-flattened_line_11-processed-gene-0.154-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.154&CDS=1-1191
1279	OG0001279	YGL050W	genemark-flattened_line_105-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_105-processed-gene-0.130&CDS=1-903
1280	OG0001280	YGL054C	genemark-flattened_line_89-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_89-processed-gene-0.114&CDS=1-411
1281	OG0001281	YGL058W	genemark-flattened_line_276-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_276-processed-gene-0.0&CDS=1-456
1282	OG0001282	YGL059W	genemark-flattened_line_29-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.55&CDS=1-1299
1283	OG0001283	YGL064C	genemark-flattened_line_19-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.72&CDS=1-1629
1284	OG0001284	YGL065C	genemark-flattened_line_61-processed-gene-0.157-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.157&CDS=1-1662
1285	OG0001285	YGL066W	augustus_masked-flattened_line_19-processed-gene-1.219-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.219&CDS=1-1131
1286	OG0001286	YGL067W	augustus_masked-flattened_line_2-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.10&CDS=1-1209
1287	OG0001287	YGL068W	genemark-flattened_line_5-processed-gene-2.206-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.206&CDS=1-531
1288	OG0001288	YGL070C	genemark-flattened_line_5-processed-gene-2.229-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.229&CDS=1-420
1289	OG0001289	YGL073W	augustus_masked-flattened_line_51-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.113&CDS=1-1638
1290	OG0001290	YGL078C	genemark-flattened_line_75-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.121&CDS=1-1722
1291	OG0001291	YGL079W	genemark-flattened_line_2-processed-gene-2.120-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.120&CDS=1-840
1292	OG0001292	YGL083W	genemark-flattened_line_87-processed-gene-0.154-mRNA-1_1&gene=genemark-flattened_line_87-processed-gene-0.154&CDS=1-2577
1293	OG0001293	YGL084C	maker-flattened_line_133-augustus-gene-0.13-mRNA-1_1&gene=maker-flattened_line_133-augustus-gene-0.13&CDS=1-1656
1294	OG0001294	YGL085W	maker-flattened_line_5-snap-gene-1.102-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-1.102&CDS=1-975
1295	OG0001295	YGL086W	genemark-flattened_line_35-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.0&CDS=1-2133
1296	OG0001296	YGL087C	maker-flattened_line_53-augustus-gene-0.91-mRNA-1_1&gene=maker-flattened_line_53-augustus-gene-0.91&CDS=1-405
1297	OG0001297	YGL091C	genemark-flattened_line_388-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_388-processed-gene-0.3&CDS=1-1032
1298	OG0001298	YGL092W	genemark-flattened_line_29-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.99&CDS=1-5472
1299	OG0001299	YGL094C	genemark-flattened_line_129-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_129-processed-gene-0.61&CDS=1-3357
1300	OG0001300	YGL095C	genemark-flattened_line_17-processed-gene-1.214-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.214&CDS=1-1734
1301	OG0001301	YGL097W	genemark-flattened_line_200-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_200-processed-gene-0.15&CDS=1-1743
1302	OG0001302	YGL099W	genemark-flattened_line_15-processed-gene-1.249-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.249&CDS=1-1461
1303	OG0001303	YGL100W	genemark-flattened_line_115-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_115-processed-gene-0.69&CDS=1-1086
1304	OG0001304	YGL103W	augustus_masked-flattened_line_0-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.40&CDS=1-447
1305	OG0001305	YGL105W	genemark-flattened_line_91-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_91-processed-gene-0.33&CDS=1-975
1306	OG0001306	YGL106W	genemark-flattened_line_21-processed-gene-1.49-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.49&CDS=1-435
1307	OG0001307	YGL110C	snap_masked-flattened_line_85-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.126&CDS=1-1941
1308	OG0001308	YGL111W	genemark-flattened_line_313-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_313-processed-gene-0.8&CDS=1-1458
1309	OG0001309	YGL112C	genemark-flattened_line_79-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.92&CDS=1-1530
1310	OG0001310	YGL114W	genemark-flattened_line_13-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.60&CDS=1-2067
1311	OG0001311	YGL115W	genemark-flattened_line_13-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-0.43&CDS=1-1089
1312	OG0001312	YGL116W	genemark-flattened_line_81-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_81-processed-gene-0.4&CDS=1-1596
1313	OG0001313	YGL119W	genemark-flattened_line_63-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.49&CDS=1-1683
1314	OG0001314	YGL120C	genemark-flattened_line_13-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-0.39&CDS=1-2313
1315	OG0001315	YGL122C	genemark-flattened_line_0-processed-gene-2.150-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.150&CDS=1-1629
1316	OG0001316	YGL123W	genemark-flattened_line_2-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.69&CDS=1-789
1317	OG0001317	YGL124C	augustus_masked-flattened_line_95-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.22&CDS=1-1854
1318	OG0001318	YGL126W	genemark-flattened_line_9-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.62&CDS=1-972
1319	OG0001319	YGL127C	snap_masked-flattened_line_9-processed-gene-1.113-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.113&CDS=1-429
1320	OG0001320	YGL129C	snap_masked-flattened_line_73-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.86&CDS=1-2157
1321	OG0001321	YGL130W	genemark-flattened_line_15-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.47&CDS=1-1212
1322	OG0001322	YGL131C	maker-flattened_line_21-snap-gene-0.55-mRNA-1_1&gene=maker-flattened_line_21-snap-gene-0.55&CDS=1-3912
1323	OG0001323	YGL136C	maker-flattened_line_43-augustus-gene-0.84-mRNA-1_1&gene=maker-flattened_line_43-augustus-gene-0.84&CDS=1-945
1324	OG0001324	YGL137W	genemark-flattened_line_0-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.94&CDS=1-2391
1325	OG0001325	YGL141W	genemark-flattened_line_21-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.87&CDS=1-2859
1326	OG0001326	YGL142C	genemark-flattened_line_23-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.122&CDS=1-1503
1327	OG0001327	YGL143C	genemark-flattened_line_103-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_103-processed-gene-0.85&CDS=1-1332
1328	OG0001328	YGL144C	augustus_masked-flattened_line_101-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_101-processed-gene-0.16&CDS=1-2223
1329	OG0001329	YGL148W	genemark-flattened_line_11-processed-gene-1.180-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.180&CDS=1-1143
1330	OG0001330	YGL150C	genemark-flattened_line_19-processed-gene-1.12-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.12&CDS=1-4449
1331	OG0001331	YGL151W	genemark-flattened_line_11-processed-gene-1.173-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.173&CDS=1-2193
1332	OG0001332	YGL153W	genemark-flattened_line_71-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.41&CDS=1-948
1333	OG0001333	YGL155W	snap_masked-flattened_line_13-processed-gene-1.131-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.131&CDS=1-1326
1334	OG0001334	YGL156W	genemark-flattened_line_214-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_214-processed-gene-0.54&CDS=1-3315
1335	OG0001335	YGL160W	augustus_masked-flattened_line_93-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_93-processed-gene-0.13&CDS=1-798
1336	OG0001336	YGL161C	genemark-flattened_line_27-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.11&CDS=1-864
1337	OG0001337	YGL163C	genemark-flattened_line_13-processed-gene-1.11-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.11&CDS=1-2439
1338	OG0001338	YGL164C	genemark-flattened_line_204-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_204-processed-gene-0.28&CDS=1-1941
1339	OG0001339	YGL166W	genemark-flattened_line_408-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_408-processed-gene-0.0&CDS=1-1152
1340	OG0001340	YGL167C	genemark-flattened_line_123-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_123-processed-gene-0.50&CDS=1-2742
1341	OG0001341	YGL169W	genemark-flattened_line_0-processed-gene-2.179-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.179&CDS=1-1158
1342	OG0001342	YGL172W	genemark-flattened_line_19-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.112&CDS=1-1257
1343	OG0001343	YGL173C	genemark-flattened_line_171-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_171-processed-gene-0.61&CDS=1-4098
1344	OG0001344	YGL174W	genemark-flattened_line_35-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.79&CDS=1-984
1345	OG0001345	YGL179C	genemark-flattened_line_11-processed-gene-1.219-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.219&CDS=1-1527
1346	OG0001346	YGL180W	genemark-flattened_line_49-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.102&CDS=1-2676
1347	OG0001347	YGL183C	genemark-flattened_line_7-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.85&CDS=1-609
1348	OG0001348	YGL184C	snap_masked-flattened_line_35-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.85&CDS=1-1281
1349	OG0001349	YGL187C	maker-flattened_line_15-snap-gene-1.118-mRNA-1_1&gene=maker-flattened_line_15-snap-gene-1.118&CDS=1-549
1350	OG0001350	YGL190C	genemark-flattened_line_61-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.134&CDS=1-1410
1351	OG0001351	YGL191W	genemark-flattened_line_61-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.132&CDS=1-399
1352	OG0001352	YGL194C	genemark-flattened_line_53-processed-gene-0.163-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.163&CDS=1-1380
1353	OG0001353	YGL195W	genemark-flattened_line_39-processed-gene-0.197-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.197&CDS=1-7062
1354	OG0001354	YGL196W	genemark-flattened_line_71-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.15&CDS=1-1299
1355	OG0001355	YGL198W	genemark-flattened_line_174-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_174-processed-gene-0.72&CDS=1-855
1356	OG0001356	YGL200C	genemark-flattened_line_13-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-0.9&CDS=1-633
1357	OG0001357	YGL201C	genemark-flattened_line_15-processed-gene-1.194-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.194&CDS=1-2604
1358	OG0001358	YGL202W	genemark-flattened_line_5-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.99&CDS=1-1530
1359	OG0001359	YGL203C	maker-flattened_line_53-augustus-gene-0.90-mRNA-1_1&gene=maker-flattened_line_53-augustus-gene-0.90&CDS=1-1974
1360	OG0001360	YGL205W	maker-flattened_line_11-snap-gene-1.49-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-1.49&CDS=1-2112
1361	OG0001361	YGL206C	genemark-flattened_line_43-processed-gene-0.227-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.227&CDS=1-4986
1362	OG0001362	YGL207W	genemark-flattened_line_0-processed-gene-1.63-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.63&CDS=1-1605
1363	OG0001363	YGL211W	genemark-flattened_line_11-processed-gene-0.157-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.157&CDS=1-1014
1364	OG0001364	YGL212W	genemark-flattened_line_37-processed-gene-0.161-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.161&CDS=1-1128
1365	OG0001365	YGL215W	genemark-flattened_line_188-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_188-processed-gene-0.25&CDS=1-1341
1366	OG0001366	YGL220W	genemark-flattened_line_19-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.114&CDS=1-264
1367	OG0001367	YGL221C	genemark-flattened_line_19-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.96&CDS=1-918
1368	OG0001368	YGL224C	maker-flattened_line_23-snap-gene-0.47-mRNA-1_1&gene=maker-flattened_line_23-snap-gene-0.47&CDS=1-708
1369	OG0001369	YGL225W	genemark-flattened_line_59-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_59-processed-gene-0.21&CDS=1-1107
1370	OG0001370	YGL231C	genemark-flattened_line_13-processed-gene-1.27-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.27&CDS=1-534
1371	OG0001371	YGL232W	genemark-flattened_line_29-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.101&CDS=1-810
1372	OG0001372	YGL233W	snap_masked-flattened_line_95-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.71&CDS=1-2505
1373	OG0001373	YGL234W	augustus_masked-flattened_line_202-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_202-processed-gene-0.41&CDS=1-3261
1374	OG0001374	YGL236C	genemark-flattened_line_7-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.111&CDS=1-2055
1375	OG0001375	YGL237C	genemark-flattened_line_91-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_91-processed-gene-0.15&CDS=1-948
1376	OG0001376	YGL238W	genemark-flattened_line_59-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_59-processed-gene-0.20&CDS=1-2892
1377	OG0001377	YGL240W	genemark-flattened_line_19-processed-gene-1.40-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.40&CDS=1-792
1378	OG0001378	YGL241W	maker-flattened_line_9-augustus-gene-0.133-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-0.133&CDS=1-3213
1379	OG0001379	YGL242C	genemark-flattened_line_17-processed-gene-1.222-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.222&CDS=1-612
1380	OG0001380	YGL243W	genemark-flattened_line_73-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.142&CDS=1-1179
1381	OG0001381	YGL244W	genemark-flattened_line_47-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.99&CDS=1-1716
1382	OG0001382	YGL245W	snap_masked-flattened_line_151-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_151-processed-gene-0.22&CDS=1-1710
1383	OG0001383	YGL246C	genemark-flattened_line_17-processed-gene-1.220-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.220&CDS=1-1284
1384	OG0001384	YGL247W	genemark-flattened_line_39-processed-gene-0.183-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.183&CDS=1-1350
1385	OG0001385	YGL248W	augustus_masked-flattened_line_71-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.208&CDS=1-1737
1386	OG0001386	YGL251C	maker-flattened_line_21-snap-gene-0.49-mRNA-1_1&gene=maker-flattened_line_21-snap-gene-0.49&CDS=1-3429
1387	OG0001387	YGL252C	genemark-flattened_line_5-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.97&CDS=1-1617
1388	OG0001388	YGL253W	genemark-flattened_line_127-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_127-processed-gene-0.96&CDS=1-1479
1389	OG0001389	YGR001C	genemark-flattened_line_19-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.110&CDS=1-885
1390	OG0001390	YGR002C	genemark-flattened_line_19-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.83&CDS=1-1380
1391	OG0001391	YGR005C	genemark-flattened_line_11-processed-gene-0.167-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.167&CDS=1-1056
1392	OG0001392	YGR006W	genemark-flattened_line_15-processed-gene-1.240-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.240&CDS=1-1065
1393	OG0001393	YGR007W	maker-flattened_line_19-augustus-gene-0.65-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-0.65&CDS=1-1194
1394	OG0001394	YGR010W	genemark-flattened_line_45-processed-gene-0.186-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.186&CDS=1-1029
1395	OG0001395	YGR012W	genemark-flattened_line_145-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_145-processed-gene-0.84&CDS=1-1296
1396	OG0001396	YGR014W	genemark-flattened_line_35-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.49&CDS=1-3957
1397	OG0001397	YGR017W	genemark-flattened_line_238-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_238-processed-gene-0.19&CDS=1-852
1398	OG0001398	YGR019W	genemark-flattened_line_45-processed-gene-0.187-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.187&CDS=1-3057
1399	OG0001399	YGR020C	genemark-flattened_line_188-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_188-processed-gene-0.23&CDS=1-357
1400	OG0001400	YGR021W	genemark-flattened_line_25-processed-gene-1.34-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-1.34&CDS=1-834
1401	OG0001401	YGR024C	maker-flattened_line_27-augustus-gene-0.166-mRNA-1_1&gene=maker-flattened_line_27-augustus-gene-0.166&CDS=1-822
1402	OG0001402	YGR028W	genemark-flattened_line_107-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_107-processed-gene-0.140&CDS=1-1089
1403	OG0001403	YGR029W	genemark-flattened_line_75-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.140&CDS=1-585
1404	OG0001404	YGR031W	genemark-flattened_line_135-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_135-processed-gene-0.33&CDS=1-975
1405	OG0001405	YGR033C	genemark-flattened_line_53-processed-gene-0.144-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.144&CDS=1-879
1406	OG0001406	YGR036C	genemark-flattened_line_7-processed-gene-2.6-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-2.6&CDS=1-750
1407	OG0001407	YGR037C	genemark-flattened_line_77-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_77-processed-gene-0.43&CDS=1-261
1408	OG0001408	YGR044C	genemark-flattened_line_7-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.94&CDS=1-1920
1409	OG0001409	YGR046W	maker-flattened_line_35-snap-gene-0.199-mRNA-1_1&gene=maker-flattened_line_35-snap-gene-0.199&CDS=1-1317
1410	OG0001410	YGR047C	maker-flattened_line_51-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_51-snap-gene-0.1&CDS=1-3255
1411	OG0001411	YGR048W	genemark-flattened_line_113-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_113-processed-gene-0.17&CDS=1-1014
1412	OG0001412	YGR053C	snap_masked-flattened_line_13-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.59&CDS=1-816
1413	OG0001413	YGR054W	genemark-flattened_line_115-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_115-processed-gene-0.66&CDS=1-2001
1414	OG0001414	YGR057C	augustus_masked-flattened_line_61-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.78&CDS=1-903
1415	OG0001415	YGR058W	genemark-flattened_line_41-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.75&CDS=1-870
1416	OG0001416	YGR060W	genemark-flattened_line_75-processed-gene-0.143-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.143&CDS=1-909
1417	OG0001417	YGR061C	genemark-flattened_line_25-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.22&CDS=1-4251
1418	OG0001418	YGR062C	snap_masked-flattened_line_75-processed-gene-0.198-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.198&CDS=1-1197
1419	OG0001419	YGR063C	genemark-flattened_line_23-processed-gene-1.173-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.173&CDS=1-327
1420	OG0001420	YGR074W	snap_masked-flattened_line_133-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_133-processed-gene-0.97&CDS=1-345
1421	OG0001421	YGR076C	genemark-flattened_line_49-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.100&CDS=1-480
1422	OG0001422	YGR078C	genemark-flattened_line_49-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.97&CDS=1-510
1423	OG0001423	YGR080W	snap_masked-flattened_line_113-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.67&CDS=1-996
1424	OG0001424	YGR082W	genemark-flattened_line_9-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.24&CDS=1-501
1425	OG0001425	YGR083C	genemark-flattened_line_71-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.50&CDS=1-1452
1426	OG0001426	YGR086C	genemark-flattened_line_2-processed-gene-1.44-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.44&CDS=1-1011
1427	OG0001427	YGR089W	genemark-flattened_line_135-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_135-processed-gene-0.20&CDS=1-2787
1428	OG0001428	YGR090W	genemark-flattened_line_0-processed-gene-3.43-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.43&CDS=1-3438
1429	OG0001429	YGR091W	snap_masked-flattened_line_182-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_182-processed-gene-0.69&CDS=1-1239
1430	OG0001430	YGR093W	genemark-flattened_line_5-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.73&CDS=1-1599
1431	OG0001431	YGR094W	genemark-flattened_line_69-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.115&CDS=1-3138
1432	OG0001432	YGR095C	genemark-flattened_line_55-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.30&CDS=1-777
1433	OG0001433	YGR096W	genemark-flattened_line_99-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_99-processed-gene-0.117&CDS=1-1206
1434	OG0001434	YGR098C	maker-flattened_line_188-augustus-gene-0.49-mRNA-1_1&gene=maker-flattened_line_188-augustus-gene-0.49&CDS=1-4422
