	OrthologID	Candida_carpophila	Saccharomyces_cerevisiae
1580	OG0001580	-processed-gene-8.92-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-8.92&CDS=1-2220	YJR042W
1581	OG0001581	-processed-gene-8.71-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-8.71&CDS=1-2604	YJR036C
1582	OG0001582	-processed-gene-8.72-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-8.72&CDS=1-636	YEL024W
1583	OG0001583	-processed-gene-8.94-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-8.94&CDS=1-393	YOR104W
1584	OG0001584	-processed-gene-8.96-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-8.96&CDS=1-903	YDL198C
1585	OG0001585	-processed-gene-8.74-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-8.74&CDS=1-1578	YDR228C
1586	OG0001586	-processed-gene-8.97-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-8.97&CDS=1-741	YDR226W
1587	OG0001587	-processed-gene-8.98-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-8.98&CDS=1-1875	YKL029C
1588	OG0001588	-processed-gene-8.78-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-8.78&CDS=1-639	YDR486C
1589	OG0001589	-processed-gene-8.47-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-8.47&CDS=1-933	YOL096C
1590	OG0001590	-processed-gene-8.79-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-8.79&CDS=1-2130	YDR485C
1591	OG0001591	-processed-gene-8.102-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-8.102&CDS=1-1512	YHR048W
1592	OG0001592	-processed-gene-8.147-mRNA-1_1&gene=augustus_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-8.147&CDS=1-4002	YLR276C
1593	OG0001593	-processed-gene-8.128-mRNA-1_1&gene=augustus_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-8.128&CDS=1-2436	YCR068W
1594	OG0001594	-processed-gene-8.83-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-8.83&CDS=1-840	YML052W
1595	OG0001595	-processed-gene-8.55-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-8.55&CDS=1-402	YBL092W
1596	OG0001596	-snap-gene-8.160-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-snap-gene-8.160&CDS=1-495	YBL093C
1597	OG0001597	-processed-gene-8.151-mRNA-1_1&gene=augustus_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-8.151&CDS=1-2682	YPR163C
1598	OG0001598	-processed-gene-9.67-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.67&CDS=1-3687	YOR330C
1599	OG0001599	-processed-gene-9.101-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.101&CDS=1-723	YNL166C
1600	OG0001600	-processed-gene-9.74-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.74&CDS=1-2241	YNL161W
1601	OG0001601	-processed-gene-9.76-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.76&CDS=1-2781	YMR125W
1602	OG0001602	-processed-gene-9.77-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.77&CDS=1-939	YFL028C
1603	OG0001603	-processed-gene-9.78-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.78&CDS=1-453	YKL067W
1604	OG0001604	-processed-gene-9.79-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.79&CDS=1-1887	YLR055C
1605	OG0001605	-processed-gene-9.105-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.105&CDS=1-1848	YFL027C
1606	OG0001606	-processed-gene-9.107-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.107&CDS=1-465	YIL062C
1607	OG0001607	-processed-gene-9.108-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.108&CDS=1-366	YML108W
1608	OG0001608	-processed-gene-9.109-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.109&CDS=1-1653	YBR196C
1609	OG0001609	-augustus-gene-9.64-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-augustus-gene-9.64&CDS=1-1887	YBR234C
1610	OG0001610	-processed-gene-9.88-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.88&CDS=1-378	YBR233W-A
1611	OG0001611	-processed-gene-9.89-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.89&CDS=1-1443	YLR359W
1612	OG0001612	-processed-gene-9.91-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.91&CDS=1-804	YLR290C
1613	OG0001613	-processed-gene-9.171-mRNA-1_1&gene=augustus_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.171&CDS=1-4863	YGL167C
1614	OG0001614	-processed-gene-9.119-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.119&CDS=1-3078	YGL241W
1615	OG0001615	-processed-gene-9.120-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.120&CDS=1-513	YGL242C
1616	OG0001616	-processed-gene-9.94-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.94&CDS=1-693	YJL121C
1617	OG0001617	-processed-gene-9.121-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.121&CDS=1-456	YJL122W
1618	OG0001618	-processed-gene-9.95-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.95&CDS=1-2403	YJR126C
1619	OG0001619	-processed-gene-9.60-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.60&CDS=1-2532	YGR099W
1620	OG0001620	-processed-gene-9.98-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.98&CDS=1-1944	YKL114C
1621	OG0001621	-processed-gene-9.99-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-9.99&CDS=1-4164	YKL113C
1622	OG0001622	-processed-gene-10.74-mRNA-1_1&gene=augustus_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.74&CDS=1-747	YOL038W
1623	OG0001623	-augustus-gene-10.0-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-augustus-gene-10.0&CDS=1-3063	YBR198C
1624	OG0001624	-processed-gene-10.131-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.131&CDS=1-702	YGR057C
1625	OG0001625	-processed-gene-10.162-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.162&CDS=1-360	YMR035W
1626	OG0001626	-processed-gene-10.24-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.24&CDS=1-294	YDR031W
1627	OG0001627	-processed-gene-10.163-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.163&CDS=1-654	YLR250W
1628	OG0001628	-processed-gene-10.80-mRNA-1_1&gene=augustus_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.80&CDS=1-543	YOR163W
1629	OG0001629	-processed-gene-10.52-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.52&CDS=1-930	YOR164C
1630	OG0001630	-processed-gene-10.134-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.134&CDS=1-300	YFR049W
1631	OG0001631	-processed-gene-10.135-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.135&CDS=1-819	YFR050C
1632	OG0001632	-processed-gene-10.136-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.136&CDS=1-1131	YGL248W
1633	OG0001633	-augustus-gene-10.2-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-augustus-gene-10.2&CDS=1-2835	YPR105C
1634	OG0001634	-processed-gene-10.167-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.167&CDS=1-594	YPR107C
1635	OG0001635	-processed-gene-10.168-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.168&CDS=1-1248	YAL009W
1636	OG0001636	-processed-gene-10.138-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.138&CDS=1-1395	YJL091C
1637	OG0001637	-processed-gene-10.141-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.141&CDS=1-1416	YOR216C
1638	OG0001638	-processed-gene-10.142-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.142&CDS=1-2520	YOR217W
1639	OG0001639	-processed-gene-10.169-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.169&CDS=1-1158	YPL146C
1640	OG0001640	-augustus-gene-10.8-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-augustus-gene-10.8&CDS=1-3831	YAL019W
1641	OG0001641	-processed-gene-10.146-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.146&CDS=1-1011	YAL020C
1642	OG0001642	-processed-gene-10.147-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.147&CDS=1-666	YOL032W
1643	OG0001643	-processed-gene-10.92-mRNA-1_1&gene=augustus_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.92&CDS=1-2307	YAL012W
1644	OG0001644	-processed-gene-10.172-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.172&CDS=1-324	YOL039W
1645	OG0001645	-processed-gene-10.150-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.150&CDS=1-1356	YOL049W
1646	OG0001646	-snap-gene-10.190-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-snap-gene-10.190&CDS=1-816	YOL048C
1647	OG0001647	-processed-gene-10.151-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.151&CDS=1-1362	YNL239W
1648	OG0001648	-processed-gene-10.42-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.42&CDS=1-222	YBL071W-A
1649	OG0001649	-processed-gene-10.153-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.153&CDS=1-651	YAR008W
1650	OG0001650	-augustus-gene-10.10-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-augustus-gene-10.10&CDS=1-4443	YJL154C
1651	OG0001651	-processed-gene-10.178-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.178&CDS=1-6438	YNL242W
1652	OG0001652	-processed-gene-10.99-mRNA-1_1&gene=augustus_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.99&CDS=1-3000	YAL010C
1653	OG0001653	-augustus-gene-10.11-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-augustus-gene-10.11&CDS=1-4188	YHR102W
1654	OG0001654	-processed-gene-10.158-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.158&CDS=1-648	YOR202W
1655	OG0001655	-processed-gene-10.159-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.159&CDS=1-1185	YOR201C
1656	OG0001656	-processed-gene-10.182-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.182&CDS=1-1209	YHR016C
1657	OG0001657	-processed-gene-10.161-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-10.161&CDS=1-1671	YEL013W
1658	OG0001658	-processed-gene-11.96-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.96&CDS=1-1401	YJL049W
1659	OG0001659	-processed-gene-11.45-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.45&CDS=1-987	YGL091C
1660	OG0001660	-processed-gene-11.46-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.46&CDS=1-3750	YGL092W
1661	OG0001661	-augustus-gene-11.150-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-augustus-gene-11.150&CDS=1-1599	YEL015W
1662	OG0001662	-processed-gene-11.43-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.43&CDS=1-1839	YFR029W
1663	OG0001663	-processed-gene-11.49-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.49&CDS=1-1479	YGR155W
1664	OG0001664	-processed-gene-11.72-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.72&CDS=1-897	YGL043W
1665	OG0001665	-processed-gene-11.50-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.50&CDS=1-726	YGL044C
1666	OG0001666	-processed-gene-11.73-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.73&CDS=1-783	YER126C
1667	OG0001667	-processed-gene-11.55-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.55&CDS=1-969	YER127W
1668	OG0001668	-processed-gene-11.74-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.74&CDS=1-1854	YGL178W
1669	OG0001669	-processed-gene-11.75-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.75&CDS=1-1158	YGL175C
1670	OG0001670	-processed-gene-11.56-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.56&CDS=1-1485	YGL172W
1671	OG0001671	-processed-gene-11.57-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.57&CDS=1-723	YGL174W
1672	OG0001672	-processed-gene-11.129-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.129&CDS=1-2169	YPR021C
1673	OG0001673	-processed-gene-11.111-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.111&CDS=1-306	YLL018C-A
1674	OG0001674	-processed-gene-11.77-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.77&CDS=1-5397	YGL173C
1675	OG0001675	-snap-gene-11.155-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-snap-gene-11.155&CDS=1-3804	YKL025C
1676	OG0001676	-processed-gene-11.113-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.113&CDS=1-228	YER146W
1677	OG0001677	-processed-gene-11.61-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.61&CDS=1-1263	YER143W
1678	OG0001678	-processed-gene-11.79-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.79&CDS=1-939	YDL124W
1679	OG0001679	-augustus-gene-11.152-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-augustus-gene-11.152&CDS=1-2901	YER136W
1680	OG0001680	-processed-gene-11.63-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.63&CDS=1-1437	YFR005C
1681	OG0001681	-processed-gene-11.135-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.135&CDS=1-933	YHR083W
1682	OG0001682	-processed-gene-11.83-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.83&CDS=1-669	YDR071C
1683	OG0001683	-augustus-gene-11.153-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-augustus-gene-11.153&CDS=1-3711	YPR003C
1684	OG0001684	-processed-gene-11.64-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.64&CDS=1-984	YPR004C
1685	OG0001685	-processed-gene-11.139-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.139&CDS=1-2559	YKL015W
1686	OG0001686	-processed-gene-11.88-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.88&CDS=1-2097	YKL017C
1687	OG0001687	-augustus-gene-11.154-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-augustus-gene-11.154&CDS=1-5199	YJR092W
1688	OG0001688	-processed-gene-11.68-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.68&CDS=1-1437	YDL103C
1689	OG0001689	-processed-gene-11.69-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-11.69&CDS=1-1887	YHL032C
1690	OG0001690	-processed-gene-12.71-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.71&CDS=1-1113	YPR035W
1691	OG0001691	-processed-gene-12.72-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.72&CDS=1-1425	YPR036W
1692	OG0001692	-processed-gene-12.154-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.154&CDS=1-2814	YJR089W
1693	OG0001693	-processed-gene-12.156-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.156&CDS=1-891	YFR041C
1694	OG0001694	-processed-gene-12.78-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.78&CDS=1-393	YER046W
1695	OG0001695	-processed-gene-12.112-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.112&CDS=1-927	YDL142C
1696	OG0001696	-augustus-gene-12.231-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-augustus-gene-12.231&CDS=1-2841	YNR043W
1697	OG0001697	-snap-gene-12.234-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-snap-gene-12.234&CDS=1-822	YJL003W
1698	OG0001698	-processed-gene-12.115-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.115&CDS=1-864	YCR086W
1699	OG0001699	-processed-gene-12.161-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.161&CDS=1-1341	YDR289C
1700	OG0001700	-processed-gene-12.116-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.116&CDS=1-2283	YOL095C
1701	OG0001701	-processed-gene-12.82-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.82&CDS=1-2004	YDR484W
1702	OG0001702	-processed-gene-12.117-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.117&CDS=1-981	YOL094C
1703	OG0001703	-augustus-gene-12.232-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-augustus-gene-12.232&CDS=1-5907	YDL140C
1704	OG0001704	-processed-gene-12.200-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.200&CDS=1-1320	YKL143W
1705	OG0001705	-processed-gene-12.124-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.124&CDS=1-957	YHR034C
1706	OG0001706	-processed-gene-12.11-mRNA-1_1&gene=augustus_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.11&CDS=1-2364	YDL141W
1707	OG0001707	-processed-gene-12.85-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.85&CDS=1-1140	YNR041C
1708	OG0001708	-processed-gene-12.203-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.203&CDS=1-2877	YDR495C
1709	OG0001709	-processed-gene-12.206-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.206&CDS=1-3021	YNL321W
1710	OG0001710	-processed-gene-12.129-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.129&CDS=1-1044	YDR411C
1711	OG0001711	-processed-gene-12.88-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.88&CDS=1-363	YGR074W
1712	OG0001712	-processed-gene-12.130-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.130&CDS=1-462	YGR076C
1713	OG0001713	-processed-gene-12.132-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.132&CDS=1-483	YDL004W
1714	OG0001714	-processed-gene-12.89-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.89&CDS=1-1347	YDL003W
1715	OG0001715	-processed-gene-12.90-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.90&CDS=1-681	YDR489W
1716	OG0001716	-processed-gene-12.213-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.213&CDS=1-2283	YOL138C
1717	OG0001717	-processed-gene-12.91-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.91&CDS=1-873	YNL320W
1718	OG0001718	-processed-gene-12.136-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.136&CDS=1-621	YOL139C
1719	OG0001719	-processed-gene-12.139-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.139&CDS=1-2847	YMR080C
1720	OG0001720	-processed-gene-12.100-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.100&CDS=1-525	YBR022W
1721	OG0001721	-processed-gene-12.102-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.102&CDS=1-2088	YKR001C
1722	OG0001722	-processed-gene-12.103-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.103&CDS=1-1296	YOL052C
1723	OG0001723	-processed-gene-12.143-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.143&CDS=1-897	YBR085W
1724	OG0001724	-processed-gene-12.145-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.145&CDS=1-447	YDR092W
1725	OG0001725	-processed-gene-12.147-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-12.147&CDS=1-1164	YGR234W
1726	OG0001726	-processed-gene-0.101-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.101&CDS=1-3240	YIL147C
1727	OG0001727	-augustus-gene-0.49-mRNA-1_1&gene=maker-gi|1002316127|dbj|BCGK01000003.1|-augustus-gene-0.49&CDS=1-3006	YHR028C
1728	OG0001728	-processed-gene-0.31-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.31&CDS=1-1179	YOL125W
1729	OG0001729	-processed-gene-0.104-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.104&CDS=1-1215	YMR014W
1730	OG0001730	-processed-gene-0.32-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.32&CDS=1-1344	YDR221W
1731	OG0001731	-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.81&CDS=1-1266	YIR022W
1732	OG0001732	-processed-gene-0.106-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.106&CDS=1-1359	YKL088W
1733	OG0001733	-processed-gene-0.130-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.130&CDS=1-1575	YDR120C
1734	OG0001734	-processed-gene-0.11-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.11&CDS=1-204	YLR099W-A
1735	OG0001735	-processed-gene-0.107-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.107&CDS=1-1104	YDR126W
1736	OG0001736	-processed-gene-0.108-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.108&CDS=1-2595	YIR023W
1737	OG0001737	-processed-gene-0.133-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.133&CDS=1-2301	YKL013C
1738	OG0001738	-processed-gene-0.134-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.134&CDS=1-3975	YLR084C
1739	OG0001739	-processed-gene-0.111-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.111&CDS=1-1914	YDR108W
1740	OG0001740	-processed-gene-0.41-mRNA-1_1&gene=snap_masked-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.41&CDS=1-2700	YPR019W
1741	OG0001741	-processed-gene-0.137-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.137&CDS=1-1194	YPL101W
1742	OG0001742	-processed-gene-0.114-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.114&CDS=1-1428	YDR105C
1743	OG0001743	-processed-gene-0.115-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.115&CDS=1-372	YPR020W
1744	OG0001744	-processed-gene-0.138-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.138&CDS=1-1620	YGL171W
1745	OG0001745	-processed-gene-0.116-mRNA-1_1&gene=genemark-gi|1002316127|dbj|BCGK01000003.1|-processed-gene-0.116&CDS=1-651	YLR312W-A
