	OrthologID	Lachancea_nothofagi	Saccharomyces_cerevisiae
1902	OG0001902	snap_masked-LANO0E-processed-gene-11.44-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.44&CDS=1-795	YHR134W
1903	OG0001903	snap_masked-LANO0E-processed-gene-11.16-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.16&CDS=1-780	YNL156C
1904	OG0001904	snap_masked-LANO0E-processed-gene-11.45-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.45&CDS=1-387	YHR132W-A
1905	OG0001905	snap_masked-LANO0E-processed-gene-11.17-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.17&CDS=1-1311	YHR132C
1906	OG0001906	snap_masked-LANO0E-processed-gene-11.46-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.46&CDS=1-471	YNL158W
1907	OG0001907	snap_masked-LANO0E-processed-gene-11.20-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.20&CDS=1-2184	YHR131C
1908	OG0001908	snap_masked-LANO0E-processed-gene-11.48-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.48&CDS=1-648	YHR128W
1909	OG0001909	snap_masked-LANO0E-processed-gene-11.49-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.49&CDS=1-327	YNL147W
1910	OG0001910	snap_masked-LANO0E-processed-gene-11.23-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.23&CDS=1-735	YNL148C
1911	OG0001911	snap_masked-LANO0E-processed-gene-11.24-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.24&CDS=1-378	YNL149C
1912	OG0001912	maker-LANO0E-snap-gene-11.0-mRNA-1_1&gene=maker-LANO0E-snap-gene-11.0&CDS=1-672	YNL151C
1913	OG0001913	snap_masked-LANO0E-processed-gene-11.50-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.50&CDS=1-1182	YNL152W
1914	OG0001914	snap_masked-LANO0E-processed-gene-11.51-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.51&CDS=1-4893	YNL139C
1915	OG0001915	augustus_masked-LANO0E-processed-gene-11.129-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-11.129&CDS=1-258	YNL138W-A
1916	OG0001916	snap_masked-LANO0E-processed-gene-11.52-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.52&CDS=1-708	YHR127W
1917	OG0001917	snap_masked-LANO0E-processed-gene-11.27-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.27&CDS=1-1563	YNL138W
1918	OG0001918	snap_masked-LANO0E-processed-gene-11.53-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.53&CDS=1-1431	YNL137C
1919	OG0001919	snap_masked-LANO0E-processed-gene-11.28-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.28&CDS=1-1050	YNL136W
1920	OG0001920	snap_masked-LANO0E-processed-gene-11.54-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-11.54&CDS=1-342	YNL135C
1921	OG0001921	snap_masked-LANO0E-processed-gene-12.40-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.40&CDS=1-534	YNL133C
1922	OG0001922	snap_masked-LANO0E-processed-gene-12.41-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.41&CDS=1-2040	YHR124W
1923	OG0001923	snap_masked-LANO0E-processed-gene-12.38-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.38&CDS=1-3153	YNL132W
1924	OG0001924	snap_masked-LANO0E-processed-gene-12.39-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.39&CDS=1-456	YNL131W
1925	OG0001925	maker-LANO0E-snap-gene-12.124-mRNA-1_1&gene=maker-LANO0E-snap-gene-12.124&CDS=1-1173	YNL130C
1926	OG0001926	snap_masked-LANO0E-processed-gene-12.43-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.43&CDS=1-672	YHR122W
1927	OG0001927	maker-LANO0E-snap-gene-12.121-mRNA-1_1&gene=maker-LANO0E-snap-gene-12.121&CDS=1-714	YNL129W
1928	OG0001928	maker-LANO0E-snap-gene-12.122-mRNA-1_1&gene=maker-LANO0E-snap-gene-12.122&CDS=1-1137	YNL128W
1929	OG0001929	snap_masked-LANO0E-processed-gene-12.62-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.62&CDS=1-315	YHR121W
1930	OG0001930	snap_masked-LANO0E-processed-gene-12.46-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.46&CDS=1-2763	YNL127W
1931	OG0001931	augustus_masked-LANO0E-processed-gene-12.89-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-12.89&CDS=1-2490	YNL126W
1932	OG0001932	snap_masked-LANO0E-processed-gene-12.49-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.49&CDS=1-1674	YNL124W
1933	OG0001933	augustus_masked-LANO0E-processed-gene-12.102-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-12.102&CDS=1-5736	YHR120W
1934	OG0001934	snap_masked-LANO0E-processed-gene-12.50-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.50&CDS=1-1290	YHR118C
1935	OG0001935	snap_masked-LANO0E-processed-gene-12.51-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.51&CDS=1-2958	YNL123W
1936	OG0001936	snap_masked-LANO0E-processed-gene-12.65-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.65&CDS=1-1797	YNL121C
1937	OG0001937	snap_masked-LANO0E-processed-gene-12.66-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.66&CDS=1-330	YHR116W
1938	OG0001938	snap_masked-LANO0E-processed-gene-12.52-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.52&CDS=1-1287	YNL119W
1939	OG0001939	snap_masked-LANO0E-processed-gene-12.67-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.67&CDS=1-2508	YNL118C
1940	OG0001940	snap_masked-LANO0E-processed-gene-12.69-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.69&CDS=1-1770	YBL051C
1941	OG0001941	snap_masked-LANO0E-processed-gene-12.55-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.55&CDS=1-267	YER019C-A
1942	OG0001942	augustus_masked-LANO0E-processed-gene-12.108-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-12.108&CDS=1-3135	YER086W
1943	OG0001943	snap_masked-LANO0E-processed-gene-12.56-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.56&CDS=1-1428	YLR190W
1944	OG0001944	snap_masked-LANO0E-processed-gene-12.57-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.57&CDS=1-1215	YLR191W
1945	OG0001945	snap_masked-LANO0E-processed-gene-12.73-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.73&CDS=1-1704	YDL174C
1946	OG0001946	snap_masked-LANO0E-processed-gene-12.75-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.75&CDS=1-825	YLR192C
1947	OG0001947	snap_masked-LANO0E-processed-gene-12.76-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.76&CDS=1-6453	YDL171C
1948	OG0001948	snap_masked-LANO0E-processed-gene-12.77-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.77&CDS=1-2109	YKL078W
1949	OG0001949	augustus_masked-LANO0E-processed-gene-12.100-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-12.100&CDS=1-2367	YMR064W
1950	OG0001950	snap_masked-LANO0E-processed-gene-12.61-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.61&CDS=1-1530	YMR065W
1951	OG0001951	snap_masked-LANO0E-processed-gene-12.78-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-12.78&CDS=1-2940	YGR240C
1952	OG0001952	augustus_masked-LANO0E-processed-gene-12.116-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-12.116&CDS=1-1887	YGR241C
1953	OG0001953	augustus_masked-LANO0E-processed-gene-13.0-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-13.0&CDS=1-1749	YDR536W
1954	OG0001954	snap_masked-LANO0E-processed-gene-13.93-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.93&CDS=1-1323	YMR062C
1955	OG0001955	snap_masked-LANO0E-processed-gene-13.95-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.95&CDS=1-1953	YMR061W
1956	OG0001956	snap_masked-LANO0E-processed-gene-13.96-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.96&CDS=1-888	YMR060C
1957	OG0001957	snap_masked-LANO0E-processed-gene-13.120-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.120&CDS=1-336	YMR059W
1958	OG0001958	snap_masked-LANO0E-processed-gene-13.97-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.97&CDS=1-1173	YKL077W
1959	OG0001959	snap_masked-LANO0E-processed-gene-13.121-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.121&CDS=1-1032	YKL075C
1960	OG0001960	snap_masked-LANO0E-processed-gene-13.98-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.98&CDS=1-744	YMR055C
1961	OG0001961	augustus_masked-LANO0E-processed-gene-13.29-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-13.29&CDS=1-1407	YKL074C
1962	OG0001962	augustus_masked-LANO0E-processed-gene-13.6-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-13.6&CDS=1-2628	YKL073W
1963	OG0001963	augustus_masked-LANO0E-processed-gene-13.31-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-13.31&CDS=1-609	YMR052W
1964	OG0001964	snap_masked-LANO0E-processed-gene-13.101-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.101&CDS=1-534	YKL069W
1965	OG0001965	snap_masked-LANO0E-processed-gene-13.102-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.102&CDS=1-2451	YMR049C
1966	OG0001966	snap_masked-LANO0E-processed-gene-13.126-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.126&CDS=1-804	YMR048W
1967	OG0001967	snap_masked-LANO0E-processed-gene-13.104-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.104&CDS=1-3690	YKL068W
1968	OG0001968	snap_masked-LANO0E-processed-gene-13.127-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.127&CDS=1-1296	YMR044W
1969	OG0001969	snap_masked-LANO0E-processed-gene-13.128-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.128&CDS=1-699	YMR043W
1970	OG0001970	snap_masked-LANO0E-processed-gene-13.105-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.105&CDS=1-456	YKL067W
1971	OG0001971	augustus_masked-LANO0E-processed-gene-13.13-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-13.13&CDS=1-1200	YJL026W
1972	OG0001972	snap_masked-LANO0E-processed-gene-13.129-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.129&CDS=1-990	YGR144W
1973	OG0001973	augustus_masked-LANO0E-processed-gene-13.15-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-13.15&CDS=1-1077	YGR179C
1974	OG0001974	snap_masked-LANO0E-processed-gene-13.110-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.110&CDS=1-2130	YGR178C
1975	OG0001975	augustus_masked-LANO0E-processed-gene-13.17-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-13.17&CDS=1-1500	YJL025W
1976	OG0001976	snap_masked-LANO0E-processed-gene-13.112-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.112&CDS=1-1488	YGR175C
1977	OG0001977	snap_masked-LANO0E-processed-gene-13.113-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.113&CDS=1-429	YGR174C
1978	OG0001978	augustus_masked-LANO0E-processed-gene-13.36-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-13.36&CDS=1-573	YJL024C
1979	OG0001979	snap_masked-LANO0E-processed-gene-13.114-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.114&CDS=1-312	YGR181W
1980	OG0001980	maker-LANO0E-augustus-gene-13.47-mRNA-1_1&gene=maker-LANO0E-augustus-gene-13.47&CDS=1-207	YGR183C
1981	OG0001981	snap_masked-LANO0E-processed-gene-13.133-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.133&CDS=1-5784	YGR184C
1982	OG0001982	augustus_masked-LANO0E-processed-gene-13.22-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-13.22&CDS=1-5430	YLR024C
1983	OG0001983	snap_masked-LANO0E-processed-gene-13.134-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.134&CDS=1-1215	YGR185C
1984	OG0001984	snap_masked-LANO0E-processed-gene-13.116-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.116&CDS=1-2043	YGR186W
1985	OG0001985	snap_masked-LANO0E-processed-gene-13.135-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.135&CDS=1-1143	YGR187C
1986	OG0001986	snap_masked-LANO0E-processed-gene-13.117-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.117&CDS=1-321	YLL014W
1987	OG0001987	snap_masked-LANO0E-processed-gene-13.136-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.136&CDS=1-2274	YLL013C
1988	OG0001988	snap_masked-LANO0E-processed-gene-13.118-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.118&CDS=1-180	YLL009C
1989	OG0001989	snap_masked-LANO0E-processed-gene-13.119-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-13.119&CDS=1-960	YLR017W
1990	OG0001990	augustus_masked-LANO0E-processed-gene-13.42-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-13.42&CDS=1-1035	YLR018C
1991	OG0001991	snap_masked-LANO0E-processed-gene-14.50-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.50&CDS=1-1194	YLR019W
1992	OG0001992	snap_masked-LANO0E-processed-gene-14.52-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.52&CDS=1-1431	YLL011W
1993	OG0001993	snap_masked-LANO0E-processed-gene-14.53-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.53&CDS=1-1539	YLR020C
1994	OG0001994	snap_masked-LANO0E-processed-gene-14.51-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.51&CDS=1-546	YLR021W
1995	OG0001995	snap_masked-LANO0E-processed-gene-14.54-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.54&CDS=1-726	YLR022C
1996	OG0001996	snap_masked-LANO0E-processed-gene-14.55-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.55&CDS=1-1800	YLR023C
1997	OG0001997	snap_masked-LANO0E-processed-gene-14.56-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.56&CDS=1-5643	YJL005W
1998	OG0001998	snap_masked-LANO0E-processed-gene-14.79-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.79&CDS=1-588	YJL004C
1999	OG0001999	snap_masked-LANO0E-processed-gene-14.57-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.57&CDS=1-2229	YLL008W
2000	OG0002000	snap_masked-LANO0E-processed-gene-14.80-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.80&CDS=1-1908	YLL007C
2001	OG0002001	snap_masked-LANO0E-processed-gene-14.58-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.58&CDS=1-1344	YLL006W
2002	OG0002002	snap_masked-LANO0E-processed-gene-14.59-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.59&CDS=1-354	YJL003W
2003	OG0002003	snap_masked-LANO0E-processed-gene-14.60-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.60&CDS=1-1902	YLL004W
2004	OG0002004	snap_masked-LANO0E-processed-gene-14.81-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.81&CDS=1-1413	YJL002C
2005	OG0002005	snap_masked-LANO0E-processed-gene-14.61-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.61&CDS=1-2868	YLL003W
2006	OG0002006	maker-LANO0E-snap-gene-14.151-mRNA-1_1&gene=maker-LANO0E-snap-gene-14.151&CDS=1-645	YJL001W
2007	OG0002007	maker-LANO0E-augustus-gene-14.147-mRNA-1_1&gene=maker-LANO0E-augustus-gene-14.147&CDS=1-3615	YLL001W
2008	OG0002008	snap_masked-LANO0E-processed-gene-14.82-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.82&CDS=1-2586	YLR001C
2009	OG0002009	maker-LANO0E-augustus-gene-14.148-mRNA-1_1&gene=maker-LANO0E-augustus-gene-14.148&CDS=1-3639	YJR001W
2010	OG0002010	snap_masked-LANO0E-processed-gene-14.83-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.83&CDS=1-1956	YLR002C
2011	OG0002011	snap_masked-LANO0E-processed-gene-14.84-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.84&CDS=1-1536	YJR003C
2012	OG0002012	snap_masked-LANO0E-processed-gene-14.85-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.85&CDS=1-1266	YJR004C
2013	OG0002013	snap_masked-LANO0E-processed-gene-14.86-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.86&CDS=1-1746	YNR055C
2014	OG0002014	snap_masked-LANO0E-processed-gene-14.87-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.87&CDS=1-1413	YLR005W
2015	OG0002015	snap_masked-LANO0E-processed-gene-14.69-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.69&CDS=1-1557	YLR004C
2016	OG0002016	snap_masked-LANO0E-processed-gene-14.70-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.70&CDS=1-858	YLR003C
2017	OG0002017	snap_masked-LANO0E-processed-gene-14.89-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.89&CDS=1-2091	YJR005W
2018	OG0002018	snap_masked-LANO0E-processed-gene-14.90-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.90&CDS=1-1821	YLR006C
2019	OG0002019	augustus_masked-LANO0E-processed-gene-14.118-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-14.118&CDS=1-834	YLR007W
2020	OG0002020	snap_masked-LANO0E-processed-gene-14.91-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.91&CDS=1-489	YLR008C
2021	OG0002021	genemark-LANO0E-processed-gene-14.22-mRNA-1_1&gene=genemark-LANO0E-processed-gene-14.22&CDS=1-585	YLR009W
2022	OG0002022	snap_masked-LANO0E-processed-gene-14.93-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.93&CDS=1-1104	YGR173W
2023	OG0002023	augustus_masked-LANO0E-processed-gene-14.121-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-14.121&CDS=1-2346	YGR171C
2024	OG0002024	maker-LANO0E-augustus-gene-14.149-mRNA-1_1&gene=maker-LANO0E-augustus-gene-14.149&CDS=1-4563	YGR170W
2025	OG0002025	snap_masked-LANO0E-processed-gene-14.96-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.96&CDS=1-999	YJL023C
2026	OG0002026	snap_masked-LANO0E-processed-gene-14.77-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.77&CDS=1-1239	YGR169C
2027	OG0002027	snap_masked-LANO0E-processed-gene-14.97-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.97&CDS=1-3414	YJL020C
2028	OG0002028	snap_masked-LANO0E-processed-gene-14.98-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.98&CDS=1-648	YGR167W
2029	OG0002029	snap_masked-LANO0E-processed-gene-14.99-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-14.99&CDS=1-1386	YGR166W
2030	OG0002030	maker-LANO0E-snap-gene-14.153-mRNA-1_1&gene=maker-LANO0E-snap-gene-14.153&CDS=1-1044	YGR165W
2031	OG0002031	snap_masked-LANO0E-processed-gene-15.72-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.72&CDS=1-1890	YJL019W
2032	OG0002032	snap_masked-LANO0E-processed-gene-15.73-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.73&CDS=1-1545	YJL016W
2033	OG0002033	snap_masked-LANO0E-processed-gene-15.74-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.74&CDS=1-1668	YJL014W
2034	OG0002034	augustus_masked-LANO0E-processed-gene-15.149-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-15.149&CDS=1-5088	YJL012C
2035	OG0002035	snap_masked-LANO0E-processed-gene-15.108-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.108&CDS=1-465	YJL011C
2036	OG0002036	snap_masked-LANO0E-processed-gene-15.109-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.109&CDS=1-1410	YGR189C
2037	OG0002037	snap_masked-LANO0E-processed-gene-15.77-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.77&CDS=1-906	YJR007W
2038	OG0002038	augustus_masked-LANO0E-processed-gene-15.152-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-15.152&CDS=1-966	YJR008W
2039	OG0002039	snap_masked-LANO0E-processed-gene-15.78-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.78&CDS=1-1512	YJR010W
2040	OG0002040	snap_masked-LANO0E-processed-gene-15.111-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.111&CDS=1-1212	YGR193C
2041	OG0002041	snap_masked-LANO0E-processed-gene-15.112-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.112&CDS=1-1749	YGR194C
2042	OG0002042	snap_masked-LANO0E-processed-gene-15.114-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.114&CDS=1-354	YJR012C
2043	OG0002043	snap_masked-LANO0E-processed-gene-15.80-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.80&CDS=1-1185	YJR013W
2044	OG0002044	snap_masked-LANO0E-processed-gene-15.81-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.81&CDS=1-735	YGR195W
2045	OG0002045	snap_masked-LANO0E-processed-gene-15.115-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.115&CDS=1-2709	YGR196C
2046	OG0002046	snap_masked-LANO0E-processed-gene-15.82-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.82&CDS=1-600	YJR014W
2047	OG0002047	snap_masked-LANO0E-processed-gene-15.83-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.83&CDS=1-2196	YGR198W
2048	OG0002048	augustus_masked-LANO0E-processed-gene-15.185-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-15.185&CDS=1-5244	YJR016C
2049	OG0002049	snap_masked-LANO0E-processed-gene-15.85-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.85&CDS=1-438	YGR203W
2050	OG0002050	snap_masked-LANO0E-processed-gene-15.118-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.118&CDS=1-486	YJR017C
2051	OG0002051	snap_masked-LANO0E-processed-gene-15.119-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.119&CDS=1-981	YJR019C
2052	OG0002052	snap_masked-LANO0E-processed-gene-15.87-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.87&CDS=1-897	YGR205W
2053	OG0002053	snap_masked-LANO0E-processed-gene-15.120-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.120&CDS=1-732	YJR021C
2054	OG0002054	snap_masked-LANO0E-processed-gene-15.88-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.88&CDS=1-345	YJR022W
2055	OG0002055	snap_masked-LANO0E-processed-gene-15.121-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.121&CDS=1-789	YJR024C
2056	OG0002056	snap_masked-LANO0E-processed-gene-15.122-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.122&CDS=1-528	YJR025C
2057	OG0002057	snap_masked-LANO0E-processed-gene-15.89-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.89&CDS=1-306	YGR206W
2058	OG0002058	snap_masked-LANO0E-processed-gene-15.123-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.123&CDS=1-774	YGR207C
2059	OG0002059	snap_masked-LANO0E-processed-gene-15.90-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.90&CDS=1-930	YGR208W
2060	OG0002060	snap_masked-LANO0E-processed-gene-15.91-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.91&CDS=1-2649	YLR045C
2061	OG0002061	snap_masked-LANO0E-processed-gene-15.126-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.126&CDS=1-1722	YPL265W
2062	OG0002062	snap_masked-LANO0E-processed-gene-15.127-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.127&CDS=1-1233	YGR210C
2063	OG0002063	snap_masked-LANO0E-processed-gene-15.128-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.128&CDS=1-651	YJR073C
2064	OG0002064	snap_masked-LANO0E-processed-gene-15.93-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.93&CDS=1-3534	YKL209C
2065	OG0002065	snap_masked-LANO0E-processed-gene-15.129-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.129&CDS=1-3045	YKL210W
2066	OG0002066	snap_masked-LANO0E-processed-gene-15.94-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.94&CDS=1-594	YJR074W
2067	OG0002067	snap_masked-LANO0E-processed-gene-15.95-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.95&CDS=1-1188	YJR075W
2068	OG0002068	snap_masked-LANO0E-processed-gene-15.131-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.131&CDS=1-1221	YJR076C
2069	OG0002069	snap_masked-LANO0E-processed-gene-15.96-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.96&CDS=1-1461	YKL211C
2070	OG0002070	snap_masked-LANO0E-processed-gene-15.132-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.132&CDS=1-1872	YKL212W
2071	OG0002071	snap_masked-LANO0E-processed-gene-15.97-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.97&CDS=1-2142	YKL213C
2072	OG0002072	snap_masked-LANO0E-processed-gene-15.98-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.98&CDS=1-579	YKL214C
2073	OG0002073	snap_masked-LANO0E-processed-gene-15.133-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.133&CDS=1-918	YJR077C
2074	OG0002074	augustus_masked-LANO0E-processed-gene-15.171-mRNA-1_1&gene=augustus_masked-LANO0E-processed-gene-15.171&CDS=1-1641	YMR319C
2075	OG0002075	snap_masked-LANO0E-processed-gene-15.135-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.135&CDS=1-1026	YPL088W
2076	OG0002076	snap_masked-LANO0E-processed-gene-15.102-mRNA-1_1&gene=snap_masked-LANO0E-processed-gene-15.102&CDS=1-2175	YCR106W
