	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034918_Nakazawaea_holstii
1152	OG0001152	YDR388W	genemark-flattened_line_14-processed-gene-1.164-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.164&CDS=1-1395
1153	OG0001153	YDR390C	snap_masked-flattened_line_14-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.12&CDS=1-1797
1154	OG0001154	YDR392W	snap_masked-flattened_line_20-processed-gene-1.123-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.123&CDS=1-993
1155	OG0001155	YDR393W	genemark-flattened_line_20-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.13&CDS=1-1386
1156	OG0001156	YDR394W	snap_masked-flattened_line_20-processed-gene-1.127-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.127&CDS=1-1257
1157	OG0001157	YDR395W	snap_masked-flattened_line_20-processed-gene-1.128-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.128&CDS=1-2958
1158	OG0001158	YDR397C	snap_masked-flattened_line_20-processed-gene-1.144-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.144&CDS=1-453
1159	OG0001159	YDR399W	genemark-flattened_line_20-processed-gene-1.54-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.54&CDS=1-621
1160	OG0001160	YDR400W	snap_masked-flattened_line_6-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.4&CDS=1-990
1161	OG0001161	YDR404C	snap_masked-flattened_line_20-processed-gene-1.167-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.167&CDS=1-513
1162	OG0001162	YDR405W	augustus_masked-flattened_line_20-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.104&CDS=1-2334
1163	OG0001163	YDR407C	snap_masked-flattened_line_14-processed-gene-1.24-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.24&CDS=1-4062
1164	OG0001164	YDR408C	snap_masked-flattened_line_14-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.23&CDS=1-759
1165	OG0001165	YDR410C	genemark-flattened_line_24-processed-gene-0.242-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.242&CDS=1-705
1166	OG0001166	YDR411C	snap_masked-flattened_line_85-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.129&CDS=1-864
1167	OG0001167	YDR412W	snap_masked-flattened_line_24-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.19&CDS=1-774
1168	OG0001168	YDR414C	snap_masked-flattened_line_24-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.67&CDS=1-1215
1169	OG0001169	YDR415C	snap_masked-flattened_line_40-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.91&CDS=1-1968
1170	OG0001170	YDR416W	snap_masked-flattened_line_40-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.131&CDS=1-2301
1171	OG0001171	YDR419W	snap_masked-flattened_line_24-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.20&CDS=1-1929
1172	OG0001172	YDR424C	snap_masked-flattened_line_38-processed-gene-0.251-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.251&CDS=1-258
1173	OG0001173	YDR427W	genemark-flattened_line_80-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.142&CDS=1-1200
1174	OG0001174	YDR429C	genemark-flattened_line_121-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_121-processed-gene-0.88&CDS=1-876
1175	OG0001175	YDR430C	snap_masked-flattened_line_80-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.30&CDS=1-3057
1176	OG0001176	YDR432W	snap_masked-flattened_line_234-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_234-processed-gene-0.0&CDS=1-807
1177	OG0001177	YDR434W	snap_masked-flattened_line_185-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_185-processed-gene-0.46&CDS=1-1494
1178	OG0001178	YDR435C	snap_masked-flattened_line_38-processed-gene-0.248-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.248&CDS=1-1041
1179	OG0001179	YDR440W	snap_masked-flattened_line_4-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.46&CDS=1-2049
1180	OG0001180	YDR443C	snap_masked-flattened_line_38-processed-gene-0.252-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.252&CDS=1-4800
1181	OG0001181	YDR448W	snap_masked-flattened_line_24-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.33&CDS=1-1341
1182	OG0001182	YDR449C	snap_masked-flattened_line_24-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.85&CDS=1-1242
1183	OG0001183	YDR452W	snap_masked-flattened_line_24-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.83&CDS=1-1998
1184	OG0001184	YDR454C	snap_masked-flattened_line_2-processed-gene-2.48-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.48&CDS=1-561
1185	OG0001185	YDR456W	snap_masked-flattened_line_2-processed-gene-2.85-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.85&CDS=1-1896
1186	OG0001186	YDR457W	snap_masked-flattened_line_0-processed-gene-2.183-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.183&CDS=1-10089
1187	OG0001187	YDR459C	augustus_masked-flattened_line_131-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_131-processed-gene-0.15&CDS=1-1290
1188	OG0001188	YDR460W	snap_masked-flattened_line_26-processed-gene-0.262-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.262&CDS=1-1065
1189	OG0001189	YDR462W	snap_masked-flattened_line_26-processed-gene-0.220-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.220&CDS=1-441
1190	OG0001190	YDR465C	snap_masked-flattened_line_18-processed-gene-1.93-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.93&CDS=1-1224
1191	OG0001191	YDR468C	snap_masked-flattened_line_191-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_191-processed-gene-0.21&CDS=1-684
1192	OG0001192	YDR469W	genemark-flattened_line_0-processed-gene-2.276-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.276&CDS=1-426
1193	OG0001193	YDR470C	snap_masked-flattened_line_0-processed-gene-2.141-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.141&CDS=1-1515
1194	OG0001194	YDR472W	snap_masked-flattened_line_20-processed-gene-1.129-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.129&CDS=1-726
1195	OG0001195	YDR473C	snap_masked-flattened_line_159-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_159-processed-gene-0.69&CDS=1-1320
1196	OG0001196	YDR477W	snap_masked-flattened_line_131-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_131-processed-gene-0.47&CDS=1-2289
1197	OG0001197	YDR481C	genemark-flattened_line_97-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_97-processed-gene-0.92&CDS=1-1572
1198	OG0001198	YDR482C	snap_masked-flattened_line_34-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.68&CDS=1-483
1199	OG0001199	YDR484W	snap_masked-flattened_line_6-processed-gene-1.34-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.34&CDS=1-1920
1200	OG0001200	YDR485C	snap_masked-flattened_line_50-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.96&CDS=1-2430
1201	OG0001201	YDR486C	snap_masked-flattened_line_50-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.95&CDS=1-645
1202	OG0001202	YDR487C	genemark-flattened_line_50-processed-gene-0.206-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.206&CDS=1-615
1203	OG0001203	YDR493W	maker-flattened_line_6-snap-gene-2.63-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-2.63&CDS=1-375
1204	OG0001204	YDR495C	snap_masked-flattened_line_50-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.121&CDS=1-3384
1205	OG0001205	YDR496C	maker-flattened_line_195-augustus-gene-0.22-mRNA-1_1&gene=maker-flattened_line_195-augustus-gene-0.22&CDS=1-5682
1206	OG0001206	YDR499W	snap_masked-flattened_line_228-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_228-processed-gene-0.26&CDS=1-2208
1207	OG0001207	YDR510W	maker-flattened_line_103-snap-gene-0.59-mRNA-1_1&gene=maker-flattened_line_103-snap-gene-0.59&CDS=1-300
1208	OG0001208	YDR511W	snap_masked-flattened_line_26-processed-gene-0.293-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.293&CDS=1-372
1209	OG0001209	YDR512C	snap_masked-flattened_line_26-processed-gene-0.285-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.285&CDS=1-396
1210	OG0001210	YDR517W	snap_masked-flattened_line_26-processed-gene-0.241-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.241&CDS=1-1218
1211	OG0001211	YDR520C	snap_masked-flattened_line_187-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_187-processed-gene-0.26&CDS=1-2526
1212	OG0001212	YDR525W-A	maker-flattened_line_169-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_169-snap-gene-0.0&CDS=1-252
1213	OG0001213	YDR527W	snap_masked-flattened_line_169-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_169-processed-gene-0.63&CDS=1-1212
1214	OG0001214	YDR529C	snap_masked-flattened_line_187-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_187-processed-gene-0.31&CDS=1-381
1215	OG0001215	YDR531W	snap_masked-flattened_line_187-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_187-processed-gene-0.34&CDS=1-1299
1216	OG0001216	YDR536W	snap_masked-flattened_line_183-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_183-processed-gene-0.4&CDS=1-1650
1217	OG0001217	YDR538W	snap_masked-flattened_line_113-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.54&CDS=1-684
1218	OG0001218	YDR539W	snap_masked-flattened_line_113-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.38&CDS=1-1500
1219	OG0001219	YEL001C	snap_masked-flattened_line_36-processed-gene-0.187-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.187&CDS=1-711
1220	OG0001220	YEL002C	genemark-flattened_line_302-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_302-processed-gene-0.4&CDS=1-1191
1221	OG0001221	YEL003W	maker-flattened_line_36-augustus-gene-0.89-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-0.89&CDS=1-330
1222	OG0001222	YEL009C	snap_masked-flattened_line_83-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.80&CDS=1-786
1223	OG0001223	YEL011W	snap_masked-flattened_line_54-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.108&CDS=1-2073
1224	OG0001224	YEL012W	genemark-flattened_line_24-processed-gene-0.232-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.232&CDS=1-576
1225	OG0001225	YEL013W	snap_masked-flattened_line_18-processed-gene-1.65-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.65&CDS=1-1638
1226	OG0001226	YEL015W	maker-flattened_line_18-snap-gene-1.126-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.126&CDS=1-1707
1227	OG0001227	YEL019C	snap_masked-flattened_line_64-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.95&CDS=1-807
1228	OG0001228	YEL020C	snap_masked-flattened_line_18-processed-gene-1.70-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.70&CDS=1-1707
1229	OG0001229	YEL020W-A	snap_masked-flattened_line_64-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.75&CDS=1-258
1230	OG0001230	YEL021W	snap_masked-flattened_line_64-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.102&CDS=1-801
1231	OG0001231	YEL024W	maker-flattened_line_18-snap-gene-1.132-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.132&CDS=1-660
1232	OG0001232	YEL026W	snap_masked-flattened_line_137-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_137-processed-gene-0.37&CDS=1-378
1233	OG0001233	YEL027W	snap_masked-flattened_line_137-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_137-processed-gene-0.59&CDS=1-480
1234	OG0001234	YEL031W	snap_masked-flattened_line_113-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.64&CDS=1-3627
1235	OG0001235	YEL032W	maker-flattened_line_80-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_80-augustus-gene-0.4&CDS=1-3363
1236	OG0001236	YEL036C	snap_masked-flattened_line_0-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.21&CDS=1-1350
1237	OG0001237	YEL037C	snap_masked-flattened_line_52-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.99&CDS=1-1086
1238	OG0001238	YEL038W	snap_masked-flattened_line_52-processed-gene-0.144-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.144&CDS=1-687
1239	OG0001239	YEL042W	snap_masked-flattened_line_91-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.89&CDS=1-1845
1240	OG0001240	YEL043W	snap_masked-flattened_line_0-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.34&CDS=1-3264
1241	OG0001241	YEL044W	snap_masked-flattened_line_32-processed-gene-0.171-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.171&CDS=1-369
1242	OG0001242	YEL050C	snap_masked-flattened_line_40-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.132&CDS=1-1143
1243	OG0001243	YEL051W	maker-flattened_line_40-snap-gene-0.146-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.146&CDS=1-795
1244	OG0001244	YEL052W	snap_masked-flattened_line_40-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.89&CDS=1-1446
1245	OG0001245	YEL053C	maker-flattened_line_214-snap-gene-0.41-mRNA-1_1&gene=maker-flattened_line_214-snap-gene-0.41&CDS=1-2283
1246	OG0001246	YEL055C	genemark-flattened_line_48-processed-gene-0.154-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.154&CDS=1-3006
1247	OG0001247	YEL056W	maker-flattened_line_137-snap-gene-0.69-mRNA-1_1&gene=maker-flattened_line_137-snap-gene-0.69&CDS=1-1593
1248	OG0001248	YEL058W	snap_masked-flattened_line_48-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.67&CDS=1-1596
1249	OG0001249	YEL059C-A	genemark-flattened_line_272-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_272-processed-gene-0.13&CDS=1-408
1250	OG0001250	YEL061C	snap_masked-flattened_line_42-processed-gene-0.224-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.224&CDS=1-2994
1251	OG0001251	YEL062W	snap_masked-flattened_line_42-processed-gene-0.225-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.225&CDS=1-1602
1252	OG0001252	YEL064C	snap_masked-flattened_line_103-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.31&CDS=1-1395
1253	OG0001253	YER002W	snap_masked-flattened_line_36-processed-gene-0.196-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.196&CDS=1-609
1254	OG0001254	YER003C	snap_masked-flattened_line_36-processed-gene-0.244-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.244&CDS=1-1293
1255	OG0001255	YER004W	snap_masked-flattened_line_89-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.74&CDS=1-702
1256	OG0001256	YER005W	snap_masked-flattened_line_193-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_193-processed-gene-0.30&CDS=1-2124
1257	OG0001257	YER006W	snap_masked-flattened_line_133-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_133-processed-gene-0.35&CDS=1-1506
1258	OG0001258	YER007W	snap_masked-flattened_line_193-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_193-processed-gene-0.40&CDS=1-1638
1259	OG0001259	YER008C	genemark-flattened_line_415-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_415-processed-gene-0.1&CDS=1-996
1260	OG0001260	YER009W	maker-flattened_line_58-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_58-snap-gene-0.5&CDS=1-375
1261	OG0001261	YER010C	snap_masked-flattened_line_97-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.4&CDS=1-738
1262	OG0001262	YER012W	maker-flattened_line_222-snap-gene-0.34-mRNA-1_1&gene=maker-flattened_line_222-snap-gene-0.34&CDS=1-585
1263	OG0001263	YER013W	snap_masked-flattened_line_222-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_222-processed-gene-0.10&CDS=1-3276
1264	OG0001264	YER014W	snap_masked-flattened_line_222-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_222-processed-gene-0.11&CDS=1-1626
1265	OG0001265	YER016W	snap_masked-flattened_line_44-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.18&CDS=1-1020
1266	OG0001266	YER019W	snap_masked-flattened_line_396-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_396-processed-gene-0.2&CDS=1-1287
1267	OG0001267	YER020W	augustus_masked-flattened_line_234-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_234-processed-gene-0.20&CDS=1-2370
1268	OG0001268	YER021W	maker-flattened_line_32-snap-gene-0.84-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-0.84&CDS=1-1419
1269	OG0001269	YER022W	maker-flattened_line_2-snap-gene-1.100-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-1.100&CDS=1-1716
1270	OG0001270	YER023W	genemark-flattened_line_2-processed-gene-1.41-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.41&CDS=1-813
1271	OG0001271	YER024W	snap_masked-flattened_line_95-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.12&CDS=1-2364
1272	OG0001272	YER025W	snap_masked-flattened_line_95-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.23&CDS=1-1587
1273	OG0001273	YER026C	snap_masked-flattened_line_50-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.116&CDS=1-816
1274	OG0001274	YER029C	genemark-flattened_line_111-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_111-processed-gene-0.79&CDS=1-477
1275	OG0001275	YER036C	snap_masked-flattened_line_12-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.31&CDS=1-1782
1276	OG0001276	YER041W	augustus_masked-flattened_line_310-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_310-processed-gene-0.11&CDS=1-2202
1277	OG0001277	YER042W	snap_masked-flattened_line_22-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.88&CDS=1-612
1278	OG0001278	YER043C	snap_masked-flattened_line_226-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_226-processed-gene-0.18&CDS=1-1344
1279	OG0001279	YER044C	genemark-flattened_line_34-processed-gene-0.164-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.164&CDS=1-417
1280	OG0001280	YER046W	genemark-flattened_line_44-processed-gene-0.198-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.198&CDS=1-1122
1281	OG0001281	YER047C	snap_masked-flattened_line_236-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_236-processed-gene-0.2&CDS=1-2055
1282	OG0001282	YER048C	snap_masked-flattened_line_236-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_236-processed-gene-0.11&CDS=1-1311
1283	OG0001283	YER048W-A	augustus_masked-flattened_line_50-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.64&CDS=1-270
1284	OG0001284	YER049W	snap_masked-flattened_line_236-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_236-processed-gene-0.12&CDS=1-1857
1285	OG0001285	YER050C	maker-flattened_line_76-snap-gene-0.51-mRNA-1_1&gene=maker-flattened_line_76-snap-gene-0.51&CDS=1-504
1286	OG0001286	YER051W	snap_masked-flattened_line_76-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.97&CDS=1-1506
1287	OG0001287	YER052C	snap_masked-flattened_line_50-processed-gene-0.147-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.147&CDS=1-1557
1288	OG0001288	YER053C	snap_masked-flattened_line_177-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_177-processed-gene-0.21&CDS=1-957
1289	OG0001289	YER055C	snap_masked-flattened_line_119-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.9&CDS=1-891
1290	OG0001290	YER061C	augustus_masked-flattened_line_83-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_83-processed-gene-0.16&CDS=1-4527
1291	OG0001291	YER063W	snap_masked-flattened_line_83-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.77&CDS=1-576
1292	OG0001292	YER065C	snap_masked-flattened_line_83-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.64&CDS=1-1644
1293	OG0001293	YER068W	augustus_masked-flattened_line_16-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.88&CDS=1-4167
1294	OG0001294	YER069W	snap_masked-flattened_line_155-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_155-processed-gene-0.50&CDS=1-2595
1295	OG0001295	YER072W	snap_masked-flattened_line_270-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_270-processed-gene-0.2&CDS=1-366
1296	OG0001296	YER074W-A	augustus_masked-flattened_line_145-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_145-processed-gene-0.40&CDS=1-285
1297	OG0001297	YER077C	augustus_masked-flattened_line_20-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.74&CDS=1-1836
1298	OG0001298	YER078C	genemark-flattened_line_4-processed-gene-1.112-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.112&CDS=1-1488
1299	OG0001299	YER080W	snap_masked-flattened_line_20-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.36&CDS=1-1893
1300	OG0001300	YER082C	snap_masked-flattened_line_62-processed-gene-0.198-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.198&CDS=1-1578
1301	OG0001301	YER083C	augustus_masked-flattened_line_62-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.122&CDS=1-906
1302	OG0001302	YER086W	snap_masked-flattened_line_207-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_207-processed-gene-0.12&CDS=1-1674
1303	OG0001303	YER087W	snap_masked-flattened_line_48-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.89&CDS=1-1782
1304	OG0001304	YER090W	snap_masked-flattened_line_16-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.23&CDS=1-1569
1305	OG0001305	YER091C	snap_masked-flattened_line_16-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.21&CDS=1-2295
1306	OG0001306	YER093C	snap_masked-flattened_line_175-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_175-processed-gene-0.62&CDS=1-3789
1307	OG0001307	YER093C-A	maker-flattened_line_175-snap-gene-0.26-mRNA-1_1&gene=maker-flattened_line_175-snap-gene-0.26&CDS=1-474
1308	OG0001308	YER094C	snap_masked-flattened_line_38-processed-gene-0.237-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.237&CDS=1-615
1309	OG0001309	YER095W	snap_masked-flattened_line_38-processed-gene-0.202-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.202&CDS=1-1059
1310	OG0001310	YER100W	snap_masked-flattened_line_72-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.54&CDS=1-807
1311	OG0001311	YER107C	snap_masked-flattened_line_0-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.5&CDS=1-1059
1312	OG0001312	YER109C	snap_masked-flattened_line_0-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.6&CDS=1-2295
1313	OG0001313	YER110C	snap_masked-flattened_line_0-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.4&CDS=1-3303
1314	OG0001314	YER112W	genemark-flattened_line_34-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.106&CDS=1-504
1315	OG0001315	YER113C	snap_masked-flattened_line_34-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.63&CDS=1-2061
1316	OG0001316	YER114C	augustus_masked-flattened_line_83-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_83-processed-gene-0.9&CDS=1-2904
1317	OG0001317	YER116C	snap_masked-flattened_line_34-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.20&CDS=1-618
1318	OG0001318	YER118C	snap_masked-flattened_line_34-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.16&CDS=1-876
1319	OG0001319	YER120W	maker-flattened_line_34-snap-gene-0.267-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.267&CDS=1-744
1320	OG0001320	YER122C	snap_masked-flattened_line_34-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.82&CDS=1-1377
