	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035677_Kodamaea_ohmeri
1819	OG0001819	YIL030C	snap_masked-NODE_42_length_53985_cov_14.5149_ID_83-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_42_length_53985_cov_14.5149_ID_83-processed-gene-0.39&CDS=1-3741
1820	OG0001820	YIL031W	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-2.39-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-2.39&CDS=1-2763
1821	OG0001821	YIL033C	snap_masked-NODE_17_length_234519_cov_13.9347_ID_33-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_17_length_234519_cov_13.9347_ID_33-processed-gene-1.30&CDS=1-1377
1822	OG0001822	YIL034C	snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-3.252-mRNA-1_1&gene=snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-3.252&CDS=1-861
1823	OG0001823	YIL039W	augustus_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-3.47&CDS=1-1422
1824	OG0001824	YIL041W	snap_masked-NODE_23_length_199208_cov_13.2896_ID_45-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_23_length_199208_cov_13.2896_ID_45-processed-gene-0.69&CDS=1-957
1825	OG0001825	YIL042C	genemark-NODE_30_length_152298_cov_13.6929_ID_59-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_30_length_152298_cov_13.6929_ID_59-processed-gene-0.76&CDS=1-1203
1826	OG0001826	YIL043C	snap_masked-NODE_23_length_199208_cov_13.2896_ID_45-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_23_length_199208_cov_13.2896_ID_45-processed-gene-0.65&CDS=1-852
1827	OG0001827	YIL044C	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-9.211-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-9.211&CDS=1-1080
1828	OG0001828	YIL046W	snap_masked-NODE_27_length_168658_cov_18.5265_ID_53-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_27_length_168658_cov_18.5265_ID_53-processed-gene-0.104&CDS=1-1707
1829	OG0001829	YIL047C	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-3.113-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-3.113&CDS=1-2559
1830	OG0001830	YIL048W	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-3.128-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-3.128&CDS=1-3405
1831	OG0001831	YIL061C	augustus_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-4.5&CDS=1-879
1832	OG0001832	YIL062C	snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-1.82-mRNA-1_1&gene=snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-1.82&CDS=1-465
1833	OG0001833	YIL063C	snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-4.178-mRNA-1_1&gene=snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-4.178&CDS=1-1065
1834	OG0001834	YIL064W	augustus_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-3.87&CDS=1-750
1835	OG0001835	YIL065C	snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-1.48&CDS=1-453
1836	OG0001836	YIL067C	snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-3.33-mRNA-1_1&gene=snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-3.33&CDS=1-2127
1837	OG0001837	YIL068C	augustus_masked-NODE_24_length_182254_cov_14.4319_ID_47-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_24_length_182254_cov_14.4319_ID_47-processed-gene-0.28&CDS=1-4257
1838	OG0001838	YIL076W	snap_masked-NODE_31_length_147191_cov_18.7956_ID_61-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_31_length_147191_cov_18.7956_ID_61-processed-gene-0.121&CDS=1-945
1839	OG0001839	YIL078W	snap_masked-NODE_31_length_147191_cov_18.7956_ID_61-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_31_length_147191_cov_18.7956_ID_61-processed-gene-0.119&CDS=1-2208
1840	OG0001840	YIL083C	snap_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-2.117&CDS=1-1029
1841	OG0001841	YIL090W	augustus_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-1.254-mRNA-1_1&gene=augustus_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-1.254&CDS=1-951
1842	OG0001842	YIL091C	snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-1.30&CDS=1-2196
1843	OG0001843	YIL093C	snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-1.11&CDS=1-765
1844	OG0001844	YIL094C	snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-3.16-mRNA-1_1&gene=snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-3.16&CDS=1-1116
1845	OG0001845	YIL096C	snap_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-2.120-mRNA-1_1&gene=snap_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-2.120&CDS=1-972
1846	OG0001846	YIL098C	snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-1.9&CDS=1-447
1847	OG0001847	YIL099W	snap_masked-NODE_59_length_21996_cov_18.1859_ID_117-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_59_length_21996_cov_18.1859_ID_117-processed-gene-0.23&CDS=1-1587
1848	OG0001848	YIL101C	snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-1.19&CDS=1-1953
1849	OG0001849	YIL103W	snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-1.21&CDS=1-1218
1850	OG0001850	YIL104C	snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-1.59&CDS=1-1398
1851	OG0001851	YIL106W	snap_masked-NODE_35_length_112592_cov_14.0638_ID_69-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_35_length_112592_cov_14.0638_ID_69-processed-gene-0.95&CDS=1-741
1852	OG0001852	YIL107C	snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-1.12&CDS=1-2757
1853	OG0001853	YIL108W	snap_masked-NODE_15_length_252352_cov_13.2114_ID_29-processed-gene-1.172-mRNA-1_1&gene=snap_masked-NODE_15_length_252352_cov_13.2114_ID_29-processed-gene-1.172&CDS=1-2118
1854	OG0001854	YIL109C	snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-2.33&CDS=1-2769
1855	OG0001855	YIL110W	maker-NODE_8_length_426733_cov_14.3051_ID_15-snap-gene-1.41-mRNA-1_1&gene=maker-NODE_8_length_426733_cov_14.3051_ID_15-snap-gene-1.41&CDS=1-1488
1856	OG0001856	YIL115C	augustus_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-3.56&CDS=1-3786
1857	OG0001857	YIL116W	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-4.118-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-4.118&CDS=1-1167
1858	OG0001858	YIL118W	snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-0.98&CDS=1-630
1859	OG0001859	YIL124W	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-5.5-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-5.5&CDS=1-867
1860	OG0001860	YIL125W	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-4.33-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-4.33&CDS=1-2994
1861	OG0001861	YIL128W	snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-0.79&CDS=1-3105
1862	OG0001862	YIL129C	augustus_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-0.6&CDS=1-7233
1863	OG0001863	YIL130W	snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-0.129&CDS=1-2715
1864	OG0001864	YIL133C	snap_masked-NODE_43_length_53850_cov_13.5259_ID_85-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_43_length_53850_cov_13.5259_ID_85-processed-gene-0.11&CDS=1-600
1865	OG0001865	YIL134W	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-6.19-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-6.19&CDS=1-882
1866	OG0001866	YIL137C	snap_masked-NODE_20_length_227058_cov_17.6942_ID_39-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_20_length_227058_cov_17.6942_ID_39-processed-gene-1.31&CDS=1-2715
1867	OG0001867	YIL140W	snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-3.259-mRNA-1_1&gene=snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-3.259&CDS=1-2583
1868	OG0001868	YIL142W	snap_masked-NODE_28_length_159032_cov_13.7457_ID_55-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_28_length_159032_cov_13.7457_ID_55-processed-gene-0.29&CDS=1-1578
1869	OG0001869	YIL143C	snap_masked-NODE_57_length_30054_cov_12.6882_ID_113-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_57_length_30054_cov_12.6882_ID_113-processed-gene-0.4&CDS=1-2313
1870	OG0001870	YIL145C	snap_masked-NODE_57_length_30054_cov_12.6882_ID_113-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_57_length_30054_cov_12.6882_ID_113-processed-gene-0.8&CDS=1-906
1871	OG0001871	YIL147C	snap_masked-NODE_30_length_152298_cov_13.6929_ID_59-processed-gene-0.160-mRNA-1_1&gene=snap_masked-NODE_30_length_152298_cov_13.6929_ID_59-processed-gene-0.160&CDS=1-3822
1872	OG0001872	YIL150C	snap_masked-NODE_33_length_134222_cov_19.6178_ID_65-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_33_length_134222_cov_19.6178_ID_65-processed-gene-0.42&CDS=1-1683
1873	OG0001873	YIL153W	snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-4.86-mRNA-1_1&gene=snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-4.86&CDS=1-1290
1874	OG0001874	YIL155C	snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-7.214-mRNA-1_1&gene=snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-7.214&CDS=1-1956
1875	OG0001875	YIL156W-B	augustus_masked-NODE_15_length_252352_cov_13.2114_ID_29-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_15_length_252352_cov_13.2114_ID_29-processed-gene-1.61&CDS=1-303
1876	OG0001876	YIL157C	snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-3.210-mRNA-1_1&gene=snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-3.210&CDS=1-582
1877	OG0001877	YIL160C	snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-5.18-mRNA-1_1&gene=snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-5.18&CDS=1-1239
1878	OG0001878	YIL162W	snap_masked-NODE_23_length_199208_cov_13.2896_ID_45-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_23_length_199208_cov_13.2896_ID_45-processed-gene-0.34&CDS=1-1518
1879	OG0001879	YIR002C	snap_masked-NODE_28_length_159032_cov_13.7457_ID_55-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_28_length_159032_cov_13.7457_ID_55-processed-gene-0.41&CDS=1-3357
1880	OG0001880	YIR004W	snap_masked-NODE_16_length_237626_cov_15.7118_ID_31-processed-gene-1.117-mRNA-1_1&gene=snap_masked-NODE_16_length_237626_cov_15.7118_ID_31-processed-gene-1.117&CDS=1-1494
1881	OG0001881	YIR005W	snap_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-1.12&CDS=1-819
1882	OG0001882	YIR006C	snap_masked-NODE_20_length_227058_cov_17.6942_ID_39-processed-gene-1.0-mRNA-1_1&gene=snap_masked-NODE_20_length_227058_cov_17.6942_ID_39-processed-gene-1.0&CDS=1-4461
1883	OG0001883	YIR007W	maker-NODE_2_length_879785_cov_13.6258_ID_3-snap-gene-3.0-mRNA-1_1&gene=maker-NODE_2_length_879785_cov_13.6258_ID_3-snap-gene-3.0&CDS=1-2616
1884	OG0001884	YIR008C	snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-3.38-mRNA-1_1&gene=snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-3.38&CDS=1-1272
1885	OG0001885	YIR009W	snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-2.20-mRNA-1_1&gene=snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-2.20&CDS=1-354
1886	OG0001886	YIR011C	augustus_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-2.117&CDS=1-1023
1887	OG0001887	YIR012W	snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-3.39-mRNA-1_1&gene=snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-3.39&CDS=1-1239
1888	OG0001888	YIR015W	snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-1.7&CDS=1-423
1889	OG0001889	YIR022W	snap_masked-NODE_30_length_152298_cov_13.6929_ID_59-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_30_length_152298_cov_13.6929_ID_59-processed-gene-0.131&CDS=1-501
1890	OG0001890	YIR023W	snap_masked-NODE_30_length_152298_cov_13.6929_ID_59-processed-gene-0.151-mRNA-1_1&gene=snap_masked-NODE_30_length_152298_cov_13.6929_ID_59-processed-gene-0.151&CDS=1-2730
1891	OG0001891	YIR026C	snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-2.132-mRNA-1_1&gene=snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-2.132&CDS=1-987
1892	OG0001892	YIR027C	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-2.32&CDS=1-1386
1893	OG0001893	YIR029W	maker-NODE_56_length_34709_cov_16.3134_ID_111-snap-gene-0.29-mRNA-1_1&gene=maker-NODE_56_length_34709_cov_16.3134_ID_111-snap-gene-0.29&CDS=1-2091
1894	OG0001894	YIR032C	snap_masked-NODE_34_length_127657_cov_13.63_ID_67-processed-gene-0.141-mRNA-1_1&gene=snap_masked-NODE_34_length_127657_cov_13.63_ID_67-processed-gene-0.141&CDS=1-660
1895	OG0001895	YIR034C	snap_masked-NODE_23_length_199208_cov_13.2896_ID_45-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_23_length_199208_cov_13.2896_ID_45-processed-gene-0.22&CDS=1-1110
1896	OG0001896	YIR037W	snap_masked-NODE_20_length_227058_cov_17.6942_ID_39-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_20_length_227058_cov_17.6942_ID_39-processed-gene-1.17&CDS=1-480
1897	OG0001897	YJL001W	snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-1.104-mRNA-1_1&gene=snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-1.104&CDS=1-651
1898	OG0001898	YJL002C	snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-1.103&CDS=1-1443
1899	OG0001899	YJL003W	snap_masked-NODE_44_length_48808_cov_20.7393_ID_87-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_44_length_48808_cov_20.7393_ID_87-processed-gene-0.72&CDS=1-384
1900	OG0001900	YJL004C	snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-0.14&CDS=1-558
1901	OG0001901	YJL005W	snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-0.1&CDS=1-6051
1902	OG0001902	YJL006C	snap_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-1.1-mRNA-1_1&gene=snap_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-1.1&CDS=1-1101
1903	OG0001903	YJL008C	snap_masked-NODE_35_length_112592_cov_14.0638_ID_69-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_35_length_112592_cov_14.0638_ID_69-processed-gene-0.139&CDS=1-1638
1904	OG0001904	YJL010C	augustus_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-1.122&CDS=1-2052
1905	OG0001905	YJL011C	snap_masked-NODE_18_length_232390_cov_14.1389_ID_35-processed-gene-1.117-mRNA-1_1&gene=snap_masked-NODE_18_length_232390_cov_14.1389_ID_35-processed-gene-1.117&CDS=1-474
1906	OG0001906	YJL012C	snap_masked-NODE_44_length_48808_cov_20.7393_ID_87-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_44_length_48808_cov_20.7393_ID_87-processed-gene-0.51&CDS=1-2166
1907	OG0001907	YJL014W	snap_masked-NODE_18_length_232390_cov_14.1389_ID_35-processed-gene-1.124-mRNA-1_1&gene=snap_masked-NODE_18_length_232390_cov_14.1389_ID_35-processed-gene-1.124&CDS=1-1578
1908	OG0001908	YJL020C	snap_masked-NODE_25_length_181833_cov_18.5809_ID_49-processed-gene-0.226-mRNA-1_1&gene=snap_masked-NODE_25_length_181833_cov_18.5809_ID_49-processed-gene-0.226&CDS=1-3192
1909	OG0001909	YJL024C	maker-NODE_26_length_177896_cov_14.2002_ID_51-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_26_length_177896_cov_14.2002_ID_51-augustus-gene-0.3&CDS=1-507
1910	OG0001910	YJL026W	snap_masked-NODE_26_length_177896_cov_14.2002_ID_51-processed-gene-0.212-mRNA-1_1&gene=snap_masked-NODE_26_length_177896_cov_14.2002_ID_51-processed-gene-0.212&CDS=1-1230
1911	OG0001911	YJL029C	snap_masked-NODE_35_length_112592_cov_14.0638_ID_69-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_35_length_112592_cov_14.0638_ID_69-processed-gene-0.116&CDS=1-2274
1912	OG0001912	YJL030W	augustus_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-1.124&CDS=1-594
1913	OG0001913	YJL031C	augustus_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-1.121&CDS=1-1095
1914	OG0001914	YJL033W	snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-3.249-mRNA-1_1&gene=snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-3.249&CDS=1-2211
1915	OG0001915	YJL034W	snap_masked-NODE_17_length_234519_cov_13.9347_ID_33-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_17_length_234519_cov_13.9347_ID_33-processed-gene-1.64&CDS=1-2055
1916	OG0001916	YJL036W	snap_masked-NODE_17_length_234519_cov_13.9347_ID_33-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_17_length_234519_cov_13.9347_ID_33-processed-gene-1.23&CDS=1-1668
1917	OG0001917	YJL039C	augustus_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-4.20&CDS=1-5751
1918	OG0001918	YJL041W	snap_masked-NODE_20_length_227058_cov_17.6942_ID_39-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NODE_20_length_227058_cov_17.6942_ID_39-processed-gene-1.7&CDS=1-2505
1919	OG0001919	YJL042W	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-9.153-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-9.153&CDS=1-3600
1920	OG0001920	YJL046W	snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-3.273-mRNA-1_1&gene=snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-3.273&CDS=1-1476
1921	OG0001921	YJL049W	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-5.15-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-5.15&CDS=1-1227
1922	OG0001922	YJL050W	snap_masked-NODE_24_length_182254_cov_14.4319_ID_47-processed-gene-0.218-mRNA-1_1&gene=snap_masked-NODE_24_length_182254_cov_14.4319_ID_47-processed-gene-0.218&CDS=1-3153
1923	OG0001923	YJL053W	snap_masked-NODE_16_length_237626_cov_15.7118_ID_31-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_16_length_237626_cov_15.7118_ID_31-processed-gene-0.5&CDS=1-903
1924	OG0001924	YJL054W	snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-0.7&CDS=1-1299
1925	OG0001925	YJL055W	snap_masked-NODE_16_length_237626_cov_15.7118_ID_31-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_16_length_237626_cov_15.7118_ID_31-processed-gene-0.16&CDS=1-603
1926	OG0001926	YJL059W	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-6.28-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-6.28&CDS=1-1272
1927	OG0001927	YJL060W	maker-NODE_5_length_558232_cov_15.6684_ID_9-augustus-gene-4.283-mRNA-1_1&gene=maker-NODE_5_length_558232_cov_15.6684_ID_9-augustus-gene-4.283&CDS=1-2784
1928	OG0001928	YJL062W	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-6.34-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-6.34&CDS=1-2556
1929	OG0001929	YJL062W-A	maker-NODE_1_length_1041238_cov_15.1557_ID_1-snap-gene-8.143-mRNA-1_1&gene=maker-NODE_1_length_1041238_cov_15.1557_ID_1-snap-gene-8.143&CDS=1-261
1930	OG0001930	YJL063C	snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-3.48-mRNA-1_1&gene=snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-3.48&CDS=1-726
1931	OG0001931	YJL066C	snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-0.108&CDS=1-1014
1932	OG0001932	YJL068C	snap_masked-NODE_32_length_142605_cov_13.3373_ID_63-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_32_length_142605_cov_13.3373_ID_63-processed-gene-0.145&CDS=1-852
1933	OG0001933	YJL069C	augustus_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-8.90&CDS=1-1611
1934	OG0001934	YJL071W	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-6.30-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-6.30&CDS=1-1677
1935	OG0001935	YJL072C	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-6.31-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-6.31&CDS=1-588
1936	OG0001936	YJL074C	snap_masked-NODE_15_length_252352_cov_13.2114_ID_29-processed-gene-1.175-mRNA-1_1&gene=snap_masked-NODE_15_length_252352_cov_13.2114_ID_29-processed-gene-1.175&CDS=1-3807
1937	OG0001937	YJL080C	snap_masked-NODE_26_length_177896_cov_14.2002_ID_51-processed-gene-0.245-mRNA-1_1&gene=snap_masked-NODE_26_length_177896_cov_14.2002_ID_51-processed-gene-0.245&CDS=1-3672
1938	OG0001938	YJL085W	snap_masked-NODE_12_length_293403_cov_12.573_ID_23-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_12_length_293403_cov_12.573_ID_23-processed-gene-0.11&CDS=1-1830
