	OrthologID	Candida_succiphila	Saccharomyces_cerevisiae
1521	OG0001521	-processed-gene-7.63-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.63&CDS=1-1767	YKR056W
1522	OG0001522	-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.37&CDS=1-2460	YKL054C
1523	OG0001523	-processed-gene-7.83-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.83&CDS=1-1080	YKL060C
1524	OG0001524	-processed-gene-7.84-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.84&CDS=1-333	YKL058W
1525	OG0001525	-processed-gene-7.64-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.64&CDS=1-1332	YKL059C
1526	OG0001526	-processed-gene-7.85-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.85&CDS=1-1368	YMR027W
1527	OG0001527	-processed-gene-7.86-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.86&CDS=1-2793	YNR026C
1528	OG0001528	-processed-gene-7.65-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.65&CDS=1-948	YNR027W
1529	OG0001529	-processed-gene-8.5-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.5&CDS=1-186	YMR256C
1530	OG0001530	-processed-gene-8.62-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.62&CDS=1-327	YHL018W
1531	OG0001531	-processed-gene-8.65-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.65&CDS=1-669	YKL040C
1532	OG0001532	-processed-gene-8.128-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.128&CDS=1-1851	YER014W
1533	OG0001533	-processed-gene-8.87-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.87&CDS=1-1953	YHL020C
1534	OG0001534	-snap-gene-8.58-mRNA-1_1&gene=maker-gi|1002316219|dbj|BCGL01000005.1|-snap-gene-8.58&CDS=1-3174	YPR047W
1535	OG0001535	-processed-gene-8.70-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.70&CDS=1-684	YBL038W
1536	OG0001536	-processed-gene-8.91-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.91&CDS=1-1143	YBR087W
1537	OG0001537	-processed-gene-8.92-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.92&CDS=1-4278	YPR049C
1538	OG0001538	-processed-gene-8.71-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.71&CDS=1-303	YPR051W
1539	OG0001539	-processed-gene-8.93-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.93&CDS=1-792	YBR088C
1540	OG0001540	-processed-gene-8.72-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.72&CDS=1-1329	YBR095C
1541	OG0001541	-processed-gene-8.94-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.94&CDS=1-2298	YBR094W
1542	OG0001542	-processed-gene-8.95-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.95&CDS=1-1308	YOR303W
1543	OG0001543	-processed-gene-8.73-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.73&CDS=1-1164	YOR063W
1544	OG0001544	-processed-gene-8.74-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.74&CDS=1-1947	YOR204W
1545	OG0001545	-augustus-gene-8.49-mRNA-1_1&gene=maker-gi|1002316219|dbj|BCGL01000005.1|-augustus-gene-8.49&CDS=1-687	YKL041W
1546	OG0001546	-processed-gene-8.41-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.41&CDS=1-1944	YBR204C
1547	OG0001547	-processed-gene-8.42-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.42&CDS=1-1101	YHR083W
1548	OG0001548	-processed-gene-8.80-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.80&CDS=1-396	YIR009W
1549	OG0001549	-processed-gene-8.23-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.23&CDS=1-3843	YML002W
1550	OG0001550	-processed-gene-8.101-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.101&CDS=1-1128	YOR007C
1551	OG0001551	-processed-gene-8.102-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.102&CDS=1-1515	YML071C
1552	OG0001552	-processed-gene-8.84-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.84&CDS=1-1035	YLR447C
1553	OG0001553	-processed-gene-9.91-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.91&CDS=1-2823	YML076C
1554	OG0001554	-processed-gene-9.31-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.31&CDS=1-798	YDL057W
1555	OG0001555	-processed-gene-9.115-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.115&CDS=1-3039	YDL056W
1556	OG0001556	-processed-gene-9.95-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.95&CDS=1-1149	YDL193W
1557	OG0001557	-processed-gene-9.116-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.116&CDS=1-3270	YDL190C
1558	OG0001558	-processed-gene-9.98-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.98&CDS=1-2022	YDL189W
1559	OG0001559	-processed-gene-9.117-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.117&CDS=1-618	YDL135C
1560	OG0001560	-processed-gene-9.118-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.118&CDS=1-1080	YDL134C
1561	OG0001561	-processed-gene-9.36-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.36&CDS=1-1176	YDL183C
1562	OG0001562	-processed-gene-9.101-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.101&CDS=1-1500	YDL133W
1563	OG0001563	-processed-gene-9.102-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.102&CDS=1-2355	YDL132W
1564	OG0001564	-processed-gene-9.120-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.120&CDS=1-252	YDL181W
1565	OG0001565	-processed-gene-9.105-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.105&CDS=1-357	YGR215W
1566	OG0001566	-processed-gene-9.122-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.122&CDS=1-1860	YGR216C
1567	OG0001567	-snap-gene-9.131-mRNA-1_1&gene=maker-gi|1002316219|dbj|BCGL01000005.1|-snap-gene-9.131&CDS=1-4194	YLR047C
1568	OG0001568	-processed-gene-9.82-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.82&CDS=1-1266	YHR151C
1569	OG0001569	-processed-gene-9.108-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.108&CDS=1-1542	YGR227W
1570	OG0001570	-processed-gene-9.42-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.42&CDS=1-1131	YGR229C
1571	OG0001571	-processed-gene-9.126-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.126&CDS=1-945	YGR231C
1572	OG0001572	-processed-gene-9.109-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.109&CDS=1-807	YGR232W
1573	OG0001573	-processed-gene-9.110-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.110&CDS=1-1548	YGR211W
1574	OG0001574	-processed-gene-9.127-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.127&CDS=1-7239	YGR217W
1575	OG0001575	-processed-gene-9.111-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.111&CDS=1-330	YKL138C
1576	OG0001576	-processed-gene-9.45-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.45&CDS=1-657	YMR117C
1577	OG0001577	-processed-gene-9.112-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.112&CDS=1-324	YKL137W
1578	OG0001578	-processed-gene-10.62-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.62&CDS=1-3228	YBL076C
1579	OG0001579	-processed-gene-10.63-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.63&CDS=1-1185	YER107C
1580	OG0001580	-processed-gene-10.64-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.64&CDS=1-3738	YER109C
1581	OG0001581	-augustus-gene-10.121-mRNA-1_1&gene=maker-gi|1002316219|dbj|BCGL01000005.1|-augustus-gene-10.121&CDS=1-6303	YER110C
1582	OG0001582	-processed-gene-10.32-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.32&CDS=1-1191	YNL229C
1583	OG0001583	-processed-gene-10.33-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.33&CDS=1-723	YLR126C
1584	OG0001584	-processed-gene-10.3-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.3&CDS=1-1146	YMR044W
1585	OG0001585	-processed-gene-10.4-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.4&CDS=1-1485	YJL054W
1586	OG0001586	-processed-gene-10.127-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.127&CDS=1-3192	YDR270W
1587	OG0001587	-processed-gene-10.159-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.159&CDS=1-1128	YKL114C
1588	OG0001588	-processed-gene-10.7-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.7&CDS=1-927	YMR003W
1589	OG0001589	-processed-gene-10.8-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.8&CDS=1-1458	YOL049W
1590	OG0001590	-processed-gene-10.99-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.99&CDS=1-1392	YOL041C
1591	OG0001591	-processed-gene-10.9-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.9&CDS=1-1440	YAL013W
1592	OG0001592	-processed-gene-10.100-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.100&CDS=1-423	YOL040C
1593	OG0001593	-processed-gene-10.70-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.70&CDS=1-333	YOL039W
1594	OG0001594	-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.40&CDS=1-2088	YIL072W
1595	OG0001595	-processed-gene-10.72-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.72&CDS=1-1881	YER080W
1596	OG0001596	-processed-gene-10.73-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.73&CDS=1-1767	YKR039W
1597	OG0001597	-processed-gene-10.76-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.76&CDS=1-396	YBL078C
1598	OG0001598	-processed-gene-10.103-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.103&CDS=1-1458	YBL080C
1599	OG0001599	-processed-gene-10.104-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.104&CDS=1-543	YDL217C
1600	OG0001600	-processed-gene-10.105-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.105&CDS=1-1107	YNL191W
1601	OG0001601	-snap-gene-10.61-mRNA-1_1&gene=maker-gi|1002316219|dbj|BCGL01000005.1|-snap-gene-10.61&CDS=1-1167	YDL219W
1602	OG0001602	-processed-gene-10.81-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.81&CDS=1-1674	YNL189W
1603	OG0001603	-processed-gene-10.108-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.108&CDS=1-963	YHR134W
1604	OG0001604	-processed-gene-10.83-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.83&CDS=1-1086	YNL141W
1605	OG0001605	-processed-gene-10.84-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.84&CDS=1-4419	YBL079W
1606	OG0001606	-processed-gene-10.111-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.111&CDS=1-1653	YDR188W
1607	OG0001607	-processed-gene-10.90-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.90&CDS=1-1611	YIL166C
1608	OG0001608	-processed-gene-0.39-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.39&CDS=1-2313	YER091C
1609	OG0001609	-processed-gene-0.40-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.40&CDS=1-2670	YER090W
1610	OG0001610	-augustus-gene-0.79-mRNA-1_1&gene=maker-gi|1002316220|dbj|BCGL01000004.1|-augustus-gene-0.79&CDS=1-1305	YBL057C
1611	OG0001611	-processed-gene-0.60-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.60&CDS=1-1158	YBL055C
1612	OG0001612	-processed-gene-0.44-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.44&CDS=1-891	YPL132W
1613	OG0001613	-processed-gene-0.65-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.65&CDS=1-894	YPL134C
1614	OG0001614	-processed-gene-0.67-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.67&CDS=1-888	YPL131W
1615	OG0001615	-processed-gene-0.49-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.49&CDS=1-2013	YGR194C
1616	OG0001616	-processed-gene-0.69-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.69&CDS=1-2364	YFR038W
1617	OG0001617	-processed-gene-0.50-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.50&CDS=1-1707	YFR037C
1618	OG0001618	-processed-gene-0.51-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.51&CDS=1-1401	YLR191W
1619	OG0001619	-processed-gene-0.70-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.70&CDS=1-1347	YBL098W
1620	OG0001620	-processed-gene-0.71-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.71&CDS=1-1473	YER122C
1621	OG0001621	-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.45&CDS=1-4200	YPR024W
1622	OG0001622	-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.47&CDS=1-3591	YIL026C
1623	OG0001623	-processed-gene-1.85-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.85&CDS=1-2853	YJL176C
1624	OG0001624	-processed-gene-1.87-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.87&CDS=1-480	YDL004W
1625	OG0001625	-processed-gene-1.110-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.110&CDS=1-2427	YGR200C
1626	OG0001626	-processed-gene-1.111-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.111&CDS=1-1356	YML005W
1627	OG0001627	-processed-gene-1.5-mRNA-1_1&gene=snap_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.5&CDS=1-1128	YIL084C
1628	OG0001628	-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.53&CDS=1-3165	YER087W
1629	OG0001629	-processed-gene-1.115-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.115&CDS=1-279	YER019C-A
1630	OG0001630	-processed-gene-1.94-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.94&CDS=1-3060	YBL051C
1631	OG0001631	-processed-gene-1.13-mRNA-1_1&gene=snap_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.13&CDS=1-1713	YDL003W
1632	OG0001632	-processed-gene-1.96-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.96&CDS=1-669	YDR489W
1633	OG0001633	-processed-gene-1.97-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.97&CDS=1-3315	YOL138C
1634	OG0001634	-augustus-gene-1.133-mRNA-1_1&gene=maker-gi|1002316220|dbj|BCGL01000004.1|-augustus-gene-1.133&CDS=1-1443	YNL320W
1635	OG0001635	-processed-gene-1.98-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.98&CDS=1-1347	YOL140W
1636	OG0001636	-processed-gene-1.119-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.119&CDS=1-3951	YNL321W
1637	OG0001637	-processed-gene-1.120-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.120&CDS=1-981	YDL015C
1638	OG0001638	-processed-gene-1.99-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.99&CDS=1-399	YGR074W
1639	OG0001639	-processed-gene-1.100-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.100&CDS=1-699	YOL139C
1640	OG0001640	-processed-gene-1.103-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.103&CDS=1-3186	YNL027W
1641	OG0001641	-processed-gene-1.104-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.104&CDS=1-2610	YDL122W
1642	OG0001642	-snap-gene-1.130-mRNA-1_1&gene=maker-gi|1002316220|dbj|BCGL01000004.1|-snap-gene-1.130&CDS=1-228	YGR105W
1643	OG0001643	-processed-gene-1.105-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.105&CDS=1-1320	YNL280C
1644	OG0001644	-processed-gene-1.126-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.126&CDS=1-633	YFR001W
1645	OG0001645	-processed-gene-2.1-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.1&CDS=1-717	YOL142W
1646	OG0001646	-processed-gene-2.4-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.4&CDS=1-3585	YNL325C
1647	OG0001647	-processed-gene-2.2-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.2&CDS=1-2070	YOL141W
1648	OG0001648	-processed-gene-2.5-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.5&CDS=1-1797	YJR016C
1649	OG0001649	-processed-gene-2.27-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.27&CDS=1-1737	YBR296C
1650	OG0001650	-augustus-gene-2.42-mRNA-1_1&gene=maker-gi|1002316220|dbj|BCGL01000004.1|-augustus-gene-2.42&CDS=1-855	YJL003W
1651	OG0001651	-processed-gene-2.77-mRNA-1_1&gene=snap_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.77&CDS=1-891	YCR086W
1652	OG0001652	-processed-gene-2.8-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.8&CDS=1-3612	YIL030C
1653	OG0001653	-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.125&CDS=1-2949	YIL031W
1654	OG0001654	-processed-gene-2.10-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.10&CDS=1-1305	YIL022W
1655	OG0001655	-processed-gene-2.12-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.12&CDS=1-3645	YGR090W
1656	OG0001656	-processed-gene-2.13-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.13&CDS=1-1002	YPR110C
1657	OG0001657	-processed-gene-2.35-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.35&CDS=1-858	YDL115C
1658	OG0001658	-processed-gene-2.18-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.18&CDS=1-921	YDL114W
1659	OG0001659	-processed-gene-2.36-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.36&CDS=1-1134	YKL113C
1660	OG0001660	-processed-gene-2.37-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.37&CDS=1-3891	YGL179C
1661	OG0001661	-processed-gene-2.21-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.21&CDS=1-1314	YOL003C
1662	OG0001662	-processed-gene-2.38-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.38&CDS=1-4902	YOL004W
1663	OG0001663	-processed-gene-2.22-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.22&CDS=1-372	YOL005C
1664	OG0001664	-processed-gene-2.39-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.39&CDS=1-2121	YMR001C
1665	OG0001665	-processed-gene-2.23-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.23&CDS=1-2388	YOL006C
1666	OG0001666	-processed-gene-2.40-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.40&CDS=1-477	YMR002W
1667	OG0001667	-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-2.136&CDS=1-4824	YMR189W
1668	OG0001668	-processed-gene-3.106-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.106&CDS=1-2409	YPL249C
1669	OG0001669	-snap-gene-3.95-mRNA-1_1&gene=maker-gi|1002316220|dbj|BCGL01000004.1|-snap-gene-3.95&CDS=1-945	YMR193W
1670	OG0001670	-processed-gene-3.130-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.130&CDS=1-243	YMR194C-B
1671	OG0001671	-processed-gene-3.113-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.113&CDS=1-2103	YGR145W
1672	OG0001672	-processed-gene-3.114-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.114&CDS=1-351	YGL080W
1673	OG0001673	-processed-gene-3.133-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.133&CDS=1-1731	YPL194W
1674	OG0001674	-processed-gene-3.134-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.134&CDS=1-2982	YPL195W
1675	OG0001675	-processed-gene-3.115-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.115&CDS=1-3279	YJL080C
1676	OG0001676	-processed-gene-3.116-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.116&CDS=1-2391	YFR016C
1677	OG0001677	-processed-gene-3.117-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.117&CDS=1-687	YDR054C
1678	OG0001678	-processed-gene-3.118-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.118&CDS=1-1953	YDR052C
1679	OG0001679	-processed-gene-3.137-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.137&CDS=1-1314	YOL022C
1680	OG0001680	-augustus-gene-3.149-mRNA-1_1&gene=maker-gi|1002316220|dbj|BCGL01000004.1|-augustus-gene-3.149&CDS=1-1053	YPR062W
1681	OG0001681	-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.67&CDS=1-2115	YBR030W
1682	OG0001682	-snap-gene-3.99-mRNA-1_1&gene=maker-gi|1002316220|dbj|BCGL01000004.1|-snap-gene-3.99&CDS=1-1833	YKR017C
1683	OG0001683	-processed-gene-3.123-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.123&CDS=1-936	YDL237W
1684	OG0001684	-processed-gene-3.139-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.139&CDS=1-1737	YKR016W
1685	OG0001685	-processed-gene-3.124-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.124&CDS=1-1437	YJL081C
1686	OG0001686	-processed-gene-3.40-mRNA-1_1&gene=snap_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-3.40&CDS=1-5124	YJL039C
