	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041840_Candida_wancherniae
1862	OG0001862	YJR055W	snap_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-6.33-mRNA-1_1&gene=snap_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-6.33&CDS=1-435
1863	OG0001863	YJR056C	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-4.156-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-4.156&CDS=1-777
1864	OG0001864	YJR057W	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.95&CDS=1-624
1865	OG0001865	YJR058C	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.88&CDS=1-438
1866	OG0001866	YJR060W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-6.136-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-6.136&CDS=1-735
1867	OG0001867	YJR062C	augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-0.51&CDS=1-972
1868	OG0001868	YJR063W	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-8.94&CDS=1-369
1869	OG0001869	YJR064W	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-8.95-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-8.95&CDS=1-1647
1870	OG0001870	YJR065C	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-8.96-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-8.96&CDS=1-1260
1871	OG0001871	YJR068W	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-0.78&CDS=1-2043
1872	OG0001872	YJR069C	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-4.16&CDS=1-576
1873	OG0001873	YJR070C	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-8.141-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-8.141&CDS=1-951
1874	OG0001874	YJR072C	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.53&CDS=1-1839
1875	OG0001875	YJR073C	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-0.130&CDS=1-612
1876	OG0001876	YJR074W	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-0.111&CDS=1-567
1877	OG0001877	YJR075W	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-0.133&CDS=1-1182
1878	OG0001878	YJR076C	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-0.38&CDS=1-1179
1879	OG0001879	YJR077C	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-5.56-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-5.56&CDS=1-915
1880	OG0001880	YJR078W	genemark-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.24&CDS=1-1350
1881	OG0001881	YJR080C	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-1.9&CDS=1-1230
1882	OG0001882	YJR082C	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-5.156-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-5.156&CDS=1-414
1883	OG0001883	YJR084W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-7.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-7.120&CDS=1-1350
1884	OG0001884	YJR085C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-15.174-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-15.174&CDS=1-321
1885	OG0001885	YJR088C	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-7.186-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-7.186&CDS=1-921
1886	OG0001886	YJR090C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-7.139-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-7.139&CDS=1-2220
1887	OG0001887	YJR092W	maker-NODE_1_length_1621444_cov_47.3939_ID_889-snap-gene-7.151-mRNA-1_1&gene=maker-NODE_1_length_1621444_cov_47.3939_ID_889-snap-gene-7.151&CDS=1-4698
1888	OG0001888	YJR093C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-7.141-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-7.141&CDS=1-825
1889	OG0001889	YJR095W	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.158-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.158&CDS=1-1860
1890	OG0001890	YJR096W	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-0.1&CDS=1-951
1891	OG0001891	YJR097W	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.118&CDS=1-498
1892	OG0001892	YJR098C	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.136-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.136&CDS=1-1905
1893	OG0001893	YJR099W	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-3.19&CDS=1-708
1894	OG0001894	YJR102C	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-7.138-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-7.138&CDS=1-591
1895	OG0001895	YJR104C	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-6.54&CDS=1-462
1896	OG0001896	YJR105W	augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-2.12&CDS=1-1038
1897	OG0001897	YJR110W	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-2.64&CDS=1-3537
1898	OG0001898	YJR111C	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-2.62&CDS=1-1011
1899	OG0001899	YJR112W	genemark-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.88-mRNA-1_1&gene=genemark-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.88&CDS=1-600
1900	OG0001900	YJR113C	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-4.101&CDS=1-774
1901	OG0001901	YJR116W	augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-2.49&CDS=1-855
1902	OG0001902	YJR117W	snap_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-0.9&CDS=1-1365
1903	OG0001903	YJR118C	augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-2.11&CDS=1-507
1904	OG0001904	YJR119C	augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.79&CDS=1-2460
1905	OG0001905	YJR121W	augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.78&CDS=1-1509
1906	OG0001906	YJR123W	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.4&CDS=1-675
1907	OG0001907	YJR124C	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-4.21&CDS=1-1422
1908	OG0001908	YJR125C	maker-NODE_12_length_339908_cov_62.0418_ID_1277-augustus-gene-2.235-mRNA-1_1&gene=maker-NODE_12_length_339908_cov_62.0418_ID_1277-augustus-gene-2.235&CDS=1-1335
1909	OG0001909	YJR126C	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-4.96&CDS=1-2397
1910	OG0001910	YJR131W	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-2.102&CDS=1-1941
1911	OG0001911	YJR133W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-3.20&CDS=1-612
1912	OG0001912	YJR135W-A	augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-0.110&CDS=1-267
1913	OG0001913	YJR137C	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-2.119&CDS=1-4275
1914	OG0001914	YJR138W	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-0.41&CDS=1-4587
1915	OG0001915	YJR141W	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-2.123&CDS=1-1074
1916	OG0001916	YJR142W	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-3.12&CDS=1-927
1917	OG0001917	YJR143C	maker-NODE_3_length_991520_cov_48.5334_ID_1053-augustus-gene-2.4-mRNA-1_1&gene=maker-NODE_3_length_991520_cov_48.5334_ID_1053-augustus-gene-2.4&CDS=1-3387
1918	OG0001918	YJR144W	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-0.15&CDS=1-765
1919	OG0001919	YJR148W	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.10&CDS=1-1179
1920	OG0001920	YJR152W	augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-0.87&CDS=1-1572
1921	OG0001921	YKL001C	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.26&CDS=1-597
1922	OG0001922	YKL003C	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-3.143&CDS=1-360
1923	OG0001923	YKL004W	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-3.125&CDS=1-1431
1924	OG0001924	YKL007W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-12.27-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-12.27&CDS=1-798
1925	OG0001925	YKL010C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-12.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-12.28&CDS=1-4656
1926	OG0001926	YKL013C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-12.15-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-12.15&CDS=1-2322
1927	OG0001927	YKL014C	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-0.84&CDS=1-4968
1928	OG0001928	YKL015W	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-0.87&CDS=1-2958
1929	OG0001929	YKL016C	augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.69&CDS=1-525
1930	OG0001930	YKL017C	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-0.85&CDS=1-2145
1931	OG0001931	YKL018W	augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.67&CDS=1-1062
1932	OG0001932	YKL019W	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-2.115&CDS=1-879
1933	OG0001933	YKL022C	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-2.95&CDS=1-2058
1934	OG0001934	YKL024C	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-9.97-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-9.97&CDS=1-891
1935	OG0001935	YKL025C	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-9.116-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-9.116&CDS=1-2145
1936	OG0001936	YKL027W	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.27&CDS=1-1335
1937	OG0001937	YKL029C	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.63&CDS=1-1923
1938	OG0001938	YKL033W	augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-2.43&CDS=1-3492
1939	OG0001939	YKL033W-A	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-4.94&CDS=1-726
1940	OG0001940	YKL034W	augustus_masked-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.132&CDS=1-2445
1941	OG0001941	YKL035W	genemark-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-15.82-mRNA-1_1&gene=genemark-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-15.82&CDS=1-1422
1942	OG0001942	YKL040C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-5.48&CDS=1-753
1943	OG0001943	YKL041W	maker-NODE_1_length_1621444_cov_47.3939_ID_889-augustus-gene-8.0-mRNA-1_1&gene=maker-NODE_1_length_1621444_cov_47.3939_ID_889-augustus-gene-8.0&CDS=1-663
1944	OG0001944	YKL043W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.112&CDS=1-1515
1945	OG0001945	YKL045W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-6.112&CDS=1-1539
1946	OG0001946	YKL046C	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.88-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.88&CDS=1-1365
1947	OG0001947	YKL051W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-4.127&CDS=1-879
1948	OG0001948	YKL055C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-10.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-10.94&CDS=1-732
1949	OG0001949	YKL056C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-10.110-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-10.110&CDS=1-504
1950	OG0001950	YKL058W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-1.85&CDS=1-363
1951	OG0001951	YKL059C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-2.56&CDS=1-1356
1952	OG0001952	YKL060C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-2.60&CDS=1-1071
1953	OG0001953	YKL062W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.110&CDS=1-1650
1954	OG0001954	YKL067W	augustus_masked-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.108&CDS=1-456
1955	OG0001955	YKL069W	augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.3&CDS=1-1260
1956	OG0001956	YKL070W	augustus_masked-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.136&CDS=1-630
1957	OG0001957	YKL073W	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-1.79&CDS=1-4095
1958	OG0001958	YKL077W	genemark-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-1.4-mRNA-1_1&gene=genemark-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-1.4&CDS=1-1323
1959	OG0001959	YKL080W	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-3.155&CDS=1-1119
1960	OG0001960	YKL082C	maker-NODE_5_length_881935_cov_49.742_ID_1127-augustus-gene-3.54-mRNA-1_1&gene=maker-NODE_5_length_881935_cov_49.742_ID_1127-augustus-gene-3.54&CDS=1-1293
1961	OG0001961	YKL084W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-3.28&CDS=1-333
1962	OG0001962	YKL085W	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-2.28&CDS=1-993
1963	OG0001963	YKL086W	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-5.52&CDS=1-378
1964	OG0001964	YKL087C	augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.22&CDS=1-750
1965	OG0001965	YKL088W	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-5.112&CDS=1-1752
1966	OG0001966	YKL089W	augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.2&CDS=1-3159
1967	OG0001967	YKL090W	snap_masked-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.265-mRNA-1_1&gene=snap_masked-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.265&CDS=1-1155
1968	OG0001968	YKL092C	genemark-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-4.11-mRNA-1_1&gene=genemark-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-4.11&CDS=1-3558
1969	OG0001969	YKL094W	genemark-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-0.21&CDS=1-906
1970	OG0001970	YKL095W	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-4.97&CDS=1-933
1971	OG0001971	YKL099C	augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.30&CDS=1-738
1972	OG0001972	YKL100C	augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-0.122&CDS=1-1611
1973	OG0001973	YKL104C	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-2.70&CDS=1-2049
1974	OG0001974	YKL108W	augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.62&CDS=1-1305
1975	OG0001975	YKL110C	augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.64&CDS=1-861
1976	OG0001976	YKL113C	genemark-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-4.20-mRNA-1_1&gene=genemark-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-4.20&CDS=1-4071
1977	OG0001977	YKL114C	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-4.100&CDS=1-1086
1978	OG0001978	YKL116C	genemark-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-1.72&CDS=1-1620
