	OrthologID	Saccharomyces_cerevisiae	yHAB154_Kazachstania_transvaalensis
1763	OG0001763	YIL010W	augustus_masked-NODE_27_length_136221_cov_21.3317_ID_53-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_27_length_136221_cov_21.3317_ID_53-processed-gene-0.134&CDS=1-693
1764	OG0001764	YIL011W	augustus_masked-NODE_27_length_136221_cov_21.3317_ID_53-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_27_length_136221_cov_21.3317_ID_53-processed-gene-0.133&CDS=1-705
1765	OG0001765	YIL013C	augustus_masked-NODE_27_length_136221_cov_21.3317_ID_53-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-NODE_27_length_136221_cov_21.3317_ID_53-processed-gene-0.157&CDS=1-4179
1766	OG0001766	YIL015W	augustus_masked-NODE_103_length_23807_cov_26.6807_ID_205-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_103_length_23807_cov_26.6807_ID_205-processed-gene-0.20&CDS=1-1818
1767	OG0001767	YIL017C	snap_masked-NODE_103_length_23807_cov_26.6807_ID_205-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_103_length_23807_cov_26.6807_ID_205-processed-gene-0.9&CDS=1-2832
1768	OG0001768	YIL020C	genemark-NODE_103_length_23807_cov_26.6807_ID_205-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_103_length_23807_cov_26.6807_ID_205-processed-gene-0.2&CDS=1-822
1769	OG0001769	YIL021W	augustus_masked-NODE_103_length_23807_cov_26.6807_ID_205-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_103_length_23807_cov_26.6807_ID_205-processed-gene-0.21&CDS=1-2178
1770	OG0001770	YIL026C	augustus_masked-NODE_57_length_72208_cov_20.5622_ID_113-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_57_length_72208_cov_20.5622_ID_113-processed-gene-0.80&CDS=1-3552
1771	OG0001771	YIL027C	genemark-NODE_11_length_225874_cov_21.0548_ID_21-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_11_length_225874_cov_21.0548_ID_21-processed-gene-0.51&CDS=1-882
1772	OG0001772	YIL030C	augustus_masked-NODE_103_length_23807_cov_26.6807_ID_205-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_103_length_23807_cov_26.6807_ID_205-processed-gene-0.22&CDS=1-3876
1773	OG0001773	YIL031W	augustus_masked-NODE_103_length_23807_cov_26.6807_ID_205-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_103_length_23807_cov_26.6807_ID_205-processed-gene-0.19&CDS=1-3216
1774	OG0001774	YIL033C	maker-NODE_11_length_225874_cov_21.0548_ID_21-snap-gene-0.109-mRNA-1_1&gene=maker-NODE_11_length_225874_cov_21.0548_ID_21-snap-gene-0.109&CDS=1-2502
1775	OG0001775	YIL034C	genemark-NODE_11_length_225874_cov_21.0548_ID_21-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_11_length_225874_cov_21.0548_ID_21-processed-gene-0.36&CDS=1-837
1776	OG0001776	YIL035C	genemark-NODE_11_length_225874_cov_21.0548_ID_21-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_11_length_225874_cov_21.0548_ID_21-processed-gene-0.37&CDS=1-1152
1777	OG0001777	YIL038C	augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.18&CDS=1-2634
1778	OG0001778	YIL039W	augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.34&CDS=1-1425
1779	OG0001779	YIL041W	augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.35&CDS=1-966
1780	OG0001780	YIL042C	augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.19&CDS=1-1197
1781	OG0001781	YIL043C	augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.20&CDS=1-1689
1782	OG0001782	YIL044C	augustus_masked-NODE_57_length_72208_cov_20.5622_ID_113-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_57_length_72208_cov_20.5622_ID_113-processed-gene-0.90&CDS=1-717
1783	OG0001783	YIL046W	augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.37&CDS=1-2097
1784	OG0001784	YIL047C	augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.21&CDS=1-3033
1785	OG0001785	YIL051C	augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.22&CDS=1-429
1786	OG0001786	YIL055C	genemark-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.103&CDS=1-2817
1787	OG0001787	YIL057C	augustus_masked-NODE_70_length_57647_cov_26.4468_ID_139-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_70_length_57647_cov_26.4468_ID_139-processed-gene-0.9&CDS=1-471
1788	OG0001788	YIL062C	augustus_masked-NODE_70_length_57647_cov_26.4468_ID_139-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_70_length_57647_cov_26.4468_ID_139-processed-gene-0.11&CDS=1-459
1789	OG0001789	YIL063C	augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.26&CDS=1-984
1790	OG0001790	YIL064W	augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-0.41&CDS=1-681
1791	OG0001791	YIL065C	augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-1.1&CDS=1-462
1792	OG0001792	YIL068C	augustus_masked-NODE_70_length_57647_cov_26.4468_ID_139-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_70_length_57647_cov_26.4468_ID_139-processed-gene-0.13&CDS=1-2406
1793	OG0001793	YIL070C	snap_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.39&CDS=1-1680
1794	OG0001794	YIL072W	augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.220&CDS=1-2208
1795	OG0001795	YIL073C	augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.191&CDS=1-5232
1796	OG0001796	YIL075C	augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.193&CDS=1-2832
1797	OG0001797	YIL076W	augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.221-mRNA-1_1&gene=augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.221&CDS=1-900
1798	OG0001798	YIL077C	augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.194&CDS=1-444
1799	OG0001799	YIL078W	augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.222&CDS=1-2190
1800	OG0001800	YIL083C	augustus_masked-NODE_47_length_88127_cov_22.6418_ID_93-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_47_length_88127_cov_22.6418_ID_93-processed-gene-0.12&CDS=1-1158
1801	OG0001801	YIL088C	augustus_masked-NODE_47_length_88127_cov_22.6418_ID_93-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_47_length_88127_cov_22.6418_ID_93-processed-gene-0.14&CDS=1-1461
1802	OG0001802	YIL090W	augustus_masked-NODE_47_length_88127_cov_22.6418_ID_93-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_47_length_88127_cov_22.6418_ID_93-processed-gene-0.35&CDS=1-1641
1803	OG0001803	YIL091C	genemark-NODE_47_length_88127_cov_22.6418_ID_93-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_47_length_88127_cov_22.6418_ID_93-processed-gene-0.56&CDS=1-2160
1804	OG0001804	YIL094C	augustus_masked-NODE_47_length_88127_cov_22.6418_ID_93-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_47_length_88127_cov_22.6418_ID_93-processed-gene-0.16&CDS=1-1914
1805	OG0001805	YIL096C	augustus_masked-NODE_47_length_88127_cov_22.6418_ID_93-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_47_length_88127_cov_22.6418_ID_93-processed-gene-0.17&CDS=1-990
1806	OG0001806	YIL099W	augustus_masked-NODE_66_length_63818_cov_21.7962_ID_131-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_66_length_63818_cov_21.7962_ID_131-processed-gene-0.61&CDS=1-2007
1807	OG0001807	YIL102C-A	snap_masked-NODE_69_length_58210_cov_21.4017_ID_137-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_69_length_58210_cov_21.4017_ID_137-processed-gene-0.35&CDS=1-264
1808	OG0001808	YIL103W	augustus_masked-NODE_66_length_63818_cov_21.7962_ID_131-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_66_length_63818_cov_21.7962_ID_131-processed-gene-0.60&CDS=1-1266
1809	OG0001809	YIL104C	augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.49&CDS=1-1566
1810	OG0001810	YIL105C	augustus_masked-NODE_66_length_63818_cov_21.7962_ID_131-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_66_length_63818_cov_21.7962_ID_131-processed-gene-0.67&CDS=1-1866
1811	OG0001811	YIL106W	genemark-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.100-mRNA-1_1&gene=genemark-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.100&CDS=1-921
1812	OG0001812	YIL108W	augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.22&CDS=1-1920
1813	OG0001813	YIL110W	maker-NODE_5_length_291280_cov_21.3733_ID_9-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_5_length_291280_cov_21.3733_ID_9-augustus-gene-1.1&CDS=1-1599
1814	OG0001814	YIL115C	snap_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.194-mRNA-1_1&gene=snap_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.194&CDS=1-4587
1815	OG0001815	YIL116W	augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.20&CDS=1-1152
1816	OG0001816	YIL118W	augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.19&CDS=1-732
1817	OG0001817	YIL122W	snap_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.164-mRNA-1_1&gene=snap_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.164&CDS=1-1500
1818	OG0001818	YIL127C	augustus_masked-NODE_50_length_84932_cov_21.6488_ID_99-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_50_length_84932_cov_21.6488_ID_99-processed-gene-0.82&CDS=1-624
1819	OG0001819	YIL128W	augustus_masked-NODE_50_length_84932_cov_21.6488_ID_99-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_50_length_84932_cov_21.6488_ID_99-processed-gene-0.98&CDS=1-3168
1820	OG0001820	YIL129C	augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.43&CDS=1-7494
1821	OG0001821	YIL130W	maker-NODE_5_length_291280_cov_21.3733_ID_9-snap-gene-1.73-mRNA-1_1&gene=maker-NODE_5_length_291280_cov_21.3733_ID_9-snap-gene-1.73&CDS=1-2805
1822	OG0001822	YIL134W	augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.14&CDS=1-927
1823	OG0001823	YIL137C	maker-NODE_5_length_291280_cov_21.3733_ID_9-augustus-gene-1.4-mRNA-1_1&gene=maker-NODE_5_length_291280_cov_21.3733_ID_9-augustus-gene-1.4&CDS=1-2898
1824	OG0001824	YIL139C	genemark-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.118&CDS=1-789
1825	OG0001825	YIL140W	genemark-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.87-mRNA-1_1&gene=genemark-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.87&CDS=1-2535
1826	OG0001826	YIL142W	genemark-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.86-mRNA-1_1&gene=genemark-NODE_5_length_291280_cov_21.3733_ID_9-processed-gene-1.86&CDS=1-1584
1827	OG0001827	YIL143C	maker-NODE_36_length_112592_cov_21.9212_ID_71-snap-gene-0.52-mRNA-1_1&gene=maker-NODE_36_length_112592_cov_21.9212_ID_71-snap-gene-0.52&CDS=1-3360
1828	OG0001828	YIL144W	snap_masked-NODE_36_length_112592_cov_21.9212_ID_71-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_36_length_112592_cov_21.9212_ID_71-processed-gene-0.61&CDS=1-2184
1829	OG0001829	YIL145C	augustus_masked-NODE_36_length_112592_cov_21.9212_ID_71-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_36_length_112592_cov_21.9212_ID_71-processed-gene-0.38&CDS=1-2163
1830	OG0001830	YIL147C	augustus_masked-NODE_36_length_112592_cov_21.9212_ID_71-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_36_length_112592_cov_21.9212_ID_71-processed-gene-0.37&CDS=1-3477
1831	OG0001831	YIL150C	augustus_masked-NODE_36_length_112592_cov_21.9212_ID_71-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_36_length_112592_cov_21.9212_ID_71-processed-gene-0.35&CDS=1-1746
1832	OG0001832	YIL153W	genemark-NODE_36_length_112592_cov_21.9212_ID_71-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_36_length_112592_cov_21.9212_ID_71-processed-gene-0.102&CDS=1-873
1833	OG0001833	YIL155C	snap_masked-NODE_36_length_112592_cov_21.9212_ID_71-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_36_length_112592_cov_21.9212_ID_71-processed-gene-0.81&CDS=1-2409
1834	OG0001834	YIL156W	maker-NODE_36_length_112592_cov_21.9212_ID_71-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_36_length_112592_cov_21.9212_ID_71-augustus-gene-0.0&CDS=1-3342
1835	OG0001835	YIL157C	augustus_masked-NODE_36_length_112592_cov_21.9212_ID_71-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_36_length_112592_cov_21.9212_ID_71-processed-gene-0.33&CDS=1-426
1836	OG0001836	YIL158W	augustus_masked-NODE_37_length_112586_cov_20.9372_ID_73-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_37_length_112586_cov_20.9372_ID_73-processed-gene-0.84&CDS=1-1218
1837	OG0001837	YIL160C	augustus_masked-NODE_37_length_112586_cov_20.9372_ID_73-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_37_length_112586_cov_20.9372_ID_73-processed-gene-0.101&CDS=1-1230
1838	OG0001838	YIR001C	snap_masked-NODE_95_length_27745_cov_20.5469_ID_189-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_95_length_27745_cov_20.5469_ID_189-processed-gene-0.18&CDS=1-351
1839	OG0001839	YIR002C	augustus_masked-NODE_130_length_12229_cov_22.3692_ID_259-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_130_length_12229_cov_22.3692_ID_259-processed-gene-0.1&CDS=1-3981
1840	OG0001840	YIR003W	augustus_masked-NODE_130_length_12229_cov_22.3692_ID_259-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_130_length_12229_cov_22.3692_ID_259-processed-gene-0.3&CDS=1-2187
1841	OG0001841	YIR004W	augustus_masked-NODE_2_length_436411_cov_20.7563_ID_3-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_2_length_436411_cov_20.7563_ID_3-processed-gene-1.15&CDS=1-1278
1842	OG0001842	YIR005W	augustus_masked-NODE_130_length_12229_cov_22.3692_ID_259-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_130_length_12229_cov_22.3692_ID_259-processed-gene-0.2&CDS=1-525
1843	OG0001843	YIR006C	genemark-NODE_111_length_19588_cov_43.6134_ID_221-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_111_length_19588_cov_43.6134_ID_221-processed-gene-0.9&CDS=1-3909
1844	OG0001844	YIR007W	augustus_masked-NODE_108_length_21405_cov_19.0961_ID_215-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_108_length_21405_cov_19.0961_ID_215-processed-gene-0.31&CDS=1-2214
1845	OG0001845	YIR008C	augustus_masked-NODE_108_length_21405_cov_19.0961_ID_215-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_108_length_21405_cov_19.0961_ID_215-processed-gene-0.26&CDS=1-1272
1846	OG0001846	YIR009W	snap_masked-NODE_141_length_8184_cov_23.2749_ID_281-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_141_length_8184_cov_23.2749_ID_281-processed-gene-0.8&CDS=1-261
1847	OG0001847	YIR010W	snap_masked-NODE_99_length_25173_cov_20.0598_ID_197-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_99_length_25173_cov_20.0598_ID_197-processed-gene-0.17&CDS=1-2073
1848	OG0001848	YIR011C	snap_masked-NODE_57_length_72208_cov_20.5622_ID_113-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_57_length_72208_cov_20.5622_ID_113-processed-gene-0.50&CDS=1-1314
1849	OG0001849	YIR012W	augustus_masked-NODE_103_length_23807_cov_26.6807_ID_205-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_103_length_23807_cov_26.6807_ID_205-processed-gene-0.17&CDS=1-1296
1850	OG0001850	YIR015W	augustus_masked-NODE_52_length_80414_cov_22.3103_ID_103-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_52_length_80414_cov_22.3103_ID_103-processed-gene-0.29&CDS=1-516
1851	OG0001851	YIR022W	augustus_masked-NODE_83_length_40782_cov_20.7378_ID_165-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_83_length_40782_cov_20.7378_ID_165-processed-gene-0.47&CDS=1-1065
1852	OG0001852	YIR023W	genemark-NODE_43_length_90392_cov_22.5142_ID_85-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_43_length_90392_cov_22.5142_ID_85-processed-gene-0.58&CDS=1-3663
1853	OG0001853	YIR024C	augustus_masked-NODE_43_length_90392_cov_22.5142_ID_85-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_43_length_90392_cov_22.5142_ID_85-processed-gene-0.79&CDS=1-507
1854	OG0001854	YIR026C	augustus_masked-NODE_43_length_90392_cov_22.5142_ID_85-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_43_length_90392_cov_22.5142_ID_85-processed-gene-0.78&CDS=1-1035
1855	OG0001855	YIR027C	augustus_masked-NODE_118_length_15677_cov_31.5092_ID_235-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_118_length_15677_cov_31.5092_ID_235-processed-gene-0.18&CDS=1-1410
1856	OG0001856	YIR028W	augustus_masked-NODE_118_length_15677_cov_31.5092_ID_235-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_118_length_15677_cov_31.5092_ID_235-processed-gene-0.13&CDS=1-1899
1857	OG0001857	YIR029W	augustus_masked-NODE_118_length_15677_cov_31.5092_ID_235-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_118_length_15677_cov_31.5092_ID_235-processed-gene-0.14&CDS=1-1011
1858	OG0001858	YIR030C	genemark-NODE_118_length_15677_cov_31.5092_ID_235-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_118_length_15677_cov_31.5092_ID_235-processed-gene-0.10&CDS=1-768
1859	OG0001859	YIR032C	augustus_masked-NODE_118_length_15677_cov_31.5092_ID_235-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_118_length_15677_cov_31.5092_ID_235-processed-gene-0.15&CDS=1-576
1860	OG0001860	YIR035C	augustus_masked-NODE_100_length_25108_cov_22.391_ID_199-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_100_length_25108_cov_22.391_ID_199-processed-gene-0.4&CDS=1-765
1861	OG0001861	YJL001W	augustus_masked-NODE_107_length_22333_cov_20.412_ID_213-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_107_length_22333_cov_20.412_ID_213-processed-gene-0.5&CDS=1-582
1862	OG0001862	YJL002C	augustus_masked-NODE_107_length_22333_cov_20.412_ID_213-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_107_length_22333_cov_20.412_ID_213-processed-gene-0.10&CDS=1-1404
1863	OG0001863	YJL003W	snap_masked-NODE_116_length_16320_cov_20.5208_ID_231-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_116_length_16320_cov_20.5208_ID_231-processed-gene-0.14&CDS=1-225
1864	OG0001864	YJL004C	genemark-NODE_116_length_16320_cov_20.5208_ID_231-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_116_length_16320_cov_20.5208_ID_231-processed-gene-0.11&CDS=1-597
1865	OG0001865	YJL005W	augustus_masked-NODE_50_length_84932_cov_21.6488_ID_99-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_50_length_84932_cov_21.6488_ID_99-processed-gene-0.89&CDS=1-6009
1866	OG0001866	YJL006C	genemark-NODE_116_length_16320_cov_20.5208_ID_231-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_116_length_16320_cov_20.5208_ID_231-processed-gene-0.10&CDS=1-966
1867	OG0001867	YJL008C	maker-NODE_90_length_33775_cov_20.5851_ID_179-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_90_length_33775_cov_20.5851_ID_179-augustus-gene-0.0&CDS=1-3597
1868	OG0001868	YJL010C	maker-NODE_90_length_33775_cov_20.5851_ID_179-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_90_length_33775_cov_20.5851_ID_179-augustus-gene-0.1&CDS=1-3972
1869	OG0001869	YJL011C	genemark-NODE_7_length_273688_cov_21.2628_ID_13-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_7_length_273688_cov_21.2628_ID_13-processed-gene-0.97&CDS=1-465
1870	OG0001870	YJL012C	maker-NODE_7_length_273688_cov_21.2628_ID_13-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_7_length_273688_cov_21.2628_ID_13-snap-gene-0.3&CDS=1-2205
1871	OG0001871	YJL013C	augustus_masked-NODE_6_length_279243_cov_20.9027_ID_11-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_6_length_279243_cov_20.9027_ID_11-processed-gene-0.102&CDS=1-987
1872	OG0001872	YJL014W	augustus_masked-NODE_108_length_21405_cov_19.0961_ID_215-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_108_length_21405_cov_19.0961_ID_215-processed-gene-0.27&CDS=1-1581
1873	OG0001873	YJL019W	augustus_masked-NODE_6_length_279243_cov_20.9027_ID_11-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_6_length_279243_cov_20.9027_ID_11-processed-gene-0.86&CDS=1-3777
1874	OG0001874	YJL020C	genemark-NODE_6_length_279243_cov_20.9027_ID_11-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_6_length_279243_cov_20.9027_ID_11-processed-gene-0.19&CDS=1-3066
1875	OG0001875	YJL023C	snap_masked-NODE_6_length_279243_cov_20.9027_ID_11-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_6_length_279243_cov_20.9027_ID_11-processed-gene-0.59&CDS=1-765
1876	OG0001876	YJL024C	augustus_masked-NODE_96_length_26872_cov_22.0831_ID_191-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_96_length_26872_cov_22.0831_ID_191-processed-gene-0.6&CDS=1-525
1877	OG0001877	YJL025W	snap_masked-NODE_96_length_26872_cov_22.0831_ID_191-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_96_length_26872_cov_22.0831_ID_191-processed-gene-0.19&CDS=1-1653
1878	OG0001878	YJL026W	augustus_masked-NODE_190_length_3296_cov_19.3682_ID_379-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_190_length_3296_cov_19.3682_ID_379-processed-gene-0.2&CDS=1-1119
1879	OG0001879	YJL029C	snap_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.74&CDS=1-2331
1880	OG0001880	YJL030W	augustus_masked-NODE_116_length_16320_cov_20.5208_ID_231-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_116_length_16320_cov_20.5208_ID_231-processed-gene-0.4&CDS=1-603
1881	OG0001881	YJL031C	augustus_masked-NODE_116_length_16320_cov_20.5208_ID_231-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_116_length_16320_cov_20.5208_ID_231-processed-gene-0.2&CDS=1-981
1882	OG0001882	YJL035C	augustus_masked-NODE_12_length_212699_cov_20.9426_ID_23-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_12_length_212699_cov_20.9426_ID_23-processed-gene-0.20&CDS=1-831
