	OrthologID	Nakaseomyces_bracarensis	Saccharomyces_cerevisiae
1509	OG0001509	genemark-CABR0S16-processed-gene-6.57-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-6.57&CDS=1-783	YJL079C
1510	OG0001510	snap_masked-CABR0S16-processed-gene-6.8-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.8&CDS=1-1635	YBR286W
1511	OG0001511	snap_masked-CABR0S16-processed-gene-6.9-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.9&CDS=1-1248	YBR287W
1512	OG0001512	augustus_masked-CABR0S16-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-CABR0S16-processed-gene-6.129&CDS=1-3906	YOR296W
1513	OG0001513	snap_masked-CABR0S16-processed-gene-6.33-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.33&CDS=1-612	YOR294W
1514	OG0001514	snap_masked-CABR0S16-processed-gene-6.34-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.34&CDS=1-339	YJL179W
1515	OG0001515	snap_masked-CABR0S16-processed-gene-6.10-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.10&CDS=1-969	YJL180C
1516	OG0001516	snap_masked-CABR0S16-processed-gene-6.35-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.35&CDS=1-1335	YJL183W
1517	OG0001517	snap_masked-CABR0S16-processed-gene-6.11-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.11&CDS=1-1989	YOR254C
1518	OG0001518	augustus_masked-CABR0S16-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-CABR0S16-processed-gene-6.110&CDS=1-873	YPL168W
1519	OG0001519	snap_masked-CABR0S16-processed-gene-6.36-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.36&CDS=1-2367	YML035C
1520	OG0001520	maker-CABR0S16-snap-gene-6.151-mRNA-1_1&gene=maker-CABR0S16-snap-gene-6.151&CDS=1-2607	YML034W
1521	OG0001521	snap_masked-CABR0S16-processed-gene-6.37-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.37&CDS=1-1497	YML032C
1522	OG0001522	genemark-CABR0S16-processed-gene-6.65-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-6.65&CDS=1-1827	YML031W
1523	OG0001523	snap_masked-CABR0S16-processed-gene-6.38-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.38&CDS=1-1887	YDR456W
1524	OG0001524	snap_masked-CABR0S16-processed-gene-6.14-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.14&CDS=1-471	YML030W
1525	OG0001525	augustus_masked-CABR0S16-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-CABR0S16-processed-gene-6.114&CDS=1-3063	YML029W
1526	OG0001526	snap_masked-CABR0S16-processed-gene-6.16-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.16&CDS=1-588	YML028W
1527	OG0001527	genemark-CABR0S16-processed-gene-6.69-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-6.69&CDS=1-1200	YML027W
1528	OG0001528	snap_masked-CABR0S16-processed-gene-6.39-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.39&CDS=1-831	YML025C
1529	OG0001529	snap_masked-CABR0S16-processed-gene-6.40-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.40&CDS=1-1689	YML023C
1530	OG0001530	snap_masked-CABR0S16-processed-gene-6.18-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.18&CDS=1-570	YML022W
1531	OG0001531	snap_masked-CABR0S16-processed-gene-6.41-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.41&CDS=1-1002	YML021C
1532	OG0001532	snap_masked-CABR0S16-processed-gene-6.19-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.19&CDS=1-1674	YML020W
1533	OG0001533	snap_masked-CABR0S16-processed-gene-6.20-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.20&CDS=1-798	YDR374C
1534	OG0001534	genemark-CABR0S16-processed-gene-6.92-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-6.92&CDS=1-570	YDR373W
1535	OG0001535	genemark-CABR0S16-processed-gene-6.73-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-6.73&CDS=1-978	YDR372C
1536	OG0001536	genemark-CABR0S16-processed-gene-6.93-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-6.93&CDS=1-1359	YDR371W
1537	OG0001537	snap_masked-CABR0S16-processed-gene-6.21-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.21&CDS=1-1239	YDR370C
1538	OG0001538	snap_masked-CABR0S16-processed-gene-6.22-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.22&CDS=1-2361	YDR369C
1539	OG0001539	snap_masked-CABR0S16-processed-gene-6.46-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.46&CDS=1-648	YDR367W
1540	OG0001540	snap_masked-CABR0S16-processed-gene-6.23-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.23&CDS=1-1281	YDR364C
1541	OG0001541	snap_masked-CABR0S16-processed-gene-6.47-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.47&CDS=1-1287	YOR117W
1542	OG0001542	snap_masked-CABR0S16-processed-gene-6.48-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.48&CDS=1-228	YDR363W-A
1543	OG0001543	augustus_masked-CABR0S16-processed-gene-6.146-mRNA-1_1&gene=augustus_masked-CABR0S16-processed-gene-6.146&CDS=1-1200	YDR363W
1544	OG0001544	snap_masked-CABR0S16-processed-gene-6.24-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.24&CDS=1-1926	YDR362C
1545	OG0001545	snap_masked-CABR0S16-processed-gene-6.25-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.25&CDS=1-828	YDR361C
1546	OG0001546	snap_masked-CABR0S16-processed-gene-6.26-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.26&CDS=1-2994	YDR359C
1547	OG0001547	snap_masked-CABR0S16-processed-gene-6.50-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.50&CDS=1-1758	YHR108W
1548	OG0001548	snap_masked-CABR0S16-processed-gene-6.27-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.27&CDS=1-303	YDR357C
1549	OG0001549	snap_masked-CABR0S16-processed-gene-6.51-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-6.51&CDS=1-2679	YDR356W
1550	OG0001550	genemark-CABR0S16-processed-gene-6.101-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-6.101&CDS=1-1137	YDR354W
1551	OG0001551	snap_masked-CABR0S16-processed-gene-7.3-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.3&CDS=1-942	YDR352W
1552	OG0001552	genemark-CABR0S16-processed-gene-7.62-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-7.62&CDS=1-1863	YDR350C
1553	OG0001553	snap_masked-CABR0S16-processed-gene-7.1-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.1&CDS=1-4665	YMR247C
1554	OG0001554	snap_masked-CABR0S16-processed-gene-7.25-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.25&CDS=1-798	YKR060W
1555	OG0001555	genemark-CABR0S16-processed-gene-7.88-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-7.88&CDS=1-1857	YKR056W
1556	OG0001556	snap_masked-CABR0S16-processed-gene-7.29-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.29&CDS=1-918	YKR055W
1557	OG0001557	augustus_masked-CABR0S16-processed-gene-7.137-mRNA-1_1&gene=augustus_masked-CABR0S16-processed-gene-7.137&CDS=1-1506	YPR131C
1558	OG0001558	snap_masked-CABR0S16-processed-gene-7.32-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.32&CDS=1-1203	YPR133C
1559	OG0001559	augustus_masked-CABR0S16-processed-gene-7.116-mRNA-1_1&gene=augustus_masked-CABR0S16-processed-gene-7.116&CDS=1-4455	YPR137W
1560	OG0001560	snap_masked-CABR0S16-processed-gene-7.34-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.34&CDS=1-885	YPR139C
1561	OG0001561	snap_masked-CABR0S16-processed-gene-7.9-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.9&CDS=1-1104	YPR140W
1562	OG0001562	snap_masked-CABR0S16-processed-gene-7.35-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.35&CDS=1-2109	YPR141C
1563	OG0001563	snap_masked-CABR0S16-processed-gene-7.10-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.10&CDS=1-732	YPR143W
1564	OG0001564	genemark-CABR0S16-processed-gene-7.96-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-7.96&CDS=1-1530	YGR123C
1565	OG0001565	snap_masked-CABR0S16-processed-gene-7.11-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.11&CDS=1-1464	YFR034C
1566	OG0001566	maker-CABR0S16-snap-gene-7.59-mRNA-1_1&gene=maker-CABR0S16-snap-gene-7.59&CDS=1-450	YFR032C-A
1567	OG0001567	snap_masked-CABR0S16-processed-gene-7.14-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.14&CDS=1-1179	YFR032C
1568	OG0001568	snap_masked-CABR0S16-processed-gene-7.15-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.15&CDS=1-3510	YFR031C
1569	OG0001569	snap_masked-CABR0S16-processed-gene-7.39-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.39&CDS=1-3075	YFR030W
1570	OG0001570	snap_masked-CABR0S16-processed-gene-7.16-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.16&CDS=1-699	YBR256C
1571	OG0001571	maker-CABR0S16-snap-gene-7.60-mRNA-1_1&gene=maker-CABR0S16-snap-gene-7.60&CDS=1-360	YBR255C-A
1572	OG0001572	snap_masked-CABR0S16-processed-gene-7.40-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.40&CDS=1-2376	YBR255W
1573	OG0001573	snap_masked-CABR0S16-processed-gene-7.18-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.18&CDS=1-501	YBR254C
1574	OG0001574	snap_masked-CABR0S16-processed-gene-7.41-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.41&CDS=1-330	YBR253W
1575	OG0001575	snap_masked-CABR0S16-processed-gene-7.42-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.42&CDS=1-939	YBR251W
1576	OG0001576	genemark-CABR0S16-processed-gene-7.102-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-7.102&CDS=1-705	YPR065W
1577	OG0001577	snap_masked-CABR0S16-processed-gene-7.20-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.20&CDS=1-2241	YGR186W
1578	OG0001578	snap_masked-CABR0S16-processed-gene-7.43-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.43&CDS=1-1149	YGR187C
1579	OG0001579	snap_masked-CABR0S16-processed-gene-7.21-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.21&CDS=1-321	YLL014W
1580	OG0001580	snap_masked-CABR0S16-processed-gene-7.44-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.44&CDS=1-2745	YLL013C
1581	OG0001581	snap_masked-CABR0S16-processed-gene-7.23-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.23&CDS=1-1428	YLL011W
1582	OG0001582	augustus_masked-CABR0S16-processed-gene-7.152-mRNA-1_1&gene=augustus_masked-CABR0S16-processed-gene-7.152&CDS=1-1965	YLL007C
1583	OG0001583	snap_masked-CABR0S16-processed-gene-7.24-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.24&CDS=1-1275	YLL006W
1584	OG0001584	snap_masked-CABR0S16-processed-gene-7.48-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.48&CDS=1-1368	YLL005C
1585	OG0001585	snap_masked-CABR0S16-processed-gene-7.49-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-7.49&CDS=1-1578	YJL002C
1586	OG0001586	augustus_masked-CABR0S16-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-CABR0S16-processed-gene-8.72&CDS=1-2589	YLL003W
1587	OG0001587	snap_masked-CABR0S16-processed-gene-8.2-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.2&CDS=1-1263	YLL002W
1588	OG0001588	snap_masked-CABR0S16-processed-gene-8.3-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.3&CDS=1-2316	YLL001W
1589	OG0001589	snap_masked-CABR0S16-processed-gene-8.4-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.4&CDS=1-2562	YLR001C
1590	OG0001590	snap_masked-CABR0S16-processed-gene-8.5-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.5&CDS=1-1797	YJR002W
1591	OG0001591	snap_masked-CABR0S16-processed-gene-8.33-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.33&CDS=1-2013	YLR002C
1592	OG0001592	snap_masked-CABR0S16-processed-gene-8.34-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.34&CDS=1-1548	YJR003C
1593	OG0001593	snap_masked-CABR0S16-processed-gene-8.35-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.35&CDS=1-813	YLR003C
1594	OG0001594	snap_masked-CABR0S16-processed-gene-8.6-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.6&CDS=1-2481	YJL029C
1595	OG0001595	genemark-CABR0S16-processed-gene-8.161-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-8.161&CDS=1-591	YJL030W
1596	OG0001596	genemark-CABR0S16-processed-gene-8.134-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-8.134&CDS=1-996	YJL031C
1597	OG0001597	snap_masked-CABR0S16-processed-gene-8.36-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.36&CDS=1-2298	YJL033W
1598	OG0001598	genemark-CABR0S16-processed-gene-8.135-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-8.135&CDS=1-774	YJL035C
1599	OG0001599	snap_masked-CABR0S16-processed-gene-8.37-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.37&CDS=1-1221	YJL036W
1600	OG0001600	snap_masked-CABR0S16-processed-gene-8.38-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.38&CDS=1-582	YLR009W
1601	OG0001601	snap_masked-CABR0S16-processed-gene-8.10-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.10&CDS=1-441	YLR008C
1602	OG0001602	snap_masked-CABR0S16-processed-gene-8.39-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.39&CDS=1-996	YLR007W
1603	OG0001603	genemark-CABR0S16-processed-gene-8.166-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-8.166&CDS=1-1374	YKL143W
1604	OG0001604	snap_masked-CABR0S16-processed-gene-8.13-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.13&CDS=1-618	YKL144C
1605	OG0001605	snap_masked-CABR0S16-processed-gene-8.46-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.46&CDS=1-1515	YJL044C
1606	OG0001606	snap_masked-CABR0S16-processed-gene-8.16-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.16&CDS=1-4389	YJL042W
1607	OG0001607	snap_masked-CABR0S16-processed-gene-8.17-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.17&CDS=1-2472	YJL041W
1608	OG0001608	augustus_masked-CABR0S16-processed-gene-8.112-mRNA-1_1&gene=augustus_masked-CABR0S16-processed-gene-8.112&CDS=1-5145	YJL039C
1609	OG0001609	snap_masked-CABR0S16-processed-gene-8.49-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.49&CDS=1-870	YHR022C
1610	OG0001610	snap_masked-CABR0S16-processed-gene-8.18-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.18&CDS=1-5643	YHR023W
1611	OG0001611	snap_masked-CABR0S16-processed-gene-8.50-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.50&CDS=1-1437	YHR024C
1612	OG0001612	genemark-CABR0S16-processed-gene-8.146-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-8.146&CDS=1-1071	YHR025W
1613	OG0001613	snap_masked-CABR0S16-processed-gene-8.19-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.19&CDS=1-627	YHR026W
1614	OG0001614	snap_masked-CABR0S16-processed-gene-8.53-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.53&CDS=1-2916	YHR027C
1615	OG0001615	snap_masked-CABR0S16-processed-gene-8.54-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.54&CDS=1-2442	YHR028C
1616	OG0001616	maker-CABR0S16-augustus-gene-8.0-mRNA-1_1&gene=maker-CABR0S16-augustus-gene-8.0&CDS=1-2352	YHR030C
1617	OG0001617	snap_masked-CABR0S16-processed-gene-8.57-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.57&CDS=1-2076	YHR031C
1618	OG0001618	snap_masked-CABR0S16-processed-gene-8.21-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.21&CDS=1-1998	YHR032W
1619	OG0001619	snap_masked-CABR0S16-processed-gene-8.58-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.58&CDS=1-1383	YHR052W
1620	OG0001620	snap_masked-CABR0S16-processed-gene-8.60-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.60&CDS=1-450	YHR051W
1621	OG0001621	snap_masked-CABR0S16-processed-gene-8.62-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.62&CDS=1-723	YHR049W
1622	OG0001622	genemark-CABR0S16-processed-gene-8.179-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-8.179&CDS=1-1473	YHR048W
1623	OG0001623	genemark-CABR0S16-processed-gene-8.151-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-8.151&CDS=1-888	YHR046C
1624	OG0001624	genemark-CABR0S16-processed-gene-8.180-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-8.180&CDS=1-1710	YHR045W
1625	OG0001625	snap_masked-CABR0S16-processed-gene-8.28-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.28&CDS=1-909	YDR280W
1626	OG0001626	genemark-CABR0S16-processed-gene-8.182-mRNA-1_1&gene=genemark-CABR0S16-processed-gene-8.182&CDS=1-711	YGR024C
1627	OG0001627	snap_masked-CABR0S16-processed-gene-8.29-mRNA-1_1&gene=snap_masked-CABR0S16-processed-gene-8.29&CDS=1-837	YGR026W
1628	OG0001628	snap_masked-CABR0S17-processed-gene-0.77-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.77&CDS=1-1293	YOR042W
1629	OG0001629	genemark-CABR0S17-processed-gene-0.2-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-0.2&CDS=1-1437	YOR043W
1630	OG0001630	snap_masked-CABR0S17-processed-gene-0.78-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.78&CDS=1-213	YOR045W
1631	OG0001631	snap_masked-CABR0S17-processed-gene-0.90-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.90&CDS=1-1503	YOR046C
1632	OG0001632	snap_masked-CABR0S17-processed-gene-0.91-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.91&CDS=1-3081	YOR048C
1633	OG0001633	snap_masked-CABR0S17-processed-gene-0.92-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.92&CDS=1-1152	YOR049C
1634	OG0001634	snap_masked-CABR0S17-processed-gene-0.93-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.93&CDS=1-1206	YOR051C
1635	OG0001635	snap_masked-CABR0S17-processed-gene-0.94-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.94&CDS=1-501	YOR052C
1636	OG0001636	snap_masked-CABR0S17-processed-gene-0.80-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.80&CDS=1-1149	YOR057W
1637	OG0001637	snap_masked-CABR0S17-processed-gene-0.96-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.96&CDS=1-2523	YOR058C
1638	OG0001638	snap_masked-CABR0S17-processed-gene-0.97-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.97&CDS=1-1356	YOR059C
1639	OG0001639	snap_masked-CABR0S17-processed-gene-0.98-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.98&CDS=1-837	YOR060C
1640	OG0001640	snap_masked-CABR0S17-processed-gene-0.99-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.99&CDS=1-804	YKR075C
1641	OG0001641	snap_masked-CABR0S17-processed-gene-0.100-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.100&CDS=1-678	YOR064C
1642	OG0001642	snap_masked-CABR0S17-processed-gene-0.81-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.81&CDS=1-900	YOR065W
1643	OG0001643	snap_masked-CABR0S17-processed-gene-0.82-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.82&CDS=1-1902	YOR066W
1644	OG0001644	snap_masked-CABR0S17-processed-gene-0.101-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.101&CDS=1-1674	YOR067C
1645	OG0001645	snap_masked-CABR0S17-processed-gene-0.83-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.83&CDS=1-1911	YOR069W
1646	OG0001646	snap_masked-CABR0S17-processed-gene-0.102-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.102&CDS=1-1911	YOR070C
1647	OG0001647	snap_masked-CABR0S17-processed-gene-0.103-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.103&CDS=1-1053	YKR081C
1648	OG0001648	snap_masked-CABR0S17-processed-gene-0.104-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.104&CDS=1-1125	YHR063C
1649	OG0001649	snap_masked-CABR0S17-processed-gene-0.105-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.105&CDS=1-1611	YHR064C
1650	OG0001650	snap_masked-CABR0S17-processed-gene-0.84-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.84&CDS=1-2553	YER162C
1651	OG0001651	snap_masked-CABR0S17-processed-gene-0.85-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.85&CDS=1-1020	YER161C
1652	OG0001652	snap_masked-CABR0S17-processed-gene-0.106-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.106&CDS=1-4374	YOR116C
1653	OG0001653	snap_masked-CABR0S17-processed-gene-0.107-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.107&CDS=1-1830	YDR365C
1654	OG0001654	snap_masked-CABR0S17-processed-gene-0.86-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.86&CDS=1-1638	YOR118W
1655	OG0001655	snap_masked-CABR0S17-processed-gene-0.108-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.108&CDS=1-1497	YOR119C
1656	OG0001656	maker-CABR0S17-snap-gene-0.76-mRNA-1_1&gene=maker-CABR0S17-snap-gene-0.76&CDS=1-3294	YHR102W
1657	OG0001657	augustus_masked-CABR0S17-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-CABR0S17-processed-gene-0.47&CDS=1-936	YHR101C
1658	OG0001658	snap_masked-CABR0S17-processed-gene-0.111-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-0.111&CDS=1-3165	YML075C
1659	OG0001659	snap_masked-CABR0S17-processed-gene-1.0-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.0&CDS=1-531	YML073C
1660	OG0001660	snap_masked-CABR0S17-processed-gene-1.1-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.1&CDS=1-4587	YML072C
1661	OG0001661	snap_masked-CABR0S17-processed-gene-1.2-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.2&CDS=1-1749	YML071C
1662	OG0001662	snap_masked-CABR0S17-processed-gene-1.3-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.3&CDS=1-1752	YML070W
1663	OG0001663	snap_masked-CABR0S17-processed-gene-1.4-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.4&CDS=1-1629	YML069W
1664	OG0001664	snap_masked-CABR0S17-processed-gene-1.5-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.5&CDS=1-1392	YML068W
1665	OG0001665	augustus_masked-CABR0S17-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-CABR0S17-processed-gene-1.107&CDS=1-2091	YML067C
1666	OG0001666	snap_masked-CABR0S17-processed-gene-1.24-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.24&CDS=1-756	YML064C
1667	OG0001667	augustus_masked-CABR0S17-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-CABR0S17-processed-gene-1.109&CDS=1-1269	YML062C
1668	OG0001668	snap_masked-CABR0S17-processed-gene-1.26-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.26&CDS=1-2757	YML061C
1669	OG0001669	snap_masked-CABR0S17-processed-gene-1.7-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.7&CDS=1-1089	YML060W
1670	OG0001670	snap_masked-CABR0S17-processed-gene-1.27-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.27&CDS=1-5223	YML059C
1671	OG0001671	snap_masked-CABR0S17-processed-gene-1.8-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.8&CDS=1-291	YML058W
1672	OG0001672	snap_masked-CABR0S17-processed-gene-1.9-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.9&CDS=1-1689	YLR433C
1673	OG0001673	snap_masked-CABR0S17-processed-gene-1.28-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.28&CDS=1-699	YOR283W
1674	OG0001674	snap_masked-CABR0S17-processed-gene-1.10-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.10&CDS=1-840	YOR281C
1675	OG0001675	genemark-CABR0S17-processed-gene-1.54-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-1.54&CDS=1-813	YOR280C
1676	OG0001676	snap_masked-CABR0S17-processed-gene-1.12-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.12&CDS=1-1134	YOR279C
1677	OG0001677	genemark-CABR0S17-processed-gene-1.74-mRNA-1_1&gene=genemark-CABR0S17-processed-gene-1.74&CDS=1-804	YOR278W
1678	OG0001678	snap_masked-CABR0S17-processed-gene-1.29-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.29&CDS=1-447	YOR276W
1679	OG0001679	snap_masked-CABR0S17-processed-gene-1.13-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.13&CDS=1-2076	YOR275C
1680	OG0001680	snap_masked-CABR0S17-processed-gene-1.30-mRNA-1_1&gene=snap_masked-CABR0S17-processed-gene-1.30&CDS=1-1266	YOR274W
