	OrthologID	Candida_sojae	Saccharomyces_cerevisiae
1746	OG0001746	augustus_masked-LMTL01000098.1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-LMTL01000098.1-processed-gene-0.102&CDS=1-753	YFL045C
1747	OG0001747	augustus_masked-LMTL01000098.1-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-LMTL01000098.1-processed-gene-0.104&CDS=1-660	YLR075W
1748	OG0001748	augustus_masked-LMTL01000098.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-LMTL01000098.1-processed-gene-0.83&CDS=1-504	YLR074C
1749	OG0001749	augustus_masked-LMTL01000098.1-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-LMTL01000098.1-processed-gene-0.84&CDS=1-996	YFL044C
1750	OG0001750	augustus_masked-LMTL01000098.1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-LMTL01000098.1-processed-gene-0.85&CDS=1-1878	YGR054W
1751	OG0001751	augustus_masked-LMTL01000098.1-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-LMTL01000098.1-processed-gene-0.105&CDS=1-756	YNL200C
1752	OG0001752	augustus_masked-LMTL01000099.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.31&CDS=1-2763	YKL171W
1753	OG0001753	snap_masked-LMTL01000099.1-processed-gene-0.100-mRNA-1_1&gene=snap_masked-LMTL01000099.1-processed-gene-0.100&CDS=1-2472	YLR362W
1754	OG0001754	augustus_masked-LMTL01000099.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.33&CDS=1-2229	YLR361C
1755	OG0001755	augustus_masked-LMTL01000099.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.35&CDS=1-2091	YKL179C
1756	OG0001756	augustus_masked-LMTL01000099.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.2&CDS=1-1872	YLR143W
1757	OG0001757	augustus_masked-LMTL01000099.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.38&CDS=1-387	YOL108C
1758	OG0001758	augustus_masked-LMTL01000099.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.4&CDS=1-2928	YDR028C
1759	OG0001759	augustus_masked-LMTL01000099.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.5&CDS=1-987	YPL162C
1760	OG0001760	augustus_masked-LMTL01000099.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.6&CDS=1-3684	YDR027C
1761	OG0001761	augustus_masked-LMTL01000099.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.39&CDS=1-1224	YPR118W
1762	OG0001762	augustus_masked-LMTL01000099.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.40&CDS=1-1383	YMR026C
1763	OG0001763	augustus_masked-LMTL01000099.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.42&CDS=1-2058	YJL034W
1764	OG0001764	augustus_masked-LMTL01000099.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.8&CDS=1-1362	YIL033C
1765	OG0001765	augustus_masked-LMTL01000099.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.9&CDS=1-414	YER044C
1766	OG0001766	augustus_masked-LMTL01000099.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.10&CDS=1-621	YOR021C
1767	OG0001767	augustus_masked-LMTL01000099.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.45&CDS=1-1350	YDR473C
1768	OG0001768	augustus_masked-LMTL01000099.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.12&CDS=1-9858	YDR457W
1769	OG0001769	augustus_masked-LMTL01000099.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.46&CDS=1-708	YBR096W
1770	OG0001770	augustus_masked-LMTL01000099.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.13&CDS=1-2592	YER070W
1771	OG0001771	augustus_masked-LMTL01000099.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.14&CDS=1-2205	YIL067C
1772	OG0001772	augustus_masked-LMTL01000099.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.16&CDS=1-666	YDR408C
1773	OG0001773	augustus_masked-LMTL01000099.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.50&CDS=1-1107	YOR136W
1774	OG0001774	augustus_masked-LMTL01000099.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.17&CDS=1-1506	YOR149C
1775	OG0001775	augustus_masked-LMTL01000099.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.51&CDS=1-1233	YDR394W
1776	OG0001776	snap_masked-LMTL01000099.1-processed-gene-0.125-mRNA-1_1&gene=snap_masked-LMTL01000099.1-processed-gene-0.125&CDS=1-2814	YOR005C
1777	OG0001777	augustus_masked-LMTL01000099.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.19&CDS=1-1239	YJL026W
1778	OG0001778	augustus_masked-LMTL01000099.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.20&CDS=1-1044	YOR006C
1779	OG0001779	augustus_masked-LMTL01000099.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.21&CDS=1-1434	YER073W
1780	OG0001780	augustus_masked-LMTL01000099.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.23&CDS=1-1101	YNL231C
1781	OG0001781	augustus_masked-LMTL01000099.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.24&CDS=1-906	YGR208W
1782	OG0001782	augustus_masked-LMTL01000099.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.57&CDS=1-891	YMR289W
1783	OG0001783	augustus_masked-LMTL01000099.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.58&CDS=1-3903	YKL215C
1784	OG0001784	augustus_masked-LMTL01000099.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.59&CDS=1-1314	YJL025W
1785	OG0001785	augustus_masked-LMTL01000099.1-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.61&CDS=1-843	YCL031C
1786	OG0001786	augustus_masked-LMTL01000099.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.26&CDS=1-3012	YDR395W
1787	OG0001787	augustus_masked-LMTL01000099.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.27&CDS=1-1080	YGR048W
1788	OG0001788	augustus_masked-LMTL01000099.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.62&CDS=1-639	YDR399W
1789	OG0001789	augustus_masked-LMTL01000099.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.28&CDS=1-2871	YKL073W
1790	OG0001790	augustus_masked-LMTL01000099.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.29&CDS=1-2151	YKL074C
1791	OG0001791	augustus_masked-LMTL01000099.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-LMTL01000099.1-processed-gene-0.64&CDS=1-948	YMR055C
1792	OG0001792	augustus_masked-LMTL01000100.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-LMTL01000100.1-processed-gene-0.56&CDS=1-732	YDR054C
1793	OG0001793	augustus_masked-LMTL01000100.1-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-LMTL01000100.1-processed-gene-0.67&CDS=1-3261	YJL108C
1794	OG0001794	maker-LMTL01000100.1-snap-gene-0.27-mRNA-1_1&gene=maker-LMTL01000100.1-snap-gene-0.27&CDS=1-4809	YNL243W
1795	OG0001795	augustus_masked-LMTL01000100.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-LMTL01000100.1-processed-gene-0.72&CDS=1-489	YBR137W
1796	OG0001796	augustus_masked-LMTL01000100.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-LMTL01000100.1-processed-gene-0.73&CDS=1-2061	YHR020W
1797	OG0001797	augustus_masked-LMTL01000100.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-LMTL01000100.1-processed-gene-0.59&CDS=1-1656	YHR019C
1798	OG0001798	augustus_masked-LMTL01000100.1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-LMTL01000100.1-processed-gene-0.74&CDS=1-888	YMR314W
1799	OG0001799	augustus_masked-LMTL01000100.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-LMTL01000100.1-processed-gene-0.75&CDS=1-2940	YPL125W
1800	OG0001800	augustus_masked-LMTL01000100.1-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-LMTL01000100.1-processed-gene-0.76&CDS=1-1275	YOR209C
1801	OG0001801	snap_masked-LMTL01000100.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-LMTL01000100.1-processed-gene-0.34&CDS=1-993	YMR161W
1802	OG0001802	genemark-LMTL01000100.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LMTL01000100.1-processed-gene-0.9&CDS=1-516	YGL037C
1803	OG0001803	augustus_masked-LMTL01000100.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-LMTL01000100.1-processed-gene-0.78&CDS=1-765	YJR050W
1804	OG0001804	augustus_masked-LMTL01000100.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-LMTL01000100.1-processed-gene-0.63&CDS=1-1812	YHR032W
1805	OG0001805	augustus_masked-LMTL01000100.1-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-LMTL01000100.1-processed-gene-0.79&CDS=1-1431	YBR247C
1806	OG0001806	augustus_masked-LMTL01000100.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-LMTL01000100.1-processed-gene-0.64&CDS=1-1407	YHR018C
1807	OG0001807	augustus_masked-LMTL01000101.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-LMTL01000101.1-processed-gene-0.28&CDS=1-1518	YMR075W
1808	OG0001808	augustus_masked-LMTL01000101.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LMTL01000101.1-processed-gene-0.29&CDS=1-975	YDL114W
1809	OG0001809	augustus_masked-LMTL01000101.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-LMTL01000101.1-processed-gene-0.42&CDS=1-1317	YMR062C
1810	OG0001810	augustus_masked-LMTL01000101.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LMTL01000101.1-processed-gene-0.31&CDS=1-3633	YFL036W
1811	OG0001811	augustus_masked-LMTL01000101.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-LMTL01000101.1-processed-gene-0.43&CDS=1-1152	YDL115C
1812	OG0001812	augustus_masked-LMTL01000101.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-LMTL01000101.1-processed-gene-0.44&CDS=1-636	YOR115C
1813	OG0001813	snap_masked-LMTL01000101.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-LMTL01000101.1-processed-gene-0.17&CDS=1-1104	YGR052W
1814	OG0001814	snap_masked-LMTL01000101.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-LMTL01000101.1-processed-gene-0.18&CDS=1-2406	YOR168W
1815	OG0001815	snap_masked-LMTL01000101.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-LMTL01000101.1-processed-gene-0.19&CDS=1-804	YGR024C
1816	OG0001816	augustus_masked-LMTL01000101.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-LMTL01000101.1-processed-gene-0.35&CDS=1-3498	YPR010C
1817	OG0001817	augustus_masked-LMTL01000101.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LMTL01000101.1-processed-gene-0.47&CDS=1-678	YFR007W
1818	OG0001818	augustus_masked-LMTL01000101.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-LMTL01000101.1-processed-gene-0.48&CDS=1-537	YGR057C
1819	OG0001819	augustus_masked-LMTL01000101.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-LMTL01000101.1-processed-gene-0.37&CDS=1-273	YJR086W
1820	OG0001820	maker-LMTL01000101.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LMTL01000101.1-augustus-gene-0.0&CDS=1-1890	YPR037C
1821	OG0001821	augustus_masked-LMTL01000101.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-LMTL01000101.1-processed-gene-0.50&CDS=1-576	YOR220W
1822	OG0001822	augustus_masked-LMTL01000101.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-LMTL01000101.1-processed-gene-0.51&CDS=1-357	YKL084W
1823	OG0001823	augustus_masked-LMTL01000101.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-LMTL01000101.1-processed-gene-0.53&CDS=1-1422	YNL071W
1824	OG0001824	augustus_masked-LMTL01000101.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-LMTL01000101.1-processed-gene-0.54&CDS=1-1068	YNL072W
1825	OG0001825	augustus_masked-LMTL01000102.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-LMTL01000102.1-processed-gene-0.28&CDS=1-2595	YPR105C
1826	OG0001826	augustus_masked-LMTL01000102.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-LMTL01000102.1-processed-gene-0.40&CDS=1-621	YPR107C
1827	OG0001827	augustus_masked-LMTL01000102.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-LMTL01000102.1-processed-gene-0.43&CDS=1-1437	YJL091C
1828	OG0001828	maker-LMTL01000102.1-snap-gene-0.78-mRNA-1_1&gene=maker-LMTL01000102.1-snap-gene-0.78&CDS=1-1404	YAL009W
1829	OG0001829	augustus_masked-LMTL01000102.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LMTL01000102.1-processed-gene-0.31&CDS=1-1251	YPL146C
1830	OG0001830	maker-LMTL01000102.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LMTL01000102.1-augustus-gene-0.1&CDS=1-2691	YOR217W
1831	OG0001831	augustus_masked-LMTL01000102.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LMTL01000102.1-processed-gene-0.47&CDS=1-1386	YOR216C
1832	OG0001832	augustus_masked-LMTL01000102.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LMTL01000102.1-processed-gene-0.33&CDS=1-1662	YNL042W
1833	OG0001833	augustus_masked-LMTL01000102.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-LMTL01000102.1-processed-gene-0.48&CDS=1-1527	YIL104C
1834	OG0001834	augustus_masked-LMTL01000102.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-LMTL01000102.1-processed-gene-0.35&CDS=1-1281	YIL103W
1835	OG0001835	augustus_masked-LMTL01000102.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-LMTL01000102.1-processed-gene-0.49&CDS=1-2313	YNL041C
1836	OG0001836	augustus_masked-LMTL01000102.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-LMTL01000102.1-processed-gene-0.50&CDS=1-1887	YIL101C
1837	OG0001837	augustus_masked-LMTL01000102.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-LMTL01000102.1-processed-gene-0.51&CDS=1-1290	YDL066W
1838	OG0001838	augustus_masked-LMTL01000103.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LMTL01000103.1-processed-gene-0.2&CDS=1-555	YCR027C
1839	OG0001839	augustus_masked-LMTL01000103.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LMTL01000103.1-processed-gene-0.5&CDS=1-1413	YOR197W
1840	OG0001840	augustus_masked-LMTL01000103.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LMTL01000103.1-processed-gene-0.6&CDS=1-12510	YKR054C
1841	OG0001841	augustus_masked-LMTL01000104.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LMTL01000104.1-processed-gene-0.1&CDS=1-735	YEL038W
1842	OG0001842	maker-LMTL01000104.1-augustus-gene-0.18-mRNA-1_1&gene=maker-LMTL01000104.1-augustus-gene-0.18&CDS=1-1236	YEL037C
1843	OG0001843	augustus_masked-LMTL01000104.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LMTL01000104.1-processed-gene-0.2&CDS=1-1944	YJR052W
1844	OG0001844	snap_masked-LMTL01000104.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-LMTL01000104.1-processed-gene-0.16&CDS=1-2274	YML046W
1845	OG0001845	augustus_masked-LMTL01000104.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LMTL01000104.1-processed-gene-0.3&CDS=1-1944	YGR013W
1846	OG0001846	snap_masked-LMTL01000104.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-LMTL01000104.1-processed-gene-0.17&CDS=1-3453	YGR014W
1847	OG0001847	augustus_masked-LMTL01000105.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LMTL01000105.1-processed-gene-0.21&CDS=1-2412	YBR198C
1848	OG0001848	augustus_masked-LMTL01000105.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LMTL01000105.1-processed-gene-0.15&CDS=1-1449	YGL253W
1849	OG0001849	augustus_masked-LMTL01000105.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LMTL01000105.1-processed-gene-0.16&CDS=1-387	YOL026C
1850	OG0001850	snap_masked-LMTL01000105.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-LMTL01000105.1-processed-gene-0.38&CDS=1-399	YIR015W
1851	OG0001851	maker-LMTL01000105.1-augustus-gene-0.42-mRNA-1_1&gene=maker-LMTL01000105.1-augustus-gene-0.42&CDS=1-750	YOL038W
1852	OG0001852	augustus_masked-LMTL01000105.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LMTL01000105.1-processed-gene-0.24&CDS=1-1122	YKL113C
1853	OG0001853	augustus_masked-LMTL01000105.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LMTL01000105.1-processed-gene-0.25&CDS=1-1098	YCR002C
1854	OG0001854	augustus_masked-LMTL01000105.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LMTL01000105.1-processed-gene-0.18&CDS=1-624	YCR003W
1855	OG0001855	augustus_masked-LMTL01000105.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LMTL01000105.1-processed-gene-0.26&CDS=1-828	YBR035C
1856	OG0001856	augustus_masked-LMTL01000106.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LMTL01000106.1-processed-gene-0.0&CDS=1-963	YHR101C
1857	OG0001857	augustus_masked-LMTL01000106.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LMTL01000106.1-processed-gene-0.10&CDS=1-1485	YHR009C
1858	OG0001858	snap_masked-LMTL01000106.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-LMTL01000106.1-processed-gene-0.18&CDS=1-756	YDR446W
1859	OG0001859	augustus_masked-LMTL01000106.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LMTL01000106.1-processed-gene-0.11&CDS=1-1320	YDR448W
1860	OG0001860	augustus_masked-LMTL01000106.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LMTL01000106.1-processed-gene-0.3&CDS=1-1308	YDR449C
1861	OG0001861	augustus_masked-LMTL01000106.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LMTL01000106.1-processed-gene-0.4&CDS=1-1467	YHR113W
1862	OG0001862	augustus_masked-LMTL01000106.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LMTL01000106.1-processed-gene-0.13&CDS=1-1446	YDR363W
1863	OG0001863	augustus_masked-LMTL01000106.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LMTL01000106.1-processed-gene-0.14&CDS=1-1335	YHR111W
1864	OG0001864	maker-LMTL01000106.1-augustus-gene-0.33-mRNA-1_1&gene=maker-LMTL01000106.1-augustus-gene-0.33&CDS=1-654	YHR110W
1865	OG0001865	augustus_masked-LMTL01000106.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LMTL01000106.1-processed-gene-0.16&CDS=1-1515	YOR119C
1866	OG0001866	augustus_masked-LMTL01000106.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LMTL01000106.1-processed-gene-0.6&CDS=1-681	YDR367W
1867	OG0001867	augustus_masked-LMTL01000106.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LMTL01000106.1-processed-gene-0.7&CDS=1-1887	YOR118W
1868	OG0001868	augustus_masked-LMTL01000106.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LMTL01000106.1-processed-gene-0.8&CDS=1-2073	YDR365C
1869	OG0001869	augustus_masked-LMTL01000107.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LMTL01000107.1-processed-gene-0.9&CDS=1-762	YPL067C
1870	OG0001870	augustus_masked-LMTL01000107.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LMTL01000107.1-processed-gene-0.7&CDS=1-1554	YDL020C
1871	OG0001871	augustus_masked-LMTL01000107.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LMTL01000107.1-processed-gene-0.11&CDS=1-1095	YMR010W
1872	OG0001872	snap_masked-LMTL01000108.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-LMTL01000108.1-processed-gene-0.14&CDS=1-3045	YOR113W
1873	OG0001873	augustus_masked-LMTL01000108.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LMTL01000108.1-processed-gene-0.27&CDS=1-414	YNL113W
1874	OG0001874	maker-LMTL01000108.1-augustus-gene-0.39-mRNA-1_1&gene=maker-LMTL01000108.1-augustus-gene-0.39&CDS=1-1674	YNL112W
1875	OG0001875	augustus_masked-LMTL01000108.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LMTL01000108.1-processed-gene-0.29&CDS=1-2622	YGR157W
1876	OG0001876	augustus_masked-LMTL01000108.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-LMTL01000108.1-processed-gene-0.37&CDS=1-873	YGR158C
1877	OG0001877	augustus_masked-LMTL01000108.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-LMTL01000108.1-processed-gene-0.30&CDS=1-843	YML105C
1878	OG0001878	augustus_masked-LMTL01000108.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LMTL01000108.1-processed-gene-0.32&CDS=1-2301	YER091C
1879	OG0001879	augustus_masked-LMTL01000108.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LMTL01000108.1-processed-gene-0.33&CDS=1-1134	YBL058W
1880	OG0001880	snap_masked-LMTL01000109.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LMTL01000109.1-processed-gene-0.1&CDS=1-3294	YMR287C
1881	OG0001881	augustus_masked-LMTL01000109.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LMTL01000109.1-processed-gene-0.23&CDS=1-1950	YML096W
1882	OG0001882	augustus_masked-LMTL01000109.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LMTL01000109.1-processed-gene-0.32&CDS=1-2418	YER125W
1883	OG0001883	augustus_masked-LMTL01000109.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-LMTL01000109.1-processed-gene-0.34&CDS=1-1197	YDR083W
1884	OG0001884	augustus_masked-LMTL01000109.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-LMTL01000109.1-processed-gene-0.36&CDS=1-999	YER142C
1885	OG0001885	augustus_masked-LMTL01000109.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-LMTL01000109.1-processed-gene-0.28&CDS=1-2196	YJL090C
1886	OG0001886	augustus_masked-LMTL01000110.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-LMTL01000110.1-processed-gene-0.55&CDS=1-1056	YOR262W
1887	OG0001887	augustus_masked-LMTL01000110.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-LMTL01000110.1-processed-gene-0.42&CDS=1-2136	YOR261C
1888	OG0001888	augustus_masked-LMTL01000110.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-LMTL01000110.1-processed-gene-0.43&CDS=1-4974	YDR141C
1889	OG0001889	snap_masked-LMTL01000110.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-LMTL01000110.1-processed-gene-0.37&CDS=1-1038	YNR054C
1890	OG0001890	augustus_masked-LMTL01000110.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-LMTL01000110.1-processed-gene-0.46&CDS=1-1260	YCR047C
1891	OG0001891	augustus_masked-LMTL01000110.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LMTL01000110.1-processed-gene-0.47&CDS=1-258	YCR020C-A
1892	OG0001892	augustus_masked-LMTL01000110.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-LMTL01000110.1-processed-gene-0.49&CDS=1-1422	YHR207C
1893	OG0001893	augustus_masked-LMTL01000110.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-LMTL01000110.1-processed-gene-0.50&CDS=1-1188	YOR358W
1894	OG0001894	augustus_masked-LMTL01000110.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-LMTL01000110.1-processed-gene-0.51&CDS=1-771	YLR178C
1895	OG0001895	augustus_masked-LMTL01000110.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-LMTL01000110.1-processed-gene-0.59&CDS=1-444	YPR082C
1896	OG0001896	augustus_masked-LMTL01000110.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-LMTL01000110.1-processed-gene-0.53&CDS=1-1074	YLR420W
1897	OG0001897	augustus_masked-LMTL01000112.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LMTL01000112.1-processed-gene-0.12&CDS=1-1713	YBR158W
1898	OG0001898	augustus_masked-LMTL01000112.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LMTL01000112.1-processed-gene-0.1&CDS=1-450	YFL017C
1899	OG0001899	augustus_masked-LMTL01000112.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LMTL01000112.1-processed-gene-0.14&CDS=1-222	YFL017W-A
1900	OG0001900	maker-LMTL01000112.1-snap-gene-0.90-mRNA-1_1&gene=maker-LMTL01000112.1-snap-gene-0.90&CDS=1-2193	YFL013C
1901	OG0001901	augustus_masked-LMTL01000112.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LMTL01000112.1-processed-gene-0.16&CDS=1-5400	YLL031C
