	OrthologID	Debaryomyces_hansenii	Saccharomyces_cerevisiae
1803	OG0001803	augustus_masked-Deha2D-processed-gene-14.148-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-14.148&CDS=1-777	YBR088C
1804	OG0001804	augustus_masked-Deha2D-processed-gene-14.149-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-14.149&CDS=1-1050	YBR095C
1805	OG0001805	augustus_masked-Deha2D-processed-gene-14.127-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-14.127&CDS=1-3864	YPR049C
1806	OG0001806	augustus_masked-Deha2D-processed-gene-15.80-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-15.80&CDS=1-1896	YML042W
1807	OG0001807	augustus_masked-Deha2D-processed-gene-15.81-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-15.81&CDS=1-960	YKL053C-A
1808	OG0001808	maker-Deha2D-augustus-gene-15.70-mRNA-1_1&gene=maker-Deha2D-augustus-gene-15.70&CDS=1-546	YDR379C-A
1809	OG0001809	augustus_masked-Deha2D-processed-gene-15.83-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-15.83&CDS=1-924	YJR107W
1810	OG0001810	augustus_masked-Deha2D-processed-gene-15.103-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-15.103&CDS=1-1590	YDR376W
1811	OG0001811	augustus_masked-Deha2D-processed-gene-15.84-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-15.84&CDS=1-252	YDR378C
1812	OG0001812	augustus_masked-Deha2D-processed-gene-15.85-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-15.85&CDS=1-303	YDR377W
1813	OG0001813	augustus_masked-Deha2D-processed-gene-15.87-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-15.87&CDS=1-624	YOR289W
1814	OG0001814	augustus_masked-Deha2D-processed-gene-15.89-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-15.89&CDS=1-1443	YMR023C
1815	OG0001815	augustus_masked-Deha2D-processed-gene-15.110-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-15.110&CDS=1-1932	YKR008W
1816	OG0001816	augustus_masked-Deha2D-processed-gene-15.90-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-15.90&CDS=1-4068	YPR047W
1817	OG0001817	augustus_masked-Deha2D-processed-gene-15.111-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-15.111&CDS=1-675	YKL041W
1818	OG0001818	augustus_masked-Deha2D-processed-gene-15.112-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-15.112&CDS=1-1092	YBR087W
1819	OG0001819	augustus_masked-Deha2D-processed-gene-15.113-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-15.113&CDS=1-555	YER042W
1820	OG0001820	augustus_masked-Deha2D-processed-gene-15.116-mRNA-1_1&gene=augustus_masked-Deha2D-processed-gene-15.116&CDS=1-666	YMR090W
1821	OG0001821	snap_masked-Deha2E-processed-gene-0.41-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-0.41&CDS=1-180	Q0250
1822	OG0001822	augustus_masked-Deha2E-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-1.155&CDS=1-1728	YLR023C
1823	OG0001823	augustus_masked-Deha2E-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-1.157&CDS=1-2910	YPR097W
1824	OG0001824	maker-Deha2E-augustus-gene-1.172-mRNA-1_1&gene=maker-Deha2E-augustus-gene-1.172&CDS=1-1617	YNR053C
1825	OG0001825	augustus_masked-Deha2E-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-1.158&CDS=1-1500	YNR052C
1826	OG0001826	augustus_masked-Deha2E-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-1.159&CDS=1-1230	YCR094W
1827	OG0001827	maker-Deha2E-snap-gene-1.61-mRNA-1_1&gene=maker-Deha2E-snap-gene-1.61&CDS=1-1428	YNR051C
1828	OG0001828	augustus_masked-Deha2E-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-1.161&CDS=1-660	YDR177W
1829	OG0001829	maker-Deha2E-augustus-gene-1.177-mRNA-1_1&gene=maker-Deha2E-augustus-gene-1.177&CDS=1-6627	YCR093W
1830	OG0001830	augustus_masked-Deha2E-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-1.138&CDS=1-714	YMR132C
1831	OG0001831	augustus_masked-Deha2E-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-1.164&CDS=1-246	YLR038C
1832	OG0001832	augustus_masked-Deha2E-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-1.139&CDS=1-1158	YFL030W
1833	OG0001833	augustus_masked-Deha2E-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-1.141&CDS=1-4272	YNL088W
1834	OG0001834	augustus_masked-Deha2E-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-1.168&CDS=1-1908	YFL021W
1835	OG0001835	augustus_masked-Deha2E-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-1.143&CDS=1-918	YMR234W
1836	OG0001836	augustus_masked-Deha2E-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-1.144&CDS=1-2040	YLL035W
1837	OG0001837	augustus_masked-Deha2E-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-1.169&CDS=1-2754	YFL047W
1838	OG0001838	augustus_masked-Deha2E-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-1.149&CDS=1-2463	YHL023C
1839	OG0001839	augustus_masked-Deha2E-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-2.52&CDS=1-7299	YHR165C
1840	OG0001840	augustus_masked-Deha2E-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-2.50&CDS=1-1743	YMR296C
1841	OG0001841	augustus_masked-Deha2E-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-2.53&CDS=1-1776	YHR166C
1842	OG0001842	augustus_masked-Deha2E-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-2.56&CDS=1-2334	YLR304C
1843	OG0001843	augustus_masked-Deha2E-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-2.57&CDS=1-2238	YPR181C
1844	OG0001844	maker-Deha2E-augustus-gene-2.138-mRNA-1_1&gene=maker-Deha2E-augustus-gene-2.138&CDS=1-1062	YPR180W
1845	OG0001845	augustus_masked-Deha2E-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-2.79&CDS=1-1935	YPR179C
1846	OG0001846	maker-Deha2E-augustus-gene-2.141-mRNA-1_1&gene=maker-Deha2E-augustus-gene-2.141&CDS=1-2535	YPR178W
1847	OG0001847	snap_masked-Deha2E-processed-gene-2.128-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-2.128&CDS=1-3576	YPR122W
1848	OG0001848	genemark-Deha2E-processed-gene-2.22-mRNA-1_1&gene=genemark-Deha2E-processed-gene-2.22&CDS=1-2007	YPR175W
1849	OG0001849	augustus_masked-Deha2E-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-2.69&CDS=1-1002	YPR176C
1850	OG0001850	maker-Deha2E-augustus-gene-2.142-mRNA-1_1&gene=maker-Deha2E-augustus-gene-2.142&CDS=1-2952	YER047C
1851	OG0001851	augustus_masked-Deha2E-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-2.71&CDS=1-1353	YER048C
1852	OG0001852	augustus_masked-Deha2E-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-2.72&CDS=1-264	YER048W-A
1853	OG0001853	augustus_masked-Deha2E-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-2.85&CDS=1-3645	YMR218C
1854	OG0001854	augustus_masked-Deha2E-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-2.86&CDS=1-1761	YAL058W
1855	OG0001855	maker-Deha2E-augustus-gene-2.143-mRNA-1_1&gene=maker-Deha2E-augustus-gene-2.143&CDS=1-549	YAL059W
1856	OG0001856	augustus_masked-Deha2E-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-2.88&CDS=1-1926	YDR311W
1857	OG0001857	augustus_masked-Deha2E-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-2.75&CDS=1-1482	YIL157C
1858	OG0001858	augustus_masked-Deha2E-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-2.76&CDS=1-1044	YKR087C
1859	OG0001859	augustus_masked-Deha2E-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-2.77&CDS=1-813	YOR077W
1860	OG0001860	augustus_masked-Deha2E-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-3.56&CDS=1-2232	YKR099W
1861	OG0001861	genemark-Deha2E-processed-gene-3.115-mRNA-1_1&gene=genemark-Deha2E-processed-gene-3.115&CDS=1-966	YKR080W
1862	OG0001862	genemark-Deha2E-processed-gene-3.116-mRNA-1_1&gene=genemark-Deha2E-processed-gene-3.116&CDS=1-1929	YOR070C
1863	OG0001863	augustus_masked-Deha2E-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-3.58&CDS=1-1626	YHR064C
1864	OG0001864	maker-Deha2E-augustus-gene-3.96-mRNA-1_1&gene=maker-Deha2E-augustus-gene-3.96&CDS=1-216	YDR320C-A
1865	OG0001865	augustus_masked-Deha2E-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-3.54&CDS=1-2364	YDR320C
1866	OG0001866	augustus_masked-Deha2E-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-3.60&CDS=1-573	YMR295C
1867	OG0001867	augustus_masked-Deha2E-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-3.62&CDS=1-1869	YLR027C
1868	OG0001868	maker-Deha2E-snap-gene-3.109-mRNA-1_1&gene=maker-Deha2E-snap-gene-3.109&CDS=1-1191	YER133W
1869	OG0001869	augustus_masked-Deha2E-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-3.80&CDS=1-810	YKL154W
1870	OG0001870	augustus_masked-Deha2E-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-3.82&CDS=1-1131	YGL148W
1871	OG0001871	augustus_masked-Deha2E-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-3.84&CDS=1-1326	YDR148C
1872	OG0001872	augustus_masked-Deha2E-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-3.85&CDS=1-2307	YAL053W
1873	OG0001873	augustus_masked-Deha2E-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-3.86&CDS=1-5709	YLR305C
1874	OG0001874	augustus_masked-Deha2E-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-3.87&CDS=1-735	YPR016C
1875	OG0001875	augustus_masked-Deha2E-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-3.88&CDS=1-2700	YLL026W
1876	OG0001876	augustus_masked-Deha2E-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-3.90&CDS=1-1389	YGL181W
1877	OG0001877	augustus_masked-Deha2E-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-3.92&CDS=1-3363	YLR352W
1878	OG0001878	augustus_masked-Deha2E-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-3.72&CDS=1-4632	YML059C
1879	OG0001879	augustus_masked-Deha2E-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-3.93&CDS=1-2382	YML061C
1880	OG0001880	augustus_masked-Deha2E-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-3.74&CDS=1-2565	YLR440C
1881	OG0001881	augustus_masked-Deha2E-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-3.94&CDS=1-264	YLR438C-A
1882	OG0001882	augustus_masked-Deha2E-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-3.76&CDS=1-906	YLR439W
1883	OG0001883	maker-Deha2E-augustus-gene-3.102-mRNA-1_1&gene=maker-Deha2E-augustus-gene-3.102&CDS=1-1710	YBR265W
1884	OG0001884	snap_masked-Deha2E-processed-gene-3.51-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-3.51&CDS=1-192	YLR262C-A
1885	OG0001885	augustus_masked-Deha2E-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.59&CDS=1-1926	YOR181W
1886	OG0001886	augustus_masked-Deha2E-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.60&CDS=1-1074	YLR287C
1887	OG0001887	augustus_masked-Deha2E-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.62&CDS=1-879	YJL068C
1888	OG0001888	augustus_masked-Deha2E-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.61&CDS=1-1149	YKR088C
1889	OG0001889	augustus_masked-Deha2E-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.91&CDS=1-2361	YKR090W
1890	OG0001890	augustus_masked-Deha2E-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.65&CDS=1-5007	YGL206C
1891	OG0001891	augustus_masked-Deha2E-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.92&CDS=1-1062	YDR318W
1892	OG0001892	augustus_masked-Deha2E-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.93&CDS=1-1272	YPL060W
1893	OG0001893	augustus_masked-Deha2E-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.69&CDS=1-531	YOL129W
1894	OG0001894	augustus_masked-Deha2E-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.94&CDS=1-1131	YNL307C
1895	OG0001895	genemark-Deha2E-processed-gene-4.13-mRNA-1_1&gene=genemark-Deha2E-processed-gene-4.13&CDS=1-1068	YOL127W
1896	OG0001896	augustus_masked-Deha2E-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.74&CDS=1-2115	YGR128C
1897	OG0001897	augustus_masked-Deha2E-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.75&CDS=1-357	YDR493W
1898	OG0001898	augustus_masked-Deha2E-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.76&CDS=1-639	YOL102C
1899	OG0001899	augustus_masked-Deha2E-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.97&CDS=1-2160	YOR080W
1900	OG0001900	augustus_masked-Deha2E-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.78&CDS=1-897	YOR079C
1901	OG0001901	augustus_masked-Deha2E-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.98&CDS=1-3075	YOR081C
1902	OG0001902	augustus_masked-Deha2E-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.79&CDS=1-3207	YKR079C
1903	OG0001903	augustus_masked-Deha2E-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.99&CDS=1-1083	YEL050C
1904	OG0001904	augustus_masked-Deha2E-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.81&CDS=1-618	YDR298C
1905	OG0001905	augustus_masked-Deha2E-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.82&CDS=1-1464	YIL039W
1906	OG0001906	augustus_masked-Deha2E-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.100&CDS=1-747	YIL010W
1907	OG0001907	maker-Deha2E-augustus-gene-4.109-mRNA-1_1&gene=maker-Deha2E-augustus-gene-4.109&CDS=1-4386	YOR278W
1908	OG0001908	augustus_masked-Deha2E-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.102&CDS=1-2013	YAL054C
1909	OG0001909	augustus_masked-Deha2E-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.103&CDS=1-2133	YEL062W
1910	OG0001910	augustus_masked-Deha2E-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.87&CDS=1-1716	YLR259C
1911	OG0001911	augustus_masked-Deha2E-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.88&CDS=1-1548	YML043C
1912	OG0001912	augustus_masked-Deha2E-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.104&CDS=1-1779	YOL013C
1913	OG0001913	augustus_masked-Deha2E-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-4.106&CDS=1-381	YMR074C
1914	OG0001914	snap_masked-Deha2E-processed-gene-4.145-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-4.145&CDS=1-666	YLR262C
1915	OG0001915	augustus_masked-Deha2E-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-5.103&CDS=1-1716	YML016C
1916	OG0001916	maker-Deha2E-augustus-gene-5.142-mRNA-1_1&gene=maker-Deha2E-augustus-gene-5.142&CDS=1-1869	YML014W
1917	OG0001917	augustus_masked-Deha2E-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-5.105&CDS=1-723	YML015C
1918	OG0001918	augustus_masked-Deha2E-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-5.106&CDS=1-333	YLR364W
1919	OG0001919	augustus_masked-Deha2E-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-5.122&CDS=1-1410	YLR058C
1920	OG0001920	augustus_masked-Deha2E-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-5.124&CDS=1-1719	YBR280C
1921	OG0001921	augustus_masked-Deha2E-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-5.107&CDS=1-966	YEL029C
1922	OG0001922	maker-Deha2E-snap-gene-5.48-mRNA-1_1&gene=maker-Deha2E-snap-gene-5.48&CDS=1-2058	YDL144C
1923	OG0001923	augustus_masked-Deha2E-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-5.126&CDS=1-2013	YJL100W
1924	OG0001924	augustus_masked-Deha2E-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-5.111&CDS=1-2871	YBR281C
1925	OG0001925	genemark-Deha2E-processed-gene-5.38-mRNA-1_1&gene=genemark-Deha2E-processed-gene-5.38&CDS=1-3423	YMR140W
1926	OG0001926	augustus_masked-Deha2E-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-5.133&CDS=1-882	YER175C
1927	OG0001927	augustus_masked-Deha2E-processed-gene-5.134-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-5.134&CDS=1-1008	YDR297W
1928	OG0001928	maker-Deha2E-augustus-gene-5.140-mRNA-1_1&gene=maker-Deha2E-augustus-gene-5.140&CDS=1-576	YKR068C
1929	OG0001929	augustus_masked-Deha2E-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-5.114&CDS=1-546	YOR052C
1930	OG0001930	augustus_masked-Deha2E-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-5.135&CDS=1-1329	YOR051C
1931	OG0001931	augustus_masked-Deha2E-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-5.116&CDS=1-1155	YKR070W
1932	OG0001932	maker-Deha2E-augustus-gene-5.141-mRNA-1_1&gene=maker-Deha2E-augustus-gene-5.141&CDS=1-1689	YOR042W
1933	OG0001933	augustus_masked-Deha2E-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-5.120&CDS=1-588	YKL144C
1934	OG0001934	augustus_masked-Deha2E-processed-gene-6.55-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.55&CDS=1-1338	YKL145W
1935	OG0001935	augustus_masked-Deha2E-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.56&CDS=1-1929	YKL148C
1936	OG0001936	augustus_masked-Deha2E-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.58&CDS=1-732	YDR296W
1937	OG0001937	augustus_masked-Deha2E-processed-gene-6.53-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.53&CDS=1-1680	YHR078W
1938	OG0001938	augustus_masked-Deha2E-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.59&CDS=1-5082	YPL092W
1939	OG0001939	augustus_masked-Deha2E-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.79&CDS=1-1965	YBR121C
1940	OG0001940	augustus_masked-Deha2E-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.60&CDS=1-5430	YHR186C
1941	OG0001941	genemark-Deha2E-processed-gene-6.34-mRNA-1_1&gene=genemark-Deha2E-processed-gene-6.34&CDS=1-735	YGR235C
1942	OG0001942	augustus_masked-Deha2E-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.61&CDS=1-2391	YKL155C
1943	OG0001943	maker-Deha2E-augustus-gene-6.149-mRNA-1_1&gene=maker-Deha2E-augustus-gene-6.149&CDS=1-3930	YDR306C
1944	OG0001944	augustus_masked-Deha2E-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.83&CDS=1-519	YDR308C
1945	OG0001945	augustus_masked-Deha2E-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.63&CDS=1-1116	YDR313C
1946	OG0001946	augustus_masked-Deha2E-processed-gene-6.84-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.84&CDS=1-1431	YHR065C
1947	OG0001947	augustus_masked-Deha2E-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.86&CDS=1-1062	YLR151C
1948	OG0001948	augustus_masked-Deha2E-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.89&CDS=1-1086	YKL151C
1949	OG0001949	augustus_masked-Deha2E-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.65&CDS=1-897	YKL150W
1950	OG0001950	genemark-Deha2E-processed-gene-6.18-mRNA-1_1&gene=genemark-Deha2E-processed-gene-6.18&CDS=1-1539	YKL149C
1951	OG0001951	augustus_masked-Deha2E-processed-gene-6.67-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.67&CDS=1-1263	YGR117C
1952	OG0001952	augustus_masked-Deha2E-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.68&CDS=1-1023	YPR128C
1953	OG0001953	augustus_masked-Deha2E-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.90&CDS=1-1212	YPR133C
1954	OG0001954	augustus_masked-Deha2E-processed-gene-6.70-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.70&CDS=1-975	YPR129W
1955	OG0001955	augustus_masked-Deha2E-processed-gene-6.92-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.92&CDS=1-1359	YHR176W
1956	OG0001956	augustus_masked-Deha2E-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.71&CDS=1-2682	YPR135W
1957	OG0001957	augustus_masked-Deha2E-processed-gene-6.72-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.72&CDS=1-585	YPR131C
1958	OG0001958	augustus_masked-Deha2E-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.95&CDS=1-1956	YIL155C
1959	OG0001959	augustus_masked-Deha2E-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.75&CDS=1-1776	YML013W
1960	OG0001960	genemark-Deha2E-processed-gene-6.49-mRNA-1_1&gene=genemark-Deha2E-processed-gene-6.49&CDS=1-1215	YDL013W
1961	OG0001961	augustus_masked-Deha2E-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-6.97&CDS=1-987	YDL014W
1962	OG0001962	genemark-Deha2E-processed-gene-7.5-mRNA-1_1&gene=genemark-Deha2E-processed-gene-7.5&CDS=1-4092	YBR173C
1963	OG0001963	augustus_masked-Deha2E-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.61&CDS=1-3237	YOR069W
1964	OG0001964	augustus_masked-Deha2E-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.80&CDS=1-807	YEL051W
1965	OG0001965	augustus_masked-Deha2E-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.62&CDS=1-2550	YDR416W
1966	OG0001966	augustus_masked-Deha2E-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.82&CDS=1-1470	YEL052W
1967	OG0001967	augustus_masked-Deha2E-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.83&CDS=1-2511	YPR185W
1968	OG0001968	snap_masked-Deha2E-processed-gene-7.146-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-7.146&CDS=1-4239	YPR189W
1969	OG0001969	augustus_masked-Deha2E-processed-gene-7.63-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.63&CDS=1-1818	YPR190C
1970	OG0001970	augustus_masked-Deha2E-processed-gene-7.86-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.86&CDS=1-555	YBL090W
1971	OG0001971	augustus_masked-Deha2E-processed-gene-7.87-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.87&CDS=1-2556	YIL143C
1972	OG0001972	augustus_masked-Deha2E-processed-gene-7.88-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.88&CDS=1-1059	YKR092C
1973	OG0001973	augustus_masked-Deha2E-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.66&CDS=1-936	YIL145C
1974	OG0001974	augustus_masked-Deha2E-processed-gene-7.91-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.91&CDS=1-3552	YKR086W
1975	OG0001975	augustus_masked-Deha2E-processed-gene-7.92-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-7.92&CDS=1-1812	YGR119C
