	OrthologID	Hanseniaspora_uvarum	Saccharomyces_cerevisiae
1379	OG0001379	augustus_masked-APLS01000006.1-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-APLS01000006.1-processed-gene-2.71&CDS=1-1893	YBL074C
1380	OG0001380	snap_masked-APLS01000006.1-processed-gene-2.206-mRNA-1_1&gene=snap_masked-APLS01000006.1-processed-gene-2.206&CDS=1-279	YBL071W-A
1381	OG0001381	augustus_masked-APLS01000006.1-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-APLS01000006.1-processed-gene-2.39&CDS=1-738	YER100W
1382	OG0001382	snap_masked-APLS01000006.1-processed-gene-2.207-mRNA-1_1&gene=snap_masked-APLS01000006.1-processed-gene-2.207&CDS=1-1857	YDR294C
1383	OG0001383	snap_masked-APLS01000007.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-0.70&CDS=1-1305	YKL059C
1384	OG0001384	snap_masked-APLS01000007.1-processed-gene-0.71-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-0.71&CDS=1-1428	YMR027W
1385	OG0001385	snap_masked-APLS01000007.1-processed-gene-0.46-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-0.46&CDS=1-1494	YMR290C
1386	OG0001386	augustus_masked-APLS01000007.1-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-0.87&CDS=1-2226	YGR264C
1387	OG0001387	augustus_masked-APLS01000007.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-0.88&CDS=1-771	YGR262C
1388	OG0001388	maker-APLS01000007.1-augustus-gene-0.82-mRNA-1_1&gene=maker-APLS01000007.1-augustus-gene-0.82&CDS=1-5754	YHR186C
1389	OG0001389	snap_masked-APLS01000007.1-processed-gene-0.49-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-0.49&CDS=1-978	YHR187W
1390	OG0001390	snap_masked-APLS01000007.1-processed-gene-0.73-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-0.73&CDS=1-1896	YHR188C
1391	OG0001391	augustus_masked-APLS01000007.1-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-0.91&CDS=1-2847	YMR288W
1392	OG0001392	snap_masked-APLS01000007.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-0.74&CDS=1-2319	YGR261C
1393	OG0001393	snap_masked-APLS01000007.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-0.54&CDS=1-843	YDL052C
1394	OG0001394	snap_masked-APLS01000007.1-processed-gene-0.59-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-0.59&CDS=1-1584	YMR015C
1395	OG0001395	augustus_masked-APLS01000007.1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-0.96&CDS=1-3234	YMR304W
1396	OG0001396	snap_masked-APLS01000007.1-processed-gene-0.77-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-0.77&CDS=1-855	YGR277C
1397	OG0001397	augustus_masked-APLS01000007.1-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-0.97&CDS=1-1287	YGR278W
1398	OG0001398	snap_masked-APLS01000007.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-0.78&CDS=1-828	YMR305C
1399	OG0001399	genemark-APLS01000007.1-processed-gene-0.20-mRNA-1_1&gene=genemark-APLS01000007.1-processed-gene-0.20&CDS=1-1710	YMR307W
1400	OG0001400	augustus_masked-APLS01000007.1-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-0.112&CDS=1-915	YGR280C
1401	OG0001401	snap_masked-APLS01000007.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-0.65&CDS=1-1680	YGR211W
1402	OG0001402	snap_masked-APLS01000007.1-processed-gene-0.79-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-0.79&CDS=1-2091	YLR047C
1403	OG0001403	snap_masked-APLS01000007.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-0.67&CDS=1-366	YGR215W
1404	OG0001404	genemark-APLS01000007.1-processed-gene-1.4-mRNA-1_1&gene=genemark-APLS01000007.1-processed-gene-1.4&CDS=1-3795	YGR225W
1405	OG0001405	snap_masked-APLS01000007.1-processed-gene-1.108-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.108&CDS=1-540	YHR148W
1406	OG0001406	augustus_masked-APLS01000007.1-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-1.49&CDS=1-804	YHR147C
1407	OG0001407	snap_masked-APLS01000007.1-processed-gene-1.134-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.134&CDS=1-753	YKL099C
1408	OG0001408	snap_masked-APLS01000007.1-processed-gene-1.109-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.109&CDS=1-1359	YKL098W
1409	OG0001409	snap_masked-APLS01000007.1-processed-gene-1.112-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.112&CDS=1-1698	YMR088C
1410	OG0001410	snap_masked-APLS01000007.1-processed-gene-1.136-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.136&CDS=1-2139	YKL104C
1411	OG0001411	snap_masked-APLS01000007.1-processed-gene-1.137-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.137&CDS=1-336	YKL192C
1412	OG0001412	snap_masked-APLS01000007.1-processed-gene-1.113-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.113&CDS=1-900	YMR099C
1413	OG0001413	snap_masked-APLS01000007.1-processed-gene-1.114-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.114&CDS=1-2670	YKL073W
1414	OG0001414	snap_masked-APLS01000007.1-processed-gene-1.115-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.115&CDS=1-1560	YKL103C
1415	OG0001415	maker-APLS01000007.1-snap-gene-1.97-mRNA-1_1&gene=maker-APLS01000007.1-snap-gene-1.97&CDS=1-1437	YJR131W
1416	OG0001416	snap_masked-APLS01000007.1-processed-gene-1.139-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.139&CDS=1-465	YHR191C
1417	OG0001417	augustus_masked-APLS01000007.1-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-1.62&CDS=1-756	YHR192W
1418	OG0001418	snap_masked-APLS01000007.1-processed-gene-1.121-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.121&CDS=1-828	YER183C
1419	OG0001419	snap_masked-APLS01000007.1-processed-gene-1.141-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.141&CDS=1-783	YER182W
1420	OG0001420	snap_masked-APLS01000007.1-processed-gene-1.142-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.142&CDS=1-1191	YHR206W
1421	OG0001421	genemark-APLS01000007.1-processed-gene-1.38-mRNA-1_1&gene=genemark-APLS01000007.1-processed-gene-1.38&CDS=1-3039	YHR202W
1422	OG0001422	snap_masked-APLS01000007.1-processed-gene-1.125-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.125&CDS=1-2289	YJR143C
1423	OG0001423	snap_masked-APLS01000007.1-processed-gene-1.144-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.144&CDS=1-1053	YJR142W
1424	OG0001424	snap_masked-APLS01000007.1-processed-gene-1.126-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.126&CDS=1-1164	YJR141W
1425	OG0001425	snap_masked-APLS01000007.1-processed-gene-1.145-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.145&CDS=1-1224	YHR201C
1426	OG0001426	maker-APLS01000007.1-augustus-gene-1.92-mRNA-1_1&gene=maker-APLS01000007.1-augustus-gene-1.92&CDS=1-5220	YJR140C
1427	OG0001427	snap_masked-APLS01000007.1-processed-gene-1.128-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.128&CDS=1-1083	YJR139C
1428	OG0001428	snap_masked-APLS01000007.1-processed-gene-1.146-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.146&CDS=1-5082	YJR138W
1429	OG0001429	snap_masked-APLS01000007.1-processed-gene-1.147-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.147&CDS=1-693	YHR200W
1430	OG0001430	maker-APLS01000007.1-snap-gene-1.99-mRNA-1_1&gene=maker-APLS01000007.1-snap-gene-1.99&CDS=1-3762	YJR137C
1431	OG0001431	snap_masked-APLS01000007.1-processed-gene-1.148-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.148&CDS=1-288	YJR135W-A
1432	OG0001432	snap_masked-APLS01000007.1-processed-gene-1.149-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-1.149&CDS=1-2235	YHR197W
1433	OG0001433	augustus_masked-APLS01000007.1-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-1.74&CDS=1-1200	YGR187C
1434	OG0001434	augustus_masked-APLS01000007.1-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-1.90&CDS=1-2061	YGR186W
1435	OG0001435	snap_masked-APLS01000007.1-processed-gene-2.0-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.0&CDS=1-1212	YGR185C
1436	OG0001436	snap_masked-APLS01000007.1-processed-gene-2.1-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.1&CDS=1-6354	YGR184C
1437	OG0001437	snap_masked-APLS01000007.1-processed-gene-2.2-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.2&CDS=1-210	YGR183C
1438	OG0001438	snap_masked-APLS01000007.1-processed-gene-2.3-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.3&CDS=1-324	YGR181W
1439	OG0001439	snap_masked-APLS01000007.1-processed-gene-2.4-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.4&CDS=1-1812	YJL025W
1440	OG0001440	augustus_masked-APLS01000007.1-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-2.85&CDS=1-2025	YGR175C
1441	OG0001441	augustus_masked-APLS01000007.1-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-2.118&CDS=1-456	YGR174C
1442	OG0001442	snap_masked-APLS01000007.1-processed-gene-2.41-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.41&CDS=1-1887	YLR427W
1443	OG0001443	genemark-APLS01000007.1-processed-gene-2.199-mRNA-1_1&gene=genemark-APLS01000007.1-processed-gene-2.199&CDS=1-513	YKL186C
1444	OG0001444	augustus_masked-APLS01000007.1-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-2.87&CDS=1-1515	YKL185W
1445	OG0001445	augustus_masked-APLS01000007.1-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-2.88&CDS=1-699	YKL183W
1446	OG0001446	snap_masked-APLS01000007.1-processed-gene-2.9-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.9&CDS=1-6165	YKL182W
1447	OG0001447	snap_masked-APLS01000007.1-processed-gene-2.43-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.43&CDS=1-780	YLR412W
1448	OG0001448	augustus_masked-APLS01000007.1-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-2.90&CDS=1-1293	YKL181W
1449	OG0001449	augustus_masked-APLS01000007.1-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-2.123&CDS=1-3735	YLR410W
1450	OG0001450	snap_masked-APLS01000007.1-processed-gene-2.47-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.47&CDS=1-1551	YMR020W
1451	OG0001451	augustus_masked-APLS01000007.1-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-2.92&CDS=1-2739	YMR287C
1452	OG0001452	augustus_masked-APLS01000007.1-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-2.93&CDS=1-1578	YKL045W
1453	OG0001453	augustus_masked-APLS01000007.1-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-2.126&CDS=1-972	YDL035C
1454	OG0001454	snap_masked-APLS01000007.1-processed-gene-2.49-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.49&CDS=1-918	YLR372W
1455	OG0001455	snap_masked-APLS01000007.1-processed-gene-2.50-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.50&CDS=1-3339	YLR371W
1456	OG0001456	snap_masked-APLS01000007.1-processed-gene-2.14-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.14&CDS=1-516	YLR370C
1457	OG0001457	maker-APLS01000007.1-augustus-gene-2.78-mRNA-1_1&gene=maker-APLS01000007.1-augustus-gene-2.78&CDS=1-2643	YGR165W
1458	OG0001458	snap_masked-APLS01000007.1-processed-gene-2.17-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.17&CDS=1-645	YGR167W
1459	OG0001459	snap_masked-APLS01000007.1-processed-gene-2.19-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.19&CDS=1-1554	YGR178C
1460	OG0001460	augustus_masked-APLS01000007.1-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-2.129&CDS=1-4383	YLR419W
1461	OG0001461	snap_masked-APLS01000007.1-processed-gene-2.20-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.20&CDS=1-1254	YLR418C
1462	OG0001462	snap_masked-APLS01000007.1-processed-gene-2.21-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.21&CDS=1-1041	YIR029W
1463	OG0001463	snap_masked-APLS01000007.1-processed-gene-2.54-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.54&CDS=1-1044	YJR129C
1464	OG0001464	snap_masked-APLS01000007.1-processed-gene-2.22-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.22&CDS=1-1053	YLR420W
1465	OG0001465	snap_masked-APLS01000007.1-processed-gene-2.55-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.55&CDS=1-4455	YLR425W
1466	OG0001466	maker-APLS01000007.1-augustus-gene-2.79-mRNA-1_1&gene=maker-APLS01000007.1-augustus-gene-2.79&CDS=1-1599	YML056C
1467	OG0001467	snap_masked-APLS01000007.1-processed-gene-2.24-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.24&CDS=1-522	YMR022W
1468	OG0001468	augustus_masked-APLS01000007.1-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-2.104&CDS=1-1353	YKL046C
1469	OG0001469	augustus_masked-APLS01000007.1-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-2.134&CDS=1-1263	YKL047W
1470	OG0001470	snap_masked-APLS01000007.1-processed-gene-2.57-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.57&CDS=1-1539	YMR023C
1471	OG0001471	snap_masked-APLS01000007.1-processed-gene-2.27-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.27&CDS=1-1146	YMR024W
1472	OG0001472	augustus_masked-APLS01000007.1-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-2.108&CDS=1-870	YLR390W-A
1473	OG0001473	snap_masked-APLS01000007.1-processed-gene-2.28-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.28&CDS=1-999	YLR393W
1474	OG0001474	augustus_masked-APLS01000007.1-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-2.138&CDS=1-1248	YDL066W
1475	OG0001475	snap_masked-APLS01000007.1-processed-gene-2.62-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.62&CDS=1-219	YLR395C
1476	OG0001476	snap_masked-APLS01000007.1-processed-gene-2.29-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.29&CDS=1-180	YDL067C
1477	OG0001477	snap_masked-APLS01000007.1-processed-gene-2.63-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.63&CDS=1-2139	YLR396C
1478	OG0001478	snap_masked-APLS01000007.1-processed-gene-2.64-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.64&CDS=1-2298	YLR397C
1479	OG0001479	snap_masked-APLS01000007.1-processed-gene-2.65-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.65&CDS=1-552	YDL072C
1480	OG0001480	snap_masked-APLS01000007.1-processed-gene-2.31-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.31&CDS=1-1863	YLR399C
1481	OG0001481	augustus_masked-APLS01000007.1-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-2.112&CDS=1-3669	YLR398C
1482	OG0001482	augustus_masked-APLS01000007.1-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-2.144&CDS=1-1923	YLR401C
1483	OG0001483	snap_masked-APLS01000007.1-processed-gene-2.33-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.33&CDS=1-1257	YLR403W
1484	OG0001484	maker-APLS01000007.1-augustus-gene-2.80-mRNA-1_1&gene=maker-APLS01000007.1-augustus-gene-2.80&CDS=1-1758	YDL074C
1485	OG0001485	snap_masked-APLS01000007.1-processed-gene-2.35-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.35&CDS=1-1083	YLR405W
1486	OG0001486	genemark-APLS01000007.1-processed-gene-2.192-mRNA-1_1&gene=genemark-APLS01000007.1-processed-gene-2.192&CDS=1-1038	YDL076C
1487	OG0001487	snap_masked-APLS01000007.1-processed-gene-2.37-mRNA-1_1&gene=snap_masked-APLS01000007.1-processed-gene-2.37&CDS=1-2745	YGR250C
1488	OG0001488	augustus_masked-APLS01000007.1-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-APLS01000007.1-processed-gene-2.148&CDS=1-1848	YGR065C
1489	OG0001489	augustus_masked-APLS01000008.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-0.88&CDS=1-4452	YNL238W
1490	OG0001490	snap_masked-APLS01000008.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-0.0&CDS=1-1578	YNL240C
1491	OG0001491	snap_masked-APLS01000008.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-0.1&CDS=1-1542	YNL241C
1492	OG0001492	snap_masked-APLS01000008.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-0.19&CDS=1-3300	YDL240W
1493	OG0001493	maker-APLS01000008.1-augustus-gene-0.109-mRNA-1_1&gene=maker-APLS01000008.1-augustus-gene-0.109&CDS=1-4095	YMR202W
1494	OG0001494	snap_masked-APLS01000008.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-0.3&CDS=1-2622	YNL233W
1495	OG0001495	snap_masked-APLS01000008.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-0.4&CDS=1-891	YNL232W
1496	OG0001496	augustus_masked-APLS01000008.1-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-0.91&CDS=1-1269	YNL229C
1497	OG0001497	snap_masked-APLS01000008.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-0.24&CDS=1-1782	YNL227C
1498	OG0001498	snap_masked-APLS01000008.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-0.26&CDS=1-1863	YNL224C
1499	OG0001499	snap_masked-APLS01000008.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-0.5&CDS=1-1035	YNL223W
1500	OG0001500	maker-APLS01000008.1-snap-gene-0.111-mRNA-1_1&gene=maker-APLS01000008.1-snap-gene-0.111&CDS=1-576	YNL222W
1501	OG0001501	snap_masked-APLS01000008.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-0.27&CDS=1-1392	YDL238C
1502	OG0001502	maker-APLS01000008.1-augustus-gene-0.110-mRNA-1_1&gene=maker-APLS01000008.1-augustus-gene-0.110&CDS=1-3939	YNL163C
1503	OG0001503	augustus_masked-APLS01000008.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-0.81&CDS=1-1707	YNL161W
1504	OG0001504	snap_masked-APLS01000008.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-0.31&CDS=1-687	YHR140W
1505	OG0001505	snap_masked-APLS01000008.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-0.32&CDS=1-702	YNL178W
1506	OG0001506	snap_masked-APLS01000008.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-0.10&CDS=1-1047	YOR085W
1507	OG0001507	snap_masked-APLS01000008.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-0.34&CDS=1-4200	YNL088W
1508	OG0001508	augustus_masked-APLS01000008.1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-0.102&CDS=1-3201	YNL201C
1509	OG0001509	augustus_masked-APLS01000008.1-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-0.103&CDS=1-723	YNL200C
1510	OG0001510	snap_masked-APLS01000008.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-0.11&CDS=1-1053	YDL226C
1511	OG0001511	genemark-APLS01000008.1-processed-gene-0.76-mRNA-1_1&gene=genemark-APLS01000008.1-processed-gene-0.76&CDS=1-1701	YHR181W
1512	OG0001512	augustus_masked-APLS01000008.1-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-1.0&CDS=1-2139	YHR178W
1513	OG0001513	snap_masked-APLS01000008.1-processed-gene-1.46-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.46&CDS=1-435	YHR175W
1514	OG0001514	snap_masked-APLS01000008.1-processed-gene-1.47-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.47&CDS=1-1314	YGR254W
1515	OG0001515	augustus_masked-APLS01000008.1-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-1.3&CDS=1-2544	YHR172W
1516	OG0001516	snap_masked-APLS01000008.1-processed-gene-1.45-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.45&CDS=1-843	YGR253C
1517	OG0001517	snap_masked-APLS01000008.1-processed-gene-1.49-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.49&CDS=1-1671	YGR252W
1518	OG0001518	snap_masked-APLS01000008.1-processed-gene-1.63-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.63&CDS=1-1731	YHR171W
1519	OG0001519	augustus_masked-APLS01000008.1-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-1.20&CDS=1-12726	YHR165C
1520	OG0001520	snap_masked-APLS01000008.1-processed-gene-1.69-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.69&CDS=1-1758	YHR166C
1521	OG0001521	snap_masked-APLS01000008.1-processed-gene-1.50-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.50&CDS=1-1698	YKL116C
1522	OG0001522	maker-APLS01000008.1-augustus-gene-1.35-mRNA-1_1&gene=maker-APLS01000008.1-augustus-gene-1.35&CDS=1-2394	YKL194C
1523	OG0001523	snap_masked-APLS01000008.1-processed-gene-1.70-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.70&CDS=1-1263	YKL195W
1524	OG0001524	snap_masked-APLS01000008.1-processed-gene-1.71-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.71&CDS=1-612	YKL196C
1525	OG0001525	augustus_masked-APLS01000008.1-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-1.24&CDS=1-6099	YLR430W
1526	OG0001526	snap_masked-APLS01000008.1-processed-gene-1.73-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.73&CDS=1-2091	YLR429W
1527	OG0001527	snap_masked-APLS01000008.1-processed-gene-1.54-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.54&CDS=1-660	YKL190W
1528	OG0001528	snap_masked-APLS01000008.1-processed-gene-1.74-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.74&CDS=1-1632	YKL191W
1529	OG0001529	augustus_masked-APLS01000008.1-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-1.10&CDS=1-612	YLR435W
1530	OG0001530	maker-APLS01000008.1-augustus-gene-1.38-mRNA-1_1&gene=maker-APLS01000008.1-augustus-gene-1.38&CDS=1-9333	YLR438W
1531	OG0001531	genemark-APLS01000008.1-processed-gene-1.121-mRNA-1_1&gene=genemark-APLS01000008.1-processed-gene-1.121&CDS=1-4800	YMR302C
1532	OG0001532	snap_masked-APLS01000008.1-processed-gene-1.56-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.56&CDS=1-1938	YGR246C
1533	OG0001533	snap_masked-APLS01000008.1-processed-gene-1.82-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.82&CDS=1-735	YMR312W
1534	OG0001534	snap_masked-APLS01000008.1-processed-gene-1.57-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.57&CDS=1-1308	YGR285C
1535	OG0001535	snap_masked-APLS01000008.1-processed-gene-1.58-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.58&CDS=1-936	YGR284C
1536	OG0001536	snap_masked-APLS01000008.1-processed-gene-1.59-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.59&CDS=1-576	YMR311C
1537	OG0001537	snap_masked-APLS01000008.1-processed-gene-1.60-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.60&CDS=1-702	YMR295C
1538	OG0001538	augustus_masked-APLS01000008.1-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-APLS01000008.1-processed-gene-1.17&CDS=1-645	YGR271C-A
1539	OG0001539	snap_masked-APLS01000008.1-processed-gene-1.83-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.83&CDS=1-5661	YGR271W
1540	OG0001540	snap_masked-APLS01000008.1-processed-gene-1.62-mRNA-1_1&gene=snap_masked-APLS01000008.1-processed-gene-1.62&CDS=1-432	YMR298W
1541	OG0001541	maker-APLS01000008.1-snap-gene-1.43-mRNA-1_1&gene=maker-APLS01000008.1-snap-gene-1.43&CDS=1-1389	YGR274C
